X72n1439_001:0592a06	 自序	 自 序 
X72n1439_002:0641c13	萬德具成。圓常靜應。耳處全聲。無明巨夜。羣生長寢。	萬 德 具 成 圓 常 靜 應 耳 處 全 聲 無 明 巨 夜 羣 生 長 寢 
X72n1439_002:0641c14	羅云一擊。即時喚醒。九峯疊秀。列祖重來。雷音永震。	羅 云 一 擊 即 時 喚 醒 九 峯 疊 秀 列 祖 重 來 雷 音 永 震 
X72n1439_002:0641c15	火裏蓮開。	火 裏 蓮 開 
X72n1439_002:0641c16	丫山晦杲禪師塔銘	丫 山 晦 杲 禪 師 塔 銘 
X72n1439_002:0641c17	新豐之道。壽昌崛起。博山得之。波瀾浩爾。謹把牢關。	新 豐 之 道 壽 昌 崛 起 博 山 得 之 波 瀾 浩 爾 謹 把 牢 關 
X72n1439_002:0641c18	鷄聲莫詭。唯師傑出。實稱得旨。鐵樹花香。三更日暐。	鷄 聲 莫 詭 唯 師 傑 出 實 稱 得 旨 鐵 樹 花 香 三 更 日 暐 
X72n1439_002:0641c19	有言必行。慎終如始。取舍兩忘。孰生孰死。塔立丫山。	有 言 必 行 慎 終 如 始 取 舍 兩 忘 孰 生 孰 死 塔 立 丫 山 
X72n1439_002:0641c20	去天尺咫。歷億萬年。清風未已。	去 天 尺 咫 歷 億 萬 年 清 風 未 已 
X72n1439_002:0641c21	龍舒華嚴山太初坤法師塔銘	龍 舒 華 嚴 山 太 初 坤 法 師 塔 銘 
X72n1439_002:0641c22	法海汪洋。杳無邊際。孰乘智舟。縱橫遊戲。爰有大士。	法 海 汪 洋 杳 無 邊 際 孰 乘 智 舟 縱 橫 遊 戲 爰 有 大 士 
X72n1439_002:0641c23	乘願再來。性相關鍵。一擊而開。名儒傾心。執經請益。	乘 願 再 來 性 相 關 鍵 一 擊 而 開 名 儒 傾 心 執 經 請 益 
X72n1439_002:0641c24	洪震雷音。斂衽辟易。華藏法界。處處全彰。龍舒黃龍。	洪 震 雷 音 斂 衽 辟 易 華 藏 法 界 處 處 全 彰 龍 舒 黃 龍 
X72n1439_002:0642a01	不離覺場。白塔矗雲。青山鬱秀。維師靈光。千古如晝。	不 離 覺 場 白 塔 矗 雲 青 山 鬱 秀 維 師 靈 光 千 古 如 晝 
X72n1439_002:0642a02	方竹杖銘	方 竹 杖 銘 
X72n1439_002:0642a03	履險如平。登高若下。此君之心。空空不借。	履 險 如 平 登 高 若 下 此 君 之 心 空 空 不 借 
X72n1439_002:0642a04	佛事	佛 事 
X72n1439_002:0642a05	掃廩山蘊空老祖塔	掃 廩 山 蘊 空 老 祖 塔 
X72n1439_002:0642a06	林間睡虎威獰甚。路滑雲深少見逢。昔日壽昌遭毒	林 間 睡 虎 威 獰 甚 路 滑 雲 深 少 見 逢 昔 日 壽 昌 遭 毒 
X72n1439_002:0642a07	口。直令徧界起腥風。且道以何為驗。舉香云。聻。便燒。	口 直 令 徧 界 起 腥 風 且 道 以 何 為 驗 舉 香 云 聻 便 燒 
X72n1439_002:0642a08	掃壽昌無明師翁塔	掃 壽 昌 無 明 師 翁 塔 
X72n1439_002:0642a09	三十年前大好山。三十年後山不好。賺却兒孫無住	三 十 年 前 大 好 山 三 十 年 後 山 不 好 賺 却 兒 孫 無 住 
X72n1439_002:0642a10	處。只今唯把祖塔掃。掃塔一句作麼生。遂燒香。	處 只 今 唯 把 祖 塔 掃 掃 塔 一 句 作 麼 生 遂 燒 香 
X72n1439_002:0642a11	掃雲栖師太塔	掃 雲 栖 師 太 塔 
X72n1439_002:0642a12	恭惟。雲栖師太蓮池老和尚。樂邦化主。堪忍導師。推	恭 惟 雲 栖 師 太 蓮 池 老 和 尚 樂 邦 化 主 堪 忍 導 師 推 
X72n1439_002:0642a13	開火宅一門。直指歸元徑路。殺人刀活人劍。一句彌	開 火 宅 一 門 直 指 歸 元 徑 路 殺 人 刀 活 人 劍 一 句 彌 
X72n1439_002:0642a14	陀。布慈雲洒甘露。三聚淨戒。名喧宇宙。道播古今。道	陀 布 慈 雲 洒 甘 露 三聚淨戒 名 喧 宇 宙 道 播 古 今 道 
X72n1439_002:0642a15	霈忝千花之一葉。分接有緣。傳六字之微言。代揚淨	霈 忝 千 花 之 一 葉 分 接 有 緣 傳 六 字 之 微 言 代 揚 淨 
X72n1439_002:0642a16	化。閩山萬疊。孰非法界真身。閩海汪洋。盡是五雲法	化 閩 山 萬 疊 孰 非 法 界 真 身 閩 海 汪 洋 盡 是 五 雲 法 
X72n1439_002:0642a17	雨。致瓣香于千里。表寸衷于無窮。唯冀倒駕慈航。截	雨 致 瓣 香 于 千 里 表 寸 衷 于 無 窮 唯 冀 倒 駕 慈 航 截 
X72n1439_002:0642a18	愛河之逸浪。高標赤幟。伏末法之狂邪。重剔心燈。光	愛 河 之 逸 浪 高 標 赤 幟 伏 末 法 之 狂 邪 重 剔 心 燈 光 
X72n1439_002:0642a19	茲正法。	茲 正 法 
X72n1439_002:0642a20	掃瓶匋真寂師太塔	掃 瓶 匋 真 寂 師 太 塔 
X72n1439_002:0642a21	恭惟。真寂師太掌石老和尚。握白馬符。行雲栖令。當	恭 惟 真 寂 師 太 掌 石 老 和 尚 握 白 馬 符 行 雲 栖 令 當 
X72n1439_002:0642a22	陽把斷。魔佛罔測其靈蹤。密地放開。蚊虻皆飲其法	陽 把 斷 魔 佛 罔 測 其 靈 蹤 密 地 放 開 蚊 虻 皆 飲 其 法 
X72n1439_002:0642a23	海。道霈甫離火宅。首拜猊床。指往荷山。遂參籌室。仰	海 道 霈 甫 離 火 宅 首 拜 猊 床 指 往 荷 山 遂 參 籌 室 仰 
X72n1439_002:0642a24	懷法澤。即粉骨以難酬。遵稟遺言。唯傳法而可報。遙	懷 法 澤 即 粉 骨 以 難 酬 遵 稟 遺 言 唯 傳 法 而 可 報 遙 
X72n1439_002:0642b01	呈千里之供。聊展無盡之心。白塔峩峩。望真容而如	呈 千 里 之 供 聊 展 無 盡 之 心 白 塔 峩 峩 望 真 容 而 如 
X72n1439_002:0642b02	在。青山疊疊。沐法化以長新。唯冀不起滅定。倒駕慈	在 青 山 疊 疊 沐 法 化 以 長 新 唯 冀 不 起 滅 定 倒 駕 慈 
X72n1439_002:0642b03	航。拯末法之淪湑。續常住之慧命。	航 拯 末 法 之 淪 湑 續 常 住 之 慧 命 
X72n1439_002:0642b04	安奉本山歷代祖師入列祖堂拈香	安 奉 本 山 歷 代 祖 師 入 列 祖 堂 拈 香 
X72n1439_002:0642b05	白雲深處。一夥嘍羅。攪渾世界。陸地生波。今日落在	白 雲 深 處 一 夥 嘍 羅 攪 渾 世 界 陸 地 生 波 今 日 落 在 
X72n1439_002:0642b06	山僧手裏。不免一齊生按過。燒香云。萬古閒名除不	山 僧 手 裏 不 免 一 齊 生 按 過 燒 香 云 萬 古 閒 名 除 不 
X72n1439_002:0642b07	盡。日日香烟夜夜燈。	盡 日 日 香 烟 夜 夜 燈 
X72n1439_002:0642b08	丁未七月十九日　老和尚九十誕辰拈香	丁 未 七 月 十 九 日 老 和 尚 九 十 誕 辰 拈 香 
X72n1439_002:0642b09	趙州使得十二時。看來猶被時辰使。我師一證無時	趙 州 使 得 十 二 時 看 來 猶 被 時 辰 使 我 師 一 證 無 時 
X72n1439_002:0642b10	法。萬劫剎那無彼此。降生成道入涅槃。至今未出剎	法 萬 劫 剎 那 無 彼 此 降 生 成 道 入 涅 槃 至 今 未 出 剎 
X72n1439_002:0642b11	那際。函天葢地無欠餘。斡地旋天何動止。石女生兒	那 際 函 天 葢 地 無 欠 餘 斡 地 旋 天 何 動 止 石 女 生 兒 
X72n1439_002:0642b12	年九十。人間歲月從頭數。一片檀雲籠法界。塵塵剎	年 九 十 人 間 歲 月 從 頭 數 一 片 檀 雲 籠 法 界 塵 塵 剎 
X72n1439_002:0642b13	剎香風起。	剎 香 風 起 
X72n1439_002:0642b14	謝飛卿居士薦悟非上人對靈	謝 飛 卿 居 士 薦 悟 非 上 人 對 靈 
X72n1439_002:0642b15	悟得昔日非。方知今日是。坐斷是非關。即到如來地。	悟 得 昔 日 非 方 知 今 日 是 坐 斷 是 非 關 即 到 如 來 地 
X72n1439_002:0642b16	悟非上人。是非關已坐斷了也。如來地在什麼處。究	悟 非 上 人 是 非 關 已 坐 斷 了 也 如 來 地 在 什 麼 處 究 
X72n1439_002:0642b17	竟未曾離本位。箇中誰悟復誰迷。	竟 未 曾 離 本 位 箇 中 誰 悟 復 誰 迷 
X72n1439_002:0642b18	至雲聚山為祖脈山主上供拈香	至 雲 聚 山 為 祖 脈 山 主 上 供 拈 香 
X72n1439_002:0642b19	道交三十載。一別十餘年。今日復重來。死生無間然。	道 交 三 十 載 一 別 十 餘 年 今 日 復 重 來 死 生 無 間 然 
X72n1439_002:0642b20	恭惟。雲聚開山祖脈接公山主。正因出家。實地著脚。	恭 惟 雲 聚 開 山 祖 脈 接 公 山 主 正 因 出 家 實 地 著 脚 
X72n1439_002:0642b21	言行無闕。而寡悔寡尤。禪淨圓修。而無住無著。青山	言 行 無 闕 而 寡 悔 寡 尤 禪 淨 圓 修 而 無 住 無 著 青 山 
X72n1439_002:0642b22	梵剎。願力化成。寶國金蓮。淨心夢得。因圓果滿。水到	梵 剎 願 力 化 成 寶 國 金 蓮 淨 心 夢 得 因 圓 果 滿 水 到 
X72n1439_002:0642b23	渠成。坐斷今時。高登上品。只如道霈今日特來。燒此	渠 成 坐 斷 今 時 高 登 上 品 只 如 道 霈 今 日 特 來 燒 此 
X72n1439_002:0642b24	一瓣旃檀。且道。還有相見處也無。乃燒香云。極樂娑	一 瓣 旃 檀 且 道 還 有 相 見 處 也 無 乃 燒 香 云 極 樂 娑 
X72n1439_002:0642c01	婆毫不隔。香雲影裏現全身。生耶死耶俱不道。那論	婆 毫 不 隔 香 雲 影 裏 現 全 身 生 耶 死 耶 俱 不 道 那 論 
X72n1439_002:0642c02	昔人非昔人。	昔 人 非 昔 人 
X72n1439_002:0642c03	丙午十月七日　先和尚十週忌辰拈香	丙 午 十 月 七 日 先 和 尚 十 週 忌 辰 拈 香 
X72n1439_002:0642c04	吾師一念超三際。癡子孤懷記十年。把住虗空尋鳥	吾 師 一 念 超 三 際 癡 子 孤 懷 記 十 年 把 住 虗 空 尋 鳥 
X72n1439_002:0642c05	跡。掀翻大地覔龍淵。新豐調古聞沙界。石鼓聲希震	跡 掀 翻 大 地 覔 龍 淵 新 豐 調 古 聞 沙 界 石 鼓 聲 希 震 
X72n1439_002:0642c06	大千。欲報深恩祇這是。清香一縷自綿綿。	大 千 欲 報 深 恩 祇 這 是 清 香 一 縷 自 綿 綿 
X72n1439_002:0642c07	竺菴和尚遷化上供拈香	竺 菴 和 尚 遷 化 上 供 拈 香 
X72n1439_002:0642c08	恭惟。示寂長慶南嶽竺菴和尚。天界之子。壽昌之孫。	恭 惟 示 寂 長 慶 南 嶽 竺 菴 和 尚 天 界 之 子 壽 昌 之 孫 
X72n1439_002:0642c09	建祖庭于灰燼之餘。荷道法于凋零之際。瀉懸河口。	建 祖 庭 于 灰 燼 之 餘 荷 道 法 于 凋 零 之 際 瀉 懸 河 口 
X72n1439_002:0642c10	掣閃電機。大用繁興。玄關洞闢。茲者抽身閙處。何妨	掣 閃 電 機 大 用 繁 興 玄 關 洞 闢 茲 者 抽 身 閙 處 何 妨 
X72n1439_002:0642c11	就路還家。撒手那邊。一任空花落蒂。正與麼時。且道	就 路 還 家 撒 手 那 邊 一 任 空 花 落 蒂 正 與 麼 時 且 道 
X72n1439_002:0642c12	與竺公。如何相見。乃彈指云。夜半木童敲月戶。暗中	與 竺 公 如 何 相 見 乃 彈 指 云 夜 半 木 童 敲 月 戶 暗 中 
X72n1439_002:0642c13	驚破玉人眠。遂燒香。	驚 破 玉 人 眠 遂 燒 香 
X72n1439_002:0642c14	為汝器禪人火	為 汝 器 禪 人 火 
X72n1439_002:0642c15	數載參尋。為了生死。四山相逼。如何回互。髑髏裏面	數 載 參 尋 為 了 生 死 四 山 相 逼 如 何 回 互 髑 髏 裏 面 
X72n1439_002:0642c16	眼睛開。大地山河無寸土。	眼 睛 開 大 地 山 河 無 寸 土 
X72n1439_002:0642c17	為明一靜主火	為 明 一 靜 主 火 
X72n1439_002:0642c18	一自鼓山安鼻孔。點胷自許氣如虹。更饒一副罵人	一 自 鼓 山 安 鼻 孔 點 胷 自 許 氣 如 虹 更 饒 一 副 罵 人 
X72n1439_002:0642c19	口。末後方知實踐功。踢翻生死岸。打破太虗空。凡聖	口 末 後 方 知 實 踐 功 踢 翻 生 死 岸 打 破 太 虗 空 凡 聖 
X72n1439_002:0642c20	位中覔不得。無底船撑烈燄中。擲火炬。喝一喝云。切	位 中 覔 不 得 無 底 船 撑 烈 燄 中 擲 火 炬 喝 一 喝 云 切 
X72n1439_002:0642c21	忌躲跟。	忌 躲 跟 
X72n1439_002:0642c22	為慧雲菴主舉火	為 慧 雲 菴 主 舉 火 
X72n1439_002:0642c23	瑟瑟西風透遠林。道人滅跡正難尋。通霄路上重相	瑟 瑟 西 風 透 遠 林 道 人 滅 跡 正 難 尋 通 霄 路 上 重 相 
X72n1439_002:0642c24	遇。一句何曾有古今。恭惟。圓寂尼慧雲覺師。童真出	遇 一 句 何 曾 有 古 今 恭 惟 圓 寂 尼 慧 雲 覺 師 童 真 出 
X72n1439_002:0643a01	家。白首抱道。一生廣大願。建立無量因緣。一點慈悲	家 白 首 抱 道 一 生 廣 大 願 建 立 無 量 因 緣 一 點 慈 悲 
X72n1439_002:0643a02	心。教化幾多男女。而今娑婆緣謝。何妨閙裏抽身。淨	心 教 化 幾 多 男 女 而 今 娑 婆 緣 謝 何 妨 閙 裏 抽 身 淨 
X72n1439_002:0643a03	土花開。一任定中見佛。正與麼時。更有末後相送一	土 花 開 一 任 定 中 見 佛 正 與 麼 時 更 有 末 後 相 送 一 
X72n1439_002:0643a04	句。如何道。惟憑一炬性空火。煉淨人間五漏身。坐斷	句 如 何 道 惟 憑 一 炬 性 空 火 煉 淨 人 間 五 漏 身 坐 斷 
X72n1439_002:0643a05	十方全體現。彌陀原不是他人。遂擲火炬。	十 方 全 體 現 彌 陀 原 不 是 他 人 遂 擲 火 炬 
X72n1439_002:0643a06	為一相耆德舉火	為 一 相 耆 德 舉 火 
X72n1439_002:0643a07	恭惟。圓寂一相鏡公耆宿。弱冠披緇。即入博山之室。	恭 惟 圓 寂 一 相 鏡 公 耆 宿 弱 冠 披 緇 即 入 博 山 之 室 
X72n1439_002:0643a08	終身肥遯。久棲建水之濵。精進修心。坐立宛如鐵橛。	終 身 肥 遯 久 棲 建 水 之 濵 精 進 修 心 坐 立 宛 如 鐵 橛 
X72n1439_002:0643a09	慈悲接物。哆啝一似嬰兒。四眾依歸。諸山仰慕。某早	慈 悲 接 物 哆 啝 一 似 嬰 兒 四 眾 依 歸 諸 山 仰 慕 某 早 
X72n1439_002:0643a10	承提激。晚覲光儀。方思久坐於白雲。詎意遽反乎清	承 提 激 晚 覲 光 儀 方 思 久 坐 於 白 雲 詎 意 遽 反 乎 清 
X72n1439_002:0643a11	泰。乃因圓果滿之日。正花開見佛之時。聊備茶毗。用	泰 乃 因 圓 果 滿 之 日 正 花 開 見 佛 之 時 聊 備 茶 毗 用 
X72n1439_002:0643a12	焚浮幻。一相老師知麼。東方入定西方起。九品花開	焚 浮 幻 一 相 老 師 知 麼 東 方 入 定 西 方 起 九 品 花 開 
X72n1439_002:0643a13	第一枝。勝熱門前重煆煉。火光映入寶蓮池。	第 一 枝 勝 熱 門 前 重 煆 煉 火 光 映 入 寶 蓮 池 
X72n1439_002:0643a14	為羅信潮善友舉火	為 羅 信 潮 善 友 舉 火 
X72n1439_002:0643a15	火性無我。寄於諸緣。四大五蘊。亦復皆然。恭惟。羅信	火 性 無 我 寄 於 諸 緣 四 大 五 蘊 亦 復 皆 然 恭 惟 羅 信 
X72n1439_002:0643a16	潮善友。孝悌修身。慈和接物。處世無著世之念。居家	潮 善 友 孝 悌 修 身 慈 和 接 物 處 世 無 著 世 之 念 居 家 
X72n1439_002:0643a17	有出家之心。取蓮國於金方。剏蘭若於石鼓。而今報	有 出 家 之 心 取 蓮 國 於 金 方 剏 蘭 若 於 石 鼓 而 今 報 
X72n1439_002:0643a18	緣告謝。撒手歸來。回首風塵。一場夢事。須知生也是	緣 告 謝 撒 手 歸 來 回 首 風 塵 一 場 夢 事 須 知 生 也 是 
X72n1439_002:0643a19	夢。死也是夢。直饒道箇不生不死亦是夢。祇如破夢	夢 死 也 是 夢 直 饒 道 箇 不 生 不 死 亦 是 夢 祇 如 破 夢 
X72n1439_002:0643a20	而出一句。作麼生道。以火炬打圓相云。不見一法即	而 出 一 句 作 麼 生 道 以 火 炬 打 圓 相 云 不 見 一 法 即 
X72n1439_002:0643a21	如來。始得名為觀自在。遂擲火炬。	如 來 始 得 名 為 觀 自 在 遂 擲 火 炬 
X72n1439_002:0643a22	為石衣上座舉火	為 石 衣 上 座 舉 火 
X72n1439_002:0643a23	掃父塔來。全身歸父。大光明中。文彩畢露。	掃 父 塔 來 全 身 歸 父 大 光 明 中 文 彩 畢 露 
X72n1439_002:0643a24	為希夷張居士舉火	為 希 夷 張 居 士 舉 火 
X72n1439_002:0643b01	聽之不聞名曰希。視之不見名曰夷。親證不聞不見	聽 之 不 聞 名 曰 希 視 之 不 見 名 曰 夷 親 證 不 聞 不 見 
X72n1439_002:0643b02	處。驗取灰飛烟滅時。遂攛炬。	處 驗 取 灰 飛 烟 滅 時 遂 攛 炬 
X72n1439_002:0643b03	為本素上座舉火	為 本 素 上 座 舉 火 
X72n1439_002:0643b04	潔白地上。切忌染污。猛火堆中。還他本素。	潔 白 地 上 切 忌 染 污 猛 火 堆 中 還 他 本 素 
X72n1439_002:0643b05	為智楞上座舉火	為 智 楞 上 座 舉 火 
X72n1439_002:0643b06	覷破閻浮夢。來參石鼓禪。三年如一日。行業若青蓮。	覷 破 閻 浮 夢 來 參 石 鼓 禪 三 年 如 一 日 行 業 若 青 蓮 
X72n1439_002:0643b07	托鉢歸來也。坐脫未生前。大冶爐中重煆煉。現前大	托 鉢 歸 來 也 坐 脫 未 生 前 大 冶 爐 中 重 煆 煉 現 前 大 
X72n1439_002:0643b08	用又昭然。	用 又 昭 然 
X72n1439_002:0643b09	為良恭上人舉火	為 良 恭 上 人 舉 火 
X72n1439_002:0643b10	自心造業自心現。自心懺悔自心見。般若光中心業	自 心 造 業 自 心 現 自 心 懺 悔 自 心 見 般 若 光 中 心 業 
X72n1439_002:0643b11	空。這裏急薦本來面。	空 這 裏 急 薦 本 來 面 
X72n1439_002:0643b12	為爍欣上人舉火	為 爍 欣 上 人 舉 火 
X72n1439_002:0643b13	身為苦本能招病。病到無身病始安。只這無身重煆	身 為 苦 本 能 招 病 病 到 無 身 病 始 安 只 這 無 身 重 煆 
X72n1439_002:0643b14	過。煆過後如何。倚天長劍逼人寒。便擲入火炬。	過 煆 過 後 如 何 倚 天 長 劍 逼 人 寒 便 擲 入 火 炬 
X72n1439_002:0643b15	為淨輝侍者舉火	為 淨 輝 侍 者 舉 火 
X72n1439_002:0643b16	這箇皮袋。拋却多少。今又一箇。猶然不了。若要了。識	這 箇 皮 袋 拋 却 多 少 今 又 一 箇 猶 然 不 了 若 要 了 識 
X72n1439_002:0643b17	取未生前一竅。擲火炬云。火後一莖草。	取 未 生 前 一 竅 擲 火 炬 云 火 後 一 莖 草 
X72n1439_002:0643b18	為青林老宿舉火	為 青 林 老 宿 舉 火 
X72n1439_002:0643b19	一生林下自磨礱。縝密修持獨有翁。截斷眾流無一	一 生 林 下 自 磨 礱 縝 密 修 持 獨 有 翁 截 斷 眾 流 無 一 
X72n1439_002:0643b20	滴。挽回末法有全功。恭惟。石林堂上青翁尊宿。禪林	滴 挽 回 末 法 有 全 功 恭 惟 石 林 堂 上 青 翁 尊 宿 禪 林 
X72n1439_002:0643b21	玉樹。僧海寶珠。早歷諸方。得師子踞地之法。終隱林	玉 樹 僧 海 寶 珠 早 歷 諸 方 得 師 子 踞 地 之 法 終 隱 林 
X72n1439_002:0643b22	藪。用羚羊掛角之機。佛念一心。事理圓備。蓮分九品。	藪 用 羚 羊 掛 角 之 機 佛 念 一 心 事 理 圓 備 蓮 分 九 品 
X72n1439_002:0643b23	愚智兼收。禽魚皆樂其生。緇素咸頌其德。因圓果滿。	愚 智 兼 收 禽 魚 皆 樂 其 生 緇 素 咸 頌 其 德 因 圓 果 滿 
X72n1439_002:0643b24	水到渠成。撒手便行。舉步即到。正與麼時。重參勝熱	水 到 渠 成 撒 手 便 行 舉 步 即 到 正 與 麼 時 重 參 勝 熱 
X72n1439_002:0643c01	一句。作麼生道。四山火發無遺影。上品花開正是時。	一 句 作 麼 生 道 四 山 火 發 無 遺 影 上 品 花 開 正 是 時 
X72n1439_002:0643c02	便攛入火炬。	便 攛 入 火 炬 
X72n1439_002:0643c03	為圓證上人舉火	為 圓 證 上 人 舉 火 
X72n1439_002:0643c04	出家雖晚。行業維勤。棲心淨土。不染埃塵。曉鐘夢覺。	出 家 雖 晚 行 業 維 勤 棲 心 淨 土 不 染 埃 塵 曉 鐘 夢 覺 
X72n1439_002:0643c05	俄爾歸真。勝熱門中重煆煉。西方寶樹正逢春。便擲	俄 爾 歸 真 勝 熱 門 中 重 煆 煉 西 方 寶 樹 正 逢 春 便 擲 
X72n1439_002:0643c06	火炬。	火 炬 
X72n1439_002:0643c07	為三學耆德舉火	為 三 學 耆 德 舉 火 
