T51n2072_001:0126b24	往生集序	往 生 集 序 
T51n2072_003:0150c02	勞彈指。獨何歟。	勞 彈 指 獨 何 歟 
T51n2072_003:0150c03	造論起信	造 論 起 信 
T51n2072_003:0150c04	馬鳴菩薩。西天第十二祖。甞著起信論。後明	馬 鳴 菩 薩 西 天 第 十 二 祖 甞 著 起 信 論 後 明 
T51n2072_003:0150c05	求生淨土。最為切要。	求 生 淨 土 最 為 切 要 
T51n2072_003:0150c06	龍樹記生	龍 樹 記 生 
T51n2072_003:0150c07	楞伽經云。大慧汝當知。善逝涅槃後。未來世	楞 伽 經 云 大 慧 汝 當 知 善 逝 涅 槃 後 未 來 世 
T51n2072_003:0150c08	當有持於我法者大名德比丘。厥號為龍樹。	當 有 持 於 我 法 者 大 名 德 比 丘 厥 號 為 龍 樹 
T51n2072_003:0150c09	能破有無宗。世間中顯我無上大乘法。得初	能 破 有 無 宗 世 間 中 顯 我 無 上 大 乘 法 得 初 
T51n2072_003:0150c10	歡喜地。往生安樂國。	歡 喜 地 往 生 安 樂 國 
T51n2072_003:0150c11	集善往生	集 善 往 生 
T51n2072_003:0150c12	大悲經云。佛言。我滅度後。北天竺國有比丘。	大 悲 經 云 佛 言 我 滅 度 後 北 天 竺 國 有 比 丘 
T51n2072_003:0150c13	名祁婆伽。修集無量種種最勝菩提善根。已	名 祁 婆 伽 修 集 無 量 種 種 最 勝 菩 提 善 根 已 
T51n2072_003:0150c14	而命終。生於西方過百千億世界無量壽國。	而 命 終 生 於 西 方 過 百 千 億 世界無量 壽 國 
T51n2072_003:0150c15	於彼佛所。種諸善根。後當作佛。號無垢光。	於 彼 佛 所 種 諸 善 根 後 當 作 佛 號 無 垢 光 
T51n2072_003:0150c16	得忍往生	得 忍 往 生 
T51n2072_003:0150c17	菩薩生地經云。佛言。時摩差竭。得不起法忍。	菩 薩 生 地 經 云 佛 言 時 摩 差 竭 得 不 起 法 忍 
T51n2072_003:0150c18	五百清信士。二十五清信女。皆得不退轉地	五 百 清 信 士 二 十 五 清 信 女 皆 得不退轉 地 
T51n2072_003:0150c19	壽終。俱生無量壽佛清淨國。	壽 終 俱 生 無 量 壽 佛 清 淨 國 
T51n2072_003:0150c20	贊曰。求生西方。為欲悟無生忍登不退地也。	贊 曰 求 生 西 方 為 欲 悟 無 生 忍 登 不 退 地 也 
T51n2072_003:0150c21	已得忍已得不退。而復求生。菩薩之樂近如	已 得 忍 已 得 不 退 而 復 求 生 菩 薩 之 樂 近 如 
T51n2072_003:0150c22	來乃如此。今具縛凡夫。忍力未充。退緣無限。	來 乃 如 此 今 具 縛 凡 夫 忍 力 未 充 退 緣 無 限 
T51n2072_003:0150c23	而不刻心淨土。謂之何哉。是則名為可憐憫	而 不 刻 心 淨 土 謂 之 何 哉 是 則 名 為 可 憐 憫 
T51n2072_003:0150c24	者。	者 
T51n2072_003:0150c25	第二大願	第 二 大 願 
T51n2072_003:0150c26	菩薩內戒經云。菩薩有三願。其第二願。願我	菩 薩 內 戒 經 云 菩 薩 有 三 願 其 第 二 願 願 我 
T51n2072_003:0150c27	命終。往生阿彌陀佛前。	命 終 往 生 阿 彌 陀 佛 前 
T51n2072_003:0150c28	念佛滅罪	念 佛 滅 罪 
T51n2072_003:0150c29	大智度論云。有諸菩薩。自念謗大般若。墮惡	大 智 度 論 云 有 諸 菩 薩 自 念 謗 大 般 若 墮 惡 
T51n2072_003:0151a01	道。歷無量劫。雖修餘行。不能滅罪。後遇知識	道 歷 無 量 劫 雖 修 餘 行 不 能 滅 罪 後 遇 知 識 
T51n2072_003:0151a02	教念阿彌陀佛。乃得滅障。超生淨土。	教 念 阿 彌 陀 佛 乃 得 滅 障 超 生 淨 土 
T51n2072_003:0151a03	贊曰。至心念佛一聲。滅八十億劫重罪。此其	贊 曰 至 心 念 佛 一 聲 滅 八 十 億 劫 重 罪 此 其 
T51n2072_003:0151a04	明徵乎。所以者何。至心故也。若匪至心。罪	明 徵 乎 所以者何 至 心 故 也 若 匪 至 心 罪 
T51n2072_003:0151a05	則不滅。毋曰聖訓之無稽哉。	則 不 滅 毋 曰 聖 訓 之 無 稽 哉 
T51n2072_003:0151a06	勝會書名	勝 會 書 名 
T51n2072_003:0151a07	長蘆賾禪師。遵遠祖遺範。建蓮花勝會。普勸	長 蘆 賾 禪 師 遵 遠 祖 遺 範 建 蓮 花 勝 會 普 勸 
T51n2072_003:0151a08	念佛。一夕夢。一人烏巾白衣。風貌清美。揖而	念 佛 一 夕 夢 一 人 烏 巾 白 衣 風 貌 清 美 揖 而 
T51n2072_003:0151a09	曰。欲入公蓮花勝會。乞書一名。賾問何名。答	曰 欲 入 公 蓮 花 勝 會 乞 書 一 名 賾 問 何 名 答 
T51n2072_003:0151a10	曰。普慧書已。又云家兄普賢亦乞併書。賾覺	曰 普 慧 書 已 又 云 家 兄 普 賢 亦 乞 併 書 賾 覺 
T51n2072_003:0151a11	而檢華嚴離世間品。有二菩薩名。遂以為會	而 檢 華 嚴 離 世 間 品 有 二 菩 薩 名 遂 以 為 會 
T51n2072_003:0151a12	首云。	首 云 
T51n2072_003:0151a13	贊曰。凡僧結社。古聖書名甚哉。淨土之非小	贊 曰 凡 僧 結 社 古 聖 書 名 甚 哉 淨 土 之 非 小 
T51n2072_003:0151a14	緣也。良由事出真誠。則冥通靈應。一有偽焉。	緣 也 良 由 事 出 真 誠 則 冥 通 靈 應 一 有 偽 焉 
T51n2072_003:0151a15	人世自好者不屑。而況古聖乎。今之所謂佛	人 世 自 好 者 不 屑 而 況 古 聖 乎 今 之 所 謂 佛 
T51n2072_003:0151a16	會者。賾公見之。當為太息矣。	會 者 賾 公 見 之 當 為 太 息 矣 
T51n2072_003:0151a17	略舉尊宿	略 舉 尊 宿 
T51n2072_003:0151a18	百丈海禪師。馬祖傳道嫡子。萬世叢林大宗。	百 丈 海 禪 師 馬 祖 傳 道 嫡 子 萬 世 叢 林 大 宗 
T51n2072_003:0151a19	其立法祈禱病僧。化送亡僧。悉歸淨土○黃	其 立 法 祈 禱 病 僧 化 送 亡 僧 悉 歸 淨 土 黃 
T51n2072_003:0151a20	龍新禪師。參覺老得旨。繼席黃龍。宗風大振	龍 新 禪 師 參 覺 老 得 旨 繼 席 黃 龍 宗 風 大 振 
T51n2072_003:0151a21	而切意淨業。有勸念佛文。行世令人發哀起	而 切 意 淨 業 有 勸 念 佛 文 行 世 令 人 發 哀 起 
T51n2072_003:0151a22	信○真歇了禪師。嗣丹霞諄公。洞下一宗。至	信 真 歇 了 禪 師 嗣 丹 霞 諄 公 洞 下 一 宗 至 
T51n2072_003:0151a23	師大顯。後卓菴補陀。菴名孤絕。專意西方。有	師 大 顯 後 卓 菴 補 陀 菴 名 孤 絕 專 意 西 方 有 
T51n2072_003:0151a24	淨土說。普勸四眾○慈受深禪師。得法於長蘆	淨 土 說 普 勸 四 眾 慈 受 深 禪 師 得 法 於 長 蘆 
T51n2072_003:0151a25	信公。專心念佛。謂修行捷徑。無越淨邦。建西	信 公 專 心 念 佛 謂 修 行 捷 徑 無 越 淨 邦 建 西 
T51n2072_003:0151a26	方道場。苦口勸眾。翕然化之○石芝曉法師。	方 道 場 苦 口 勸 眾 翕 然 化 之 石 芝 曉 法 師 
T51n2072_003:0151a27	嗣月堂詢公。洞徹教部。以淨業化人。甞集大	嗣 月 堂 詢 公 洞 徹 教 部 以 淨 業 化 人 甞 集 大 
T51n2072_003:0151a28	藏諸書。有樂邦文類行世○寂堂元禪師。學	藏 諸 書 有 樂 邦 文 類 行 世 寂 堂 元 禪 師 學 
T51n2072_003:0151a29	禪於密菴傑公。篤行念佛三昧。感金甲神自	禪 於 密 菴 傑 公 篤 行 念佛三昧 感 金 甲 神 自 
T51n2072_003:0151b01	天而降。夢紅蓮花從地而出。由是十州蓮宗	天 而 降 夢 紅 蓮 花 從 地 而 出 由 是 十 州 蓮 宗 
T51n2072_003:0151b02	大行○中峯本禪師。得法於高峯妙公。人仰	大 行 中 峯 本 禪 師 得 法 於 高 峯 妙 公 人 仰 
T51n2072_003:0151b03	之如山斗。有懷淨土詩百篇。盛傳於世○王	之 如 山 斗 有 懷 淨 土 詩 百 篇 盛 傳 於 世 王 
T51n2072_003:0151b04	以寧待制。自稱彌陀弟子○晁悅之翰林。答	以 寧 待 制 自 稱 彌 陀 弟 子 晁 悅 之 翰 林 答 
T51n2072_003:0151b05	趙子昂書。稱西方淨土是真語實語○陳瓘	趙 子 昂 書 稱 西方淨土 是 真 語 實 語 陳 瓘 
T51n2072_003:0151b06	待制。作延慶寺淨土院記。極贊念佛○優曇	待 制 作 延 慶 寺 淨 土 院 記 極 贊 念 佛 優 曇 
T51n2072_003:0151b07	宗主。居廬山東林善法堂。著蓮宗寶鑑。奉旨	宗 主 居 廬 山 東 林 善 法 堂 著 蓮 宗 寶 鑑 奉 旨 
T51n2072_003:0151b08	板行。為淨土中興云。	板 行 為 淨 土 中 興 云 
T51n2072_003:0151b09	贊曰。始百丈。終優曇。歷代尊宿。無不奉行淨	贊 曰 始 百 丈 終 優 曇 歷 代 尊 宿 無 不 奉 行 淨 
T51n2072_003:0151b10	土。嗚呼盛哉。	土 嗚 呼 盛 哉 
T51n2072_003:0151b11	總論	總 論 
T51n2072_003:0151b12	天如禪師謂。今人鄙視淨土。非鄙愚夫愚婦	天 如 禪 師 謂 今 人 鄙 視 淨 土 非 鄙 愚 夫 愚 婦 
T51n2072_003:0151b13	也。是鄙文殊普賢馬鳴龍樹也。吾故集群經。	也 是 鄙 文 殊 普 賢 馬 鳴 龍 樹 也 吾 故 集 群 經 
T51n2072_003:0151b14	以實其說。或者猶疑菩薩道大。似已不必求	以 實 其 說 或 者 猶 疑 菩 薩 道 大 似 已 不 必 求 
T51n2072_003:0151b15	生。噫自非位登妙覺。雖等地大聖。不能一日	生 噫 自 非 位 登 妙 覺 雖 等 地 大 聖 不 能 一 日 
T51n2072_003:0151b16	離佛。況其下者乎。蓋甞譬之爵彌尊。則覲主	離 佛 況 其 下 者 乎 蓋 甞 譬 之 爵 彌 尊 則 覲 主 
T51n2072_003:0151b17	彌密。彼荷擔挾鋤之輩。侶漁樵以自足。絕望	彌 密 彼 荷 擔 挾 鋤 之 輩 侶 漁 樵 以 自 足 絕 望 
T51n2072_003:0151b18	於九重。而囂囂然曰。明主之不足親也。可哂	於 九 重 而 囂 囂 然 曰 明 主 之 不 足 親 也 可 哂 
T51n2072_003:0151b19	也夫。	也 夫 
T51n2072_003:0151b20	生存感應類	生 存 感 應 類 
T51n2072_003:0151b21	鬼不敢噉	鬼 不 敢 噉 
T51n2072_003:0151b22	佛世有一國。隣於羅剎。羅剎食人無度。王約	佛 世 有 一 國 隣 於 羅 剎 羅 剎 食 人 無 度 王 約 
T51n2072_003:0151b23	自今國人。家專一日。以次送與。勿得枉殺。有	自 今 國 人 家 專 一 日 以 次 送 與 勿 得 枉 殺 有 
T51n2072_003:0151b24	奉佛家。止生一子。次當克行。父母哀號。囑令	奉 佛 家 止 生 一 子 次 當 克 行 父 母 哀 號 囑 令 
T51n2072_003:0151b25	至心念佛。以佛威力。鬼不得近。明晨往視。見	至 心 念 佛 以 佛 威 力 鬼 不 得 近 明 晨 往 視 見 
T51n2072_003:0151b26	子尚在。歡喜將還。自是羅剎之患遂絕。國人	子 尚 在 歡 喜 將 還 自 是 羅 剎 之 患 遂 絕 國 人 
T51n2072_003:0151b27	慶慕焉。	慶 慕 焉 
T51n2072_003:0151b28	夢得聰辯	夢 得 聰 辯 
T51n2072_003:0151b29	隋南嶽慧思禪師。精心事佛。因夢阿彌陀佛	隋 南 嶽 慧 思 禪 師 精 心 事 佛 因 夢 阿 彌 陀 佛 
T51n2072_003:0151c01	與之說法。自是聰慧過人。辯才無礙。	與 之 說 法 自 是 聰 慧 過 人 辯才無礙 
T51n2072_003:0151c02	冤對捨離	冤 對 捨 離 
T51n2072_003:0151c03	唐邵彪。鎮江人。為士人時。夢至一公府。人稱	唐 邵 彪 鎮 江 人 為 士 人 時 夢 至 一 公 府 人 稱 
T51n2072_003:0151c04	安撫使司。俄而一官人問云。汝知所以不第	安 撫 使 司 俄 而 一 官 人 問 云 汝 知 所 以 不 第 
T51n2072_003:0151c05	否。彪對不知。因引彪前行。見大鑊中。煮蛤	否 彪 對 不 知 因 引 彪 前 行 見 大 鑊 中 煮 蛤 
T51n2072_003:0151c06	蜊。作人語。呼彪名彪怖。遂念阿彌陀佛。方	蜊 作 人 語 呼 彪 名 彪 怖 遂 念 阿 彌 陀 佛 方 
T51n2072_003:0151c07	啟口。蛤蜊變黃雀飛去。彪後及第。官至安撫。	啟 口 蛤 蜊 變 黃 雀 飛 去 彪 後 及 第 官 至 安 撫 
T51n2072_003:0151c08	贊曰。殺生遲其得祿。念佛解其殺冤。今士人	贊 曰 殺 生 遲 其 得 祿 念 佛 解 其 殺 冤 今 士 人 
T51n2072_003:0151c09	以牲牢。乞祐於鬼神。而不知持萬德之洪名。	以 牲 牢 乞 祐 於 鬼 神 而 不 知 持 萬 德 之 洪 名 
T51n2072_003:0151c10	其為計亦左矣。願三獻連城者。識此於鐵硯	其 為 計 亦 左 矣 願 三 獻 連 城 者 識 此 於 鐵 硯 
T51n2072_003:0151c11	之側。	之 側 
T51n2072_003:0151c12	夫婦見佛	夫 婦 見 佛 
T51n2072_003:0151c13	宋葛濟之。句容人。稚川後也。世事仙學。妻紀	宋 葛 濟 之 句 容 人 稚 川 後 也 世 事 仙 學 妻 紀 
T51n2072_003:0151c14	氏。獨精誠念佛。元嘉十三年。方在機杼。忽覺	氏 獨 精 誠 念 佛 元 嘉 十 三 年 方 在 機 杼 忽 覺 
T51n2072_003:0151c15	空中清明。因投杼仰瞻四表。見西方有佛現	空 中 清 明 因 投 杼 仰 瞻 四 表 見 西 方 有 佛 現 
T51n2072_003:0151c16	身。寶蓋幢幡映蔽雲漢。喜曰。經言。無量壽	身 寶 蓋 幢 幡 映 蔽 雲 漢 喜 曰 經 言 無 量 壽 
T51n2072_003:0151c17	佛。其即此耶。面佛作禮。濟之驚異。就之。紀	佛 其 即 此 耶 面 佛 作 禮 濟 之 驚 異 就 之 紀 
T51n2072_003:0151c18	氏指示佛所。濟之亦見半身。俄而隱沒。祥雲	氏 指 示 佛 所 濟 之 亦 見 半 身 俄 而 隱 沒 祥 雲 
T51n2072_003:0151c19	五彩親里咸覩焉。自是多歸佛法矣。	五 彩 親 里 咸 覩 焉 自 是 多 歸 佛 法 矣 
T51n2072_003:0151c20	却鬼不現	却 鬼 不 現 
T51n2072_003:0151c21	宋陳企。龍舒人。甞殺人。後見鬼現。企大怖。	宋 陳 企 龍 舒 人 甞 殺 人 後 見 鬼 現 企 大 怖 
T51n2072_003:0151c22	急念阿彌陀佛。鬼不得近。因念佛不已。鬼遂	急 念 阿 彌 陀 佛 鬼 不 得 近 因 念 佛 不 已 鬼 遂 
T51n2072_003:0151c23	不現。	不 現 
T51n2072_003:0151c24	贊曰。負命之鬼。云何念佛。而得却之。良以阿	贊 曰 負 命 之 鬼 云 何 念 佛 而 得 却 之 良 以 阿 
T51n2072_003:0151c25	彌陀佛。功德威神。不可思議。一稱其名。鬼獲	彌 陀 佛 功 德 威 神 不可思議 一 稱 其 名 鬼 獲 
T51n2072_003:0151c26	超濟。故不現耳。豈尋常禁呪。驅逐此耶。	超 濟 故 不 現 耳 豈 尋 常 禁 呪 驅 逐 此 耶 
T51n2072_003:0151c27	薦拔亡靈	薦 拔 亡 靈 
T51n2072_003:0151c28	宋張繼祖。鎮江人。信西方淨土。乳母死。多為	宋 張 繼 祖 鎮 江 人 信 西方淨土 乳 母 死 多 為 
T51n2072_003:0151c29	念佛追薦。一夕夢。母來謝云。荷君念佛。已生	念 佛 追 薦 一 夕 夢 母 來 謝 云 荷 君 念 佛 已 生 
T51n2072_003:0152a01	善趣。	善 趣 
T51n2072_003:0152a02	睡寢得安	睡 寢 得 安 
T51n2072_003:0152a03	宋劉仲慧。湖州長興人。患夜夢恐怖。有教以	宋 劉 仲 慧 湖 州 長 興 人 患 夜 夢 恐 怖 有 教 以 
T51n2072_003:0152a04	念佛者。遂至誠高念一百八遍。然後就寢。當	念 佛 者 遂 至 誠 高 念 一百八遍 然 後 就 寢 當 
T51n2072_003:0152a05	夜神魂晏然。自是繼念不輟。	夜 神 魂 晏 然 自 是 繼 念 不 輟 
T51n2072_003:0152a06	贊曰。古人喻睡眠。為小死。此語最善。蓋夢寐	贊 曰 古 人 喻 睡 眠 為 小 死 此 語 最 善 蓋 夢 寐 
T51n2072_003:0152a07	之顛倒。較生死之昏迷幾何而寢息神安。命	之 顛 倒 較 生 死 之 昏 迷 幾 何 而 寢 息 神 安 命 
T51n2072_003:0152a08	盡之時。庶稍稍有自由分。善導大師。教人臨	盡 之 時 庶 稍 稍 有 自 由 分 善 導 大 師 教 人 臨 
T51n2072_003:0152a09	睡入觀。良有以哉。	睡 入 觀 良 有 以 哉 
T51n2072_003:0152a10	病目重明	病 目 重 明 
T51n2072_003:0152a11	宋阮念三嫂者。懷寧農婦也。雙目將盲。常念	宋 阮 念 三 嫂 者 懷 寧 農 婦 也 雙 目 將 盲 常 念 
T51n2072_003:0152a12	佛不絕。遂得明朗。	佛 不 絕 遂 得 明 朗 
T51n2072_003:0152a13	又	又 
T51n2072_003:0152a14	柴氏女雙瞽。念佛三年。精勤不替。雙目重明	柴 氏 女 雙 瞽 念 佛 三 年 精 勤 不 替 雙 目 重 明 
T51n2072_003:0152a15	如故。	如 故 
T51n2072_003:0152a16	贊曰。彌陀光明。無量照十方國。苟至心憶念。	贊 曰 彌 陀 光 明 無 量 照 十 方 國 苟 至 心 憶 念 
T51n2072_003:0152a17	就使肉睛不朗。當必心目洞開。而今時瞽者。	就 使 肉 睛 不 朗 當 必 心 目 洞 開 而 今 時 瞽 者 
T51n2072_003:0152a18	往往作師巫。造殺業。是謂從冥入冥。終無時	往 往 作 師 巫 造 殺 業 是 謂 從冥入冥 終 無 時 
T51n2072_003:0152a19	得覩天日矣。嗟乎。吾安能以此。普告盡世之	得 覩 天 日 矣 嗟 乎 吾 安 能 以 此 普 告 盡 世 之 
T51n2072_003:0152a20	盲人乎。	盲 人 乎 
T51n2072_003:0152a21	瘧疾不作	瘧 疾 不 作 
T51n2072_003:0152a22	宋李子清。久患瘧。龍舒居士。教以臨發之時。	宋 李 子 清 久 患 瘧 龍 舒 居 士 教 以 臨 發 之 時 
T51n2072_003:0152a23	專志念佛。然後服藥。子清信而行之。當日減	專 志 念 佛 然 後 服 藥 子 清 信 而 行 之 當 日 減 
T51n2072_003:0152a24	半。次日復念。遂全愈自是篤信念佛。	半 次 日 復 念 遂 全 愈 自 是 篤 信 念 佛 
T51n2072_003:0152a25	舍利迸現	舍 利 迸 現 
T51n2072_003:0152a26	宋贛州廉中大夫恭人。綉丈六阿彌陀佛。方	宋 贛 州 廉 中 大 夫 恭 人 綉 丈 六 阿 彌 陀 佛 方 
T51n2072_003:0152a27	及半。忽有舍利。現彩縷中。舉宅驚嘆。	及 半 忽 有 舍 利 現 彩 縷 中 舉 宅 驚 嘆 
T51n2072_003:0152a28	又	又 
T51n2072_003:0152a29	真州鍾離少師夫人任氏。刻阿彌陀佛像。高	真 州 鍾 離 少 師 夫 人 任 氏 刻 阿 彌 陀 佛 像 高 
T51n2072_003:0152b01	四寸八分。龕室甚嚴。常頂戴行道。像眉間忽	四 寸 八 分 龕 室 甚 嚴 常 頂 戴 行 道 像 眉 間 忽 
T51n2072_003:0152b02	現舍利。大如黍米。光彩照人。	現 舍 利 大 如 黍 米 光 彩 照 人 
T51n2072_003:0152b03	治病皆愈	治 病 皆 愈 
T51n2072_003:0152b04	宋秀州一僧。常念阿彌陀佛。為人治病。病者	宋 秀 州 一 僧 常 念 阿 彌 陀 佛 為 人 治 病 病 者 
T51n2072_003:0152b05	請治輒愈。州人敬信如佛。	請 治 輒 愈 州 人 敬 信 如 佛 
T51n2072_003:0152b06	俘囚脫難	俘 囚 脫 難 
T51n2072_003:0152b07	元至正十五年冬。張士誠攻湖州。江浙丞相	元 至 正 十 五 年 冬 張 士 誠 攻 湖 州 江 浙 丞 相 
T51n2072_003:0152b08	與戰。獲四十人。囚檻送官。夜宿西湖鳥窠寺。	與 戰 獲 四 十 人 囚 檻 送 官 夜 宿 西 湖 鳥 窠 寺 
T51n2072_003:0152b09	適大猷謀禪師。徐步廓下。囚者見師。神觀閒	適 大 猷 謀 禪 師 徐 步 廓 下 囚 者 見 師 神 觀 閒 
T51n2072_003:0152b10	雅。持誦不輟。因告曰。長老救我。師曰。我不	雅 持 誦 不 輟 因 告 曰 長 老 救 我 師 曰 我 不 
T51n2072_003:0152b11	能救。但至誠念南無救苦救難阿彌陀佛。却	能 救 但 至 誠 念 南 無 救 苦 救 難 阿 彌 陀 佛 却 
T51n2072_003:0152b12	救得爾曹也。中有三人。信受其語。念不絕口。	救 得 爾 曹 也 中 有 三 人 信 受 其 語 念 不 絕 口 
T51n2072_003:0152b13	天曉發囚。易枷鎖。偶至三人。刑具不足。惟繫	天 曉 發 囚 易 枷 鎖 偶 至 三 人 刑 具 不 足 惟 繫 
T51n2072_003:0152b14	以繩耳。既而審鞠。乃良民被虜者。遂得釋。	以 繩 耳 既 而 審 鞠 乃 良 民 被 虜 者 遂 得 釋 
T51n2072_003:0152b15	贊曰。普門品云。或囚禁枷鎖。手足被杻械。念	贊 曰 普 門 品 云 或 囚 禁 枷 鎖 手 足 被 杻 械 念 
