T46n1928_001:0704c12	指要鈔序	指 要 鈔 序 
T46n1928_002:0718b29	業，四時三教謂有差殊。今經開之，唯圓法體，	業 四 時 三 教 謂 有 差 殊 今 經 開 之 唯 圓 法 體 
T46n1928_002:0718c01	諸身尚即，三業豈分？故名不二。亦就心法示	諸 身 尚 即 三 業 豈 分 故 名 不 二 亦 就 心 法 示 
T46n1928_002:0718c02	也。二、於化下，釋二：初、明所顯果用二：初、約對	也 二 於 化 下 釋 二 初 明 所 顯 果 用 二 初 約 對 
T46n1928_002:0718c03	機顯逗會無差二：初、示三輪不同。三皆祕妙，	機 顯 逗 會 無 差 二 初 示 三 輪 不 同 三 皆 祕 妙 
T46n1928_002:0718c04	非下地知，故名為密，能轉摧碾復名為輪，轉	非 下 地 知 故 名 為 密 能 轉 摧 碾 復 名 為 輪 轉 
T46n1928_002:0718c05	己示他摧他惑業，稱機示現毫髮不差。二、在	己 示 他 摧 他 惑 業 稱 機 示 現 毫 髮 不 差 二 在 
T46n1928_002:0718c06	身下，明真應復殊，說三權法皆是應身，若聞	身 下 明 真 應 復 殊 說 三 權 法 皆 是 應 身 若 聞 
T46n1928_002:0718c07	圓乘必見法佛，別縱覩報猶是修成，圓見應	圓 乘 必 見 法 佛 別 縱 覩 報 猶 是 修 成 圓 見 應 
T46n1928_002:0718c08	身皆唯本具，仍約四味權實，未會真應且分。二、	身 皆 唯 本 具 仍 約 四 味 權 實 未 會 真 應 且 分 二 
T46n1928_002:0718c09	約稱理明卷舒自在二：初、融身說。問：「此中法	約 稱 理 明 卷 舒 自 在 二 初 融 身 說 問 此 中 法 
T46n1928_002:0718c10	身說佛道邪？餘文何故不許法身有說？」答：「蓋	身 說 佛 道 邪 餘 文 何 故 不 許 法 身 有 說 答 蓋 
T46n1928_002:0718c11	華嚴宗獨謂我經是遮那說，餘經皆是釋迦	華 嚴 宗 獨 謂 我 經 是 遮 那 說 餘 經 皆 是 釋 迦 
T46n1928_002:0718c12	所說。故今家會之，遮那乃是釋迦異名，縱勝	所 說 故 今 家 會 之 遮 那 乃 是 釋 迦 異 名 縱 勝 
T46n1928_002:0718c13	劣有殊，而說必是應、法定無說。若相即者，法	劣 有 殊 而 說 必 是 應 法 定 無 說 若 相 即 者 法 
T46n1928_002:0718c14	全是應、無說即說，應全是法、說即無說。今云，	全 是 應 無 說 即 說 應 全 是 法 說 即 無 說 今 云 
T46n1928_002:0718c15	法身者非離應之法，故經云：『微妙淨法身，具	法 身 者 非 離 應 之 法 故 經 云 微 妙 淨 法 身 具 
T46n1928_002:0718c16	相三十二』等。若論即者，凡說圓教皆即法身，	相 三 十 二 等 若 論 即 者 凡 說 圓 教 皆 即 法 身 
T46n1928_002:0718c17	何獨《華嚴》？但彼經隔小故現勝身，乃報身像	何 獨 華 嚴 但 彼 經 隔 小 故 現 勝 身 乃 報 身 像 
T46n1928_002:0718c18	而即法身。今經開權，故於應身即法身也。」問：	而 即 法 身 今 經 開 權 故 於 應 身 即 法 身 也 問 
T46n1928_002:0718c19	「現住靈山，豈不垂世？」答：「身既即法，土非寂光	 現 住 靈 山 豈 不 垂 世 答 身 既 即 法 土 非 寂 光 
T46n1928_002:0718c20	邪？故施開廢會，身土咸然。」二、身尚下，會三輪。	邪 故 施 開 廢 會 身 土 咸 然 二 身 尚 下 會 三 輪 
T46n1928_002:0718c21	雖知權實相冥、真應互即，儻三業尚殊則色	雖 知 權 實 相 冥 真 應 互 即 儻 三 業 尚 殊 則 色 
T46n1928_002:0718c22	心不泯，故會身說，令知身口本融，以二等意	心 不 泯 故 會 身 說 令 知 身 口 本 融 以 二 等 意 
T46n1928_002:0718c23	使色心不二，方名即應見法不動而施，靈山	使 色 心 不 二 方 名 即 應 見 法 不 動 而 施 靈 山 
T46n1928_002:0718c24	見聞無不爾也。二、豈非下，明能顯觀體三：初、	見 聞 無 不 爾 也 二 豈 非 下 明 能 顯 觀 體 三 初 
T46n1928_002:0718c25	結指心因。指上果人三業真應互融，雖即難	結 指 心 因 指 上 果 人 三 業 真 應 互 融 雖 即 難 
T46n1928_002:0718c26	思，豈過百界？百界融泯全在我心。因心若無，	思 豈 過 百 界 百 界 融 泯 全 在 我 心 因 心 若 無 
T46n1928_002:0718c27	果須造得，若信因果相稱，方知三密有本。他	果 須 造 得 若 信 因 果 相 稱 方 知 三 密 有 本 他 
T46n1928_002:0718c28	云，信下無因果字。有亦未多，令義易顯，故須	云 信 下 無 因 果 字 有 亦 未 多 令 義 易 顯 故 須 
T46n1928_002:0718c29	存之。二、百界下，觀成用顯。百界一念本空假	存 之 二 百 界 下 觀 成 用 顯 百 界 一 念 本 空 假 
T46n1928_002:0719a01	中，須順性三以成修德，修性一合果用乃彰，	中 須 順 性 三 以 成 修 德 修 性 一 合 果 用 乃 彰 
T46n1928_002:0719a02	遂使色聲傳生百界，豈無記化化禪不即陰	遂 使 色 聲 傳 生 百 界 豈 無 記 化 化 禪 不 即 陰 
T46n1928_002:0719a03	發邪？三、故一下，染體本妙。三密相海本理，遮	發 邪 三 故 一 下 染 體 本 妙 三 密 相 海 本 理 遮 
T46n1928_002:0719a04	那心塵皆具，例彼生佛名三無差，既云一念	那 心 塵 皆 具 例 彼 生 佛 名 三 無 差 既 云 一 念 
T46n1928_002:0719a05	凡心，那作非因果釋？	凡 心 那 作 非 因 果 釋 
T46n1928_002:0719a06	九、權實不二門三：初、標。權是九界七方便，實	九 權 實 不 二 門 三 初 標 權 是 九 界 七 方 便 實 
T46n1928_002:0719a07	則佛法圓乘，四時未會權實不融，此經開之	則 佛 法 圓 乘 四 時 未 會 權 實 不 融 此 經 開 之 
T46n1928_002:0719a08	皆稱祕妙，故云不二。二、平等下，釋三：初、明等	皆 稱 祕 妙 故 云 不 二 二 平 等 下 釋 三 初 明 等 
T46n1928_002:0719a09	鑒由理融。權實優劣不名平等，實不融權復	鑒 由 理 融 權 實 優 劣 不 名 平 等 實 不 融 權 復 
T46n1928_002:0719a10	非於大，故法法皆妙、一一互收，常如是知，即	非 於 大 故 法 法 皆 妙 一 一 互 收 常 如 是 知 即 
T46n1928_002:0719a11	名平等大慧。此之大慧雖由果證，凡心本然，	名 平 等 大 慧 此 之 大 慧 雖 由 果 證 凡 心 本 然 
T46n1928_002:0719a12	故但觀心此慧自發。二、至果下，遍逗由心證。	故 但 觀 心 此 慧 自 發 二 至 果 下 遍 逗 由 心 證 
T46n1928_002:0719a13	證果之後，於體內不分之權實，而被機分隔	證 果 之 後 於 體 內 不 分 之 權 實 而 被 機 分 隔 
T46n1928_002:0719a14	說之。既理元不分，故此經稱理而會，如是施	說 之 既 理 元 不 分 故 此 經 稱 理 而 會 如 是 施 
T46n1928_002:0719a15	會自在者由契本因，因本若隔，果那得融？若	會 自 在 者 由 契 本 因 因 本 若 隔 果 那 得 融 若 
T46n1928_002:0719a16	欲契之，但觀一念。三、對說下，結示歸理一。如	欲 契 之 但 觀 一 念 三 對 說 下 結 示 歸 理 一 如 
T46n1928_002:0719a17	文。十、受潤不二門三：初、標者，從諭立也。能	文 十 受 潤 不 二 門 三 初 標 者 從 諭 立 也 能 
T46n1928_002:0719a18	受者即三草二木、七方便眾生，能潤者即大	受 者 即 三 草 二 木 七 方 便 眾 生 能 潤 者 即 大 
T46n1928_002:0719a19	雲注雨，即前四時三教。今經開之，唯一地所	雲 注 雨 即 前 四 時 三 教 今 經 開 之 唯 一 地 所 
T46n1928_002:0719a20	生、一雨所潤，無復差降，名為不二。觀己心地	生 一 雨 所 潤 無 復 差 降 名 為 不 二 觀 己 心 地 
T46n1928_002:0719a21	三千與佛心地三千不殊，則念念受潤常沾	三 千 與 佛 心 地 三 千 不 殊 則 念 念 受 潤 常 沾 
T46n1928_002:0719a22	妙益，依此為門，則成二妙。二、物理下，釋三：初、	妙 益 依 此 為 門 則 成 二 妙 二 物 理 下 釋 三 初 
T46n1928_002:0719a23	明權實本圓、熏修如幻二：初、由具可熏。如文。	明 權 實 本 圓 熏 修 如 幻 二 初 由 具 可 熏 如 文 
T46n1928_002:0719a24	二、因熏可發。豈唯權實相冥，抑亦感應體一，	二 因 熏 可 發 豈 唯 權 實 相 冥 抑 亦 感 應 體 一 
T46n1928_002:0719a25	性本圓具，偏發由熏，以性奪修故修如幻，平	性 本 圓 具 偏 發 由 熏 以 性 奪 修 故 修 如 幻 平 
T46n1928_002:0719a26	等法界佛不度生，不分而分，暫立感應，欣赴	等 法 界 佛 不 度 生 不 分 而 分 暫 立 感 應 欣 赴 
T46n1928_002:0719a27	本虛，故皆如幻。然此尚非但理隨緣之幻，豈	本 虛 故 皆 如 幻 然 此 尚 非 但理隨緣 之 幻 豈 
T46n1928_002:0719a28	同緣生無體之幻邪？今明各具本融、暫分如	同 緣 生 無 體 之 幻 邪 今 明 各 具 本 融 暫 分 如 
T46n1928_002:0719a29	幻，能知此者方是圓乘。二、然由下，明生佛一	幻 能 知 此 者 方 是 圓 乘 二 然 由 下 明 生 佛 一 
T46n1928_002:0719b01	際欣赴不徧。若圓理無偏、感應一致，故一塵	際 欣 赴 不 徧 若 圓 理 無 偏 感 應 一 致 故 一 塵 
T46n1928_002:0719b02	應色無非法身，自他所依不逾祕藏，方為色	應 色 無 非 法 身 自 他 所 依 不 逾 祕 藏 方 為 色 
T46n1928_002:0719b03	香中道起對法界也。三、故知下，明地雨無殊	香 中 道 起 對 法 界 也 三 故 知 下 明 地 雨 無 殊 
T46n1928_002:0719b04	利益平等。四微約諭，即一地所生，權實約	利 益 平 等 四 微 約 諭 即 一 地 所 生 權 實 約 
T46n1928_002:0719b05	法，即一雨所潤。凡地三千無隔，隨一念以俱	法 即 一 雨 所 潤 凡 地 三 千 無 隔 隨 一 念 以 俱 
T46n1928_002:0719b06	圓；佛地三千既融，隨一應而盡具。況生感心	圓 佛 地 三 千 既 融 隨 一 應 而 盡 具 況 生 感 心 
T46n1928_002:0719b07	中之佛，佛應心中之生，感應之體尚同，權實	中 之 佛 佛 應 心 中 之 生 感 應 之 體 尚 同 權 實 
T46n1928_002:0719b08	之益何別？故云但化菩薩不為二乘，其有聞	之 益 何 別 故 云 但 化 菩 薩 不 為 二 乘 其 有 聞 
T46n1928_002:0719b09	法者無一不成佛，方名受潤不二。	法 者 無 一 不 成 佛 方 名 受 潤 不 二 
T46n1928_002:0719b10	是故下，結文示意三：初、明十門通貫、理體無	是 故 下 結 文 示 意 三 初 明 十 門 通 貫 理 體 無 
T46n1928_002:0719b11	殊二：初、約十門明理一。門門皆顯三千即空	殊 二 初 約 十 門 明 理 一 門 門 皆 顯 三 千 即 空 
T46n1928_002:0719b12	假中，十門既然，十妙亦爾，故云通入及理一	假 中 十 門 既 然 十 妙 亦 爾 故 云 通 入 及 理 一 
T46n1928_002:0719b13	也。二、如境下，約十妙釋理一。性德三千，即	也 二 如 境 下 約 十 妙 釋 理 一 性 德 三 千 即 
T46n1928_002:0719b14	空假中，名為境三；境能發智，照此三千即空	空 假 中 名 為 境 三 境 能 發 智 照 此 三 千 即 空 
T46n1928_002:0719b15	假中，故名智三；智能導行，契此三千即空假	假 中 故 名 智 三 智 能 導 行 契 此 三 千 即 空 假 
T46n1928_002:0719b16	中，名為行三。此是修中論九，九秖是三，一一	中 名 為 行 三 此 是 修 中 論 九 九 秖 是 三 一 一 
T46n1928_002:0719b17	具三開合無礙，功成歷位雖有淺深，三九圓	具 三 開 合 無 礙 功 成 歷 位 雖 有 淺 深 三 九 圓 
T46n1928_002:0719b18	融未始差別，三九究盡，等彼三千即空假中，	融 未 始 差 別 三 九 究 盡 等 彼 三 千 即 空 假 中 
T46n1928_002:0719b19	名為三法。由空假中方能起用，他機因果亦	名 為 三 法 由 空 假 中 方 能 起 用 他 機 因 果 亦 
T46n1928_002:0719b20	復如然，故十章始終皆得稱妙。二、既是下，明	復 如 然 故 十 章 始 終 皆 得 稱 妙 二 既 是 下 明 
T46n1928_002:0719b21	一念包容觀行可識三：初、明一念境觀之功。	一 念 包 容 觀 行 可 識 三 初 明 一 念 境 觀 之 功 
T46n1928_002:0719b22	此上十門十妙攝法雖廣，同在凡夫剎那一	此 上 十 門 十 妙 攝 法 雖 廣 同 在 凡 夫 剎 那 一 
T46n1928_002:0719b23	念，三千世間即空假中，性三為境，修三為觀，	念 三 千 世 間 即 空 假 中 性 三 為 境 修 三 為 觀 
T46n1928_002:0719b24	成則是果，用則化他，若不攝歸心法，焉能成	成 則 是 果 用 則 化 他 若 不 攝 歸 心 法 焉 能 成 
T46n1928_002:0719b25	辦自他，是故《指要》其功莫大。二、若了下，明	辦 自 他 是 故 指 要 其 功 莫 大 二 若 了 下 明 
T46n1928_002:0719b26	心法攝成之要。言非遙者，一念三千總攝故	心 法 攝 成 之 要 言 非 遙 者 一 念 三 千 總 攝 故 
T46n1928_002:0719b27	非遙，一心三觀易成故非遙。三、故重下，明重	非 遙 一 心 三 觀 易 成 故 非 遙 三 故 重 下 明 重 
T46n1928_002:0719b28	述觀行易明。將彼十妙無邊法相，攝作十門	述 觀 行 易 明 將 彼 十 妙 無 邊 法 相 攝 作 十 門 
T46n1928_002:0719b29	不離一念，令修觀者可識，作者再三顯示何	不 離 一 念 令 修 觀 者 可 識 作 者 再 三 顯 示 何 
T46n1928_002:0719c01	以迷之。三、首題下，明得意符文總別無異。此	以 迷 之 三 首 題 下 明 得 意 符 文 總 別 無 異 此 
T46n1928_002:0719c02	之十門雖在迹門之後，仍例本門，復將釋名	之 十 門 雖 在 迹 門 之 後 仍 例 本 門 復 將 釋 名 
T46n1928_002:0719c03	例餘四章，故知五義釋題盡備，故云既爾。此	例 餘 四 章 故 知 五 義 釋 題 盡 備 故 云 既 爾 此 
T46n1928_002:0719c04	既一部都名，必覽三分諸品別相而立，既得	既 一 部 都 名 必 覽 三 分 諸 品 別 相 而 立 既 得 
T46n1928_002:0719c05	總意，令將此總符彼別文，故云可知。欲銷一	總 意 令 將 此 總 符 彼 別 文 故 云 可 知 欲 銷 一 
T46n1928_002:0719c06	部文文句句，皆須預知絕待之意，無不入心	部 文 文 句 句 皆 須 預 知 絕 待 之 意 無 不 入 心 
T46n1928_002:0719c07	成乎觀行。儻迷茲旨銷彼別文，何能顯妙乎？	成 乎 觀 行 儻 迷 茲 旨 銷 彼 別 文 何 能 顯 妙 乎 
T46n1928_002:0719c08	問：「他云，釋名是總、三章是別，名中具三即覽	問 他 云 釋 名 是 總 三 章 是 別 名 中 具 三 即 覽 
T46n1928_002:0719c09	別為總，將此四章符教相文則可知也。今以	別 為 總 將 此 四 章 符 教 相 文 則 可 知 也 今 以 
T46n1928_002:0719c10	首題為總，經文為別，據何所出？」答：「名總三別，	首 題 為 總 經 文 為 別 據 何 所 出 答 名 總 三 別 
T46n1928_002:0719c11	少分可然，以教相為符文，全不允當，況餘四	少 分 可 然 以 教 相 為 符 文 全 不 允 當 況 餘 四 
T46n1928_002:0719c12	章前文已例，不須更示，令依《記》文云：『所以釋	章 前 文 已 例 不 須 更 示 令 依 記 文 云 所 以 釋 
T46n1928_002:0719c13	題不可率爾，題下別釋理非容易。』豈非以題	題 不 可 率 爾 題 下 別 釋 理 非 容 易 豈 非 以 題 
T46n1928_002:0719c14	為總、以文為別？」問：「觀心既非此部正意，何	為 總 以 文 為 別 問 觀 心 既 非 此 部 正 意 何 
T46n1928_002:0719c15	故十門皆約觀釋？豈作者特違部意邪？」答：「文	故 十 門 皆 約 觀 釋 豈 作 者 特 違 部 意 邪 答 文 
T46n1928_002:0719c16	初既云觀心乃是教行樞機，信非閑緩之義，	初 既 云 觀 心 乃 是 教 行 樞 機 信 非 閑 緩 之 義 
T46n1928_002:0719c17	但為妙義難解，故部中判教生解義強、觀且	但 為 妙 義 難 解 故 部 中 判 教 生 解 義 強 觀 且 
T46n1928_002:0719c18	旁示，然部之妙旨乃《摩訶止觀》之大體也。何	旁 示 然 部 之 妙 旨 乃 摩 訶 止 觀 之 大 體 也 何 
T46n1928_002:0719c19	者？若非三千空假中，何能頓止三惑、圓觀三	者 若 非 三 千 空 假 中 何 能 頓 止 三 惑 圓 觀 三 
T46n1928_002:0719c20	諦，故《義例》云『唯依本迹顯實』，應知《止觀》用此	諦 故 義 例 云 唯 依 本 迹 顯 實 應 知 止 觀 用 此 
T46n1928_002:0719c21	妙義為能止能觀，蓋不思議境即觀，故三障	妙 義 為 能 止 能 觀 蓋 不思議境 即 觀 故 三 障 
T46n1928_002:0719c22	四魔為所止所觀也。故千如妙旨，玄文廣約	四 魔 為 所 止 所 觀 也 故 千 如 妙 旨 玄 文 廣 約 
T46n1928_002:0719c23	眾生法示之，《文句》廣約佛法明之，此十門欲	眾 生 法 示 之 文 句 廣 約 佛 法 明 之 此 十 門 欲 
T46n1928_002:0719c24	與《止觀》同成觀體，皆專約心法說之，所以節	與 止 觀 同 成 觀 體 皆 專 約 心 法 說 之 所 以 節 
T46n1928_002:0719c25	節云一念或心性剎那等也。故總結文云，令	節 云 一 念 或 心 性 剎 那 等 也 故 總 結 文 云 令 
T46n1928_002:0719c26	觀行可識。前文云『則彼此昭著法華行成』，	觀 行 可 識 前 文 云 則 彼 此 昭 著 法 華 行 成 
