X55n0907_001:0642c03	禪門章	禪 門 章 
X55n0907_001:0663a24	地無堅相。如是皆入如實之際。達此觀心。方能攝住。	地 無 堅 相 如 是 皆 入 如 實 之 際 達 此 觀 心 方 能 攝 住 
X55n0907_001:0663b01	攝住故名為停心。當知念處停心。洞達五陰不淨。存	攝 住 故 名 為 停 心 當 知 念 處 停 心 洞 達 五 陰 不 淨 存 
X55n0907_001:0663b02	無常等總相別相。觀慧明了。爾時名相似。遠是初賢	無 常 等 總 相 別 相 觀 慧 明 了 爾 時 名 相 似 遠 是 初 賢 
X55n0907_001:0663b03	之位。若不得念處者。暖法不生。不得暖乃至亦不得	之 位 若 不 得 念 處 者 暖 法 不 生 不 得 暖 乃 至 亦 不 得 
X55n0907_001:0663b04	初果。念處成故則生暖乃至成無學。是名法行人也。	初 果 念 處 成 故 則 生 暖 乃 至 成 無 學 是 名 法 行 人 也 
X55n0907_001:0663b05	次明信行人。若自思惟了然不解。憑他為說方能得	次 明 信 行 人 若 自 思 惟 了 然 不 解 憑 他 為 說 方 能 得 
X55n0907_001:0663b06	悟。譬如天數數雨。五糓數數熟。以聞法故即了邪正。	悟 譬 如 天 數 數 雨 五 糓 數 數 熟 以 聞 法 故 即 了 邪 正 
X55n0907_001:0663b07	無愛無迷深識法。見四諦十二緣。心無依猗。能破諸	無 愛 無 迷 深 識 法 見 四 諦 十 二 緣 心 無 依 猗 能 破 諸 
X55n0907_001:0663b08	倒。成就念處相似之道。一一如上說。但有從他聞為	倒 成 就 念 處 相 似 之 道 一 一 如 上 說 但 有 從 他 聞 為 
X55n0907_001:0663b09	異耳。若作如此等信行法行兩種之修。是有為法中	異 耳 若 作 如 此 等 信行法行 兩 種 之 修 是 有 為 法 中 
X55n0907_001:0663b10	得正憶念。決定能發真似之道。然達本遠理。達何等	得 正 憶 念 決 定 能 發 真 似 之 道 然 達 本 遠 理 達 何 等 
X55n0907_001:0663b11	理。凡有四種。論達即四教也。若三藏論達。復有四門。	理 凡 有 四 種 論 達 即 四 教 也 若 三 藏 論 達 復 有 四 門 
X55n0907_001:0663b12	有門作停心念處。觀色是不淨無常苦。乃至心亦如	有 門 作 停 心 念 處 觀 色 是 不 淨 無 常 苦 乃 至 心 亦 如 
X55n0907_001:0663b13	是。是名有門判賢聖真似。具如阿毗曇。若空門念處。	是 是 名 有 門 判 賢 聖 真 似 具 如 阿 毗 曇 若 空 門 念 處 
X55n0907_001:0663b14	觀色是三假因成。等浮虗不實。於眾生中亦作三假。	觀 色 是 三 假 因 成 等 浮 虗 不 實 於 眾 生 中 亦 作 三 假 
X55n0907_001:0663b15	不定於定。成生法二聖行。故阿含云。是老死。誰老死。	不 定 於 定 成 生 法 二 聖 行 故 阿 含 云 是 老 死 誰 老 死 
X55n0907_001:0663b16	二俱虗妄。以是觀行。得成賢聖真似之道也。此如成	二 俱 虗 妄 以 是 觀 行 得 成 賢 聖 真 似 之 道 也 此 如 成 
X55n0907_001:0663b17	論所明。亦有亦無門。觀五陰因緣所生故。是有緣生。	論 所 明 亦 有 亦 無 門 觀 五 陰 因緣所生 故 是 有 緣 生 
X55n0907_001:0663b18	浮虗不定是空。以是為觀聖賢真似之道也。此如昆	浮 虗 不 定 是 空 以 是 為 觀 聖 賢 真 似 之 道 也 此 如 昆 
X55n0907_001:0663b19	勒所明。非空非有門觀義推應有。如大論云。一切實	勒 所 明 非 空 非 有 門 觀 義 推 應 有 如 大 論 云 一 切 實 
X55n0907_001:0663b20	等。廣說第一義。第一義即是悟理。悟理從四門入。即	等 廣 說 第 一 義 第 一 義 即 是 悟 理 悟 理 從 四 門 入 即 
X55n0907_001:0663b21	是有無等四門之義也。又大論云。為車匿心調。當說	是 有 無 等 四 門 之 義 也 又 大 論 云 為 車 匿 心 調 當 說 
X55n0907_001:0663b22	離有無經可得道。此即非有非無門得羅漢。不可以	離 有 無 經 可 得 道 此 即 非有非無 門 得 羅 漢 不 可 以 
X55n0907_001:0663b23	此非有非無為大乘中道意也。又成論明離有離無	此 非有非無 為 大 乘 中 道 意 也 又 成 論 明 離有離無 
X55n0907_001:0663b24	行聖中道。尋此語。只是離斷常之有無。指偏真為中	行 聖 中 道 尋 此 語 只 是 離 斷 常 之 有 無 指 偏 真 為 中 
X55n0907_001:0663c01	道。寄濫大乘也。以不辨佛性。不空涅槃。只是三藏四	道 寄 濫 大 乘 也 以 不 辨 佛 性 不 空 涅 槃 只 是 三 藏 四 
X55n0907_001:0663c02	門。此門通。行者見真理也。問。既破六十二見之有無。	門 此 門 通 行 者 見 真 理 也 問 既 破 六 十 二 見 之 有 無 
X55n0907_001:0663c03	那忽以更四門被物。豈不還成有無耶。答。以有無諸	那 忽 以 更 四 門 被 物 豈 不 還 成 有 無 耶 答 以 有 無 諸 
X55n0907_001:0663c04	見有礙。不能得出離滅道。今將真法破其見心。絕諸	見 有 礙 不能得出 離 滅 道 今 將 真 法 破 其 見 心 絕 諸 
X55n0907_001:0663c05	有無。百非四句皆遣於諸見中。無復住著。是則無復	有 無 百 非 四 句 皆 遣 於 諸 見 中 無 復 住 著 是 則 無 復 
X55n0907_001:0663c06	四執之性。今四悉檀意。赴機利物。假作四門說。令得	四 執 之 性 今 四 悉 檀 意 赴 機 利 物 假 作 四 門 說 令 得 
X55n0907_001:0663c07	悟解。若不破性實之法。不名為假說。已破性。無性實	悟 解 若 不 破 性 實 之 法 不 名 為 假 說 已 破 性 無 性 實 
X55n0907_001:0663c08	四門。假施四門以逗於物。物既得悟。亦無四門之可	四 門 假 施 四 門 以 逗 於 物 物 既 得 悟 亦 無 四 門 之 可 
X55n0907_001:0663c09	存也。故大智論云。佛向道人聞說即悟。終不執門為	存 也 故 大 智 論 云 佛 向 道 人 聞 說 即 悟 終 不 執 門 為 
X55n0907_001:0663c10	見。同於有無等執也。三藏中論支佛人亦如是。一則	見 同 於 有 無 等 執 也 三 藏 中 論 支 佛 人 亦 如 是 一 則 
X55n0907_001:0663c11	觀無明老死。無常生滅。念念不住以入真。二則觀無	觀 無 明 老 死 無 常 生 滅 念 念 不 住 以 入 真 二 則 觀 無 
X55n0907_001:0663c12	明行業因緣相續相待。是老死誰老死。生法二修。浮	明 行 業 因 緣 相 續 相 待 是 老 死 誰 老 死 生 法 二 修 浮 
X55n0907_001:0663c13	虗悟入空平等。餘二門觀相可知。通教明道者。還同	虗 悟 入 空 平 等 餘 二 門 觀 相 可 知 通 教 明 道 者 還 同 
X55n0907_001:0663c14	用無生滅觀門入道。稱之為道。昔為鈍根今為利根。	用 無 生 滅 觀 門 入 道 稱 之 為 道 昔 為 鈍 根 今 為 利 根 
X55n0907_001:0663c15	上推四微折之令空。唯不破隣虗。空門拆此三假虗	上 推 四 微 折 之 令 空 唯 不 破 隣 虗 空 門 拆 此 三 假 虗 
X55n0907_001:0663c16	塵平等而入。二論因是推拆令空。譬如實柱。若燒若	塵 平 等 而 入 二 論 因 是 推 拆 令 空 譬 如 實 柱 若 燒 若 
X55n0907_001:0663c17	破。令此柱無。此是實空有。是為滅色拆空也。通教不	破 令 此 柱 無 此 是 實 空 有 是 為 滅 色 拆 空 也 通 教 不 
X55n0907_001:0663c18	爾。觀五陰等諸法。雖復四微所成。若假實皆如幻化。	爾 觀 五 陰 等 諸 法 雖 復 四 微 所 成 若 假 實 皆 如 幻 化 
X55n0907_001:0663c19	故大品云。色如幻化。乃至識如幻化。十喻之意正在	故 大 品 云 色 如 幻 化 乃 至 識 如 幻 化 十 喻 之 意 正 在 
X55n0907_001:0663c20	於此。故鏡像幻人若有若無。無不定無。有不定有。體	於 此 故 鏡 像 幻 人 若有若無 無 不 定 無 有 不 定 有 體 
X55n0907_001:0663c21	知本自不生。今亦如滅。雖復幻化森羅萬像之有。即	知 本 自 不 生 今 亦 如 滅 雖 復 幻 化 森 羅 萬 像 之 有 即 
X55n0907_001:0663c22	此幻有是無。不須得其滅已方知是無。何以故。若異	此 幻 有 是 無 不 須 得 其 滅 已 方 知 是 無 何 以 故 若 異 
X55n0907_001:0663c23	於色。可復滅色取空。今色即是空故不須滅色。故即	於 色 可 復 滅 色 取 空 今 色 即 是 空 故 不 須 滅 色 故 即 
X55n0907_001:0663c24	色是空也。即有是無。此無非定無。何以故。幻無何得	色 是 空 也 即 有 是 無 此 無 非 定 無 何 以 故 幻 無 何 得 
X55n0907_001:0664a01	定無。即此是有。不須離此無而明有。譬如明鏡內淨	定 無 即 此 是 有 不 須 離 此 無 而 明 有 譬 如 明 鏡 內 淨 
X55n0907_001:0664a02	空而現種種之色。即此空是色。不可異於此空而辨	空 而 現 種 種 之 色 即 此 空 是 色 不 可 異 於 此 空 而 辨 
X55n0907_001:0664a03	色。故大品云。即色是空。非色滅空。空即是色。色即是	色 故 大 品 云 即 色 是 空 非 色 滅 空 空 即 是 色 色 即 是 
X55n0907_001:0664a04	空。故名體法入空。不同拆法之觀也。以根利故。覺色	空 故 名 體 法 入 空 不 同 拆 法 之 觀 也 以 根 利 故 覺 色 
X55n0907_001:0664a05	即知。如幻等十喻。若於色生見心。即知此心不自．不	即 知 如 幻 等 十 喻 若 於 色 生 見 心 即 知 此 心 不 自 不 
X55n0907_001:0664a06	他．不共．不無因。乃至受．想．行．識等諸塵對心生。亦不	他 不 共 不 無 因 乃 至 受 想 行 識 等 諸 塵 對 心 生 亦 不 
X55n0907_001:0664a07	共不無因等。四句檢於生。無有生。檢無生。無有生。撿	共 不 無 因 等 四 句 檢 於 生 無 有 生 檢 無 生 無 有 生 撿 
X55n0907_001:0664a08	亦生亦無生。無有生。撿非生非無生。無有生。具如止	亦 生 亦 無 生 無 有 生 撿 非 生 非 無 生 無 有 生 具 如 止 
X55n0907_001:0664a09	觀(云云)。即是通教觀法也。中論人云。由滅故生。用此	觀 云 云 即 是 通 教 觀 法 也 中 論 人 云 由 滅 故 生 用 此 
X55n0907_001:0664a10	為假。向者由生故生。既是自生而被破。今由滅生。豈	為 假 向 者 由 生 故 生 既 是 自 生 而 被 破 今 由 滅 生 豈 
X55n0907_001:0664a11	非他生而不破。云此為假生者。此是他生。問。尚未被	非 他 生 而 不 破 云 此 為 假 生 者 此 是 他 生 問 尚 未 被 
X55n0907_001:0664a12	破。性義未除。云何為假。今破四性義後。以四悉檀赴	破 性 義 未 除 云 何 為 假 今 破 四 性 義 後 以 四 悉 檀 赴 
X55n0907_001:0664a13	機立假也。通教亦四門幻有幻無等。以此四門赴利	機 立 假 也 通 教 亦 四 門 幻 有 幻 無 等 以 此 四 門 赴 利 
X55n0907_001:0664a14	根引入。此四門融妙。但有名字。不可定執。但此教正	根 引 入 此 四 門 融 妙 但 有 名 字 不 可 定 執 但 此 教 正 
X55n0907_001:0664a15	為菩薩傍入二乘。故經云。欲得聲聞支佛乘者。當學	為 菩 薩 傍 入 二 乘 故 經 云 欲 得 聲 聞 支 佛 乘 者 當 學 
X55n0907_001:0664a16	般若。般若即指大品。而大品有共不共。今當料簡。自	般 若 般 若 即 指 大 品 而 大 品 有 共 不 共 今 當 料 簡 自 
X55n0907_001:0664a17	有共般若共二乘說。即是大品。又有共般若不共二	有 共 般 若 共 二 乘 說 即 是 大 品 又 有 共 般 若 不 共 二 
X55n0907_001:0664a18	乘說。即是大品。教未與時。但用三藏逗諸聲聞。聲聞	乘 說 即 是 大 品 教 未 與 時 但 用 三 藏 逗 諸 聲 聞 聲 聞 
X55n0907_001:0664a19	爾時不聞通教。自有不共般若共聲聞說。即是大品。	爾 時 不 聞 通 教 自 有 不 共 般 若 共 聲 聞 說 即 是 大 品 
X55n0907_001:0664a20	命轉教。自有不共般若不共二乘說。如華嚴。二乘如	命 轉 教 自 有 不 共 般 若 不 共 二 乘 說 如 華 嚴 二 乘 如 
X55n0907_001:0664a21	聾啞。問。那不共。那得同說。答。即雖不共。為作由藉令	聾 啞 問 那 不 共 那 得 同 說 答 即 雖 不 共 為 作 由 藉 令 
X55n0907_001:0664a22	至法華。得共如客作人。於長者財乃非己分。而令領	至 法 華 得 共 如 客 作 人 於 長 者 財 乃 非 己 分 而 令 領 
X55n0907_001:0664a23	知。為後時付家業作梯漸故也。今一一往體如幻之	知 為 後 時 付 家 業 作 梯 漸 故 也 今 一 一 往 體 如 幻 之 
X55n0907_001:0664a24	色。觀法虗玄。今更約自生他生以曉行者。且數息論	色 觀 法 虗 玄 今 更 約 自 生 他 生 以 曉 行 者 且 數 息 論 
X55n0907_001:0664b01	之。能安之心及所數之息。皆如鏡像。雖有頭等六分。	之 能 安 之 心 及 所 數 之 息 皆 如 鏡 像 雖 有 頭 等 六 分 
X55n0907_001:0664b02	頭等六分而不可得。即此六分悉是虗無。雖是虗無	頭 等 六 分 而 不 可 得 即 此 六 分 悉 是 虗 無 雖 是 虗 無 
X55n0907_001:0664b03	不可以頭為足。世諦道亂也。即無而有。故能數所數	不 可 以 頭 為 足 世 諦 道 亂 也 即 無 而 有 故 能 數 所 數 
X55n0907_001:0664b04	俱是幻化。不妨有一至十能數所數之法。猶計此為	俱 是 幻 化 不 妨 有 一 至 十 能 數 所 數 之 法 猶 計 此 為 
X55n0907_001:0664b05	有。不能體達虗無以為無生者。即當以三假往撿。但	有 不 能 體 達 虗 無 以 為 無 生 者 即 當 以 三 假 往 撿 但 
X55n0907_001:0664b06	是如幻之法塵。對如幻之意根。生如幻之意識。則有	是 如 幻 之 法 塵 對 如 幻 之 意 根 生 如 幻 之 意 識 則 有 
X55n0907_001:0664b07	如幻從一至十之數者。為當從幻塵生。為當從幻意	如 幻 從 一 至 十 之 數 者 為 當 從 幻 塵 生 為 當 從 幻 意 
X55n0907_001:0664b08	生。意生即自生。塵即他生。乃至共無因等。若有四生	生 意 生 即 自 生 塵 即 他 生 乃 至 共 無 因 等 若 有 四 生 
X55n0907_001:0664b09	者即有四性。有四性故即是空有。何名為假。亦不成	者 即 有 四 性 有 四 性 故 即 是 空 有 何 名 為 假 亦 不 成 
X55n0907_001:0664b10	幻。以四句往撿。不得四種之生。即是無性。無性生故	幻 以 四 句 往 撿 不 得 四 種 之 生 即 是 無 性 無 性 生 故 
X55n0907_001:0664b11	即是假生。假生非生。是為性空。性空故即是無生。若	即 是 假 生 假 生 非 生 是 為 性 空 性 空 故 即 是 無 生 若 
X55n0907_001:0664b12	言四句撿不得性生。而猶執假生者。今明假生本得	言 四 句 撿 不 得 性 生 而 猶 執 假 生 者 今 明 假 生 本 得 
X55n0907_001:0664b13	性體而立。今既無自性。亦無自性之假名。無他性體。	性 體 而 立 今 既 無 自 性 亦 無 自 性 之 假 名 無 他 性 體 
X55n0907_001:0664b14	亦無他性之假名。故大品云。是字不在內。即不自生。	亦 無 他 性 之 假 名 故 大 品 云 是 字 不 在 內 即 不 自 生 
X55n0907_001:0664b15	不在外。即不他。不在中間。即不共。亦不常自有。即不	不 在 外 即 不 他 不 在 中 間 即 不 共 亦 不 常 自 有 即 不 
X55n0907_001:0664b16	無因。是字不住。不住四性中。亦不不住。亦不在無生	無 因 是 字 不 住 不 住 四 性 中 亦 不 不 住 亦 不 在 無 生 
X55n0907_001:0664b17	無性之中。是故此字無所依猗。以不可得故。但有名	無 性 之 中 是 故 此 字 無 所 依 猗 以 不 可 得 故 但 有 名 
X55n0907_001:0664b18	字。名字亦空。以名字空故。亦不執是假。以假名不可	字 名 字 亦 空 以 名 字 空 故 亦 不 執 是 假 以 假 名 不 可 
X55n0907_001:0664b19	得故。名為相空。相空故即是真諦空。性空故即是俗	得 故 名 為 相 空 相 空 故 即 是 真 諦 空 性 空 故 即 是 俗 
X55n0907_001:0664b20	諦空。以真俗性相空故名為無生。此即是四句撿幻	諦 空 以 真 俗 性 相 空 故 名 為 無 生 此 即 是 四 句 撿 幻 
X55n0907_001:0664b21	化因成假觀門也。若謂無因成之法者。此即是無法	化 因 成 假 觀 門 也 若 謂 無 因 成 之 法 者 此 即 是 無 法 
X55n0907_001:0664b22	塵對意根生此無塵之計。還以四句撿之。	塵 對 意 根 生 此 無 塵 之 計 還 以 四 句 撿 之 
X55n0907_001:0664b23	第一雖作如此不得生相。猶謂有如幻念念相續。從	第 一 雖 作 如 此 不 得 生 相 猶 謂 有 如 幻 念 念 相 續 從 
X55n0907_001:0664b24	一至十如幻之數。即作相續假撿之。若如幻之心。前	一 至 十 如 幻 之 數 即 作 相 續 假 撿 之 若 如 幻 之 心 前 
X55n0907_001:0664c01	念不滅而後念續生。此是生生。以前念不滅而生。即	念 不 滅 而 後 念 續 生 此 是 生 生 以 前 念 不 滅 而 生 即 
X55n0907_001:0664c02	為並生。如母生子。若前念滅後念生。即是他生。若前	為 並 生 如 母 生 子 若 前 念 滅 後 念 生 即 是 他 生 若 前 
