T54n2126_001:0234a10	僧史略序	僧 史 略 序 
T54n2126_003:0253a09	為俗飾故留。髮非俗教故遣。帝曰。俗有留髮。	為 俗 飾 故 留 髮 非 俗 教 故 遣 帝 曰 俗 有 留 髮 
T54n2126_003:0253a10	加冠何言非教。曠曰。無髮之士豈是無教耶。	加 冠 何 言 非 教 曠 曰 無 髮 之 士 豈 是 無 教 耶 
T54n2126_003:0253a11	臣願加之冠何損。自爾常淨髮著冠纓。人問。	臣 願 加 之 冠 何 損 自 爾 常 淨 髮 著 冠 纓 人 問 
T54n2126_003:0253a12	答曰。我患熱也。又靈幹者初簡入菩薩僧。後	答 曰 我 患 熱 也 又 靈 幹 者 初 簡 入 菩 薩 僧 後 
T54n2126_003:0253a13	方剃髮矣。究其心游佛理。行切苦空。證聖之	方 剃 髮 矣 究 其 心 游 佛 理 行 切 苦 空 證 聖 之 
T54n2126_003:0253a14	深。登地以去。則無沙門之形也。佛法污隆。王	深 登 地 以 去 則 無 沙 門 之 形 也 佛 法 污 隆 王 
T54n2126_003:0253a15	臣制作。遇其抑勒。知復奈何。凡百學徒觀	臣 制 作 遇 其 抑 勒 知 復 奈 何 凡 百 學 徒 觀 
T54n2126_003:0253a16	此思事。	此 思 事 
T54n2126_003:0253a17	得道證果	得 道 證 果 
T54n2126_003:0253a18	問曰。竺乾化境證果人多。何以法被中華窈	問 曰 竺 乾 化 境 證 果 人 多 何 以 法 被 中 華 窈 
T54n2126_003:0253a19	無蹤迹。答曰。我教以信解修證為階。若信佛	無 蹤 迹 答 曰 我 教 以 信 解 修 證 為 階 若 信 佛 
T54n2126_003:0253a20	言則解佛意。當修聖行必登果證也。又以教	言 則 解 佛 意 當 修 聖 行 必 登 果 證 也 又 以 教 
T54n2126_003:0253a21	理行果四種撿之。則時有正法。像法去聖如	理 行 果 四 種 撿 之 則 時 有 正 法 像 法 去 聖 如 
T54n2126_003:0253a22	近。四種猶全。望聖纔遙。四種多缺矣。或曰。	近 四 種 猶 全 望 聖 纔 遙 四 種 多 缺 矣 或 曰 
T54n2126_003:0253a23	服食素治己病。病損連服必至長生。長生不	服 食 素 治 己 病 病 損 連 服 必 至 長 生 長 生 不 
T54n2126_003:0253a24	已則白日上升。豈非目擊。何釋門罕聞此驗	已 則 白 日 上 升 豈 非 目 擊 何 釋 門 罕 聞 此 驗 
T54n2126_003:0253a25	耶。答曰。譬猶下種。秋成各殊。彼以尸解上升	耶 答 曰 譬 猶 下 種 秋 成 各 殊 彼 以 尸 解 上 升 
T54n2126_003:0253a26	為極。我則斷障出纏。由賢入聖。然後游戲	為 極 我 則 斷 障 出 纏 由 賢 入 聖 然 後 游 戲 
T54n2126_003:0253a27	神通而作佛事。為化利有情之故。豈同其自	神 通 而 作 佛 事 為 化 利 有 情 之 故 豈 同 其 自 
T54n2126_003:0253a28	了自遷而為極事也。如其要知。略陳梗概。案	了 自 遷 而 為 極 事 也 如 其 要 知 略 陳 梗 概 案 
T54n2126_003:0253a29	漢法本內傳。摩騰角法既勝。踊身虛空說偈	漢 法 本 內 傳 摩 騰 角 法 既 勝 踊 身 虛 空 說 偈 
T54n2126_003:0253b01	等。此現通驗果證之始也。又安清度[邱丘+共]亭湖	等 此 現 通 驗 果 證 之 始 也 又 安 清 度 [邱丘共] 亭 湖 
T54n2126_003:0253b02	蛇。了三世殘業。次則天台飛錫。瓜步浮杯。真	蛇 了 三 世 殘 業 次 則 天 台 飛 錫 瓜 步 浮 杯 真 
T54n2126_003:0253b03	諦敷坐具而涉江。圖澄開腹腸而洗淨。道開	諦 敷 坐 具 而 涉 江 圖 澄 開 腹 腸 而 洗 淨 道 開 
T54n2126_003:0253b04	石子而充食。乞僧羊酒而却存。法進足離地	石 子 而 充 食 乞 僧 羊 酒 而 却 存 法 進 足 離 地 
T54n2126_003:0253b05	而行。跋摩蹈席華而潔。法雲公日行萬里。僧	而 行 跋 摩 蹈 席 華 而 潔 法 雲 公 日 行 萬 里 僧 
T54n2126_003:0253b06	伽師身現泗濱。如此諸師還得果不。我宗中	伽 師 身 現 泗 濱 如 此 諸 師 還 得 果 不 我 宗 中 
T54n2126_003:0253b07	重生故名生論一中。本待生故而獲大果也。	重 生 故 名 生 論 一 中 本 待 生 故 而 獲 大 果 也 
T54n2126_003:0253b08	他宗重往故名生生身。乘剛躡桷。何為究	他 宗 重 往 故 名 生 生 身 乘 剛 躡 桷 何 為 究 
T54n2126_003:0253b09	盡。無以白日上升。少許修鍊而比於無漏業。	盡 無 以 白 日 上 升 少 許 修 鍊 而 比 於 無 漏 業 
T54n2126_003:0253b10	資現神逞變之作也。何云罕見聞耶。自聵其	資 現 神 逞 變 之 作 也 何 云 罕 見 聞 耶 自 聵 其 
T54n2126_003:0253b11	耳。非雷霆之吝聲也。	耳 非 雷 霆 之 吝 聲 也 
T54n2126_003:0253b12	尼附	尼 附 
T54n2126_003:0253b13	晉代有尼淨撿。此方女人得戒之上首也。一	晉 代 有 尼 淨 撿 此 方 女 人 得 戒 之 上 首 也 一 
T54n2126_003:0253b14	旦中庭有光。上屬于天。若虹霓狀。中有天女。	旦 中 庭 有 光 上 屬 于 天 若 虹 霓 狀 中 有 天 女 
T54n2126_003:0253b15	相見欣然携手。撿遂引弟子躡光而去。又桓	相 見 欣 然 携 手 撿 遂 引 弟 子 躡 光 而 去 又 桓 
T54n2126_003:0253b16	宣武窺尼入浴室。見其刲割可畏。出而無他。	宣 武 窺 尼 入 浴 室 見 其 刲 割 可 畏 出 而 無 他 
T54n2126_003:0253b17	蓋以誡宣武溫。由是滅其跋扈。又隋尼智仙	蓋 以 誡 宣 武 溫 由 是 滅 其 跋 扈 又 隋 尼 智 仙 
T54n2126_003:0253b18	知文帝當為天子。通變不測。厥徒實繁。略舉	知 文 帝 當 為 天 子 通 變 不 測 厥 徒 實 繁 略 舉 
T54n2126_003:0253b19	尤者。尼女尚然。況丈夫釋子者乎。	尤 者 尼 女 尚 然 況 丈 夫 釋 子 者 乎 
T54n2126_003:0253b20	大秦末尼(胡神也。官品令有祆正)	大 秦 末 尼 胡 神 也 官 品 令 有 祆 正 
T54n2126_003:0253b21	火祆(火煙切)教法本起大波斯國。號蘇魯支。有	火 祆 火 煙 切 教 法 本 起 大 波 斯 國 號 蘇 魯 支 有 
T54n2126_003:0253b22	弟子名玄真。習師之法。居波斯國。大總長如	弟 子 名 玄 真 習 師 之 法 居 波 斯 國 大 總 長 如 
T54n2126_003:0253b23	火山。後行化於中國。貞觀五年。有傳法穆	火 山 後 行 化 於 中 國 貞 觀 五 年 有 傳 法 穆 
T54n2126_003:0253b24	護何祿。將祆教詣闕聞奏。勅令長安崇化坊	護 何 祿 將 祆 教 詣 闕 聞 奏 勅 令 長 安 崇 化 坊 
T54n2126_003:0253b25	立祆寺。號大秦寺。又名波斯寺。開元二十年	立 祆 寺 號 大 秦 寺 又 名 波 斯 寺 開 元 二 十 年 
T54n2126_003:0253b26	八月十五日。勅末尼本是邪見。妄稱佛教。誑	八 月十五日 勅 末 尼 本 是 邪 見 妄 稱 佛 教 誑 
T54n2126_003:0253b27	惑黎元。以西胡等既是師法。當身自行。不須	惑 黎 元 以 西 胡 等 既 是 師 法 當 身 自 行 不 須 
T54n2126_003:0253b28	科罰。至天寶四年七月。波斯勅經教出自大	科 罰 至 天 寶 四 年 七 月 波 斯 勅 經 教 出 自 大 
T54n2126_003:0253b29	秦。傳習而來。久行中國。爰初建寺。因以為	秦 傳 習 而 來 久 行 中 國 爰 初 建 寺 因 以 為 
T54n2126_003:0253c01	名。將欲示人。必循其本。其兩京波斯寺宜改	名 將 欲 示 人 必 循 其 本 其 兩 京 波 斯 寺 宜 改 
T54n2126_003:0253c02	為大秦寺。天下諸州郡有者準此。大曆三年	為 大 秦 寺 天 下 諸 州 郡 有 者 準 此 大 曆 三 年 
T54n2126_003:0253c03	六月。勅迴紇置寺。宜賜額大雲光明之寺。六	六 月 勅 迴 紇 置 寺 宜 賜 額 大 雲 光 明 之 寺 六 
T54n2126_003:0253c04	年正月又勅荊越洪等州。各置大雲光明寺	年 正 月 又 勅 荊 越 洪 等 州 各 置 大 雲 光 明 寺 
T54n2126_003:0253c05	一所。武宗會昌三年勅。天下摩尼寺並廢入	一 所 武 宗 會 昌 三 年 勅 天 下 摩 尼 寺 並 廢 入 
T54n2126_003:0253c06	宮。京城女摩尼七十二人死。及在此國。迴紇	宮 京 城 女 摩 尼 七 十 二 人 死 及 在 此 國 迴 紇 
T54n2126_003:0253c07	諸摩尼等配流諸道。死者大半。五年再勅。大	諸 摩 尼 等 配 流 諸 道 死 者 大 半 五 年 再 勅 大 
T54n2126_003:0253c08	秦穆護火祆等二千餘人並勒還俗。然而未	秦 穆 護 火 祆 等 二 千 餘 人 並 勒 還 俗 然 而 未 
T54n2126_003:0253c09	盡根荄。時分蔓衍。梁貞明六年。陳州末尼	盡 根 荄 時 分 蔓 衍 梁 貞 明 六 年 陳 州 末 尼 
T54n2126_003:0253c10	黨類立母乙為天子。發兵討之。生擒母乙。餘	黨 類 立 母 乙 為 天 子 發 兵 討 之 生 擒 母 乙 餘 
T54n2126_003:0253c11	黨械送闕下。斬於都市。初陳州里俗喜習左	黨 械 送 闕 下 斬 於 都 市 初 陳 州 里 俗 喜 習 左 
T54n2126_003:0253c12	道。依浮圖之教。自立一宗。號上上乘。不食葷	道 依 浮 圖 之 教 自 立 一 宗 號 上 上 乘 不 食 葷 
T54n2126_003:0253c13	茹。誘化庸民。糅雜淫穢。宵集晝散。因刺史惠	茹 誘 化 庸 民 糅 雜 淫 穢 宵 集 晝 散 因 刺 史 惠 
T54n2126_003:0253c14	王友能動多不法。由是妖賊嘯聚。累討未平。	王 友 能 動 多 不 法 由 是 妖 賊 嘯 聚 累 討 未 平 
T54n2126_003:0253c15	及貞明中。誅斬方盡。後唐石晉時。復潛興。推	及 貞 明 中 誅 斬 方 盡 後 唐 石 晉 時 復 潛 興 推 
T54n2126_003:0253c16	一人為主。百事稟從。或畫一魔王踞座佛為	一 人 為 主 百 事 稟 從 或 畫 一 魔 王 踞 座 佛 為 
T54n2126_003:0253c17	其洗足云。佛止大乘。此乃上上乘也。蓋影傍	其 洗 足 云 佛 止 大 乘 此 乃 上 上 乘 也 蓋 影 傍 
T54n2126_003:0253c18	佛教。所謂相似道也。或有比丘。為飢凍故往	佛 教 所 謂 相 似 道 也 或 有 比 丘 為 飢 凍 故 往 
T54n2126_003:0253c19	往隨之效利。有識者尚遠離之。此法誘人直	往 隨 之 效 利 有 識 者 尚 遠 離 之 此 法 誘 人 直 
T54n2126_003:0253c20	到地獄。慎之哉。	到 地 獄 慎 之 哉 
T54n2126_003:0253c21	駕頭床子	駕 頭 床 子 
T54n2126_003:0253c22	盛經七寶案也。其制度以雜瓌珍間填成之。	盛 經 七 寶 案 也 其 制 度 以 雜 瓌 珍 間 填 成 之 
T54n2126_003:0253c23	款其足高其緣。所置之經即仁王護國也。所	款 其 足 高 其 緣 所 置 之 經 即 仁 王 護 國 也 所 
T54n2126_003:0253c24	覆之巾即上深紅羅也。使中宮謹愿者馬上	覆 之 巾 即 上 深 紅 羅 也 使 中 宮 謹 愿 者 馬 上 
T54n2126_003:0253c25	平持舒徐而啟行。望乘輿可百步。以為前道	平 持 舒 徐 而 啟 行 望 乘 輿 可 百 步 以 為 前 道 
T54n2126_003:0253c26	也。此之儀制未知始端。如秦譯經云。作七寶	也 此 之 儀 制 未 知 始 端 如 秦 譯 經 云 作 七 寶 
T54n2126_003:0253c27	案。以經置上。若王行時。常於其前。足滿百	案 以 經 置 上 若 王 行 時 常 於 其 前 足 滿 百 
T54n2126_003:0253c28	步。令千里內七難不起。若王住時。作七寶帳	步 令 千 里 內 七 難 不 起 若 王 住 時 作 七 寶 帳 
T54n2126_003:0253c29	置經。供養如事父母。如事帝釋。唐譯本云。置	置 經 供 養 如 事 父 母 如 事 帝 釋 唐 譯 本 云 置 
T54n2126_003:0254a01	經寶案。若王行時。常導其前。所在住處。作七	經 寶 案 若 王 行 時 常 導 其 前 所 在 住 處 作 七 
T54n2126_003:0254a02	寶帳。餘文大同。今疑行此。為後秦邪。為唐世	寶 帳 餘 文 大 同 今 疑 行 此 為 後 秦 邪 為 唐 世 
T54n2126_003:0254a03	邪。輿服志無文。諸朝史闕載。然則既亡明據。	邪 輿 服 志 無 文 諸 朝 史 闕 載 然 則 既 亡 明 據 
T54n2126_003:0254a04	可以理求。蓋唐代宗永泰中。不空三藏重譯	可 以 理 求 蓋 唐 代 宗 永 泰 中 不 空 三 藏 重 譯 
T54n2126_003:0254a05	後置也。不空嘗誦此經中呪。感天王子領神	後 置 也 不 空 嘗 誦 此 經 中 呪 感 天 王 子 領 神 
T54n2126_003:0254a06	兵解安西城羗胡之圍。又祈晴雨多驗。于時	兵 解 安 西 城 羗 胡 之 圍 又 祈 晴 雨 多 驗 于 時 
T54n2126_003:0254a07	可以請依經置案以象其前驅。祕其事故。史	可 以 請 依 經 置 案 以 象 其 前 驅 祕 其 事 故 史 
T54n2126_003:0254a08	氏莫知也。唐紀云。永泰中羗胡寇邊。京城	氏 莫 知 也 唐 紀 云 永 泰 中 羗 胡 寇 邊 京 城 
T54n2126_003:0254a09	戒嚴。又因星變。內出仁王經兩卷。與付資	戒 嚴 又 因 星 變 內 出 仁 王 經 兩 卷 與 付 資 
T54n2126_003:0254a10	聖西湖二佛寺。開百座仁王道場。撿此知。永	聖 西 湖 二 佛 寺 開 百 座 仁 王 道 場 撿 此 知 永 
T54n2126_003:0254a11	泰為始也。又或百座法筵時。帝親臨御。壇儀	泰 為 始 也 又 或 百 座 法 筵 時 帝 親 臨 御 壇 儀 
T54n2126_003:0254a12	中合用寶案置經引駕。因而不廢也。有云。玄	中 合 用 寶 案 置 經 引 駕 因 而 不 廢 也 有 云 玄 
T54n2126_003:0254a13	宗累置百座道場。莫起開元中邪。今謂明皇	宗 累 置 百 座 道 場 莫 起 開 元 中 邪 今 謂 明 皇 
T54n2126_003:0254a14	薄於釋氏。難行斯法也。然雖薄於釋氏。而且	薄 於 釋 氏 難 行 斯 法 也 然 雖 薄 於 釋 氏 而 且 
T54n2126_003:0254a15	厚於好奇。兩說之中。與其代宗可矣。又未知	厚 於 好 奇 兩 說 之 中 與 其 代 宗 可 矣 又 未 知 
T54n2126_003:0254a16	經是何本。若是舊譯。則玄宗以前。如用新	經 是 何 本 若 是 舊 譯 則 玄 宗 以 前 如 用 新 
T54n2126_003:0254a17	經。則代宗為始也。自後諸帝或設而不作。則	經 則 代 宗 為 始 也 自 後 諸 帝 或 設 而 不 作 則 
T54n2126_003:0254a18	說案上無經。或置而勿論。則云儀注合用。此	說 案 上 無 經 或 置 而 勿 論 則 云 儀 注 合 用 此 
T54n2126_003:0254a19	蓋弗知而不加鄭重矣。今大宋法物克全用	蓋 弗 知 而 不 加 鄭 重 矣 今 大 宋 法 物 克 全 用 
T54n2126_003:0254a20	之引導群下。迎望見此。知駕近百步矣語其	之 引 導 群 下 迎 望 見 此 知 駕 近 百 步 矣 語 其 
T54n2126_003:0254a21	功也。與辟惡之車殊形而共致焉。	功 也 與 辟 惡 之 車 殊 形 而 共 致 焉 
T54n2126_003:0254a22	城闍天王	城 闍 天 王 
T54n2126_003:0254a23	凡城門置天王者。為護世也。唐天寶元年壬	凡 城 門 置 天 王 者 為 護 世 也 唐 天 寶 元 年 壬 
T54n2126_003:0254a24	子歲。西蕃大石康居五國來寇安西。其年二	子 歲 西 蕃 大 石 康 居 五 國 來 寇 安 西 其 年 二 
T54n2126_003:0254a25	月十一日。奏請兵解援。玄宗詔發師。計一萬	月 十 一 日 奏 請 兵 解 援 玄 宗 詔 發 師 計 一 萬 
T54n2126_003:0254a26	餘里。累月方到。時近臣言。且可詔問不空三	餘 里 累 月 方 到 時 近 臣 言 且 可 詔 問 不 空 三 
T54n2126_003:0254a27	藏。帝依奏詔入內。持念請天王。為救帝秉香	藏 帝 依 奏 詔 入 內 持 念 請 天 王 為 救 帝 秉 香 
T54n2126_003:0254a28	罏。不空誦仁王護國經陀羅尼二七遍。帝忽	罏 不 空 誦 仁 王 護 國 經 陀 羅 尼 二 七 遍 帝 忽 
T54n2126_003:0254a29	見神人可五百員帶甲荷戈在殿前。帝驚疑	見 神 人 可 五 百 員 帶 甲 荷 戈 在 殿 前 帝 驚 疑 
T54n2126_003:0254b01	問不空。對曰。此毘沙門第二子獨健領兵。是	問 不 空 對 曰 此 毘 沙 門 第 二 子 獨 健 領 兵 是 
T54n2126_003:0254b02	必副陛下意。往救安西。故來辭耳。請設食發	必 副 陛 下 意 往 救 安 西 故 來 辭 耳 請 設 食 發 
T54n2126_003:0254b03	遣。其年四月。安西奏云。去二月十一日已	遣 其 年 四 月 安 西 奏 云 去 二 月 十 一 日 已 
T54n2126_003:0254b04	後。城東北三十里。雲霧晦冥。中有人眾。可長	後 城 東 北 三 十 里 雲 霧 晦 冥 中 有 人 眾 可 長 
T54n2126_003:0254b05	丈餘。皆被金甲。至酉時。鼓角大鳴。聲振三百	丈 餘 皆 被 金 甲 至 酉 時 鼓 角 大 鳴 聲 振 三 百 
T54n2126_003:0254b06	里。地動山傾。經二日。大石康居等五國。當時	里 地 動 山 傾 經 二 日 大 石 康 居 等 五 國 當 時 
T54n2126_003:0254b07	奔潰。諸帳幕間有金毛鼠。齧斷弓弩弦及器	奔 潰 諸 帳 幕 間 有 金 毛 鼠 齧 斷 弓 弩 弦 及 器 
T54n2126_003:0254b08	仗。悉不堪用。斯須城樓上有光明。天王現形。	仗 悉 不 堪 用 斯 須 城 樓 上 有 光 明 天 王 現 形 
T54n2126_003:0254b09	無不見者。謹圖天王樣。隨表進呈。帝因勅諸	無 不 見 者 謹 圖 天 王 樣 隨 表 進 呈 帝 因 勅 諸 
T54n2126_003:0254b10	道節度。所在州府於城西北隅。各置天王形	道 節 度 所 在 州 府 於 城 西 北 隅 各 置 天 王 形 
T54n2126_003:0254b11	像部從供養。至於佛寺。亦勅別院安置。迄今	像 部 從 供 養 至 於 佛 寺 亦 勅 別 院 安 置 迄 今 
T54n2126_003:0254b12	朔日州府上香華食饌動歌舞。謂之樂天王	朔 日 州 府 上 香 華 食 饌 動 歌 舞 謂 之 樂 天 王 
T54n2126_003:0254b13	也。所號毘沙門者。由此天王與于闐國最有	也 所 號 毘 沙 門 者 由 此 天 王 與 于 闐 國 最 有 
T54n2126_003:0254b14	因緣。偏多應現于闐國。是毘沙部故號毘沙	因 緣 偏 多 應 現 于 闐 國 是 毘 沙 部 故 號 毘 沙 
T54n2126_003:0254b15	門天王。如言于闐國天王也。亦猶觀音菩薩	門 天 王 如 言 于 闐 國 天 王 也 亦 猶 觀 音 菩 薩 
T54n2126_003:0254b16	所在現形而偏曰寶陀落山觀音同也。	所 在 現 形 而 偏 曰 寶 陀 落 山 觀 音 同 也 
T54n2126_003:0254b17	上元放燈	上 元 放 燈 
T54n2126_003:0254b18	案漢法本內傳云。佛教初來。與道士角試。燒	案 漢 法 本 內 傳 云 佛 教 初 來 與 道 士 角 試 燒 
T54n2126_003:0254b19	經像無損而發光。又西域十二月三十日。是	經 像 無 損 而 發 光 又 西 域 十 二 月 三 十 日 是 
T54n2126_003:0254b20	此方正月十五日。謂之大神變月。漢明勅令	此 方 正 月十五日 謂 之 大 神 變 月 漢 明 勅 令 
T54n2126_003:0254b21	燒燈。表佛法大明也。一云。此由漢武祭五時	燒 燈 表 佛 法 大 明 也 一 云 此 由 漢 武 祭 五 時 
T54n2126_003:0254b22	神祠。通夜設燎。蓋取周禮司爟氏燒燎照祭	神 祠 通 夜 設 燎 蓋 取 周 禮 司 爟 氏 燒 燎 照 祭 
T54n2126_003:0254b23	祀。後率為故事矣。然則本乎司爟舉火供祭	祀 後 率 為 故 事 矣 然 則 本 乎 司 爟 舉 火 供 祭 
T54n2126_003:0254b24	祀職。至東漢。用之表佛法大明也。加以累朝	祀 職 至 東 漢 用 之 表 佛 法 大 明 也 加 以 累 朝 
T54n2126_003:0254b25	沿革必匪常規。唐先天二年。西域僧沙陀。請	沿 革 必 匪 常 規 唐 先 天 二 年 西 域 僧 沙 陀 請 
T54n2126_003:0254b26	以正月十五日然燈。開元二十八年正月十	以 正 月十五日 然 燈 開 元 二 十 八 年 正 月 十 
T54n2126_003:0254b27	四日。勅常以二月望日燒燈。天寶六年六月	四 日 勅 常 以 二 月 望 日 燒 燈 天 寶 六 年 六 月 
T54n2126_003:0254b28	十八日。詔曰。重門夜開。以達陽氣。群司朝宴	十 八 日 詔 曰 重 門 夜 開 以 達 陽 氣 群 司 朝 宴 
