T54n2130_001:0981a05	翻梵語	翻 梵 語 
T54n2130_008:1035c12	彌尼[木*叟]國(譯者曰山名也)　第四卷	彌 尼 [木叟] 國 譯 者 曰 山 名 也 第 四 卷 
T54n2130_008:1035c13	阿濕婆(譯曰不安隱也)　第三分第三卷	阿 濕 婆 譯 曰 不 安 隱 也 第 三 分 第 三 卷 
T54n2130_008:1035c14	婆闍國(婆須密日清明譯曰出家)　第四分	婆 闍 國 婆 須 密 日 清 明 譯 曰 出 家 第 四 分 
T54n2130_008:1035c15	翅毘尸國(應云歌毘尸　譯曰何方入也)　第四分第三卷	翅 毘 尸 國 應 云 歌 毘 尸 譯 曰 何 方 入 也 第 四 分 第 三 卷 
T54n2130_008:1035c16	婆利(譯曰騰也)　第五卷	婆 利 譯 曰 騰 也 第 五 卷 
T54n2130_008:1035c17	阿那頻頭國(譯曰無渧)　彌沙塞律第七卷	阿 那 頻 頭 國 譯 曰 無 渧 彌 沙 塞 律 第 七 卷 
T54n2130_008:1035c18	阿務波羅(應云阿闍婆羅　譯曰阿闍者羊放者守)　第十九卷	阿 務 波 羅 應 云 阿 闍 婆 羅 譯 曰 阿 闍 者 羊 放 者 守 第 十 九 卷 
T54n2130_008:1035c19	拘舍羅(譯曰善也)　第二十四卷	拘 舍 羅 譯 曰 善 也 第 二 十 四 卷 
T54n2130_008:1035c20	阿漯波阿雲頭國(應云阿漯比阿般頭　譯曰阿漯比者不功阿般頭者無親)	阿 漯 波 阿 雲 頭 國 應 云 阿 漯 比 阿 般 頭 譯 曰 阿 漯 比 者 不 功 阿 般 頭 者 無 親 
T54n2130_008:1035c21	　第二十五卷	 第 二 十 五 卷 
T54n2130_008:1035c22	阿婆國(譯曰手澤)	阿 婆 國 譯 曰 手 澤 
T54n2130_008:1035c23	罽那(譯曰耳也)	罽 那 譯 曰 耳 也 
T54n2130_008:1035c24	阿[菟(色巴)+(〦一)]耶(譯曰似父)　第三十卷	阿 [菟色巴〦一] 耶 譯 曰 似 父 第 三 十 卷 
T54n2130_008:1036a01	那蘭馱(譯曰人主)　善見律毘婆娑第一卷	那 蘭 馱 譯 曰 人 主 善 見 律 毘 婆 娑 第 一 卷 
T54n2130_008:1036a02	欝友國(譯曰聚也)	欝 友 國 譯 曰 聚 也 
T54n2130_008:1036a03	楗陀羅吒國(譯曰香國)　第二卷	楗 陀 羅 吒 國 譯 曰 香 國 第 二 卷 
T54n2130_008:1036a04	摩醯婆末陀羅國(應云摩醯賒曼陀羅　譯曰摩醯賒者大自在曼陀羅者國)	摩 醯 婆 末 陀 羅 國 應 云 摩 醯 賒 曼 陀 羅 譯 曰 摩 醯 賒 者 大 自 在 曼 陀 羅 者 國 
T54n2130_008:1036a05	婆那婆私國(譯曰林往)	婆 那 婆 私 國 譯 曰 林 往 
T54n2130_008:1036a06	阿波蘭多迦國(譯曰邊國)	阿 波 蘭 多 迦 國 譯 曰 邊 國 
T54n2130_008:1036a07	臾那世界國(律曰漢地)	臾那世界國 律 曰 漢 地 
T54n2130_008:1036a08	摩呵勒吒國(應云摩呵賴吒　譯曰大國)	摩 呵 勒 吒 國 應 云 摩 呵 賴 吒 譯 曰 大 國 
T54n2130_008:1036a09	阿[菟(色巴)+(〦一)]羅陀國(譯者曰星名也)	阿 [菟色巴〦一] 羅 陀 國 譯 者 曰 星 名 也 
T54n2130_008:1036a10	跋闍摩國(譯曰金剛)　第三卷	跋 闍 摩 國 譯 曰 金 剛 第 三 卷 
T54n2130_008:1036a11	毘沙羅國(譯曰廣也)	毘 沙 羅 國 譯 曰 廣 也 
T54n2130_008:1036a12	般頭摩底(譯曰有親友也)　第五卷	般 頭 摩 底 譯 曰 有 親 友 也 第 五 卷 
T54n2130_008:1036a13	須離國(譯曰勇也)　第六卷	須 離 國 譯 曰 勇 也 第 六 卷 
T54n2130_008:1036a14	波夜伽(譯曰水也)	波 夜 伽 譯 曰 水 也 
T54n2130_008:1036a15	婆羅那私國(譯者曰江名也)	婆 羅 那 私 國 譯 者 曰 江 名 也 
T54n2130_008:1036a16	安阿羅彌國(譯曰蔭薗)　第七卷	安 阿 羅 彌 國 譯 曰 蔭 薗 第 七 卷 
T54n2130_008:1036a17	那伽羅國(譯曰地也)　阿毘曇毘婆沙第七卷	那 伽 羅 國 譯 曰 地 也 阿 毘 曇 毘 婆 沙 第 七 卷 
T54n2130_008:1036a18	拘羅婆(譯曰作亦云姓)	拘 羅 婆 譯 曰 作 亦 云 姓 
T54n2130_008:1036a19	高羅婆(譯曰極作)	高 羅 婆 譯 曰 極 作 
T54n2130_008:1036a20	蘇毘地呵(應云蘇毘啼呵　譯曰極好身也)	蘇 毘 地 呵 應 云 蘇 毘 啼 呵 譯 曰 極 好 身 也 
T54n2130_008:1036a21	奢吒(譯曰諂也)	奢 吒 譯 曰 諂 也 
T54n2130_008:1036a22	欝多羅曼提那(譯曰欝多羅者勝提那者語也)	欝 多 羅 曼 提 那 譯 曰 欝 多 羅 者 勝 提 那 者 語 也 
T54n2130_008:1036a23	婆羅(應云遮摩羅　譯曰眊也)	婆 羅 應 云 遮 摩 羅 譯 曰 眊 也 
T54n2130_008:1036a24	遮摩羅(應云阿婆羅遮摩羅　譯曰阿婆羅者復遮摩羅者眊)	遮 摩 羅 應 云 阿 婆 羅 遮 摩 羅 譯 曰 阿 婆 羅 者 復 遮 摩 羅 者 眊 
T54n2130_008:1036b01	阿槃陀國(譯曰護也)　第十六卷	阿 槃 陀 國 譯 曰 護 也 第 十 六 卷 
T54n2130_008:1036b02	拘奢跋底(譯曰有小第也)　第二十三卷	拘 奢 跋 底 譯 曰 有 小 第 也 第 二 十 三 卷 
T54n2130_008:1036b03	婆尸(譯曰有住)　第四十六卷	婆 尸 譯 曰 有 住 第 四 十 六 卷 
T54n2130_008:1036b04	修迦羅(譯曰好持)　第五十卷	修 迦 羅 譯 曰 好 持 第 五 十 卷 
T54n2130_008:1036b05	曇羅國(譯曰邊也)　鞞婆沙第九卷	曇 羅 國 譯 曰 邊 也 鞞 婆 沙 第 九 卷 
T54n2130_008:1036b06	彌離車國(譯曰五教反垢)	彌 離 車 國 譯 曰 五 教 反 垢 
T54n2130_008:1036b07	直旦(應云脂那亦云震旦　譯曰難地)	直 旦 應 云 脂 那 亦 云 震 旦 譯 曰 難 地 
T54n2130_008:1036b08	摩勒(譯曰花也)	摩 勒 譯 曰 花 也 
T54n2130_008:1036b09	波勒(譯曰伎也)	波 勒 譯 曰 伎 也 
T54n2130_008:1036b10	佉沙(譯曰不正語也)	佉 沙 譯 曰 不 正 語 也 
T54n2130_008:1036b11	婆佉梨(應云薄佉利　譯曰諂曲)	婆 佉 梨 應 云 薄 佉 利 譯 曰 諂 曲 
T54n2130_008:1036b12	多耆尸(譯曰曲也)	多 耆 尸 譯 曰 曲 也 
T54n2130_008:1036b13	舍衛阿那邠祁(應云尸羅跋底阿那他邠陀駄　譯曰尸羅跋底如上說阿那他者孤邠陀駄者	舍 衛 阿 那 邠 祁 應 云 尸 羅 跋 底 阿 那 他 邠 陀 駄 譯 曰 尸 羅 跋 底 如 上 說 阿 那 他 者 孤 邠 陀 駄 者 
T54n2130_008:1036b14	份)　第十一卷	份 第 十 一 卷 
T54n2130_008:1036b15	龜茲國(譯曰曲躬)　大方等大集經第二十卷	龜 茲 國 譯 曰 曲 躬 大 方 等 大 集 經 第 二 十 卷 
T54n2130_008:1036b16	于填國(應云優填耶那　譯曰後堂)	于 填 國 應 云 優 填 耶 那 譯 曰 後 堂 
T54n2130_008:1036b17	毘荼國(譯曰智也)	毘 荼 國 譯 曰 智 也 
T54n2130_008:1036b18	遏波(譯曰小也)　出曜經第十五卷	遏 波 譯 曰 小 也 出 曜 經 第 十 五 卷 
T54n2130_008:1036b19	耶般那(譯曰縛也)　憂陀羅延王經	耶 般 那 譯 曰 縛 也 憂 陀 羅 延 王 經 
T54n2130_008:1036b20	劍桴(譯曰好亦云勝)	劍 桴 譯 曰 好 亦 云 勝 
T54n2130_008:1036b21	曇蜜羅國(譯曰樂法)	曇 蜜 羅 國 譯 曰 樂 法 
T54n2130_008:1036b22	波羅梨國(應云波吒梨　譯者曰樹名也)　第十八卷	波 羅 梨 國 應 云 波 吒 梨 譯 者 曰 樹 名 也 第 十 八 卷 
T54n2130_008:1036b23	持叉尸利國(譯曰持叉者懃尸利者吉)　賢愚經第二卷	持 叉 尸 利 國 譯 曰 持 叉 者 懃 尸 利 者 吉 賢 愚 經 第 二 卷 
T54n2130_008:1036b24	毘細乾持國(應云毘瘦細乾持　譯曰毘瘦細者一切入也乾持者聲)　第三卷	毘 細 乾 持 國 應 云 毘 瘦 細 乾 持 譯 曰 毘 瘦 細 者 一 切 入 也 乾 持 者 聲 第 三 卷 
T54n2130_008:1036c01	跋陀耆婆國(應云跋陀羅時婆　經曰賢壽譯曰賢命)	跋 陀 耆 婆 國 應 云 跋 陀 羅 時 婆 經 曰 賢 壽 譯 曰 賢 命 
T54n2130_008:1036c02	尼拘盧陀國(譯曰不瞋)　第九卷	尼拘盧陀 國 譯 曰 不 瞋 第 九 卷 
T54n2130_008:1036c03	梨師跋陀國(譯曰仙賢)	梨 師 跋 陀 國 譯 曰 仙 賢 
T54n2130_008:1036c04	波婆梨富羅國(譯曰天力滿也)　第十二卷	波 婆 梨 富 羅 國 譯 曰 天 力 滿 也 第 十 二 卷 
T54n2130_008:1036c05	阿閦佛土(應云阿閦亦云阿閦鞞　譯曰不動)　華首經第十卷	阿 閦 佛 土 應 云 阿 閦 亦 云 阿 閦 鞞 譯 曰 不 動 華 首 經 第 十 卷 
T54n2130_008:1036c06	阿彌羅國(譯曰樂法)　菩薩戒經第二卷	阿 彌 羅 國 譯 曰 樂 法 菩 薩 戒 經 第 二 卷 
T54n2130_008:1036c07	沙訶國(譯曰能忍)　十住斷結經第一卷	沙 訶 國 譯 曰 能 忍 十 住 斷 結 經 第 一 卷 
T54n2130_008:1036c08	周姤國(周本　譯曰落也)　婆須蜜經第一卷	周 姤 國 周 本 譯 曰 落 也 婆 須 蜜 經 第 一 卷 
T54n2130_008:1036c09	瞿曇彌那拘驢(應云瞿曇彌那[牛*句]陀　譯曰瞿曇彌者姓那[牛*句]陀者壽命)　第五卷	瞿 曇 彌 那 拘 驢 應 云 瞿 曇 彌 那 [牛句]陀 譯曰瞿曇彌者姓那[牛句] 陀 者 壽 命 第 五 卷 
T54n2130_008:1036c10	阿毘羅國(譯曰不精進也)　百句譬喻經第四卷	阿 毘 羅 國 譯 曰 不 精 進 也 百 句 譬 喻 經 第 四 卷 
T54n2130_008:1036c11	私呵國(譯曰勝也)　百句譬喻經第三卷	私 呵 國 譯 曰 勝 也 百 句 譬 喻 經 第 三 卷 
T54n2130_008:1036c12	尸利調國(應云尸利提婆　譯曰尸利者吉提婆者天)	尸 利 調 國 應 云 尸 利 提 婆 譯 曰 尸 利 者 吉 提 婆 者 天 
T54n2130_008:1036c13	迦陵頻伽國(譯者曰鳥名也)　優婆塞戒經第五卷	迦陵頻伽 國 譯 者 曰 鳥 名 也 優婆塞戒 經 第 五 卷 
T54n2130_008:1036c14	利師跋王國(應云利師跋陀羅　譯者曰仙賢)　報恩經第二卷	利 師 跋 王 國 應 云 利 師 跋 陀 羅 譯 者 曰 仙 賢 報 恩 經 第 二 卷 
T54n2130_008:1036c15	綿毘利國(譯曰是空不耶)　菩薩處胎經第五卷	綿 毘 利 國 譯 曰 是 空 不 耶 菩 薩 處 胎 經 第 五 卷 
T54n2130_008:1036c16	摩伽提國(譯者曰星名也)	摩 伽 提 國 譯 者 曰 星 名 也 
T54n2130_008:1036c17	那難國(應云那難陀　譯曰不歡喜)　生經第二卷	那 難 國 應 云 那 難 陀 譯 曰 不 歡 喜 生 經 第 二 卷 
T54n2130_008:1036c18	遮利國(譯曰動也)　第五卷	遮 利 國 譯 曰 動 也 第 五 卷 
T54n2130_008:1036c19	具留波(應云瞿留波　譯曰瞿者牛也留婆者色)　密迹經第一卷	具 留 波 應 云 瞿 留 波 譯 曰 瞿 者 牛 也 留 婆 者 色 密 迹 經 第 一 卷 
T54n2130_008:1036c20	倚脾波國(譯曰覓也)　第三卷	倚 脾 波 國 譯 曰 覓 也 第 三 卷 
T54n2130_008:1036c21	娑樓婆國(譯曰似他)　佛所行讚經第二卷	娑 樓 婆 國 譯 曰 似 他 佛 所 行 讚 經 第 二 卷 
T54n2130_008:1036c22	毘提訶富梨(譯曰毘提訶者四惟富梨者城)	毘 提 訶 富 梨 譯 曰 毘 提 訶 者 四 惟 富 梨 者 城 
T54n2130_008:1036c23	阿摩勒迦波(譯曰無垢相似)	阿 摩 勒 迦 波 譯 曰 無 垢 相 似 
T54n2130_008:1036c24	輸盧波羅(譯曰輸盧者聞波羅者護)	輸 盧 波 羅 譯 曰 輸 盧 者 聞 波 羅 者 護 
T54n2130_008:1037a01	摩醯波位(譯曰摩醯者地波低者主)	摩 醯 波 位 譯 曰 摩 醯 者 地 波 低 者 主 
T54n2130_008:1037a02	波羅那(應云婆羅那尸　譯曰江名也)	波 羅 那 應 云 婆 羅 那 尸 譯 曰 江 名 也 
T54n2130_008:1037a03	施多毘迦(應云首多地歌　譯曰首多者月地歌者最)	施 多 毘 迦 應 云 首 多 地 歌 譯 曰 首 多 者 月 地 歌 者 最 
T54n2130_008:1037a04	跋伽國(譯曰種也)	跋 伽 國 譯 曰 種 也 
T54n2130_008:1037a05	摩羅國(譯曰花也)　第五卷	摩 羅 國 譯 曰 花 也 第 五 卷 
T54n2130_008:1037a06	須摩國(譯曰月也)	須 摩 國 譯 曰 月 也 
T54n2130_008:1037a07	阿摩國(譯曰不熟)	阿 摩 國 譯 曰 不 熟 
T54n2130_008:1037a08	首羅先那國(譯曰勇單)	首 羅 先 那 國 譯 曰 勇 單 
T54n2130_008:1037a09	夜槃耶國(譯曰邊也)	夜 槃 耶 國 譯 曰 邊 也 
T54n2130_008:1037a10	釰蒲闍國(譯曰可愛)	釰 蒲 闍 國 譯 曰 可 愛 
T54n2130_008:1037a11	迦比羅[方*(色巴+布)]兜(應云迦比羅跋兜　譯曰迦比羅者蒼色跋兜者住處也)	迦 比 羅 [方色巴布] 兜 應 云 迦 比 羅 跋 兜 譯 曰 迦 比 羅 者 蒼 色 跋 兜 者 住 處 也 
T54n2130_008:1037a12	　過去現在因果經一卷	 過去現在 因 果 經 一 卷 
T54n2130_008:1037a13	偷羅厥叉(應云偷羅厥蹉　譯曰大姓)	偷 羅 厥 叉 應 云 偷 羅 厥 蹉 譯 曰 大 姓 
T54n2130_008:1037a14	盧羅(譯曰動也)	盧 羅 譯 曰 動 也 
T54n2130_008:1037a15	偷羅拘咤(譯曰偷羅者大拘吒者頂)	偷 羅 拘 咤 譯 曰 偷 羅 者 大 拘 吒 者 頂 
T54n2130_008:1037a16	頻毘娑羅(譯曰頻毘者謨娑羅者勝)	頻 毘 娑 羅 譯 曰 頻 毘 者 謨 娑 羅 者 勝 
T54n2130_008:1037a17	那利國(譯曰漏刻)　法句經第三卷	那 利 國 譯 曰 漏 刻 法 句 經 第 三 卷 
T54n2130_008:1037a18	欝多羅波提國(譯曰多羅者非亦云勝也波提者脚)	欝 多 羅 波 提 國 譯 曰 多 羅 者 非 亦 云 勝 也 波 提 者 脚 
T54n2130_008:1037a19	多摩羅國(譯曰藿香)　第三卷	多 摩 羅 國 譯 曰 藿 香 第 三 卷 
T54n2130_008:1037a20	波句國(譯曰要也)　雙分涅槃經第一卷	波 句 國 譯 曰 要 也 雙 分 涅 槃 經 第 一 卷 
T54n2130_008:1037a21	旃陀惟摩羅(經曰日月明也)　純真陀羅經下卷	旃 陀 惟 摩 羅 經 曰 日 月 明 也 純 真 陀 羅 經 下 卷 
T54n2130_008:1037a22	首呵利土(經曰淨貌)	首 呵 利 土 經 曰 淨 貌 
T54n2130_008:1037a23	沙竭國(應云娑伽羅　譯曰海也)　那先經上卷	沙 竭 國 應 云 娑 伽 羅 譯 曰 海 也 那 先 經 上 卷 
T54n2130_008:1037a24	薩羅國(譯曰池也)　遺教三昧經下卷	薩 羅 國 譯 曰 池 也 遺 教 三 昧 經 下 卷 
T54n2130_008:1037b01	三彌佛剎(譯曰寂也)　實如來經上卷	三 彌 佛 剎 譯 曰 寂 也 實 如 來 經 上 卷 
T54n2130_008:1037b02	比摩大國(譯曰畏也)　未曾有經第一卷	比 摩 大 國 譯 曰 畏 也 未曾有經 第 一 卷 
T54n2130_008:1037b03	摩羅婆耶(譯曰摩羅者花婆耶者時)	摩 羅 婆 耶 譯 曰 摩 羅 者 花 婆 耶 者 時 
T54n2130_008:1037b04	裴扇闍國(譯曰不勝)　第二卷	裴 扇 闍 國 譯 曰 不 勝 第 二 卷 
T54n2130_008:1037b05	彌緹羅國(亦云彌梯羅　譯曰分侄)　彌勒成佛經	彌 緹 羅 國 亦 云 彌 梯 羅 譯 曰 分 侄 彌 勒 成 佛 經 
T54n2130_008:1037b06	文荼羅國(譯曰漫也)　法鼓經	文 荼 羅 國 譯 曰 漫 也 法 鼓 經 
T54n2130_008:1037b07	遮羅頗國(譯曰行也)　迦葉遇尼乾經	遮 羅 頗 國 譯 曰 行 也 迦 葉 遇 尼 乾 經 
T54n2130_008:1037b08	羅摩伽國(譯曰戲行)　波斯匿王諸佛經	羅 摩 伽 國 譯 曰 戲 行 波 斯 匿 王 諸 佛 經 
T54n2130_008:1037b09	波拘羅(譯曰少力)	波 拘 羅 譯 曰 少 力 
T54n2130_008:1037b10	楗陀呵剎土(譯曰樂音)　阿闍王女阿術達經	楗 陀 呵 剎 土 譯 曰 樂 音 阿 闍 王 女 阿 術 達 經 
T54n2130_008:1037b11	鞞末拘遼剎土(經曰無垢濁也)	鞞 末 拘 遼 剎 土 經 曰 無 垢 濁 也 
T54n2130_008:1037b12	拘苫毘國(譯曰城也)　菩薩受齋經	拘 苫 毘 國 譯 曰 城 也 菩 薩 受 齋 經 
T54n2130_008:1037b13	波頭洹羅隣剎(應云波頭摩槃那羅隣　譯曰波頭摩蓮花槃那者林羅隣者受護)	波 頭 洹 羅 隣 剎 應 云 波 頭 摩 槃 那 羅 隣 譯 曰 波 頭 摩 蓮 花 槃 那 者 林 羅 隣 者 受 護 
T54n2130_008:1037b14	　兜沙經	 兜 沙 經 
T54n2130_008:1037b15	楗闍洹那涅羅(應云楗闍槃那那沮羅　譯曰楗闍藏那者林那沮羅者不黑)	楗 闍 洹 那 涅 羅 應 云 楗 闍 槃 那 那 沮 羅 譯 曰 楗 闍 藏 那 者 林 那 沮 羅 者 不 黑 
T54n2130_008:1037b16	闍踰闍國(譯曰不可戰也)　勝鬘經	闍 踰 闍 國 譯 曰 不 可 戰 也 勝 鬘 經 
T54n2130_008:1037b17	阿和提國(應云阿婆提　譯曰不論)　迦栴延無常經	阿 和 提 國 應 云 阿 婆 提 譯 曰 不 論 迦 栴 延 無 常 經 
T54n2130_008:1037b18	伽紬羅竭國(應云迦比羅那迦羅　譯曰蒼城)　流離王入地獄經	伽 紬 羅 竭 國 應 云 迦 比 羅 那 迦 羅 譯 曰 蒼 城 流 離 王 入 地 獄 經 
T54n2130_008:1037b19	波羅斯大國(譯曰他樂)　般舟三昧經	波 羅 斯 大 國 譯 曰 他 樂 般舟三昧 經 
T54n2130_008:1037b20	摩須提國(譯曰好慢)	摩 須 提 國 譯 曰 好 慢 
T54n2130_008:1037b21	提和竭國(應云提婆那加羅　譯曰天城)　阿育王經	提 和 竭 國 應 云 提 婆 那 加 羅 譯 曰 天 城 阿 育 王 經 
T54n2130_008:1037b22	拘尸國(譯曰第也)　觀虛空藏菩薩經	拘 尸 國 譯 曰 第 也 觀 虛 空 藏 菩 薩 經 
T54n2130_008:1037b23	波婆國(譯曰淨也)	波 婆 國 譯 曰 淨 也 
T54n2130_008:1037b24	羅摩國(譯曰戲也)	羅 摩 國 譯 曰 戲 也 
T54n2130_008:1037c01	遮勒國(應云遮羅　譯曰動也)	遮 勒 國 應 云 遮 羅 譯 曰 動 也 
T54n2130_008:1037c02	毘[菟(色巴)+(〦一)]國(應云毘瘦經　譯曰切入也)	毘 [菟色巴〦一] 國 應 云 毘 瘦 經 譯 曰 切 入 也 
T54n2130_008:1037c03	迦毘羅國(譯者曰仙人名)	迦 毘 羅 國 譯 者 曰 仙 人 名 
T54n2130_008:1037c04	瓶頭那羅國(應云頻頭那羅　譯曰頻頭者諦那羅者漏刻)	瓶 頭 那 羅 國 應 云 頻 頭 那 羅 譯 曰 頻 頭 者 諦 那 羅 者 漏 刻 
T54n2130_008:1037c05	賴吒槃提國(譯曰賴吒者因槃提者護)　世尊繫念經	賴 吒 槃 提 國 譯 曰 賴 吒 者 因 槃 提 者 護 世 尊 繫 念 經 
T54n2130_008:1037c06	葉波國(譯曰蛇也)	葉 波 國 譯 曰 蛇 也 
T54n2130_008:1037c07	楗陀賴國(應云楗他賴吒　譯曰香國)　雜經	楗 陀 賴 國 應 云 楗 他 賴 吒 譯 曰 香 國 雜 經 
T54n2130_008:1037c08	楗陀越國(應云楗陀婆那　譯曰香林)	楗 陀 越 國 應 云 楗 陀 婆 那 譯 曰 香 林 
T54n2130_008:1037c09	阿羅鷄國(譯曰垂髮)　大神將軍呪經	阿 羅 鷄 國 譯 曰 垂 髮 大 神 將 軍 呪 經 
T54n2130_008:1037c10	乾陀越國(應云乾楗婆　譯曰嗅香亦云樂神)　王子法益經	乾 陀 越 國 應 云 乾 楗 婆 譯 曰 嗅 香 亦 云 樂 神 王 子 法 益 經 
T54n2130_008:1037c11	婆羅越國(應云波羅婆底　譯曰彼有)　佛問四童子經	婆 羅 越 國 應 云 波 羅 婆 底 譯 曰 彼 有 佛 問 四 童 子 經 
T54n2130_008:1037c12	毘荼國(譯曰智也)	毘 荼 國 譯 曰 智 也 
T54n2130_008:1037c13	那羅干陀國(譯曰荻聚)　成實論第九卷	那 羅 干 陀 國 譯 曰 荻 聚 成 實 論 第 九 卷 
T54n2130_008:1037c14	康衢國(譯曰栗也)	康 衢 國 譯 曰 栗 也 
T54n2130_008:1037c15	村婆村婆施(傳曰國界)　外國傳第二卷	村 婆 村 婆 施 傳 曰 國 界 外 國 傳 第 二 卷 
T54n2130_008:1037c16	國多國(傳曰默然國也)	國 多 國 傳 曰 默 然 國 也 
T54n2130_008:1037c17	迦羅奢木(傳曰滿鷹金國)　第四卷	迦 羅 奢 木 傳 曰 滿 鷹 金 國 第 四 卷 
T54n2130_008:1037c18	伽沙國(譯曰不正語也)　歷國傳第一卷	伽 沙 國 譯 曰 不 正 語 也 歷 國 傳 第 一 卷 
T54n2130_008:1037c19	波盧國(譯曰護也)	波 盧 國 譯 曰 護 也 
T54n2130_008:1037c20	富那跋檀國(傳曰豊滿)　第三卷	富 那 跋 檀 國 傳 曰 豊 滿 第 三 卷 
T54n2130_008:1037c21	乾若國(譯曰藏也)	乾 若 國 譯 曰 藏 也 
T54n2130_008:1037c22	伽鼻國(譯曰有牛)	伽 鼻 國 譯 曰 有 牛 
T54n2130_008:1037c23	婆施彊國(譯曰自在行也)	婆 施 彊 國 譯 曰 自 在 行 也 
T54n2130_008:1037c24	波私國(譯曰繩也)　第四卷	波 私 國 譯 曰 繩 也 第 四 卷 
T54n2130_008:1038a01	阿那羅國(譯曰火也)	阿 那 羅 國 譯 曰 火 也 
T54n2130_008:1038a02	城名第四十四	城 名 第 四 十 四 
T54n2130_008:1038a03	婆羅[木*奈](應云婆羅那和亦云婆羅[木*奈]　譯者曰江名也)　大智論第一卷	婆 羅 [木奈]應云婆羅那和亦云婆羅[木奈] 譯 者 曰 江 名 也 大 智 論 第 一 卷 
T54n2130_008:1038a04	毘舍離(亦云毘耶離　譯曰廣博)	毘 舍 離 亦 云 毘 耶 離 譯 曰 廣 博 
T54n2130_008:1038a05	舍婆提城(應云尸羅跋兜亦云舍衛　譯者曰仙人住處)	舍 婆 提 城 應 云 尸 羅 跋 兜 亦 云 舍 衛 譯 者 曰 仙 人 住 處 
T54n2130_008:1038a06	迦毘羅婆(應云毘羅私兜亦云毘羅衛　譯曰迦毘羅者蒼跋私兜者住處)　第三卷	迦 毘 羅 婆 應 云 毘 羅 私 兜 亦 云 毘 羅 衛 譯 曰 迦 毘 羅 者 蒼 跋 私 兜 者 住 處 第 三 卷 
T54n2130_008:1038a07	區祇尼大地(應云區氏尼　譯曰大勝)	區 祇 尼 大 地 應 云 區 氏 尼 譯 曰 大 勝 
T54n2130_008:1038a08	富樓那跋檀大城(應云富樓那跋陀羅　論曰長功德城譯曰富樓那者滿跋陀羅者賢)	富 樓 那 跋 檀 大 城 應 云 富 樓 那 跋 陀 羅 論 曰 長 功 德 城 譯 曰 富 樓 那 者 滿 跋 陀 羅 者 賢 
T54n2130_008:1038a09	阿監車多羅大城(應云阿喜車多羅　譯曰阿喜者虵車多羅者[糸*育*ㄆ])	阿 監 車 多 羅 大 城 應 云 阿 喜 車 多 羅 譯 曰 阿 喜 者 虵 車 多 羅 者 [糸育ㄆ] 
T54n2130_008:1038a10	弗迦羅婆多大城(應云弗迦羅婆底亦云弗迦羅　譯曰弗迦羅婆底者有也)	弗 迦 羅 婆 多 大 城 應 云 弗 迦 羅 婆 底 亦 云 弗 迦 羅 譯 曰 弗 迦 羅 婆 底 者 有 也 
T54n2130_008:1038a11	婆翅多(亦云婆枳多　譯曰語憧)	婆 翅 多 亦 云 婆 枳 多 譯 曰 語 憧 
T54n2130_008:1038a12	拘睒鞞(亦云拘深　譯曰拘睒者藏鞞者有也)	拘 睒 鞞 亦 云 拘 深 譯 曰 拘 睒 者 藏 鞞 者 有 也 
T54n2130_008:1038a13	鳩樓城(譯曰鳩樓者作亦云姓也)	鳩 樓 城 譯 曰 鳩 樓 者 作 亦 云 姓 也 
T54n2130_008:1038a14	婆羅利弗多羅(應云波吒利弗多羅　譯者曰波吒利者樹名弗多羅者子)	婆 羅 利 弗 多 羅 應 云 波 吒 利 弗 多 羅 譯 者 曰 波 吒 利 者 樹 名 弗 多 羅 者 子 
