T32n1660_001:0517b10	菩提資糧論卷第一	菩提資糧論 卷 第 一 
T32n1660_006:0539a20	尊是菩薩善知識。為助持諸佛法故。勸出家	尊 是 菩 薩 善 知 識 為 助 持 諸 佛 法 故 勸 出 家 
T32n1660_006:0539a21	者是菩薩善知識。為助持諸善根故。乞求者	者 是 菩 薩 善 知 識 為 助 持 諸 善 根 故 乞 求 者 
T32n1660_006:0539a22	是菩薩善知識。為助持菩提心故。此四種菩	是 菩 薩 善 知 識 為 助 持 菩 提 心 故 此 四 種 菩 
T32n1660_006:0539a23	薩善知識。應當親近。	薩 善 知 識 應 當 親 近 
T32n1660_006:0539a24	　依止世論者　　專求世財者	 依 止 世 論 者 專 求 世 財 者 
T32n1660_006:0539a25	　信解獨覺乘　　及以聲聞乘	 信 解 獨 覺 乘 及 以 聲 聞 乘 
T32n1660_006:0539a26	此四種菩薩惡知識。應當知之。何等為四。所	此 四 種 菩 薩 惡 知 識 應 當 知 之 何 等 為 四 所 
T32n1660_006:0539a27	謂世論者。習近種種雜辯才故。攝世財物者。	謂 世 論 者 習 近 種 種 雜 辯 才 故 攝 世 財 物 者 
T32n1660_006:0539a28	不攝法故。獨覺乘者。少義利少作事故。聲聞	不 攝 法 故 獨 覺 乘 者 少 義 利 少 作 事 故 聲 聞 
T32n1660_006:0539a29	乘者。自利行故。	乘 者 自 利 行 故 
T32n1660_006:0539b01	　此四惡知識　　菩薩應當知	 此 四 惡 知 識 菩 薩 應 當 知 
T32n1660_006:0539b02	　復有應求者　　所謂四大藏	 復 有 應 求 者 所 謂 四 大 藏 
T32n1660_006:0539b03	如前所說四種知識。是惡知識知已應離。復	如前所說 四 種 知 識 是 惡 知 識 知 已 應 離 復 
T32n1660_006:0539b04	有應求得者。所謂四大藏。	有 應 求 得 者 所 謂 四 大 藏 
T32n1660_006:0539b05	　佛出聞諸度　　及於法師所	 佛 出 聞 諸 度 及 於 法 師 所 
T32n1660_006:0539b06	　見之心無礙　　樂住空閑處	 見 之 心 無 礙 樂 住空閑處 
T32n1660_006:0539b07	此四種菩薩大藏。應當得之。何等為四。所謂	此 四 種 菩 薩 大 藏 應 當 得 之 何 等 為 四 所 謂 
T32n1660_006:0539b08	奉事出世諸佛聽聞六波羅蜜。以無礙心見	奉 事 出 世 諸 佛 聽 聞 六波羅蜜 以 無 礙 心 見 
T32n1660_006:0539b09	於法師。以不放逸樂住空閑之處。此是四種	於 法 師 以 不 放 逸 樂 住 空 閑 之 處 此 是 四 種 
T32n1660_006:0539b10	菩薩大藏。應當得之。	菩 薩 大 藏 應 當 得 之 
T32n1660_006:0539b11	　地水火風空　　悉與其相似	 地水火風 空 悉 與 其 相 似 
T32n1660_006:0539b12	　一切處平等　　利益諸眾生	 一 切 處 平 等 利 益 諸 眾 生 
T32n1660_006:0539b13	與地水火風虛空等。有二因緣相似菩薩。應	與 地水火風 虛 空 等 有 二 因 緣 相 似 菩 薩 應 
T32n1660_006:0539b14	當攝受。所謂平等故。利益故。如地等大及虛	當 攝 受 所 謂 平 等 故 利 益 故 如 地 等 大 及 虛 
T32n1660_006:0539b15	空五種。於有心無心中一切處平等。無有異	空 五 種 於 有 心 無 心 中 一 切 處 平 等 無 有 異 
T32n1660_006:0539b16	相。諸眾生等常所資用。而無變異不求報	相 諸 眾 生 等 常 所 資 用 而 無 變 異 不 求 報 
T32n1660_006:0539b17	恩。我亦如是。乃至覺場究竟。為諸眾生之所	恩 我 亦 如 是 乃 至 覺 場 究 竟 為 諸 眾 生 之 所 
T32n1660_006:0539b18	資用。而無變異不求報恩。	資 用 而 無 變 異 不 求 報 恩 
T32n1660_006:0539b19	　當善思惟義　　勤生陀羅尼	 當 善 思 惟 義 勤 生 陀 羅 尼 
T32n1660_006:0539b20	　勿於聽法者　　為作於障礙	 勿 於 聽 法 者 為 作 於 障 礙 
T32n1660_006:0539b21	義者。佛所說義。於彼當善思惟。若共談若獨	義 者 佛 所 說 義 於 彼 當 善 思 惟 若 共 談 若 獨 
T32n1660_006:0539b22	住。應如是作。又安住禁戒清淨心意。精勤鮮	住 應 如 是 作 又 安 住 禁 戒 清 淨 心 意 精 勤 鮮 
T32n1660_006:0539b23	潔當生及聞銀主海主等陀羅尼。又於聽法	潔 當 生 及 聞 銀 主 海 主 等 陀 羅 尼 又 於 聽 法 
T32n1660_006:0539b24	者所。勿以微少因緣而作障礙。為離法災生	者 所 勿 以 微 少 因 緣 而 作 障 礙 為 離 法 災 生 
T32n1660_006:0539b25	業故。	業 故 
T32n1660_006:0539b26	　惱中能調伏　　小事捨無餘	 惱 中 能 調 伏 小 事 捨 無 餘 
T32n1660_006:0539b27	　八種懈怠事　　皆亦應除斷	 八 種 懈 怠 事 皆 亦 應 除 斷 
T32n1660_006:0539b28	惱中能調伏者。於中有九種惱事。所謂於我	惱 中 能 調 伏 者 於 中 有 九 種 惱 事 所 謂 於 我 
T32n1660_006:0539b29	作無利益。已作今作當作。是為三種。於我親	作 無 利 益 已 作 今 作 當 作 是 為 三 種 於 我 親 
T32n1660_006:0539c01	愛作無利益。已作今作當作。復為三種。於我	愛 作 無 利 益 已 作 今 作 當 作 復 為 三 種 於 我 
T32n1660_006:0539c02	憎嫌與作利益。已作今作當作。復為三種。此	憎 嫌 與 作 利 益 已 作 今 作 當 作 復 為 三 種 此 
T32n1660_006:0539c03	等皆作惱事。於此九種惱事之中。當自調伏。	等 皆 作 惱 事 於 此 九 種 惱 事 之 中 當 自 調 伏 
T32n1660_006:0539c04	小事捨無餘者。於中有二十種小事。所謂不	小 事 捨 無 餘 者 於 中 有 二 十 種 小 事 所 謂 不 
T32n1660_006:0539c05	信(一)無慚(二)諂幻(三)掉(四)亂(五)放逸(六)害(七)無愧(八)	信 一 無 慚 二 諂 幻 三 掉 四 亂 五 放 逸 六 害 七 無 愧 八 
T32n1660_006:0539c06	懈怠(九)憂(十)昏(十一舊睡)睡(十二舊眠)恨(十三)覆(十四)嫉(十五)慳(十六)高	懈 怠 九 憂 十 昏 十 一 舊 睡 睡 十 二 舊 眠 恨 十 三 覆 十 四 嫉 十 五 慳 十 六 高 
T32n1660_006:0539c07	(十七)忿(十八)悔(十九)悶(二十)。	 十 七 忿 十 八 悔 十 九 悶 二 十 
T32n1660_006:0539c08	此等二十種小事。皆捨無餘。八種懈怠事皆	此 等 二 十 種 小 事 皆 捨 無 餘 八 種 懈 怠 事 皆 
T32n1660_006:0539c09	亦應除斷者。於中有八種懈怠事。所謂我欲	亦 應 除 斷 者 於 中 有 八 種 懈 怠 事 所 謂 我 欲 
T32n1660_006:0539c10	作務即便安臥。不發精進(一)。我作務已(二)。我於	作 務 即 便 安 臥 不 發 精 進 一 我 作 務 已 二 我 於 
T32n1660_006:0539c11	行路(三)。我行路已(四)。我身疲乏。不能修業(五)。我	行 路 三 我 行 路 已 四 我 身 疲 乏 不 能 修 業 五 我 
T32n1660_006:0539c12	身沈重。不能修業(六)。我已生病(七)。我病得起不	身 沈 重 不 能 修 業 六 我 已 生 病 七 我 病 得 起 不 
T32n1660_006:0539c13	久即便安臥。不發精進(八)。由此等故。應得不	久 即 便 安 臥 不 發 精 進 八 由 此 等 故 應 得 不 
T32n1660_006:0539c14	得應到不到應證不證。此等八種懈怠事中。	得 應 到 不 到 應 證 不 證 此 等 八 種 懈 怠 事 中 
T32n1660_006:0539c15	為除斷故。應發精進。	為 除 斷 故 應 發 精 進 
T32n1660_006:0539c16	　莫作非分貪　　橫貪不稱意	 莫 作 非 分 貪 橫 貪 不 稱 意 
T32n1660_006:0539c17	　離者皆令合　　無問親非親	 離 者 皆 令 合 無 問 親 非 親 
T32n1660_006:0539c18	若見具足利養名聞安樂稱譽福德眾生。於	若 見 具 足 利 養 名 聞 安 樂 稱 譽 福 德 眾 生 於 
T32n1660_006:0539c19	彼具足福中。莫作非分貪心。以作非分貪心	彼 具 足 福 中 莫 作 非 分 貪 心 以 作 非 分 貪 心 
T32n1660_006:0539c20	則不稱意。是故所不應作。又於各各共諍離	則 不 稱 意 是 故 所 不 應 作 又 於 各 各 共 諍 離 
T32n1660_006:0539c21	壞眾生中。無問親與非親。皆令和合。同心	壞 眾 生 中 無 問 親 與 非 親 皆 令 和 合 同 心 
T32n1660_006:0539c22	相愛。	相 愛 
T32n1660_006:0539c23	　於空而得空　　智者莫依行	 於 空 而 得 空 智 者 莫 依 行 
T32n1660_006:0539c24	　若當得於空　　彼惡過身見	 若 當 得 於 空 彼 惡 過 身 見 
T32n1660_006:0539c25	依空拔除大無智聚故。智者莫依得空而行。	依 空 拔 除 大 無 智 聚 故 智 者 莫 依 得 空 而 行 
T32n1660_006:0539c26	若依得空而行。則於有身見人。難治過之惡	若 依 得 空 而 行 則 於 有 身 見 人 難 治 過 之 惡 
T32n1660_006:0539c27	亦過之。以諸見行由空出離。若著空見彼不	亦 過 之 以 諸 見 行 由 空 出 離 若 著 空 見 彼 不 
T32n1660_006:0539c28	可治。以更無令出離故。	可 治 以 更 無 令 出 離 故 
T32n1660_006:0539c29	　掃塗與莊嚴　　及多種鼓樂	 掃 塗 與 莊 嚴 及 多 種 鼓 樂 
T32n1660_006:0540a01	　香鬘等供具　　供養於支提	 香 鬘 等 供 具 供 養 於 支 提 
T32n1660_006:0540a02	於如來支提及形像所。掃地塗地香鬘燒香	於 如 來 支 提 及 形 像 所 掃 地 塗 地 香 鬘 燒 香 
T32n1660_006:0540a03	末香華蓋幢幡等。莊嚴供養之具。當作供養。	末 香 華 蓋 幢 幡 等 莊 嚴 供養之具 當 作 供 養 
T32n1660_006:0540a04	為得端正戒香自在故。貝笛箜篌腰鼓大鼓	為 得 端 正 戒 香 自 在 故 貝 笛 箜 篌 腰 鼓 大 鼓 
T32n1660_006:0540a05	雷鼓拍手等。種種鼓樂供養。為得天耳故。	雷 鼓 拍 手 等 種 種 鼓 樂 供 養 為 得 天 耳 故 
T32n1660_006:0540a06	　作種種燈輪　　供養支提舍	 作 種 種 燈 輪 供 養 支 提 舍 
T32n1660_006:0540a07	　施蓋及革屣　　騎乘車輿等	 施 蓋 及 革 屣 騎 乘 車 輿 等 
T32n1660_006:0540a08	支提舍中。應以種種香油酥燈鬘等善作供	支 提 舍 中 應 以 種 種 香 油 酥 燈 鬘 等 善 作 供 
T32n1660_006:0540a09	養。為得佛眼故。布施傘蓋皮鞋象馬車輿乘	養 為 得 佛 眼 故 布 施 傘 蓋 皮 鞋 象 馬 車 輿 乘 
T32n1660_006:0540a10	等。為得菩薩無上神通乘不難故。	等 為 得 菩 薩 無 上 神 通 乘 不 難 故 
T32n1660_006:0540a11	　專應喜樂去　　樂知信佛得	 專 應 喜 樂 去 樂 知 信 佛 得 
T32n1660_006:0540a12	　喜樂給侍僧　　亦樂聞正法	 喜 樂 給 侍 僧 亦 樂 聞 正 法 
T32n1660_006:0540a13	於中菩薩。常應如是喜樂於法。莫喜五欲福	於 中 菩 薩 常 應 如 是 喜 樂 於 法 莫 喜 五 欲 福 
T32n1660_006:0540a14	樂。當知信佛所得之利。莫唯信樂見於色身。	樂 當 知 信 佛 所 得 之 利 莫 唯 信 樂 見 於 色 身 
T32n1660_006:0540a15	當於僧中以諸樂具常憙給侍。莫唯憙詣問	當 於 僧 中 以 諸 樂 具 常 憙 給 侍 莫 唯 憙 詣 問 
T32n1660_006:0540a16	訊而已。常憙聞法無有厭足。莫唯憙樂暫聞	訊 而 已 常 憙 聞 法 無有厭足 莫 唯 憙 樂 暫 聞 
T32n1660_006:0540a17	其語。	其 語 
T32n1660_006:0540a18	　前世中不生　　現在中不住	 前 世 中 不 生 現 在 中 不 住 
T32n1660_006:0540a19	　後際中不到　　如是觀諸法	 後 際 中 不 到 如 是 觀 諸 法 
T32n1660_006:0540a20	因緣和合力故。及無所從來故。前世中不生	因緣和合 力 故 及 無所從來 故 前 世 中 不 生 
T32n1660_006:0540a21	念念破滅故。及不住故。現在中不住滅無餘	念 念 破 滅 故 及 不 住 故 現 在 中 不 住 滅 無 餘 
T32n1660_006:0540a22	故。及無所至去故。後際中不到。應當如是觀	故 及 無 所 至 去 故 後 際 中 不 到 應 當 如 是 觀 
T32n1660_006:0540a23	察諸法。	察 諸 法 
T32n1660_006:0540a24	　好事與眾生　　不求彼好報	 好 事 與 眾 生 不 求 彼 好 報 
T32n1660_006:0540a25	　當為獨忍苦　　不自偏受樂	 當 為 獨 忍 苦 不 自 偏 受 樂 
T32n1660_006:0540a26	菩薩於諸眾生。當以好事而利樂之。自不希	菩 薩 於 諸 眾 生 當 以 好 事 而 利 樂 之 自 不 希 
T32n1660_006:0540a27	望彼等眾生利樂好事。及諸眾生有無量苦	望 彼 等 眾 生 利 樂 好 事 及 諸 眾 生 有 無 量 苦 
T32n1660_006:0540a28	相。我獨為其忍受。我有樂具。與諸眾生。受用	相 我 獨 為 其 忍 受 我 有 樂 具 與 諸 眾 生 受 用 
T32n1660_006:0540a29	為樂。	為 樂 
T32n1660_006:0540b01	　雖足大福報　　心不舉不喜	 雖 足 大 福 報 心 不 舉 不 喜 
T32n1660_006:0540b02	　雖貧如餓鬼　　亦不下不憂	 雖 貧 如 餓 鬼 亦 不 下 不 憂 
T32n1660_006:0540b03	雖住大具足福報天中。其心不作喜之與舉。	雖 住 大 具 足 福 報 天 中 其 心 不 作 喜 之 與 舉 
T32n1660_006:0540b04	雖為餓鬼貧窮破散逼惱此最難活。不應生	雖 為 餓 鬼 貧 窮 破 散 逼 惱 此 最 難 活 不 應 生 
T32n1660_006:0540b05	下心。亦復不應憂。何況人道貧窮破散。	下 心 亦 復 不 應 憂 何 況 人 道 貧 窮 破 散 
T32n1660_006:0540b06	　若有已學者　　應極尊重之	 若 有 已 學 者 應 極 尊 重 之 
T32n1660_006:0540b07	　未學令入學　　不應生輕蔑	 未 學 令 入 學 不 應 生 輕 蔑 
T32n1660_006:0540b08	若有已學眾生。於彼應作至極尊重。若未學	若 有 已 學 眾 生 於 彼 應 作 至 極 尊 重 若 未 學 
T32n1660_006:0540b09	者應令彼等入學。亦不應輕蔑之。	者 應 令 彼 等 入 學 亦 不 應 輕 蔑 之 
T32n1660_006:0540b10	　戒具者恭敬　　破戒令入戒	 戒 具 者 恭 敬 破 戒 令 入 戒 
T32n1660_006:0540b11	　智具者親近　　愚者令住智	 智 具 者 親 近 愚 者 令 住 智 
T32n1660_006:0540b12	戒具足人應當問訊。合掌向禮等而恭敬之。	戒 具 足 人 應 當 問 訊 合 掌 向 禮 等 而 恭 敬 之 
T32n1660_006:0540b13	亦應為彼說持戒福。若破戒者應令入戒。亦	亦 應 為 彼 說 持 戒 福 若 破 戒 者 應 令 入 戒 亦 
T32n1660_006:0540b14	應為彼說破戒罪。智具足者。應當親近。亦應	應 為 彼 說 破 戒 罪 智 具 足 者 應 當 親 近 亦 應 
T32n1660_006:0540b15	為彼顯智慧德。愚者應令住智。亦應為彼演	為 彼 顯 智 慧 德 愚 者 應 令 住 智 亦 應 為 彼 演 
T32n1660_006:0540b16	愚癡過。	愚 癡 過 
T32n1660_006:0540b17	　流轉苦多種　　生老死惡趣	 流 轉 苦 多 種 生 老 死 惡 趣 
T32n1660_006:0540b18	　不怖此等畏　　當降魔惡智	 不 怖 此 等 畏 當 降 魔 惡 智 
T32n1660_006:0540b19	菩薩於流轉中。流轉多種。生老死憂悲苦惱	菩 薩 於 流 轉 中 流 轉 多 種 生 老 死 憂 悲 苦 惱 
T32n1660_006:0540b20	等。地獄畜生餓鬼阿修羅惡趣等。不應怖畏。	等 地 獄 畜 生 餓 鬼 阿 修 羅 惡 趣 等 不 應 怖 畏 
T32n1660_006:0540b21	唯當降伏惡魔惡智。	唯 當 降 伏 惡 魔 惡 智 
T32n1660_006:0540b22	　所有諸佛土　　摶聚諸功德	 所 有 諸 佛 土 摶 聚 諸 功 德 
T32n1660_006:0540b23	　為皆得彼故　　發願及精進	 為 皆 得 彼 故 發 願 及 精 進 
T32n1660_006:0540b24	十方無量諸佛國土。若佛土具足。若佛土莊	十 方 無 量 諸 佛 國 土 若 佛 土 具 足 若 佛 土 莊 
T32n1660_006:0540b25	嚴。若從諸佛菩薩聞。若自見之。彼皆摶聚殊	嚴 若 從 諸佛菩薩 聞 若 自 見 之 彼 皆 摶 聚 殊 
T32n1660_006:0540b26	勝功德。皆令彼等入到自佛土中。應當作如	勝 功 德 皆 令 彼 等 入 到 自 佛 土 中 應 當 作 如 
T32n1660_006:0540b27	是願。隨所願即隨成就。亦應如是精勤修行。	是 願 隨 所 願 即 隨 成 就 亦 應 如 是 精 勤 修 行 
T32n1660_006:0540b28	　恒於諸法中　　不取而行捨	 恒 於 諸 法 中 不 取 而 行 捨 
T32n1660_006:0540b29	　此為諸眾生　　受擔欲荷負	 此 為 諸 眾 生 受 擔 欲 荷 負 
T32n1660_006:0540c01	以取故苦不取故樂。作是念已。恒於諸法不	以 取 故 苦 不 取 故 樂 作 是 念 已 恒 於 諸 法 不 
T32n1660_006:0540c02	取而捨。雖不取而捨。若此先時為趣菩提故。	取 而 捨 雖 不 取 而 捨 若 此 先 時 為 趣 菩 提 故 
T32n1660_006:0540c03	作願受擔眾生。未度者我當度。未脫者我當	作 願 受 擔 眾 生 未 度 者 我 當 度 未 脫 者 我 當 
T32n1660_006:0540c04	脫。未寂滅者我當寂滅。此應荷負為諸眾生	脫 未 寂 滅 者 我 當 寂 滅 此 應 荷 負 為 諸 眾 生 
T32n1660_006:0540c05	故。	故 
T32n1660_006:0540c06	　正觀於諸法　　無我無我所	 正 觀 於 諸 法 無 我 無 我 所 
T32n1660_006:0540c07	　亦勿捨大悲　　及以於大慈	 亦 勿 捨 大 悲 及 以 於 大 慈 
T32n1660_006:0540c08	說諸法無所有。如夢如幻故。諸法無我。其無	說 諸 法 無 所 有 如 夢 如 幻 故 諸法無我 其 無 
T32n1660_006:0540c09	我所者觀無相故。如是以最勝義法。觀此相	我 所 者 觀 無 相 故 如 是 以 最 勝 義 法 觀 此 相 
T32n1660_006:0540c10	時。然於眾生亦不捨大悲及以大慈。如是應	時 然 於 眾 生 亦 不 捨 大 悲 及 以 大 慈 如 是 應 
T32n1660_006:0540c11	當倍復稱量歎言奇哉。彼諸眾生癡闇所覆。	當 倍 復 稱 量 歎 言 奇 哉 彼 諸 眾 生 癡 闇 所 覆 
T32n1660_006:0540c12	著我我所。於此最勝義道法中。而不覺知。我	著 我 我 所 於 此 最 勝 義 道 法 中 而 不 覺 知 我 
T32n1660_006:0540c13	當何時。令彼眾生於此最勝義道法中而得	當 何 時 令 彼 眾 生 於 此 最 勝 義 道 法 中 而 得 
T32n1660_006:0540c14	覺知。是為於眾生中不捨大悲及以大慈。	覺 知 是 為 於 眾 生 中 不 捨 大 悲 及 以 大 慈 
T32n1660_006:0540c15	　勝過諸供養　　以供佛世尊	 勝 過 諸 供 養 以 供 佛 世 尊 
T32n1660_006:0540c16	　彼作何者是　　所謂法供養	 彼 作 何 者 是 所 謂 法 供 養 
T32n1660_006:0540c17	若有以諸供具。供養諸聲聞獨覺菩薩及佛	若 有 以 諸 供 具 供 養 諸 聲聞獨覺 菩 薩 及 佛 
T32n1660_006:0540c18	世尊。所謂或以諸華香鬘末香燈輪供養。或	世 尊 所 謂 或 以 諸 華 香 鬘 末 香 燈 輪 供 養 或 
T32n1660_006:0540c19	以諸蓋幢幡供養。或以諸音樂等供養。或以	以 諸 蓋 幢 幡 供 養 或 以 諸 音 樂 等 供 養 或 以 
