T44n1841_001:0143a24	因明義斷	因 明 義 斷 
T44n1841_001:0156c01	是色界。亦非全散心。何唯比量耶。又自問云。	是 色 界 亦 非 全 散 心 何 唯 比 量 耶 又 自 問 云 
T44n1841_001:0156c02	如睡眠聞思所引。睡眠通聞思。化心由修引。	如 睡 眠 聞 思 所 引 睡 眠 通 聞 思 化 心 由 修 引 
T44n1841_001:0156c03	化心通現量。答云。聞思約位起。睡眠通聞思。	化 心 通 現 量 答 云 聞 思 約 位 起 睡 眠 通 聞 思 
T44n1841_001:0156c04	現量離動搖。散心非現量。此釋未善。睡眠通	現 量 離 動 搖 散 心 非 現 量 此 釋 未 善 睡 眠 通 
T44n1841_001:0156c05	聞思。二量是何攝。若非二量既許是善。何非	聞 思 二 量 是 何 攝 若 非 二 量 既 許 是 善 何 非 
T44n1841_001:0156c06	量收。若比量者。即例睡眠。比量引眠。亦通比	量 收 若 比 量 者 即 例 睡 眠 比 量 引 眠 亦 通 比 
T44n1841_001:0156c07	量。化心現量引化心是現量。又變化非唯散。	量 化 心 現 量 引 化 心 是 現 量 又 變 化 非 唯 散 
T44n1841_001:0156c08	何假餘例。	何 假 餘 例 
T44n1841_001:0156c09	問若不是散。何名無記。答通二性。以為利樂	問 若 不 是 散 何 名 無 記 答 通 二 性 以 為 利 樂 
T44n1841_001:0156c10	及遊戲。故非全是散。復不全定。然屬定類	及 遊 戲 故 非 全 是 散 復 不 全 定 然 屬 定 類 
T44n1841_001:0156c11	問答中云。安慧八識皆悉有執。悉名非量。	問 答 中 云 安 慧 八 識 皆 悉 有 執 悉 名 非 量 
T44n1841_001:0156c12	此判不爾諸經論中。皆令依於三量觀法。理	此 判 不 爾 諸 經 論 中 皆 令 依 於 三 量 觀 法 理 
T44n1841_001:0156c13	門復說。諸修定者。及於貪等諸自證分。皆名	門 復 說 諸 修 定 者 及 於 貪 等 諸 自 證 分 皆 名 
T44n1841_001:0156c14	現量。見相遍計。可許非量。自證非妄。許通現	現 量 見 相 遍 計 可 許 非 量 自 證 非 妄 許 通 現 
T44n1841_001:0156c15	量故。又云。似現通比非量攝。以理門云。由	量 故 又 云 似 現 通 比 非 量 攝 以 理 門 云 由 
T44n1841_001:0156c16	此。即說憶念比度悕求等。皆非現量。非量所	此 即 說 憶 念 比 度 悕 求 等 皆 非 現 量 非 量 所 
T44n1841_001:0156c17	攝。亦即無違。比量所攝。此即成過。理門論	攝 亦 即 無 違 比 量 所 攝 此 即 成 過 理 門 論 
T44n1841_001:0156c18	中。云皆非現量。且簡取現。不云此等名為	中 云 皆 非 現 量 且 簡 取 現 不 云 此 等 名 為 
T44n1841_001:0156c19	似現。後出似現云。如是一切世俗有中。瓶等。	似 現 後 出 似 現 云 如是一切 世 俗 有 中 瓶 等 
T44n1841_001:0156c20	數等。舉等。有性瓶性等智。皆似現量。不說	數 等 舉 等 有 性 瓶 性 等 智 皆 似 現 量 不 說 
T44n1841_001:0156c21	憶念比度。即為似現。不障悕求疑智等。說	憶 念 比 度 即 為 似 現 不 障 悕 求 疑 智 等 說 
T44n1841_001:0156c22	名似現。又設憶念比度名似現者。亦非比量。	名 似 現 又 設 憶 念 比 度 名 似 現 者 亦 非 比 量 
T44n1841_001:0156c23	比量智者。是決定故憶無謬故。為定量故。	比 量 智 者 是 決 定 故 憶 無 謬 故 為 定 量 故 
T44n1841_001:0156c24	似現不爾。云何比收。正釋文中云。現量心	似 現 不 爾 云 何 比 收 正 釋 文 中 云 現 量 心 
T44n1841_001:0156c25	離教分別。何故瑜伽七十七云。若菩薩修所	離 教 分 別 何 故 瑜 伽 七 十 七 云 若 菩 薩 修 所 
T44n1841_001:0156c26	成慧。亦依於文。亦不依文。七十二云。名是聞	成 慧 亦 依 於 文 亦 不 依 文 七 十 二 云 名 是 聞 
T44n1841_001:0156c27	思所成。是三慧境界。解云。大小因明。據隨轉	思 所 成 是 三 慧 境 界 解 云 大 小 因 明 據 隨 轉 
T44n1841_001:0156c28	理說。喻伽據大乘盡理為論。又因明據不自	理 說 喻 伽 據 大 乘 盡 理 為 論 又 因 明 據 不 自 
T44n1841_001:0156c29	在說。伽論約自在者說。此非善釋。因明現量	在 說 伽 論 約 自 在 者 說 此 非 善 釋 因 明 現 量 
T44n1841_001:0157a01	離名分別者。非謂不緣名句文等。云離名分	離 名 分 別 者 非 謂 不 緣 名 句 文 等 云 離 名 分 
T44n1841_001:0157a02	別。以不如名定執其義。亦不謂義定屬其名。	別 以 不 如 名 定 執 其 義 亦 不 謂 義 定 屬 其 名 
T44n1841_001:0157a03	及外道教。諸邪名言。云離於名。瑜伽等論。與	及 外 道 教 諸 邪 名 言 云 離 於 名 瑜 伽 等 論 與 
T44n1841_001:0157a04	此相似。	此 相 似 
T44n1841_001:0157a05	解量果中云。第八無慧。依何說智。故更解云。	解 量 果 中 云 第 八 無 慧 依 何 說 智 故 更 解 云 
T44n1841_001:0157a06	夫現比取境。元為自悟。今取二境發解。分明	夫 現 比 取 境 元 為 自 悟 今 取 二 境 發 解 分 明 
T44n1841_001:0157a07	究竟解了。故彼果同聚相應。總名為智。即果	究 竟 解 了 故 彼 果 同 聚 相 應 總 名 為 智 即 果 
T44n1841_001:0157a08	智也。此釋與問元不相關。因八無慧。何為同	智 也 此 釋 與 問 元 不 相 關 因 八 無 慧 何 為 同 
T44n1841_001:0157a09	聚。總名為智。應知。此中說有二意。若汎言現	聚 總 名 為 智 應 知 此 中 說 有 二 意 若 汎 言 現 
T44n1841_001:0157a10	量。第八亦是為自開悟。因八等非此約自悟。	量 第 八 亦 是 為 自 開 悟 因 八 等 非 此 約 自 悟 
T44n1841_001:0157a11	故智為果。若非自悟。汎爾現量。即現量心。亦	故 智 為 果 若 非 自 悟 汎 爾 現 量 即 現 量 心 亦 
T44n1841_001:0157a12	名為果。故此論云。於二量中。即智名果。若量	名 為 果 故 此 論 云 於 二 量 中 即 智 名 果 若 量 
T44n1841_001:0157a13	皆智。何須說中。故此中言。有所簡別。何理得	皆 智 何 須 說 中 故 此 中 言 有 所 簡 別 何 理 得 
T44n1841_001:0157a14	知。非智現量。即心為果。即集量論以為明證。	知 非 智 現 量 即 心 為 果 即 集 量 論 以 為 明 證 
T44n1841_001:0157a15	故集量論云。似境相所量。能取見自證。即	故 集 量 論 云 似 境 相 所 量 能 取 見 自 證 即 
T44n1841_001:0157a16	能量及果。是三體無別。成唯識論第二。四分	能 量 及 果 是 三 體 無 別 成 唯 識 論 第 二 四 分 
T44n1841_001:0157a17	廣明。	廣 明 
T44n1841_001:0157a18	解能破中。敘舊解云。又聲論師對佛弟子。	解 能 破 中 敘 舊 解 云 又 聲 論 師 對 佛 弟 子 
T44n1841_001:0157a19	立聲為常。德所依故。猶如擇滅。諸非常者。皆	立 聲 為 常 德 所 依 故 猶 如 擇 滅 諸 非 常 者 皆 
T44n1841_001:0157a20	非德依。如四大種。此德依因。雖有所言。三相	非 德 依 如 四 大 種 此 德 依 因 雖 有 所 言 三 相 
T44n1841_001:0157a21	並闕。判云。此恐未然。此應但是不成因攝。非	並 闕 判 云 此 恐 未 然 此 應 但 是 不 成 因 攝 非 
T44n1841_001:0157a22	謂缺減。此判不然。未詳作意。若據支顯。此不	謂 缺 減 此 判 不 然 未 詳 作 意 若 據 支 顯 此 不 
T44n1841_001:0157a23	成收。今據相明。三相都闕。故是闕過。又闕初	成 收 今 據 相 明 三 相 都 闕 故 是 闕 過 又 闕 初 
T44n1841_001:0157a24	相。可名不成。亦闕後二。何獨不成。故名缺	相 可 名 不 成 亦 闕 後 二 何 獨 不 成 故 名 缺 
T44n1841_001:0157a25	減。又引古云。又解云。古師既以八為能立。	減 又 引 古 云 又 解 云 古 師 既 以 八 為 能 立 
T44n1841_001:0157a26	故亦依此以辨闕過。謂闕一有八。闕二有二	故 亦 依 此 以 辨 闕 過 謂 闕 一 有 八 闕 二 有 二 
T44n1841_001:0157a27	十八。乃至闕七有八。闕八有一。名闕減過者。	十 八 乃 至 闕 七 有 八 闕 八 有 一 名 闕 減 過 者 
T44n1841_001:0157a28	於理恐乖。且如現比二量。依何等相說名為	於 理 恐 乖 且 如 現 比 二 量 依 何 等 相 說 名 為 
T44n1841_001:0157a29	闕。若以立量之時。無故名闕。有故名具。其相	闕 若 以 立 量 之 時 無 故 名 闕 有 故 名 具 其 相 
T44n1841_001:0157b01	云何。若以違現比故名闕。不違名具者。既違	云 何 若 以 違 現 比 故 名 闕 不 違 名 具 者 既 違 
T44n1841_001:0157b02	現比。理應即於宗因喻中。隨其所應。定不成	現 比 理 應 即 於 宗 因 喻 中 隨其所應 定 不 成 
T44n1841_001:0157b03	就。如何說言有闕一等過。故知非也。此判全	就 如 何 說 言 有 闕 一 等 過 故 知 非 也 此 判 全 
T44n1841_001:0157b04	非。設宗因喻。違現比量。何非闕過。如闕有法	非 設 宗 因 喻 違 現 比 量 何 非 闕 過 如 闕 有 法 
T44n1841_001:0157b05	說因無依。宗等違量。何非是闕。既陳三支	說 因 無 依 宗 等 違 量 何 非 是 闕 既 陳 三 支 
T44n1841_001:0157b06	非是三闕。但違二量。故是闕過。方又二量。據	非 是 三 闕 但 違 二 量 故 是 闕 過 方 又 二 量 據 
T44n1841_001:0157b07	立論者自解宗智。要依於自現比二智。以立	立 論 者 自 解 宗 智 要 依 於 自 現 比 二 智 以 立 
T44n1841_001:0157b08	比量。若自不閑。何以能立。故理門云。如自決	比 量 若 自 不 閑 何 以 能 立 故 理 門 云 如 自 決 
T44n1841_001:0157b09	定已。悕他決定生。又云。如是應知。悟他比	定 已 悕 他 決 定 生 又 云 如 是 應 知 悟 他 比 
T44n1841_001:0157b10	量。亦不離此。得成能立。故闕成過。又違二	量 亦 不 離 此 得 成 能 立 故 闕 成 過 又 違 二 
T44n1841_001:0157b11	量。即宗因喻不須別說。能立已說宗因喻	量 即 宗 因 喻 不 須 別 說 能 立 已 說 宗 因 喻 
T44n1841_001:0157b12	訖。何須復說現等量耶。又宗等違猶無二智。	訖 何 須 復 說 現 等 量 耶 又 宗 等 違 猶 無 二 智 
T44n1841_001:0157b13	故置此違。若依二智立必無違。故闕成過。然	故 置 此 違 若 依 二 智 立 必 無 違 故 闕 成 過 然 
T44n1841_001:0157b14	隨一闕。非是闕過。作句數爾。若闕二時。方為	隨 一 闕 非 是 闕 過 作 句 數 爾 若 闕 二 時 方 為 
T44n1841_001:0157b15	過故。自釋闕中。約因一喻二及因三相。句雖	過 故 自 釋 闕 中 約 因 一 喻 二 及 因 三 相 句 雖 
T44n1841_001:0157b16	有七。過容有六。以闕異喻有非過故。若無故	有 七 過 容 有 六 以 闕 異 喻 有 非 過 故 若 無 故 
T44n1841_001:0157b17	明闕。非缺減過。有故辨闕故是過如前。故	明 闕 非 缺 減 過 有 故 辨 闕 故 是 過 如 前 故 
T44n1841_001:0157b18	容有六。此亦不爾。有故辨違。亦不成過可	容 有 六 此 亦 不 爾 有 故 辨 違 亦 不 成 過 可 
T44n1841_001:0157b19	容有六。有故辨闕既許是過即容有七。何	容 有 六 有 故 辨 闕 既 許 是 過 即 容 有 七 何 
T44n1841_001:0157b20	但言六。又標說云及因三相。因三相中七句	但 言 六 又 標 說 云 及 因 三 相 因 三 相 中 七 句 
T44n1841_001:0157b21	皆過。何容只六。又言闕異此非是過。此	皆 過 何 容 只 六 又 言 闕 異 此 非 是 過 此 
T44n1841_001:0157b22	非了義。如立無常。常空非有。名闕異者。此判	非 了 義 如 立 無 常 常 空 非 有 名 闕 異 者 此 判 
T44n1841_001:0157b23	定非。故彼論云。若無常宗。全無異品。對不立	定 非 故 彼 論 云 若 無 常 宗 全 無 異 品 對 不 立 
T44n1841_001:0157b24	有虛空等。論云何得說彼處此無。此敘他設	有 虛 空 等 論 云 何 得 說 彼 處 此 無 此 敘 他 設 
T44n1841_001:0157b25	難。非謂陳那不說為異故。論主答云。若彼無	難 非 謂 陳 那 不 說 為 異 故 論 主 答 云 若 彼 無 
T44n1841_001:0157b26	有。於彼不轉。全無有疑。故無此過。既言於彼	有 於 彼 不 轉 全 無 有 疑 故 無 此 過 既 言 於 彼 
T44n1841_001:0157b27	不轉。全無有過。即是異品云無有過。故前	不 轉 全 無 有 過 即 是 異 品 云 無 有 過 故 前 
T44n1841_001:0157b28	復云。若所立無說名異品。非與同品相違或	復 云 若 所 立 無 說 名 異 品 非 與 同 品 相 違 或 
T44n1841_001:0157b29	異。此意不要有體方名異喻。但無所立即名	異 此 意 不 要 有 體 方 名 異 喻 但 無 所 立 即 名 
T44n1841_001:0157c01	異故。故理門論正解喻云。前是遮詮。後唯止	異 故 故 理 門 論 正 解 喻 云 前 是 遮 詮 後 唯 止 
T44n1841_001:0157c02	濫。由合及離比度義故。由是雖對不立實有	濫 由 合 及 離 比 度 義 故 由 是 雖 對 不 立 實 有 
T44n1841_001:0157c03	大虛空等。而得顯示無有宗處無因義成。此	大 虛 空 等 而 得 顯 示 無 有 宗 處 無 因 義 成 此 
T44n1841_001:0157c04	即異喻不說云闕。若要有體方為異喻亦是	即 異 喻 不 說 云 闕 若 要 有 體 方 為 異 喻 亦 是 
T44n1841_001:0157c05	遮詮。何成止濫。又解二似喻中。似同即有	遮 詮 何 成 止 濫 又 解 二 似 喻 中 似 同 即 有 
T44n1841_001:0157c06	無俱不成。似異喻即無無俱不遣。無既雙遣。	無 俱 不 成 似 異 喻 即 無 無 俱 不 遣 無 既 雙 遣 
T44n1841_001:0157c07	何非異喻。故知。言闕於異喻者。或言中不陳。	何 非 異 喻 故 知 言 闕 於 異 喻 者 或 言 中 不 陳 
T44n1841_001:0157c08	或雖陳言。隨有不遣。即闕因相。名之為闕。此	或 雖 陳 言 隨 有 不 遣 即 闕 因 相 名 之 為 闕 此 
T44n1841_001:0157c09	無異依。有異法喻。前雖具明。對此故亦更	無 異 依 有 異 法 喻 前 雖 具 明 對 此 故 亦 更 
T44n1841_001:0157c10	說。	說 
T44n1841_001:0157c11	又據世親五支之中。明缺減過者。有二十五	又 據 世 親 五 支 之 中 明 缺 減 過 者 有 二 十 五 
T44n1841_001:0157c12	或二十一。謂闕一有五。闕二有七。闕三有十。	或 二 十 一 謂 闕 一 有 五 闕 二 有 七 闕 三 有 十 
T44n1841_001:0157c13	全闕有一。取捨如前。准此。只有二十三句。二	全 闕 有 一 取 捨 如 前 准 此 只 有 二 十 三 句 二 
T44n1841_001:0157c14	十五句一總不相當。或是寫錯。更勘餘本。	十 五 句 一 總 不 相 當 或 是 寫 錯 更 勘 餘 本 
T44n1841_001:0157c15	又敘方便心論三種增減。即證瑜伽云。言詞	又 敘 方 便 心 論 三 種 增 減 即 證 瑜 伽 云 言 詞 
T44n1841_001:0157c16	複重。或復減少。對法云無限者。謂言詞重	複 重 或 復 減 少 對 法 云 無 限 者 謂 言 詞 重 
T44n1841_001:0157c17	疊。所說義理。或增或減。此並古德成文。何得	疊 所 說 義 理 或 增 或 減 此 並 古 德 成 文 何 得 
T44n1841_001:0157c18	說言古師八為能立。即望八法辨闕。此亦不	說 言 古 師 八 為 能 立 即 望 八 法 辨 闕 此 亦 不 
T44n1841_001:0157c19	然。瑜伽顯揚對法三論。皆自顯說能立有八。	然 瑜 伽 顯 揚 對 法 三 論 皆 自 顯 說 能 立 有 八 
T44n1841_001:0157c20	何以故違云不說八。何不令陳那就古師能	何 以 故 違 云 不 說 八 何 不 令 陳 那 就 古 師 能 
T44n1841_001:0157c21	立八。強欲會本論就末陳那三。由此故知。今	立 八 強 欲 會 本 論 就 末 陳 那 三 由 此 故 知 今 
T44n1841_001:0157c22	古意殊。各不乖返。廣會如前及本疏述。	古 意 殊 各 不 乖 返 廣 會 如 前 及 本 疏 述 
T44n1841_001:0157c23	論說其宗亦名能立。已如前解。更不繁述。若	論 說 其 宗 亦 名 能 立 已 如 前 解 更 不 繁 述 若 
T44n1841_001:0157c24	必宗支定為能立。何為所立。無所說能理為	必 宗 支 定 為 能 立 何 為 所 立 無 所 說 能 理 為 
T44n1841_001:0157c25	不可。若云非要故不說者。立量本令他悟。無	不 可 若 云 非 要 故 不 說 者 立 量 本 令 他 悟 無 
