T18n0850_001:0065a03	刻密軌序	刻 密 軌 序 
T18n0850_003:0084c16	　自身成大我　　囉字淨諸垢	 自 身 成 大 我 囉 字 淨 諸 垢 
T18n0850_003:0084c17	　安住瑜伽座　　尋念諸如來	 安 住 瑜 伽 座 尋 念 諸 如 來 
T18n0850_003:0084c18	　頂授諸弟子　　阿字大空點	 頂 授 諸 弟 子 阿 字 大 空 點 
T18n0850_003:0084c19	　智者傳妙華　　令散於自身	 智 者 傳 妙 華 令 散 於 自 身 
T18n0850_003:0084c20	　為說內所見　　行人宗奉處	 為 說 內 所 見 行 人 宗 奉 處 
T18n0850_003:0084c21	　此最上壇故　　應與三昧耶	 此 最 上 壇 故 應 與 三 昧 耶 
T18n0850_003:0084c22	　次陳八祕密　　智慧三昧合	 次 陳 八 祕 密 智 慧 三 昧 合 
T18n0850_003:0084c23	　舒散地風輪　　如放于光焰	 舒 散 地 風 輪 如 放 于 光 焰 
T18n0850_003:0084c24	　此名寶幢佛　　本生威德印	 此 名 寶 幢 佛 本 生 威 德 印 
T18n0850_003:0084c25	　曼荼羅三角　　而具大光明	 曼 荼 羅 三 角 而 具 大 光 明 
T18n0850_003:0084c26	　皆住本尊形　　如尊獲悉地	 皆 住 本 尊 形 如 尊 獲 悉 地 
T18n0850_003:0084c27	　次明開敷華　　金剛不壞印	 次 明 開 敷 華 金 剛 不 壞 印 
T18n0850_003:0084c28	　準前威德印　　屈風加空上	 準 前 威 德 印 屈 風 加 空 上 
T18n0850_003:0084c29	　印如嚩字形　　曼荼相如字	 印 如 嚩 字 形 曼 荼 相 如 字 
T18n0850_003:0085a01	　迴有金剛光　　次明無量壽	 迴 有 金 剛 光 次 明 無 量 壽 
T18n0850_003:0085a02	　蓮華藏大印　　初印散火水	 蓮 華 藏 大 印 初 印 散 火 水 
T18n0850_003:0085a03	　地合空亦然　　月輪曼荼羅	 地 合 空 亦 然 月 輪 曼 荼 羅 
T18n0850_003:0085a04	　波頭華圍繞　　次明鼓音王	 波 頭 華 圍 繞 次 明 鼓 音 王 
T18n0850_003:0085a05	　萬德莊嚴印　　二地屈入掌	 萬 德 莊 嚴 印 二 地 屈 入 掌 
T18n0850_003:0085a06	　餘相同華藏　　其壇如半月	 餘 相 同 華 藏 其 壇 如 半 月 
T18n0850_003:0085a07	　空點遍圍繞　　火方支分印	 空 點 遍 圍 繞 火 方 支 分 印 
T18n0850_003:0085a08	　二羽合如蓮　　二空屈並建	 二 羽 合 如 蓮 二 空 屈 並 建 
T18n0850_003:0085a09	　普賢曼荼羅　　猶如迦羅捨	 普 賢 曼 荼 羅 猶 如 迦 羅 捨 
T18n0850_003:0085a10	　滿月金剛繞　　伊舍方觀音	 滿 月 金 剛 繞 伊 舍 方 觀 音 
T18n0850_003:0085a11	　準前支分印　　屈火餘如前	 準 前 支 分 印 屈 火 餘 如 前 
T18n0850_003:0085a12	　曼荼如彩虹　　遍垂金剛幡	 曼 荼 如 彩 虹 遍 垂 金 剛 幡 
T18n0850_003:0085a13	　涅里底神方　　法住妙吉祥	 涅 里 底 神 方 法 住 妙 吉 祥 
T18n0850_003:0085a14	　蓮合火輪舒　　地空自相合	 蓮 合 火 輪 舒 地 空 自 相 合 
T18n0850_003:0085a15	　曼荼如虛空　　中加二空點	 曼 荼 如 虛 空 中 加 二 空 點 
T18n0850_003:0085a16	　雜色間圍繞　　嚩庾阿逸多	 雜 色 間 圍 繞 嚩 庾 阿 逸 多 
T18n0850_003:0085a17	　智定金剛掌　　更互而搖動	 智 定 金 剛 掌 更 互 而 搖 動 
T18n0850_003:0085a18	　迅疾曼荼羅　　形如大空相	 迅 疾 曼 荼 羅 形 如 大 空 相 
T18n0850_003:0085a19	　青點遍嚴之　　正覺甚深密	 青 點 遍 嚴 之 正 覺 甚 深 密 
T18n0850_003:0085a20	　出過言語道　　為大率覩波	 出 過 言 語 道 為 大 率 覩 波 
T18n0850_003:0085a21	　四處流出句　　止觀蓮未敷	 四 處 流 出 句 止 觀 蓮 未 敷 
T18n0850_003:0085a22	　阿尾囉峯合　　雙佉依囉本	 阿 尾 囉 峯 合 雙 佉 依 囉 本 
T18n0850_003:0085a23	　二訶橫其端　　遍身布四明	 二 訶 橫 其 端 遍 身 布 四 明 
T18n0850_003:0085a24	　自處華胎上	 自 處 華 胎 上 
T18n0850_003:0085a25	　即時世尊　　從清淨藏　　三摩鉢底	 即 時 世 尊 從 清 淨 藏 三 摩 鉢 底 
T18n0850_003:0085a26	　無盡語表　　正覺信解　　以一音聲	 無 盡 語 表 正 覺 信 解 以 一 音 聲 
T18n0850_003:0085a27	　四處流出　　祕密真言彼彼真言曰	 四 處 流 出 祕 密 真 言 彼 彼 真 言 曰 
T18n0850_003:0085a28	（一八七）曩莫三滿多沒馱南(一)[口*藍][口*落]娑嚩	 一 八 七 曩 莫 三 滿 多 沒 馱 南 一 [口藍][口落] 娑 嚩 
T18n0850_003:0085a29	(二合)賀(歸命同上開敷)鑁嚩(入)娑嚩(二合)賀(蓮華)糝索(入)	 二 合 賀 歸 命 同 上 開 敷 鑁 嚩 入 娑 嚩 二 合 賀 蓮 華 糝 索 入 
T18n0850_003:0085b01	娑嚩(二合)賀(高德)唅鶴娑嚩(二合)賀(普賢)暗噁娑	娑 嚩 二 合 賀 高 德 唅 鶴 娑 嚩 二 合 賀 普 賢 暗 噁 娑 
T18n0850_003:0085b02	嚩(二合)賀(世尊)沒馱達羅抳(上)(二)娑密[口*栗](三	嚩 二 合 賀 世 尊 沒 馱 達 羅 抳 上 二 娑 密 [口栗] 三 
T18n0850_003:0085b03	合)底末羅馱曩羯哩(二合三)馱囉野薩鑁(四)婆	合 底 末 羅 馱 曩 羯 哩 二 合 三 馱 囉 野 薩 鑁 四 婆 
T18n0850_003:0085b04	誐嚩底(五)阿(上)迦囉嚩底(六)三麼曳(七)娑	誐 嚩 底 五 阿 上 迦 囉 嚩 底 六 三 麼 曳 七 娑 
T18n0850_003:0085b05	嚩(二合)賀(文殊)阿吠娜尾泥娑嚩(二合)賀(彌勒)摩	嚩 二 合 賀 文 殊 阿 吠 娜 尾 泥 娑 嚩 二 合 賀 彌 勒 摩 
T18n0850_003:0085b06	賀庾誐(相應)庾擬(宜以反)寧(上)(二)庾詣秫嚩	賀 庾 誐 相 應 庾 擬 宜 以 反 寧 上 二 庾 詣 秫 嚩 
T18n0850_003:0085b07	(二合)哩(三)欠惹哩計(四)娑嚩(二合)賀曩莫薩嚩怛	 二 合 哩 三 欠 惹 哩 計 四 娑 嚩 二 合 賀 曩 莫 薩 嚩 怛 
T18n0850_003:0085b08	他(引)蘖底毘庾(二合)尾濕嚩(二合)目契毘藥(二合)	他 引 蘖 底 毘 庾 二 合 尾 濕 嚩 二 合 目 契 毘 藥 二 合 
T18n0850_003:0085b09	薩嚩他阿阿(引)暗噁娑嚩(二合)賀(引)	薩 嚩 他 阿 阿 引 暗 噁 娑 嚩 二 合 賀 引 
T18n0850_003:0085b10	　持珠當心上　　餘如蘇悉地	 持 珠 當 心 上 餘 如 蘇 悉 地 
T18n0850_003:0085b11	　一一諸真言　　作心意念誦	 一 一 諸 真 言 作 心 意 念 誦 
T18n0850_003:0085b12	　出入息為二　　常第一相應	 出 入 息 為 二 常 第 一 相 應 
T18n0850_003:0085b13	　異此而受持　　真言闕支分	 異 此 而 受 持 真 言 闕 支 分 
T18n0850_003:0085b14	　內與外相應　　我說有四種	 內 與 外 相 應 我 說 有 四 種 
T18n0850_003:0085b15	　彼世間念誦　　有所緣相應	 彼 世 間 念 誦 有 所 緣 相 應 
T18n0850_003:0085b16	　住種子字句　　或心隨本尊	 住 種 子 字 句 或 心 隨 本 尊 
T18n0850_003:0085b17	　故說有攀緣　　阿字布支分	 故 說 有 攀 緣 阿 字 布 支 分 
T18n0850_003:0085b18	　持滿三落叉　　普賢及文殊	 持 滿 三 落 叉 普 賢 及 文 殊 
T18n0850_003:0085b19	　執金剛聖天　　現前而摩頂	 執 金 剛 聖 天 現 前 而 摩 頂 
T18n0850_003:0085b20	　行者稽首禮　　速奉閼伽水	 行 者 稽 首 禮 速 奉 閼 伽 水 
T18n0850_003:0085b21	　意生香華鬘　　便得身清淨	 意 生 香 華 鬘 便 得 身 清 淨 
T18n0850_003:0085b22	　初字置於耳　　聰慧耳根淨	 初 字 置 於 耳 聰 慧 耳 根 淨 
T18n0850_003:0085b23	　阿字為字門　　三時隨意念	 阿 字 為 字 門 三 時 隨 意 念 
T18n0850_003:0085b24	　能持於壽命　　長劫住世間	 能 持 於 壽 命 長 劫 住 世 間 
T18n0850_003:0085b25	　若度於羅惹　　觀彼為賀字	 若 度 於 羅 惹 觀 彼 為 賀 字 
T18n0850_003:0085b26	　彼持鉢娜麼　　自持於商佉	 彼 持 鉢 娜 麼 自 持 於 商 佉 
T18n0850_003:0085b27	　更互而授與　　即生歡喜心	 更 互 而 授 與 即 生歡喜心 
T18n0850_003:0085b28	　出入息為上　　常知出世心	 出 入 息 為 上 常 知 出 世 心 
T18n0850_003:0085b29	　遠離於諸字　　自尊為一相	 遠 離 於 諸 字 自 尊 為 一 相 
T18n0850_003:0085c01	　無二無取著　　不壞意色像	 無 二 無 取 著 不 壞 意 色 像 
T18n0850_003:0085c02	　勿異於法則　　所說三落叉	 勿 異 於 法 則 所 說 三 落 叉 
T18n0850_003:0085c03	　多種持真言　　乃至眾罪除	 多 種 持 真 言 乃 至 眾 罪 除 
T18n0850_003:0085c04	　真言者清淨　　如念誦數量	 真 言 者 清 淨 如 念 誦 數 量 
T18n0850_003:0085c05	　勿異如是教　　囉字置頂會	 勿 異 如 是 教 囉 字 置 頂 會 
T18n0850_003:0085c06	　應放百光明　　百光遍照王	 應 放 百 光 明 百 光 遍 照 王 
T18n0850_003:0085c07	真言曰	真 言 曰 
T18n0850_003:0085c08	（一八八）曩莫三滿多沒馱南暗(金剛掌舒臂置頂時搖動)	 一 八 八 曩 莫 三 滿 多 沒 馱 南 暗 金 剛 掌 舒 臂 置 頂 時 搖 動 
T18n0850_003:0085c09	　金剛手請問　　真言行菩薩	 金 剛 手 請 問 真 言 行 菩 薩 
T18n0850_003:0085c10	　修行幾時月　　禁戒得終竟	 修 行 幾 時 月 禁 戒 得 終 竟 
T18n0850_003:0085c11	　是時婆誐鑁　　善哉勤勇士	 是 時 婆 誐 鑁 善 哉 勤 勇 士 
T18n0850_003:0085c12	　汝問殊勝戒　　古佛所開演	 汝 問 殊 勝 戒 古 佛 所 開 演 
T18n0850_003:0085c13	　緣明所起戒　　住戒如正覺	 緣 明 所 起 戒 住 戒 如 正 覺 
T18n0850_003:0085c14	　令得成悉地　　為利世間故	 令 得 成 悉 地 為 利 世 間 故 
T18n0850_003:0085c15	　等起自真實　　常住於等引	 等 起 自 真 實 常 住 於 等 引 
T18n0850_003:0085c16	　修行戒當竟　　菩提心業果	 修 行 戒 當 竟 菩 提 心 業 果 
T18n0850_003:0085c17	　和合為一相　　遠離諸造作	 和 合 為 一 相 遠 離 諸 造 作 
T18n0850_003:0085c18	　具戒如佛智　　異此非禁戒	 具 戒 如 佛 智 異 此 非 禁 戒 
T18n0850_003:0085c19	　得諸法自在　　通達利眾生	 得 諸 法 自 在 通 達 利 眾 生 
T18n0850_003:0085c20	　常修無著行　　等礫石眾寶	 常 修 無 著 行 等 礫 石 眾 寶 
T18n0850_003:0085c21	　乃至滿落叉　　所說真言教	 乃 至 滿 落 叉 所 說 真 言 教 
T18n0850_003:0085c22	　畢於時月等　　禁戒量終竟	 畢 於 時 月 等 禁 戒 量 終 竟 
T18n0850_003:0085c23	　最初於金輪　　住大因陀羅	 最 初 於 金 輪 住 大 因 陀 羅 
T18n0850_003:0085c24	　常觀於阿字　　當結金剛印	 常 觀 於 阿 字 當 結 金 剛 印 
T18n0850_003:0085c25	　飲乳以資身　　行者一月滿	 飲 乳 以 資 身 行 者 一 月 滿 
T18n0850_003:0085c26	　能調出入息　　次於第二月	 能 調 出 入 息 次 於 第 二 月 
T18n0850_003:0085c27	　嚴整水輪中　　輪圍成九重	 嚴 整 水 輪 中 輪 圍 成 九 重 
T18n0850_003:0085c28	　秋夕月光色　　(嚩字也)	 秋 夕 月 光 色 嚩 字 也 
T18n0850_003:0085c29	　應結蓮華印　　而服醇淨水	 應 結 蓮 華 印 而 服 醇 淨 水 
T18n0850_003:0086a01	　次於第三月　　勝妙火輪觀	 次 於 第 三 月 勝 妙 火 輪 觀 
T18n0850_003:0086a02	　三角威焰鬘　　(囉字也)	 三 角 威 焰 鬘 囉 字 也 
T18n0850_003:0086a03	　印結大慧刀　　噉不求之食	 印 結 大 慧 刀 噉 不 求 之 食 
T18n0850_003:0086a04	　燒滅一切罪　　而生身語意	 燒 滅 一 切 罪 而 生 身 語 意 
T18n0850_003:0086a05	　第四月風輪　　(賀字也)	 第 四 月 風 輪 賀 字 也 
T18n0850_003:0086a06	　行者常服風　　結轉法輪印	 行 者 常 服 風 結 轉法輪印 
T18n0850_003:0086a07	　攝心以持誦　　金剛水輪觀	 攝 心 以 持 誦 金 剛 水 輪 觀 
T18n0850_003:0086a08	　(阿嚩字也)　　依住於瑜伽	 阿 嚩 字 也 依 住 於 瑜 伽 
T18n0850_003:0086a09	　是為第五月　　遠離得非得	 是 為 第 五 月 遠 離 得 非 得 
T18n0850_003:0086a10	　行者無所著　　等同三菩提	 行 者 無 所 著 等 同 三 菩 提 
T18n0850_003:0086a11	　和合風火輪　　(賀囉字也)	 和 合 風 火 輪 賀 囉 字 也 
T18n0850_003:0086a12	　出過眾過患　　復一月持誦	 出 過 眾 過 患 復 一 月 持 誦 
T18n0850_003:0086a13	　此名第六月　　亦捨利非利	 此 名 第 六 月 亦 捨 利 非 利 
T18n0850_003:0086a14	　釋梵等天眾　　遠住而敬禮	 釋 梵 等 天 眾 遠 住 而 敬 禮 
T18n0850_003:0086a15	　一切為守護　　人天藥草神	 一 切 為 守 護 人 天 藥 草 神 
T18n0850_003:0086a16	　持明諸靈仙　　翼侍隨教命	 持 明 諸 靈 仙 翼 侍 隨 教 命 
T18n0850_003:0086a17	　羅剎七母神　　一切為障者	 羅 剎 七 母 神 一 切 為 障 者 
T18n0850_003:0086a18	　見是處光明　　馳散如猛焰	 見 是 處 光 明 馳 散 如 猛 焰 
T18n0850_003:0086a19	　恭敬而遠之　　等正覺真子	 恭 敬 而 遠 之 等 正 覺 真 子 
T18n0850_003:0086a20	　一切得自在　　調伏難降者	 一 切 得 自 在 調 伏 難 降 者 
T18n0850_003:0086a21	　如大執金剛　　饒益諸群生	 如 大 執 金 剛 饒 益 諸 群 生 
T18n0850_003:0086a22	　等同觀世音　　六月滿足已	 等 同 觀 世 音 六 月 滿 足 已 
T18n0850_003:0086a23	　隨所願成就　　常當於自他	 隨 所 願 成 就 常 當 於 自 他 
T18n0850_003:0086a24	　悲愍而救護　　持念分限畢	 悲 愍 而 救 護 持 念 分 限 畢 
T18n0850_003:0086a25	　捧珠發大願　　加持陳五供	 捧 珠 發 大 願 加 持 陳 五 供 
T18n0850_003:0086a26	　悅意妙伽陀　　三奉閼伽水	 悅 意 妙 伽 陀 三 奉 閼 伽 水 
T18n0850_003:0086a27	　解界解脫法　　廣作初方便	 解 界 解 脫 法 廣 作 初 方 便 
T18n0850_003:0086a28	　想歸贊捺囉　　然後處閑靜	 想 歸 贊 捺 囉 然 後 處 閑 靜 
T18n0850_003:0086a29	　依教入三昧　　常觀修多羅	 依 教 入 三 昧 常 觀 修 多 羅 
T18n0850_003:0086b01	　印砂思六念　　乃至俱胝數	 印 砂 思 六 念 乃 至 俱 胝 數 
T18n0850_003:0086b02	　最後佛放光　　行者業障盡	 最 後 佛 放 光 行 者 業 障 盡 
T18n0850_003:0086b03	　即同遍照尊　　加持句真言	 即 同 遍 照 尊 加 持 句 真 言 
T18n0850_003:0086b04	　(金剛掌隨明遍觸身)	 金 剛 掌 隨 明 遍 觸 身 
T18n0850_003:0086b05	（一八九）曩莫三滿多沒馱南(一)薩嚩他(引)(二)勝	 一 八 九 曩 莫 三 滿 多 沒 馱 南 一 薩 嚩 他 引 二 勝 
T18n0850_003:0086b06	(思孕反)勝(三)怛[口*稜](二合)怛[口*稜](二合四)顒顒(五)達[啊可+(嶙山)]	 思 孕 反 勝 三 怛 [口稜]二合怛[口稜]二合四顒顒五達[啊可嶙山] 
T18n0850_003:0086b07	達[啊可+(嶙山)](六)娑他(二合)跛野娑他(二合)跛野(七)沒	達 [啊可嶙山] 六 娑 他 二 合 跛 野 娑 他 二 合 跛 野 七 沒 
T18n0850_003:0086b08	馱娑底野(二合)嚩(八)達磨娑底野(二合)嚩(九)僧	馱 娑 底 野 二 合 嚩 八 達 磨 娑 底 野 二 合 嚩 九 僧 
T18n0850_003:0086b09	伽娑底野(二合)嚩(十)吽吽(十一)吠娜尾吠(十	伽 娑 底 野 二 合 嚩 十 吽 吽 十 一 吠 娜 尾 吠 十 
T18n0850_003:0086b10	二)娑嚩(二合)賀	二 娑 嚩 二 合 賀 
T18n0850_003:0086b11	　加持堅固已　　云何阿闍梨	 加 持 堅 固 已 云 何 阿 闍 梨 
T18n0850_003:0086b12	　具大真實行　　若於此教法	 具 大 真 實 行 若 於 此 教 法 
T18n0850_003:0086b13	　解斯廣大義　　正覺大功德	 解 斯 廣 大 義 正 覺 大 功 德 
T18n0850_003:0086b14	　說名阿闍梨　　諸佛不出世	 說 名 阿 闍 梨 諸 佛 不 出 世 
T18n0850_003:0086b15	　此人即名佛　　持執金剛印	 此 人 即 名 佛 持 執 金 剛 印 
T18n0850_003:0086b16	　所有諸字輪　　若在於支分	 所 有 諸 字 輪 若 在 於 支 分 
T18n0850_003:0086b17	　當知住眉間　　吽字金剛句	 當 知 住 眉 間 吽 字 金 剛 句 
T18n0850_003:0086b18	　娑字在膺下　　是謂蓮華句	 娑 字 在 膺 下 是 謂 蓮 華 句 
T18n0850_003:0086b19	　阿字第一命　　嚩字名為水	 阿 字 第 一 命 嚩 字 名 為 水 
T18n0850_003:0086b20	　囉字名為火　　吽字名忿怒	 囉 字 名 為 火 吽 字 名 忿 怒 
T18n0850_003:0086b21	　佉字同虛空　　所謂極空點	 佉 字 同 虛 空 所 謂 極 空 點 
T18n0850_003:0086b22	　知此最真實　　說名阿闍梨	 知 此 最 真 實 說 名 阿 闍 梨 
T18n0850_003:0086b23	　了知佛所說　　當行不死句	 了 知 佛 所 說 當 行 不 死 句 
T18n0850_003:0086b24	　想念本初字　　純白點嚴飾	 想 念 本 初 字 純 白 點 嚴 飾 
T18n0850_003:0086b25	　最勝百心明　　諸法本不生	 最 勝 百 心 明 諸 法 本 不 生 
T18n0850_003:0086b26	　於中正觀察　　能破無明宮	 於 中 正 觀 察 能 破 無 明 宮 
T18n0850_003:0086b27	　正覺諸世尊　　所說法如是	 正 覺 諸 世 尊 所 說 法 如 是 
T18n0850_003:0086b28	　佛子一心聽　　安布諸字門	 佛 子 一 心 聽 安 布 諸 字 門 
T18n0850_003:0086b29	　迦字在咽下　　佉字在哦上	 迦 字 在 咽 下 佉 字 在 哦 上 
T18n0850_003:0086c01	　哦字以為頸　　伽字在喉中	 哦 字 以 為 頸 伽 字 在 喉 中 
T18n0850_003:0086c02	　遮字為舌根　　車字在舌中	 遮 字 為 舌 根 車 字 在 舌 中 
T18n0850_003:0086c03	　惹字為舌端　　社字舌生處	 惹 字 為 舌 端 社 字 舌 生 處 
T18n0850_003:0086c04	　吒字以為脛　　咤字應知髀	 吒 字 以 為 脛 咤 字 應 知 髀 
T18n0850_003:0086c05	　拏字說為腰　　荼字以安坐	 拏 字 說 為 腰 荼 字 以 安 坐 
T18n0850_003:0086c06	　多字最後分　　他字應知腹	 多 字 最 後 分 他 字 應 知 腹 
T18n0850_003:0086c07	　娜字為二手　　馱字以為脇	 娜 字 為 二 手 馱 字 以 為 脇 
T18n0850_003:0086c08	　波字以為背　　頗字應知胸	 波 字 以 為 背 頗 字 應 知 胸 
T18n0850_003:0086c09	　麼字為二肘　　婆字次臂下	 麼 字 為 二 肘 婆 字 次 臂 下 
T18n0850_003:0086c10	　莽字住於心　　野字陰藏相	 莽 字 住 於 心 野 字 陰 藏 相 
T18n0850_003:0086c11	　囉字者為眼　　攞字為廣額	 囉 字 者 為 眼 攞 字 為 廣 額 
T18n0850_003:0086c12	　縊伊在二眥　　塢烏為二脣	 縊 伊 在 二 眥 塢 烏 為 二 脣 
T18n0850_003:0086c13	　翳藹為二耳　　污奧為二頰	 翳 藹 為 二 耳 污 奧 為 二 頰 
T18n0850_003:0086c14	　暗字菩提句　　噁字般涅槃	 暗 字 菩 提 句 噁 字 般 涅 槃 
T18n0850_003:0086c15	　知是一切法　　行者成正覺	 知 是 一 切 法 行 者 成 正 覺 
T18n0850_003:0086c16	　一切智資財　　常在於其中	 一 切 智 資 財 常 在 於 其 中 
T18n0850_003:0086c17	　世號一切智　　是謂薩般若	 世 號 一 切 智 是 謂 薩 般 若 
T18n0850_003:0086c18	爾時毘盧遮那佛。告執金剛祕密主言。大	爾 時 毘 盧 遮 那 佛 告 執 金 剛 祕 密 主 言 大 
T18n0850_003:0086c19	德金剛手。此法是如來祕密印最勝祕密。	德 金 剛 手 此 法 是 如 來 祕 密 印 最 勝 祕 密 
T18n0850_003:0086c20	不應輒授與人。除已灌頂族性調柔精勤堅	不 應 輒 授 與 人 除 已 灌 頂 族 性 調 柔 精 勤 堅 
T18n0850_003:0086c21	固發殊勝願。恭敬師長念報恩德者。內外清	固 發 殊 勝 願 恭 敬 師 長 念 報 恩 德 者 內 外 清 
