T85n2788_001:0616c14	律戒本疏	律 戒 本 疏 
T85n2788_001:0640c20	人不病在道中行自在外不為說法　六群自	人 不 病 在 道 中 行 自 在 外 不 為 說 法 六 群 自 
T85n2788_001:0640c21	在道外行為王說法。	在 道 外 行 為 王 說 法 
T85n2788_001:0640c22	人坐自立不為說法　王持床自隨在上坐。六	人 坐 自 立 不 為 說 法 王 持 床 自 隨 在 上 坐 六 
T85n2788_001:0640c23	群比丘立為說法。	群 比 丘 立 為 說 法 
T85n2788_001:0640c24	人無病臥自坐不為說法　王身肥大。小久	人 無 病 臥 自 坐 不 為 說 法 王 身 肥 大 小 久 
T85n2788_001:0640c25	坐便臥。六群坐為王說法。	坐 便 臥 六 群 坐 為 王 說 法 
T85n2788_001:0640c26	不為覆頭人說法　王覆頭。六群為說法也。	不 為 覆 頭 人 說 法 王 覆 頭 六 群 為 說 法 也 
T85n2788_001:0640c27	不為裹頭人說法　王裹頭。六群為說法。	不 為 裹 頭 人 說 法 王 裹 頭 六 群 為 說 法 
T85n2788_001:0640c28	不為肘隱人說法　王肘隱人無病為說法。	不 為 肘 隱 人 說 法 王 肘 隱 人 無 病 為 說 法 
T85n2788_001:0640c29	不為扠腰人說法　王扠腰。六群為說法。	不 為 扠 腰 人 說 法 王 扠 腰 六 群 為 說 法 
T85n2788_001:0641a01	不為左右抄衣人說法　王左右抄衣。六群	不 為 左 右 抄 衣 人 說 法 王 左 右 抄 衣 六 群 
T85n2788_001:0641a02	為說法。	為 說 法 
T85n2788_001:0641a03	不為遍抄衣人說法　王遍抄衣。六群為說	不 為 遍 抄 衣 人 說 法 王 遍 抄 衣 六 群 為 說 
T85n2788_001:0641a04	法也。	法 也 
T85n2788_001:0641a05	不為以衣覆右肩同舉著左肩上人說法　王	不 為 以 衣 覆 右 肩 同 舉 著 左 肩 上 人 說 法 王 
T85n2788_001:0641a06	如此。六群為說法。	如 此 六 群 為 說 法 
T85n2788_001:0641a07	不為著革屣人說法　王著革屣。六群為說法。	不 為 著 革 屣 人 說 法 王 著 革 屣 六 群 為 說 法 
T85n2788_001:0641a08	不為著跛人說法　王著跛。六群為說法。	不 為 著 跛 人 說 法 王 著 跛 六 群 為 說 法 
T85n2788_001:0641a09	不為捉杖人蓋刀梢弓箭人說法　此波斯匿	不 為 捉 杖 人 蓋 刀 梢 弓 箭 人 說 法 此 波 斯 匿 
T85n2788_001:0641a10	王從者。佛為王及大臣眾說法。六群別為捉	王 從 者 佛 為 王 及 大 臣 眾 說 法 六 群 別 為 捉 
T85n2788_001:0641a11	杖等說法。是眾中有堪得道者。以眾作二。殷	杖 等 說 法 是 眾 中 有 堪 得 道 者 以 眾 作 二 殷 
T85n2788_001:0641a12	散不得。因制不聽。為是時人說法所因在分	散 不 得 因 制 不 聽 為 是 時 人 說 法 所 因 在 分 
T85n2788_001:0641a13	眾意。在於不敬故。不聽說法。	眾 意 在 於 不 敬 故 不 聽 說 法 
T85n2788_001:0641a14	不草上大小便啼嚏　六群從種菓人乞菓不	不 草 上 大 小 便 啼 嚏 六 群 從 種 菓 人 乞 菓 不 
T85n2788_001:0641a15	得。後竊污之令菓臭爛。後自說之。居士所嫌。	得 後 竊 污 之 令 菓 臭 爛 後 自 說 之 居 士 所 嫌 
T85n2788_001:0641a16	不淨用水中大小便啼嚏　六群倩浣衣人。浣	不 淨 用 水 中 大 小 便 啼 嚏 六 群 倩 浣 衣 人 浣 
T85n2788_001:0641a17	衣不得。後竊污其水。令所浣皆臭失色。後自	衣 不 得 後 竊 污 其 水 令 所 浣 皆 臭 失 色 後 自 
T85n2788_001:0641a18	說之。居士所嫌。佛具呵責。而未結戒時。舍衛	說 之 居 士 所 嫌 佛 具 呵 責 而 未 結 戒 時 舍 衛 
T85n2788_001:0641a19	城中有一大池。旁人所用。六群往看便共污	城 中 有 一 大 池 旁 人 所 用 六 群 往 看 便 共 污 
T85n2788_001:0641a20	之。居士所嫌。爾及結戒。不得立大小便。因六	之 居 士 所 嫌 爾 及 結 戒 不 得 立 大 小 便 因 六 
T85n2788_001:0641a21	群結戒也。	群 結 戒 也 
T85n2788_001:0641a22	樹過人不得上　佛與眾僧受居士請。十七	樹 過 人 不 得 上 佛 與 眾 僧 受 居 士 請 十 七 
T85n2788_001:0641a23	群次後守僧坊。六群次為迎食。常相增嫉。欲	群 次 後 守 僧 坊 六 群 次 為 迎 食 常 相 增 嫉 欲 
T85n2788_001:0641a24	令斷食。日時已過。隱人不至。十七群飢上樹	令 斷 食 日 時 已 過 隱 人 不 至 十 七 群 飢 上 樹 
T85n2788_001:0641a25	望見。至已責之。彼言。誰噵。答言。我向上樹	望 見 至 已 責 之 彼 言 誰 噵 答 言 我 向 上 樹 
T85n2788_001:0641a26	見。佛先聽上樹。因犯乃結戒也。	見 佛 先 聽 上 樹 因 犯 乃 結 戒 也 
T85n2788_001:0641a27	七滅法　自言滅法。六群比丘勸化。浴僧看	七 滅 法 自 言 滅 法 六群比丘 勸 化 浴 僧 看 
T85n2788_001:0641a28	客比丘。逼闇暮來浴。浴已而起錯著他衣。出	客 比 丘 逼 闇 暮 來 浴 浴 已 而 起 錯 著 他 衣 出 
T85n2788_001:0641a29	外乃知。還來求覓。六群問之。彼以實答。遂誣	外 乃 知 還 來 求 覓 六 群 問 之 彼 以 實 答 遂 誣 
T85n2788_001:0641b01	其偷問言。汝自見罪不。答言。不見。便強為作	其 偷 問 言 汝 自 見 罪 不 答 言 不 見 便 強 為 作 
T85n2788_001:0641b02	不見儐。是客比丘後至舍衛具以白佛。佛言。	不 見 儐 是 客 比 丘 後 至 舍 衛 具 以 白 佛 佛 言 
T85n2788_001:0641b03	從今聽自言滅諍法。要自言所犯。乃隨罪治	從 今 聽 自 言 滅 諍 法 要 自 言 所 犯 乃 隨 罪 治 
T85n2788_001:0641b04	之也。或其人強暴。或依勢力不自言罪。恐破	之 也 或 其 人 強 暴 或 依 勢 力 不 自 言 罪 恐 破 
T85n2788_001:0641b05	僧滅法。自言乃治諍死息故。僧中種種事起。	僧 滅 法 自 言 乃 治 諍 死 息 故 僧 中 種 種 事 起 
T85n2788_001:0641b06	應以此滅。自言滅諍有十種非法十種如法。	應 以 此 滅 自 言 滅 諍 有 十 種 非 法 十 種 如 法 
T85n2788_001:0641b07	若比丘犯四重。自言不犯。僧問。汝自說犯。不	若 比 丘 犯 四 重 自 言 不 犯 僧 問 汝 自 說 犯 不 
T85n2788_001:0641b08	即言不犯。而與自言滅。是名非法。餘四篇亦	即 言 不 犯 而 與 自 言 滅 是 名 非 法 餘 四 篇 亦 
T85n2788_001:0641b09	如是。有比丘。不犯五篇。僧中問之。自言我	如 是 有 比 丘 不 犯 五 篇 僧 中 問 之 自 言 我 
T85n2788_001:0641b10	犯。便與自言滅。是名十種非法。又比丘犯五	犯 便 與 自 言 滅 是 名 十 種 非 法 又 比 丘 犯 五 
T85n2788_001:0641b11	篇。自言犯。又不犯五篇。自言不犯。是名十如	篇 自 言 犯 又 不 犯 五 篇 自 言 不 犯 是 名 十 如 
T85n2788_001:0641b12	法。若重事應以白四羯磨。自言滅之。輕事無	法 若 重 事 應 以 白四羯磨 自 言 滅 之 輕 事 無 
T85n2788_001:0641b13	羯磨。彌多羅比丘尼以身謗陀驃。僧即用自	羯 磨 彌 多 羅 比 丘 尼 以 身 謗 陀 驃 僧 即 用 自 
T85n2788_001:0641b14	言滅儐。彼尼若陀驃自言無罪。而對人言有。	言 滅 儐 彼 尼 若 陀 驃 自 言 無 罪 而 對 人 言 有 
T85n2788_001:0641b15	若言有罪而實清白。若有若無進退無事故。	若 言 有 罪 而 實 清 白 若有若無 進 退 無 事 故 
T85n2788_001:0641b16	應用憶念而不用自言耳。若餘比丘清白無	應 用 憶 念 而 不 用 自 言 耳 若 餘 比 丘 清 白 無 
T85n2788_001:0641b17	罪。而無馳驃之對應以自言滅之。	罪 而 無 馳 驃 之 對 應 以 自 言 滅 之 
T85n2788_001:0641b18	第二現在滅諍法　六群聞先不見儐比丘。舍	第 二 現 在 滅 諍 法 六 群 聞 先 不 見 儐 比 丘 舍 
T85n2788_001:0641b19	衛眾僧共事共住。後往到彼問其所由。諸比	衛 眾 僧 共 事 共 住 後 往 到 彼 問 其 所 由 諸 比 
T85n2788_001:0641b20	丘言。佛以自言滅諍法滅是事。六群違逆誹	丘 言 佛 以 自 言 滅 諍 法 滅 是 事 六 群 違 逆 誹 
T85n2788_001:0641b21	謗不受。言此事不滅惡滅。我等不現前故。佛	謗 不 受 言 此 事 不 滅 惡 滅 我 等 不 現 前 故 佛 
T85n2788_001:0641b22	種種因緣呵已。聽用現前滅諍法。僧中種種	種種因緣 呵 已 聽 用 現 前 滅 諍 法 僧 中 種 種 
T85n2788_001:0641b23	諍事起。以此滅之。現前諍有二種非法。有二	諍 事 起 以 此 滅 之 現 前 諍 有 二 種 非 法 有 二 
T85n2788_001:0641b24	種如法。二種非法者。有非法僧。約勅非法僧	種 如 法 二 種 非 法 者 有 非 法 僧 約 勅 非 法 僧 
T85n2788_001:0641b25	令折伏。與現前滅諍法。或約勅非法三人。二	令 折 伏 與 現 前 滅 諍 法 或 約 勅 非 法 三 人 二 
T85n2788_001:0641b26	人一人亦如是。或非法三人約勅非法三人。	人 一 人 亦 如 是 或 非 法 三 人 約 勅 非 法 三 人 
T85n2788_001:0641b27	二人一人僧亦如是。或非法二人。約勅非法	二 人 一 人 僧 亦 如 是 或 非 法 二 人 約 勅 非 法 
T85n2788_001:0641b28	二人。一人三人僧亦如是。或非法一人。約勅	二 人 一 人 三 人 僧 亦 如 是 或 非 法 一 人 約 勅 
T85n2788_001:0641b29	非法一人。二人三人僧亦如是。為一不如法	非 法 一 人 二 人 三 人 僧 亦 如 是 為 一 不 如 法 
T85n2788_001:0641c01	僧。約勅如僧令折伏。與現前滅諍。或約勅三	僧 約 勅 如 僧 令 折 伏 與 現 前 滅 諍 或 約 勅 三 
T85n2788_001:0641c02	人。二人一人亦如是。餘如上說。是名二非法。	人 二 人 一 人 亦 如 是 餘 如 上 說 是 名 二 非 法 
T85n2788_001:0641c03	有如法僧。約勅如法僧。為一如法僧約勅不	有 如 法 僧 約 勅 如 法 僧 為 一 如 法 僧 約 勅 不 
T85n2788_001:0641c04	如法僧為二。三人二人一人多少展轉相勅	如 法 僧 為 二 三 人 二 人 一 人 多 少 展 轉 相 勅 
T85n2788_001:0641c05	亦如上。是名二如法現前比丘有三。現前有	亦 如 上 是 名 二 如 法 現 前 比 丘 有 三 現 前 有 
T85n2788_001:0641c06	事人舉事。人現前。比尼現前。此中直約勅無	事 人 舉 事 人 現 前 比 尼 現 前 此 中 直 約 勅 無 
T85n2788_001:0641c07	羯磨耶。	羯 磨 耶 
T85n2788_001:0641c08	第三憶念法　陀驃比丘為彌多羅尼無根謗。	第 三 憶 念 法 陀 驃 比 丘 為 彌 多 羅 尼 無 根 謗 
T85n2788_001:0641c09	雖已決斷而所譏說不息。陀驃告眾。眾白佛。	雖 已 決 斷 而 所 譏 說 不 息 陀 驃 告 眾 眾 白 佛 
T85n2788_001:0641c10	佛言。從今聽憶念比丘。種種事。從今應用此	佛 言 從 今 聽 憶 念 比 丘 種 種 事 從 今 應 用 此 
T85n2788_001:0641c11	滅。憶念比尼有三非法三如法也。三非法者。	滅 憶 念 比 尼 有 三 非 法 三 如 法 也 三 非 法 者 
T85n2788_001:0641c12	若比丘犯無殘。自言有殘。應與滅儐。若與憶	若 比 丘 犯 無 殘 自 言 有 殘 應 與 滅 儐 若 與 憶 
T85n2788_001:0641c13	念。是名非法。又如施越。狂時作惡。狂差不	念 是 名 非 法 又 如 施 越 狂 時 作 惡 狂 差 不 
T85n2788_001:0641c14	作。應與不癡比尼。若與憶念。是亦二非法。又	作 應 與 不 癡 比 尼 若 與 憶 念 是 亦 二 非 法 又 
T85n2788_001:0641c15	如呵多比丘。先自言有罪。應與實覓而與憶	如 呵 多 比 丘 先 自 言 有 罪 應 與 實 覓 而 與 憶 
T85n2788_001:0641c16	念。是亦非法。如馳驃與憶念。是名如法。又	念 是 亦 非 法 如 馳 驃 與 憶 念 是 名 如 法 又 
T85n2788_001:0641c17	有比丘。犯罪已如法悔過。而譏說不息。與其	有 比 丘 犯 罪 已 如 法 悔 過 而 譏 說 不 息 與 其 
T85n2788_001:0641c18	憶念。亦名如法。又如比丘未作是惡。將決當	憶 念 亦 名 如 法 又 如 比 丘 未 作 是 惡 將 決 當 
T85n2788_001:0641c19	犯。於今無犯。而共譏說。以致諍亂。與其憶	犯 於 今 無 犯 而 共 譏 說 以 致 諍 亂 與 其 憶 
T85n2788_001:0641c20	念。亦名如法。得憶念。比尼行法者。餘比丘不	念 亦 名 如 法 得 憶 念 比 尼 行 法 者 餘 比 丘 不 
T85n2788_001:0641c21	應復出其罪過。不應憶念。不應乞聽。亦不應	應 復 出 其 罪 過 不 應 憶 念 不 應 乞 聽 亦 不 應 
T85n2788_001:0641c22	受。餘比丘乞聽得突。若受他乞聽亦突。若彼	受 餘 比 丘 乞 聽 得 突 若 受 他 乞 聽 亦 突 若 彼 
T85n2788_001:0641c23	不便出其罪過。若今憶念比丘犯皆墮。凡無	不 便 出 其 罪 過 若 今 憶 念 比 丘 犯 皆 墮 凡 無 
T85n2788_001:0641c24	罪而被譏說者。皆應白僧。求憶念羯磨。僧白	罪 而 被 譏 說 者 皆 應 白 僧 求 憶 念 羯 磨 僧 白 
T85n2788_001:0641c25	四羯磨。與憶念法。法者令自思念有罪無罪。	四 羯 磨 與 憶 念 法 法 者 令 自 思 念 有 罪 無 罪 
T85n2788_001:0641c26	一切比丘不得論說也。憶念及不癡二事守	一 切 比 丘 不 得 論 說 也 憶 念 及 不 癡 二 事 守 
T85n2788_001:0641c27	護無罪。比丘為遮外謗也。復次或有比丘。犯	護 無 罪 比 丘 為 遮 外 謗 也 復 次 或 有 比 丘 犯 
T85n2788_001:0641c28	罪不憶。或自隱覆。詐忘不憶。眾欲治罪。求憶	罪 不 憶 或 自 隱 覆 詐 忘 不 憶 眾 欲 治 罪 求 憶 
T85n2788_001:0641c29	念法。眾亦白四羯磨。與憶念法。聽其自限思	念 法 眾 亦 白四羯磨 與 憶 念 法 聽 其 自 限 思 
T85n2788_001:0642a01	省所犯。自憶罪時如法制之也。	省 所 犯 自 憶 罪 時 如 法 制 之 也 
T85n2788_001:0642a02	第四不癡法　施越比丘先狂癡作惡。後得	第 四 不 癡 法 施 越 比 丘 先 狂 癡 作 惡 後 得 
T85n2788_001:0642a03	本心不復更犯。僧及比丘說其本過。彼心憂	本 心 不 復 更 犯 僧 及 比 丘 說 其 本 過 彼 心 憂 
T85n2788_001:0642a04	愧。以此白佛。佛言。從今聽不癡比丘。種種諍	愧 以 此 白 佛 佛 言 從 今 聽 不 癡 比 丘 種 種 諍 
T85n2788_001:0642a05	起以滅之。與不癡比尼。有如法不如法。若彼	起 以 滅 之 與 不 癡 比 尼 有 如 法 不 如 法 若 彼 
T85n2788_001:0642a06	自言。憶本所作而與不癡。是名非法。若言不	自 言 憶 本 所 作 而 與 不 癡 是 名 非 法 若 言 不 
T85n2788_001:0642a07	憶而與不癡。是名如法。如施越等。僧與白四	憶 而 與 不 癡 是 名 如 法 如 施 越 等 僧 與 白 四 
T85n2788_001:0642a08	羯磨得不癡比尼。行法者。餘比丘不應復出	羯 磨 得 不 癡 比 尼 行 法 者 餘 比 丘 不 應 復 出 
T85n2788_001:0642a09	其罪過。乞聽時如憶念中說也。	其 罪 過 乞 聽 時 如 憶 念 中 說 也 
T85n2788_001:0642a10	第五實覓　呵多比丘無慚無愧。惡欲有見聞	第 五 實 覓 呵 多 比 丘 無慚無愧 惡 欲 有 見 聞 
T85n2788_001:0642a11	疑罪。先自言作。後言不作。佛言聽用實覓滅	疑 罪 先 自 言 作 後 言 不 作 佛 言 聽 用 實 覓 滅 
T85n2788_001:0642a12	諍法。種種諍事起以此滅之。實覓比尼有五	諍 法 種 種 諍 事 起 以 此 滅 之 實 覓 比 尼 有 五 
T85n2788_001:0642a13	非法五如法。五非法者。比丘犯四重。先言不	非 法 五 如 法 五 非 法 者 比 丘 犯 四 重 先 言 不 
T85n2788_001:0642a14	犯。後言犯。應與滅儐而與實覓。是名非法又	犯 後 言 犯 應 與 滅 儐 而 與 實 覓 是 名 非 法 又 
T85n2788_001:0642a15	犯餘四篇。先言不犯。後言犯。應與隨罪治之	犯 餘 四 篇 先 言 不 犯 後 言 犯 應 與 隨 罪 治 之 
T85n2788_001:0642a16	而與實覓。是亦非法。五如法者。比丘犯五篇	而 與 實 覓 是 亦 非 法 五 如 法 者 比 丘 犯 五 篇 
T85n2788_001:0642a17	罪。先言犯。後言不犯。僧與實覓比尼。是名如	罪 先 言 犯 後 言 不 犯 僧 與 實 覓 比 尼 是 名 如 
T85n2788_001:0642a18	法。僧與白四羯磨。令如實思惟。自覓罪相故	法 僧 與 白四羯磨 令 如 實 思 惟 自 覓 罪 相 故 
T85n2788_001:0642a19	名實覓。是比丘不應與他受大戒。不得受他	名 實 覓 是 比 丘 不 應 與 他 受 大 戒 不 得 受 他 
T85n2788_001:0642a20	依止。不應畜新舊二沙彌。不得教化比丘尼。	依 止 不 應 畜 新 舊 二 沙 彌 不 得 教 化 比 丘 尼 
T85n2788_001:0642a21	僧若羯磨。僧若羯磨令教化尼亦不應受。僧	僧 若 羯 磨 僧 若 羯 磨 令 教 化 尼 亦 不 應 受 僧 
T85n2788_001:0642a22	所與作實覓比尼。罪更不應犯。若似是罪及	所 與 作 實 覓 比 尼 罪 更 不 應 犯 若 似 是 罪 及 
T85n2788_001:0642a23	過。是罪亦不應作。不應呵。僧羯磨亦不應呵	過 是 罪 亦 不 應 作 不 應 呵 僧 羯 磨 亦 不 應 呵 
T85n2788_001:0642a24	作。羯磨及呵作羯磨人不應。從地差聽。不應	作 羯 磨 及 呵 作 羯 磨 人 不 應 從 地 差 聽 不 應 
T85n2788_001:0642a25	遮說戒及說戒自恣。不應出無罪。比丘過罪	遮 說 戒 及 說 戒 自 恣 不 應 出 無 罪 比 丘 過 罪 
T85n2788_001:0642a26	不應共諍。應調伏心行。隨順比丘僧意。若不	不 應 共 諍 應 調 伏 心 行 隨 順 比 丘 僧 意 若 不 
T85n2788_001:0642a27	一切如是法行者。盡受不得離是羯磨法。復	一 切 如 是 法 行 者 盡 受 不 得 離 是 羯 磨 法 復 
T85n2788_001:0642a28	次若實犯罪。犯罪事分明。眾問。自見罪不。答	次 若 實 犯 罪 犯 罪 事 分 明 眾 問 自 見 罪 不 答 
T85n2788_001:0642a29	言。不見。應與是人不見儐。後言見時乃隨事	言 不 見 應 與 是 人 不 見 儐 後 言 見 時 乃 隨 事 
T85n2788_001:0642b01	治之。若自言犯罪。而距掉不悔。應與不作儐。	治 之 若 自 言 犯 罪 而 距 掉 不 悔 應 與 不 作 儐 
T85n2788_001:0642b02	以其不作悔過故。因以為名。後求悔時隨罪	以 其 不 作 悔 過 故 因 以 為 名 後 求 悔 時 隨 罪 
T85n2788_001:0642b03	聽悔。上三人與作羯磨已眾不共住。若不首	聽 悔 上 三 人 與 作 羯 磨 已 眾 不 共 住 若 不 首 
T85n2788_001:0642b04	不悔。終身不為捨羯磨事也。	不 悔 終 身 不 為 捨 羯 磨 事 也 
T85n2788_001:0642b05	第六多覓法　俱舍彌比丘鬪諍相言。已作	第 六 多 覓 法 俱 舍 彌 比 丘 鬪 諍 相 言 已 作 
T85n2788_001:0642b06	是念。若舍利弗作斷事主者。我等當得決了。	是 念 若 舍 利 弗 作 斷 事 主 者 我 等 當 得 決 了 
T85n2788_001:0642b07	佛聞是已。聽闥利吒。比丘作斷事主。受是斷	佛 聞 是 已 聽 闥 利 吒 比 丘 作 斷 事 主 受 是 斷 
T85n2788_001:0642b08	事法。如法如比尼。如佛教。現前除滅。闥利	事 法 如 法 如 比 尼 如 佛 教 現 前 除 滅 闥 利 
