T22n1424_001:0214a17	彌沙塞羯磨本	彌 沙 塞 羯 磨 本 
T22n1424_001:0225a04	三、還衣(若對僧捨，須僧還衣；對別人捨，別人還之。良以罪累已除，身心清淨堪消物養，為資道緣故。《四分》	三 還 衣 若 對 僧 捨 須 僧 還 衣 對 別 人 捨 別 人 還 之 良 以 罪 累 已 除 身 心 清 淨 堪 消 物 養 為 資 道 緣 故 四 分 
T22n1424_001:0225a05	云：「僧應還此比丘衣白二羯磨。若其不還及故壞等，皆突吉羅。唯除五敷、二寶及七日藥，此八無還。」《四分律》中，錦縟斬	云 僧 應 還 此 比 丘 衣 白二羯磨 若 其 不 還 及 故 壞 等 皆 突 吉 羅 唯 除 五 敷 二 寶 及 七 日 藥 此 八 無 還 四 分 律 中 錦 縟 斬 
T22n1424_001:0225a06	壞亦無還法。然彼僧還有其兩種：一、即坐轉付，謂眾僧多集，或此比丘有因緣欲遠行。僧應問言：「汝此衣與誰？」隨彼	壞 亦 無 還 法 然 彼 僧 還 有 其 兩 種 一 即 坐 轉 付 謂 眾 僧 多 集 或 此 比 丘 有 因 緣 欲 遠 行 僧 應 問 言 汝 此 衣 與 誰 隨 彼 
T22n1424_001:0225a07	說便與。若無此二緣，明日直還。二、即坐直付，謂不須經宿故付之。然有五人得作轉還，若但四人唯得直付，三人已下	說 便 與 若 無 此 二 緣 明 日 直 還 二 即 坐 直 付 謂 不 須 經 宿 故 付 之 然 有 五 人 得 作 轉 還 若 但 四 人 唯 得 直 付 三 人 已 下 
T22n1424_001:0225a08	作口法還)。	作 口 法 還 
T22n1424_001:0225a09	即坐轉付法。「大德僧聽！此某甲比丘，故畜(若干)	即 坐 轉 付 法 大德僧聽 此 某 甲 比 丘 故 畜 若 干 
T22n1424_001:0225a10	長衣犯捨墮。此衣已捨與僧。僧今持是衣與	長 衣 犯 捨 墮 此 衣 已 捨 與 僧 僧 今 持 是 衣 與 
T22n1424_001:0225a11	某甲比丘，某甲當還此比丘。若僧時到僧忍	某 甲 比 丘 某 甲 當 還 此 比 丘 若僧時到 僧 忍 
T22n1424_001:0225a12	聽。白如是。」	聽 白 如 是 
T22n1424_001:0225a13	「大德僧聽！此某甲比丘，故畜(若干)長衣犯捨墮。	 大德僧聽 此 某 甲 比 丘 故 畜 若 干 長 衣 犯 捨 墮 
T22n1424_001:0225a14	此衣已捨與僧。僧今持是衣與某甲比丘，某	此 衣 已 捨 與 僧 僧 今 持 是 衣 與 某 甲 比 丘 某 
T22n1424_001:0225a15	甲當還此比丘。誰諸長老忍，默然；不忍者說。」	甲 當 還 此 比 丘 誰 諸 長 老 忍 默 然 不 忍 者 說 
T22n1424_001:0225a16	「僧已持是衣與某甲比丘，某甲當還此比丘	 僧 已 持 是 衣 與 某 甲 比 丘 某 甲 當 還 此 比 丘 
T22n1424_001:0225a17	竟。僧忍，默然故，是事如是持。」即坐直付法。「大	竟 僧 忍 默 然 故 是事如是持 即 坐 直 付 法 大 
T22n1424_001:0225a18	德僧聽！某甲比丘，故離僧伽梨宿(餘衣隨稱)，犯捨	德 僧 聽 某 甲 比 丘 故 離 僧 伽 梨 宿 餘 衣 隨 稱 犯 捨 
T22n1424_001:0225a19	墮。此衣已捨與僧。僧今持是衣還某甲比丘。	墮 此 衣 已 捨 與 僧 僧 今 持 是 衣 還 某 甲 比 丘 
T22n1424_001:0225a20	若僧時到僧忍聽。白如是。」「大德僧聽！某甲比	若僧時到 僧 忍 聽 白 如 是 大德僧聽 某 甲 比 
T22n1424_001:0225a21	丘故離僧伽梨宿犯捨墮。此衣已捨與僧。僧	丘 故 離 僧 伽 梨 宿 犯 捨 墮 此 衣 已 捨 與 僧 僧 
T22n1424_001:0225a22	今持是衣還某甲比丘。誰諸長老忍，默然；不	今 持 是 衣 還 某 甲 比 丘 誰 諸 長 老 忍 默 然 不 
T22n1424_001:0225a23	忍者說。」「僧已持此衣還某甲比丘竟。僧忍，默	忍 者 說 僧 已 持 此 衣 還 某 甲 比 丘 竟 僧 忍 默 
T22n1424_001:0225a24	然故，是事如是持。」(作羯磨竟，以衣付彼)	然 故 是事如是持 作 羯 磨 竟 以 衣 付 彼 
T22n1424_001:0225a25	對眾多人捨懺法(捨財同上，須口和餘人，不用單白。餘可准知之)。	對 眾 多 人 捨 懺 法 捨 財 同 上 須 口 和 餘 人 不 用 單 白 餘 可 准 知 之 
T22n1424_001:0225a26	受懺口和法。「二長老聽我受某甲比丘懺悔	受 懺 口 和 法 二 長 老 聽 我 受 某 甲 比 丘 懺 悔 
T22n1424_001:0225a27	者，我當受。」(受懺還衣，可准前用)	者 我 當 受 受 懺 還 衣 可 准 前 用 
T22n1424_001:0225a28	對一人捨懺法(應將比丘至自然界或戒場上，集所犯財勿使遺落，具修威儀同上僧法，但稱	對 一 人 捨 懺 法 應 將 比 丘 至 自 然 界 或 戒 場 上 集 所 犯 財 勿 使 遺 落 具 修 威 儀 同 上 僧 法 但 稱 
T22n1424_001:0225b01	境有異。既唯獨一，不須口和。正懺還衣亦准而作)。	境 有 異 既 唯 獨 一 不 須 口 和 正 懺 還 衣 亦 准 而 作 
T22n1424_001:0225b02	懺二根本突吉羅(應請懺悔主，如前威儀說)。「大德！我某甲，犯	懺 二 根 本 突 吉 羅 應 請 懺 悔 主 如 前 威 儀 說 大 德 我 某 甲 犯 
T22n1424_001:0225b03	著用不淨衣，及經僧說戒默妄語，並犯突吉	著 用 不 淨 衣 及 經 僧 說 戒 默 妄 語 並 犯 突 吉 
T22n1424_001:0225b04	羅罪，各不憶數。今向大德悔過。」(餘誡受等准前可知)懺覆	羅 罪 各 不 憶 數 今 向 大 德 悔 過 餘 誡 受 等 准 前 可 知 懺 覆 
T22n1424_001:0225b05	藏及隨覆藏突吉羅法。「大德！我某甲，犯故	藏 及 隨 覆 藏 突 吉 羅 法 大 德 我 某 甲 犯 故 
T22n1424_001:0225b06	畜長衣波逸提罪，及著用不淨衣經僧說戒	畜 長 衣 波 逸 提 罪 及 著 用 不 淨 衣 經 僧 說 戒 
T22n1424_001:0225b07	默妄語突吉羅。各有覆藏及隨展轉覆藏突	默 妄 語 突 吉 羅 各 有 覆 藏 及 隨 展 轉 覆 藏 突 
T22n1424_001:0225b08	吉羅罪，不憶數。今向大德悔過。」(餘三問答准前而說)	吉 羅 罪 不 憶 數 今 向 大 德 悔 過 餘 三 問 答 准 前 而 說 
T22n1424_001:0225b09	懺單波逸提法(摽名為異，懺法同前)。	懺 單 波 逸 提 法 摽 名 為 異 懺 法 同 前 
T22n1424_001:0225b10	懺波羅提提舍尼法(請懺悔主，修威儀同前。諸犯摽罪為異也)。	懺 波羅提提舍尼 法 請 懺 悔 主 修 威 儀 同 前 諸 犯 摽 罪 為 異 也 
T22n1424_001:0225b11	「大德！我某甲，犯從非親里比丘尼自手授食	 大 德 我 某 甲 犯 從 非 親 里 比 丘 尼 自 手 授 食 
T22n1424_001:0225b12	波羅提提舍尼罪(若干)。今向大德悔過。」(餘三問答同前)	波羅提提舍尼 罪 若 干 今 向 大 德 悔 過 餘 三 問 答 同 前 
T22n1424_001:0225b13	懺突吉羅法(律云：高下著衣等，若不解不問而作者，突吉羅。若解不慎而作，亦突吉羅。此二種	懺 突 吉 羅 法 律 云 高 下 著 衣 等 若 不 解 不 問 而 作 者 突 吉 羅 若 解 不 慎 而 作 亦 突 吉 羅 此 二 種 
T22n1424_001:0225b14	吉，應無輕重，齊責心懺。若解，輕戒輕人而作，犯波逸提罪。懺此提罪，同前可知。責心吉羅，不須對境，應具威儀已云)。	吉 應 無 輕 重 齊 責 心 懺 若 解 輕 戒 輕 人 而 作 犯 波 逸 提 罪 懺 此 提 罪 同 前 可 知 責 心 吉 羅 不 須 對 境 應 具 威 儀 已 云 
T22n1424_001:0225b15	「我某甲，犯高下著衣突吉羅(若干)。今自責心懺悔	 我 某 甲 犯 高 下 著 衣 突 吉 羅 若 干 今 自 責 心 懺 悔 
T22n1424_001:0225b16	過。」(一說)第十、雜行住持法(止作具修，自他並利，教行因果據要陳之。先述當宗，後障	過 一 說 第 十 雜 行 住 持 法 止 作 具 修 自 他 並 利 教 行 因 果 據 要 陳 之 先 述 當 宗 後 障 
T22n1424_001:0225b17	異部之說)。	異 部 之 說 
T22n1424_001:0225b18	作六念法(律云：比丘應知月半月日數、知布薩日，悔過清淨。又云：應先心施食，若不念施人而食，突吉	作 六 念 法 律 云 比 丘 應 知 月 半 月 日 數 知 布 薩 日 悔 過 清 淨 又 云 應 先 心 施 食 若 不 念 施 人 而 食 突 吉 
T22n1424_001:0225b19	羅。然文散落而不次第。六念之軌出在《僧祇》，今依彼文，義准為法。既恒須作，故錄在初)。	羅 然 文 散 落 而 不 次 第 六 念 之 軌 出 在 僧 祇 今 依 彼 文 義 准 為 法 既 恒 須 作 故 錄 在 初 
T22n1424_001:0225b20	第一、念知日月數(應云)：「今朝黑月小一日。」(乃至十四日。若	第 一 念 知 日 月 數 應 云 今 朝 黑 月 小 一 日 乃 至 十 四 日 若 
T22n1424_001:0225b21	大言大。白月恒大而無小，可隨稱之)。	大 言 大 白 月 恒 大 而 無 小 可 隨 稱 之 
T22n1424_001:0225b22	第二、念知食處(若常乞食，應云)：「我常乞食。」(若食僧食，應云)「我食僧	第 二 念 知 食 處 若 常 乞 食 應 云 我 常 乞 食 若 食 僧 食 應 云 我 食 僧 
T22n1424_001:0225b23	食。」(若食自食，應云)「我食自食。」(若受人一請，欲自赴者，應云)「我食某甲家食。」	食 若 食 自 食 應 云 我 食 自 食 若 受 人 一 請 欲 自 赴 者 應 云 我 食 某 甲 家 食 
T22n1424_001:0225b24	(若受多請，不能遍赴者，應自赴一請，餘者施與人。施之人，比丘、沙彌但得。應對所施人作法囑云)。	 若 受 多 請 不 能 遍 赴 者 應 自 赴 一 請 餘 者 施 與 人 施 之 人 比 丘 沙 彌 但 得 應 對 所 施 人 作 法 囑 云 
T22n1424_001:0225b25	「長老！某甲檀越施我五正食。我有因緣不得	 長 老 某 甲 檀 越 施 我 五 正 食 我 有 因 緣 不 得 
T22n1424_001:0225b26	往，今以施汝。」(若時逼促無人可施者，律開心念施人。應作念云)。	往 今 以 施 汝 若 時 逼 促 無 人 可 施 者 律 開 心 念 施 人 應 作 念 云 
T22n1424_001:0225c01	「我請分與某甲比丘。」(若有背請緣，亦隨事說之。若無定食處，應云)「我不	 我 請 分 與 某 甲 比 丘 若 有 背 請 緣 亦 隨 事 說 之 若 無 定 食 處 應 云 我 不 
T22n1424_001:0225c02	背請食。」第三、念知受時夏數(應云)：「我於某年月某	背 請 食 第 三 念 知 受 時 夏 數 應 云 我 於 某 年 月 某 
T22n1424_001:0225c03	日時一尺木(若干)影，受具足戒，無夏。」(一夏、多夏，隨數稱之)	日 時 一 尺 木 若 干 影 受具足戒 無 夏 一 夏 多 夏 隨 數 稱 之 
T22n1424_001:0225c04	第四念知衣鉢受淨(應云)：「我三衣、鉢具足。並受	第 四 念 知 衣 鉢 受 淨 應 云 我 三 衣 鉢 具 足 並 受 
T22n1424_001:0225c05	持長衣，並說淨。」(若闕衣鉢，或未受持、未說淨等，念持念說隨事稱之)	持 長 衣 並 說 淨 若 闕 衣 鉢 或 未 受 持 未 說 淨 等 念 持 念 說 隨 事 稱 之 
T22n1424_001:0225c06	第五念知身強羸(應云)：「我今不病堪行道。」(若有病應云)	第 五 念 知 身 強 羸 應 云 我 今 不 病 堪 行 道 若 有 病 應 云 
T22n1424_001:0225c07	「我有病須療治。」作殘食法(佛言：「持食著鉢中，手擎對未足食比丘，偏	 我 有 病 須 療 治 作 殘 食 法 佛 言 持 食 著 鉢 中 手 擎 對 未 足 食 比 丘 偏 
T22n1424_001:0225c08	袒右肩右膝著地，作是言。」)。	袒 右 肩 右膝著地 作 是 言 
T22n1424_001:0225c09	「長老一心念！我某甲食已足，為我作殘食法。」	 長 老 一 心 念 我 某 甲 食 已 足 為 我 作 殘 食 法 
T22n1424_001:0225c10	(彼比丘為取殘已，問言云)「是食與我耶？」(答言)：「與。」(便為食少許，餘殘還之者。若都不食，但取	 彼 比 丘 為 取 殘 已 問 言 云 是 食 與 我 耶 答 言 與 便 為 食 少 許 餘 殘 還 之 者 若 都 不 食 但 取 
T22n1424_001:0225c11	已還之。語言)「此是我殘，與汝。」(亦名殘食)白同利食前後入	已 還 之 語 言 此 是 我 殘 與 汝 亦 名 殘 食 白 同 利 食 前 後 入 
T22n1424_001:0225c12	聚落法。「大德一心念！我某甲比丘，先受某甲	聚 落 法 大 德 一 心 念 我 某 甲 比 丘 先 受 某 甲 
T22n1424_001:0225c13	請。今有某緣事，欲入某處聚落至某家。白大	請 今 有 某 緣 事 欲 入 某 處 聚 落 至 某 家 白 大 
T22n1424_001:0225c14	德知。」白非時入聚落法。「長老！我非時入聚落	德 知 白 非 時 入 聚 落 法 長 老 我 非 時 入 聚 落 
T22n1424_001:0225c15	(《十誦律》云)至某城邑聚落某甲舍。」(前人答言)「可爾。防護。」販賣	 十 誦 律 云 至 某 城邑聚落 某 甲 舍 前 人 答 言 可 爾 防 護 販 賣 
T22n1424_001:0225c16	求利法(律云：若比丘欲貨易，應使淨人語言)。	求 利 法 律 云 若 比 丘 欲 貨 易 應 使 淨 人 語 言 
T22n1424_001:0225c17	「為我以此物貨易之。」(又應心念)「寧使彼得我利，我不	 為 我 以 此 物 貨 易 之 又 應 心 念 寧 使 彼 得 我 利 我 不 
T22n1424_001:0225c18	得我利。」(若自貨易，應於五眾中。若與白衣貨易，突吉羅)	得 我 利 若 自 貨 易 應 於 五 眾 中 若 與 白 衣 貨 易 突 吉 羅 
T22n1424_001:0225c19	弟子欲辭行和上量宜法(若路有疑怖；或行伴無知，不知誦戒布薩羯磨；或	弟 子 欲 辭 行 和 上 量 宜 法 若 路 有 疑 怖 或 行 伴 無 知 不 知 誦 戒 布 薩 羯 磨 或 
T22n1424_001:0225c20	彼方乞食難得持法律解律儀人、若好鬪訟希破僧事；若彼方得病，無隨病食藥、無看病人。諸有一事，皆勿聽去。弟	彼 方 乞 食 難 得 持 法 律 解 律 儀 人 若 好 鬪 訟 希 破 僧 事 若 彼 方 得 病 無 隨 病 食 藥 無 看 病 人 諸 有 一 事 皆 勿 聽 去 弟 
T22n1424_001:0225c21	子強去，得輕師波逸提。和上若不籌量聽去，得突吉羅罪也)。	子 強 去 得 輕 師 波 逸 提 和 上 若 不 籌 量 聽 去 得 突 吉 羅 罪 也 
T22n1424_001:0225c22	持律比丘來承迎祇供法(佛言：「今為諸比丘結初應學法。若聞持律者來，不	持 律 比 丘 來 承 迎 祇 供 法 佛 言 今 為 諸 比 丘 結 初 應 學 法 若 聞 持 律 者 來 不 
T22n1424_001:0225c23	應避去，應為掃灑整理屋舍及臥具，半由旬迎。疑難要當出，代擔衣物、辦水具。中設過中飲，應請說法。若實求解，應如	應 避 去 應 為 掃 灑 整 理 屋 舍 及 臥 具 半 由 旬 迎 疑 難 要 當 出 代 擔 衣 物 辦 水 具 中 設 過 中 飲 應 請 說 法 若 實 求 解 應 如 
T22n1424_001:0225c24	法說。若觸惱問，即不應答。旦為設前食後食，為求留安居。復應為求施衣檀越。應如是供養。若不爾，突吉羅罪。」)。	法 說 若 觸 惱 問 即 不 應 答 旦 為 設 前 食 後 食 為 求 留 安 居 復 應 為 求 施 衣 檀 越 應 如 是 供 養 若 不 爾 突 吉 羅 罪 
T22n1424_001:0225c25	持律比丘有七種宜(一、多聞諸法；二、能籌量是法非法；三、籌量比丘尼；四、善攝師教；	持 律 比 丘 有 七 種 宜 一 多 聞 諸 法 二 能 籌 量 是 法 非 法 三 籌 量 比 丘 尼 四 善 攝 師 教 
T22n1424_001:0225c26	五、若到他處所說無畏；六、自住毘尼；七、知共不共戒之)。	五 若 到 他 處 所 說 無 畏 六 自 住 毘 尼 七 知 共 不 共 戒 之 
T22n1424_001:0226a01	應說戒人法(有一住處，跋難陀為上座，眾僧請說戒。答曰：「誦忘。」諸比丘言：「若忘，何故在上座處？」以	應 說 戒 人 法 有 一 住 處 跋 難 陀 為 上 座 眾 僧 請 說 戒 答 曰 誦 忘 諸 比 丘 言 若 忘 何 故 在 上 座 處 以 
T22n1424_001:0226a02	是白佛。佛言：「上座說戒，若不說，突吉羅。」不知齊幾為上座？佛言：「於上無人，皆名上座。」)。	是 白 佛 佛 言 上 座 說 戒 若 不 說 突 吉 羅 不 知 齊 幾 為 上 座 佛 言 於 上 無 人 皆 名 上 座 
T22n1424_001:0226a03	僧尼二眾尊卑禮敬法(佛言：「從今聽諸比丘隨次禮上座。諸比丘尼禮一切比丘，	僧 尼 二 眾 尊 卑 禮 敬 法 佛 言 從 今 聽 諸 比 丘 隨 次 禮 上 座 諸比丘尼 禮 一 切 比 丘 
T22n1424_001:0226a04	亦隨次相禮。式叉摩那禮一切比丘、比丘尼，亦隨次相禮。沙彌亦如是。沙彌尼禮一切比丘、比丘尼、式叉摩那、沙彌，亦隨	亦 隨 次 相 禮 式叉摩那 禮 一 切 比 丘 比 丘 尼 亦 隨 次 相 禮 沙 彌 亦 如 是 沙 彌 尼 禮 一 切 比 丘 比 丘 尼 式叉摩那 沙 彌 亦 隨 
T22n1424_001:0226a05	次相禮。禮敬之法，聽比丘尼去比丘不近不遠，合掌低頭，作是言：『和南。』」《四分律》云：「塔亦應禮。」佛言：「食時、歠粥時、噉果	次 相 禮 禮 敬 之 法 聽 比 丘 尼 去 比 丘 不 近 不 遠 合 掌 低 頭 作 是 言 和 南 四 分 律 云 塔 亦 應 禮 佛 言 食 時 歠 粥 時 噉 果 
T22n1424_001:0226a06	時、經行時、不著三衣時、闇時、不共語時、相瞋於屏處，此等皆不應禮，犯者突吉羅。五羯磨人、被舉、不共語、本言治、狂	時 經 行 時 不 著 三 衣 時 闇 時 不 共 語 時 相 瞋 於 屏 處 此 等 皆 不 應 禮 犯 者 突 吉 羅 五 羯 磨 人 被 舉 不 共 語 本 言 治 狂 
T22n1424_001:0226a07	心、散亂心、病壞心、別住、行摩那埵、本日、阿浮呵那，皆不應禮。」)。	心 散 亂 心 病 壞 心 別 住 行 摩 那 埵 本 日 阿浮呵那 皆 不 應 禮 
T22n1424_001:0226a08	淨五生種(根接節果子)。若食果，應五種淨(火淨、刀淨、鳥淨、傷淨、未成	淨 五 生 種 根 接 節 果 子 若 食 果 應 五 種 淨 火 淨 刀 淨 鳥 淨 傷 淨 未 成 
T22n1424_001:0226a09	種淨)。若食根，應五種淨(剝淨、截淨、破淨、洗淨、火淨)。若食莖葉，	種 淨 若 食 根 應 五 種 淨 剝 淨 截 淨 破 淨 洗 淨 火 淨 若 食 莖 葉 
T22n1424_001:0226a10	應三種淨(刀淨、火淨、洗淨。於聚一器中，若淨，一名為總淨之)。	應 三 種 淨 刀 淨 火 淨 洗 淨 於 聚 一 器 中 若 淨 一 名 為 總 淨 之 
