X24n0470_001:0846c06	 小引	 小 引 
X24n0470_002:0870a09	來說。本來無相。我人不生即非凡夫。執著我人等	來 說 本 來 無 相 我 人 不 生 即 非 凡 夫 執 著 我 人 等 
X24n0470_002:0870a10	見。是名凡夫如來說。有我者。自性清淨一切不著。	見 是 名 凡 夫 如 來 說 有 我 者 自 性 清 淨 一 切 不 著 
X24n0470_002:0870a11	我不同凡夫。貪嗔無明。虗妄不實。有我人者。即是	我 不 同 凡 夫 貪 嗔 無 明 虗 妄 不 實 有 我 人 者 即 是 
X24n0470_002:0870a12	凡夫。我人不生。即非凡夫。不悟般若法。即是凡夫。	凡 夫 我 人 不 生 即 非 凡 夫 不 悟 般 若 法 即 是 凡 夫 
X24n0470_002:0870a13	若悟般若法。即非凡夫。非是凡夫。乃是解脫佛性。	若 悟 般 若 法 即 非 凡 夫 非 是 凡 夫 乃 是 解 脫 佛 性 
X24n0470_002:0870a14	是故不分小大。若參透了正法。依般若法脩持。體	是 故 不 分 小 大 若 參 透 了 正 法 依 般 若 法 脩 持 體 
X24n0470_002:0870a15	般若之行。即非凡夫。不依般若法脩持。不體般若	般 若 之 行 即 非 凡 夫 不 依 般 若 法 脩 持 不 體 般 若 
X24n0470_002:0870a16	之行。故云。參透正法自。有高下。	之 行 故 云 參 透 正 法 自 有 高 下 
X24n0470_002:0870a17	　化無所化盡超昇　　掃盡塵勞古鏡明	 化 無 所 化 盡 超 昇 掃 盡 塵 勞 古 鏡 明 
X24n0470_002:0870a18	　照徹本來娘生面　　逍遙自在道家人	 照 徹 本 來 娘 生 面 逍 遙 自 在 道 家 人 
X24n0470_002:0870a19	眾生性空。本來清淨。是故。化無所化。盡超昇。雖然	眾 生 性 空 本 來 清 淨 是 故 化 無 所 化 盡 超 昇 雖 然 
X24n0470_002:0870a20	如是還要行人。掃盡色聲香味觸法塵勞。現出本	如 是 還 要 行 人 掃 盡 色聲香味觸 法 塵 勞 現 出 本 
X24n0470_002:0870a21	性一輪古鏡。故云。掃盡塵勞古鏡明。這箇娘生面。	性 一 輪 古 鏡 故 云 掃 盡 塵 勞 古 鏡 明 這 箇 娘 生 面 
X24n0470_002:0870a22	好些人差悞了。有的人說。本來面目。是娘生面。我	好 些 人 差 悞 了 有 的 人 說 本 來 面 目 是 娘 生 面 我 
X24n0470_002:0870a23	且問你。這箇本來面目。是那箇養的。心經作證不	且 問 你 這 箇 本 來 面 目 是 那 箇 養 的 心 經 作 證 不 
X24n0470_002:0870a24	生不滅。不垢不淨不增不減。有誰人所生。又有人	生 不 滅 不垢不淨 不增不減 有 誰 人 所 生 又 有 人 
X24n0470_002:0870b01	說。本來面目。是無極生的。我又問你。無極生你本	說 本 來 面 目 是 無 極 生 的 我 又 問 你 無 極 生 你 本 
X24n0470_002:0870b02	性。本性。可生誰麼。世上有父必生子。大道門中。本	性 本 性 可 生 誰 麼 世 上 有 父 必 生 子 大 道 門 中 本 
X24n0470_002:0870b03	無那話。無極就是本性。本性就是無極。但有二。必	無 那 話 無 極 就 是 本 性 本 性 就 是 無 極 但 有 二 必 
X24n0470_002:0870b04	不是。我今直說。信受奉行。父母生我身體。有一箇	不 是 我 今 直 說 信受奉行 父 母 生 我 身 體 有 一 箇 
X24n0470_002:0870b05	面孔。被人罵了。面上生嗔。被人說了。面上通紅。若	面 孔 被 人 罵 了 面 上 生 嗔 被 人 說 了 面 上 通 紅 若 
X24n0470_002:0870b06	還照破心內無嗔。面上無惱。故云。照徹本來娘生	還 照 破 心 內 無 嗔 面 上 無 惱 故 云 照 徹 本 來 娘 生 
X24n0470_002:0870b07	面。逍遙自在道家人。	面 逍 遙 自 在 道 家 人 
X24n0470_002:0870b08	化無所化。一句彌陀被雲霞。提起無生話。萬神皆驚	化 無 所 化 一 句 彌 陀 被 雲 霞 提 起 無 生 話 萬 神 皆 驚 
X24n0470_002:0870b09	怕。佛。步步踏金沙。寶葢幢旛。瓔珞垂珠掛。七寶池中	怕 佛 步 步 踏 金 沙 寶 葢 幢 旛 瓔 珞 垂 珠 掛 七 寶 池 中 
X24n0470_002:0870b10	四季花。七寶池中四季花。	四 季 花 七 寶 池 中 四 季 花 
X24n0470_002:0870b11	既然化無所化。單提自己一句阿彌陀佛。即自恩	既 然 化 無 所 化 單 提 自 己 一 句 阿 彌 陀 佛 即 自 恩 
X24n0470_002:0870b12	愛煩惱無明暗遮覆葢了佛性。不得打開。故云。一	愛 煩 惱 無 明 暗 遮 覆 葢 了 佛 性 不 得 打 開 故 云 一 
X24n0470_002:0870b13	句彌陀被雲霞。即要行人提起。父母不曾生的時	句 彌 陀 被 雲 霞 即 要 行 人 提 起 父 母 不 曾 生 的 時 
X24n0470_002:0870b14	節。那一句無生話。良久云。這是無生法忍。此是鬼	節 那 一 句 無 生 話 良 久 云 這 是 無生法忍 此 是 鬼 
X24n0470_002:0870b15	神覷不破之機。是故萬神皆驚怕。我的佛。若明此	神 覷 不 破 之 機 是 故 萬 神 皆 驚 怕 我 的 佛 若 明 此 
X24n0470_002:0870b16	理。大地皆為佛國。頭頭盡是西方。故云。步步踏金	理 大 地 皆 為 佛 國 頭 頭 盡 是 西 方 故 云 步 步 踏 金 
X24n0470_002:0870b17	沙。如是之人。將六塵。改為七寶。那七寶。眼是色寶。	沙 如 是 之 人 將 六 塵 改 為 七 寶 那 七 寶 眼 是 色 寶 
X24n0470_002:0870b18	耳是聲寶。鼻是香寶。舌是味寶。身為觸寶。意是法	耳 是 聲 寶 鼻 是 香 寶 舌 是 味 寶 身 為 觸 寶 意 是 法 
X24n0470_002:0870b19	寶。性是佛寶。如是七寶。瓔珞隨身。是故寶葢幢旛	寶 性 是 佛 寶 如 是 七 寶 瓔 珞 隨 身 是 故 寶 葢 幢 旛 
X24n0470_002:0870b20	瓔珞垂珠掛。此四大七寶池中。甞開春夏秋冬四	瓔 珞 垂 珠 掛 此 四 大 七 寶 池 中 甞 開 春 夏 秋 冬 四 
X24n0470_002:0870b21	季心花。纔無。無明煩惱暗遮。顯出本性。一輪明月。	季 心 花 纔 無 無 明 煩 惱 暗 遮 顯 出 本 性 一 輪 明 月 
X24n0470_002:0870b22	法身非相。方寸安上。末後消息。纔是了當。	法 身 非 相 方 寸 安 上 末 後 消 息 纔 是 了 當 
X24n0470_002:0870b23	清淨法身。非屬相貌。佛叫須菩提。於意云何。可以	清 淨 法 身 非 屬 相 貌 佛 叫 須 菩 提 於意云何 可 以 
X24n0470_002:0870b24	三十二相具足色。身觀見如來不。須菩提。會意報	三十二相 具 足 色 身 觀 見 如 來 不 須 菩 提 會 意 報 
X24n0470_002:0870c01	身。具三十二相。皆靠法身之力。故答言如是如是。	身 具 三十二相 皆 靠 法 身 之 力 故 答 言 如是如是 
X24n0470_002:0870c02	以三十二相觀見如來。佛恐須菩提。有執相之病。	以 三十二相 觀 見 如 來 佛 恐 須 菩 提 有 執 相 之 病 
X24n0470_002:0870c03	叫言須菩提。若以三十二相觀見如來者。轉輪聖	叫 言 須 菩 提 若 以 三十二相 觀 見 如 來 者 轉 輪 聖 
X24n0470_002:0870c04	王。具三十二相。八十種好。於佛無二則是如來。須	王 具 三十二相 八十種好 於 佛 無 二 則 是 如 來 須 
X24n0470_002:0870c05	菩提會佛之意。白佛言。世尊如我解佛。所說義。不	菩 提 會 佛 之 意 白 佛 言 世 尊 如 我 解 佛 所 說 義 不 
X24n0470_002:0870c06	該應。以三十二相。觀見如來。是故。法身非相。此箇	該 應 以 三十二相 觀 見 如 來 是 故 法 身 非 相 此 箇 
X24n0470_002:0870c07	法身。既無相貌。今在何處。即在做買做賣上。迎賓	法 身 既 無 相 貌 今 在 何 處 即 在 做 買 做 賣 上 迎 賓 
X24n0470_002:0870c08	待客上思算計較上。故云。方寸安上這箇末後消	待 客 上 思 算 計 較 上 故 云 方 寸 安 上 這 箇 末 後 消 
X24n0470_002:0870c09	息。世尊云。若以色見我。以音聲求我。是人行邪道。	息 世 尊 云 若 以 色 見 我 以 音 聲 求 我 是 人 行 邪 道 
X24n0470_002:0870c10	不能見如來。此四句世尊不認人情。乃是掃邪歸	不 能 見 如 來 此 四 句 世 尊 不 認 人 情 乃 是 掃 邪 歸 
X24n0470_002:0870c11	正。世尊說。若是色相上。求見如來者。以念經。念佛。	正 世 尊 說 若 是 色 相 上 求 見 如 來 者 以 念 經 念 佛 
X24n0470_002:0870c12	音聲上。求見如來者。是此二種人。行邪道不能見	音 聲 上 求 見 如 來 者 是 此 二 種 人 行 邪 道 不 能 見 
X24n0470_002:0870c13	清淨法身如來也。如是明白萬事了畢。再不可高	清 淨 法 身 如 來 也 如 是 明 白 萬 事 了 畢 再 不 可 高 
X24n0470_002:0870c14	聲念佛。再不可色相求佛。本性中自有彌陀。念。須	聲 念 佛 再 不 可 色 相 求 佛 本 性 中 自 有 彌 陀 念 須 
X24n0470_002:0870c15	正念且道如何正念。開看一些無動著三十棒。咦。	正 念 且 道 如 何 正 念 開 看 一 些 無 動 著 三 十 棒 咦 
X24n0470_002:0870c16	打殺了怎麼好。若得打殺了。免得留在後頭累世。	打 殺 了 怎 麼 好 若 得 打 殺 了 免 得 留 在 後 頭 累 世 
X24n0470_002:0870c17	是故。末後消息。纔是了當。	是 故 末 後 消 息 纔 是 了 當 
X24n0470_002:0870c18	　法身非相好根基　　千門萬戶放光輝	 法 身 非 相 好 根 基 千 門 萬 戶 放 光 輝 
X24n0470_002:0870c19	　未曾舉起三界外　　毗盧頂上一聲雷	 未 曾 舉 起 三 界 外 毗 盧 頂 上 一 聲 雷 
X24n0470_002:0870c20	清淨法身不屬相貌。上至仙佛。下至昆蟲。永嘉云。	清 淨 法 身 不 屬 相 貌 上 至 仙 佛 下 至 昆 蟲 永 嘉 云 
X24n0470_002:0870c21	諸佛法身入我性。我性共同如來令。故云。法身非	諸 佛 法 身 入 我 性 我 性 共 同 如 來 令 故 云 法 身 非 
X24n0470_002:0870c22	相好根基。你看你看。青青翠竹。鬱鬱黃花。徧大地	相 好 根 基 你 看 你 看 青 青 翠 竹 鬱 鬱 黃 花 徧 大 地 
X24n0470_002:0870c23	發現。是故千門萬戶放光輝。咄。怎麼修行人超出	發 現 是 故 千 門 萬 戶 放 光 輝 咄 怎 麼 修 行 人 超 出 
X24n0470_002:0870c24	了三界。俗語云。舉心動念。天地皆知。超不出三界。	了 三 界 俗 語 云 舉 心 動 念 天 地 皆 知 超 不 出 三 界 
X24n0470_002:0871a01	咦。不舉意以前會。良久云。未曾舉起三界外。毗盧	咦 不 舉 意 以 前 會 良 久 云 未 曾 舉 起 三 界 外 毗 盧 
X24n0470_002:0871a02	此云。徧一切處。即是清淨法身。這箇清淨法身。行	此 云 徧一切處 即 是 清 淨 法 身 這 箇 清 淨 法 身 行 
X24n0470_002:0871a03	人要見。打掃心田。一心清淨。日久月深。由如轟雷	人 要 見 打 掃 心 田 一 心 清 淨 日 久 月 深 由 如 轟 雷 
X24n0470_002:0871a04	霹靂。信乎盡底掀翻。掇轉虗空無一物。暫然獨露	霹 靂 信 乎 盡 底 掀 翻 掇 轉 虗 空 無 一 物 暫 然 獨 露 
X24n0470_002:0871a05	活真人。故去。毗盧頂上一聲雷。	活 真 人 故 去 毗 盧 頂 上 一 聲 雷 
X24n0470_002:0871a06	法身非相。智慧圓明得一張。五果并四向。鼻孔都一	法 身 非 相 智 慧 圓 明 得 一 張 五 果 并 四 向 鼻 孔 都 一 
X24n0470_002:0871a07	樣。佛。無上法中王。四智三身。徧滿虗空藏。體露堂堂	樣 佛 無 上 法 中 王 四 智 三 身 徧 滿 虗 空 藏 體 露 堂 堂 
X24n0470_002:0871a08	盡放光。體露堂堂盡放光。	盡 放 光 體 露 堂 堂 盡 放 光 
X24n0470_002:0871a09	這箇清淨法身。非青黃赤白之相貌。又無眼耳鼻	這 箇 清 淨 法 身 非 青 黃 赤 白 之 相 貌 又 無 眼 耳 鼻 
X24n0470_002:0871a10	舌身意。是故法身非相。若得智慧之眼。圓明普照	舌 身 意 是 故 法 身 非 相 若 得 智 慧 之 眼 圓 明 普 照 
X24n0470_002:0871a11	十方。張者開也。故云智慧圓明得一開。開者悟也	十 方 張 者 開 也 故 云 智 慧 圓 明 得 一 開 開 者 悟 也 
X24n0470_002:0871a12	乃是智慧圓明得一悟。五果者。須陀洹果。即是初	乃 是 智 慧 圓 明 得 一 悟 五 果 者 須陀洹果 即 是 初 
X24n0470_002:0871a13	禪天。斯陀含果。即是二禪天。阿那含果。即是三禪	禪 天 斯陀含果 即 是 二 禪 天 阿那含果 即 是 三 禪 
X24n0470_002:0871a14	天。阿羅漢果。即是四禪天。阿蘭那行果。即是佛果。	天 阿羅漢果 即 是 四 禪 天 阿 蘭 那 行 果 即 是 佛 果 
X24n0470_002:0871a15	是無諍行。也。四向者。初果向。二果。向。三果向。四果	是 無 諍 行 也 四 向 者 初 果 向 二 果 向 三 果 向 四 果 
X24n0470_002:0871a16	向。初果喻眼。二果喻耳。三果喻舌。四果喻口。佛果	向 初 果 喻 眼 二 果 喻 耳 三 果 喻 舌 四 果 喻 口 佛 果 
X24n0470_002:0871a17	喻鼻。雖然分眼耳鼻舌口不離一面。是故鼻孔都	喻 鼻 雖 然 分 眼 耳 鼻 舌 口 不 離 一 面 是 故 鼻 孔 都 
X24n0470_002:0871a18	一樣。我的佛。無上者再無有上萬法。是他為主。故	一 樣 我 的 佛 無 上 者 再 無 有 上 萬 法 是 他 為 主 故 
X24n0470_002:0871a19	云。無上法中王四智三身者。眼識耳識。鼻識舌識。	云 無 上 法 中 王 四 智 三 身 者 眼 識 耳 識 鼻 識 舌 識 
X24n0470_002:0871a20	身識。此五識。為成所作。智意識。為妙觀察智。傳送	身 識 此 五 識 為 成 所 作 智 意 識 為 妙觀察智 傳 送 
X24n0470_002:0871a21	為平等性。智含藏識。為大圓鏡智。三身者。妙觀察	為 平 等 性 智 含 藏 識 為 大圓鏡智 三 身 者 妙 觀 察 
X24n0470_002:0871a22	智。成所作智。二智轉為千百億化身。平等性智。轉	智 成所作智 二 智 轉 為 千 百 億 化 身 平等性智 轉 
X24n0470_002:0871a23	為圓滿報身。大圓智。智轉為清淨法身。若是行人	為 圓 滿 報 身 大 圓 智 智 轉 為 清 淨 法 身 若 是 行 人 
X24n0470_002:0871a24	一一轉得。故云。四智三身。徧滿虗空藏。觀音經云。	一 一 轉 得 故 云 四 智 三 身 徧 滿 虗 空 藏 觀 音 經 云 
X24n0470_002:0871b01	十方諸國土。無剎不現身故云體露堂堂盡放光。	十 方 諸 國 土 無 剎 不 現 身 故 云 體 露 堂 堂 盡 放 光 
X24n0470_002:0871b02	無斷無滅。紅爐點雪。千江普照。一輪明月。	無 斷 無 滅 紅 爐 點 雪 千 江 普 照 一 輪 明 月 
X24n0470_002:0871b03	依空又落空。無生斷滅見。佛叫須菩提。汝若作是	依 空 又 落 空 無 生 斷 滅 見 佛 叫 須 菩 提 汝 若 作 是 
X24n0470_002:0871b04	說。如來以具足三十二相。故。得阿耨多羅三藐三	說 如 來 以 具 足 三十二相 故 得 阿 耨 多 羅 三 藐 三 
X24n0470_002:0871b05	菩提。須菩提。莫作如是之念。如來不以具足相。故	菩 提 須 菩 提 莫 作 如 是 之 念 如 來 不 以 具 足 相 故 
X24n0470_002:0871b06	得阿耨多羅三藐三菩提。須菩提汝若作如是之	得阿耨多羅三藐三菩提 須 菩 提 汝 若 作 如 是 之 
X24n0470_002:0871b07	念。發阿耨多羅三藐三菩提心者。說了諸法。斷滅	念 發 阿耨多羅三藐三菩提 心 者 說 了 諸 法 斷 滅 
X24n0470_002:0871b08	頑空。莫作如是之念。何以故。發阿耨多羅三藐三	頑 空 莫 作 如 是 之 念 何 以 故 發 阿 耨 多 羅 三 藐 三 
X24n0470_002:0871b09	菩提心者。於發不得斷滅頑空相。須菩提。聞說法	菩 提 心 者 於 發 不 得 斷 滅 頑 空 相 須 菩 提 聞 說 法 
X24n0470_002:0871b10	身離相。便不脩三十二清淨行。現成是菩提。佛言	身 離 相 便 不 脩 三 十 二 清 淨 行 現 成 是 菩 提 佛 言 
X24n0470_002:0871b11	須菩提莫作是念。如來不修三十二清淨行。而得	須 菩 提 莫 作 是 念 如 來 不 修 三 十 二 清 淨 行 而 得 
X24n0470_002:0871b12	菩提。汝若言不修三十二清淨行。而得阿耨多羅	菩 提 汝 若 言 不 修 三 十 二 清 淨 行 而 得 阿 耨 多 羅 
X24n0470_002:0871b13	三藐三菩提者。即是斷佛種性。無有是處。今時有	三藐三菩提 者 即 是 斷 佛 種 性 無 有 是 處 今 時 有 
X24n0470_002:0871b14	等修行人。離色身。而別求法身。永盡煩惱。常住心	等 修 行 人 離 色 身 而 別 求 法 身 永 盡 煩 惱 常 住 心 
X24n0470_002:0871b15	寂滅。如此者成於斷見。乃是斷滅頑空。呵呵。不解	寂 滅 如 此 者 成 於 斷 見 乃 是 斷 滅 頑 空 呵 呵 不 解 
X24n0470_002:0871b16	色身內有法身。即此色身。從頭至足靈覺之性。充	色 身 內 有 法 身 即 此 色 身 從 頭 至 足 靈 覺 之 性 充 
X24n0470_002:0871b17	滿一身。如是會得。色即法。法即色。有即空。空即有。	滿 一 身 如 是 會 得 色 即 法 法 即 色 有 即 空 空 即 有 
X24n0470_002:0871b18	一體真如。不離色身。超出三界。永嘉云。幻化空身。	一 體 真 如 不 離 色 身 超出三界 永 嘉 云 幻 化 空 身 
X24n0470_002:0871b19	即法身。法身覺了無一物。本源自性天真佛。從上	即 法 身 法 身 覺 了 無 一 物 本 源 自 性 天 真 佛 從 上 
X24n0470_002:0871b20	祖師。借此幻身。修成佛道。古人云。欲知佛性義。不	祖 師 借 此 幻 身 修 成 佛 道 古 人 云 欲 知 佛 性 義 不 
X24n0470_002:0871b21	離世間覺離了世間覺。何求佛性義。如來不說斷	離 世 間 覺 離 了 世 間 覺 何 求 佛 性 義 如 來 不 說 斷 
X24n0470_002:0871b22	滅相。故云。無斷無滅。片雪者。一切諸法乃是參禪	滅 相 故 云 無 斷 無 滅 片 雪 者 一切諸法 乃 是 參 禪 
X24n0470_002:0871b23	打坐。打七煉魔。拜經拜佛。觀想西方。求生天上。共	打 坐 打 七 煉 魔 拜 經 拜 佛 觀 想 西 方 求 生 天 上 共 
