T24n1464_001:0851a03	鼻奈耶序	鼻 奈 耶 序 
T24n1464_009:0892a11	夷以得阿羅漢道，便作是念：「我本未得道時，	夷 以 得阿羅漢 道 便 作 是 念 我 本 未 得 道 時 
T24n1464_009:0892a12	與此六群比丘在此舍衛國，多觸惱諸長者家、	與 此 六群比丘 在 此 舍 衛 國 多 觸 惱 諸 長 者 家 
T24n1464_009:0892a13	多犯諸事。我今當教化用補前愆。」即於舍衛	多 犯 諸 事 我 今 當 教 化 用 補 前 愆 即 於 舍 衛 
T24n1464_009:0892a14	教化九百九十九家，少一不滿千家。其婦得	教 化 九 百 九 十 九 家 少 一 不 滿 千 家 其 婦 得 
T24n1464_009:0892a15	道而夫不得者，不在數；其夫得道婦不得者，	道 而 夫 不 得 者 不 在 數 其 夫 得 道 婦 不 得 者 
T24n1464_009:0892a16	亦不在數；夫婦同得者乃數。有一婆羅門，夫	亦 不 在 數 夫 婦 同 得 者 乃 數 有 一 婆 羅 門 夫 
T24n1464_009:0892a17	婦應從迦留陀夷得道。時迦留陀夷平旦著	婦 應 從 迦 留 陀 夷 得 道 時 迦 留 陀 夷 平 旦 著 
T24n1464_009:0892a18	衣持鉢入舍衛，殯陀跋陀不失次第，至此	衣 持 鉢 入 舍 衛 殯 陀 跋 陀 不 失 次 第 至 此 
T24n1464_009:0892a19	婆羅門家。時婆羅門出行不在，婆羅門婦閉	婆 羅 門 家 時 婆 羅 門 出 行 不 在 婆 羅 門 婦 閉 
T24n1464_009:0892a20	門在內作食。迦留陀夷即三昧正受，從竈前	門 在 內 作 食 迦 留 陀 夷 即 三 昧 正 受 從 竈 前 
T24n1464_009:0892a21	地中踊出。婆羅門婦見，便作是念：「此必從我	地 中 踊 出 婆 羅 門 婦 見 便 作 是 念 此 必 從 我 
T24n1464_009:0892a22	乞食。若空中倒懸，我不與食。」迦留陀夷即空	乞 食 若 空 中 倒 懸 我 不 與 食 迦 留 陀 夷 即 空 
T24n1464_009:0892a23	中倒懸。婆羅門婦復作是念：「眼大如釜口，我	中 倒 懸 婆 羅 門 婦 復 作 是 念 眼 大 如 釜 口 我 
T24n1464_009:0892a24	不與食。」時迦留陀夷眼即大如釜口。婆羅門	不 與 食 時 迦 留 陀 夷 眼 即 大 如 釜 口 婆 羅 門 
T24n1464_009:0892a25	婦復作是念：「若戾口著額上，我不與食。」時迦	婦 復 作 是 念 若 戾 口 著 額 上 我 不 與 食 時 迦 
T24n1464_009:0892a26	留陀夷即戾口著額上。婆羅門婦復作是念：	留 陀 夷 即 戾 口 著 額 上 婆 羅 門 婦 復 作 是 念 
T24n1464_009:0892a27	「正爾在我前死，我不與食。」迦留陀夷即在前	 正 爾 在 我 前 死 我 不 與 食 迦 留 陀 夷 即 在 前 
T24n1464_009:0892a28	死。婆羅門婦大驚怖言：「此沙門釋子廣有知	死 婆 羅 門 婦 大 驚 怖 言 此 沙 門 釋 子 廣 有 知 
T24n1464_009:0892a29	識，是波斯匿王善知識、末利夫人阿闍梨。備	識 是 波 斯 匿 王 善 知 識 末 利 夫 人 阿 闍 梨 備 
T24n1464_009:0892b01	當聞於此婆羅門家死，則誅我門族。今當活	當 聞 於 此 婆 羅 門 家 死 則 誅 我 門 族 今 當 活 
T24n1464_009:0892b02	者，從意所索，不逆其意。」時迦留陀夷小頻申	者 從 意 所 索 不 逆 其 意 時 迦 留 陀 夷 小 頻 申 
T24n1464_009:0892b03	起，婆羅門婦見起復作是念：「著釜燋飯當與	起 婆 羅 門 婦 見 起 復 作 是 念 著 釜 燋 飯 當 與 
T24n1464_009:0892b04	其食。」即以杓酌，終不得燋飯，但得好飯，時釜	其 食 即 以 杓 酌 終 不 得 燋 飯 但 得 好 飯 時 釜 
T24n1464_009:0892b05	飯流來向鉢。婆羅門婦見此變化，心開意解：	飯 流 來 向 鉢 婆 羅 門 婦 見 此 變 化 心 開 意 解 
T24n1464_009:0892b06	「此大神人來此間者，正欲度我，不來求食。」即	 此 大 神 人 來 此 間 者 正 欲 度 我 不 來 求 食 即 
T24n1464_009:0892b07	擎鉢飯授優陀耶。優陀耶答：「妹！不用此飯。可	擎 鉢 飯 授 優 陀 耶 優 陀 耶 答 妹 不 用 此 飯 可 
T24n1464_009:0892b08	持往施比丘僧。」此婆羅門婦於前先佛種善	持 往 施 比 丘 僧 此 婆 羅 門 婦 於 前 先 佛 種 善 
T24n1464_009:0892b09	根，語迦留陀夷：「共往。欲持此釜飯，盡飯比丘	根 語 迦 留 陀 夷 共 往 欲 持 此 釜 飯 盡 飯 比 丘 
T24n1464_009:0892b10	僧。」優陀耶言：「隨意。」時婆羅門婦負此釜飯詣	僧 優 陀 耶 言 隨 意 時 婆 羅 門 婦 負 此 釜 飯 詣 
T24n1464_009:0892b11	祇桓，鳴揵搥集比丘僧，以飯施比丘僧。頭	祇 桓 鳴 揵 搥 集 比 丘 僧 以 飯 施 比 丘 僧 頭 
T24n1464_009:0892b12	面禮迦留陀夷，在一面坐。優陀耶即為說種	面 禮 迦 留 陀 夷 在 一 面 坐 優 陀 耶 即 為 說 種 
T24n1464_009:0892b13	種法，破二十拘利惡，得須陀洹果。時此婦人	種 法 破 二 十 拘 利 惡 得 須陀洹果 時 此 婦 人 
T24n1464_009:0892b14	已得見諦，頭面禮優陀耶：「從今日始歸佛歸	已 得 見 諦 頭 面 禮 優 陀 耶 從 今 日 始 歸 佛 歸 
T24n1464_009:0892b15	法歸比丘僧，聽為優婆夷，盡命不殺生。」時此	法 歸 比 丘 僧 聽 為 優 婆 夷 盡 命 不 殺 生 時 此 
T24n1464_009:0892b16	婦人頭面禮迦留陀夷足便去。還詣家，語婆	婦 人 頭 面 禮 迦 留 陀 夷 足 便 去 還 詣 家 語 婆 
T24n1464_009:0892b17	羅門言：「尊者迦留陀夷至此分衛，作若干變	羅 門 言 尊 者 迦 留 陀 夷 至 此 分 衛 作 若 干 變 
T24n1464_009:0892b18	化，我即釜飯布施。比丘僧與我說法，得須陀	化 我 即 釜 飯 布 施 比 丘 僧 與 我 說 法 得 須 陀 
T24n1464_009:0892b19	洹道。君今及時，可速往聽法。」時婆羅門在先	洹 道 君 今 及 時 可 速 往 聽 法 時 婆 羅 門 在 先 
T24n1464_009:0892b20	佛種善根，即往詣迦留陀夷所，頭面禮足在	佛 種 善 根 即 往 詣 迦 留 陀 夷 所 頭面禮足 在 
T24n1464_009:0892b21	一面坐。迦留陀夷與說法，破二十拘利惡，得	一 面 坐 迦 留 陀 夷 與 說 法 破 二 十 拘 利 惡 得 
T24n1464_009:0892b22	須陀洹果。時婆羅門得見諦，從坐起，頭面禮	須陀洹果 時 婆 羅 門 得 見 諦 從 坐 起 頭 面 禮 
T24n1464_009:0892b23	足：「從今日始歸佛歸法歸比丘僧，聽為優婆	足 從 今 日 始 歸 佛 歸 法 歸 比 丘 僧 聽 為 優 婆 
T24n1464_009:0892b24	塞，盡命不殺生。」時優婆塞聞說法已，從坐起，	塞 盡 命 不 殺 生 時 優 婆 塞 聞 說 法 已 從 坐 起 
T24n1464_009:0892b25	頭面禮足而去。到舍，語其婦言：「迦留陀夷最	頭面禮足 而 去 到 舍 語 其 婦 言 迦 留 陀 夷 最 
T24n1464_009:0892b26	是我等善知識，斷我等生死根、閉地獄門，得	是 我 等 善 知 識 斷 我 等 生 死 根 閉 地 獄 門 得 
T24n1464_009:0892b27	度彼岸。所須衣被飯食病瘦醫藥，使此間	度 彼 岸 所 須 衣 被 飯 食 病 瘦 醫 藥 使 此 間 
T24n1464_009:0892b28	取。」時婦語婆羅門：「若往請。」即往頭面禮迦留	取 時 婦 語 婆 羅 門 若 往 請 即 往 頭 面 禮 迦 留 
T24n1464_009:0892b29	陀夷足，在前白言：「所須衣被飯食病瘦醫	陀 夷 足 在 前 白 言 所 須 衣 被 飯 食 病 瘦 醫 
T24n1464_009:0892c01	藥，願到我家取，莫有疑難。」迦留陀夷默然受	藥 願 到 我 家 取 莫 有 疑 難 迦 留 陀 夷 默 然 受 
T24n1464_009:0892c02	之，所須常到彼取。此婆羅門唯有一子，即與	之 所 須 常 到 彼 取 此 婆 羅 門 唯 有 一 子 即 與 
T24n1464_009:0892c03	取婦，呼子與婦二人在前，約勅子言：「若我夫	取 婦 呼 子 與 婦 二 人 在 前 約 勅 子 言 若 我 夫 
T24n1464_009:0892c04	婦死後，汝看迦留陀夷如我在時。」兒跪答言：	婦 死 後 汝 看 迦 留 陀 夷 如 我 在 時 兒 跪 答 言 
T24n1464_009:0892c05	「奉教。」後漸漸父母死。七日後澡洗著衣，往	 奉 教 後 漸 漸 父 母 死 七 日 後 澡 洗 著 衣 往 
T24n1464_009:0892c06	詣迦留陀夷所，頭面禮足在一面坐，白優陀	詣 迦 留 陀 夷 所 頭面禮足 在 一 面 坐 白 優 陀 
T24n1464_009:0892c07	耶言：「迦留陀夷則是我父母，所須衣被飲食	耶 言 迦 留 陀 夷 則 是 我 父 母 所 須 衣 被 飲 食 
T24n1464_009:0892c08	病瘦醫藥，至我家取。」迦留陀夷有所乏少，常	病 瘦 醫 藥 至 我 家 取 迦 留 陀 夷 有 所 乏 少 常 
T24n1464_009:0892c09	往取之。時此婆羅門子出行不在，時有五百	往 取 之 時 此 婆 羅 門 子 出 行 不 在 時 有 五 百 
T24n1464_009:0892c10	賊，外劫人已持財入舍衛城。時群賊中有一	賊 外 劫 人 已 持 財 入 舍 衛 城 時 群 賊 中 有 一 
T24n1464_009:0892c11	魁首，端正無雙。婆羅門子婦屋上遙[門@視]，即	魁 首 端 正 無 雙 婆 羅 門 子 婦 屋 上 遙 [門視] 即 
T24n1464_009:0892c12	遣一婢使往語：「可暫顧屈，見造貧舍。」即到其	遣 一 婢 使 往 語 可 暫 顧 屈 見 造 貧 舍 即 到 其 
T24n1464_009:0892c13	家，與婆羅門子婦為不淨行。尊者迦留陀夷	家 與 婆 羅 門 子 婦 為 不 淨 行 尊 者 迦 留 陀 夷 
T24n1464_009:0892c14	尋亦至舍，即就坐行清淨水，布種種食。食訖	尋 亦 至 舍 即 就 坐 行 清 淨 水 布 種 種 食 食 訖 
T24n1464_009:0892c15	復行清淨水，在一面坐，聽說法。說婬之惡露，	復 行 清 淨 水 在 一 面 坐 聽 說 法 說 婬 之 惡 露 
T24n1464_009:0892c16	犯戒墮惡道持戒生天。婆羅門婦便作是念：	犯 戒 墮 惡 道 持 戒 生 天 婆 羅 門 婦 便 作 是 念 
T24n1464_009:0892c17	「此沙門後至，說婬之不淨、持戒生天，必當見	 此 沙 門 後 至 說 婬 之 不 淨 持 戒 生 天 必 當 見 
T24n1464_009:0892c18	我為不淨行。又於我夫最為親厚，若當語此	我 為 不 淨 行 又 於 我 夫 最 為 親 厚 若 當 語 此 
T24n1464_009:0892c19	事者，罪我不少。」迦留陀夷去後，語此賊師：「此	事 者 罪 我 不 少 迦 留 陀 夷 去 後 語 此 賊 師 此 
T24n1464_009:0892c20	沙門後至，但說婬事，必當見我為不淨行。又	沙 門 後 至 但 說 婬 事 必 當 見 我 為 不 淨 行 又 
T24n1464_009:0892c21	於我夫最為親厚，若當告此事者，罪我不少。」	於 我 夫 最 為 親 厚 若 當 告 此 事 者 罪 我 不 少 
T24n1464_009:0892c22	賊問：「當云何？」婆羅門婦言：「當取殺。」賊答：「不	賊 問 當 云 何 婆 羅 門 婦 言 當 取 殺 賊 答 不 
T24n1464_009:0892c23	得殺。」婦人問：「何以故不得殺？」賊答：「此是大	得 殺 婦 人 問 何 以 故 不 得 殺 賊 答 此 是 大 
T24n1464_009:0892c24	種姓家子，波斯匿善知識、末利夫人師。是	種 姓 家 子 波 斯 匿 善 知 識 末 利 夫 人 師 是 
T24n1464_009:0892c25	故不得殺。」婦言：「當作方便。」即詐病遣信呼。迦	故 不 得 殺 婦 言 當 作 方 便 即 詐 病 遣 信 呼 迦 
T24n1464_009:0892c26	留陀夷食後著衣持鉢來至此家，頭面禮足，	留 陀 夷 食 後 著衣持鉢 來 至 此 家 頭面禮足 
T24n1464_009:0892c27	在一面坐。迦留陀夷與說法，說法已欲去。婆	在 一 面 坐 迦 留 陀 夷 與 說 法 說 法 已 欲 去 婆 
T24n1464_009:0892c28	羅門婦白言：「小留莫去，意貪聞陀夷說法，病	羅 門 婦 白 言 小 留 莫 去 意 貪 聞 陀 夷 說 法 病 
T24n1464_009:0892c29	如小差。」迦留陀夷復重說深法。日沒時，此賊	如 小 差 迦 留 陀 夷 復 重 說 深 法 日 沒 時 此 賊 
T24n1464_009:0893a01	執利刀在後斫頭，即命斷，藏舍後馬糞下。其	執 利 刀 在 後 斫 頭 即 命 斷 藏 舍 後 馬 糞 下 其 
T24n1464_009:0893a02	日是十五日說戒，撾揵搥集僧說戒行舍羅，	日 是 十 五 日 說 戒 撾 揵 搥 集 僧 說 戒 行 舍 羅 
T24n1464_009:0893a03	長一。簸[口*蔡]羅問：「誰不入說戒？」比坐對：「尊者迦	長 一 簸 [口蔡] 羅 問 誰 不 入 說 戒 比 坐 對 尊 者 迦 
T24n1464_009:0893a04	留陀夷不來。」簸[口*蔡]羅即問：「有囑授不？」答言：「無。」	留 陀 夷 不 來 簸 [口蔡] 羅 即 問 有 囑 授 不 答 言 無 
T24n1464_009:0893a05	時簸[口*蔡]羅不知當云何，往白世尊。世尊告曰：	時 簸 [口蔡] 羅 不 知 當 云 何 往 白 世 尊 世 尊 告 曰 
T24n1464_009:0893a06	「諸比丘但說戒，迦留陀夷已般泥洹，少一不	 諸 比 丘 但 說 戒 迦 留 陀 夷 已 般 泥 洹 少 一 不 
T24n1464_009:0893a07	滿五百。」世尊：「迦留陀夷常為我善知識，今日	滿 五 百 世 尊 迦 留 陀 夷 常 為 我 善 知 識 今 日 
T24n1464_009:0893a08	別矣。」時世尊平旦著衣持鉢，與大比丘眾入	別 矣 時 世 尊 平 旦 著衣持鉢 與 大 比 丘 眾 入 
T24n1464_009:0893a09	舍衛國，往詣馬糞所。佛力使迦留陀夷身踊	舍 衛 國 往 詣 馬 糞 所 佛 力 使 迦 留 陀 夷 身 踊 
T24n1464_009:0893a10	出去地七仞，諸比丘以床仰承，即下臥床上	出 去 地 七 仞 諸 比 丘 以 床 仰 承 即 下 臥 床 上 
T24n1464_009:0893a11	送至城外。詣塚間，種種花香供養幡蓋圍	送 至 城 外 詣 塚 間 種 種 花 香 供 養 幡 蓋 圍 
T24n1464_009:0893a12	繞，作眾伎樂，香油灌體而闍維之，與起偷	繞 作 眾 伎 樂 香 油 灌 體 而 闍 維 之 與 起 偷 
T24n1464_009:0893a13	婆。王波斯匿聞尊者迦留陀夷為某婆羅門	婆 王 波 斯 匿 聞 尊 者 迦 留 陀 夷 為 某 婆 羅 門 
T24n1464_009:0893a14	所殺，即誅婆羅門家，左右誅十八家，捕五百	所 殺 即 誅 婆 羅 門 家 左 右 誅 十 八 家 捕 五 百 
T24n1464_009:0893a15	賊，截手足，擲祇桓塹中。世尊因此事集和	賊 截 手 足 擲 祇 桓 塹 中 世 尊 因 此 事 集 和 
T24n1464_009:0893a16	合僧，備十功德，佛為沙門結戒：「若比丘，不	合 僧 備 十 功 德 佛 為 沙 門 結 戒 若 比 丘 不 
T24n1464_009:0893a17	囑左右比丘，非時入邑落者，貝逸提。」諸比丘	囑 左 右 比 丘 非 時 入 邑 落 者 貝 逸 提 諸 比 丘 
T24n1464_009:0893a18	白佛：「尊者迦留陀夷本造何惡，今得阿羅漢，	白 佛 尊 者 迦 留 陀 夷 本 造 何 惡 今 得阿羅漢 
T24n1464_009:0893a19	故為此婆羅門家所殺？」世尊告曰：「迦留陀夷	故 為 此 婆 羅 門 家 所 殺 世 尊 告 曰 迦 留 陀 夷 
T24n1464_009:0893a20	往昔久遠時作天祀主。有五百群賊，劫掠得	往 昔 久 遠 時 作 天 祀 主 有 五 百 群 賊 劫 掠 得 
T24n1464_009:0893a21	物，持入舍衛國。五百群賊截羊四足，持來	物 持 入 舍 衛 國 五 百 群 賊 截 羊 四 足 持 來 
T24n1464_009:0893a22	祠天。天祠主即斷此羊命。爾時五百群賊截	祠 天 天 祠 主 即 斷 此 羊 命 爾 時 五 百 群 賊 截 
T24n1464_009:0893a23	羊四足者，今祇桓塹中五百群賊是。時天	羊 四 足 者 今 祇 桓 塹 中 五 百 群 賊 是 時 天 
T24n1464_009:0893a24	祠主斷羊命者，今迦留陀夷是。雖得阿羅漢，	祠 主 斷 羊 命 者 今 迦 留 陀 夷 是 雖 得阿羅漢 
T24n1464_009:0893a25	不免宿對。爾時羊者，今婆羅門婦是。」時世尊	不 免 宿 對 爾 時 羊 者 今 婆 羅 門 婦 是 時 世 尊 
T24n1464_009:0893a26	說迦留陀夷昔所更，諸比丘聞佛所說，歡喜	說 迦 留 陀 夷 昔 所 更 諸 比 丘 聞 佛 所 說 歡 喜 
T24n1464_009:0893a27	作禮而去。◎	作 禮 而 去 
T24n1464_009:0893a28	鼻奈耶卷第九	鼻 奈 耶 卷 第 九 
T24n1464_010:0893b02	鼻奈耶卷第十	鼻 奈 耶 卷 第 十 
T24n1464_010:0893b04	姚秦涼州沙門竺佛念譯	姚 秦 涼 州 沙 門 竺 佛 念 譯 
T24n1464_010:0893b05	◎佛世尊遊舍衛國祇樹給孤獨園。時六群	 佛 世 尊 遊 舍 衛 國 祇 樹 給 孤 獨 園 時 六 群 
T24n1464_010:0893b06	比丘宿所請佛比丘僧處，平旦至彼家坐抱	比 丘 宿 所 請 佛 比 丘 僧 處 平 旦 至 彼 家 坐 抱 
T24n1464_010:0893b07	小兒弄。時天甚熱，長者婦女脫衣與比丘僧	小 兒 弄 時 天 甚 熱 長 者 婦 女 脫 衣 與 比 丘 僧 
T24n1464_010:0893b08	辦食羞。六群比丘時。諸長者見，自相謂言：「此	辦 食 羞 六群比丘 時 諸 長 者 見 自 相 謂 言 此 
T24n1464_010:0893b09	沙門釋子無有禁忌，眾僧未來先至此坐，妨	沙 門 釋 子 無 有 禁 忌 眾 僧 未 來 先 至 此 坐 妨 
T24n1464_010:0893b10	人辦食。」十二法比丘聞，往白世尊。世尊告曰：	人 辦 食 十 二 法 比 丘 聞 往 白 世 尊 世 尊 告 曰 
T24n1464_010:0893b11	「若比丘，請小食中食先至彼坐，於大眾前弄	 若 比 丘 請 小 食 中 食 先 至 彼 坐 於 大 眾 前 弄 
T24n1464_010:0893b12	小兒者，墮。」佛世尊遊舍衛國祇樹給孤獨園。	小 兒 者 墮 佛 世 尊 遊 舍 衛 國 祇 樹 給 孤 獨 園 
T24n1464_010:0893b13	時六群比丘自恃王家子，雞未鳴入宮裏。諸	時 六群比丘 自 恃 王 家 子 雞 未 鳴 入 宮 裏 諸 
T24n1464_010:0893b14	長者見，自相謂言：「此沙門釋子自恃王家子，	長 者 見 自 相 謂 言 此 沙 門 釋 子 自 恃 王 家 子 
T24n1464_010:0893b15	雞未鳴入宮。」十二法比丘聞，往白世尊。世尊	雞 未 鳴 入 宮 十 二 法 比 丘 聞 往 白 世 尊 世 尊 
T24n1464_010:0893b16	告曰：「若比丘，天未明未藏舉寶、王未著衣服，	告 曰 若 比 丘 天 未 明 未 藏 舉 寶 王 未 著 衣 服 
T24n1464_010:0893b17	過城門閾，除官急呼，犯者墮。有十事不得入	過 城 門 閾 除 官 急 呼 犯 者 墮 有 十 事 不 得 入 
T24n1464_010:0893b18	王家：若比丘入宮，王第一夫人出，笑向沙門	王 家 若 比 丘 入 宮 王 第 一 夫 人 出 笑 向 沙 門 
T24n1464_010:0893b19	作禮，比丘亦笑向。王見便生惡念：『此沙門	作 禮 比 丘 亦 笑 向 王 見 便 生 惡 念 此 沙 門 
T24n1464_010:0893b20	必與我婦通。』此初不可入王家。或時王與夫	必 與 我 婦 通 此 初 不 可 入 王 家 或 時 王 與 夫 
T24n1464_010:0893b21	人共宿，後忘與宿而夫人有娠。比丘入宮，王	人 共 宿 後 忘 與 宿 而 夫 人 有 娠 比 丘 入 宮 王 
T24n1464_010:0893b22	便生惡心：『此沙門數來入宮，必當與我婦通。』	便 生 惡 心 此 沙 門 數 來 入 宮 必 當 與 我 婦 通 
T24n1464_010:0893b23	此比丘第二不得入王家。或時王家失珍寶，	此 比 丘 第 二 不 得 入 王 家 或 時 王 家 失 珍 寶 
T24n1464_010:0893b24	比丘入宮，王便生惡心：『此沙門數數入宮，或	比 丘 入 宮 王 便 生 惡 心 此 沙 門 數 數 入 宮 或 
T24n1464_010:0893b25	能偷珍寶去。』此比丘第三不可入王家。或	能 偷 珍 寶 去 此 比 丘 第 三 不 可 入 王 家 或 
T24n1464_010:0893b26	時王謀議欲殺太子及諸宗親，王未有教而	時 王 謀 議 欲 殺 太 子 及 諸 宗 親 王 未 有 教 而 
T24n1464_010:0893b27	事漏泄。比丘入宮、王便生惡念：『更無餘人，正	事 漏 泄 比 丘 入 宮 王 便 生 惡 念 更 無 餘 人 正 
T24n1464_010:0893b28	此比丘傳漏此事。』此比丘第四不可入王家。	此 比 丘 傳 漏 此 事 此 比 丘 第 四 不 可 入 王 家 
T24n1464_010:0893b29	或時太子欲謀殺王，比丘入宮，與太子坐起	或 時 太 子 欲 謀 殺 王 比 丘 入 宮 與 太 子 坐 起 
T24n1464_010:0893c01	言語。王便生惡念：『此比丘數至太子所，必當	言 語 王 便 生 惡 念 此 比 丘 數 至 太 子 所 必 當 
