X17n0323_001:0135a03	 楞伽經序	 楞 伽 經 序 
X17n0323_006:0220b05	識及五識妄想之相故八識雖異皆妄想也若亦	識 及 五 識 妄 想 之 相 故 八 識 雖 異 皆 妄 想 也 若 亦 
X17n0323_006:0220b06	兼餘義則如此分別者八識之名相也了知識性	兼 餘 義 則 如 此 分 別 者 八 識 之 名 相 也 了 知 識 性 
X17n0323_006:0220b07	不墮二邊而卒於不生者即正智如如是五法亦	不墮二邊 而 卒 於 不 生 者 即 正 智 如 如 是 五 法 亦 
X17n0323_006:0220b08	可通配八識也我我所二攝受滅故二無我生者	可 通 配 八 識 也 我 我 所 二 攝 受 滅 故 二 無 我 生 者 
X17n0323_006:0220b09	由妄想等即有我我所以滅即無我則正智如如	由 妄 想 等 即 有 我 我 所 以 滅 即 無 我 則 正 智 如 如 
X17n0323_006:0220b10	是則識等雖異同歸五法無別自相宗明矣又曰	是 則 識 等 雖 異 同 歸 五 法 無 別 自 相 宗 明 矣 又 曰 
X17n0323_006:0220b11	聲聞緣覺乃至一切佛法悉入其中者總結示也	聲 聞 緣 覺 乃 至 一切佛法 悉 入 其 中 者 總 結 示 也 
X17n0323_006:0220b12	如前三乘及如來地自他因果一切佛法亦悉入	如 前 三 乘 及 如 來 地 自 他 因 果 一切佛法 亦 悉 入 
X17n0323_006:0220b13	今五中了無剩法然猶約有法言之若乃五法無	今 五 中 了 無 剩 法 然 猶 約 有 法 言 之 若 乃 五 法 無 
X17n0323_006:0220b14	法餘法亦無孰為入者則一切佛法道在其中矣	法 餘 法 亦 無 孰 為 入 者 則 一切佛法 道 在 其 中 矣 
X17n0323_006:0220b15	復次五法下重示異義則列名釋義復自一途大	復 次 五 法 下 重 示 異 義 則 列 名 釋 義 復 自 一 途 大 
X17n0323_006:0220b16	同小異不無所以相名反上不出名實互有前後	同 小 異 不 無 所 以 相 名 反 上 不 出 名 實 互 有 前 後 
X17n0323_006:0220b17	餘二前後者前約自行故先智後如此兼化他則	餘 二 前 後 者 前 約 自 行 故 先 智 後 如 此 兼 化 他 則 
X17n0323_006:0220b18	反其次故曰我及諸佛隨順入處者如如也普為	反 其 次 故 曰 我 及 諸 佛 隨 順 入 處 者 如 如 也 普 為 
X17n0323_006:0220b19	眾生如實演說等正智也故知此文兼於化他言	眾 生 如 實 演 說 等 正 智 也 故 知 此 文 兼 於 化 他 言 
X17n0323_006:0220b20	瓶等心心法者謂因瓶等名相則有心心數法能	瓶 等 心 心 法 者 謂 因 瓶 等 名 相 則 有 心心數法 能 
X17n0323_006:0220b21	緣妄想始終無覺等者示名相不可得處即如如	緣 妄 想 始 終 無 覺 等 者 示 名 相 不 可 得 處 即 如 如 
X17n0323_006:0220b22	義謂名相妄想各不相到故始終無覺知者而彼	義 謂 名 相 妄 想 各 不 相 到 故 始 終 無 覺 知 者 而 彼 
X17n0323_006:0220b23	諸法各各自住故無展轉續待之相以是推之法	諸 法 各 各 自 住 故 無 展 轉 續 待 之 相 以 是 推 之 法 
X17n0323_006:0220b24	無自性故離不實妄想則如如也真實決定等者	無 自 性 故 離 不 實 妄 想 則 如 如 也 真 實 決 定 等 者 
X17n0323_006:0220c01	重指如相是諸佛入處依於自證如實演說不斷	重 指 如 相 是 諸 佛 入 處 依 於 自 證 如 實 演 說 不 斷 
X17n0323_006:0220c02	不常非凡小偏邪所得故名正智又曰一切佛法	不 常 非 凡 小 偏 邪 所 得 故 名 正 智 又 曰 一切佛法 
X17n0323_006:0220c03	悉入其中者約互攝義通結四種故與上異勸文	悉 入 其 中 者 約 互 攝 義 通 結 四 種 故 與 上 異 勸 文 
X17n0323_006:0220c04	言勿隨於他者隨他則失於自己偈言摩訶衍者	言 勿 隨 於 他 者 隨 他 則 失 於 自 己 偈 言 摩 訶 衍 者 
X17n0323_006:0220c05	大乘也謂上四法攝受一切大乘反而言之一切	大 乘 也 謂 上 四 法 攝 受 一切大乘 反 而 言 之 一 切 
X17n0323_006:0220c06	佛法亦徧攝今四法也(三)。○右第八章。	佛 法 亦 徧 攝 今 四 法 也 三 右 第 八 章 
X17n0323_006:0220c07	爾時大慧菩薩復白佛言世尊如世尊所說句過去	爾 時 大 慧 菩 薩 復 白 佛 言 世 尊 如 世 尊 所 說 句 過 去 
X17n0323_006:0220c08	諸佛如恒河沙未來現在亦復如是云何世尊為如	諸 佛 如 恒 河 沙 未來現在 亦復如是 云 何 世 尊 為 如 
X17n0323_006:0220c09	說而受為更有餘義惟願如來哀愍解說佛告大慧	說 而 受 為 更 有 餘 義 惟 願 如 來 哀 愍 解 說 佛 告 大 慧 
X17n0323_006:0220c10	莫如說受三世諸佛量非如恒河沙所以者何過世	莫 如 說 受 三世諸佛 量 非 如 恒 河 沙 所以者何 過 世 
X17n0323_006:0220c11	間望非譬所譬以凡愚計常外道妄想長養惡見生	間 望 非 譬 所 譬 以 凡 愚 計 常 外 道 妄 想 長 養 惡 見 生 
X17n0323_006:0220c12	死無窮欲令厭離生死趣輪精勤勝進故為彼說言	死 無 窮 欲 令 厭 離 生 死 趣 輪 精 勤 勝 進 故 為 彼 說 言 
X17n0323_006:0220c13	諸佛易見非如優曇鉢華難得見故息方便求有時	諸 佛 易 見 非 如 優 曇 鉢 華 難 得 見 故 息 方 便 求 有 時 
X17n0323_006:0220c14	復觀諸受化者作是說言佛難值遇如優曇鉢華優	復 觀 諸 受 化 者 作 是 說 言 佛 難 值 遇 如 優 曇 鉢 華 優 
X17n0323_006:0220c15	曇鉢華無已見今見當見如來者世間悉見不以建	曇 鉢 華 無 已 見 今 見 當 見 如 來 者 世 間 悉 見 不 以 建 
X17n0323_006:0220c16	立自通故說言如來出世如優曇鉢華大慧自建立	立 自 通 故 說 言 如 來 出 世 如 優 曇 鉢 華 大 慧 自 建 立 
X17n0323_006:0220c17	自通者過世間望彼諸凡愚所不能信自覺聖智境	自 通 者 過 世 間 望 彼 諸 凡 愚 所 不 能 信 自覺聖智 境 
X17n0323_006:0220c18	界無以為譬真實如來過心意意識所見之相不可	界 無 以 為 譬 真 實 如 來 過 心意意識 所 見 之 相 不 可 
X17n0323_006:0220c19	為譬大慧然我說譬佛如恒河沙無有過咎。	為 譬 大 慧 然 我 說 譬 佛 如 恒 河 沙 無 有 過 咎 
X17n0323_006:0220c20	三世諸佛如恒河沙經教言之多矣往往聞者必	三世諸佛 如 恒 河 沙 經 教 言 之 多 矣 往 往 聞 者 必 
X17n0323_006:0220c21	曰其數云爾大慧意其別有所在故復請云云佛	曰 其 數 云 爾 大 慧 意 其 別 有 所 在 故 復 請 云 云 佛 
X17n0323_006:0220c22	答中先止其非曰莫如說受謂止言數而已蓋諸	答 中 先 止 其 非 曰 莫 如 說 受 謂 止 言 數 而 已 蓋 諸 
X17n0323_006:0220c23	佛數量過於此故亦過世間心量所望故非譬所	佛 數 量 過 於 此 故 亦 過 世 間 心 量 所 望 故 非 譬 所 
X17n0323_006:0220c24	譬豈特恒沙而已文先寄曇華以開譬端示凡譬	譬 豈 特 恒 沙 而 已 文 先 寄 曇 華 以 開 譬 端 示 凡 譬 
X17n0323_006:0221a01	喻義不一揆也則曰凡愚計常等謂彼凡外有未	喻 義 不 一 揆 也 則 曰 凡 愚 計 常 等 謂 彼 凡 外 有 未 
X17n0323_006:0221a02	受化者生死無窮如來為說諸佛易見非如曇華	受 化 者 生 死 無 窮 如 來 為 說 諸 佛 易 見 非 如 曇 華 
X17n0323_006:0221a03	令其不生退想息方便求而求佛道此則反喻以	令 其 不 生 退 想 息 方 便 求 而 求 佛 道 此 則 反 喻 以 
X17n0323_006:0221a04	難顯易所以進之也又曰有時復觀諸受化者為	難 顯 易 所 以 進 之 也 又 曰 有 時 復 觀 諸 受 化 者 為 
X17n0323_006:0221a05	說佛難值遇猶如曇華令其希慕求道此則順譬	說 佛 難 值 遇 猶 如 曇 華 令 其 希 慕 求 道 此 則 順 譬 
X17n0323_006:0221a06	所以策之也進之策之所以誘物其致一也然皆	所 以 策 之 也 進 之 策 之 所 以 誘 物 其 致 一 也 然 皆 
X17n0323_006:0221a07	化用邊事非謂建立自通則又結示能喻所喻有	化 用 邊 事 非 謂 建 立 自 通 則 又 結 示 能 喻 所 喻 有 
X17n0323_006:0221a08	難有易故曰優曇鉢華無已見今見當見則能喻	難 有 易 故 曰 優 曇 鉢 華 無 已 見 今 見 當 見 則 能 喻 
X17n0323_006:0221a09	唯難見如來者世間悉見則所喻有難易文但言	唯 難 見 如 來 者 世 間 悉 見 則 所 喻 有 難 易 文 但 言 
X17n0323_006:0221a10	易亦法譬互見爾所謂自通等者即如來自覺聖	易 亦 法 譬 互 見 爾 所 謂 自 通 等 者 即 如 來 自 覺 聖 
X17n0323_006:0221a11	智境界真實法身則非難非易過世間望故非凡	智 境 界 真 實 法 身 則 非 難 非 易 過 世 間 望 故 非 凡 
X17n0323_006:0221a12	愚所信亦非心意識量之所能見無譬為譬此其	愚 所 信 亦 非 心 意 識 量 之 所 能 見 無 譬 為 譬 此 其 
X17n0323_006:0221a13	為自通境界也然則譬佛如恒沙何也抑言之過	為 自 通 境 界 也 然 則 譬 佛 如 恒 沙 何 也 抑 言 之 過 
X17n0323_006:0221a14	邪故復宗釋疑正酬所請曰無有過各凡略有七	邪 故 復 宗 釋 疑 正 酬 所 請 曰 無 有 過 各 凡 略 有 七 
X17n0323_006:0221a15	義所以言之如次文(一)。	義 所 以 言 之 如 次 文 一 
X17n0323_006:0221a16	大慧譬如恒沙一切魚[敞/魚]輸收摩羅師子象馬人獸	大 慧 譬 如 恒 沙 一 切 魚 [敞魚] 輸 收 摩 羅 師 子 象 馬 人 獸 
X17n0323_006:0221a17	踐踏沙不念言彼惱亂我而生妄想自性清淨無諸	踐 踏 沙 不 念 言 彼 惱 亂 我 而 生 妄 想 自 性 清 淨 無 諸 
X17n0323_006:0221a18	垢汙如來應供等正覺自覺聖智恒河大力神通自	垢 汙 如 來 應 供 等 正 覺 自覺聖智 恒 河 大 力 神 通 自 
X17n0323_006:0221a19	在等沙一切外道諸人獸等一切惱亂如來不念而	在 等 沙 一 切 外 道 諸 人 獸 等 一 切 惱 亂 如 來 不 念 而 
X17n0323_006:0221a20	生妄想如來寂然無有念想如來本願以三昧樂安	生 妄 想 如 來 寂 然 無 有 念 想 如 來 本 願 以 三 昧 樂 安 
X17n0323_006:0221a21	眾生故無有惱亂猶如恒沙等無有異又斷貪恚故	眾 生 故 無 有 惱 亂 猶 如 恒 沙 等無有異 又 斷 貪 恚 故 
X17n0323_006:0221a22	譬如恒沙是地自性劫盡燒時燒一切地而彼地大	譬 如 恒 沙 是 地 自 性 劫 盡 燒 時 燒 一 切 地 而 彼 地 大 
X17n0323_006:0221a23	不捨自性與火大俱生故其餘愚夫作地燒想而地	不 捨 自 性 與 火 大 俱 生 故 其 餘 愚 夫 作 地 燒 想 而 地 
X17n0323_006:0221a24	不燒以火因故如是大慧如來法身如恒沙不壞大	不 燒 以 火 因 故 如 是 大 慧 如來法身 如 恒 沙 不 壞 大 
X17n0323_006:0221b01	慧譬如恒沙無有限量如來光明亦復如是無有限	慧 譬 如 恒 沙 無 有 限 量 如 來 光 明 亦復如是 無 有 限 
X17n0323_006:0221b02	量為成熟眾生故普照一切諸佛大眾大慧譬如恒	量 為 成 熟 眾 生 故 普 照 一切諸佛 大 眾 大 慧 譬 如 恒 
X17n0323_006:0221b03	沙別求異沙永不可得如是大慧如來應供等正覺	沙 別 求 異 沙 永 不 可 得 如 是 大 慧 如 來 應 供 等 正 覺 
X17n0323_006:0221b04	無生死生滅有因緣斷故大慧譬如恒沙增減不可	無 生 死 生 滅 有 因 緣 斷 故 大 慧 譬 如 恒 沙 增 減 不 可 
X17n0323_006:0221b05	得知如是大慧如來智慧成熟眾生不增不減非身	得 知 如 是 大 慧 如來智慧 成 熟 眾 生 不增不減 非 身 
X17n0323_006:0221b06	法故身法者有壞如來法身非是身法如厭洹沙油	法 故 身 法 者 有 壞 如來法身 非 是 身 法 如 厭 洹 沙 油 
X17n0323_006:0221b07	不可得如是一切極苦眾生逼迫如來乃至眾生未	不 可 得 如是一切 極 苦 眾 生 逼 迫 如 來 乃 至 眾 生 未 
X17n0323_006:0221b08	得涅槃不捨法界自三昧願樂以大悲故大慧譬如	得 涅 槃 不 捨 法 界 自 三 昧 願 樂 以 大 悲 故 大 慧 譬 如 
X17n0323_006:0221b09	恒沙隨水而流非無水也如是大慧如來所說一切	恒 沙 隨 水 而 流 非 無 水 也 如 是 大 慧 如 來 所 說 一 切 
X17n0323_006:0221b10	諸法隨涅槃流是故說言如恒河沙如來不隨諸去	諸 法 隨 涅 槃 流 是 故 說 言 如 恒 河 沙 如 來 不 隨 諸 去 
X17n0323_006:0221b11	流轉去是壞義故大慧生死本際不可知不知故云	流 轉 去 是 壞 義 故 大 慧 生 死 本 際 不 可 知 不 知 故 云 
X17n0323_006:0221b12	何說去大慧去者斷義而愚夫不知。	何 說 去 大 慧 去 者 斷 義 而 愚 夫 不 知 
X17n0323_006:0221b13	一沙不念彼惱亂故以譬如來聖智無念不生妄	一 沙 不 念 彼 惱 亂 故 以 譬 如 來 聖 智 無 念 不 生 妄 
X17n0323_006:0221b14	想如文可知二沙性不壞以譬如來法身常住言	想 如 文 可 知 二 沙 性 不 壞 以 譬 如來法身 常 住 言 
X17n0323_006:0221b15	是地自性者有事有理以事則同一堅性故為沙	是 地 自 性 者 有 事 有 理 以 事 則 同 一 堅 性 故 為 沙 
X17n0323_006:0221b16	為石是堅之至者以理則與彼堅濕煖動均一真	為 石 是 堅 之 至 者 以 理 則 與 彼 堅 濕 煖 動 均 一 真 
X17n0323_006:0221b17	性亦離異不異如前不生之性故劫盡燒時燒一	性 亦 離 異 不 異 如 前 不 生 之 性 故 劫 盡 燒 時 燒 一 
X17n0323_006:0221b18	切地而彼地大不捨自性正謂此性也故地之性	切 地 而 彼 地 大 不 捨 自 性 正 謂 此 性 也 故 地 之 性 
X17n0323_006:0221b19	即火之性地大生時與火俱生火事滅時而性不	即 火 之 性 地 大 生 時 與 火 俱 生 火 事 滅 時 而 性 不 
X17n0323_006:0221b20	滅若火大即性亦得云火事如故又曰火因者謂	滅 若 火 大 即 性 亦 得 云 火 事 如 故 又 曰 火 因 者 謂 
X17n0323_006:0221b21	火無所依必因地而有是地與火為相續體故地	火 無 所 依 必 因 地 而 有 是 地 與 火 為 相 續 體 故 地 
X17n0323_006:0221b22	無火而不燒火無地而不續惟其不自焚故兩不	無 火 而 不 燒 火 無 地 而 不 續 惟 其 不 自 焚 故 兩 不 
X17n0323_006:0221b23	相壞此地所以不得而燒而愚者見為燒爾若以	相 壞 此 地 所 以 不 得 而 燒 而 愚 者 見 為 燒 爾 若 以 
X17n0323_006:0221b24	堅濕煖動為自性者此則政相凌奪安得俱生而	堅 濕 煖 動 為 自 性 者 此 則 政 相 凌 奪 安 得 俱 生 而 
X17n0323_006:0221c01	不燒邪三沙無限量譬如來光明無量四無異沙	不 燒 邪 三 沙 無 限 量 譬 如 來 光 明 無 量 四 無 異 沙 
X17n0323_006:0221c02	譬如來無分段之生死及變易之生滅以內外諸	譬 如 來 無 分 段 之 生 死 及 變 易 之 生 滅 以 內 外 諸 
X17n0323_006:0221c03	有因緣斷故五沙無增減譬如來以智慧成熟眾	有 因 緣 斷 故 五 沙 無 增 減 譬 如 來 以 智 慧 成 熟 眾 
X17n0323_006:0221c04	生而於法身體無增減不同色身之法有壞滅故	生 而 於 法 身 體 無 增 減 不 同 色 身 之 法 有 壞 滅 故 
X17n0323_006:0221c05	六如厭沙無油譬如來雖為眾生極苦逼迫而不	六 如 厭 沙 無 油 譬 如 來 雖 為 眾 生 極 苦 逼 迫 而 不 
X17n0323_006:0221c06	捨本願如油不可得七如恒沙隨流愚人但見沙	捨 本 願 如 油 不 可 得 七 如 恒 沙 隨 流 愚 人 但 見 沙 
X17n0323_006:0221c07	流而不見水以智觀之非無水也譬如來說一切	流 而 不 見 水 以 智 觀 之 非 無 水 也 譬 如 來 說 一 切 
X17n0323_006:0221c08	法隨順涅槃有如順流而非去義故曰如來不隨	法 隨 順 涅 槃 有 如 順 流 而 非 去 義 故 曰 如 來 不 隨 
X17n0323_006:0221c09	諸去流轉謂於法悟性不隨相轉故不同去流以	諸 去 流 轉 謂 於 法 悟 性 不 隨 相 轉 故 不 同 去 流 以 
X17n0323_006:0221c10	去是生死壞滅義故若以法顯譬而流亦無流以	去 是 生 死 壞 滅 義 故 若 以 法 顯 譬 而 流 亦 無 流 以 
X17n0323_006:0221c11	前後流均一水故又曰生死本際不可知者是復	前 後 流 均 一 水 故 又 曰 生 死 本 際 不 可 知 者 是 復 
X17n0323_006:0221c12	以生死對涅槃若以本際言之則皆不可知覆釋	以 生 死 對 涅 槃 若 以 本 際 言 之 則 皆 不 可 知 覆 釋 
X17n0323_006:0221c13	上不隨去流義以其生死本際際於涅槃理極事	上 不 隨 去 流 義 以 其 生 死 本 際 際 於 涅 槃 理 極 事 
X17n0323_006:0221c14	徧徧一切法故無去來之異此以不知而釋不去	徧 徧 一 切 法 故 無 去 來 之 異 此 以 不 知 而 釋 不 去 
X17n0323_006:0221c15	故曰不知云何說去若以去者是生死後際永斷	故 曰 不 知 云 何 說 去 若 以 去 者 是 生 死 後 際 永 斷 
X17n0323_006:0221c16	之義固非愚夫所知是亦不知也(二)。	之 義 固 非 愚 夫 所 知 是 亦 不 知 也 二 
X17n0323_006:0221c17	大慧白佛言世尊若眾生生死本際不可知者云何	大 慧 白 佛 言 世 尊 若 眾 生 生 死 本 際 不 可 知 者 云 何 
X17n0323_006:0221c18	解脫可知佛告大慧無始虗偽過惡妄想習氣因滅	解 脫 可 知 佛 告 大 慧 無 始 虗 偽 過 惡 妄 想 習 氣 因 滅 
X17n0323_006:0221c19	自心現知外義妄想身轉解脫不滅是故無邊非都	自 心 現 知 外 義 妄 想 身 轉 解 脫 不 滅 是 故 無 邊 非 都 
X17n0323_006:0221c20	無所有為彼妄想作無邊等異名觀察內外離於妄	無 所 有 為 彼 妄 想 作 無 邊 等 異 名 觀 察 內 外 離 於 妄 
X17n0323_006:0221c21	想無異眾生智及爾燄一切諸法悉皆寂靜不識自	想 無 異 眾 生 智 及 爾 燄 一切諸法 悉 皆 寂 靜 不 識 自 
X17n0323_006:0221c22	心現妄想故妄想生若識則滅爾時世尊欲重宣此	心 現 妄 想 故 妄 想 生 若 識 則 滅 爾 時 世 尊 欲 重 宣 此 
X17n0323_006:0221c23	義而說偈言。	義 而 說 偈 言 
X17n0323_006:0221c24	觀察諸導師猶如恒河沙不壞亦不去亦復不究竟	觀 察 諸 導 師 猶 如 恒 河 沙 不 壞 亦 不 去 亦 復 不 究 竟 
X17n0323_006:0222a01	是則為平等觀察諸如來猶如恒沙等悉離一切過	是 則 為 平 等 觀 察 諸 如 來 猶 如 恒 沙 等 悉 離 一 切 過 
