T38n1769_001:0239a13	涅槃宗要	涅 槃 宗 要 
T38n1769_001:0253c22	果眾生所含。五者一心非因非果。依是五門以	果 眾 生 所 含 五 者 一 心 非 因 非 果 依 是 五 門 以 
T38n1769_001:0253c23	攝諸文。第一常住佛性門者。四相品云。唯斷	攝 諸 文 第 一 常 住 佛 性 門 者 四 相 品 云 唯 斷 
T38n1769_001:0253c24	取著不斷我見。我見者名為佛。佛性者即真	取 著 不 斷 我 見 我 見 者 名 為 佛 佛 性 者 即 真 
T38n1769_001:0253c25	解脫。如來性品云。我者即是如來藏。一切眾	解 脫 如 來 性 品 云 我 者 即 是 如 來 藏 一 切 眾 
T38n1769_001:0253c26	生悉有佛性即是我義。師子吼中言。佛性者	生 悉 有 佛 性 即 是 我 義 師 子 吼 中 言 佛 性 者 
T38n1769_001:0253c27	名第一義空。第一義空名為智惠。智者見空	名 第一義空 第一義空 名 為 智 惠 智 者 見 空 
T38n1769_001:0253c28	及與不空。愚者不見空與不空。又言。觀十二	及 與 不 空 愚 者 不 見 空 與 不 空 又 言 觀 十 二 
T38n1769_001:0253c29	緣智凡有二種。下中智者不見佛性。即是二	緣 智 凡 有 二 種 下 中 智 者 不 見 佛 性 即 是 二 
T38n1769_001:0254a01	乘。上智觀者不見了了。不了了見故住十住	乘 上 智 觀 者 不 見 了 了 不 了 了 見 故 住 十 住 
T38n1769_001:0254a02	地。上上智者即了了見。了了見故得阿耨菩	地 上 上 智 者 即 了 了 見 了 了 見 故 得 阿 耨 菩 
T38n1769_001:0254a03	提。以是義故十二因緣名為佛性。佛性者名	提 以是義故 十二因緣 名 為 佛 性 佛 性 者 名 
T38n1769_001:0254a04	第一義空。第一義空名為中道。中道者名為	第一義空 第一義空 名 為 中 道 中 道 者 名 為 
T38n1769_001:0254a05	佛性。佛性者名為涅槃。又言究竟。究竟者一	佛 性 佛 性 者 名 為 涅 槃 又 言 究 竟 究 竟 者 一 
T38n1769_001:0254a06	切眾生所得一乘。一乘者名為佛性。一切眾	切 眾 生 所 得 一 乘 一 乘 者 名 為 佛 性 一 切 眾 
T38n1769_001:0254a07	生皆有一乘。無明覆故不能得見。如是等文	生 皆 有 一 乘 無 明 覆 故 不 能 得 見 如 是 等 文 
T38n1769_001:0254a08	舉諸異名同顯性淨真如佛性。三乘同歸故	舉 諸 異 名 同 顯 性 淨 真 如 佛 性 三 乘 同 歸 故 
T38n1769_001:0254a09	名一乘。十二之本故名因緣。離一切故名為	名 一 乘 十 二 之 本 故 名 因 緣 離 一 切 故 名 為 
T38n1769_001:0254a10	空性。有本覺名為智惠。眾生中實故名為義。	空 性 有 本 覺 名 為 智 惠 眾 生 中 實 故 名 為 義 
T38n1769_001:0254a11	自體自照故名我見。諸名雖異所詮體一。所	自 體 自 照 故 名 我 見 諸 名 雖 異 所 詮 體 一 所 
T38n1769_001:0254a12	以說是眾多名者為顯諸經唯一味故。謂名我	以 說 是 眾 多 名 者 為 顯 諸 經 唯 一 味 故 謂 名 我 
T38n1769_001:0254a13	見名如來藏者是會勝鬘楞伽等旨。又名為	見 名 如 來 藏 者 是 會 勝 鬘 楞 伽 等 旨 又 名 為 
T38n1769_001:0254a14	空名智惠者是會諸部般若教意。又名一乘	空 名 智 惠 者 是 會 諸 部 般 若 教 意 又 名 一 乘 
T38n1769_001:0254a15	者是會法花經等。又名真解脫者是會維摩	者 是 會 法 花 經 等 又 名 真 解 脫 者 是 會 維 摩 
T38n1769_001:0254a16	經等。為顯是等諸經異文同旨故於一佛性	經 等 為 顯 是 等 諸 經 異 文 同 旨 故 於 一 佛 性 
T38n1769_001:0254a17	立是諸名也。第二隨染門中報佛性者。師子	立 是 諸 名 也 第 二 隨 染 門 中 報 佛 性 者 師 子 
T38n1769_001:0254a18	吼中言。佛性者名大信心。何以。信心故菩薩	吼 中 言 佛 性 者 名 大 信 心 何 以 信 心 故 菩 薩 
T38n1769_001:0254a19	能具六波羅蜜。又言。佛性者名慈悲喜捨。佛	能 具 六波羅蜜 又 言 佛 性 者 名 慈 悲 喜 捨 佛 
T38n1769_001:0254a20	性者名四無礙知。乃至佛性者名灌頂三昧。	性 者 名 四 無 礙 知 乃 至 佛 性 者 名 灌 頂 三 昧 
T38n1769_001:0254a21	迦葉品云。後身菩薩佛性有六。乃至初地佛	迦 葉 品 云 後身菩薩 佛 性 有 六 乃 至 初 地 佛 
T38n1769_001:0254a22	性有五。皆是過去現在未來。又言。未得菩提	性 有 五 皆 是 過去現在未來 又 言 未 得 菩 提 
T38n1769_001:0254a23	之時善不善等盡名佛性。如是等文同顯隨	之 時 善 不 善 等 盡 名 佛 性 如 是 等 文 同 顯 隨 
T38n1769_001:0254a24	染門內報佛性也。第三明現果佛性者。師子	染 門 內 報 佛 性 也 第 三 明 現 果 佛 性 者 師 子 
T38n1769_001:0254a25	吼中言。佛性者亦色非色非色非非色亦相	吼 中 言 佛 性 者 亦 色 非 色 非 色 非 非 色 亦 相 
T38n1769_001:0254a26	非相非相非非相。云何為色。金剛身故。云何	非 相 非 相 非 非 相 云 何 為 色 金 剛 身 故 云 何 
T38n1769_001:0254a27	非色。十八不共非色法故。云何非色非非色	非 色 十八不共 非 色 法 故 云 何 非 色 非 非 色 
T38n1769_001:0254a28	無定相故。云何為相。三十二故。云何非相。一	無 定 相 故 云 何 為 相 三 十 二 故 云 何 非 相 一 
T38n1769_001:0254a29	切眾生相不現故。云何非相非非相。不決定	切 眾 生 相 不 現 故 云 何 非 相 非 非 相 不 決 定 
T38n1769_001:0254b01	故。迦葉品云。如來佛性即有二種。一者有二	故 迦 葉 品 云 如 來 佛 性 即 有 二 種 一 者 有 二 
T38n1769_001:0254b02	者無。有者所謂三十二相八十種好十力四	者 無 有 者 所 謂 三十二相 八十種好 十 力 四 
T38n1769_001:0254b03	無畏乃至無量三昧是名為有。無者如來過	無 畏 乃 至 無量三昧 是 名 為 有 無 者 如 來 過 
T38n1769_001:0254b04	去諸善不善無記乃至五陰十二因緣是名為	去 諸 善不善無記 乃 至 五 陰 十二因緣 是 名 為 
T38n1769_001:0254b05	無。是名如來佛性有無。如是等文同明現果。	無 是 名 如 來 佛 性 有 無 如 是 等 文 同 明 現 果 
T38n1769_001:0254b06	第四說當果佛性者。師子吼中言。譬如有人	第 四 說 當 果 佛 性 者 師 子 吼 中 言 譬 如 有 人 
T38n1769_001:0254b07	我有乳酪。有人問言。汝有蘇耶。答我有酪實	我 有 乳 酪 有 人 問 言 汝 有 蘇 耶 答 我 有 酪 實 
T38n1769_001:0254b08	非蘇。以巧方便決定當得故言有蘇。眾生亦	非 蘇 以巧方便 決 定 當 得 故 言 有 蘇 眾 生 亦 
T38n1769_001:0254b09	爾悉皆有心。凡有心者定當得成阿耨菩提。	爾 悉 皆 有 心 凡 有 心 者 定 當 得 成 阿耨菩提 
T38n1769_001:0254b10	以是義故我常宣說一切眾生悉有佛性。迦	以是義故 我 常 宣 說 一 切 眾 生 悉 有 佛 性 迦 
T38n1769_001:0254b11	葉品云。如汝先問。斷善根人有佛性者亦有	葉 品 云 如 汝 先 問 斷 善 根 人 有 佛 性 者 亦 有 
T38n1769_001:0254b12	如來佛性亦有後身佛性。是二佛性障未來	如 來 佛 性 亦 有 後 身 佛 性 是 二 佛 性 障 未 來 
T38n1769_001:0254b13	故得名為無。畢竟得故得名為有。如是等文	故 得 名 為 無 畢 竟 得 故 得 名 為 有 如 是 等 文 
T38n1769_001:0254b14	明當果佛性。第五明非因非果非常非無常性	明 當 果 佛 性 第 五 明 非 因 非 果 非常非無常 性 
T38n1769_001:0254b15	者。如德王品云。善有二種。有漏無漏。是佛性	者 如 德 王 品 云 善 有 二 種 有漏無漏 是 佛 性 
T38n1769_001:0254b16	非有漏非無漏。是故不斷。復有二種。一者常	非 有 漏 非 無 漏 是 故 不 斷 復 有 二 種 一 者 常 
T38n1769_001:0254b17	二者無常。佛性非常非無常。是故不斷。師子	二 者 無 常 佛 性 非常非無常 是 故 不 斷 師 子 
T38n1769_001:0254b18	吼中言。佛性者有因有因因有果有果果。有	吼 中 言 佛 性 者 有 因 有 因 因 有 果 有 果 果 有 
T38n1769_001:0254b19	因者即十二因緣。因因者即是智惠。有果者	因 者 即 十二因緣 因 因 者 即 是 智 惠 有 果 者 
T38n1769_001:0254b20	即是阿耨菩提。果果者即是無上大般涅槃。	即 是 阿耨菩提 果 果 者 即 是 無 上 大 般 涅 槃 
T38n1769_001:0254b21	是等文同顯一心非因果性。所以然者。性淨	是 等 文 同 顯 一 心 非 因 果 性 所 以 然 者 性 淨 
T38n1769_001:0254b22	本覺是無漏善。隨染眾善是有漏善。一心之	本 覺 是 無 漏 善 隨 染 眾 善 是 有 漏 善 一 心 之 
T38n1769_001:0254b23	體不常二門故非有漏非無漏。又佛果是常	體 不 常 二 門 故 非 有 漏 非 無 漏 又 佛 果 是 常 
T38n1769_001:0254b24	善。因是無常善。一心之體非因果非果故非	善 因 是 無 常 善 一 心 之 體 非 因 果 非 果 故 非 
T38n1769_001:0254b25	常非無常。若心是因不能作果。如其是不能	常 非 無 常 若 心 是 因 不 能 作 果 如 其 是 不 能 
T38n1769_001:0254b26	作果。良由一心非因非果故得作因亦能為	作 果 良 由 一 心 非 因 非 果 故 得 作 因 亦 能 為 
T38n1769_001:0254b27	果。亦作因因及為果果。故言佛性者有因有	果 亦 作 因 因 及 為 果 果 故 言 佛 性 者 有 因 有 
T38n1769_001:0254b28	因因有果有果果。是故當知前說四門染淨二	因 因 有 果 有 果 果 是故當知 前 說 四 門 染 淨 二 
T38n1769_001:0254b29	因當現二果其性無二唯是一心。一心之性唯	因 當 現 二 果 其 性 無 二 唯 是 一 心 一 心 之 性 唯 
T38n1769_001:0254c01	佛所體。故說是心名為佛性。但依諸門顯此	佛 所 體 故 說 是 心 名 為 佛 性 但 依 諸 門 顯 此 
T38n1769_001:0254c02	一性。非隨異門。而有別性即無有異。何得有	一 性 非 隨 異 門 而 有 別 性 即 無 有 異 何 得 有 
T38n1769_001:0254c03	一。由非一故能當諸門。由非異故諸門一味。	一 由 非 一 故 能 當 諸 門 由 非 異 故 諸 門 一 味 
T38n1769_001:0254c04	佛性之義略判如是。上來所說涅槃佛性全	佛 性 之 義 略 判 如 是 上 來 所 說 涅 槃 佛 性 全 
T38n1769_001:0254c05	為第二廣經宗竟。第三明教體者。先敘異	為 第 二 廣 經 宗 竟 第 三 明 教 體 者 先 敘 異 
T38n1769_001:0254c06	部後顯大乘。迦退論中以名句味以為經體。	部 後 顯 大 乘 迦 退 論 中 以 名 句 味 以 為 經 體 
T38n1769_001:0254c07	故彼論說。十二部經名何等法。答曰名身語	故 彼 論 說 十二部經 名 何 等 法 答 曰 名 身 語 
T38n1769_001:0254c08	身次第住故。若依雜心有二師說。如界品。八	身 次 第 住 故 若 依 雜 心 有 二 師 說 如 界 品 八 
T38n1769_001:0254c09	萬法陰皆色陰攝。以佛語之性故。有說名性	萬 法 陰 皆 色 陰 攝 以 佛 語 之 性 故 有 說 名 性 
T38n1769_001:0254c10	者行陰攝。若准婆沙第四十卷。以音聲為教	者 行 陰 攝 若 准 婆 沙 第 四 十 卷 以 音 聲 為 教 
T38n1769_001:0254c11	體者是佛陀提婆義。以名句味為教體者是	體 者 是 佛 陀 提 婆 義 以 名 句 味 為 教 體 者 是 
T38n1769_001:0254c12	和須蜜義。俱舍論中又出是二。如界品云。有	和 須 蜜 義 俱 舍 論 中 又 出 是 二 如 界 品 云 有 
T38n1769_001:0254c13	諸師執佛正教言音為性。於彼入色陰攝。有	諸 師 執 佛 正 教 言 音 為 性 於 彼 入 色 陰 攝 有 
T38n1769_001:0254c14	諸師執文句為性。於彼師入行陰攝。有人說	諸 師 執 文 句 為 性 於 彼 師 入 行 陰 攝 有 人 說 
T38n1769_001:0254c15	言。俱舍論中有三師說。第三師義通取音聲	言 俱 舍 論 中 有 三 師 說 第 三 師 義 通 取 音 聲 
T38n1769_001:0254c16	名句為體。如法界品下文說言。諸師異判如	名 句 為 體 如 法 界 品 下 文 說 言 諸 師 異 判 如 
T38n1769_001:0254c17	是。眾生有八萬煩惱行相。謂欲瞋癡慢等差	是 眾 生 有 八 萬 煩 惱 行 相 謂 欲 瞋 癡 慢 等 差 
T38n1769_001:0254c18	別故。為對治此行佛世尊正說八萬法陰。如	別 故 為 對 治 此 行 佛 世 尊 正 說 八 萬 法 陰 如 
T38n1769_001:0254c19	八萬法陰相。五陰中色行二陰攝。以是文證	八 萬 法 陰 相 五 陰 中 色 行 二 陰 攝 以 是 文 證 
T38n1769_001:0254c20	得知評家取此第三也。雖有是說而實不然。	得 知 評 家 取 此 第 三 也 雖 有 是 說 而 實 不 然 
T38n1769_001:0254c21	所以然者。彼不能顯論文分齊。監取異文作	所 以 然 者 彼 不 能 顯 論 文 分 齊 監 取 異 文 作 
T38n1769_001:0254c22	是妄說。彼論前文已出二師說攝陰竟。次說	是 妄 說 彼 論 前 文 已 出 二 師 說 攝 陰 竟 次 說 
T38n1769_001:0254c23	八萬法陰之量。一出三師義。此言諸師異判如	八 萬 法 陰 之 量 一 出 三 師 義 此 言 諸 師 異 判 如 
T38n1769_001:0254c24	是已下正成第三評家之說。說法陰量已竟。	是 已 下 正 成 第 三 評 家 之 說 說 法 陰 量 已 竟 
T38n1769_001:0254c25	次欲更說五分法身十一切入等諸門攝義。	次 欲 更 說 五分法身 十 一 切 入 等 諸 門 攝 義 
T38n1769_001:0254c26	是故條前成後之言八萬法陰相五陰中色行	是 故 條 前 成 後 之 言 八 萬 法 陰 相 五 陰 中 色 行 
T38n1769_001:0254c27	二陰攝。此言總條前二師義。是故當知彼說	二 陰 攝 此 言 總 條 前 二 師 義 是故當知 彼 說 
T38n1769_001:0254c28	謬異。當知小乘諸部之內出教體性唯有二	謬 異 當 知 小 乘 諸 部 之 內 出 教 體 性 唯 有 二 
T38n1769_001:0254c29	說更無第三也。若依成實。相續假聲以為教	說 更 無 第 三 也 若 依 成 實 相 續 假 聲 以 為 教 
T38n1769_001:0255a01	體。如彼論不相應行品云。有人言。名句字應	體 如 彼 論 不相應行 品 云 有 人 言 名 句 字 應 
T38n1769_001:0255a02	是心不相應行。此事不然。□□□□法入所	是 心不相應行 此 事 不 然 法 入 所 
T38n1769_001:0255a03	攝。解云。此論師意假聲詮用更無□□□□	攝 解 云 此 論 師 意 假 聲 詮 用 更 無 
T38n1769_001:0255a04	聲性色陰所攝。詮表之用意識所得唯□□	聲 性 色 陰 所 攝 詮 表 之 用 意 識 所 得 唯 
T38n1769_001:0255a05	□□□所攝也。大乘之中音聲名句及所詮	 所 攝 也 大 乘 之 中 音 聲 名 句 及 所 詮 
T38n1769_001:0255a06	義□□□□□雖無別體不相應行而有假立	義 雖 無 別 體 不相應行 而 有 假 立 
T38n1769_001:0255a07	不相應行□□句行□所攝。由是道理異彼	不相應行 句 行 所 攝 由 是 道 理 異 彼 
T38n1769_001:0255a08	二宗。是義具如瑜伽論說。又彼論攝決擇分	二 宗 是 義 具 如 瑜 伽 論 說 又 彼 論 攝 決 擇 分 
T38n1769_001:0255a09	言。云何為體。謂契經體略有二種。一文二義。	言 云 何 為 體 謂 契 經 體 略有二種 一 文 二 義 
T38n1769_001:0255a10	文是所依。義是能依。云何為文。謂有六種。一	文 是 所 依 義 是 能 依 云 何 為 文 謂 有 六 種 一 
T38n1769_001:0255a11	者名身。二者句身。三者語身。四者字身。五者	者 名 身 二 者 句 身 三 者 語 身 四 者 字 身 五 者 
T38n1769_001:0255a12	行相。□者機請乃至廣說。是論意者欲顯教	行 相 者 機 請 乃至廣說 是 論 意 者 欲 顯 教 
T38n1769_001:0255a13	體無別自□□□緣含能生物解故說諸緣為	體 無 別 自 緣 含 能 生 物 解 故 說 諸 緣 為 
T38n1769_001:0255a14	教體耳。於中餘□□□□□如楞伽經疏中	教 體 耳 於 中 餘 如 楞 伽 經 疏 中 
T38n1769_001:0255a15	說　第四明教迹者。昔來□□□□南土諸	說 第 四 明 教 迹 者 昔 來 南 土 諸 
T38n1769_001:0255a16	師多依武都山隱士[利禾+登][利禾+(ㄙ/虫)]義云。如□□□□	師 多 依 武 都 山 隱 士 [利禾登][利禾ㄙ虫] 義 云 如 
T38n1769_001:0255a17	說無出頓漸。花嚴等經是其頓教。餘名漸□	說 無 出 頓 漸 花 嚴 等 經 是 其 頓 教 餘 名 漸 
T38n1769_001:0255a18	□□內有其五時。一佛初成道已為提胃等	 內 有 其 五 時 一 佛 初 成 道 已 為 提 胃 等 
T38n1769_001:0255a19	說五戒十善人天教門。二佛成道已十二年	說 五 戒 十 善 人 天 教 門 二 佛 成 道 已 十 二 年 
T38n1769_001:0255a20	中宣說三乘差別教門。未說空理。三佛成道	中 宣 說 三 乘 差 別 教 門 未 說 空 理 三 佛 成 道 
