X62n1192_001:0481c06	 清珠集序	 清 珠 集 序 
X62n1192_001:0506b24	便獲阿惟越致。佛階決定。可期流轉。娑婆促景。而不	便 獲 阿惟越致 佛 階 決 定 可 期 流 轉 娑 婆 促 景 而 不 
X62n1192_001:0506c01	知淨土長年。其惑四也。若乃位居不退。果證無生。在	知 淨 土 長 年 其 惑 四 也 若 乃 位 居 不 退 果 證 無 生 在 
X62n1192_001:0506c02	欲無欲。居塵不塵。方能運同體慈悲。和光五濁。其有	欲 無 欲 居 塵 不 塵 方 能 運 同 體 慈 悲 和 光 五 濁 其 有 
X62n1192_001:0506c03	淺聞單慧。便謂高超十地。耽戀娑婆。詆訶淨土。宛然	淺 聞 單 慧 便 謂 高 超 十 地 耽 戀 娑 婆 詆 訶 淨 土 宛 然 
X62n1192_001:0506c04	流浪。接武泥犂。自是何人擬此大權菩薩。其惑五也。	流 浪 接 武 泥 犂 自 是 何 人 擬 此 大 權 菩 薩 其 惑 五 也 
X62n1192_001:0506c05	自甘塗炭	自 甘 塗 炭 
X62n1192_001:0506c06	世之學佛者。其始莫不皆曰為生死事大。及乎聲利	世 之 學 佛 者 其 始 莫 不 皆 曰 為 生 死 事 大 及 乎 聲 利 
X62n1192_001:0506c07	所動。世緣所汩。則生死大事置而不論。或為人扣擊。	所 動 世 緣 所 汩 則 生 死 大 事 置 而 不 論 或 為 人 扣 擊 
X62n1192_001:0506c08	則他辭託跋。不能自決。或云。此不須問。或云。不必用	則 他 辭 託 跋 不 能 自 決 或 云 此 不 須 問 或 云 不 必 用 
X62n1192_001:0506c09	知。或云。符到奉行。莫作計較。或云。隨處受生。出入自	知 或 云 符 到 奉 行 莫 作 計 較 或 云 隨 處 受 生 出 入 自 
X62n1192_001:0506c10	在。或云。且生不高不下之家。復男子身。或云。把定精	在 或 云 且 生 不 高 不 下 之 家 復 男 子 身 或 云 把 定 精 
X62n1192_001:0506c11	神。見善惡相。不得隨去。或令預候知時。或教臨終奪	神 見 善 惡 相 不 得 隨 去 或 令 預 候 知 時 或 教 臨 終 奪 
X62n1192_001:0506c12	陰。或云。百骸潰散。一物長靈。或云。形散氣消。歸於寂	陰 或 云 百 骸 潰 散 一 物 長 靈 或 云 形 散 氣 消 歸 於 寂 
X62n1192_001:0506c13	滅。如是種種臆度矯亂。皆不出凡夫外道斷常二見。	滅 如 是 種 種 臆 度 矯 亂 皆 不 出 凡 夫 外 道 斷 常 二 見 
X62n1192_001:0506c14	逮乎四大解分。病苦所迫。識神無主。隨業輪迴。決無	逮 乎 四 大 解 分 病 苦 所 迫 識 神 無 主 隨 業 輪 迴 決 無 
X62n1192_001:0506c15	疑矣。假令定日剋時。坐脫立化。世德可致。未足為奇。	疑 矣 假 令 定 日 剋 時 坐 脫 立 化 世 德 可 致 未 足 為 奇 
X62n1192_001:0506c16	斯由不見十六觀經。不知九品生相。不信彌陀願力。	斯 由 不 見 十 六 觀 經 不 知 九 品 生 相 不 信 彌 陀 願 力 
X62n1192_001:0506c17	而堅持所見。自甘塗炭。豈不為之悲哉。	而 堅 持 所 見 自 甘 塗 炭 豈 不 為 之 悲 哉 
X62n1192_001:0506c18	邪見	邪 見 
X62n1192_001:0506c19	即心觀佛。託境顯性。心心絕待。法法全真。有不達者。	即 心 觀 佛 託 境 顯 性 心 心 絕 待 法 法 全 真 有 不 達 者 
X62n1192_001:0506c20	橫生疑謗。故有執內心是佛。而不許外求者。執自己	橫 生 疑 謗 故 有 執 內 心 是 佛 而 不 許 外 求 者 執 自 己 
X62n1192_001:0506c21	之佛。而不須他佛者。執諸法皆空。而不信有佛者。執	之 佛 而 不 須 他 佛 者 執 諸法皆空 而 不 信 有 佛 者 執 
X62n1192_001:0506c22	一切現成。而不假修證者。但是不遵聖教。不達理體。	一 切 現 成 而 不 假 修 證 者 但 是 不 遵 聖 教 不 達 理 體 
X62n1192_001:0506c23	隨有所執。皆成邪見。撥無因果。縱任妄情。認礫為金。	隨 有 所 執 皆 成 邪 見 撥無因果 縱 任 妄 情 認 礫 為 金 
X62n1192_001:0506c24	蒸沙作飯。	蒸 沙 作 飯 
X62n1192_001:0507a01	貢高	貢 高 
X62n1192_001:0507a02	有云。見性悟道。便超生死。何用繫念彼佛。求生他方。	有 云 見 性 悟 道 便 超 生 死 何 用 繫 念 彼 佛 求 生 他 方 
X62n1192_001:0507a03	然真修行人。應自審察。如人飲水。冷煖自知。觀自己	然 真 修 行 人 應 自 審 察 如 人 飲 水 冷 煖 自 知 觀 自 己 
X62n1192_001:0507a04	行解。見性悟道。受如來記。紹祖師位。能如馬鳴龍樹	行 解 見 性 悟 道 受 如 來 記 紹 祖 師 位 能 如 馬 鳴 龍 樹 
X62n1192_001:0507a05	否。得無礙辯才。證法華三昧。能如天台智者否。宗說	否 得 無 礙 辯 才 證 法華三昧 能 如 天 台 智 者 否 宗 說 
X62n1192_001:0507a06	皆通。行解兼修。能如忠國師否。此諸大士皆明言教。	皆 通 行 解 兼 修 能 如 忠 國 師 否 此 諸 大 士 皆 明 言 教 
X62n1192_001:0507a07	深勸往生。盖是自利利他。豈肯悞人自悞。又當自忖	深 勸 往 生 盖 是 自利利他 豈 肯 悞 人 自 悞 又 當 自 忖 
X62n1192_001:0507a08	臨終時。生死去住。定得自在否。自無始來。惡業障重。	臨 終 時 生 死 去 住 定 得 自 在 否 自 無 始 來 惡 業 障 重 
X62n1192_001:0507a09	定不現前。盡此報身。定脫輪迴否。三惡道中。出沒自	定 不 現 前 盡 此 報 身 定 脫 輪 迴 否 三 惡 道 中 出 沒 自 
X62n1192_001:0507a10	由。定無苦惱否。天上人間。十方世界。隨意寄托。定無	由 定 無 苦 惱 否 天 上 人 間 十方世界 隨 意 寄 托 定 無 
X62n1192_001:0507a11	滯礙否。若了了自信得及。何善如之。若其未也。莫以	滯 礙 否 若 了 了 自 信 得 及 何 善 如 之 若 其 未 也 莫 以 
X62n1192_001:0507a12	一時貢高。却致永劫沉淪。自失善利。將復尤誰。	一 時 貢 高 却 致 永 劫 沉 淪 自 失 善 利 將 復 尤 誰 
X62n1192_001:0507a13	阿伽陀	阿 伽 陀 
X62n1192_001:0507a14	今之念佛者。名為專修。至於禱壽命。則藥師經。解罪	今 之 念 佛 者 名 為 專 修 至 於 禱 壽 命 則 藥 師 經 解 罪 
X62n1192_001:0507a15	愆則梁皇懺。濟厄難則消災呪。求智慧則觀音文。向	愆 則 梁 皇 懺 濟 厄 難 則 消 災 呪 求 智 慧 則 觀 音 文 向 
X62n1192_001:0507a16	所念佛。束之高閣。若無補於事者。不思彼佛壽命無	所 念 佛 束 之 高 閣 若 無 補 於 事 者 不 思 彼 佛 壽 命 無 
X62n1192_001:0507a17	量。況百年壽命乎。不思彼佛能滅八十億劫生死重	量 況 百 年 壽 命 乎 不 思 彼 佛 能 滅 八 十 億 劫 生 死 重 
X62n1192_001:0507a18	罪。況目前罪垢厄難乎。不思彼佛言。我以智慧光廣	罪 況 目 前 罪 垢 厄 難 乎 不 思 彼 佛 言 我 以 智 慧 光 廣 
X62n1192_001:0507a19	照無央界。況時人所稱智慧乎。阿伽陀藥。萬病總持。	照 無 央 界 況 時 人 所 稱 智 慧 乎 阿伽陀藥 萬 病 總 持 
X62n1192_001:0507a20	二三其心。莫肯信服。神聖工巧。獨且柰之何哉。	二 三 其 心 莫 肯 信 服 神 聖 工 巧 獨 且 柰 之 何 哉 
X62n1192_001:0507a21	防死	防 死 
X62n1192_001:0507a22	世人有言。積快活以防死。其意謂人世太苦。浮生太	世 人 有 言 積 快 活 以 防 死 其 意 謂 人 世 太 苦 浮 生 太 
X62n1192_001:0507a23	促。與倉皇而就謝孰。若縱樂以行休。萬一與化俱遷。	促 與 倉 皇 而 就 謝 孰 若 縱 樂 以 行 休 萬 一 與 化 俱 遷 
X62n1192_001:0507a24	追想生平。儘多樂事。較之窮蹙終身者。詎不勝彼一	追 想 生 平 儘 多 樂 事 較 之 窮 蹙 終 身 者 詎 不 勝 彼 一 
X62n1192_001:0507b01	籌。若果爾則是擔頭加重。鼎沸益薪。是名促死。何謂	籌 若 果 爾 則 是 擔 頭 加 重 鼎 沸 益 薪 是 名 促 死 何 謂 
X62n1192_001:0507b02	防死。防死第一著。無如了生死。欲了生死。無如念佛	防 死 防 死 第 一 著 無 如 了 生 死 欲 了 生 死 無 如 念 佛 
X62n1192_001:0507b03	求生西方。又有一等世味籠罩。他不得的。以高尚為	求 生 西 方 又 有 一 等 世 味 籠 罩 他 不 得 的 以 高 尚 為 
X62n1192_001:0507b04	志。以閒散為襟。或詩酒陶情。碁局換世。或棲心五嶽。	志 以 閒 散 為 襟 或 詩 酒 陶 情 碁 局 換 世 或 棲 心 五 嶽 
X62n1192_001:0507b05	嘯咏烟霞。此皆虗送居諸之徒。乃至十種飛仙。三山	嘯 咏 烟 霞 此 皆 虗 送 居 諸 之 徒 乃 至 十 種 飛 仙 三 山 
X62n1192_001:0507b06	羽客。非不逍遙冲舉自豪。無奈真性未明。生死未了。	羽 客 非 不 逍 遙 冲 舉 自 豪 無 奈 真 性 未 明 生 死 未 了 
X62n1192_001:0507b07	許多榜樣	許 多 榜 樣 
X62n1192_001:0507b08	佛說。人命在呼吸間。這一句於義理。非有難解。爾們	佛 說 人 命 在 呼 吸 間 這 一 句 於 義 理 非 有 難 解 爾 們 
X62n1192_001:0507b09	眼裏親見。耳裏親聞。經過許多榜樣。即如前日津送	眼 裏 親 見 耳 裏 親 聞 經 過 許 多 榜 樣 即 如 前 日 津 送 
X62n1192_001:0507b10	亡僧時。當愀然不樂。痛相警策曰。大眾我與爾。今日	亡 僧 時 當 愀 然 不 樂 痛 相 警 策 曰 大 眾 我 與 爾 今 日 
X62n1192_001:0507b11	送某僧。明日送某僧。不知不覺。輪到自身。此時悔恨	送 某 僧 明 日 送 某 僧 不 知 不 覺 輪 到 自 身 此 時 悔 恨 
X62n1192_001:0507b12	無及。須疾忙念佛。時刻不要放過。方好每見口裏也。	無 及 須 疾 忙 念 佛 時 刻 不 要 放 過 方 好 每 見 口 裏 也 
X62n1192_001:0507b13	說可惜及乎。過後依然言笑自如。只是不信人命在	說 可 惜 及 乎 過 後 依 然 言 笑 自 如 只 是 不 信 人 命 在 
X62n1192_001:0507b14	呼吸間。	呼 吸 間 
X62n1192_001:0507b15	笑哭	笑 哭 
X62n1192_001:0507b16	嬰兒落地。未笑先哭。豈非大造苦。我以生纔一出世。	嬰 兒 落 地 未 笑 先 哭 豈 非 大 造 苦 我 以 生 纔 一 出 世 
X62n1192_001:0507b17	便入哭境乎。嗣後笑事少。哭事多。笑時少。哭時多。到	便 入 哭 境 乎 嗣 後 笑 事 少 哭 事 多 笑 時 少 哭 時 多 到 
X62n1192_001:0507b18	鍾鳴漏盡。畢竟大哭一場而散。非我哭人。即人哭我。	鍾 鳴 漏 盡 畢 竟 大 哭 一 場 而 散 非 我 哭 人 即 人 哭 我 
X62n1192_001:0507b19	往往來來。交相哭也。若欲不哭。必須發願往生極樂	往 往 來 來 交 相 哭 也 若 欲 不 哭 必 須 發 願 往 生 極 樂 
X62n1192_001:0507b20	國土。何甞有哭事耶。	國 土 何 甞 有 哭 事 耶 
X62n1192_001:0507b21	少善難生	少 善 難 生 
X62n1192_001:0507b22	世人為善心輕。為惡心重。對佛像則不如接大賓之	世 人 為 善 心 輕 為 惡 心 重 對 佛 像 則 不 如 接 大 賓 之 
X62n1192_001:0507b23	恭。謹學經法。則不如求財利之勤劬。毀他則氣麤言	恭 謹 學 經 法 則 不 如 求 財 利 之 勤 劬 毀 他 則 氣 麤 言 
X62n1192_001:0507b24	滑。讚彼則氣緩言澁。或以我惡之。則覆善揚惡。我好	滑 讚 彼 則 氣 緩 言 澁 或 以 我 惡 之 則 覆 善 揚 惡 我 好 
X62n1192_001:0507c01	之則掩短美長。或積惡而怒他私說。或作微善而恨	之 則 掩 短 美 長 或 積 惡 而 怒 他 私 說 或 作 微 善 而 恨 
X62n1192_001:0507c02	人。不知於惡事。則陰費千金。亦能鈐口施。善人則方	人 不 知 於 惡 事 則 陰 費 千 金 亦 能 鈐 口 施 善 人 則 方 
X62n1192_001:0507c03	營一食。便自矜功。以此少善。求生淨土。難矣。	營 一 食 便 自 矜 功 以 此 少 善 求 生 淨 土 難 矣 
X62n1192_001:0507c04	蠟印印泥	蠟 印 印 泥 
X62n1192_001:0507c05	謗佛毀經。五逆四重。皆一念惡業成。墮無間獄。猶如	謗 佛 毀 經 五 逆 四 重 皆 一 念 惡 業 成 墮 無 間 獄 猶 如 
X62n1192_001:0507c06	箭射。今念佛生淨土。亦一念善業成。即登極樂。猶如	箭 射 今 念 佛 生 淨 土 亦 一 念 善 業 成 即 登 極 樂 猶 如 
X62n1192_001:0507c07	屈臂。前一念五陰滅。後一念五陰生。如蠟印印泥。印	屈 臂 前 一 念 五 陰 滅 後 一 念 五 陰 生 如 蠟 印 印 泥 印 
X62n1192_001:0507c08	壞文成。尚不須兩念。愛酪沙彌生一念愛心。後生酪	壞 文 成 尚 不 須 兩 念 愛 酪 沙 彌 生 一 念 愛 心 後 生 酪 
X62n1192_001:0507c09	中作蟲。斯皆一念所成。	中 作 蟲 斯 皆 一 念 所 成 
X62n1192_001:0507c10	百斤金	百 斤 金 
X62n1192_001:0507c11	若人有百斤之金。猝有大難。不能負挈以行。必捨之	若 人 有 百 斤 之 金 猝 有 大 難 不 能 負 挈 以 行 必 捨 之 
X62n1192_001:0507c12	而去。若抱金而與之俱死。世必謂之大愚。是皆知此	而 去 若 抱 金 而 與 之 俱 死 世 必 謂 之 大 愚 是 皆 知 此 
X62n1192_001:0507c13	身重於百斤之金也。然平日則區區趨名競利。雖百	身 重 於 百 斤 之 金 也 然 平 日 則 區 區 趨 名 競 利 雖 百 
X62n1192_001:0507c14	錢之物。亦不肯棄捨。而不自愛其身。求生淨土。何哉。	錢 之 物 亦 不 肯 棄 捨 而 不 自 愛 其 身 求 生 淨 土 何 哉 
X62n1192_001:0507c15	驗生	驗 生 
X62n1192_001:0507c16	古偈云。頂聖眼生天。人心餓鬼腹。旁生膝盖裏。地獄	古 偈 云 頂 聖 眼 生 天 人 心 餓 鬼 腹 旁 生 膝 盖 裏 地 獄 
X62n1192_001:0507c17	脚板出。此人死。驗其餘熱。知其生處也。蓋心存禪寂。	脚 板 出 此 人 死 驗 其 餘 熱 知 其 生 處 也 蓋 心 存 禪 寂 
X62n1192_001:0507c18	則輕清而內凝。情滯愛憎。則重濁而附物。輕者飛越	則 輕 清 而 內 凝 情 滯 愛 憎 則 重 濁 而 附 物 輕 者 飛 越 
X62n1192_001:0507c19	雲不下沉。重者淪墜石不上舉。積之一生。末後自驗。	雲 不 下 沉 重 者 淪 墜 石 不 上 舉 積 之 一 生 末 後 自 驗 
X62n1192_001:0507c20	生死二苦	生 死 二 苦 
X62n1192_001:0507c21	生苦者。攬精血為體。處生熟藏中。四十二變而成幻	生 苦 者 攬 精 血 為 體 處 生 熟 藏 中 四 十 二 變 而 成 幻 
X62n1192_001:0507c22	質。上壓穢食。下薰臭坑。飲冷若氷河。吞熱如爐炭。宛	質 上 壓 穢 食 下 薰 臭 坑 飲 冷 若 氷 河 吞 熱 如 爐 炭 宛 
X62n1192_001:0507c23	轉迷悶。不可具言。及至生時。眾苦無量。觸手墮地。如	轉 迷 悶 不 可 具 言 及 至 生 時 眾 苦 無 量 觸 手 墮 地 如 
X62n1192_001:0507c24	活剝牛皮。逼穿艱難。似生脫龜殻。銜冤抱恨。眩暈顛	活 剝 牛 皮 逼 穿 艱 難 似 生 脫 龜 殻 銜 冤 抱 恨 眩 暈 顛 
X62n1192_001:0508a01	倒。纔觸熱風。苦緣頓忘。嬰孩癡騃。水火橫亡。脫得成	倒 纔 觸 熱 風 苦 緣 頓 忘 嬰 孩 癡 騃 水 火 橫 亡 脫 得 成 
X62n1192_001:0508a02	人。有營身種。業田既熟。愛水頻滋。無明發生。苦芽增	人 有 營 身 種 業 田 既 熟 愛 水 頻 滋 無 明 發 生 苦 芽 增 
X62n1192_001:0508a03	長。膠粘七識。籠罩九居。如旋火輪。循環莫已。死苦者。	長 膠 粘 七 識 籠 罩 九 居 如 旋 火 輪 循 環 莫 已 死 苦 者 
X62n1192_001:0508a04	風刀解身。火大燒體。聲虗內顫。魄悸魂驚。極苦併生。	風 刀 解 身 火 大 燒 體 聲 虗 內 顫 魄 悸 魂 驚 極 苦 併 生 
X62n1192_001:0508a05	惡業頓現。千愁鬱悒。萬怖慞惶。乃至命謝氣終。寂然	惡 業 頓 現 千 愁 鬱 悒 萬 怖 慞 惶 乃 至 命 謝 氣 終 寂 然 
X62n1192_001:0508a06	孤逝。幽途黯黯。冥路茫茫。與昔冤酬。皎然相對。號天	孤 逝 幽 途 黯 黯 冥 路 茫 茫 與 昔 冤 酬 皎 然 相 對 號 天 
X62n1192_001:0508a07	扣地。求脫無門。隨業淺深。而歷諸趣。或倒生地獄。或	扣 地 求 脫 無 門 隨 業 淺 深 而 歷 諸 趣 或 倒 生 地 獄 或 
X62n1192_001:0508a08	陰受鬼形。忍飢渴而長劫號咷。受罪苦而遍身焦爛。	陰 受 鬼 形 忍 飢 渴 而 長 劫 號 咷 受 罪 苦 而 遍 身 焦 爛 
X62n1192_001:0508a09	未脫二十五有善惡之業。靡亡追身受報。未曾遺失。	未 脫 二十五有 善 惡 之 業 靡 亡 追 身 受 報 未 曾 遺 失 
X62n1192_001:0508a10	生死海濶。業道難窮。聲聞尚昧。出胎菩薩猶昏隔陰。	生 死 海 濶 業 道 難 窮 聲 聞 尚 昧 出 胎 菩 薩 猶 昏 隔 陰 
X62n1192_001:0508a11	況具縛凡夫。寧不被生死魔所覊繫乎。	況 具 縛 凡 夫 寧 不 被 生 死 魔 所 覊 繫 乎 
X62n1192_001:0508a12	十難	十 難 
X62n1192_001:0508a13	一不常值佛。三界險道。佛為導師。眾生業重。生不值	一 不 常 值 佛 三 界 險 道 佛 為 導 師 眾 生 業 重 生 不 值 
X62n1192_001:0508a14	佛。釋迦已滅。彌勒未生。賢聖隱伏。邪法增熾故。二不	佛 釋 迦 已 滅 彌 勒 未 生 賢 聖 隱 伏 邪 法 增 熾 故 二 不 
X62n1192_001:0508a15	聞說法。像季澆漓。所有言說。唯談外道邪惡之論。不	聞 說 法 像 季 澆 漓 所 有 言 說 唯 談 外 道 邪 惡 之 論 不 
X62n1192_001:0508a16	聞正法故。三惡友牽纏。邪惡伴侶。希求利養。扇惑行	聞 正 法 故 三 惡 友 牽 纏 邪 惡 伴 侶 希 求 利 養 扇 惑 行 
X62n1192_001:0508a17	人。墮惡道故。四羣魔惱亂。九十六種外道惡人。壞亂	人 墮 惡 道 故 四 羣 魔 惱 亂 九 十 六 種 外 道 惡 人 壞 亂 
X62n1192_001:0508a18	正法。使修行人。不成就故。五輪迴不息。循環六趣。如	正 法 使 修 行 人 不 成 就 故 五 輪 迴 不 息 循 環 六 趣 如 
X62n1192_001:0508a19	汲井輪。無休息故。六難逃惡趣。往來三界。隨業受報。	汲 井 輪 無 休 息 故 六 難 逃 惡 趣 往 來 三 界 隨 業 受 報 
X62n1192_001:0508a20	雖生天上。未免淪墜故。七塵緣障道。汩沒塵勞。為出	雖 生 天 上 未 免 淪 墜 故 七 塵 緣 障 道 汩 沒 塵 勞 為 出 
X62n1192_001:0508a21	世之障礙故。八壽命短促。人生百歲。夭橫者多。光陰	世 之 障 礙 故 八 壽 命 短 促 人 生 百 歲 夭 橫 者 多 光 陰 
X62n1192_001:0508a22	迅速。菩薩大道難成辦故。九修行退失。此土修行。斷	迅 速 菩 薩 大 道 難 成 辦 故 九 修 行 退 失 此 土 修 行 斷 
