X87n1620_001:0179c02	先覺宗乘	先 覺 宗 乘 
X87n1620_004:0209b21	即有即空義也。一乘圓教者。乃不有而有。不空而空	即 有 即 空 義 也 一 乘 圓 教 者 乃 不 有 而 有 不 空 而 空 
X87n1620_004:0209b22	義也。如我一喝。非唯能入五教。至於工巧技藝諸子	義 也 如 我 一 喝 非 唯 能 入 五 教 至 於 工 巧 技 藝 諸 子 
X87n1620_004:0209b23	百家。悉皆能入。淨因乃震聲一喝曰。聞麼。善曰聞。淨	百 家 悉 皆 能 入 淨 因 乃 震 聲 一 喝 曰 聞 麼 善 曰 聞 淨 
X87n1620_004:0209b24	因曰。汝既聞。則此一喝是有。能入小乘教。須臾又問	因 曰 汝 既 聞 則 此 一 喝 是 有 能 入 小 乘 教 須 臾 又 問 
X87n1620_004:0209c01	善曰。聞麼。曰不聞。淨因曰。汝既不聞。適來一喝是無。	善 曰 聞 麼 曰 不 聞 淨 因 曰 汝 既 不 聞 適 來 一 喝 是 無 
X87n1620_004:0209c02	能入始教。遂顧善曰。我初一喝。汝既道有。喝久聲銷。	能 入 始 教 遂 顧 善 曰 我 初 一 喝 汝 既 道 有 喝 久 聲 銷 
X87n1620_004:0209c03	汝復道無。道無則元初實有。道有則而今實無。不有	汝 復 道 無 道 無 則 元 初 實 有 道 有 則 而 今 實 無 不 有 
X87n1620_004:0209c04	不無。能入終教。我有喝之時。有非是有。因無故有。無	不 無 能 入 終 教 我 有 喝 之 時 有 非 是 有 因 無 故 有 無 
X87n1620_004:0209c05	喝之時。無非是無。因有故無。即有即無。能入頓教。須	喝 之 時 無 非 是 無 因 有 故 無 即 有 即 無 能 入 頓 教 須 
X87n1620_004:0209c06	知我此一喝。不作一喝用。有無不及。情解俱忘。道有	知 我 此 一 喝 不 作 一 喝 用 有 無 不 及 情 解 俱 忘 道 有 
X87n1620_004:0209c07	之時纖塵不立。道無之時橫徧虗空。即此一喝。入百	之 時 纖 塵 不 立 道 無 之 時 橫 徧 虗 空 即 此 一 喝 入 百 
X87n1620_004:0209c08	千萬億喝。百千萬億喝。入此一喝。是故能入圓教。善	千 萬 億 喝 百 千 萬 億 喝 入 此 一 喝 是 故 能 入 圓 教 善 
X87n1620_004:0209c09	乃起再拜。淨因復謂曰。非唯一喝為然。乃至一語一	乃 起 再 拜 淨 因 復 謂 曰 非 唯 一 喝 為 然 乃 至 一 語 一 
X87n1620_004:0209c10	默。一動一靜。從古至今。十方虗空。萬象森羅。六道四	默 一 動 一 靜 從 古 至 今 十 方 虗 空 萬 象 森 羅 六 道 四 
X87n1620_004:0209c11	生。三世諸佛。一切聖賢。八萬四千法門。百千三昧。無	生 三世諸佛 一 切 聖 賢 八萬四千法門 百 千 三 昧 無 
X87n1620_004:0209c12	量妙義。契理契機。與天地萬物一體。謂之法身。三界	量 妙 義 契 理 契 機 與 天 地 萬 物 一 體 謂 之 法 身 三 界 
X87n1620_004:0209c13	唯心。萬法唯識。四時八節。陰陽一致。謂之法性。是故	唯 心 萬 法 唯 識 四 時 八 節 陰 陽 一 致 謂 之 法 性 是 故 
X87n1620_004:0209c14	華嚴經云。法性徧在一切處。有相無相。一聲一色。全	華 嚴 經 云 法 性 徧 在 一 切 處 有 相 無 相 一 聲 一 色 全 
X87n1620_004:0209c15	在一塵中含四義。事理無邊。周遍無餘。參而不雜。混	在 一 塵 中 含 四 義 事 理 無 邊 周 遍 無 餘 參 而 不 雜 混 
X87n1620_004:0209c16	而不一。於此一喝中。皆悉具足。猶是建化門庭隨機	而 不 一 於 此 一 喝 中 皆 悉 具 足 猶 是 建 化 門 庭 隨 機 
X87n1620_004:0209c17	方便。謂之小歇場。未至寶所。殊不知。吾祖師門下。以	方 便 謂 之 小 歇 場 未 至 寶 所 殊 不 知 吾 祖 師 門 下 以 
X87n1620_004:0209c18	心傳心。以法印法。不立文字。見性成佛。有千聖不傳	心 傳 心 以 法 印 法 不 立 文 字 見 性 成 佛 有 千 聖 不 傳 
X87n1620_004:0209c19	底向上一路在。善又問曰。如何是向上一路。淨因曰	底 向 上 一 路 在 善 又 問 曰 如 何 是 向 上 一 路 淨 因 曰 
X87n1620_004:0209c20	汝且向下會取。善曰。如何是寶所。淨因曰。非汝境界。	汝 且 向 下 會 取 善 曰 如 何 是 寶 所 淨 因 曰 非 汝 境 界 
X87n1620_004:0209c21	善曰。望禪師慈悲。淨因曰。任從滄海變。終不為君通。	善 曰 望 禪 師 慈 悲 淨 因 曰 任 從 滄 海 變 終 不 為 君 通 
X87n1620_004:0209c22	善膠口而退。聞者靡不歎仰。皇帝顧謂近臣曰。禪宗	善 膠 口 而 退 聞 者 靡 不 歎 仰 皇 帝 顧 謂 近 臣 曰 禪 宗 
X87n1620_004:0209c23	玄妙深極如此。淨因才辯亦罕有也。近臣奏曰。此宗	玄 妙 深 極 如 此 淨 因 才 辯 亦 罕 有 也 近 臣 奏 曰 此 宗 
X87n1620_004:0209c24	師之緒餘。	師 之 緒 餘 
X87n1620_004:0210a01	李朝請	李 朝 請 
X87n1620_004:0210a02	李朝請。與甥薌林居士向子諲。謁道場琳禪師。遂問。	李 朝 請 與 甥 薌 林 居 士 向 子 諲 謁 道 場 琳 禪 師 遂 問 
X87n1620_004:0210a03	家賊惱人時如何。琳曰。誰是家賊。李竪起拳。琳曰。賊	家 賊 惱 人 時 如 何 琳 曰 誰 是 家 賊 李 竪 起 拳 琳 曰 賊 
X87n1620_004:0210a04	身已露。李曰。莫荼糊人好。琳曰。贓證見在。李無語。	身 已 露 李 曰 莫 荼 糊 人 好 琳 曰 贓 證 見 在 李 無 語 
X87n1620_004:0210a05	錢象祖	錢 象 祖 
X87n1620_004:0210a06	錢象祖。字公相。錢塘人。相寧宗。守金陵日。甞問道於	錢 象 祖 字 公 相 錢 塘 人 相 寧 宗 守 金 陵 日 甞 問 道 於 
X87n1620_004:0210a07	保寧無用禪師。又問道於護國此庵元禪師。此庵曰。	保 寧 無 用 禪 師 又 問 道 於 護 國 此 庵 元 禪 師 此 庵 曰 
X87n1620_004:0210a08	欲究此事。須得心法兩忘乃可。法執未忘。契理亦非	欲 究 此 事 須 得 心 法 兩 忘 乃 可 法 執 未 忘 契 理 亦 非 
X87n1620_004:0210a09	悟也。公曰。纔涉唇吻。便落意思如何。此庵曰。本自無	悟 也 公 曰 纔 涉 唇 吻 便 落 意 思 如 何 此 庵 曰 本 自 無 
X87n1620_004:0210a10	瘡。勿傷之也。公渙然有得。公甞於鄉州。建接待十所。	瘡 勿 傷 之 也 公 渙 然 有 得 公 甞 於 鄉 州 建 接 待 十 所 
X87n1620_004:0210a11	皆以淨土極樂名之。創上菴高僧寮。為談道處。自左	皆 以 淨 土 極 樂 名 之 創 上 菴 高 僧 寮 為 談 道 處 自 左 
X87n1620_004:0210a12	相辭歸。益修淨業。偶得微疾。僧有問起居者。公曰。不	相 辭 歸 益 修 淨 業 偶 得 微 疾 僧 有 問 起 居 者 公 曰 不 
X87n1620_004:0210a13	貪生不怖死。不生天不生人。惟當往生淨土耳。言訖。	貪 生 不 怖 死 不 生 天 不 生 人 惟 當 往 生 淨 土 耳 言 訖 
X87n1620_004:0210a14	趺坐而化。	趺 坐 而 化 
X87n1620_004:0210a16	先覺宗乘卷四雙髻釋頓讓訂閱	先 覺 宗 乘 卷 四 雙 髻 釋 頓 讓 訂 閱 
X87n1620_005:0210b01	先覺宗乘卷五	先 覺 宗 乘 卷 五 
X87n1620_005:0210b02	徑山語風老人　圓信　較定	徑 山 語 風 老 人 圓 信 較 定 
X87n1620_005:0210b03	無地地主人　郭凝之　彚編	無 地 地 主 人 郭 凝 之 彚 編 
X87n1620_005:0210b04	洪州廉使	洪 州 廉 使 
X87n1620_005:0210b05	洪州廉使。逸其名。問馬祖曰。喫酒肉即是。不喫即是。	洪 州 廉 使 逸 其 名 問 馬 祖 曰 喫 酒 肉 即 是 不 喫 即 是 
X87n1620_005:0210b06	馬祖曰。若喫是中丞祿。不喫是中丞福。廉使有省。	馬 祖 曰 若 喫 是 中 丞 祿 不 喫 是 中 丞 福 廉 使 有 省 
X87n1620_005:0210b07	俗士問天堂地獄	俗 士 問 天 堂 地 獄 
X87n1620_005:0210b08	有一俗士。問西堂智藏禪師。有天堂地獄否。師曰有。	有 一 俗 士 問 西 堂 智 藏 禪 師 有 天 堂 地 獄 否 師 曰 有 
X87n1620_005:0210b09	曰有佛法僧寶否。師曰有。更有多問。盡答言有。曰和	曰 有 佛 法 僧 寶 否 師 曰 有 更 有 多 問 盡 答 言 有 曰 和 
X87n1620_005:0210b10	尚恁麼道。莫錯否。師曰。汝曾見尊宿來耶。曰某甲曾	尚 恁 麼 道 莫 錯 否 師 曰 汝 曾 見 尊 宿 來 耶 曰 某 甲 曾 
X87n1620_005:0210b11	參徑山和尚來。師曰。徑山向汝作麼生道。曰他道一	參 徑 山 和 尚 來 師 曰 徑 山 向 汝 作 麼 生 道 曰 他 道 一 
X87n1620_005:0210b12	切總無。師曰。汝有妻否。曰有。師曰。徑山和尚有妻否。	切 總 無 師 曰 汝 有 妻 否 曰 有 師 曰 徑 山 和 尚 有 妻 否 
X87n1620_005:0210b13	曰無。師曰。徑山和尚道無即得。	曰 無 師 曰 徑 山 和 尚 道 無 即 得 
X87n1620_005:0210b14	歸宗因官人來問	歸 宗 因 官 人 來 問 
X87n1620_005:0210b15	廬山歸宗智常禪師。因官人來。乃拈起帽子兩帶曰	廬 山 歸 宗 智 常 禪 師 因 官 人 來 乃 拈 起 帽 子 兩 帶 曰 
X87n1620_005:0210b16	還會麼。曰不會。歸宗曰。莫怪老僧頭風。不卸帽子。	還 會 麼 曰 不 會 歸 宗 曰 莫 怪 老 僧 頭 風 不 卸 帽 子 
X87n1620_005:0210b17	儒者問三教	儒 者 問 三 教 
X87n1620_005:0210b18	有儒者。忘其名。問大珠海禪師。儒釋道三教。同異如	有 儒 者 忘 其 名 問 大 珠 海 禪 師 儒 釋 道 三 教 同 異 如 
X87n1620_005:0210b19	何。師曰。大量者用之則同。小機者執之即異。總從一	何 師 曰 大 量 者 用 之 則 同 小 機 者 執 之 即 異 總 從 一 
X87n1620_005:0210b20	性起用。機見差別成三。迷悟由人。不在教之同異也。	性 起 用 機 見 差 別 成 三 迷 悟 由 人 不 在 教 之 同 異 也 
X87n1620_005:0210b21	行者問即心即佛	行 者 問 即 心 即 佛 
X87n1620_005:0210b22	有行者。問大珠曰。即心即佛。那個是佛。大珠曰。汝疑	有 行 者 問 大 珠 曰 即 心 即 佛 那 個 是 佛 大 珠 曰 汝 疑 
X87n1620_005:0210b23	那個不是佛。指出看。行者無對。大珠曰。達即徧境是。	那 個 不 是 佛 指 出 看 行 者 無 對 大 珠 曰 達 即 徧 境 是 
X87n1620_005:0210b24	不悟永乖疎。	不 悟 永 乖 疎 
X87n1620_005:0210c01	丹霞逢老人與童子	丹 霞 逢 老 人 與 童 子 
X87n1620_005:0210c02	丹霞因去馬祖處。路逢一老人。與一童子。丹霞問。公	丹 霞 因 去 馬 祖 處 路 逢 一 老 人 與 一 童 子 丹 霞 問 公 
X87n1620_005:0210c03	住何處。老人曰。上是天。下是地。丹霞曰。忽遇天崩地	住 何 處 老 人 曰 上 是 天 下 是 地 丹 霞 曰 忽 遇 天 崩 地 
X87n1620_005:0210c04	陷。又作麼生。老人曰。蒼天蒼天。童子噓一聲。丹霞曰。	陷 又 作 麼 生 老 人 曰 蒼 天 蒼 天 童 子 噓 一 聲 丹 霞 曰 
X87n1620_005:0210c05	非父不生其子。老人便與童子入山去。	非 父 不 生 其 子 老 人 便 與 童 子 入 山 去 
X87n1620_005:0210c06	丹霞會留守	丹 霞 會 留 守 
X87n1620_005:0210c07	丹霞於天津橋橫臥。會留守鄭公出。呵之不起。吏問	丹 霞 於 天 津 橋 橫 臥 會 留 守 鄭 公 出 呵 之 不 起 吏 問 
X87n1620_005:0210c08	其故。丹霞徐曰。無事僧。留守異之。	其 故 丹 霞 徐 曰 無 事 僧 留 守 異 之 
X87n1620_005:0210c09	百丈政路逢官人	百 丈 政 路 逢 官 人 
X87n1620_005:0210c10	洪州百丈山惟政禪師。因入京。路逢官人喫飯。忽見	洪 州 百 丈 山 惟 政 禪 師 因 入 京 路 逢 官 人 喫 飯 忽 見 
X87n1620_005:0210c11	驢鳴。官人召曰。頭陀。師舉頭。官人却指驢。師却指官	驢 鳴 官 人 召 曰 頭 陀 師 舉 頭 官 人 却 指 驢 師 却 指 官 
X87n1620_005:0210c12	人(法眼別云。但作驢鳴　天奇拈云。混俗和光。何妨異類橫身。絲毫不掛。那容竪拂敲床。大丈夫漢。莫覰東	人 法 眼 別 云 但 作 驢 鳴 天 奇 拈 云 混 俗 和 光 何 妨 異 類 橫 身 絲 毫 不 掛 那 容 竪 拂 敲 床 大 丈 夫 漢 莫 覰 東 
X87n1620_005:0210c13	魯西晉。休談北狄南蠻。方見得出岫靈雲。然後却來。嘲三囉四。又且何如)。	魯 西 晉 休 談 北 狄 南 蠻 方 見 得 出 岫 靈 雲 然 後 却 來 嘲 三 囉 四 又 且 何 如 
X87n1620_005:0210c14	趙州與官人遊園	趙 州 與 官 人 遊 園 
X87n1620_005:0210c15	趙州與官人遊園次。兔見乃驚走。遂問。和尚是大善	趙 州 與 官 人 遊 園 次 兔 見 乃 驚 走 遂 問 和 尚 是 大 善 
X87n1620_005:0210c16	知識。兔見為甚麼走。趙州曰。老僧好殺。	知 識 兔 見 為 甚 麼 走 趙 州 曰 老 僧 好 殺 
X87n1620_005:0210c17	官人問趙州	官 人 問 趙 州 
X87n1620_005:0210c18	官人問趙州。和尚還入地獄否。趙州曰。老僧末上入。	官 人 問 趙 州 和 尚 還 入 地 獄 否 趙 州 曰 老 僧 末 上 入 
X87n1620_005:0210c19	曰大善知識。為甚麼入地獄。趙州曰。老僧若不入。阿	曰 大 善 知 識 為 甚 麼 入 地 獄 趙 州 曰 老 僧 若 不 入 阿 
X87n1620_005:0210c20	誰教化汝。	誰 教 化 汝 
X87n1620_005:0210c21	官人問趙州燒木佛	官 人 問 趙 州 燒 木 佛 
X87n1620_005:0210c22	官人問趙州曰。丹霞燒木佛。院主為甚麼眉鬢墮落。	官 人 問 趙 州 曰 丹 霞 燒 木 佛 院 主 為 甚 麼 眉 鬢 墮 落 
X87n1620_005:0210c23	趙州曰。官人宅內變生作熟。是甚麼人。官人曰。所使。	趙 州 曰 官 人 宅 內 變 生 作 熟 是 甚 麼 人 官 人 曰 所 使 
X87n1620_005:0210c24	趙州曰。却是他好手。	趙 州 曰 却 是 他 好 手 
X87n1620_005:0211a01	俗官問趙州	俗 官 問 趙 州 
X87n1620_005:0211a02	有俗官。問趙州。佛在日。一切眾生歸依佛。佛滅度後。	有 俗 官 問 趙 州 佛 在 日 一 切 眾 生 歸 依 佛 佛 滅 度 後 
X87n1620_005:0211a03	一切眾生歸依什麼處。趙州曰。未有眾生。曰現問次。	一 切 眾 生 歸 依 什 麼 處 趙 州 曰 未 有 眾 生 曰 現 問 次 
X87n1620_005:0211a04	趙州曰。更覓什麼佛。	趙 州 曰 更 覓 什 麼 佛 
X87n1620_005:0211a05	秀才乞拄杖	秀 才 乞 拄 杖 
X87n1620_005:0211a06	有秀才。見趙州手中拄杖。乃曰。佛不奪眾生願。是否。	有 秀 才 見 趙 州 手 中 拄 杖 乃 曰 佛 不 奪 眾 生 願 是 否 
X87n1620_005:0211a07	趙州曰是。秀才曰。某甲就和尚。乞取手中拄杖。得否。	趙 州 曰 是 秀 才 曰 某 甲 就 和 尚 乞 取 手 中 拄 杖 得 否 
X87n1620_005:0211a08	趙州曰。君子不奪人所好。秀才曰。某甲不是君子。趙	趙 州 曰 君 子 不 奪 人 所 好 秀 才 曰 某 甲 不 是 君 子 趙 
X87n1620_005:0211a09	州曰。老僧亦不是佛。	州 曰 老 僧 亦 不 是 佛 
X87n1620_005:0211a10	秀才問趙州	秀 才 問 趙 州 
X87n1620_005:0211a11	有秀才。辭趙州曰。某甲在此括撓和尚多時。無可報	有 秀 才 辭 趙 州 曰 某 甲 在 此 括 撓 和 尚 多 時 無 可 報 
X87n1620_005:0211a12	答。待他日作一頭驢來。報答和尚。趙州曰。教老僧爭	答 待 他 日 作 一 頭 驢 來 報 答 和 尚 趙 州 曰 教 老 僧 爭 
X87n1620_005:0211a13	得鞍。又秀才見趙州。乃讚歎曰。和尚是古佛。趙州曰。	得 鞍 又 秀 才 見 趙 州 乃 讚 歎 曰 和 尚 是 古 佛 趙 州 曰 
X87n1620_005:0211a14	秀才是新如來。	秀 才 是 新 如 來 
X87n1620_005:0211a15	俗士獻袈裟	俗 士 獻 袈 裟 
X87n1620_005:0211a16	有俗士。獻袈裟。問曰。披與麼衣服。莫辜負古人也無。	有 俗 士 獻 袈 裟 問 曰 披 與 麼 衣 服 莫 辜 負 古 人 也 無 
X87n1620_005:0211a17	趙州拋下拂子曰。是古是今。	趙 州 拋 下 拂 子 曰 是 古 是 今 
X87n1620_005:0211a18	趙州勘行者	趙 州 勘 行 者 
X87n1620_005:0211a19	趙州聞行者勘僧曰。我有十貫錢。若有人下得一轉	趙 州 聞 行 者 勘 僧 曰 我 有 十 貫 錢 若 有 人 下 得 一 轉 
X87n1620_005:0211a20	語。即捨此錢。有人下語。並不契。趙州遂往行者家。行	語 即 捨 此 錢 有 人 下 語 並 不 契 趙 州 遂 往 行 者 家 行 
X87n1620_005:0211a21	者曰。若下得一轉語。即捨此錢。趙州戴笠子便行(瑯琊	者 曰 若 下 得 一 轉 語 即 捨 此 錢 趙 州 戴 笠 子 便 行 瑯 琊 
X87n1620_005:0211a22	覺云。武帝求仙不得仙。王喬端坐却昇天)。	覺 云 武 帝 求 仙 不 得 仙 王 喬 端 坐 却 昇 天 
X87n1620_005:0211a23	秀才問長沙岑	秀 才 問 長 沙 岑 
X87n1620_005:0211a24	有秀才。看千佛名經。問長沙岑禪師曰。百千諸佛。但	有 秀 才 看 千 佛 名 經 問 長 沙 岑 禪 師 曰 百 千 諸 佛 但 
X87n1620_005:0211b01	見其名。未審居何國土。還化物也無。長沙曰。黃鶴樓	見 其 名 未 審 居 何 國 土 還 化 物 也 無 長 沙 曰 黃 鶴 樓 
X87n1620_005:0211b02	崔顥題後。秀才還曾題也未。曰未曾。長沙曰。得閑題	崔 顥 題 後 秀 才 還 曾 題 也 未 曰 未 曾 長 沙 曰 得 閑 題 
X87n1620_005:0211b03	取一篇好(黃龍新頌云。黃鶴樓前法戰時。百千諸佛竪降旗。問渠國土歸何處。贏得多才一首	取 一 篇 好 黃 龍 新 頌 云 黃 鶴 樓 前 法 戰 時 百 千 諸 佛 竪 降 旗 問 渠 國 土 歸 何 處 贏 得 多 才 一 首 
X87n1620_005:0211b04	詩　圓悟勤拈云。驀刀劈面。解辨者何人。劈箭當胷。承當者有幾。若能向奔流度刀。疾燄過風處。見長沙。橫身	詩 圓 悟 勤 拈 云 驀 刀 劈 面 解 辨 者 何 人 劈 箭 當 胷 承 當 者 有 幾 若 能 向 奔 流 度 刀 疾 燄 過 風 處 見 長 沙 橫 身 
X87n1620_005:0211b05	為物去。不消一揑。其或隨言詮入露布。便謂問東答西。裂轉話頭。且作麼生是長沙端的處。還委悉麼。殺人刀	為 物 去 不 消 一 揑 其 或 隨 言 詮 入 露 布 便 謂 問 東 答 西 裂 轉 話 頭 且 作 麼 生 是 長 沙 端 的 處 還 委 悉 麼 殺 人 刀 
X87n1620_005:0211b06	活人劒　語風信拈云。可惜一座黃鶴樓。被長沙和尚埋沒殺。千佛名經裏許。喚作註解得麼。癡人面前。勿得	活 人 劒 語 風 信 拈 云 可 惜 一 座 黃 鶴 樓 被 長 沙 和 尚 埋 沒 殺 千 佛 名 經 裏 許 喚 作 註 解 得 麼 癡 人 面 前 勿 得 
X87n1620_005:0211b07	說夢。頌云。塞雁一聲睺舌冷。棲棲蘆苗月明中。荒塘踪跡無漁火。徒有秋烟拂暗風)。	說 夢 頌 云 塞 雁 一 聲 睺 舌 冷 棲 棲 蘆 苗 月 明 中 荒 塘 踪 跡 無 漁 火 徒 有 秋 烟 拂 暗 風 
X87n1620_005:0211b08	普化見步使	普 化 見 步 使 
X87n1620_005:0211b09	鎮州普化和尚。見馬步使出喝道。普化亦喝道。作相	鎮 州 普 化 和 尚 見 馬 步 使 出 喝 道 普 化 亦 喝 道 作 相 
X87n1620_005:0211b10	撲勢。步使令人打五棒。普化曰。似即似。是即不是。	撲 勢 步 使 令 人 打 五 棒 普 化 曰 似 即 似 是 即 不 是 
X87n1620_005:0211b11	天使問睦州	天 使 問 睦 州 
X87n1620_005:0211b12	有天使。問睦州。三門俱開。從那門入。睦州喚尚書。天	有 天 使 問 睦 州 三 門 俱 開 從 那 門 入 睦 州 喚 尚 書 天 
