T30n1569_001:0167c11	百論序	百 論 序 
T30n1569_002:0180c17	名八聖道。以道解縛故。眾生得解脫。若有	名 八 聖 道 以 道 解 縛 故 眾 生 得 解 脫 若 有 
T30n1569_002:0180c18	涅槃。異此三法。則無所用。復次無煩惱。是	涅 槃 異 此 三 法 則 無 所 用 復 次 無 煩 惱 是 
T30n1569_002:0180c19	名無所有。無所有不應為因。外曰。有涅	名 無 所 有 無 所 有 不 應 為 因 外 曰 有 涅 
T30n1569_002:0180c20	槃。是若無(修妬路)。若縛可縛方便三事無處。是	槃 是 若 無 修 妬 路 若 縛 可 縛 方 便 三 事 無 處 是 
T30n1569_002:0180c21	名涅槃。內曰。畏處云何可染(修妬路)。以無常	名 涅 槃 內 曰 畏 處 云 何 可 染 修 妬 路 以 無 常 
T30n1569_002:0180c22	過患故。智者於有為法。棄捐離欲。若涅槃	過 患 故 智 者 於 有 為 法 棄 捐 離 欲 若 涅 槃 
T30n1569_002:0180c23	無有諸情及所欲事者。則涅槃於有為法	無 有 諸 情 及 所 欲 事 者 則 涅 槃 於 有 為 法 
T30n1569_002:0180c24	甚大畏處。汝何故心染。涅槃名離一切著。	甚 大 畏 處 汝 何 故 心 染 涅 槃 名 離 一 切 著 
T30n1569_002:0180c25	滅一切憶想。非有非無。非物非非物。譬如	滅 一 切 憶 想 非有非無 非 物 非 非 物 譬 如 
T30n1569_002:0180c26	燈滅不可論說。外曰。誰得涅槃(修妬路)。是涅	燈 滅 不 可 論 說 外 曰 誰 得 涅 槃 修 妬 路 是 涅 
T30n1569_002:0180c27	槃何人得。內曰。無得涅槃(修妬路)。我先說如	槃 何 人 得 內 曰 無 得 涅 槃 修 妬 路 我 先 說 如 
T30n1569_002:0180c28	燈滅。不可言東去南西北方四維上下去。	燈 滅 不 可 言 東 去 南 西 北 方 四 維 上 下 去 
T30n1569_002:0180c29	涅槃亦如是。一切語滅。無可論說。是無所	涅 槃 亦 如 是 一 切 語 滅 無 可 論 說 是 無 所 
T30n1569_002:0181a01	有。誰當得者。設有涅槃。亦無。得者。若神得	有 誰 當 得 者 設 有 涅 槃 亦 無 得 者 若 神 得 
T30n1569_002:0181a02	涅槃。神是常是遍故。不應得涅槃。五陰亦	涅 槃 神 是 常 是 遍 故 不 應 得 涅 槃 五 陰 亦 
T30n1569_002:0181a03	不得涅槃。何以故。五陰無常故。五陰生滅	不 得 涅 槃 何 以 故 五 陰 無 常 故 五 陰 生 滅 
T30n1569_002:0181a04	故。如是涅槃當屬誰。若言得涅槃。是世界	故 如 是 涅 槃 當 屬 誰 若 言 得 涅 槃 是 世 界 
T30n1569_002:0181a05	中說。	中 說 
T30n1569_002:0181a06	破空品第十	破 空 品 第 十 
T30n1569_002:0181a07	外曰。應有諸法破有故。若無破餘法有故	外 曰 應 有 諸 法 破 有 故 若 無 破 餘 法 有 故 
T30n1569_002:0181a08	(修妬路)。汝破一切法相是破若有。不應言一	 修 妬 路 汝 破 一 切 法 相 是 破 若 有 不 應 言 一 
T30n1569_002:0181a09	切法空。以破有故。是破有故。不名破一切	切 法 空 以 破 有 故 是 破 有 故 不 名 破 一 切 
T30n1569_002:0181a10	法。若無破一切法有。內曰。破如可破(修妬路)。	法 若 無 破 一 切 法 有 內 曰 破 如 可 破 修 妬 路 
T30n1569_002:0181a11	汝著破故。以有無法欲破是破。汝不知	汝 著 破 故 以 有 無 法 欲 破 是 破 汝 不 知 
T30n1569_002:0181a12	耶。破成故。一切法空無所有是破若有。已	耶 破 成 故 一切法空 無 所 有 是 破 若 有 已 
T30n1569_002:0181a13	墮可破中空無所有。是破若無。汝何所破。	墮 可 破 中 空無所有 是 破 若 無 汝 何 所 破 
T30n1569_002:0181a14	如說無第二頭。不以破故便有。如人言	如 說 無 第 二 頭 不 以 破 故 便 有 如 人 言 
T30n1569_002:0181a15	無。不以言無故有。破可破亦如是。外曰。	無 不 以 言 無 故 有 破 可 破 亦 如 是 外 曰 
T30n1569_002:0181a16	應有諸法。執此彼故(修妬路)。汝執異法故說	應 有 諸 法 執 此 彼 故 修 妬 路 汝 執 異 法 故 說 
T30n1569_002:0181a17	一法過。執一法故說異法過。是二執成故	一 法 過 執 一 法 故 說 異 法 過 是 二 執 成 故 
T30n1569_002:0181a18	有一切法。內曰。一非所執。異亦爾(修妬路)。一異	有 一 切 法 內 曰 一 非 所 執 異 亦 爾 修 妬 路 一 異 
T30n1569_002:0181a19	不可得。先已破。先已破故無所執。復次若	不 可 得 先 已 破 先 已 破 故 無 所 執 復 次 若 
T30n1569_002:0181a20	有人言。汝無所執。我執一異法。若有此	有 人 言 汝 無 所 執 我 執 一 異 法 若 有 此 
T30n1569_002:0181a21	問。應如是破。外曰。破他法故。汝是破法	問 應 如 是 破 外 曰 破 他 法 故 汝 是 破 法 
T30n1569_002:0181a22	人(修妬路)。汝好破他法。強為生過。自無所執。	人 修 妬 路 汝 好 破 他 法 強 為 生 過 自 無 所 執 
T30n1569_002:0181a23	是故汝是破人。內曰。汝是破人(修妬路)。說空人	是 故 汝 是 破 人 內 曰 汝 是 破 人 修 妬 路 說 空 人 
T30n1569_002:0181a24	無所執無所執故。非破人汝執自法破	無 所 執 無 所 執 故 非 破 人 汝 執 自 法 破 
T30n1569_002:0181a25	他執故汝是破人。外曰。破他法故自法成	他 執 故 汝 是 破 人 外 曰 破 他 法 故 自 法 成 
T30n1569_002:0181a26	(修妬路)。汝破他法時自法即成。何以故。他法若	 修 妬 路 汝 破 他 法 時 自 法 即 成 何 以 故 他 法 若 
T30n1569_002:0181a27	負。自法勝故。是以我非破人。內曰。不然。成	負 自 法 勝 故 是 以 我 非 破 人 內 曰 不 然 成 
T30n1569_002:0181a28	破非一故(修妬路)。成名稱歎功德。破名出其	破 非 一 故 修 妬 路 成 名 稱 歎 功 德 破 名 出 其 
T30n1569_002:0181a29	過罪。歎德出罪不名為一。復次成名有畏	過 罪 歎 德 出 罪 不 名 為 一 復 次 成 名 有 畏 
T30n1569_002:0181b01	(修妬路)。畏名無力。若人自於法畏故。不能成	 修 妬 路 畏 名 無 力 若 人 自 於 法 畏 故 不 能 成 
T30n1569_002:0181b02	於他法。不畏故好破。是故成破不一。若破	於 他 法 不 畏 故 好 破 是 故 成 破 不 一 若 破 
T30n1569_002:0181b03	他法是即自成法者。汝何故先言。說空人。	他 法 是 即 自 成 法 者 汝 何 故 先 言 說 空 人 
T30n1569_002:0181b04	但破他法。自無所執。外曰。說他執過自執	但 破 他 法 自 無 所 執 外 曰 說 他 執 過 自 執 
T30n1569_002:0181b05	成(修妬路)。汝何以不自執成法。但破他法。破	成 修 妬 路 汝 何 以 不 自 執 成 法 但 破 他 法 破 
T30n1569_002:0181b06	他法故。即是自成法。內曰。破他法自法成	他 法 故 即 是 自 成 法 內 曰 破 他 法 自 法 成 
T30n1569_002:0181b07	故。一切不成(修妬路)。破他法故自法成。自法成	故 一 切 不 成 修 妬 路 破 他 法 故 自 法 成 自 法 成 
T30n1569_002:0181b08	故一切不成。一切不成故。我無所成。外曰。	故 一 切 不 成 一 切 不 成 故 我 無 所 成 外 曰 
T30n1569_002:0181b09	不然。世間相違故(修妬路)。若諸法空無相者。世	不 然 世 間 相 違 故 修 妬 路 若 諸 法 空 無 相 者 世 
T30n1569_002:0181b10	間人盡不信受。內曰。是法世間信(修妬路)。是因	間 人 盡 不 信 受 內 曰 是 法 世 間 信 修 妬 路 是 因 
T30n1569_002:0181b11	緣法世間信受。所以者何。因緣生法是即無	緣 法 世 間 信 受 所以者何 因緣生法 是 即 無 
T30n1569_002:0181b12	相。汝謂乳中有酪酥等。童女已姙。諸子食	相 汝 謂 乳 中 有 酪 酥 等 童 女 已 姙 諸 子 食 
T30n1569_002:0181b13	中已有糞。又除梁椽等別更有屋。除縷別	中 已 有 糞 又 除 梁 椽 等 別 更 有 屋 除 縷 別 
T30n1569_002:0181b14	有布。或言因中有果。或言因中無果。或言	有 布 或 言 因 中 有 果 或 言 因中無果 或 言 
T30n1569_002:0181b15	離因緣諸法生。其實空不應言說世事。是	離 因 緣 諸 法 生 其 實 空 不 應 言 說 世 事 是 
T30n1569_002:0181b16	人所執誰當信受。我法不爾。與世人同故。	人 所 執 誰 當 信 受 我 法 不 爾 與 世 人 同 故 
T30n1569_002:0181b17	一切信受。外曰。汝無所執是法成(修妬路)。汝言	一 切 信 受 外 曰 汝 無 所 執 是 法 成 修 妬 路 汝 言 
T30n1569_002:0181b18	無執是即執。又言我法與世人同。是則自	無 執 是 即 執 又 言 我 法 與 世 人 同 是 則 自 
T30n1569_002:0181b19	執。內曰。無執不名執如無(修妬路)。我先說因緣	執 內 曰 無 執 不 名 執 如 無 修 妬 路 我 先 說 因 緣 
T30n1569_002:0181b20	生諸法是即無相。是故我無所執。無所執	生 諸 法 是 即 無 相 是 故 我 無 所 執 無 所 執 
T30n1569_002:0181b21	不名為執。譬如言無。是實無。不以言無	不 名 為 執 譬 如 言 無 是 實 無 不 以 言 無 
T30n1569_002:0181b22	故便有無。無執亦如是。外曰。汝說無相	故 便 有 無 無 執 亦 如 是 外 曰 汝 說 無 相 
T30n1569_002:0181b23	法故。是滅法人(修妬路)。若諸法空無相。此執亦	法 故 是 滅 法 人 修 妬 路 若 諸 法 空 無 相 此 執 亦 
T30n1569_002:0181b24	無。是則無一切法。無一切法故。是名滅法	無 是 則 無 一 切 法 無 一 切 法 故 是 名 滅 法 
T30n1569_002:0181b25	人。內曰。破滅法人。是名滅法人(修妬路)。我自	人 內 曰 破 滅 法 人 是 名 滅 法 人 修 妬 路 我 自 
T30n1569_002:0181b26	無法。則無所破。汝謂我滅法。而欲破者。是	無 法 則 無 所 破 汝 謂 我 滅 法 而 欲 破 者 是 
T30n1569_002:0181b27	則滅法人。外曰。應有法。相待有故(修妬路)。若有	則 滅 法 人 外 曰 應 有 法 相 待 有 故 修 妬 路 若 有 
T30n1569_002:0181b28	長必有短。若有高必有下。有空必有實。	長 必 有 短 若 有 高 必 有 下 有 空 必 有 實 
T30n1569_002:0181b29	內曰。何有相待。一破故(修妬路)。若無一。則無	內 曰 何 有 相 待 一 破 故 修 妬 路 若 無 一 則 無 
T30n1569_002:0181c01	相待。若少有不空。應有相待。若無不空則	相 待 若 少 有 不 空 應 有 相 待 若 無 不 空 則 
T30n1569_002:0181c02	無空。云何相待。外曰。汝無成是成(修妬路)。如言	無 空 云 何 相 待 外 曰 汝 無 成 是 成 修 妬 路 如 言 
T30n1569_002:0181c03	室空無馬則有無馬。如是汝雖言諸法空	室 空 無 馬 則 有 無 馬 如 是 汝 雖 言 諸 法 空 
T30n1569_002:0181c04	無相。而能生種種心故。應有無。是則無成	無 相 而 能 生 種 種 心 故 應 有 無 是 則 無 成 
T30n1569_002:0181c05	是成。內曰。不然。有無一切無故(修妬路)。我實相	是 成 內 曰 不 然 有 無 一 切 無 故 修 妬 路 我 實 相 
T30n1569_002:0181c06	中。種種法門。說有無皆空。何以故。若無有	中 種種法門 說 有 無 皆 空 何 以 故 若 無 有 
T30n1569_002:0181c07	亦無無。是故有無一切無。外曰。破不然。自	亦 無 無 是 故 有 無 一 切 無 外 曰 破 不 然 自 
T30n1569_002:0181c08	空故(修妬路)。諸法自性空。無有作者。以無作	空 故 修 妬 路 諸法自性 空 無 有 作 者 以 無 作 
T30n1569_002:0181c09	故。不應有破。如愚癡人。欲破虛空。徒自	故 不 應 有 破 如 愚 癡 人 欲 破 虛 空 徒 自 
T30n1569_002:0181c10	疲勞。內曰。雖自性空。取相故縛(修妬路)。一切法	疲 勞 內 曰 雖 自 性 空 取 相 故 縛 修 妬 路 一 切 法 
T30n1569_002:0181c11	雖自性空。但為邪想分別故縛。為破是顛	雖 自 性 空 但 為 邪想分別 故 縛 為 破 是 顛 
T30n1569_002:0181c12	倒故。言破。實無所破。譬如愚人見熱時	倒 故 言 破 實 無 所 破 譬 如 愚 人 見 熱 時 
T30n1569_002:0181c13	焰。妄生水想。逐之疲勞。智者告。言此非水	焰 妄 生 水 想 逐 之 疲 勞 智 者 告 言 此 非 水 
T30n1569_002:0181c14	也。為斷彼想。不為破水。如是諸法性空。	也 為 斷 彼 想 不 為 破 水 如 是 諸 法 性 空 
T30n1569_002:0181c15	眾生取相故著。為破是顛倒故。言破實無	眾 生 取 相 故 著 為 破 是 顛 倒 故 言 破 實 無 
T30n1569_002:0181c16	所破。外曰。無說法。大經無故(修妬路)。汝破有破	所 破 外 曰 無 說 法 大 經 無 故 修 妬 路 汝 破 有 破 
T30n1569_002:0181c17	無。破有無。今墮非有非無。是非有非無不	無 破 有 無 今 墮 非有非無 是 非有非無 不 
T30n1569_002:0181c18	可說。何以故。有無相不可得故。是名無說	可 說 何 以 故 有 無 相 不 可 得 故 是 名 無 說 
T30n1569_002:0181c19	法。是無說法。衛世師經。僧佉經。尼乾法等大	法 是 無 說 法 衛 世 師 經 僧 佉 經 尼 乾 法 等 大 
T30n1569_002:0181c20	經中。皆無故不可信。內曰。有第四(修妬路)。汝	經 中 皆 無 故 不 可 信 內 曰 有 第 四 修 妬 路 汝 
T30n1569_002:0181c21	大經中。亦有無說法。如衛世師經。聲不名	大 經 中 亦 有 無 說 法 如 衛 世 師 經 聲 不 名 
T30n1569_002:0181c22	大。不名小。僧佉經。泥團非瓶非非瓶。尼	大 不 名 小 僧 佉 經 泥 團 非 瓶 非 非 瓶 尼 
T30n1569_002:0181c23	乾法。光非明非闇。如是諸經。有第四無說	乾 法 光 非 明 非 闇 如 是 諸 經 有 第 四 無 說 
T30n1569_002:0181c24	法。汝何言無。外曰。若空不應有說(修妬路)。若	法 汝 何 言 無 外 曰 若 空 不 應 有 說 修 妬 路 若 
T30n1569_002:0181c25	都空以無說法為是今者何以說善惡法	都 空 以 無 說 法 為 是 今 者 何 以 說 善 惡 法 
T30n1569_002:0181c26	教化耶。內曰。隨俗語故無過(修妬路)。諸佛說	教 化 耶 內 曰 隨 俗 語 故 無 過 修 妬 路 諸 佛 說 
T30n1569_002:0181c27	法。常依俗諦。第一義諦。是二皆實。非妄語	法 常 依 俗 諦 第一義諦 是 二 皆 實 非 妄 語 
T30n1569_002:0181c28	也。如佛雖知諸法無相。然告阿難。入舍衛	也 如 佛 雖 知 諸 法 無 相 然 告 阿 難 入 舍 衛 
T30n1569_002:0181c29	城乞食。若除土木等。城不可得。而隨俗	城 乞 食 若 除 土 木 等 城 不 可 得 而 隨 俗 
T30n1569_002:0182a01	語故。不墮妄語。我亦隨佛學故無過。外	語 故 不 墮 妄 語 我 亦 隨 佛 學 故 無 過 外 
T30n1569_002:0182a02	曰。俗諦無不實故(修妬路)。俗諦若實。則入第一	曰 俗 諦 無 不 實 故 修 妬 路 俗 諦 若 實 則 入 第 一 
T30n1569_002:0182a03	義諦。若不實。何以言諦。內曰。不然。相待	義 諦 若 不 實 何 以 言 諦 內 曰 不 然 相 待 
T30n1569_002:0182a04	故。如大小(修妬路)。俗諦於世人為實。於聖人	故 如 大 小 修 妬 路 俗 諦 於 世 人 為 實 於 聖 人 
T30n1569_002:0182a05	為不實。譬如一柰。於棗為大。於瓜為	為 不 實 譬 如 一 柰 於 棗 為 大 於 瓜 為 
T30n1569_002:0182a06	小。此二皆實。若於棗言小。於瓜言大者。	小 此 二 皆 實 若 於 棗 言 小 於 瓜 言 大 者 
T30n1569_002:0182a07	是則妄語。如是隨俗語故無過。外曰。知是	是 則 妄 語 如 是 隨 俗 語 故 無 過 外 曰 知 是 
T30n1569_002:0182a08	過得何等利(修妬路)。如初捨罪福乃至破空。	過 得 何 等 利 修 妬 路 如 初 捨 罪 福 乃 至 破 空 
T30n1569_002:0182a09	如是諸法皆見有過得何等利。內曰。如是	如 是 諸 法 皆 見 有 過 得 何 等 利 內 曰 如 是 
T30n1569_002:0182a10	捨我。名得解脫(修妬路)。如是三種破諸法。初	捨 我 名 得 解 脫 修 妬 路 如 是 三 種 破 諸 法 初 
T30n1569_002:0182a11	捨罪福中破神。後破一切法。是名無我無	捨 罪 福 中 破 神 後 破 一 切 法 是 名 無 我 無 
T30n1569_002:0182a12	我所。又於諸法。不受不著。聞有不喜。聞無	我 所 又 於 諸 法 不 受 不 著 聞 有 不 喜 聞 無 
T30n1569_002:0182a13	不憂。是名解脫。外曰。何以言名得解脫。不	不 憂 是 名 解 脫 外 曰 何 以 言 名 得 解 脫 不 
T30n1569_002:0182a14	實得解脫耶。內曰。畢竟清淨故。破神故。無	實 得 解 脫 耶 內 曰 畢 竟 清 淨 故 破 神 故 無 
T30n1569_002:0182a15	人破涅槃故。無解脫。云何言人得解脫。	人 破 涅 槃 故 無 解 脫 云 何 言 人 得 解 脫 
T30n1569_002:0182a16	於俗諦故。說名解脫。	於 俗 諦 故 說 名 解 脫 
T30n1569_002:0182a17	百論卷下	百 論 卷 下 
