X62n1197_001:0577c05	蓮宗必讀	蓮 宗 必 讀 
X62n1197_001:0604a15	母。俱蒙拔濟。不唯一人父母。人人父母。盡可超昇。是	母 俱 蒙 拔 濟 不 唯 一 人 父 母 人 人 父 母 盡 可 超 昇 是 
X62n1197_001:0604a16	為發菩提心第二因緣也。云何念師長恩。父母雖能	為 發菩提心 第 二 因 緣 也 云 何 念 師 長 恩 父 母 雖 能 
X62n1197_001:0604a17	生育我身。若無世間師長。則不知禮義。若無出世師	生 育 我 身 若 無 世 間 師 長 則 不 知 禮 義 若 無 出 世 師 
X62n1197_001:0604a18	長則不解佛法。不知禮義。則同於異類。不解佛法。則	長 則 不 解 佛 法 不 知 禮 義 則 同 於 異 類 不 解 佛 法 則 
X62n1197_001:0604a19	何異俗人。今我等粗知禮義。略解佛法。袈裟被體。戒	何 異 俗 人 今 我 等 粗 知 禮 義 略 解 佛 法 袈 裟 被 體 戒 
X62n1197_001:0604a20	品沾身。此之重恩。從師長得。若求小果。僅能自利。今	品 沾 身 此 之 重 恩 從 師 長 得 若 求 小 果 僅 能 自 利 今 
X62n1197_001:0604a21	為大乘。普願利人。則世出世間二種師長。俱蒙利益。	為 大 乘 普 願 利 人 則 世出世間 二 種 師 長 俱 蒙 利 益 
X62n1197_001:0604a22	是為發菩提心第三因緣也。云何念施主恩。謂我等	是 為 發菩提心 第 三 因 緣 也 云 何 念 施 主 恩 謂 我 等 
X62n1197_001:0604a23	今者。日用所資。並非己有。三時粥飯。四季衣裳。疾病	今 者 日 用 所 資 並 非 己 有 三 時 粥 飯 四 季 衣 裳 疾 病 
X62n1197_001:0604a24	所須。身口所費。此皆出自他力。將為我用。從則竭力	所 須 身 口 所 費 此 皆 出 自 他 力 將 為 我 用 從 則 竭 力 
X62n1197_001:0604b01	躬耕。尚難餬口。我則安坐受食。猶不稱心。彼則紡織	躬 耕 尚 難 餬 口 我 則 安 坐 受 食 猶 不 稱 心 彼 則 紡 織 
X62n1197_001:0604b02	不已。猶自艱難。我則安服有餘。甯知愛惜。彼則蓽門	不 已 猶 自 艱 難 我 則 安 服 有 餘 甯 知 愛 惜 彼 則 蓽 門 
X62n1197_001:0604b03	蓬戶。擾攘終身。我則廣宇閒庭。優悠卒歲。以彼勞而	蓬 戶 擾 攘 終 身 我 則 廣 宇 閒 庭 優 悠 卒 歲 以 彼 勞 而 
X62n1197_001:0604b04	供我逸。於心安乎。將他利而潤己身。於理順乎。自非	供 我 逸 於 心 安 乎 將 他 利 而 潤 己 身 於 理 順 乎 自 非 
X62n1197_001:0604b05	悲智雙運。福慧二嚴。檀信沾恩。眾生受賜。則粒米寸	悲 智 雙 運 福 慧 二 嚴 檀 信 沾 恩 眾 生 受 賜 則 粒 米 寸 
X62n1197_001:0604b06	絲。酬償有分。惡報難逃。是為發菩提心第四因緣也。	絲 酬 償 有 分 惡 報 難 逃 是 為 發菩提心 第 四 因 緣 也 
X62n1197_001:0604b07	云何念眾生恩。謂我與眾生。從曠劫來。世世生生。互	云 何 念 眾 生 恩 謂 我 與 眾 生 從 曠 劫 來 世 世 生 生 互 
X62n1197_001:0604b08	為父母。彼此有恩。今雖隔世昏迷。互不相識。以理推	為 父 母 彼 此 有 恩 今 雖 隔 世 昏 迷 互 不 相 識 以 理 推 
X62n1197_001:0604b09	之。豈無報効。今之披毛帶角。安知非昔為其子乎。今	之 豈 無 報 効 今 之 披 毛 帶 角 安 知 非 昔 為 其 子 乎 今 
X62n1197_001:0604b10	之蝡動蜎飛。安知不曾為我父乎。每見幼離父母。長	之 蝡 動 蜎 飛 安 知 不 曾 為 我 父 乎 每 見 幼 離 父 母 長 
X62n1197_001:0604b11	而容貌都忘。何況宿世親緣。今則張王難記。彼其號	而 容 貌 都 忘 何 況 宿 世 親 緣 今 則 張 王 難 記 彼 其 號 
X62n1197_001:0604b12	呼於地獄之下。宛轉於餓鬼之中。苦痛誰知。飢虗安	呼 於 地 獄 之 下 宛 轉 於 餓 鬼 之 中 苦 痛 誰 知 飢 虗 安 
X62n1197_001:0604b13	訴。我雖不見不聞。彼必求拯求濟。非經不能陳此事。	訴 我 雖 不 見 不 聞 彼 必 求 拯 求 濟 非 經 不 能 陳 此 事 
X62n1197_001:0604b14	非佛不能道此言。彼邪見人。何足以知此。是故菩薩	非 佛 不 能 道 此 言 彼 邪 見 人 何 足 以 知 此 是 故 菩 薩 
X62n1197_001:0604b15	觀於螻蟻。皆是過去父母。未來諸佛。常思利益。念報	觀 於 螻 蟻 皆 是 過 去 父 母 未來諸佛 常 思 利 益 念 報 
X62n1197_001:0604b16	其恩。是為發菩提心第五因緣也。云何念生死苦。謂	其 恩 是 為 發菩提心 第 五 因 緣 也 云 何 念 生 死 苦 謂 
X62n1197_001:0604b17	我與眾生。從曠劫來。常在生死。未得解脫。人間天上。	我 與 眾 生 從 曠 劫 來 常 在 生 死 未 得 解 脫 人 間 天 上 
X62n1197_001:0604b18	此界他方。出沒萬端。昇沉片刻。俄焉而天。俄焉而人。	此 界 他 方 出 沒 萬 端 昇 沉 片 刻 俄 焉 而 天 俄 焉 而 人 
X62n1197_001:0604b19	俄焉而地獄畜生餓鬼。黑門朝出而暮還。鐵窟暫離	俄 焉 而 地 獄 畜 生 餓 鬼 黑 門 朝 出 而 暮 還 鐵 窟 暫 離 
X62n1197_001:0604b20	而又入。登刀山也。則舉體無完膚。攀劍樹也。則方寸	而 又 入 登 刀 山 也 則 舉 體 無 完 膚 攀 劍 樹 也 則 方 寸 
X62n1197_001:0604b21	皆割裂。熱鐵不除饑。吞之則肝腸盡爛。洋銅難療渴	皆 割 裂 熱 鐵 不 除 饑 吞 之 則 肝 腸 盡 爛 洋 銅 難 療 渴 
X62n1197_001:0604b22	飲之則骨肉都麋。利鋸解之。則斷而復續。巧風吹之。	飲 之 則 骨 肉 都 麋 利 鋸 解 之 則 斷 而 復 續 巧 風 吹 之 
X62n1197_001:0604b23	則死已還生。猛火城中。忍聽呌噑之慘。煎熬盤裏。但	則 死 已 還 生 猛 火 城 中 忍 聽 呌 噑 之 慘 煎 熬 盤 裏 但 
X62n1197_001:0604b24	聞苦痛之聲。冰凍始凝。則狀似青蓮蘂結。血肉既裂。	聞 苦 痛 之 聲 冰 凍 始 凝 則 狀 似 青 蓮 蘂 結 血 肉 既 裂 
X62n1197_001:0604c01	則身如紅藕華開。一夜死生。地下每經萬徧。一朝苦	則 身 如 紅 藕 華 開 一 夜 死 生 地 下 每 經 萬 徧 一 朝 苦 
X62n1197_001:0604c02	痛。人間已過百年。頻煩獄卒疲勞。誰信閻翁教誡。受	痛 人 間 已 過 百 年 頻 煩 獄 卒 疲 勞 誰 信 閻 翁 教 誡 受 
X62n1197_001:0604c03	時知苦。雖悔恨以何追。脫已還忘。其作業也如故。鞭	時 知 苦 雖 悔 恨 以 何 追 脫 已 還 忘 其 作 業 也 如 故 鞭 
X62n1197_001:0604c04	驢出血。誰知吾母之悲。牽豕就屠。焉識乃翁之痛。食	驢 出 血 誰 知 吾 母 之 悲 牽 豕 就 屠 焉 識 乃 翁 之 痛 食 
X62n1197_001:0604c05	其子而不知。文王尚爾。噉其親而未識。凡類皆然當	其 子 而 不 知 文 王 尚 爾 噉 其 親 而 未 識 凡 類 皆 然 當 
X62n1197_001:0604c06	年恩愛。今作冤家。昔日寇讐。今成骨肉。昔為母而今	年 恩 愛 今 作 冤 家 昔 日 寇 讐 今 成 骨 肉 昔 為 母 而 今 
X62n1197_001:0604c07	為婦。舊是翁而新作夫。宿命知之。則可羞可恥。天眼	為 婦 舊 是 翁 而 新 作 夫 宿 命 知 之 則 可 羞 可 恥 天 眼 
X62n1197_001:0604c08	視之。則可笑可憐。糞穢叢中。十月包藏難過。膿血道	視 之 則 可 笑 可 憐 糞 穢 叢 中 十 月 包 藏 難 過 膿 血 道 
X62n1197_001:0604c09	裏。一時倒下可憐。少也何知。東西莫辨。長而有識。貪	裏 一 時 倒 下 可 憐 少 也 何 知 東 西 莫 辨 長 而 有 識 貪 
X62n1197_001:0604c10	欲便生。須臾而老病相尋。迅速而無常又至。風火交	欲 便 生 須 臾 而 老 病 相 尋 迅 速 而 無 常 又 至 風 火 交 
X62n1197_001:0604c11	煎。神識於中潰亂。精血既竭。皮肉自外乾枯。無一毛	煎 神 識 於 中 潰 亂 精 血 既 竭 皮 肉 自 外 乾 枯 無 一 毛 
X62n1197_001:0604c12	而不被針鑽。有一竅而皆從刀割。龜之將烹。其脫殻	而 不 被 針 鑽 有 一 竅 而 皆 從 刀 割 龜 之 將 烹 其 脫 殻 
X62n1197_001:0604c13	也猶易。神之欲謝。其去體也倍難。心無常主。類商賈	也 猶 易 神 之 欲 謝 其 去 體 也 倍 難 心 無 常 主 類 商 賈 
X62n1197_001:0604c14	而處處奔馳。身無定形。似房屋而頻頻遷徙。大千塵	而 處 處 奔 馳 身 無 定 形 似 房 屋 而 頻 頻 遷 徙 大 千 塵 
X62n1197_001:0604c15	點。難窮往返之身。四海波濤。孰計別離之淚。峩峩積	點 難 窮 往 返 之 身 四 海 波 濤 孰 計 別 離 之 淚 峩 峩 積 
X62n1197_001:0604c16	骨。過彼崇山。莽莽橫尸。多於大地。向使不聞佛語。此	骨 過 彼 崇 山 莽 莽 橫 尸 多 於 大 地 向 使 不 聞 佛 語 此 
X62n1197_001:0604c17	事誰見誰聞。未覩佛經。此理焉知焉覺。其或依前貪	事 誰 見 誰 聞 未 覩 佛 經 此 理 焉 知 焉 覺 其 或 依 前 貪 
X62n1197_001:0604c18	戀。仍舊癡迷。祇恐萬劫千生。一錯百錯。人身難得而	戀 仍 舊 癡 迷 祇 恐 萬 劫 千 生 一 錯 百 錯 人 身 難 得 而 
X62n1197_001:0604c19	易失。良時易往而難追。道路冥冥。別離長久。三途惡	易 失 良 時 易 往 而 難 追 道 路 冥 冥 別 離 長 久 三 途 惡 
X62n1197_001:0604c20	報。還自受之。痛不可言。誰當相代。興言及此能不寒	報 還 自 受 之 痛 不 可 言 誰 當 相 代 興 言 及 此 能 不 寒 
X62n1197_001:0604c21	心。是故宜應斷生死流。出愛欲海。自他兼濟。彼岸同	心 是 故 宜 應 斷 生 死 流 出 愛 欲 海 自 他 兼 濟 彼 岸 同 
X62n1197_001:0604c22	登。曠劫殊勛。在此一舉。是為發菩提心第六因緣也。	登 曠 劫 殊 勛 在 此 一 舉 是 為 發菩提心 第 六 因 緣 也 
X62n1197_001:0604c23	云何尊重己靈。謂我現前一心。直下與釋迦如來。無	云 何 尊 重 己 靈 謂 我 現 前 一 心 直 下 與 釋 迦 如 來 無 
X62n1197_001:0604c24	二無別。云何世尊無量劫來。早成正覺。而我等昏迷	二 無 別 云 何 世 尊 無 量 劫 來 早 成 正 覺 而 我 等 昏 迷 
X62n1197_001:0605a01	顛倒。尚做凡夫。又佛世尊。則具有無量神通智慧功	顛 倒 尚 做 凡 夫 又 佛 世 尊 則 具 有 無 量 神 通 智 慧 功 
X62n1197_001:0605a02	德莊嚴。而我等。則但有無量業繫煩惱生死纏縛。心	德 莊 嚴 而 我 等 則 但 有 無 量 業 繫 煩 惱 生 死 纏 縛 心 
X62n1197_001:0605a03	性是一。迷悟天淵。靜言思之。豈不可耻。譬如無價寶	性 是 一 迷 悟 天 淵 靜 言 思 之 豈 不 可 耻 譬 如 無 價 寶 
X62n1197_001:0605a04	珠。沒在淤泥。視同瓦礫。不加愛重。是故宜應以無量	珠 沒 在 淤 泥 視 同 瓦 礫 不 加 愛 重 是 故 宜 應 以 無 量 
X62n1197_001:0605a05	善法。對治煩惱。修德有功。則性德方顯。如珠被濯。懸	善 法 對 治 煩 惱 修 德 有 功 則 性 德 方 顯 如 珠 被 濯 懸 
X62n1197_001:0605a06	在高幢。洞達光明。映蔽一切。可謂一孤佛化。不負己	在 高 幢 洞 達 光 明 映 蔽 一 切 可 謂 一 孤 佛 化 不 負 己 
X62n1197_001:0605a07	靈。是為發菩提心第七因緣也。云何懺悔業障。經言	靈 是 為 發菩提心 第 七 因 緣 也 云 何 懺 悔 業 障 經 言 
X62n1197_001:0605a08	犯一吉羅。如四天王壽五百歲墮泥犁中。吉羅小罪。	犯 一 吉 羅 如 四 天 王 壽 五 百 歲 墮 泥 犁 中 吉 羅 小 罪 
X62n1197_001:0605a09	尚獲此報。何況重罪。其報難言。今我等日用之中。一	尚 獲 此 報 何 況 重 罪 其 報 難 言 今 我 等 日 用 之 中 一 
X62n1197_001:0605a10	舉一動。恒違戒律。一飱一水。頻犯尸羅。一日所犯。亦	舉 一 動 恒 違 戒 律 一 飱 一 水 頻 犯 尸 羅 一 日 所 犯 亦 
X62n1197_001:0605a11	應無量。何況終身歷劫所起之罪。更不可言矣。且以	應 無 量 何 況 終 身 歷 劫 所 起 之 罪 更 不 可 言 矣 且 以 
X62n1197_001:0605a12	五戒言之。十人九犯。少露多藏。五戒名為優婆塞戒。	五 戒 言 之 十 人 九 犯 少 露 多 藏 五 戒 名 為 優婆塞戒 
X62n1197_001:0605a13	尚不具足。何況沙彌比丘菩薩等戒。又不必言矣。問	尚 不 具 足 何 況 沙 彌 比 丘 菩 薩 等 戒 又 不 必 言 矣 問 
X62n1197_001:0605a14	其名則曰。我比丘也。問其實則尚不足為優婆塞也。	其 名 則 曰 我 比 丘 也 問 其 實 則 尚 不 足 為 優 婆 塞 也 
X62n1197_001:0605a15	豈不可愧哉。當知佛戒不受則已。受則不可毀犯。不	豈 不 可 愧 哉 當 知 佛 戒 不 受 則 已 受 則 不 可 毀 犯 不 
X62n1197_001:0605a16	犯則已。犯則終必墮落。若非自愍愍他。自傷傷他。身	犯 則 已 犯 則 終 必 墮 落 若 非 自 愍 愍 他 自 傷 傷 他 身 
X62n1197_001:0605a17	口併切。聲淚俱下。普為眾生。求哀懺悔。則千生萬劫。	口 併 切 聲 淚 俱 下 普 為 眾 生 求 哀 懺 悔 則 千 生 萬 劫 
X62n1197_001:0605a18	惡報難逃。是為發菩提心第八因緣也。云何求生淨	惡 報 難 逃 是 為 發菩提心 第 八 因 緣 也 云 何 求 生 淨 
X62n1197_001:0605a19	土。謂在此土修行。其進道也難。彼土往生。其成佛也	土 謂 在 此 土 修 行 其 進 道 也 難 彼 土 往 生 其 成 佛 也 
X62n1197_001:0605a20	易。易故一生可致。難故累劫未成。是以往聖前賢。人	易 易 故 一 生 可 致 難 故 累 劫 未 成 是 以 往 聖 前 賢 人 
X62n1197_001:0605a21	人趣向。千經萬論。處處指歸。末世修行。無越於此。然	人 趣 向 千 經 萬 論 處 處 指 歸 末 世 修 行 無 越 於 此 然 
X62n1197_001:0605a22	經稱少善不生。多福乃致。言多福。則莫若執持名號。	經 稱 少 善 不 生 多 福 乃 致 言 多 福 則 莫 若 執 持 名 號 
X62n1197_001:0605a23	言多善。則莫若發廣大心。是以暫持聖號。勝於布施	言 多 善 則 莫 若 發 廣 大 心 是 以 暫 持 聖 號 勝 於 布 施 
X62n1197_001:0605a24	百年。一發大心超過修行歷劫。葢念佛本期作佛。大	百 年 一 發 大 心 超 過 修 行 歷 劫 葢 念 佛 本 期 作 佛 大 
X62n1197_001:0605b01	心不發。則雖念奚為。發心原為修行。淨土不生。則雖	心 不 發 則 雖 念 奚 為 發 心 原 為 修 行 淨 土 不 生 則 雖 
X62n1197_001:0605b02	發易退。是則下菩提種。畊以念佛之犁。道果自然增	發 易 退 是 則 下 菩 提 種 畊 以 念 佛 之 犁 道 果 自 然 增 
X62n1197_001:0605b03	長。乘大願船。入於淨土之海。西方決定往生。是為發	長 乘 大 願 船 入 於 淨 土 之 海 西 方 決 定 往 生 是 為 發 
X62n1197_001:0605b04	菩提心第九因緣也。云何令正法久住。謂我世尊無	菩 提 心 第 九 因 緣 也 云 何 令 正法久住 謂 我 世 尊 無 
X62n1197_001:0605b05	量劫來。為我等故。修菩提道。難行能行。難忍能忍。因	量 劫 來 為 我 等 故 修 菩 提 道 難行能行 難 忍 能 忍 因 
X62n1197_001:0605b06	圓果滿。遂致成佛。既成佛已。化緣周訖。入於涅槃。正	圓 果 滿 遂 致 成 佛 既 成 佛 已 化 緣 周 訖 入 於 涅 槃 正 
X62n1197_001:0605b07	法像法。皆已滅盡。僅存末法。有教無人。邪正不分。是	法 像 法 皆 已 滅 盡 僅 存 末 法 有 教 無 人 邪 正 不 分 是 
X62n1197_001:0605b08	非莫辨。競爭人我。盡逐利名。舉目滔滔。天下皆是。不	非 莫 辨 競 爭 人 我 盡 逐 利 名 舉 目 滔 滔 天 下 皆 是 不 
X62n1197_001:0605b09	知佛是何人。法是何義。僧是何名。衰殘至此。殆不忍	知 佛 是 何 人 法 是 何 義 僧 是 何 名 衰 殘 至 此 殆 不 忍 
X62n1197_001:0605b10	言。每一思及。不覺淚下。我為佛子。不能報恩。內無益	言 每 一 思 及 不 覺 淚 下 我 為 佛 子 不 能 報 恩 內 無 益 
X62n1197_001:0605b11	於己。外無益於人。生無益於時。死無益於後。天雖高	於 己 外 無 益 於 人 生 無 益 於 時 死 無 益 於 後 天 雖 高 
X62n1197_001:0605b12	不能覆我。地雖厚不能載我。極重罪人。非我而誰。由	不 能 覆 我 地 雖 厚 不 能 載 我 極 重 罪 人 非 我 而 誰 由 
X62n1197_001:0605b13	是痛不可忍。計無所出。頓忘鄙陋。忽發大心。雖不能	是 痛 不 可 忍 計 無 所 出 頓 忘 鄙 陋 忽 發 大 心 雖 不 能 
X62n1197_001:0605b14	挽回末運於此時。决當圖護持正法於來世。是故偕	挽 回 末 運 於 此 時 决 當 圖 護持正法 於 來 世 是 故 偕 
X62n1197_001:0605b15	諸善友。同到道場。述為懺摩。建茲法會。發四十八之	諸 善 友 同 到 道 場 述 為 懺 摩 建 茲 法 會 發 四 十 八 之 
X62n1197_001:0605b16	大願。願願度生。期百千劫之深心。心心作佛。從於今	大 願 願 願 度 生 期 百 千 劫 之 深 心 心 心 作 佛 從 於 今 
X62n1197_001:0605b17	日。盡未來際。畢此一形。誓歸安養。即登九品。回入娑	日 盡未來際 畢 此 一 形 誓 歸 安 養 即 登 九 品 回 入 娑 
X62n1197_001:0605b18	婆。俾得佛日重輝。法門再闡。僧海澄清於此界。人民	婆 俾 得 佛 日 重 輝 法 門 再 闡 僧 海 澄 清 於 此 界 人 民 
X62n1197_001:0605b19	被化於東方。劫運為之更延。正法得以久住。此則區	被 化 於 東 方 劫 運 為 之 更 延 正 法 得 以 久 住 此 則 區 
X62n1197_001:0605b20	區真實苦心。是為發菩提心第十因緣也。如是十緣	區 真 實 苦 心 是 為 發菩提心 第 十 因 緣 也 如 是 十 緣 
X62n1197_001:0605b21	備識。八法周知。則趣向。有門。開發有地。相與得此人	備 識 八 法 周 知 則 趣 向 有 門 開 發 有 地 相 與 得 此 人 
X62n1197_001:0605b22	身。居於華夏。六根無恙。四大輕安。具有信心。幸無魔	身 居 於 華 夏 六 根 無 恙 四 大 輕 安 具 有 信 心 幸 無 魔 
X62n1197_001:0605b23	障。況今我等又得出家。又受具戒又遇道場。又聞佛	障 況 今 我 等 又 得 出 家 又 受 具 戒 又 遇 道 場 又 聞 佛 
