X88n1649_001:0322a06	 法喜志序	 法 喜 志 序 
X88n1649_004:0347b01	指悟頂相曰。這老漢脚根獨未點地在。悟[((白日+田)/廾)*頁]面曰。甕	指 悟 頂 相 曰 這 老 漢 脚 根 獨 未 點 地 在 悟 [白日田廾頁] 面 曰 甕 
X88n1649_004:0347b02	裏何曾走却鼈。公曰。且喜老漢脚根點地。	裏 何 曾 走 却 鼈 公 曰 且 喜 老 漢 脚 根 點 地 
X88n1649_004:0347b03	楊龜山	楊 龜 山 
X88n1649_004:0347b04	楊時。學中立。將樂人。從二程游。得河洛之傳。累官諫	楊 時 學 中 立 將 樂 人 從 二 程 游 得 河 洛 之 傳 累 官 諫 
X88n1649_004:0347b05	議大夫。諸所論立皆關世道。高宗時除工部侍郎。世	議 大 夫 諸 所 論 立 皆 關 世 道 高 宗 時 除 工 部 侍 郎 世 
X88n1649_004:0347b06	號龜山先生。諡文肅。嘗曰微生高乞醯與人。孔子以	號 龜 山 先 生 諡 文 肅 嘗 曰 微 生 高 乞 醯 與 人 孔 子 以 
X88n1649_004:0347b07	為不直。維摩經云。直心是道場。儒佛至此實無二理。	為 不 直 維 摩 經 云 直 心 是 道 場 儒 佛 至 此 實 無 二 理 
X88n1649_004:0347b08	與東林總禪師友善。謂師曰。禪學雖高。却於儒道未	與 東 林 總 禪 師 友 善 謂 師 曰 禪 學 雖 高 却 於 儒 道 未 
X88n1649_004:0347b09	有所得。師曰。儒道要緊處。也記得些子。且道君子無	有 所 得 師 曰 儒 道 要 緊 處 也 記 得 些 子 且 道 君 子 無 
X88n1649_004:0347b10	入而不自得。得個甚麼。中立默然。	入 而 不 自 得 得 個 甚 麼 中 立 默 然 
X88n1649_004:0347b11	張魏公	張 魏 公 
X88n1649_004:0347b12	張浚。字德遠。宜公南軒之父也。高宗時累官右僕射。	張 浚 字 德 遠 宜 公 南 軒 之 父 也 高 宗 時 累 官 右 僕 射 
X88n1649_004:0347b13	兼知樞密院事。始終不主和議。為秦檜所嫉。所著有	兼 知 樞 密 院 事 始 終 不 主 和 議 為 秦 檜 所 嫉 所 著 有 
X88n1649_004:0347b14	五經解。及雜說文集。孝宗朝封魏國公。諡忠獻。公嘗	五 經 解 及 雜 說 文 集 孝 宗 朝 封 魏 國 公 諡 忠 獻 公 嘗 
X88n1649_004:0347b15	問道於圜悟勤禪師。師曰。巖頭云。却物為上。逐物為	問 道 於 圜 悟 勤 禪 師 師 曰 巖 頭 云 却 物 為 上 逐 物 為 
X88n1649_004:0347b16	下。若能於物上轉得疾。一切立在下風。復示以偈曰。	下 若 能 於 物 上 轉 得 疾 一 切 立 在 下 風 復 示 以 偈 曰 
X88n1649_004:0347b17	收光攝彩信天真。事事圓成物物新。內若有心還有	收 光 攝 彩 信 天 真 事 事 圓 成 物 物 新 內 若 有 心 還 有 
X88n1649_004:0347b18	物。何能移步出通津。公伏膺投偈曰。教外單傳佛祖	物 何 能 移 步 出 通 津 公 伏 膺 投 偈 曰 教 外 單 傳 佛 祖 
X88n1649_004:0347b19	機。本來無悟。亦無迷。浮雲散盡青天在。日出東方夜	機 本 來 無 悟 亦 無 迷 浮 雲 散 盡 青 天 在 日 出 東 方 夜 
X88n1649_004:0347b20	落西公之母秦國夫人。嘗問道於大慧禪師。夫人疾	落 西 公 之 母 秦 國 夫 人 嘗 問 道 於 大 慧 禪 師 夫 人 疾 
X88n1649_004:0347b21	亟。曰妙喜老師此生無復見也。我有私恩未報。時大	亟 曰 妙 喜 老 師 此 生 無 復 見 也 我 有 私 恩 未 報 時 大 
X88n1649_004:0347b22	慧居宜春。公三走介趣之。兼程而至。夫人已捐館矣。	慧 居 宜 春 公 三 走 介 趣 之 兼 程 而 至 夫 人 已 捐 館 矣 
X88n1649_004:0347b23	公遂舘師於光孝寺之東堂。盡誠供奉以慰秦國之	公 遂 舘 師 於 光 孝 寺 之 東 堂 盡 誠 供 奉 以 慰 秦 國 之 
X88n1649_004:0347b24	願云。	願 云 
X88n1649_004:0347c01	胡致堂	胡 致 堂 
X88n1649_004:0347c02	胡寅。字明仲。崇安人。建炎中拜起居郎。諸子嘗侍坐。	胡 寅 字 明 仲 崇 安 人 建 炎 中 拜 起 居 郎 諸 子 嘗 侍 坐 
X88n1649_004:0347c03	數杯之後。歌孔明出師表。誦陳了翁奏章曰。可謂豪	數 杯 之 後 歌 孔 明 出 師 表 誦 陳 了 翁 奏 章 曰 可 謂 豪 
X88n1649_004:0347c04	傑之士也。後為秦檜所忌。謫新州。著論語詳說。及讀	傑 之 士 也 後 為 秦 檜 所 忌 謫 新 州 著 論 語 詳 說 及 讀 
X88n1649_004:0347c05	史管見數十萬言。學者稱為致堂先生。王隨刪傳燈	史 管 見 數 十 萬 言 學 者 稱 為 致 堂 先 生 王 隨 刪 傳 燈 
X88n1649_004:0347c06	錄。改名玉英集。公作敘曰。傳燈所載。釋子以葛藤目	錄 改 名 玉 英 集 公 作 敘 曰 傳 燈 所 載 釋 子 以 葛 藤 目 
X88n1649_004:0347c07	之。今獨取其敷揚明白。庶易考其是非。若夫說秘怪。	之 今 獨 取 其 敷 揚 明 白 庶 易 考 其 是 非 若 夫 說 秘 怪 
X88n1649_004:0347c08	舉詩句。類俳優。夸誑誕者則盡削之。觀少林啟迪姬	舉 詩 句 類 俳 優 夸 誑 誕 者 則 盡 削 之 觀 少 林 啟 迪 姬 
X88n1649_004:0347c09	光。警發梁武。莫非的確要論。烏有如來流蘿蔓轇轕。	光 警 發 梁 武 莫 非 的 確 要 論 烏 有 如 來 流 蘿 蔓 轇 轕 
X88n1649_004:0347c10	不可致詰者哉。	不 可 致 詰 者 哉 
X88n1649_004:0347c11	張文忠	張 文 忠 
X88n1649_004:0347c12	張九成。字子韶。錢塘人。受學楊時之門。紹興初。以直	張 九 成 字 子 韶 錢 塘 人 受 學 楊 時 之 門 紹 興 初 以 直 
X88n1649_004:0347c13	言對策。上及兩宮。下及閹寺。忠憤激烈。無所顧避。仕	言 對 策 上 及 兩 宮 下 及 閹 寺 忠 憤 激 烈 無 所 顧 避 仕 
X88n1649_004:0347c14	至禮部侍郎。贈太師崇國公。諡文忠。早業進士之暇。	至 禮 部 侍 郎 贈 太 師 崇 國 公 諡 文 忠 早 業 進 士 之 暇 
X88n1649_004:0347c15	篤志釋典。嘗謁靈源明禪師叩宗旨。師令看趙州庭	篤 志 釋 典 嘗 謁 靈 源 明 禪 師 叩 宗 旨 師 令 看 趙 州 庭 
X88n1649_004:0347c16	前栢樹子話。久無所入。謁胡文定公。咨盡心行己之	前 栢 樹 子 話 久 無 所 入 謁 胡 文 定 公 咨 盡 心 行 己 之 
X88n1649_004:0347c17	道。胡告以將語孟談仁義處類作一處看。則要在其	道 胡 告 以 將 語 孟 談 仁 義 處 類 作 一 處 看 則 要 在 其 
X88n1649_004:0347c18	中。公稟受其語。造次不忘。一夕如廁。思惻陰之心仁	中 公 稟 受 其 語 造 次 不 忘 一 夕 如 廁 思 惻 陰 之 心 仁 
X88n1649_004:0347c19	之端也。正沈默間。忽聞蛙鳴。不覺舉庭前栢樹子。驀	之 端 也 正 沈 默 間 忽 聞 蛙 鳴 不 覺 舉 庭 前 栢 樹 子 驀 
X88n1649_004:0347c20	成頌曰。春天夜月一聲蛙。撞破虗空共一家正恁麼	成 頌 曰 春 天 夜 月 一 聲 蛙 撞 破 虗 空 共 一 家 正 恁 麼 
X88n1649_004:0347c21	時誰會得。嶺頭脚痛有玄沙。公嘗奉祠得請。詣徑山	時 誰 會 得 嶺 頭 脚 痛 有 玄 沙 公 嘗 奉 祠 得 請 詣 徑 山 
X88n1649_004:0347c22	問格物之旨。妙喜曰。公只有格物而不知物格。公聞	問 格 物 之 旨 妙 喜 曰 公 只 有 格 物 而 不 知 物 格 公 聞 
X88n1649_004:0347c23	之。恍如夢覺。題於壁曰。子韶格物。妙喜物格。欲識一	之 恍 如 夢 覺 題 於 壁 曰 子 韶 格 物 妙 喜 物 格 欲 識 一 
X88n1649_004:0347c24	貫。兩箇五百。公從是參道。得法自在。號無垢居士。嘗	貫 兩 箇 五 百 公 從 是 參 道 得 法 自 在 號 無 垢 居 士 嘗 
X88n1649_004:0348a01	感歎曰。凡聞徑山老人所舉因緣。無不豁然四達。如	感 歎 曰 凡 聞 徑 山 老 人 所 舉 因 緣 無 不 豁 然 四 達 如 
X88n1649_004:0348a02	千門萬戶。不消一踏而開。公在朝。與秦檜和議不合。	千 門 萬 戶 不 消 一 踏 而 開 公 在 朝 與 秦 檜 和 議 不 合 
X88n1649_004:0348a03	坐貶南安。一十四年。未嘗以得失芥蔕。識者莫不高	坐 貶 南 安 一 十 四 年 未 嘗 以 得 失 芥 蔕 識 者 莫 不 高 
X88n1649_004:0348a04	其風。	其 風 
X88n1649_004:0348a05	王龜齡	王 龜 齡 
X88n1649_004:0348a06	王十朋字龜齡。樂清人。紹興中廷對第一。累官龍圖	王 十 朋 字 龜 齡 樂 清 人 紹 興 中 廷 對 第 一 累 官 龍 圖 
X88n1649_004:0348a07	學士。諡忠文。朱晦翁嘗稱之曰。光明正大。磊磊落落。	學 士 諡 忠 文 朱 晦 翁 嘗 稱 之 曰 光 明 正 大 磊 磊 落 落 
X88n1649_004:0348a08	君子人也。幼嘗夢游天台石橋看一石碑。有神僧數	君 子 人 也 幼 嘗 夢 游 天 台 石 橋 看 一 石 碑 有 神 僧 數 
X88n1649_004:0348a09	百出迎。指公示眾曰。彼前身嚴首座也。曾寫此碑。後	百 出 迎 指 公 示 眾 曰 彼 前 身 嚴 首 座 也 曾 寫 此 碑 後 
X88n1649_004:0348a10	親到石橋。與夢中所見之境無異。遂留詩云。石橋未	親 到 石 橋 與 夢 中 所 見 之 境 無 異 遂 留 詩 云 石 橋 未 
X88n1649_004:0348a11	到已先知。入眼端如入夢時。僧喚我為嚴首座。前身	到 已 先 知 入 眼 端 如 入 夢 時 僧 喚 我 為 嚴 首 座 前 身 
X88n1649_004:0348a12	會寫石橋碑。	會 寫 石 橋 碑 
X88n1649_004:0348a13	游定夫	游 定 夫 
X88n1649_004:0348a14	游酢。字定夫。建陽人。師事可南二程子。第進士。累官	游 酢 字 定 夫 建 陽 人 師 事 可 南 二 程 子 第 進 士 累 官 
X88n1649_004:0348a15	監察御史。嘗致書於開福寧禪師曰。儒者執五常。欲	監 察 御 史 嘗 致 書 於 開 福 寧 禪 師 曰 儒 者 執 五 常 欲 
X88n1649_004:0348a16	各盡其分。釋氏謂世間虗妄。要人反常合道。旨殊用	各 盡 其 分 釋 氏 謂 世 間 虗 妄 要 人 反 常 合 道 旨 殊 用 
X88n1649_004:0348a17	異。何歟。師答曰。人溺塵情愛網。晝思夜度。無一息之	異 何 歟 師 答 曰 人 溺 塵 情 愛 網 晝 思 夜 度 無 一 息 之 
X88n1649_004:0348a18	停。須力與之決。収其放心。死生乃可出。若只括其同	停 須 力 與 之 決 収 其 放 心 死 生 乃 可 出 若 只 括 其 同 
X88n1649_004:0348a19	異。揭揭焉盡分於郛廓之間。我習內熏。愛緣外染。於	異 揭 揭 焉 盡 分 於 郛 廓 之 間 我 習 內 熏 愛 緣 外 染 於 
X88n1649_004:0348a20	道何能造合。能反厥常。則心自通。道自合。不然。難以	道 何 能 造 合 能 反 厥 常 則 心 自 通 道 自 合 不 然 難 以 
X88n1649_004:0348a21	口舌爭也。定夫又問造道必有要法。師曰。道不在說	口 舌 爭 也 定 夫 又 問 造 道 必 有 要 法 師 曰 道 不 在 說 
X88n1649_004:0348a22	與示也。說示者方便耳。須用就己知歸。外求有相佛。	與 示 也 說 示 者 方 便 耳 須 用 就 己 知 歸 外 求 有 相 佛 
X88n1649_004:0348a23	與汝不相似也。定夫默然。	與 汝 不 相 似 也 定 夫 默 然 
X88n1649_004:0348a24	于憲	于 憲 
X88n1649_004:0348b01	于憲。侍郎張九成之甥也。常隨舅氏自嶺下歸淦。九	于 憲 侍 郎 張 九 成 之 甥 也 常 隨 舅 氏 自 嶺 下 歸 淦 九 
X88n1649_004:0348b02	成令拜大慧禪師。憲曰素不拜僧。曰汝姑叩之。憲遂	成 令 拜 大 慧 禪 師 憲 曰 素 不 拜 僧 曰 汝 姑 叩 之 憲 遂 
X88n1649_004:0348b03	舉子思中庸天命之謂性三句以問。慧曰。凡人不知	舉 子 思 中 庸 天 命 之 謂 性 三 句 以 問 慧 曰 凡 人 不 知 
X88n1649_004:0348b04	本命元辰下落處。又要牽好人入火坑。如何聖賢於	本 命 元 辰 下 落 處 又 要 牽 好 人 入 火 坑 如 何 聖 賢 於 
X88n1649_004:0348b05	打頭一著不鑿破。憲曰。吾師能為聖賢鑿破否。慧曰。	打 頭 一 著 不 鑿 破 憲 曰 吾 師 能 為 聖 賢 鑿 破 否 慧 曰 
X88n1649_004:0348b06	天命之謂性。便是清淨法身。率性之謂道。便是圓滿	天 命 之 謂 性 便 是 清 淨 法 身 率 性 之 謂 道 便 是 圓 滿 
X88n1649_004:0348b07	報身。修道之謂教。便是千百億化身。憲以告舅氏。曰	報 身 修 道 之 謂 教 便 是 千 百 億 化 身 憲 以 告 舅 氏 曰 
X88n1649_004:0348b08	子拜何辭。	子 拜 何 辭 
X88n1649_004:0348b09	朱晦菴	朱 晦 菴 
X88n1649_004:0348b10	朱憙。字元晦。婺源人。少年不樂讀時文。因聽一尊宿	朱 憙 字 元 晦 婺 源 人 少 年 不 樂 讀 時 文 因 聽 一 尊 宿 
X88n1649_004:0348b11	談禪。直指本心。遂悟昭昭靈靈一著。年十八。從劉屏	談 禪 直 指 本 心 遂 悟 昭 昭 靈 靈 一 著 年 十 八 從 劉 屏 
X88n1649_004:0348b12	山游。屏山意其留心舉業。搜之篋中。惟大慧語錄一	山 游 屏 山 意 其 留 心 舉 業 搜 之 篋 中 惟 大 慧 語 錄 一 
X88n1649_004:0348b13	帙而已。金城錄謂公之學得於道謙禪師。公嘗致書	帙 而 已 金 城 錄 謂 公 之 學 得 於 道 謙 禪 師 公 嘗 致 書 
X88n1649_004:0348b14	問師云。向蒙妙喜開示。從前記持文字。心識計較。不	問 師 云 向 蒙 妙 喜 開 示 從 前 記 持 文 字 心 識 計 較 不 
X88n1649_004:0348b15	得置絲毫詐在胸中。但以狗子話時時提撕。願投一	得 置 絲 毫 詐 在 胸 中 但 以 狗 子 話 時 時 提 撕 願 投 一 
X88n1649_004:0348b16	語警所不逮。師答曰。某二十年不能到無疑之地。後	語 警 所 不 逮 師 答 曰 某 二 十 年 不 能 到 無 疑 之 地 後 
X88n1649_004:0348b17	忽知非。勇猛直前。便是一刀兩段。把這一念提撕狗	忽 知 非 勇 猛 直 前 便 是 一 刀 兩 段 把 這 一 念 提 撕 狗 
X88n1649_004:0348b18	子話頭。不要商量。不要穿鑿。不要去知見。不要強承	子 話 頭 不 要 商 量 不 要 穿 鑿 不 要 去 知 見 不 要 強 承 
X88n1649_004:0348b19	當。公於言下有省。有久雨齋居誦經詩曰。端居獨無	當 公 於 言 下 有 省 有 久 雨 齋 居 誦 經 詩 曰 端 居 獨 無 
X88n1649_004:0348b20	事。聊披釋氏書。暫息塵累牽。超然與道居。門掩竹林	事 聊 披 釋 氏 書 暫 息 塵 累 牽 超 然 與 道 居 門 掩 竹 林 
X88n1649_004:0348b21	幽。禽鳴山雨餘。了此無為法。身心同晏如。	幽 禽 鳴 山 雨 餘 了 此 無 為 法 身 心 同 晏 如 
X88n1649_004:0348b22	馮濟川	馮 濟 川 
X88n1649_004:0348b23	馮楫。字濟川。號不動居士。自壯叩諸名宿。雖在仕塗。	馮 楫 字 濟 川 號 不 動 居 士 自 壯 叩 諸 名 宿 雖 在 仕 塗 
X88n1649_004:0348b24	不忘學佛。居龍門從佛眼游。偶一童子趨庭吟曰。萬	不 忘 學 佛 居 龍 門 從 佛 眼 游 偶 一 童 子 趨 庭 吟 曰 萬 
X88n1649_004:0348c01	象之中獨露身。佛眼拊公背曰好聻。公於其契入。後	象 之 中 獨 露 身 佛 眼 拊 公 背 曰 好 聻 公 於 其 契 入 後 
X88n1649_004:0348c02	帥瀘南。篤志淨業。所至勸發道俗。兵興以來。教藏煨	帥 瀘 南 篤 志 淨 業 所 至 勸 發 道 俗 兵 興 以 來 教 藏 煨 
X88n1649_004:0348c03	燼。公發願從建炎後。凡名山巨剎藏經殘失者。給與	燼 公 發 願 從 建 炎 後 凡 名 山 巨 剎 藏 經 殘 失 者 給 與 
X88n1649_004:0348c04	俸祿印施補之。足五千餘卷者凡四十八藏。有偈曰。	俸 祿 印 施 補 之 足 五 千 餘 卷 者 凡 四 十 八 藏 有 偈 曰 
X88n1649_004:0348c05	我賦耽癡癖。視財等空虗。不作子孫計。不為聲色娛。	我 賦 耽 癡 癖 視 財 等 空 虗 不 作 子 孫 計 不 為 聲 色 娛 
X88n1649_004:0348c06	所得月俸給。惟將贖梵書。庶使披閱者。咸得入無餘。	所 得 月 俸 給 惟 將 贖 梵 書 庶 使 披 閱 者 咸 得 入 無 餘 
X88n1649_004:0348c07	古佛為半偈。尚乃捨全軀。是以不惜財。開示諸迷途。	古 佛 為 半 偈 尚 乃 捨 全 軀 是 以 不 惜 財 開 示 諸 迷 途 
X88n1649_004:0348c08	借問惜財者。終日校緇銖。無常忽到日。寧免生死無。	借 問 惜 財 者 終 日 校 緇 銖 無 常 忽 到 日 寧 免 生 死 無 
X88n1649_004:0348c09	紹興三十二年。以給事中乞休。一日忽報親朋。期以	紹 興 三 十 二 年 以 給 事 中 乞 休 一 日 忽 報 親 朋 期 以 
X88n1649_004:0348c10	十月三日告終。至日設高座。見客如平日。辰巳間降	十 月 三 日 告 終 至 日 設 高 座 見 客 如 平 日 辰 巳 間 降 
X88n1649_004:0348c11	階望闕肅拜。復登座書偈曰。初三十一。中九下七。老	階 望 闕 肅 拜 復 登 座 書 偈 曰 初 三 十 一 中 九 下 七 老 
X88n1649_004:0348c12	人言盡。龜哥眼赤。書畢。拈拄杖按膝而化。	人 言 盡 龜 哥 眼 赤 書 畢 拈 拄 杖 按 膝 而 化 
X88n1649_004:0348c13	陸放翁	陸 放 翁 
X88n1649_004:0348c14	陸游。字務觀。仕至華文閣待制。封謂南伯。孝宗朝。南	陸 游 字 務 觀 仕 至 華 文 閣 待 制 封 謂 南 伯 孝 宗 朝 南 
X88n1649_004:0348c15	臺劾其恃酒頹放。因自號曰放翁。嘗問松源嶽禪師	臺 劾 其 恃 酒 頹 放 因 自 號 曰 放 翁 嘗 問 松 源 嶽 禪 師 
X88n1649_004:0348c16	云。心傳之學可得聞乎。師曰。既是心傳。豈從聞得。公	云 心 傳 之 學 可 得 聞 乎 師 曰 既 是 心 傳 豈 從 聞 得 公 
X88n1649_004:0348c17	領解呈偈曰。幾度驅車入帝京。逢僧一例眼雙青。今	領 解 呈 偈 曰 幾 度 驅 車 入 帝 京 逢 僧 一 例 眼 雙 青 今 
X88n1649_004:0348c18	朝始覺禪家別。說有談空要眼聽。公居鏡湖時。有塗	朝 始 覺 禪 家 別 說 有 談 空 要 眼 聽 公 居 鏡 湖 時 有 塗 
X88n1649_004:0348c19	毒策禪師往來寖厚。策往雙徑受生。餘七日跏趺而	毒 策 禪 師 往 來 寖 厚 策 往 雙 徑 受 生 餘 七 日 跏 趺 而 
X88n1649_004:0348c20	逝。公哭以詩曰。岌岌龍門萬仞傾。翩翩隻影又西行。	逝 公 哭 以 詩 曰 岌 岌 龍 門 萬 仞 傾 翩 翩 隻 影 又 西 行 
X88n1649_004:0348c21	塵侵白拂繩牀冷。露滴青松卯搭城。遙想再來非四	塵 侵 白 拂 繩 牀 冷 露 滴 青 松 卯 搭 城 遙 想 再 來 非 四 
X88n1649_004:0348c22	大。尚應相見話三生。放翁大欠修行力。未免人間愴	大 尚 應 相 見 話 三 生 放 翁 大 欠 修 行 力 未 免 人 間 愴 
X88n1649_004:0348c23	別情。	別 情 
X88n1649_004:0348c24	王龍舒	王 龍 舒 
X88n1649_004:0349a01	王日休。字虗中。自號龍舒居士。為國學進士。作六經	王 日 休 字 虗 中 自 號 龍 舒 居 士 為 國 學 進 士 作 六 經 
X88n1649_004:0349a02	訓傳數十萬言。一且捐之曰。是皆業習。非究竟法。吾	訓 傳 數 十 萬 言 一 且 捐 之 曰 是 皆 業 習 非 究 竟 法 吾 
X88n1649_004:0349a03	其為西方歸乎。自是一意念佛。年六十。布衣蔬茄。重	其 為 西 方 歸 乎 自 是 一 意 念 佛 年 六 十 布 衣 蔬 茄 重 
X88n1649_004:0349a04	研千里。以是誨人。閒居持戒甚嚴。坐必宴寂。臥必冠	研 千 里 以 是 誨 人 閒 居 持 戒 甚 嚴 坐 必 宴 寂 臥 必 冠 
X88n1649_004:0349a05	帶。面目奕奕有光。見者知為有道之士。有淨士文行	帶 面 目 奕 奕 有 光 見 者 知 為 有 道 之 士 有 淨 士 文 行 
X88n1649_004:0349a06	於世。凡修持法門。感驗彰著。具有顛未。	於 世 凡 修 持 法 門 感 驗 彰 著 具 有 顛 未 
