X60n1129_001:0678a03	 歸戒序	 歸 戒 序 
X60n1129_003:0692a21	所損害。而不攝受正念。謂六隨念(佛。法。僧。戒。施。天)。世尊說彼	所 損 害 而 不 攝 受 正 念 謂 六 隨 念 佛 法 僧 戒 施 天 世 尊 說 彼 
X60n1129_003:0692a22	所受戒。雖是勝業。而不獲大果。或有根本俱淨。非惡	所 受 戒 雖 是 勝 業 而 不 獲 大 果 或 有 根 本 俱 淨 非 惡 
X60n1129_003:0692a23	尋思。攝受正念。而不回向解脫。為求生天欲樂等。故	尋 思 攝 受 正 念 而 不 回 向 解 脫 為 求 生 天 欲 樂 等 故 
X60n1129_003:0692a24	受持戒。世尊說彼所受戒。雖是勝業。而不獲大果。若	受 持 戒 世 尊 說 彼 所 受 戒 雖 是 勝 業 而 不 獲 大 果 若 
X60n1129_003:0692b01	有根本業道淨。乃至回向解脫。世尊說彼所受戒。是	有 根 本 業 道 淨 乃 至 回 向 解 脫 世 尊 說 彼 所 受 戒 是 
X60n1129_003:0692b02	殊勝業。能獲大果。由此應知。隨心優劣。所獲報殊。當	殊 勝 業 能 獲 大 果 由 此 應 知 隨 心 優 劣 所 獲 報 殊 當 
X60n1129_003:0692b03	發大心。以求勝果。故八長養功德經。受戒已。發願言。	發 大 心 以 求 勝 果 故 八 長 養 功 德 經 受 戒 已 發 願 言 
X60n1129_003:0692b04	我持戒行。莊嚴自心。令心喜悅。廣修一切。相應勝行。	我 持 戒 行 莊 嚴 自 心 令 心 喜 悅 廣 修 一 切 相 應 勝 行 
X60n1129_003:0692b05	求成佛果。究竟圓滿。復說偈曰。我發無二最上心。為	求 成 佛 果 究 竟 圓 滿 復 說 偈 曰 我 發 無 二 最 上 心 為 
X60n1129_003:0692b06	諸眾生不請友。勝菩提行善所行。成佛世間廣利益。	諸 眾 生 不 請 友 勝 菩 提 行 善 所 行 成 佛 世 間 廣 利 益 
X60n1129_003:0692b07	願我乘是善業故。此世不久成正覺。說法饒益於世	願 我 乘 是 善 業 故 此 世 不 久 成 正 覺 說 法 饒 益 於 世 
X60n1129_003:0692b08	間。解脫眾生三有苦。優婆塞戒經云。若有人以四大	間 解 脫 眾 生 三 有 苦 優婆塞戒 經 云 若 有 人 以 四 大 
X60n1129_003:0692b09	寶藏。滿中七寶。持布施人。所得功德。不如有人一日	寶 藏 滿 中 七 寶 持 布 施 人 所得功德 不 如 有 人 一 日 
X60n1129_003:0692b10	一夜。受持八戒。得無量果報。至涅槃樂。彌勒出時。百	一 夜 受 持 八 戒 得 無 量 果 報 至 涅 槃 樂 彌 勒 出 時 百 
X60n1129_003:0692b11	年受齋。不如今日五濁世中。一日一夜持齋。無量壽	年 受 齋 不 如 今 日 五 濁 世 中 一 日 一 夜 持 齋 無 量 壽 
X60n1129_003:0692b12	經佛言。汝等廣植德本。布恩施惠勿犯道禁忍辱。精	經 佛 言 汝 等 廣 植 德 本 布 恩 施 惠 勿 犯 道 禁 忍 辱 精 
X60n1129_003:0692b13	進。一心。智慧。轉相教化。為德立善。正心正意。齋戒清	進 一 心 智 慧 轉 相 教 化 為 德 立 善 正 心 正 意 齋 戒 清 
X60n1129_003:0692b14	淨。一日一夜。勝在極樂世界。為善百歲。齋法經云。譬	淨 一 日 一 夜 勝 在 極樂世界 為 善 百 歲 齋 法 經 云 譬 
X60n1129_003:0692b15	如天下十六大國。滿中眾寶。不可稱說。不如一日受	如 天 下 十六大國 滿 中 眾 寶 不 可 稱 說 不 如 一 日 受 
X60n1129_003:0692b16	佛齋法。比其福者。十六大國。為一豆耳。雜譬喻經云。	佛 齋 法 比 其 福 者 十六大國 為 一 豆 耳 雜 譬 喻 經 云 
X60n1129_003:0692b17	一日持齋。有六十萬歲糧。非時不食。復有五福。一少	一 日 持 齋 有 六 十 萬 歲 糧 非 時 不 食 復 有 五 福 一 少 
X60n1129_003:0692b18	病。二身安。三少婬。四少睡。五生天識宿命。墮舍迦經。	病 二 身 安 三 少 婬 四 少 睡 五 生 天 識 宿 命 墮 舍 迦 經 
X60n1129_003:0692b19	云。月八日。十四日。十五日。二十三日。二十九日。三十	云 月 八 日 十 四 日 十 五 日 二 十 三 日 二 十 九 日 三 十 
X60n1129_003:0692b20	日。奉持八齋。一日一夜。福不可計。若賢善人。急欲得	日 奉 持 八 齋 一 日 一 夜 福 不 可 計 若 賢 善 人 急 欲 得 
X60n1129_003:0692b21	阿羅漢道。若佛道者。生天者。端其心。一其意。一月十	阿羅漢道 若 佛 道 者 生 天 者 端 其 心 一 其 意 一 月 十 
X60n1129_003:0692b22	五日。或二十日。受齋大善。大智度論云。若十二月。一	五 日 或 二 十 日 受 齋 大 善 大 智 度 論 云 若 十 二 月 一 
X60n1129_003:0692b23	日至十五日。受持此戒。其福最多。此是如來現大神	日 至 十 五 日 受 持 此 戒 其 福 最 多 此 是 如 來 現 大 神 
X60n1129_003:0692b24	通日也。問曰。何故六日受八戒修福德。答曰。是日鬼	通 日 也 問 曰 何 故 六 日 受 八 戒 修 福 德 答 曰 是 日 鬼 
X60n1129_003:0692c01	神逐人。欲奪人命。疾病凶衰。令人不吉。以劫初聖人。	神 逐 人 欲 奪 人 命 疾 病 凶 衰 令 人 不 吉 以 劫 初 聖 人 
X60n1129_003:0692c02	教人持齋修善治福。以避凶衰。是時齋法。不知受八	教 人 持 齋 修 善 治 福 以 避 凶 衰 是 時 齋 法 不 知 受 八 
X60n1129_003:0692c03	戒。直以一日不食為齋。後佛出世。始教一日一夜。如	戒 直 以 一 日 不 食 為 齋 後 佛 出 世 始 教 一 日 一 夜 如 
X60n1129_003:0692c04	諸佛受持八戒。過中不食。是功德。將人至涅槃樂。四	諸 佛 受 持 八 戒 過 中 不 食 是 功 德 將 人 至 涅 槃 樂 四 
X60n1129_003:0692c05	天王經中。佛說月六齋日。天使者太子。及四天王。自	天 王 經 中 佛 說 月 六 齋 日 天 使 者 太 子 及 四 天 王 自 
X60n1129_003:0692c06	下觀察眾生。不布施持戒。孝順父母者。便上忉利天。	下 觀 察 眾 生 不 布 施 持 戒 孝順父母 者 便 上 忉 利 天 
X60n1129_003:0692c07	以啟帝釋。帝釋諸天心皆不悅。說言。修羅種多。諸天	以 啟 帝 釋 帝 釋 諸 天 心 皆 不 悅 說 言 修 羅 種 多 諸 天 
X60n1129_003:0692c08	種少。若布施持戒。孝順多者。諸天歡喜。說言。天眾增	種 少 若 布 施 持 戒 孝 順 多 者 諸 天 歡 喜 說 言 天 眾 增 
X60n1129_003:0692c09	益。修羅減損。涅槃經云。佛告大王。波羅柰國。有屠兒	益 修 羅 減 損 涅 槃 經 云 佛 告 大 王 波 羅 柰 國 有 屠 兒 
X60n1129_003:0692c10	名曰廣頞。於日日中。殺無量羊。見舍利弗。即受八戒。	名 曰 廣 頞 於日日中 殺 無 量 羊 見 舍 利 弗 即 受 八 戒 
X60n1129_003:0692c11	經一日一夜。以是因緣。命終得為北方天王毗沙門	經 一 日 一 夜 以是因緣 命 終 得 為 北 方 天 王 毗 沙 門 
X60n1129_003:0692c12	子。如來弟子。尚有如是大功德果。況復佛也。賢愚經	子 如 來 弟 子 尚 有 如 是 大 功 德 果 況 復 佛 也 賢 愚 經 
X60n1129_003:0692c13	云。阿槃提國中。有一老婢。晨夜走使。不得安處。小有	云 阿 槃 提 國 中 有 一 老 婢 晨 夜 走 使 不 得 安 處 小 有 
X60n1129_003:0692c14	違失。便受鞭捶。衣不蔽形。食不充口。年老困悴。思死	違 失 便 受 鞭 捶 衣 不 蔽 形 食 不 充 口 年 老 困 悴 思 死 
X60n1129_003:0692c15	不得。持瓶詣河取水。思惟是苦。舉聲大哭。時迦旃延	不 得 持 瓶 詣 河 取 水 思 惟 是 苦 舉 聲 大 哭 時 迦 旃 延 
X60n1129_003:0692c16	尊者。來至其所。問言。何以悲泣懊惱乃爾。白言。尊者。	尊 者 來 至 其 所 問 言 何 以 悲 泣 懊 惱 乃 爾 白 言 尊 者 
X60n1129_003:0692c17	我既年老。恒執苦役。加復貧窮。衣食不充。思死不得。	我 既 年 老 恒 執 苦 役 加 復 貧 窮 衣 食 不 充 思 死 不 得 
X60n1129_003:0692c18	以故哭耳。尊者言。汝若貧者。何不賣貧。婢言。貧那得	以 故 哭 耳 尊 者 言 汝 若 貧 者 何 不 賣 貧 婢 言 貧 那 得 
X60n1129_003:0692c19	賣。誰當買貧。尊者言。貧實可賣。如是至三。婢言。苟貧	賣 誰 當 買 貧 尊 者 言 貧 實 可 賣 如 是 至 三 婢 言 苟 貧 
X60n1129_003:0692c20	可賣。我宜問方。大德。貧云何賣。尊者言。審欲賣者。一	可 賣 我 宜 問 方 大 德 貧 云 何 賣 尊 者 言 審 欲 賣 者 一 
X60n1129_003:0692c21	隨我語答言諾。尊者告言。汝先洗浴。洗已。告言。汝當	隨 我 語 答 言 諾 尊 者 告 言 汝 先 洗 浴 洗 已 告 言 汝 當 
X60n1129_003:0692c22	布施。白言。尊者。我極貧困。身無手許完納。唯有此瓶	布 施 白 言 尊 者 我 極 貧 困 身 無 手 許 完 納 唯 有 此 瓶 
X60n1129_003:0692c23	是大家許。當以何施。尊者即持鉢與之。汝持此鉢取	是 大 家 許 當 以 何 施 尊 者 即 持 鉢 與 之 汝 持 此 鉢 取 
X60n1129_003:0692c24	少淨水。如教取來奉上尊者。尊者受已。尋為呪願。次	少 淨 水 如 教 取 來 奉 上 尊 者 尊 者 受 已 尋 為 呪 願 次 
X60n1129_003:0693a01	教受八戒齋。後教念佛種種功德。問言。汝有住止處	教 受 八 戒 齋 後 教 念 佛 種 種 功 德 問 言 汝 有 住 止 處 
X60n1129_003:0693a02	不。答言。無也。若磨時。即磨下臥。舂炊作使。即臥其中。	不 答 言 無 也 若 磨 時 即 磨 下 臥 舂 炊 作 使 即 臥 其 中 
X60n1129_003:0693a03	或時無作。止宿糞堆。尊者言。汝好持心。恭謹走使。莫	或 時 無 作 止 宿 糞 堆 尊 者 言 汝 好 持 心 恭 謹 走 使 莫 
X60n1129_003:0693a04	生嫌恨。自伺大家。一切臥竟。密開其門。於門曲內。敷	生 嫌 恨 自 伺 大 家 一 切 臥 竟 密 開 其 門 於 門 曲 內 敷 
X60n1129_003:0693a05	淨草坐。思惟觀佛。莫生惡念。時老婢奉教歸家。依敕	淨 草 坐 思 惟 觀 佛 莫 生 惡 念 時 老 婢 奉 教 歸 家 依 敕 
X60n1129_003:0693a06	施行。於後夜中。即便命終。生忉利天。大家蚤起。見婢	施 行 於 後 夜 中 即 便 命 終 生 忉 利 天 大 家 蚤 起 見 婢 
X60n1129_003:0693a07	命終。瞋曰。此婢恒常不聽入舍。今暮何故乃於此死。	命 終 瞋 曰 此 婢 恒 常 不 聽 入 舍 今 暮 何 故 乃 於 此 死 
X60n1129_003:0693a08	即使人草索繫脚。拽至林中。此女既生天上。與五百	即 使 人 草 索 繫 脚 拽 至 林 中 此 女 既 生 天 上 與 五 百 
X60n1129_003:0693a09	天子娛樂。時舍利弗在忉利天。問言。汝因何福。生此	天 子 娛 樂 時 舍 利 弗 在 忉 利 天 問 言 汝 因 何 福 生 此 
X60n1129_003:0693a10	天中。答言。不知。舍利弗借其道眼。觀見故身。生天因	天 中 答 言 不 知 舍 利 弗 借 其 道 眼 觀 見 故 身 生 天 因 
X60n1129_003:0693a11	緣。由迦旃延。即將五百天子。來至林中。散華燒香。供	緣 由 迦 旃 延 即 將 五 百 天 子 來 至 林 中 散 華 燒 香 供 
X60n1129_003:0693a12	養死屍。諸天光明。照曜村林。大家見變。怪其所由。與	養 死 屍 諸 天 光 明 照 曜 村 林 大 家 見 變 怪 其 所 由 與 
X60n1129_003:0693a13	眾詣林觀看。見諸天子。供養此屍。即問天曰。此婢醜	眾 詣 林 觀 看 見 諸 天 子 供 養 此 屍 即 問 天 曰 此 婢 醜 
X60n1129_003:0693a14	穢。生存之時。人猶惡見。況今已死。何故諸天。而加供	穢 生 存 之 時 人 猶 惡 見 況 今 已 死 何 故 諸 天 而 加 供 
X60n1129_003:0693a15	養。時天子具說本末。生天因緣。即皆迴詣迦旃延所。	養 時 天 子 具 說 本 末 生 天 因 緣 即 皆 迴 詣 迦 旃 延 所 
X60n1129_003:0693a16	尊者。為諸天人。廣說妙法。所謂施戒生天之論。欲不	尊 者 為 諸 天 人 廣 說 妙 法 所 謂 施 戒 生 天 之 論 欲 不 
X60n1129_003:0693a17	淨法。出離為樂。時彼天及五百天子。得須陀洹果。飛	淨 法 出 離 為 樂 時 彼 天 及 五 百 天 子 得 須陀洹果 飛 
X60n1129_003:0693a18	還天宮。時在會眾。聞法已。各獲道迹。乃至四果。莫不	還 天 宮 時 在 會 眾 聞 法 已 各 獲 道 迹 乃 至 四 果 莫 不 
X60n1129_003:0693a19	歡喜奉行(迦旃延。以天眼觀見此婢。餘有一夜命在死即墮落地獄。受無量苦。故徃度之)。法	歡 喜 奉 行 迦 旃 延 以 天 眼 觀 見 此 婢 餘 有 一 夜 命 在 死 即 墮 落 地 獄 受 無 量 苦 故 徃 度 之 法 
X60n1129_003:0693a20	句喻經云。東方有國名鬱多羅波提。有婆羅門五百	句 喻 經 云 東 方 有 國 名 鬱 多 羅 波 提 有婆羅門 五 百 
X60n1129_003:0693a21	人。相率欲詣恒水邊。三祠神池。沐浴垢穢。裸形求仙。	人 相 率 欲 詣 恒 水 邊 三 祠 神 池 沐 浴 垢 穢 裸 形 求 仙 
X60n1129_003:0693a22	路由大澤。迷不得過。中路乏糧。遙見一大樹。如有神	路 由 大 澤 迷 不 得 過 中 路 乏 糧 遙 見 一 大 樹 如 有 神 
X60n1129_003:0693a23	氣。想有人居。馳趣樹下。了無所見。舉聲大哭云。饑渴	氣 想 有 人 居 馳 趣 樹 下 了 無 所 見 舉 聲 大 哭 云 饑 渴 
X60n1129_003:0693a24	委厄。窮死斯澤。樹神現身問曰。道士。那來。今欲何行。	委 厄 窮 死 斯 澤 樹 神 現 身 問 曰 道 士 那 來 今 欲 何 行 
X60n1129_003:0693b01	同聲答曰。欲詣神池。澡浴望仙。今日饑渴。幸哀矜濟。	同 聲 答 曰 欲 詣 神 池 澡 浴 望 仙 今 日 饑 渴 幸 哀 矜 濟 
X60n1129_003:0693b02	樹神舉手。百味飲食。從手流溢。給眾飲食。皆得飽滿。	樹 神 舉 手 百 味 飲 食 從 手 流 溢 給 眾 飲 食 皆 得 飽 滿 
X60n1129_003:0693b03	其餘飲食。足供路糧。臨別。詣神請問曰。本行何德。致	其 餘 飲 食 足 供 路 糧 臨 別 詣 神 請 問 曰 本 行 何 德 致 
X60n1129_003:0693b04	此巍巍。神曰。吾本所居。在舍衛國。時國大臣。名曰須	此 巍 巍 神 曰 吾 本 所 居 在 舍 衛 國 時 國 大 臣 名 曰 須 
X60n1129_003:0693b05	達。飯佛眾僧。於市買酪。無提酪者。倩我提之。住到精	達 飯 佛 眾 僧 於 市 買 酪 無 提 酪 者 倩 我 提 之 住 到 精 
X60n1129_003:0693b06	舍。使我斟酌訖行澡水。儼然聽法。一切歡喜。稱善無	舍 使 我 斟 酌 訖 行 澡 水 儼 然 聽 法 一 切 歡 喜 稱 善 無 
X60n1129_003:0693b07	量。時我奉齋。暮還不飡。婦怪問我。不審何恨。我曰。不	量 時 我 奉 齋 暮 還 不 飡 婦 怪 問 我 不 審 何 恨 我 曰 不 
X60n1129_003:0693b08	恨也。見長者須達飯佛。請我奉齋。齋名八關。時婦瞋	恨 也 見 長 者 須 達 飯 佛 請 我 奉 齋 齋 名 八 關 時 婦 瞋 
X60n1129_003:0693b09	忿言曰。瞿曇亂俗。奚足採納。君毀遺則。禍從此興。踧	忿 言 曰 瞿 曇 亂 俗 奚 足 採 納 君 毀 遺 則 禍 從 此 興 踧 
X60n1129_003:0693b10	迫不已。便共俱食。時我壽盡。神來生此。為此愚婦。破	迫 不 已 便 共 俱 食 時 我 壽 盡 神 來 生 此 為 此 愚 婦 破 
X60n1129_003:0693b11	我齋法。不卒其業。來生斯澤。作此樹神。提酪之福。手	我 齋 法 不 卒 其 業 來 生 斯 澤 作 此 樹 神 提 酪 之 福 手 
X60n1129_003:0693b12	出飲食。若全齋法。應生天上。封受自然。即為五百人。	出 飲 食 若 全 齋 法 應 生 天 上 封 受 自 然 即 為 五 百 人 
X60n1129_003:0693b13	而說頌曰。祠祀種禍根。日夜長枝條。唐苦敗身本。法	而 說 頌 曰 祠 祀 種 禍 根 日 夜 長 枝 條 唐 苦 敗 身 本 法 
X60n1129_003:0693b14	齋度世仙。按賢愚經及百緣經云。昔迦葉佛滅度之	齋 度 世 仙 按 賢 愚 經 及 百 緣 經 云 昔 迦 葉 佛 滅 度 之 
X60n1129_003:0693b15	後。遺法垂末。有二梵志。到比丘邊。俱受八戒。一願生	後 遺 法 垂 末 有 二 梵 志 到 比 丘 邊 俱 受 八 戒 一 願 生 
X60n1129_003:0693b16	天。一願作國王。願生天者。歸家。婦呼共食。夫言。向受	天 一 願 作 國 王 願 生 天 者 歸 家 婦 呼 共 食 夫 言 向 受 
X60n1129_003:0693b17	佛齋。過中不食。婦曰。君是梵志。自有戒法。何緣乃受	佛 齋 過 中 不 食 婦 曰 君 是 梵 志 自 有 戒 法 何 緣 乃 受 
X60n1129_003:0693b18	異道之齋。今若相違。不共我飯。當以斯事語諸梵志。	異 道 之 齋 今 若 相 違 不 共 我 飯 當 以 斯 事 語 諸 梵 志 
X60n1129_003:0693b19	擯汝不與會同。夫聞恐怖。便與婦非時而食。由破齋	擯 汝 不 與 會 同 夫 聞 恐 怖 便 與 婦 非 時 而 食 由 破 齋 
X60n1129_003:0693b20	故。後生龍中。其願作王者。持齋完具。得生王家。作大	故 後 生 龍 中 其 願 作 王 者 持 齋 完 具 得 生 王 家 作 大 
X60n1129_003:0693b21	國王。時王園中。多有甘果。守園之人。日日奉送。其人	國 王 時 王 園 中 多 有 甘 果 守 園 之 人 日 日 奉 送 其 人 
X60n1129_003:0693b22	後時。於園泉中。得一異柰。色香甚美。便作是念。我每	後 時 於 園 泉 中 得 一 異 柰 色 香 甚 美 便 作 是 念 我 每 
X60n1129_003:0693b23	出入。常為門監所遮。當以此柰與之。門監得已。奉貢	出 入 常 為 門 監 所 遮 當 以 此 柰 與 之 門 監 得 已 奉 貢 
X60n1129_003:0693b24	黃門。黃門納竟。轉上夫人。夫人得柰。復用獻王。王食	黃 門 黃 門 納 竟 轉 上 夫 人 夫 人 得 柰 復 用 獻 王 王 食 
X60n1129_003:0693c01	此柰。甚覺甘美。便問夫人。展轉相推。到守園人。王即	此 柰 甚 覺 甘 美 便 問 夫 人 展 轉 相 推 到 守 園 人 王 即 
X60n1129_003:0693c02	喚來。而責之曰。如此美柰。何為不送。乃與他人。園人	喚 來 而 責 之 曰 如 此 美 柰 何 為 不 送 乃 與 他 人 園 人 
X60n1129_003:0693c03	於是具陳本末。王瞋語言。自今以後。常送斯柰。園監	於 是 具 陳 本 末 王 瞋 語 言 自 今 以 後 常 送 斯 柰 園 監 
X60n1129_003:0693c04	啟王。此柰無種。何由可辦。王曰。若不能得。當斬汝身。	啟 王 此 柰 無 種 何 由 可 辦 王 曰 若 不 能 得 當 斬 汝 身 
X60n1129_003:0693c05	其人還園。舉聲大哭。其龍先身與王共受齋故。生於	其 人 還 園 舉 聲 大 哭 其 龍 先 身 與 王 共 受 齋 故 生 於 
