X60n1120_001:0334a03	 序言	 序 言 
X60n1120_003:0423b21	無異。乃至脇肩諂笑。今日到某老爺家說事。明日到	無 異 乃 至 脇 肩 諂 笑 今 日 到 某 老 爺 家 說 事 明 日 到 
X60n1120_003:0423b22	某相公家攀緣。自己本分事。全不提起。一朝老病相	某 相 公 家 攀 緣 自 己 本 分 事 全 不 提 起 一 朝 老 病 相 
X60n1120_003:0423b23	催。老爺相公。多替你不得。	催 老 爺 相 公 多 替 你 不 得 
X60n1120_003:0423b24	不得雜坐酒席。	不 得 雜 坐 酒 席 
X60n1120_003:0423c01	【箋】梵網。不得止酒舍。雜坐尤其不宜。謂酒人之中。多	 箋 梵 網 不 得 止 酒 舍 雜 坐 尤 其 不 宜 謂 酒 人 之 中 多 
X60n1120_003:0423c02	猖狂。雖不與之共飲。萬一為彼輕薄。污辱法門。故制	猖 狂 雖 不 與 之 共 飲 萬 一 為 彼 輕 薄 污 辱 法 門 故 制 
X60n1120_003:0423c03	不得結拜白衣人作父母姊妹(尼僧結拜義同)。不得說僧中	不 得 結 拜 白 衣 人 作 父 母 姊 妹 尼 僧 結 拜 義 同 不 得 說 僧 中 
X60n1120_003:0423c04	過失。	過 失 
X60n1120_003:0423c05	【箋】與俗士談論。當以誠諦之語發其信心。若說僧過	 箋 與 俗 士 談 論 當 以 誠 諦 之 語 發 其 信 心 若 說 僧 過 
X60n1120_003:0423c06	如以利刀斷其信根故。今諸方公道久廢。佛法不行	如 以 利 刀 斷 其 信 根 故 今 諸 方 公 道 久 廢 佛 法 不 行 
X60n1120_003:0423c07	凡有小事動輒刻揭。告訴官長借勢威嚇欺凌法屬	凡 有 小 事 動 輒 刻 揭 告 訴 官 長 借 勢 威 嚇 欺 凌 法 屬 
X60n1120_003:0423c08	削弱法門。痛哉。世上若存公道在。白衣說法比丘聽。	削 弱 法 門 痛 哉 世 上 若 存 公 道 在 白 衣 說 法 比 丘 聽 
X60n1120_003:0423c09	省親第二十	省 親 第 二 十 
X60n1120_003:0423c10	【箋】五燈。睦州陳尊宿。至孝。嘗織蒲鞋以養母。故諸	 箋 五 燈 睦 州 陳 尊 宿 至 孝 嘗 織 蒲 鞋 以 養 母 故 諸 
X60n1120_003:0423c11	方有陳蒲鞋之稱。因巢宼入境。師標大草屨於城	方 有 陳 蒲 鞋 之 稱 因 巢 宼 入 境 師 標 大 草 屨 於 城 
X60n1120_003:0423c12	門巢欲去之。盡力不能舉。歎曰。此中有大聖人遂	門 巢 欲 去 之 盡 力 不 能 舉 歎 曰 此 中 有 大 聖 人 遂 
X60n1120_003:0423c13	含去　睦州織蒲鞋養母。不用施物而供者。不敢	含 去 睦 州 織 蒲 鞋 養 母 不 用 施 物 而 供 者 不 敢 
X60n1120_003:0423c14	置母於不義之地也。當時標草屨於城上。以禦巢	置 母 於 不 義 之 地 也 當 時 標 草 屨 於 城 上 以 禦 巢 
X60n1120_003:0423c15	宼。而草屨。曷足以當萬夫之勇乎。誰謂萬夫之勇。	宼 而 草 屨 曷 足 以 當 萬 夫 之 勇 乎 誰 謂 萬 夫 之 勇 
X60n1120_003:0423c16	竟不能動一艸屨誠孝之所感也。今之為僧者誰	竟 不 能 動 一 艸 屨 誠 孝 之 所 感 也 今 之 為 僧 者 誰 
X60n1120_003:0423c17	不受父母養育之恩。而有其身。一旦登枝。自謂出	不 受 父 母 養 育 之 恩 而 有 其 身 一 旦 登 枝 自 謂 出 
X60n1120_003:0423c18	世。乃不顧高堂。絕菽水之歡。室中受饑寒之苦。於	世 乃 不 顧 高 堂 絕 菽 水 之 歡 室 中 受 饑 寒 之 苦 於 
X60n1120_003:0423c19	心安乎。較之睦州之孝。以為何如。高僧傳。周洛京	心 安 乎 較 之 睦 州 之 孝 以 為 何 如 高 僧 傳 周 洛 京 
X60n1120_003:0423c20	福先寺道丕。唐之宗室。父從軍至霍山。後丕雖童	福 先 寺 道 丕 唐 之 宗 室 父 從 軍 至 霍 山 後 丕 雖 童 
X60n1120_003:0423c21	時戲。終鮮笑容。七歲絕葷羶。白母禮保壽繼能法	時 戲 終 鮮 笑 容 七 歲 絕 葷 羶 白 母 禮 保 壽 繼 能 法 
X60n1120_003:0423c22	師。十九通經義。又駕遷洛京。長安焚蕩。時劉開道	師 十 九 通 經 義 又 駕 遷 洛 京 長 安 焚 蕩 時 劉 開 道 
X60n1120_003:0423c23	作亂。荷母入華山。安止巖穴。時穀勇貴。每斗萬錢。	作 亂 荷 母 入 華 山 安 止 巖 穴 時 穀 勇 貴 每 斗 萬 錢 
X60n1120_003:0423c24	丕乞食供母。母問。食未。對曰。向外齋耳。恐傷母意。	丕 乞 食 供 母 母 問 食 未 對 曰 向 外 齋 耳 恐 傷 母 意 
X60n1120_003:0424a01	年二十。母曰。汝父霍山亡後。戰場骨曝霜露。汝能	年 二 十 母 曰 汝 父 霍 山 亡 後 戰 場 骨 曝 霜 露 汝 能 
X60n1120_003:0424a02	收歸葬。不亦孝乎。遂辭母往霍山。立草菴聚白骨。	收 歸 葬 不 亦 孝 乎 遂 辭 母 往 霍 山 立 草 菴 聚 白 骨 
X60n1120_003:0424a03	晝夜誦經。曰。古人精誠所感。滴血認骨。我今至孝。	晝 夜 誦 經 曰 古 人 精 誠 所 感 滴 血 認 骨 我 今 至 孝 
X60n1120_003:0424a04	豈無靈驗。倘羣骨中。有動轉者。即我父遺骸也。一	豈 無 靈 驗 倘 羣 骨 中 有 動 轉 者 即 我 父 遺 骸 也 一 
X60n1120_003:0424a05	心注想。目未輕捨。數日間。果有枯髏。從骨聚中躍	心 注 想 目 未 輕 捨 數 日 間 果 有 枯 髏 從 骨 聚 中 躍 
X60n1120_003:0424a06	出。搖曳良久。丕即躃踴抱持。貴歸華陰。是夜其母。	出 搖 曳 良 久 丕 即 躃 踴 抱 持 貴 歸 華 陰 是 夜 其 母 
X60n1120_003:0424a07	夢夫歸舍。明晨骨至。其孝感聲譽日高。道行益廣。	夢 夫 歸 舍 明 晨 骨 至 其 孝 感 聲 譽 日 高 道 行 益 廣 
X60n1120_003:0424a08	後唐莊宗明宗。凡內建香壇應制談論。都居元席。	後 唐 莊 宗 明 宗 凡 內 建 香 壇 應 制 談 論 都 居 元 席 
X60n1120_003:0424a09	筆飡。道興。為沙彌時。天下大亂。母為賊掠去。離城	筆 飡 道 興 為 沙 彌 時 天 下 大 亂 母 為 賊 掠 去 離 城 
X60n1120_003:0424a10	六十里。尋逐至。已被傷未絕。賊見曰。此僧誠為至	六 十 里 尋 逐 至 已 被 傷 未 絕 賊 見 曰 此 僧 誠 為 至 
X60n1120_003:0424a11	孝。逐母至此。便不盡命。乃背母還城。◎釋大同。至	孝 逐 母 至 此 便 不 盡 命 乃 背 母 還 城 釋 大 同 至 
X60n1120_003:0424a12	孝恨蚤喪父母至忌日必流涕不已。養母純至。非	孝 恨 蚤 喪 父 母 至 忌 日 必 流 涕 不 已 養 母 純 至 非 
X60n1120_003:0424a13	惟順色溫良。而必使心餐道味。及亡。蒸嘗無闕。且	惟 順 色 溫 良 而 必 使 心 餐 道 味 及 亡 蒸 嘗 無 闕 且 
X60n1120_003:0424a14	求名儒撰特戒甚嚴一鉢外無長物惟有書史五	求 名 儒 撰 特 戒 甚 嚴 一 鉢 外 無 長 物 惟 有 書 史 五 
X60n1120_003:0424a15	千餘卷。◎下定林。至孝。輕財好施。家貧母亡。太守	千 餘 卷 下 定 林 至 孝 輕 財 好 施 家 貧 母 亡 太 守 
X60n1120_003:0424a16	賜米五千石。不受。乃身自負土。種植松栢。廬於墓	賜 米 五 千 石 不 受 乃 身 自 負 土 種 植 松 栢 廬 於 墓 
X60n1120_003:0424a17	所泣血三年。遂斷髮。寶訓。晦堂曰。先師進止嚴重。	所 泣 血 三 年 遂 斷 髮 寶 訓 晦 堂 曰 先 師 進 止 嚴 重 
X60n1120_003:0424a18	見者敬。畏衲子因事請假。多峻拒弗從。惟聞省視	見 者 敬 畏 衲 子 因 事 請 假 多 峻 拒 弗 從 惟 聞 省 視 
X60n1120_003:0424a19	親老。氣色穆然。見於顏面。盡禮津遺。其愛人恭孝	親 老 氣 色 穆 然 見 於 顏 面 盡 禮 津 遺 其 愛 人 恭 孝 
X60n1120_003:0424a20	如此。◎元允恭。憶母詩。霜殞萱花淚濕衣。白頭無	如 此 元 允 恭 憶 母 詩 霜 殞 萱 花 淚 濕 衣 白 頭 無 
X60n1120_003:0424a21	復倚柴扉。去年五月黃梅雨。曾賣袈裟貰米歸。	復 倚 柴 扉 去 年 五 月 黃 梅 雨 曾 賣 袈 裟 貰 米 歸 
X60n1120_003:0424a22	雜錄。恭行已。上虞人。平生苦學。內外典靡不研究	雜 錄 恭 行 已 上 虞 人 平 生 苦 學 內 外 典 靡 不 研 究 
X60n1120_003:0424a23	尤工詩。母老無託。乞食以養。嘗與母渡錢塘詩云	尤 工 詩 母 老 無 託 乞 食 以 養 嘗 與 母 渡 錢 塘 詩 云 
X60n1120_003:0424a24	母在藍輿子在途。子行不上母先呼。斷橋流水斜	母 在 藍 輿 子 在 途 子 行 不 上 母 先 呼 斷 橋 流 水 斜 
X60n1120_003:0424b01	陽外。羞見寒林返哺烏。觀此。知其為人矣。石屋送	陽 外 羞 見 寒 林 返 哺 烏 觀 此 知 其 為 人 矣 石 屋 送 
X60n1120_003:0424b02	慶侍者回里詩。汝師年老中山寺。朝暮無人可瞻	慶 侍 者 回 里 詩 汝 師 年 老 中 山 寺 朝 暮 無 人 可 瞻 
X60n1120_003:0424b03	視。不歸洒掃執巾瓶。師資禮法合也未。汝母兼又	視 不 歸 洒 掃 執 巾 瓶 師 資 禮 法 合 也 未 汝 母 兼 又 
X60n1120_003:0424b04	年紀高。除汝一人更無二。望斷秋風未見歸。倚門	年 紀 高 除 汝 一 人 更 無 二 望 斷 秋 風 未 見 歸 倚 門 
X60n1120_003:0424b05	日日長垂淚。離師棄母入山來。所圖畢竟成何事。	日 日 長 垂 淚 離 師 棄 母 入 山 來 所 圖 畢 竟 成 何 事 
X60n1120_003:0424b06	古言孝為百行先。在俗在僧誰不然。侍師奉母名	古 言 孝 為 百 行 先 在 俗 在 僧 誰 不 然 侍 師 奉 母 名 
X60n1120_003:0424b07	敬田。何須入眾并參禪。忽然思靜又嫌喧。短策不	敬 田 何 須 入 眾 并 參 禪 忽 然 思 靜 又 嫌 喧 短 策 不 
X60n1120_003:0424b08	妨間往還。	妨 間 往 還 
X60n1120_003:0424b09	省親偈　孝順父母。當願眾生。善事於佛。護養一切。	省 親 偈 孝順父母 當 願 眾 生 善 事 於 佛 護 養 一 切 
X60n1120_003:0424b10	【箋】鈔。以是至德者。孝經註夫子語曾子曰。先王有至	 箋 鈔 以 是 至 德 者 孝 經 註 夫 子 語 曾 子 曰 先 王 有 至 
X60n1120_003:0424b11	德要道。民用和睦上下無怨汝知之乎。註。至德表孝	德 要 道 民 用 和 睦 上 下 無 怨 汝 知 之 乎 註 至 德 表 孝 
X60n1120_003:0424b12	悌也。要道者。禮樂也。上至天子。下至庶人。皆當孝行	悌 也 要 道 者 禮 樂 也 上 至 天 子 下 至 庶 人 皆 當 孝 行 
X60n1120_003:0424b13	無始終也。大集經。世間無佛。善事父母。事父母者。即	無 始 終 也 大 集 經 世 間 無 佛 善 事 父 母 事 父 母 者 即 
X60n1120_003:0424b14	是事佛。父母捨我。為先覺故。今翻令事者。生長法身	是 事 佛 父 母 捨 我 為 先 覺 故 今 翻 令 事 者 生 長 法 身 
X60n1120_003:0424b15	故。護養一切者。一切眾生皆我子。故護之。一切男女。	故 護 養 一 切 者 一 切 眾 生 皆 我 子 故 護 之 一 切 男 女 
X60n1120_003:0424b16	皆我父母。故養之。生生無不從之受生。故平等敬之。	皆 我 父 母 故 養 之 生 生 無 不 從 之 受 生 故 平 等 敬 之 
X60n1120_003:0424b17	法身佛故　此頌。乃世尊孝順父母之法式也。此願	法 身 佛 故 此 頌 乃 世 尊 孝順父母 之 法 式 也 此 願 
X60n1120_003:0424b18	者。當願學世尊所行之孝道也。然則孝道之法。當云	者 當 願 學 世 尊 所 行 之 孝 道 也 然 則 孝 道 之 法 當 云 
X60n1120_003:0424b19	何。下兩句。正顯孝順之旨。當知世尊之事父母。同於	何 下 兩 句 正 顯 孝 順 之 旨 當 知 世 尊 之 事 父 母 同 於 
X60n1120_003:0424b20	事佛也。何謂同於事佛謂佛佛出世。莫不以孝順至	事 佛 也 何 謂 同 於 事 佛 謂 佛 佛 出 世 莫 不 以 孝 順 至 
X60n1120_003:0424b21	道之法相傳。故曰孝順父母。同於佛也。護養一切者。	道 之 法 相 傳 故 曰 孝順父母 同 於 佛 也 護 養 一 切 者 
X60n1120_003:0424b22	言父母慈愛。生我育我護我念我等恩。昊天罔極。為	言 父 母 慈 愛 生 我 育 我 護 我 念 我 等 恩 昊 天 罔 極 為 
X60n1120_003:0424b23	人子者。亦當念護養之恩。報以孝順之道。而無違於	人 子 者 亦 當 念 護 養 之 恩 報 以 孝 順 之 道 而 無 違 於 
X60n1120_003:0424b24	一切也。	一 切 也 
X60n1120_003:0424c01	若詣俗省親。先入中堂禮佛。或家堂聖像端莊問訊。	若 詣 俗 省 親 先 入 中 堂 禮 佛 或 家 堂 聖 像 端 莊 問 訊 
X60n1120_003:0424c02	次。父母眷屬等一一問訊。不得向父母說師法嚴。出	次 父 母 眷 屬 等 一 一 問 訊 不 得 向 父 母 說 師 法 嚴 出 
X60n1120_003:0424c03	家難。寂寥淡薄。艱辛苦屈等事。宜為說佛法。令生信	家 難 寂 寥 淡 薄 艱 辛 苦 屈 等 事 宜 為 說 佛 法 令 生 信 
X60n1120_003:0424c04	增福。	增 福 
X60n1120_003:0424c05	【箋】省親之旨。當以進道之言勸誘父母。娛於道。而忘	 箋 省 親 之 旨 當 以 進 道 之 言 勸 誘 父 母 娛 於 道 而 忘 
X60n1120_003:0424c06	於憂也。若說寂寥等事。徒增父母憂慮。非所以娛親	於 憂 也 若 說 寂 寥 等 事 徒 增 父 母 憂 慮 非 所 以 娛 親 
X60n1120_003:0424c07	也禮曰。為人子能引親至於道。孝之至也。	也 禮 曰 為 人 子 能 引 親 至 於 道 孝 之 至 也 
X60n1120_003:0424c08	不得與親族小兒等。久坐久立。雜話戲笑。亦不得問	不 得 與 親 族 小 兒 等 久 坐 久 立 雜 話 戲 笑 亦 不 得 問 
X60n1120_003:0424c09	族中是非好惡。	族 中 是 非 好 惡 
X60n1120_003:0424c10	【箋】此來專為省親。雖宗黨至親。母論老少。皆為檀越。	 箋 此 來 專 為 省 親 雖 宗 黨 至 親 母 論 老 少 皆 為 檀 越 
X60n1120_003:0424c11	當自恭謹。若久坐等。便生好惡故制。	當 自 恭 謹 若 久 坐 等 便 生 好 惡 故 制 
X60n1120_003:0424c12	若天晚作宿。當獨處一榻多坐少臥。一心念佛。事訖	若 天 晚 作 宿 當 獨 處 一 榻 多 坐 少 臥 一 心 念 佛 事 訖 
X60n1120_003:0424c13	即還。不得留連。	即 還 不 得 留 連 
X60n1120_003:0424c14	【箋】沙彌。戒律未深。道力未固。不應俗舍住宿。然專為	 箋 沙 彌 戒 律 未 深 道 力 未 固 不 應 俗 舍 住 宿 然 專 為 
X60n1120_003:0424c15	省親。不能一語而別。當寄宿近寺。小留存慰。若無寺。	省 親 不 能 一 語 而 別 當 寄 宿 近 寺 小 留 存 慰 若 無 寺 
X60n1120_003:0424c16	設榻獨處。善護諸根。安慰事畢。別時勿作兒女之態。	設 榻 獨 處 善 護 諸 根 安 慰 事 畢 別 時 勿 作 兒 女 之 態 
X60n1120_003:0424c17	五燈。趙州。自受南泉印可。歸曹州。省授業師。親屬咸	五 燈 趙 州 自 受 南 泉 印 可 歸 曹 州 省 授 業 師 親 屬 咸 
X60n1120_003:0424c18	欲來會。師曰。俗塵愛網無有了期。已辭出家。不願再	欲 來 會 師 曰 俗 塵 愛 網 無 有 了 期 已 辭 出 家 不 願 再 
X60n1120_003:0424c19	見。遂攜瓶錫。徧歷諸方。	見 遂 攜 瓶 錫 徧 歷 諸 方 
X60n1120_003:0424c20	乞食第二十一	乞 食 第 二 十 一 
X60n1120_003:0424c21	【箋】遺教三昧經。佛在世時。眾僧被服。惟著純真死	 箋 遺 教 三 昧 經 佛 在 世 時 眾 僧 被 服 惟 著 純 真 死 
X60n1120_003:0424c22	人雜衣。獘帛自後起比丘羅旬瑜。每行分衛。輒饑	人 雜 衣 獘 帛 自 後 起 比 丘 羅 旬 瑜 每 行 分 衛 輒 饑 
X60n1120_003:0424c23	空還。佛知其宿行。使眾僧分律五部。服色亦五種。	空 還 佛 知 其 宿 行 使 眾 僧 分 律 五 部 服 色 亦 五 種 
X60n1120_003:0424c24	令其日隨一部中行。遂制儀則。各舉所長。名其服	令 其 日 隨 一 部 中 行 遂 制 儀 則 各 舉 所 長 名 其 服 
X60n1120_003:0425a01	色曇無屈多迦部。通達理味。開。道利益。表發殊勝	色 曇 無 屈 多 迦 部 通 達 理 味 開 道 利 益 表 發 殊 勝 
X60n1120_003:0425a02	著赤袈裟。薩和多部。博。通敏達導。以法化。應著皂	著 赤 袈 裟 薩 和 多 部 博 通 敏 達 導 以 法 化 應 著 皂 
X60n1120_003:0425a03	袈裟。葉維部。精勤勇快。攝護眾生。應著木蘭袈裟	袈 裟 葉 維 部 精 勤 勇 快 攝 護 眾 生 應 著 木 蘭 袈 裟 
X60n1120_003:0425a04	彌沙塞部。禪思人微。究暢幽。玄。應著。青袈裟。摩訶	彌 沙 塞 部 禪 思 人 微 究 暢 幽 玄 應 著 青 袈 裟 摩 訶 
X60n1120_003:0425a05	僧伽部。勤學眾經。敷說義理。應著黃袈裟。自爾以	僧 伽 部 勤 學 眾 經 敷 說 義 理 應 著 黃 袈 裟 自 爾 以 
X60n1120_003:0425a06	後。便大得食。何以故。是羅旬踰前世。無德之所致。	後 便 大 得 食 何 以 故 是 羅 旬 踰 前 世 無 德 之 所 致 
X60n1120_003:0425a07	也。阿難問佛言。羅旬踰。前世無德。云何得作沙門。	也 阿 難 問 佛 言 羅 旬 踰 前 世 無 德 云 何 得 作 沙 門 
X60n1120_003:0425a08	佛言。此羅旬踰。宿世為賢者子。作人嫉妬。見沙門	佛 言 此 羅 旬 踰 宿 世 為 賢 者 子 作 人 嫉 妬 見 沙 門 
X60n1120_003:0425a09	來分衛。輒逆門戶。言大人不在。沙門後。過餘家。沒	來 分 衛 輒 逆 門 戶 言 大 人 不 在 沙 門 後 過 餘 家 沒 
X60n1120_003:0425a10	牽餘家。門戶閉之。亦言大人不在。故今分衛。不能	牽 餘 家 門 戶 閉 之 亦 言 大 人 不 在 故 今 分 衛 不 能 
X60n1120_003:0425a11	得通。適見他人布施。飲食歡喜。行會。便復念言。我	得 通 適 見 他 人 布 施 飲 食 歡 喜 行 會 便 復 念 言 我 
X60n1120_003:0425a12	亦欲作沙門。故今窮困。如此。維摩經。須菩提。持鉢。	亦 欲 作 沙 門 故 今 窮 困 如 此 維 摩 經 須 菩 提 持 鉢 
X60n1120_003:0425a13	入維摩舍乞食。維摩詰。取鉢盛飯。謂言。汝能。於食	入 維 摩 舍 乞 食 維 摩 詰 取 鉢 盛 飯 謂 言 汝 能 於 食 
X60n1120_003:0425a14	等者。諸法亦等。諸法等者。於食亦等。如是行乞乃。	等 者 諸 法 亦 等 諸 法 等 者 於 食 亦 等 如 是 行 乞 乃 
X60n1120_003:0425a15	可取食。乃至彼外道六師。是汝之師彼師。所墮。汝	可 取 食 乃 至 彼 外 道 六 師 是 汝 之 師 彼 師 所 墮 汝 
X60n1120_003:0425a16	亦隨墮。乃可取食。入諸邪見。不到彼岸。住於八難。	亦 隨 墮 乃 可 取 食 入 諸 邪 見 不 到 彼 岸 住 於 八 難 
X60n1120_003:0425a17	不得無難。同於煩惱。離清淨法。汝得無諍三昧。一	不 得 無 難 同 於 煩 惱 離 清 淨 法 汝 得 無諍三昧 一 
X60n1120_003:0425a18	切眾生。亦得是定。其施汝者。不名福田。供養汝者。	切 眾 生 亦 得 是 定 其 施 汝 者 不 名 福 田 供 養 汝 者 
