T15n0625_001:0367b17	大樹緊那羅王所問經卷第一	大樹緊那羅王所問經 卷 第 一 
T15n0625_004:0387a26	者，唯除如來！何以故？從於菩薩出生如來！從	者 唯 除 如 來 何 以 故 從 於 菩 薩 出 生 如 來 從 
T15n0625_004:0387a27	於如來出生一切聲聞、緣覺。」爾時釋提桓因	於 如 來 出 生 一 切 聲 聞 緣 覺 爾 時 釋提桓因 
T15n0625_004:0387a28	於如來所聞是語已，涕泣流淚作如是言：「我	於 如 來 所 聞 是 語 已 涕 泣 流 淚 作如是言 我 
T15n0625_004:0387a29	今永為離於大乘。」爾時瞿夷天子語釋提	今 永 為 離 於 大 乘 爾 時 瞿 夷 天 子 語 釋 提 
T15n0625_004:0387b01	桓因：「父王天主！如是如是！一切諸行一切諸	桓 因 父 王 天 主 如是如是 一切諸行 一 切 諸 
T15n0625_004:0387b02	法，無有覆障從妄想起，不能發生無上正真	法 無 有 覆 障 從 妄 想 起 不 能 發 生 無 上 正 真 
T15n0625_004:0387b03	大道之心，不能悲念一切眾生，不能修於大	大 道 之 心 不 能 悲 念 一 切 眾 生 不 能 修 於 大 
T15n0625_004:0387b04	慈之心。父王天主今覆何言：『已入正位燒敗	慈 之 心 父 王 天 主 今 覆 何 言 已 入 正 位 燒 敗 
T15n0625_004:0387b05	種子，於此大乘永非其器？』」瞿夷天子說是語	種 子 於 此 大 乘 永 非 其 器 瞿 夷 天 子 說 是 語 
T15n0625_004:0387b06	時，三十三天中五百天子，皆發無上正真道	時 三十三天 中 五 百 天 子 皆 發 無 上 正 真 道 
T15n0625_004:0387b07	心。爾時瞿夷天子白言：「世尊！我欲親見菩	心 爾 時 瞿 夷 天 子 白 言 世 尊 我 欲 親 見 菩 
T15n0625_004:0387b08	薩所行，百千萬億難行苦行，乃至然燈佛所	薩 所 行 百 千 萬 億 難行苦行 乃 至 然 燈 佛 所 
T15n0625_004:0387b09	得無生忍，願佛少說，我等聞已如說修行當	得無生忍 願 佛 少 說 我 等 聞 已 如說修行 當 
T15n0625_004:0387b10	得是法？」	得 是 法 
T15n0625_004:0387b11	爾時世尊告瞿夷天子：「無有菩薩不種善根	爾 時 世 尊 告 瞿 夷 天 子 無 有 菩 薩 不 種 善 根 
T15n0625_004:0387b12	得無生忍；菩薩多種無量善根，然後乃得無	得無生忍 菩 薩 多 種 無 量 善 根 然 後 乃 得 無 
T15n0625_004:0387b13	生法忍。瞿夷天子！菩薩成就是四法者得無	生 法 忍 瞿 夷 天 子 菩 薩 成 就 是 四 法 者 得 無 
T15n0625_004:0387b14	生法忍。何等四？諸佛平等。諸法平等。世界平	生 法 忍 何 等 四 諸 佛 平 等 諸法平等 世 界 平 
T15n0625_004:0387b15	等。眾生平等。瞿夷！是為菩薩成就四法得	等 眾 生 平 等 瞿 夷 是 為 菩 薩 成 就 四 法 得 
T15n0625_004:0387b16	無生法忍。「復成四法。何等四？翫樂四空。翫樂	無生法忍 復 成 四 法 何 等 四 翫 樂 四 空 翫 樂 
T15n0625_004:0387b17	大悲三解脫門。翫樂方便六波羅蜜。翫樂禪	大 悲 三解脫門 翫 樂 方 便 六波羅蜜 翫 樂 禪 
T15n0625_004:0387b18	定及五神通。是為四。「復成四法。何等四？解知	定 及 五 神 通 是 為 四 復 成 四 法 何 等 四 解 知 
T15n0625_004:0387b19	陰性即是菩提。知諸界性集於菩提，信菩提	陰 性 即 是 菩 提 知 諸 界 性 集 於 菩 提 信 菩 提 
T15n0625_004:0387b20	性即是界性。知諸入性集於菩提，以菩提性	性 即 是 界 性 知 諸 入 性 集 於 菩 提 以 菩 提 性 
T15n0625_004:0387b21	觀於諸入。一切諸法集於菩提，菩提之性即	觀 於 諸 入 一切諸法 集 於 菩 提 菩 提 之 性 即 
T15n0625_004:0387b22	諸法性，定無有疑。是為四。「復成四法。何等四？	諸 法 性 定 無 有 疑 是 為 四 復 成 四 法 何 等 四 
T15n0625_004:0387b23	知一切法住於實際不動搖故。知一切法住	知一切法 住 於 實 際 不 動 搖 故 知一切法 住 
T15n0625_004:0387b24	於如中。信三世法等不壞性故。觀諸法平等	於 如 中 信 三 世 法 等 不 壞 性 故 觀 諸法平等 
T15n0625_004:0387b25	如虛空性故。瞿夷！是為菩薩成就四法得無	如 虛 空 性 故 瞿 夷 是 為 菩 薩 成 就 四 法 得 無 
T15n0625_004:0387b26	生法忍。」說是法時，五百菩薩得無生法忍，瞿	生 法 忍 說 是 法 時 五 百 菩 薩 得無生法忍 瞿 
T15n0625_004:0387b27	夷天子得於順忍。爾時世尊將封印此經	夷 天 子 得 於 順 忍 爾 時 世 尊 將 封 印 此 經 
T15n0625_004:0387b28	法，告大德阿難：「阿難！汝受持此經，名曰『大	法 告 大德阿難 阿 難 汝 受 持 此 經 名 曰 大 
T15n0625_004:0387b29	樹緊那羅王入作一切法門行經』。」大德阿難	樹 緊 那 羅 王 入 作 一切法門 行 經 大德阿難 
T15n0625_004:0387c01	白言：「世尊！我已受持。未曾有也。世尊！是經極	白 言 世 尊 我 已 受 持 未 曾 有 也 世 尊 是 經 極 
T15n0625_004:0387c02	為甚深微妙，其義決定文辭莊嚴。世尊！無	為 甚深微妙 其 義 決 定 文 辭 莊 嚴 世 尊 無 
T15n0625_004:0387c03	有餘經能勝此經，今此經中無不開示者。世	有 餘 經 能 勝 此 經 今 此 經 中 無 不 開 示 者 世 
T15n0625_004:0387c04	尊！我於目前得法光明，不如此經；我今自覺	尊 我 於 目 前 得 法 光 明 不 如 此 經 我 今 自 覺 
T15n0625_004:0387c05	於是經中獲得百千萬億功德。世尊！我今以	於 是 經 中 獲 得 百 千 萬 億 功 德 世 尊 我 今 以 
T15n0625_004:0387c06	此有限量智入聲聞位，聞此經已尚得如是	此 有 限 量 智 入 聲 聞 位 聞 此 經 已 尚 得 如 是 
T15n0625_004:0387c07	大法光明，況復菩薩摩訶薩成就無量大海	大 法 光 明 況 復 菩薩摩訶薩 成 就 無 量 大 海 
T15n0625_004:0387c08	法器、無畏大智修集諸法，為諸眾生作不請	法 器 無 畏 大 智 修 集 諸 法 為 諸 眾 生 作 不 請 
T15n0625_004:0387c09	友，無量大智聞如是法得幾法門？」佛言：「阿難！	友 無 量 大 智 聞 如 是 法 得 幾 法 門 佛 言 阿 難 
T15n0625_004:0387c10	若是三千大千世界一切所有日月光明，是	若 是 三千大千世界 一 切 所 有 日 月 光 明 是 
T15n0625_004:0387c11	菩薩等所得法明，一毛孔光悉能隱蔽是諸日	菩 薩 等 所 得 法 明 一 毛 孔 光 悉 能 隱 蔽 是 諸 日 
T15n0625_004:0387c12	月所有光明。阿難！若佛如來一切毛孔悉放	月 所 有 光 明 阿 難 若 佛 如 來 一 切 毛 孔 悉 放 
T15n0625_004:0387c13	光明，是諸光明悉有智慧。何以故？佛諸所	光 明 是 諸 光 明 悉 有 智 慧 何 以 故 佛 諸 所 
T15n0625_004:0387c14	有皆智慧故。阿難！如來有此智慧光明，如	有 皆 智 慧 故 阿 難 如 來 有 此 智慧光明 如 
T15n0625_004:0387c15	來以此智慧光明，能知一切眾生心行。若有	來 以 此 智慧光明 能 知 一 切 眾 生 心 行 若 有 
T15n0625_004:0387c16	眾生聞此經者，皆當得是大慧明照；若書寫	眾 生 聞 此 經 者 皆 當 得 是 大 慧 明 照 若 書 寫 
T15n0625_004:0387c17	受持讀誦通利，於大眾中廣為人說，正念思	受持讀誦 通 利 於 大 眾 中 廣 為 人 說 正 念 思 
T15n0625_004:0387c18	惟如說修行，是人終不離菩提心，教化眾生	惟 如說修行 是 人 終 不 離 菩 提 心 教 化 眾 生 
T15n0625_004:0387c19	大悲莊嚴，著大慈鎧為除眾魔。阿難當知，	大 悲 莊 嚴 著 大 慈 鎧 為 除 眾 魔 阿 難 當 知 
T15n0625_004:0387c20	如是之人定趣道場。」爾時阿難白言：「世尊！以	如 是 之 人 定 趣 道 場 爾 時 阿 難 白 言 世 尊 以 
T15n0625_004:0387c21	佛力故，我今已受持此經法。世尊！若有善	佛 力 故 我 今 已 受 持 此 經 法 世 尊 若 有 善 
T15n0625_004:0387c22	男子、善女人！受持此經讀誦書寫，於大眾中	男 子 善 女 人 受 持 此 經 讀 誦 書 寫 於 大 眾 中 
T15n0625_004:0387c23	廣為人說得幾功德？」佛言：「阿難！若有菩薩善	廣 為 人 說 得 幾 功 德 佛 言 阿 難 若 有 菩 薩 善 
T15n0625_004:0387c24	男子、善女人！於初日分以滿三千大千世界	男 子 善 女 人 於 初 日 分 以 滿 三千大千世界 
T15n0625_004:0387c25	所有七寶，施須陀洹、斯陀含、阿那含、阿羅漢	所 有 七 寶 施 須 陀 洹 斯 陀 含 阿 那 含 阿 羅 漢 
T15n0625_004:0387c26	及諸緣覺乃至諸佛，如是日中、日沒、初中後	及 諸 緣 覺 乃 至 諸 佛 如 是 日 中 日 沒 初 中 後 
T15n0625_004:0387c27	夜，如上布施滿於千歲。阿難！汝意云何？是	夜 如 上 布 施 滿 於 千 歲 阿 難 汝意云何 是 
T15n0625_004:0387c28	善男子善女人！所得功德寧為多不？」「甚多。世	善 男 子 善 女 人 所得功德 寧 為 多 不 甚 多 世 
T15n0625_004:0387c29	尊！甚多。善逝！世尊！若於一日，所得功德無量	尊 甚 多 善 逝 世 尊 若 於 一 日 所得功德 無 量 
T15n0625_004:0388a01	無邊，況復千歲？」佛言：「阿難！我今唱令是善男	無 邊 況 復 千 歲 佛 言 阿 難 我 今 唱 令 是 善 男 
T15n0625_004:0388a02	子善女人！為得菩提、為化眾生、為轉法輪，受	子 善 女 人 為 得 菩 提 為 化 眾 生 為 轉 法 輪 受 
T15n0625_004:0388a03	持是經讀誦書寫，於大眾中廣為顯示，其福	持 是 經 讀 誦 書 寫 於 大 眾 中 廣 為 顯 示 其 福 
T15n0625_004:0388a04	為勝，何況復能如說修行？阿難！若於是經受	為 勝 何 況 復 能 如說修行 阿 難 若 於 是 經 受 
T15n0625_004:0388a05	持乃至一四句偈，在大眾中廣為人說，其福	持 乃 至 一四句偈 在 大 眾 中 廣 為 人 說 其 福 
T15n0625_004:0388a06	為勝。何以故？如是之施名為法施，諸施中最。	為 勝 何 以 故 如 是 之 施 名 為 法 施 諸 施 中 最 
T15n0625_004:0388a07	如是之施即是法施，是為勝捨，謂捨於法；是	如 是 之 施 即 是 法 施 是 為 勝 捨 謂 捨 於 法 是 
T15n0625_004:0388a08	名上受，謂受於法；是名上持，謂持於法。何以	名 上 受 謂 受 於 法 是 名 上 持 謂 持 於 法 何 以 
T15n0625_004:0388a09	故？阿難！施於法已能滅結使，財寶施已增長	故 阿 難 施 於 法 已 能 滅 結 使 財 寶 施 已 增 長 
T15n0625_004:0388a10	煩惱，是故菩薩為滅結使當行法施，佛所印	煩 惱 是 故 菩 薩 為 滅 結 使 當 行 法 施 佛 所 印 
T15n0625_004:0388a11	可，如是法施則能攝取一切功德。「阿難！菩薩	可 如 是 法 施 則 能 攝 取 一切功德 阿 難 菩 薩 
T15n0625_004:0388a12	法施有三十二功德名稱。何等三十二？有正	法 施 有 三 十 二 功 德 名 稱 何 等 三 十 二 有 正 
T15n0625_004:0388a13	憶念。有於智慧。有於進趣。有離慳結。有少	憶 念 有 於 智 慧 有 於 進 趣 有 離 慳 結 有 少 
T15n0625_004:0388a14	婬欲；有少瞋恚；有少愚癡。降伏自他所有結	婬 欲 有 少 瞋 恚 有 少 愚 癡 降 伏 自 他 所 有 結 
T15n0625_004:0388a15	使。多人愛敬諸天讚嘆。諸龍、夜叉、乾闥婆等	使 多 人 愛 敬 諸 天 讚 嘆 諸 龍 夜 叉 乾 闥 婆 等 
T15n0625_004:0388a16	常隨守護。不空受用人之供養。衣服、飲食、臥	常 隨 守 護 不 空 受 用 人 之 供 養 衣 服 飲 食 臥 
T15n0625_004:0388a17	具、醫藥不求而得。名稱遠聞。十方世界諸惡	具 醫 藥 不 求 而 得 名 稱 遠 聞 十方世界 諸 惡 
T15n0625_004:0388a18	鬼等不得其便。諸佛世尊之所讚譽。守護	鬼 等 不 得 其 便 諸佛世尊 之 所 讚 譽 守 護 
T15n0625_004:0388a19	正法持佛法藏。不墮一切諸惡道中。生於人	正 法 持 佛 法 藏 不 墮 一 切 諸 惡 道 中 生 於 人 
T15n0625_004:0388a20	天不以為難。不離見佛；不離聞法；不離供僧。	天 不 以 為 難 不 離 見 佛 不 離 聞 法 不 離 供 僧 
T15n0625_004:0388a21	得識宿命。生淨佛土。生生之處諸根具足。得	得 識 宿 命 生 淨 佛 土 生 生 之 處 諸 根 具 足 得 
T15n0625_004:0388a22	三十二相莊嚴之身最為上主。種陀羅尼	三十二相 莊 嚴 之 身 最 為 上 主 種 陀 羅 尼 
T15n0625_004:0388a23	根本種子。作無斷辯智因。得智人眷屬。集大	根 本 種 子 作 無 斷 辯 智 因 得 智 人 眷 屬 集 大 
T15n0625_004:0388a24	智因速疾得法。不起不正憶念之心。捨離一	智 因 速 疾 得 法 不 起 不 正 憶 念 之 心 捨 離 一 
T15n0625_004:0388a25	切世間財施。得大法藏辯才無盡。阿難！菩薩	切 世 間 財 施 得 大 法 藏 辯才無盡 阿 難 菩 薩 
T15n0625_004:0388a26	法施有是三十二功德名稱。」爾時釋提桓因	法 施 有 是 三 十 二 功 德 名 稱 爾 時 釋提桓因 
T15n0625_004:0388a27	白佛言：「世尊！我等亦當受持此經。世尊！如	白 佛 言 世 尊 我 等 亦 當 受 持 此 經 世 尊 如 
T15n0625_004:0388a28	來涅槃後有法器眾生，我要當令得聞此經，	來 涅 槃 後 有 法 器 眾 生 我 要 當 令 得 聞 此 經 
T15n0625_004:0388a29	令其信解我當守護。何以故？世尊！我等欲得	令 其 信 解 我 當 守 護 何 以 故 世 尊 我 等 欲 得 
T15n0625_004:0388b01	如上功德。」爾時世尊讚釋提桓因：「善哉善哉！	如 上 功 德 爾 時 世 尊 讚 釋提桓因 善哉善哉 
T15n0625_004:0388b02	天主！汝今乃能勤守護法作師子吼。天主！汝	天 主 汝 今 乃 能 勤 守 護 法 作 師 子 吼 天 主 汝 
T15n0625_004:0388b03	今以此護法善根，隨我法在，阿修羅眾悉當	今 以 此 護 法 善 根 隨 我 法 在 阿 修 羅 眾 悉 當 
T15n0625_004:0388b04	降伏、諸天得勝。何以故？憍尸迦！得見如是無	降 伏 諸 天 得 勝 何 以 故 憍 尸 迦 得 見 如 是 無 
T15n0625_004:0388b05	畏法故，謂於諸法無所染著。天主！諸所有畏	畏 法 故 謂 於 諸 法 無所染著 天 主 諸 所 有 畏 
T15n0625_004:0388b06	皆由住著於我見故。天主！若無所著是護正	皆 由 住 著 於 我 見 故 天 主 若 無 所 著 是 護 正 
T15n0625_004:0388b07	法。」爾時娑婆世界主大梵天王白言：「世尊！我	法 爾 時 娑婆世界主 大 梵 天 王 白 言 世 尊 我 
T15n0625_004:0388b08	亦當捨無量禪樂，詣諸城邑、聚落、郡縣流通	亦 當 捨 無 量 禪 樂 詣 諸 城 邑 聚 落 郡 縣 流 通 
T15n0625_004:0388b09	此法；我亦當往至彼聽法，令說法者得堅	此 法 我 亦 當 往 至 彼 聽 法 令 說 法 者 得 堅 
T15n0625_004:0388b10	念力。何以故？從是法中出生無量聲聞、緣覺、	念 力 何 以 故 從 是 法 中 出 生 無 量 聲 聞 緣 覺 
T15n0625_004:0388b11	釋、梵、護世。」爾時四天大王白佛言：「世尊！我等	釋 梵 護 世 爾 時 四 天 大 王 白 佛 言 世 尊 我 等 
T15n0625_004:0388b12	四王，是佛、聲聞當堅守護，於是經法令得久	四 王 是 佛 聲 聞 當 堅 守 護 於 是 經 法 令 得 久 
T15n0625_004:0388b13	住，我諸眷屬若有不信佛此法者摧伏令信，	住 我 諸 眷 屬 若 有 不 信 佛 此 法 者 摧 伏 令 信 
T15n0625_004:0388b14	於佛法中勤加精進親附愛樂。世尊！若有天、	於佛法中 勤加精進 親 附 愛 樂 世 尊 若 有 天 
T15n0625_004:0388b15	龍、夜叉、乾闥婆、阿修羅、迦樓羅、緊那羅、摩睺羅	龍 夜 叉 乾 闥 婆 阿 修 羅 迦 樓 羅 緊 那 羅 摩 睺 羅 
T15n0625_004:0388b16	伽等，有惡心者，若欲降伏，當誦此呪。所謂：	伽 等 有 惡 心 者 若 欲 降 伏 當 誦 此 呪 所 謂 
T15n0625_004:0388b17	「多羅卑(一)　使卑(二)　使那卑(三)　婆羅卑(四)　呼婁	 多 羅 卑 一 使 卑 二 使 那 卑 三 婆 羅 卑 四 呼 婁 
T15n0625_004:0388b18	(五)　摩呵呼婁(六)　呼婁呼婁(七)　使婆蜘(八)　毘婆	 五 摩 呵 呼 婁 六 呼 婁 呼 婁 七 使 婆 蜘 八 毘 婆 
T15n0625_004:0388b19	蜘(九)　波囄車陀尼期那呢(十)　波迦奢呢	蜘 九 波 囄 車 陀 尼 期 那 呢 十 波 迦 奢 呢 
T15n0625_004:0388b20	(十一)　希持希持(十二)　毘持(十三)　阿車(十四)　多車(十五)　摩羅使	 十 一 希 持 希 持 十 二 毘 持 十 三 阿 車 十 四 多 車 十 五 摩 羅 使 
T15n0625_004:0388b21	[口*亟]呢伽睺(十六)　薩婆[口*皮][口*皮]提(十七)　薩婆彌利車[口*皮]	[口亟]呢伽睺十六 薩婆[口皮][口皮]提十七 薩婆彌利車[口皮] 
T15n0625_004:0388b22	[口*虫*也]多那(十八)　阿那憂多羅薩婆復多那佛陀	[口虫也] 多 那 十 八 阿 那 憂 多 羅 薩 婆 復 多 那 佛 陀 
T15n0625_004:0388b23	[口*犮]尼多(十九)　四天大王所見呪句(二十)　是呪神力	[口犮] 尼 多 十 九 四 天 大 王 所 見 呪 句 二 十 是 呪 神 力 
T15n0625_004:0388b24	諸欲求短悉能降伏(二十一)」	諸 欲 求 短 悉 能 降 伏 二 十 一 
T15n0625_004:0388b25	爾時世尊告彌勒菩薩、天冠菩薩、諸善丈夫：	爾 時 世 尊 告 彌 勒 菩 薩 天 冠 菩 薩 諸 善 丈 夫 
T15n0625_004:0388b26	「我今以此無量千萬阿僧祇劫所集難得阿耨	 我 今 以 此 無 量 千 萬 阿僧祇劫 所 集 難 得 阿 耨 
T15n0625_004:0388b27	多羅三藐三菩提法囑付汝等，令得久住中	多 羅 三藐三菩提 法 囑 付 汝 等 令 得 久 住 中 
T15n0625_004:0388b28	無斷滅。」時彌勒菩薩、天冠菩薩白言：「世尊！我	無 斷 滅 時 彌 勒 菩 薩 天 冠 菩 薩 白 言 世 尊 我 
T15n0625_004:0388b29	等於佛般涅槃後，當廣流布於此經法，諸有	等 於 佛 般 涅 槃 後 當 廣 流 布 於 此 經 法 諸 有 
T15n0625_004:0388c01	厚種善根菩薩、諸眾生等令至其手，使得自	厚 種 善 根 菩 薩 諸 眾 生 等 令 至 其 手 使 得 自 
T15n0625_004:0388c02	在降伏憍慢，能持是經令信欲解。佛涅槃後，	在 降 伏 憍 慢 能 持 是 經 令 信 欲 解 佛 涅 槃 後 
T15n0625_004:0388c03	若有得聞是經法者，受持讀誦書寫解說，當	若 有 得 聞 是 經 法 者 受持讀誦 書 寫 解 說 當 
T15n0625_004:0388c04	知皆是彌勒菩薩、天冠菩薩神力所持。」爾時	知 皆 是 彌 勒 菩 薩 天 冠 菩 薩 神 力 所 持 爾 時 
T15n0625_004:0388c05	魔王波旬來至會中白言：「世尊！若為聲聞所	魔王波旬 來 至 會 中 白 言 世 尊 若 為 聲 聞 所 
