X86n1605_001:0495a07	 繼燈錄序	 繼 燈 錄 序 
X86n1605_005:0538b20	住院普化盡力扶持。畢竟明甚麼邊事。師曰。兩頭俱	住 院 普 化 盡 力 扶 持 畢 竟 明 甚 麼 邊 事 師 曰 兩 頭 俱 
X86n1605_005:0538b21	坐斷。一劒倚天寒。曰。與麼則五位君臣齊裂下。三玄	坐 斷 一 劒 倚 天 寒 曰 與 麼 則 五 位 君 臣 齊 裂 下 三 玄 
X86n1605_005:0538b22	戈甲一時收。師曰錯下名言。僧一喝。師曰亂統禪和	戈 甲 一 時 收 師 曰 錯 下 名 言 僧 一 喝 師 曰 亂 統 禪 和 
X86n1605_005:0538b23	如麻似粟。上堂。拈一莖草作丈六金身。將丈六金身	如 麻 似 粟 上 堂 拈 一 莖 草 作 丈 六 金 身 將 丈 六 金 身 
X86n1605_005:0538b24	作一莖草。好大眾。不是苦心人不知。便下座。上堂。最	作 一 莖 草 好 大 眾 不 是 苦 心 人 不 知 便 下 座 上 堂 最 
X86n1605_005:0538c01	初一句末後一機。直下搆得。燈籠露柱動地放光。其	初 一 句 末 後 一 機 直 下 搆 得 燈 籠 露 柱 動 地 放 光 其 
X86n1605_005:0538c02	或未然。竺山今日失利。示眾。樵歌來叠嶂。帆影落汀	或 未 然 竺 山 今 日 失 利 示 眾 樵 歌 來 叠 嶂 帆 影 落 汀 
X86n1605_005:0538c03	洲。胡孫戴紙帽。直上樹梢頭。七星劒。五雲樓。毬打人	洲 胡 孫 戴 紙 帽 直 上 樹 梢 頭 七 星 劒 五 雲 樓 毬 打 人 
X86n1605_005:0538c04	兮人打毬。萬事難把玩。魚吞水面漚。住天童上堂。長	兮 人 打 毬 萬 事 難 把 玩 魚 吞 水 面 漚 住 天 童 上 堂 長 
X86n1605_005:0538c05	觜鳥芳樹不棲。摩斯迦滄溟不入。龍泉與刀斧同鐵。	觜 鳥 芳 樹 不 棲 摩 斯 迦 滄 溟 不 入 龍 泉 與 刀 斧 同 鐵 
X86n1605_005:0538c06	利鈍懸殊。良驥與駑駘同途。遲速有異。以拂子畫一	利 鈍 懸 殊 良 驥 與 駑 駘 同 途 遲 速 有 異 以 拂 子 畫 一 
X86n1605_005:0538c07	畫曰。華須連夜發。莫待曉風吹。小參。靈光不昧萬古	畫 曰 華 須 連 夜 發 莫 待 曉 風 吹 小 參 靈 光 不 昧 萬 古 
X86n1605_005:0538c08	徽猷。智鑑洞明十虗普應。時臨亞歲。節屆書雲。擊動	徽 猷 智 鑑 洞 明 十 虗 普 應 時 臨 亞 歲 節 屆 書 雲 擊 動 
X86n1605_005:0538c09	法鼓。大眾雲集。一一天真一一明妙。更待說個甚麼。	法 鼓 大 眾 雲 集 一 一 天 真 一 一 明 妙 更 待 說 個 甚 麼 
X86n1605_005:0538c10	若說有法又被有礙。若說無法又被無礙。若說不有	若 說 有 法 又 被 有 礙 若 說 無 法 又 被 無 礙 若 說 不 有 
X86n1605_005:0538c11	不無法又被不有不無礙。若說不不有不不無法又	不 無 法 又 被 不 有 不 無 礙 若 說 不 不 有 不 不 無 法 又 
X86n1605_005:0538c12	被不不有不不無礙。雲從龍風從虎。聖人作而萬物	被 不 不 有 不 不 無 礙 雲 從 龍 風 從 虎 聖 人 作 而 萬 物 
X86n1605_005:0538c13	覩。日可冷月可熱。眾魔不能壞真說。以拂子畫一畫	覩 日 可 冷 月 可 熱 眾 魔 不 能 壞 真 說 以 拂 子 畫 一 畫 
X86n1605_005:0538c14	曰。黃檗樹頭懸蜜果。無言童子唱巴歌。問。文殊與普	曰 黃 檗 樹 頭 懸 蜜 果 無 言 童 子 唱 巴 歌 問 文 殊 與 普 
X86n1605_005:0538c15	賢。萬法悉同源。如何是同源底法。師曰胡張三黑李	賢 萬 法 悉 同 源 如 何 是 同 源 底 法 師 曰 胡 張 三 黑 李 
X86n1605_005:0538c16	四。曰一毛吞巨海于中更何言。師曰。不勞懸石鏡。天	四 曰 一 毛 吞 巨 海 于 中 更 何 言 師 曰 不 勞 懸 石 鏡 天 
X86n1605_005:0538c17	曉自鷄鳴。曰是非不到處還有句也無。師曰誠知你	曉 自 鷄 鳴 曰 是 非 不 到 處 還 有 句 也 無 師 曰 誠 知 你 
X86n1605_005:0538c18	亂會。問名假法假人空法空請師直指。師曰曾問幾	亂 會 問 名 假 法 假 人 空 法 空 請 師 直 指 師 曰 曾 問 幾 
X86n1605_005:0538c19	人來。曰無根樹子向甚麼處栽。師曰。更深猶自可。午	人 來 曰 無 根 樹 子 向 甚 麼 處 栽 師 曰 更 深 猶 自 可 午 
X86n1605_005:0538c20	後更愁人。曰只在目前為甚麼再三不覩。師曰千年	後 更 愁 人 曰 只 在 目 前 為 甚 麼 再 三 不 覩 師 曰 千 年 
X86n1605_005:0538c21	常住一朝僧。	常 住 一 朝 僧 
X86n1605_005:0538c22	保寧茂禪師法嗣	保 寧 茂 禪 師 法 嗣 
X86n1605_005:0538c23	嘉興府本覺南堂清欲禪師台之臨海朱氏子。元曆	嘉 興 府 本 覺 南 堂 清 欲 禪 師 台 之 臨 海 朱 氏 子 元 曆 
X86n1605_005:0538c24	二年出世集慶之開福。上堂。拈拄杖曰。與麼來者彩	二 年 出 世 集 慶 之 開 福 上 堂 拈 拄 杖 曰 與 麼 來 者 彩 
X86n1605_005:0539a01	鳳舞丹霄不。與麼來者鐵蛇橫古路。直饒與麼不與	鳳 舞 丹 霄 不 與 麼 來 者 鐵 蛇 橫 古 路 直 饒 與 麼 不 與 
X86n1605_005:0539a02	麼。去來道絕也是稱錘蘸醋。卓拄杖。上堂。摩尼珠人	麼 去 來 道 絕 也 是 稱 錘 蘸 醋 卓 拄 杖 上 堂 摩 尼 珠 人 
X86n1605_005:0539a03	不識。如來藏裡親收得。萬象森羅影現中。一顆圓光	不 識 如 來 藏 裡 親 收 得 萬 象 森 羅 影 現 中 一 顆 圓 光 
X86n1605_005:0539a04	色非色。永嘉大似乞兒暴富。開福道。摩尼珠誰不識。	色 非 色 永 嘉 大 似 乞 兒 暴 富 開 福 道 摩 尼 珠 誰 不 識 
X86n1605_005:0539a05	擊碎分文也不直。拋向虗空更那邊。免使時人挂胸	擊 碎 分 文 也 不 直 拋 向 虗 空 更 那 邊 免 使 時 人 挂 胸 
X86n1605_005:0539a06	臆。然則雲開日出職到威成。撞著本色道流。恰似泗	臆 然 則 雲 開 日 出 職 到 威 成 撞 著 本 色 道 流 恰 似 泗 
X86n1605_005:0539a07	洲人見大聖。元統元年住本覺。上堂。顧視大眾曰。者	洲 人 見 大 聖 元 統 元 年 住 本 覺 上 堂 顧 視 大 眾 曰 者 
X86n1605_005:0539a08	裏莫有作家戰將麼。時有僧出眾曰。盡大地是個問	裏 莫 有 作 家 戰 將 麼 時 有 僧 出 眾 曰 盡 大 地 是 個 問 
X86n1605_005:0539a09	頭。和尚作麼生答。師曰遍虗空是個答語。你作麼生	頭 和 尚 作 麼 生 答 師 曰 遍 虗 空 是 個 答 語 你 作 麼 生 
X86n1605_005:0539a10	領。曰萬福。師曰。拄杖不在。苕帚柄與你三十。曰諸方	領 曰 萬 福 師 曰 拄 杖 不 在 苕 帚 柄 與 你 三 十 曰 諸 方 
X86n1605_005:0539a11	有明眼人在。師曰你莫是患盲麼。僧無語。師喝曰將	有 明 眼 人 在 師 曰 你 莫 是 患 盲 麼 僧 無 語 師 喝 曰 將 
X86n1605_005:0539a12	謂是收燕破趙之才。元來做未得行間小卒。出去。乃	謂 是 收 燕 破 趙 之 才 元 來 做 未 得 行 間 小 卒 出 去 乃 
X86n1605_005:0539a13	曰。若論戰也。個個力在轉處。到者裏直須通方上士	曰 若 論 戰 也 個 個 力 在 轉 處 到 者 裏 直 須 通 方 上 士 
X86n1605_005:0539a14	本色英流。寸刃不施全鋒敵勝。其或未然。擬議不來	本 色 英 流 寸 刃 不 施 全 鋒 敵 勝 其 或 未 然 擬 議 不 來 
X86n1605_005:0539a15	髑髏粉碎。卓拄杖。喝一喝下座。舟中值冬至小參。一	髑 髏 粉 碎 卓 拄 杖 喝 一 喝 下 座 舟 中 值 冬 至 小 參 一 
X86n1605_005:0539a16	道虗明總是自家田地。初爻既兆全彰劫外乾坤。無	道 虗 明 總 是 自 家 田 地 初 爻 既 兆 全 彰 劫 外 乾 坤 無 
X86n1605_005:0539a17	去來動靜之殊。無取捨是非之異。可以騎聲葢色。可	去 來 動 靜 之 殊 無 取 捨 是 非 之 異 可 以 騎 聲 葢 色 可 
X86n1605_005:0539a18	以隨流入流。可以泛華亭半葉之舟。可以盡澤國烟	以 隨 流 入 流 可 以 泛 華 亭 半 葉 之 舟 可 以 盡 澤 國 烟 
X86n1605_005:0539a19	波之勝。不舉任公之釣。非同濠上之遊。擊拂子曰。劈	波 之 勝 不 舉 任 公 之 釣 非 同 濠 上 之 遊 擊 拂 子 曰 劈 
X86n1605_005:0539a20	口一橈已傷鹽醋。離鈎三寸休更回頭。拍膝曰。永夜	口 一 橈 已 傷 鹽 醋 離 鈎 三 寸 休 更 回 頭 拍 膝 曰 永 夜 
X86n1605_005:0539a21	月明天在水。雁聲飛過白蘋州。問。仲冬嚴寒年年事。	月 明 天 在 水 雁 聲 飛 過 白 蘋 州 問 仲 冬 嚴 寒 年 年 事 
X86n1605_005:0539a22	晷運推移事若何。師曰。昨夜日輪飄桂花。今朝月窟	晷 運 推 移 事 若 何 師 曰 昨 夜 日 輪 飄 桂 花 今 朝 月 窟 
X86n1605_005:0539a23	生芝草。問。單傳直指已涉離微。坐斷千差請師答話。	生 芝 草 問 單 傳 直 指 已 涉 離 微 坐 斷 千 差 請 師 答 話 
X86n1605_005:0539a24	師曰。破鏡不重照。落花難上枝。曰便恁麼去時如何。	師 曰 破 鏡 不 重 照 落 花 難 上 枝 曰 便 恁 麼 去 時 如 何 
X86n1605_005:0539b01	師曰烏龜鑽敗壁。問。說法不應機總是非時語。作麼	師 曰 烏 龜 鑽 敗 壁 問 說 法 不 應 機 總 是 非 時 語 作 麼 
X86n1605_005:0539b02	生得應機去。師曰。夜半起來失却牛。天明起來失却	生 得 應 機 去 師 曰 夜 半 起 來 失 却 牛 天 明 起 來 失 却 
X86n1605_005:0539b03	火。問心不是佛智不是道還端的也無。師曰喫飯止	火 問 心 不 是 佛 智 不 是 道 還 端 的 也 無 師 曰 喫 飯 止 
X86n1605_005:0539b04	饑飲水止渴。曰。智不到處切忌道著。又作麼生。師曰	饑 飲 水 止 渴 曰 智 不 到 處 切 忌 道 著 又 作 麼 生 師 曰 
X86n1605_005:0539b05	塞却耳根分明聽取。癸卯八月示寂。	塞 却 耳 根 分 明 聽 取 癸 卯 八 月 示 寂 
X86n1605_005:0539b06	明州瑞雲清凉寺實菴茂禪師郡之奉化鄭氏子。幼	明 州 瑞 雲 清 凉 寺 實 菴 茂 禪 師 郡 之 奉 化 鄭 氏 子 幼 
X86n1605_005:0539b07	齡中夜坐禪。母惡之推使仆。輙達旦不瞑。後出家參	齡 中 夜 坐 禪 母 惡 之 推 使 仆 輙 達 旦 不 瞑 後 出 家 參 
X86n1605_005:0539b08	南澗泉禪師。一夕松月下聞流水聲有省。往白泉。泉	南 澗 泉 禪 師 一 夕 松 月 下 聞 流 水 聲 有 省 往 白 泉 泉 
X86n1605_005:0539b09	俾詣古林。林問汝來何為。師曰正為生死事大求出	俾 詣 古 林 林 問 汝 來 何 為 師 曰 正 為 生 死 事 大 求 出 
X86n1605_005:0539b10	離耳。林曰。子明知四大五蘊是生死根本。為何入此	離 耳 林 曰 子 明 知 四 大 五 蘊 是 生 死 根 本 為 何 入 此 
X86n1605_005:0539b11	革囊。師擬議。林以錫杖擊之。豁然悟入。至正壬午住	革 囊 師 擬 議 林 以 錫 杖 擊 之 豁 然 悟 入 至 正 壬 午 住 
X86n1605_005:0539b12	長明之瑞雲山。有僧問答未竟以手拍地而笑。師曰	長 明 之 瑞 雲 山 有 僧 問 答 未 竟 以 手 拍 地 而 笑 師 曰 
X86n1605_005:0539b13	滯貨何須拈出耶。僧噓一聲。師便喝。僧有省。退隱東	滯 貨 何 須 拈 出 耶 僧 噓 一 聲 師 便 喝 僧 有 省 退 隱 東 
X86n1605_005:0539b14	堂影不出山。元明師猶子也。迎歸天童之此軒。未幾	堂 影 不 出 山 元 明 師 猶 子 也 迎 歸 天 童 之 此 軒 未 幾 
X86n1605_005:0539b15	示疾。眾請書偈。師曰我此中廓然也。何偈之為。即端	示 疾 眾 請 書 偈 師 曰 我 此 中 廓 然 也 何 偈 之 為 即 端 
X86n1605_005:0539b16	坐憑几握右手為拳以額枕之而逝。號佛光普照大	坐 憑 几 握 右 手 為 拳 以 額 枕 之 而 逝 號 佛 光 普 照 大 
X86n1605_005:0539b17	禪師。	禪 師 
X86n1605_005:0539b18	靈隱海禪師法嗣	靈 隱 海 禪 師 法 嗣 
X86n1605_005:0539b19	徑山悅堂顏禪師明州人。受度于婺之寶林寺。徧參	徑 山 悅 堂 顏 禪 師 明 州 人 受 度 于 婺 之 寶 林 寺 徧 參 
X86n1605_005:0539b20	諸宿。卒為東嶼海之正嫡。初住崑山之東禪。轉吳門	諸 宿 卒 為 東 嶼 海 之 正 嫡 初 住 崑 山 之 東 禪 轉 吳 門 
X86n1605_005:0539b21	之萬壽。升虎林之南屏。遂陟雙徑竪大法幢。名聞京	之 萬 壽 升 虎 林 之 南 屏 遂 陟 雙 徑 竪 大 法 幢 名 聞 京 
X86n1605_005:0539b22	國。緇素雲臻如流赴壑。朝廷再降璽書護教并賜金	國 緇 素 雲 臻 如 流 赴 壑 朝 廷 再 降 璽 書 護 教 并 賜 金 
X86n1605_005:0539b23	襴法衣。師歷主四大剎。有四會語錄。金華宋公濂為	襴 法 衣 師 歷 主 四 大 剎 有 四 會 語 錄 金 華 宋 公 濂 為 
X86n1605_005:0539b24	之序。稱其隨機接引霑被為多。所謂施善巧釋結習。	之 序 稱 其 隨 機 接 引 霑 被 為 多 所 謂 施 善 巧 釋 結 習 
X86n1605_005:0539c01	假言辭窮實際者乎。	假 言 辭 窮 實 際 者 乎 
X86n1605_005:0539c02	建寧府斗峰大圭正璋禪師福州福清人。禮湖南絕	建 寧 府 斗 峰 大 圭 正 璋 禪 師 福 州 福 清 人 禮 湖 南 絕 
X86n1605_005:0539c03	聽祝髮。參東嶼海令看趙州狗子話。工夫無間只是	聽 祝 髮 參 東 嶼 海 令 看 趙 州 狗 子 話 工 夫 無 間 只 是 
X86n1605_005:0539c04	不知落處。一日聞海頌俱胝竪指話。言下頓悟。遂上	不 知 落 處 一 日 聞 海 頌 俱 胝 竪 指 話 言 下 頓 悟 遂 上 
X86n1605_005:0539c05	方丈呈所得。海曰作麼。師曰古今現成事何必涉思	方 丈 呈 所 得 海 曰 作 麼 師 曰 古 今 現 成 事 何 必 涉 思 
X86n1605_005:0539c06	惟。海曰既不涉思惟汝來作麼。師曰請和尚證明。海	惟 海 曰 既 不 涉 思 惟 汝 來 作 麼 師 曰 請 和 尚 證 明 海 
X86n1605_005:0539c07	曰證個什麼。師便喝。海曰汝什處見趙州。師曰錯。海	曰 證 個 什 麼 師 便 喝 海 曰 汝 什 處 見 趙 州 師 曰 錯 海 
X86n1605_005:0539c08	曰向汝道什麼。師曰須彌[跳兆+孛]跳。海曰趙州即今在什	曰 向 汝 道 什 麼 師 曰 須 彌 [跳兆孛] 跳 海 曰 趙 州 即 今 在 什 
X86n1605_005:0539c09	處。師曰無。海曰趙州鼻孔因什在老僧手裡。曰謝和	處 師 曰 無 海 曰 趙 州 鼻 孔 因 什 在 老 僧 手 裡 曰 謝 和 
X86n1605_005:0539c10	尚證明。海曰放汝三十棒還我無字偈來。師頌曰。狗	尚 證 明 海 曰 放 汝 三 十 棒 還 我 無 字 偈 來 師 頌 曰 狗 
X86n1605_005:0539c11	子佛性無。覷著眼睛枯。瞥爾飜身轉。唵[口*悉]哩蘇嚧。海	子 佛 性 無 覷 著 眼 睛 枯 瞥 爾 飜 身 轉 唵 [口悉] 哩 蘇 嚧 海 
X86n1605_005:0539c12	撫而印之。後結茅斗峯。漸成叢席。上堂。良久曰。黃金	撫 而 印 之 後 結 茅 斗 峯 漸 成 叢 席 上 堂 良 久 曰 黃 金 
X86n1605_005:0539c13	雖貴入眼成塵。便下座。上堂。玉宇霜清瓊林落葉。一	雖 貴 入 眼 成 塵 便 下 座 上 堂 玉 宇 霜 清 瓊 林 落 葉 一 
X86n1605_005:0539c14	向全提萬機寢削。作者好求無病藥。上堂。舉青州布	向 全 提 萬 機 寢 削 作 者 好 求 無 病 藥 上 堂 舉 青 州 布 
X86n1605_005:0539c15	衫話。師曰。昨夜三更裏。雨打虗空濕。狸奴知不知。倒	衫 話 師 曰 昨 夜 三 更 裏 雨 打 虗 空 濕 狸 奴 知 不 知 倒 
X86n1605_005:0539c16	上樹梢立。上堂。元正啟祚。萬物咸亨。喚作新年頭佛	上 樹 梢 立 上 堂 元 正 啟 祚 萬 物 咸 亨 喚 作 新 年 頭 佛 
X86n1605_005:0539c17	法。瞎却你眼。不喚作新年頭佛法。折却我舌。畢竟作	法 瞎 却 你 眼 不 喚 作 新 年 頭 佛 法 折 却 我 舌 畢 竟 作 
X86n1605_005:0539c18	麼生。便下座。臨終偈曰。生本不生。滅亦無滅。幻化去	麼 生 便 下 座 臨 終 偈 曰 生 本 不 生 滅 亦 無 滅 幻 化 去 
X86n1605_005:0539c19	來。何用分別。大眾珍重。不在言說。便合掌入滅。	來 何 用 分 別 大 眾 珍 重 不 在 言 說 便 合 掌 入 滅 
X86n1605_005:0539c20	明州育王大千慧炤禪師永嘉麻氏子。年十五依瑞	明 州 育 王 大 千 慧 炤 禪 師 永 嘉 麻 氏 子 年 十 五 依 瑞 
X86n1605_005:0539c21	光院出家受具。後便發足參方。首謁晦機。次謁東嶼。	光 院 出 家 受 具 後 便 發 足 參 方 首 謁 晦 機 次 謁 東 嶼 
X86n1605_005:0539c22	嶼問東奔西走將欲何為。師曰特來參禮爾。嶼曰天	嶼 問 東 奔 西 走 將 欲 何 為 師 曰 特 來 參 禮 爾 嶼 曰 天 
X86n1605_005:0539c23	無四壁地絕八荒。汝於何地措足耶。師抵掌於几而	無 四 壁 地 絕 八 荒 汝 於 何 地 措 足 耶 師 抵 掌 於 几 而 
X86n1605_005:0539c24	退。嶼知其有所悟。乃復召至。反覆勘辨。嶼嘉之。遂留	退 嶼 知 其 有 所 悟 乃 復 召 至 反 覆 勘 辨 嶼 嘉 之 遂 留 
X86n1605_005:0540a01	執侍。尋主藏于萬壽。嶼遷淨慈邀師分座。天曆戊辰	執 侍 尋 主 藏 于 萬 壽 嶼 遷 淨 慈 邀 師 分 座 天 曆 戊 辰 
X86n1605_005:0540a02	出世樂清之明慶。示眾。佛法欲得現前。莫存知解。縛	出 世 樂 清 之 明 慶 示 眾 佛 法 欲 得 現 前 莫 存 知 解 縛 
X86n1605_005:0540a03	禪看教未免皆為障碍。何如一物不立而起居自在	禪 看 教 未 免 皆 為 障 碍 何 如 一 物 不 立 而 起 居 自 在 
X86n1605_005:0540a04	乎。所以德山棒臨濟喝亦有甚不得已爾。至正乙未	乎 所 以 德 山 棒 臨 濟 喝 亦 有 甚 不 得 已 爾 至 正 乙 未 
X86n1605_005:0540a05	遷補陀。未幾署育王。甞垂三關語以示學者。曰。山中	遷 補 陀 未 幾 署 育 王 甞 垂 三 關 語 以 示 學 者 曰 山 中 
X86n1605_005:0540a06	猛虎以肉為命。何故不食其子。虗空無向背。何緣有	猛 虎 以 肉 為 命 何 故 不 食 其 子 虗 空 無 向 背 何 緣 有 
X86n1605_005:0540a07	東西南北。飲乳等四大海水。積骨如毗富羅山。何者	東 西 南 北 飲 乳 等 四 大 海 水 積 骨 如 毗 富 羅 山 何 者 
X86n1605_005:0540a08	是汝最初父母。居九年退居妙喜泉上築室曰夢菴。	是 汝 最 初 父 母 居 九 年 退 居 妙 喜 泉 上 築 室 曰 夢 菴 
X86n1605_005:0540a09	掩關獨處。凝塵滿席不顧也。洪武六年十月朔召弟	掩 關 獨 處 凝 塵 滿 席 不 顧 也 洪 武 六 年 十 月 朔 召 弟 
X86n1605_005:0540a10	子曰。吾將西歸。汝輩在外者可速還。越七日沐浴更	子 曰 吾 將 西 歸 汝 輩 在 外 者 可 速 還 越 七 日 沐 浴 更 
X86n1605_005:0540a11	衣怡然入寂。	衣 怡 然 入 寂 
X86n1605_005:0540a12	育王雪窓悟光禪師字公實成都之新都人。姓楊氏。	育 王 雪 窓 悟 光 禪 師 字 公 實 成 都 之 新 都 人 姓 楊 氏 
X86n1605_005:0540a13	初說法于白馬寺。遷開元。已而升育王。會天童虗席	初 說 法 于 白 馬 寺 遷 開 元 已 而 升 育 王 會 天 童 虗 席 
X86n1605_005:0540a14	命師兼之。有四會錄。宋公濂序之。其言曰。四會之語。	命 師 兼 之 有 四 會 錄 宋 公 濂 序 之 其 言 曰 四 會 之 語 
X86n1605_005:0540a15	屹立不遷。如真正幢。涉險度危。如大法船。至于垂三	屹 立 不 遷 如 真 正 幢 涉 險 度 危 如 大 法 船 至 于 垂 三 
X86n1605_005:0540a16	語以驗來學。如臨萬仞懸崖撒手而立。虞文靖公謂	語 以 驗 來 學 如 臨 萬 仞 懸 崖 撒 手 而 立 虞 文 靖 公 謂 
