X69n1352_001:0303c06	 白雲禪錄	 白 雲 禪 錄 
X69n1352_004:0325c04	痒。萬萬千千出一毫。	痒 萬 萬 千 千 出 一 毫 
X69n1352_004:0325c05	僧問投子。和尚住此山。有何境界。投子云。丫	僧 問 投 子 和 尚 住 此 山 有 何 境 界 投 子 云 丫 
X69n1352_004:0325c06	角女子白頭絲。	角 女 子 白 頭 絲 
X69n1352_004:0325c07	丫角女子白頭絲。猛焰堆中雪片飛。一等住山誰可	丫 角 女 子 白 頭 絲 猛 焰 堆 中 雪 片 飛 一 等 住 山 誰 可 
X69n1352_004:0325c08	擬。閒雲流水不仝歸。	擬 閒 雲 流 水 不 仝 歸 
X69n1352_004:0325c09	國師無縫塔。	國 師 無 縫 塔 
X69n1352_004:0325c10	無縫塔從誰手造。雖然有樣不堪傳。如何強寫無層	無 縫 塔 從 誰 手 造 雖 然 有 樣 不 堪 傳 如 何 強 寫 無 層 
X69n1352_004:0325c11	級。永向琉璃殿上懸。	級 永 向 琉 璃 殿 上 懸 
X69n1352_004:0325c12	趙州柏樹子。	趙 州 柏 樹 子 
X69n1352_004:0325c13	新羅鷂子刺天飛。鈍鳥籬根[怡台+(毅殳)]不去。趙州庭柏一何	新 羅 鷂 子 刺 天 飛 鈍 鳥 籬 根 [怡台毅殳] 不 去 趙 州 庭 柏 一 何 
X69n1352_004:0325c14	高。誰道先師無此語。	高 誰 道 先 師 無 此 語 
X69n1352_004:0325c15	僧問潭州報慈和尚。只為情生智隔。想變體	僧 問 潭 州 報 慈 和 尚 只 為 情 生 智 隔 想 變 體 
X69n1352_004:0325c16	殊。祇如情未生時。還隔也無。報慈云隔。僧云	殊 祇 如 情 未 生 時 還 隔 也 無 報 慈 云 隔 僧 云 
X69n1352_004:0325c17	情未生。又隔箇什麼。報慈云。杜茶子。你未遇	情 未 生 又 隔 箇 什 麼 報 慈 云 杜 茶 子 你 未 遇 
X69n1352_004:0325c18	人在。	人 在 
X69n1352_004:0325c19	無情猶隔若為通。絲髮之間路萬重。可惜兩頭空走	無 情 猶 隔 若 為 通 絲 髮 之 間 路 萬 重 可 惜 兩 頭 空 走 
X69n1352_004:0325c20	者。不能直下見某宗。	者 不 能 直 下 見 某 宗 
X69n1352_004:0325c21	南泉參百丈涅槃和尚。百丈云從上諸聖。還	南 泉 參 百 丈 涅 槃 和 尚 百 丈 云 從 上 諸 聖 還 
X69n1352_004:0325c22	有不為人說底法麼。南泉云有。百丈云作麼	有 不 為 人 說 底 法 麼 南 泉 云 有 百 丈 云 作 麼 
X69n1352_004:0325c23	生是不為人說底法。南泉云不是心不是佛	生 是 不 為 人 說 底 法 南 泉 云 不 是 心 不 是 佛 
X69n1352_004:0325c24	不是物。百丈云說了也。南泉云某甲只恁麼。	不 是 物 百 丈 云 說 了 也 南 泉 云 某 甲 只 恁 麼 
X69n1352_004:0326a01	和尚作麼生。百丈云我不是善知識。爭知有	和 尚 作 麼 生 百 丈 云 我 不 是 善 知 識 爭 知 有 
X69n1352_004:0326a02	說不說。南泉云某甲不會。百丈云我太煞為	說 不 說 南 泉 云 某 甲 不 會 百 丈 云 我 太 煞 為 
X69n1352_004:0326a03	你說也。	你 說 也 
X69n1352_004:0326a04	涅槃老子順風吹。邏哩哩邏爭得知。隔嶺幾多人錯	涅 槃 老 子 順 風 吹 邏 哩 哩 邏 爭 得 知 隔 嶺 幾 多 人 錯 
X69n1352_004:0326a05	聽。一時喚作鷓鴣詞。	聽 一 時 喚 作 鷓 鴣 詞 
X69n1352_004:0326a06	茶陵東林先師郁和尚。因看僧問法燈。百尺	茶 陵 東 林 先 師 郁 和 尚 因 看 僧 問 法 燈 百 尺 
X69n1352_004:0326a07	竿頭。如何進步。法燈云啞。凡三年。一日因度	竿 頭 如 何 進 步 法 燈 云 啞 凡 三 年 一 日 因 度 
X69n1352_004:0326a08	橋。一踏橋板而悟。遂有頌云。我有神珠一顆。	橋 一 踏 橋 板 而 悟 遂 有 頌 云 我 有 神 珠 一 顆 
X69n1352_004:0326a09	久被塵勞關鎖。今朝塵盡光生。照見山河萬	久 被 塵 勞 關 鎖 今 朝 塵 盡 光 生 照 見 山 河 萬 
X69n1352_004:0326a10	朵。自茲更不遊方。	朵 自 茲 更 不 遊 方 
X69n1352_004:0326a11	百尺竿頭曾進步。溪橋一蹈沒山河。從茲不出茶川	百 尺 竿 頭 曾 進 步 溪 橋 一 蹈 沒 山 河 從 茲 不 出 茶 川 
X69n1352_004:0326a12	上。吟嘯無非邏哩囉。	上 吟 嘯 無 非 邏 哩 囉 
X69n1352_004:0326a13	僧問巴陵鑒和尚。如何是吹毛劒。巴陵云珊	僧 問 巴 陵 鑒 和 尚 如 何 是 吹 毛 劒 巴 陵 云 珊 
X69n1352_004:0326a14	瑚枝枝撐著月。	瑚 枝 枝 撐 著 月 
X69n1352_004:0326a15	珊瑚枝枝撐著月。射斗鋒鋩未足觀。四海盡來歸貢	珊 瑚 枝 枝 撐 著 月 射 斗 鋒 鋩 未 足 觀 四 海 盡 來 歸 貢 
X69n1352_004:0326a16	後。乾坤仝耀寶光寒。	後 乾 坤 仝 耀 寶 光 寒 
X69n1352_004:0326a17	僧問吉州青原思和尚。如何是佛法大意。思	僧 問 吉 州 青 原 思 和 尚 如 何 是 佛 法 大 意 思 
X69n1352_004:0326a18	云廬陵米作麼價。	云 廬 陵 米 作 麼 價 
X69n1352_004:0326a19	廬陵米價越尖新。那箇商量不掛唇。無限清風生閫	廬 陵 米 價 越 尖 新 那 箇 商 量 不 掛 唇 無 限 清 風 生 閫 
X69n1352_004:0326a20	外。休將升斗計疎親。	外 休 將 升 斗 計 疎 親 
X69n1352_004:0326a21	僧問趙州和尚。至道無難。唯嫌揀擇。如何是	僧 問 趙 州 和 尚 至 道 無 難 唯 嫌 揀 擇 如 何 是 
X69n1352_004:0326a22	不揀擇。趙州云天上天下唯我獨尊。僧云此	不 揀 擇 趙 州 云 天 上 天 下 唯我獨尊 僧 云 此 
X69n1352_004:0326a23	猶是揀擇。趙州云田厙奴。什麼處是揀擇。僧	猶 是 揀 擇 趙 州 云 田 厙 奴 什 麼 處 是 揀 擇 僧 
X69n1352_004:0326a24	無語。	無 語 
X69n1352_004:0326b01	團團秋月印天心。是物前頭有一輪。入穴蝦蟆無出	團 團 秋 月 印 天 心 是 物 前 頭 有 一 輪 入 穴 蝦 蟆 無 出 
X69n1352_004:0326b02	路。却冤天道不平勻。	路 却 冤 天 道 不 平 勻 
X69n1352_004:0326b03	僧問趙州和尚。至道無難。唯嫌揀擇。是時人	僧 問 趙 州 和 尚 至 道 無 難 唯 嫌 揀 擇 是 時 人 
X69n1352_004:0326b04	窠窟不。趙州云。曾有人問我。直得五年分疎	窠 窟 不 趙 州 云 曾 有 人 問 我 直 得 五 年 分 疎 
X69n1352_004:0326b05	不下。	不 下 
X69n1352_004:0326b06	分疎不下五年強。一葉舟中載大唐。渺渺兀然波浪	分 疎 不 下 五 年 強 一 葉 舟 中 載 大 唐 渺 渺 兀 然 波 浪 
X69n1352_004:0326b07	裏。誰知別有好思量。	裏 誰 知 別 有 好 思 量 
X69n1352_004:0326b08	僧問趙州和尚。至道無難。唯嫌揀擇。才有言	僧 問 趙 州 和 尚 至 道 無 難 唯 嫌 揀 擇 才 有 言 
X69n1352_004:0326b09	語。是揀擇。和尚如何為人。趙州云何不引盡	語 是 揀 擇 和 尚 如 何 為 人 趙 州 云 何 不 引 盡 
X69n1352_004:0326b10	者語。僧云只念到者。裏趙州云只者至道無	者 語 僧 云 只 念 到 者 裏 趙 州 云 只 者 至 道 無 
X69n1352_004:0326b11	難。唯嫌揀擇。	難 唯 嫌 揀 擇 
X69n1352_004:0326b12	驅山塞海也尋常。所至文明始是王。但見皇風成一	驅 山 塞 海 也 尋 常 所 至 文 明 始 是 王 但 見 皇 風 成 一 
X69n1352_004:0326b13	片。不知何處有封疆。	片 不 知 何 處 有 封 疆 
X69n1352_004:0326b14	雲門大師云。藥病相治。盡大地是藥。那箇是	雲 門 大 師 云 藥 病 相 治 盡 大 地 是 藥 那 箇 是 
X69n1352_004:0326b15	你自己。	你 自 己 
X69n1352_004:0326b16	左眼不見山河。右眼不見日月。直待百花開時。一一	左 眼 不 見 山 河 右 眼 不 見 日 月 直 待 百 花 開 時 一 一 
X69n1352_004:0326b17	為君分別。	為 君 分 別 
X69n1352_004:0326b18	玄沙三種病人。	玄 沙 三 種 病 人 
X69n1352_004:0326b19	退後進前兼對辯。相逢邂逅難迴面。春風驀地撼庭	退 後 進 前 兼 對 辯 相 逢 邂 逅 難 迴 面 春 風 驀 地 撼 庭 
X69n1352_004:0326b20	前。還見落花千萬片。	前 還 見 落 花 千 萬 片 
X69n1352_004:0326b21	僧親近大隨次。見一龜在大隨座前。遂問。是	僧 親 近 大 隨 次 見 一 龜 在 大 隨 座 前 遂 問 是 
X69n1352_004:0326b22	箇眾生。皮褁骨。者箇眾生。為甚骨褁皮。大隨	箇 眾 生 皮 褁 骨 者 箇 眾 生 為 甚 骨 褁 皮 大 隨 
X69n1352_004:0326b23	脫一隻靸鞋。拈在龜背上。	脫 一 隻 靸 鞋 拈 在 龜 背 上 
X69n1352_004:0326b24	分明皮上骨團圍。卦畫重重更可觀。拈起靸鞋都蓋	分 明 皮 上 骨 團 圍 卦 畫 重 重 更 可 觀 拈 起 靸 鞋 都 蓋 
X69n1352_004:0326c01	了。大隨却被者僧謾。	了 大 隨 却 被 者 僧 謾 
X69n1352_004:0326c02	雲門垂語云。人人盡有光明在。看時不見暗	雲 門 垂 語 云 人 人 盡 有 光 明 在 看 時 不 見 暗 
X69n1352_004:0326c03	昏昏。作麼生是諸人光明。自代云。廚庫三門。	昏 昏 作 麼 生 是 諸 人 光 明 自 代 云 廚 庫 三 門 
X69n1352_004:0326c04	又云好事不如無。	又 云 好 事 不 如 無 
X69n1352_004:0326c05	徹底昏昏不待看。拄天拄地黑漫漫。三門廚庫長相	徹 底 昏 昏 不 待 看 拄 天 拄 地 黑 漫 漫 三 門 廚 庫 長 相 
X69n1352_004:0326c06	對。一徑松風滿院寒。	對 一 徑 松 風 滿 院 寒 
X69n1352_004:0326c07	趙州示眾云。泥佛不度水。金佛不度爐。木佛	趙 州 示 眾 云 泥 佛 不 度 水 金 佛 不 度 爐 木 佛 
X69n1352_004:0326c08	不度火。	不 度 火 
X69n1352_004:0326c09	併却泥佛金木佛。趙州放出遼天鶻。東西南北謾擡	併 却 泥 佛 金 木 佛 趙 州 放 出 遼 天 鶻 東 西 南 北 謾 擡 
X69n1352_004:0326c10	眸。萬重雲去只一[木*突]。	眸 萬 重 雲 去 只 一 [木突] 
X69n1352_004:0326c11	僧問雲門。如何是法身。雲門云六不収。	僧 問 雲 門 如 何 是 法 身 雲 門 云 六 不 収 
X69n1352_004:0326c12	六不収兮調最新。能歌何待遶梁塵。和風滿檻花千	六 不 収 兮 調 最 新 能 歌 何 待 遶 梁 塵 和 風 滿 檻 花 千 
X69n1352_004:0326c13	樹。不換乾坤別有春。	樹 不 換 乾 坤 別 有 春 
X69n1352_004:0326c14	僧問趙州。初生孩子。還具六識也無。趙州云	僧 問 趙 州 初 生 孩 子 還 具 六 識 也 無 趙 州 云 
X69n1352_004:0326c15	急水上打毬子。	急 水 上 打 毬 子 
X69n1352_004:0326c16	何謂識兮還具六。八萬四千殊不足。初生孩子尚喃	何 謂 識 兮 還 具 六 八萬四千 殊 不 足 初 生 孩 子 尚 喃 
X69n1352_004:0326c17	喃。急水打毬攔口[祝/土]。	喃 急 水 打 毬 攔 口 [祝土] 
X69n1352_004:0326c18	智門蓮花。	智 門 蓮 花 
X69n1352_004:0326c19	蓮花荷葉有由哉。泥水分時絕點埃。堪憶九龍初沐	蓮 花 荷 葉 有 由 哉 泥 水 分 時 絕 點 埃 堪 憶 九 龍 初 沐 
X69n1352_004:0326c20	處。東西一步一枝開。	處 東 西 一 步 一 枝 開 
X69n1352_004:0326c21	僧問雲門。如何是超佛越祖之談。雲門云餬	僧 問 雲 門 如 何 是 超 佛 越 祖 之 談 雲 門 云 餬 
X69n1352_004:0326c22	餅。	餅 
X69n1352_004:0326c23	雲門餬餅圓摸小。爭似法華爐竈大。飽來一任帶刀	雲 門 餬 餅 圓 摸 小 爭 似 法 華 爐 竈 大 飽 來 一 任 帶 刀 
X69n1352_004:0326c24	眠。誰問西來閒達磨。	眠 誰 問 西 來 閒 達 磨 
X69n1352_004:0327a01	雲門垂語云。乾坤之內。宇宙之間。中有一寶。	雲 門 垂 語 云 乾 坤 之 內 宇 宙 之 間 中 有 一 寶 
X69n1352_004:0327a02	祕在形山。拈燈籠向佛殿裏。將三門來燈籠	祕 在 形 山 拈 燈 籠 向 佛 殿 裏 將 三 門 來 燈 籠 
X69n1352_004:0327a03	上。	上 
X69n1352_004:0327a04	嶺上白雲舒復卷。天邊皓月去還來。低頭却坐茅簷	嶺 上 白 雲 舒 復 卷 天 邊 皓 月 去 還 來 低 頭 却 坐 茅 簷 
X69n1352_004:0327a05	下。不覺呵呵笑幾迴。	下 不 覺 呵 呵 笑 幾 迴 
X69n1352_004:0327a06	馬祖答龐居士云。一口吸盡西江水。	馬 祖 答 龐 居 士 云 一 口 吸 盡 西 江 水 
X69n1352_004:0327a07	一口吸盡西江水。萬古千今無一滴。要須黨理不黨	一 口 吸 盡 西 江 水 萬 古 千 今 無 一 滴 要 須 黨 理 不 黨 
X69n1352_004:0327a08	親。馬師可惜口門窄。	親 馬 師 可 惜 口 門 窄 
X69n1352_004:0327a09	僧問雲門。如何是塵塵三昧。雲門云鉢裏飯	僧 問 雲 門 如 何 是 塵 塵 三 昧 雲 門 云 鉢 裏 飯 
X69n1352_004:0327a10	桶裏水。	桶 裏 水 
X69n1352_004:0327a11	朝打三千未為多。暮打八百未為少。鉢裏飯兮桶裏	朝 打 三 千 未 為 多 暮 打 八 百 未 為 少 鉢 裏 飯 兮 桶 裏 
X69n1352_004:0327a12	水。人前切忌無分曉。	水 人 前 切 忌 無 分 曉 
X69n1352_004:0327a13	僧問五祖識和尚。如何是佛。識云踏著秤槌	僧 問 五 祖 識 和 尚 如 何 是 佛 識 云 踏 著 秤 槌 
X69n1352_004:0327a14	硬似鐵。	硬 似 鐵 
X69n1352_004:0327a15	踏著秤槌硬似鐵。此時有理不能說。新羅國裏火星	踏 著 秤 槌 硬 似 鐵 此 時 有 理 不 能 說 新 羅 國 裏 火 星 
X69n1352_004:0327a16	飛。直向雲門指上爇。	飛 直 向 雲 門 指 上 爇 
X69n1352_004:0327a17	趙州洗鉢盂去。	趙 州 洗 鉢 盂 去 
X69n1352_004:0327a18	梅花落盡杏花披。未免春風著出褫。一氣不言含有	梅 花 落 盡 杏 花 披 未 免 春 風 著 出 褫 一 氣 不 言 含 有 
X69n1352_004:0327a19	象。萬靈何處謝無私。	象 萬 靈 何 處 謝 無 私 
X69n1352_004:0327a20	僧問大愚芝和尚。如何是佛。大愚云鋸解秤	僧 問 大 愚 芝 和 尚 如 何 是 佛 大 愚 云 鋸 解 秤 
X69n1352_004:0327a21	槌。	槌 
X69n1352_004:0327a22	鋸解秤槌無縫罅。風吹日炙朝復夜。雖然不許亂商	鋸 解 秤 槌 無 縫 罅 風 吹 日 炙 朝 復 夜 雖 然 不 許 亂 商 
X69n1352_004:0327a23	量。一任稱提遶天下。	量 一 任 稱 提 遶 天 下 
X69n1352_004:0327a24	雪峰云。三世諸佛。向火焰上轉大法輪。雲門	雪 峰 云 三世諸佛 向 火 焰 上 轉 大 法 輪 雲 門 
X69n1352_004:0327b01	云。火燄為三世諸佛說法。三世諸佛立地聽。	云 火 燄 為 三世諸佛 說 法 三世諸佛 立 地 聽 
X69n1352_004:0327b02	火燄騰輝說最親。無邊諸佛近前聞。誰知更有傍觀	火 燄 騰 輝 說 最 親 無 邊 諸 佛 近 前 聞 誰 知 更 有 傍 觀 
X69n1352_004:0327b03	者。鼻孔遼天不喜君。	者 鼻 孔 遼 天 不 喜 君 
X69n1352_004:0327b04	雪峰示眾云。盡大地。撮來如一顆粟米粒大。	雪 峰 示 眾 云 盡 大 地 撮 來 如 一 顆 粟 米 粒 大 
X69n1352_004:0327b05	拋向面前。漆桶不會。打皷普請看。	拋 向 面 前 漆 桶 不 會 打 皷 普 請 看 
X69n1352_004:0327b06	眉毛罅裏遊南嶽。大海中心泛釣舟。薄藝隨身終不	眉 毛 罅 裏 遊 南 嶽 大 海 中 心 泛 釣 舟 薄 藝 隨 身 終 不 
X69n1352_004:0327b07	說。從他打皷看無休。	說 從 他 打 皷 看 無 休 
X69n1352_004:0327b08	溈山示眾云。老僧遷化後。往山下檀越家。作	溈 山 示 眾 云 老 僧 遷 化 後 往 山 下 檀 越 家 作 
X69n1352_004:0327b09	一頭水牯牛。左脇下書一行字。溈山僧某甲。	一 頭 水 牯 牛 左 脇 下 書 一 行 字 溈 山 僧 某 甲 
X69n1352_004:0327b10	正當恁麼時。喚作溈山僧即是。喚作水牯牛	正 當 恁 麼 時 喚 作 溈 山 僧 即 是 喚 作 水 牯 牛 
X69n1352_004:0327b11	即是。	即 是 
X69n1352_004:0327b12	不道溈山不道牛。酌然何處辨蹤由。絲毫蹉却來時	不 道 溈 山 不 道 牛 酌 然 何 處 辨 蹤 由 絲 毫 蹉 却 來 時 
X69n1352_004:0327b13	路。萬劫無由得出頭。	路 萬 劫 無 由 得 出 頭 
X69n1352_004:0327b14	雲門在靈樹會中為首座。有僧問靈樹。如何	雲 門 在 靈 樹 會 中 為 首 座 有 僧 問 靈 樹 如 何 
X69n1352_004:0327b15	是祖師西來意。靈樹無語。舉向首座。如何得	是 祖 師 西 來 意 靈 樹 無 語 舉 向 首 座 如 何 得 
X69n1352_004:0327b16	一轉語。鐫上碑去。首座云不難。代云師。	一 轉 語 鐫 上 碑 去 首 座 云 不 難 代 云 師 
X69n1352_004:0327b17	師之一字大巍巍。獨向寰中定是非。畢竟水須朝海	師 之 一 字 大 巍 巍 獨 向 寰 中 定 是 非 畢 竟 水 須 朝 海 
X69n1352_004:0327b18	去。到頭雲定覓山歸。	去 到 頭 雲 定 覓 山 歸 
X69n1352_004:0327b19	慈明在眾中時。到芝和尚寮中。芝坐間開合	慈 明 在 眾 中 時 到 芝 和 尚 寮 中 芝 坐 間 開 合 
X69n1352_004:0327b20	子。取香在手中欲燒次。慈明問云。作麼生燒。	子 取 香 在 手 中 欲 燒 次 慈 明 問 云 作 麼 生 燒 
X69n1352_004:0327b21	芝便放爐中燒。慈明云。齖郎當漢。又恁麼去	芝 便 放 爐 中 燒 慈 明 云 齖 郎 當 漢 又 恁 麼 去 
X69n1352_004:0327b22	也。	也 
X69n1352_004:0327b23	千人萬人行一路。幾箇移身不移步。對面拈香爐上	千 人 萬 人 行 一 路 幾 箇 移 身 不 移 步 對 面 拈 香 爐 上 
X69n1352_004:0327b24	燒。齖郎當漢又恁去。	燒 齖 郎 當 漢 又 恁 去 
X69n1352_004:0327c01	溈山寄一面鏡。與仰山。仰山接得。兩手捧起。	溈 山 寄 一 面 鏡 與 仰 山 仰 山 接 得 兩 手 捧 起 
X69n1352_004:0327c02	示眾云。若道溈山鏡。爭奈在山僧手裏。若道	示 眾 云 若 道 溈 山 鏡 爭 奈 在 山 僧 手 裏 若 道 
X69n1352_004:0327c03	仰山鏡。又是溈山寄來。還有人定當得麼。眾	仰 山 鏡 又 是 溈 山 寄 來 還 有 人 定 當 得 麼 眾 
X69n1352_004:0327c04	無語。遂擲下鏡。	無 語 遂 擲 下 鏡 
X69n1352_004:0327c05	師鏡拈來呈眾了。癡人往往爭妍醜。當時撲碎不可	師 鏡 拈 來 呈 眾 了 癡 人 往 往 爭 妍 醜 當 時 撲 碎 不 可 
X69n1352_004:0327c06	尋。免見壞却兒孫手。	尋 免 見 壞 却 兒 孫 手 
X69n1352_004:0327c07	雪竇換舡子漁父頌云。夜靜水寒魚不食。滿	雪 竇 換 舡 子 漁 父 頌 云 夜 靜 水 寒 魚 不 食 滿 
X69n1352_004:0327c08	船載得月明歸。	船 載 得 月 明 歸 
X69n1352_004:0327c09	閃爍金鱗躍浪時。華亭貪翫下鈎遲。誰知雪老垂綸	閃 爍 金 鱗 躍 浪 時 華 亭 貪 翫 下 鈎 遲 誰 知 雪 老 垂 綸 
X69n1352_004:0327c10	慣。不犯波濤取得伊。	慣 不 犯 波 濤 取 得 伊 
X69n1352_004:0327c11	洞山聰和尚云。一大藏教。只是箇之字。	洞 山 聰 和 尚 云 一 大 藏 教 只 是 箇 之 字 
X69n1352_004:0327c12	點劃分明無道理。老胡幾度提不起。不如分付王將	點 劃 分 明 無 道 理 老 胡 幾 度 提 不 起 不 如 分 付 王 將 
X69n1352_004:0327c13	軍。無限風流歸手裏。	軍 無 限 風 流 歸 手 裏 
X69n1352_004:0327c14	長慶云。寧說阿羅漢有三毒。不說如來有二	長 慶 云 寧 說 阿 羅 漢 有 三 毒 不 說 如 來 有 二 
X69n1352_004:0327c15	種語。不道如來無語。只是無二種語。保福云	種 語 不 道 如 來 無 語 只 是 無 二 種 語 保 福 云 
X69n1352_004:0327c16	作麼生是如來語。長慶云聾人爭得聞。保福	作 麼 生 是 如 來 語 長 慶 云 聾 人 爭 得 聞 保 福 
X69n1352_004:0327c17	云情知汝向第二頭道。長慶云作麼生是如	云 情 知 汝 向 第 二 頭 道 長 慶 云 作 麼 生 是 如 
X69n1352_004:0327c18	來語。保福云喫茶去。	來 語 保 福 云 喫 茶 去 
X69n1352_004:0327c19	不說如來有二語。三三為九須重數。何謂聾人爭得	不 說 如 來 有 二 語 三 三 為 九 須 重 數 何 謂 聾 人 爭 得 
