X46n0776_001:0165a03	 序說	 序 說 
X46n0776_004:0194c12	各出生五十。依重重等門。圓滿廣大轉故。如偈根本	各 出 生 五 十 依 重 重 等 門 圓 滿 廣 大 轉 故 如 偈 根 本 
X46n0776_004:0194c13	山王中。空有互相生。諸位相生故。轉勝廣大轉故(引經	山 王 中 空 有 互 相 生 諸 位 相 生 故 轉 勝 廣 大 轉 故 引 經 
X46n0776_004:0194c14	第四十一)。摩訶衍海脩多羅中作如是說。解脫海中。亦有	第 四 十 一 摩 訶 衍 海 脩 多 羅 中 作如是說 解 脫 海 中 亦 有 
X46n0776_004:0194c15	空有。亦有有空。其數眾多。如是空有。唯是常滅(真常寂滅)。	空 有 亦 有 有 空 其 數 眾 多 如 是 空 有 唯 是 常 滅 真 常 寂 滅 
X46n0776_004:0194c16	非無常量。唯是功德。非過患品(菩薩盡地。求纖毫過患不可得)。是故	非 無 常 量 唯 是 功 德 非 過 患 品 菩 薩 盡 地 求 纖 毫 過 患 不 可 得 是 故 
X46n0776_004:0194c17	說言解脫藏海。乃至廣說故。	說 言 解 脫 藏 海 乃至廣說 故 
X46n0776_004:0194c18	○解脫山王大道路大決擇分第三十三	 解 脫 山 王 大 道 路 大 決 擇 分 第 三 十 三 
X46n0776_004:0194c19	如是已說解脫山王根本地地無礙自在大決擇分。	如 是 已 說 解 脫 山 王 根 本 地 地 無 礙 自 在 大 決 擇 分 
X46n0776_004:0194c20	次當說解脫山王大道路大決擇分。其相云何。偈曰。	次 當 說 解 脫 山 王 大 道 路 大 決 擇 分 其相云何 偈 曰 
X46n0776_004:0194c21	　山王道路中　　前所說量中　　增空空有有	 山 王 道 路 中 前 所 說 量 中 增 空 空 有 有 
X46n0776_004:0194c22	　位位轉勝生	 位 位 轉 勝 生 
X46n0776_004:0194c23	論曰。就解脫山王大道路分中。則有三轉。云何為三。	論 曰 就 解 脫 山 王 大 道 路 分 中 則 有 三 轉 云 何 為 三 
X46n0776_004:0194c24	一者空空轉。十空無為。一一各各生十空故。二者有	一 者 空 空 轉 十 空 無 為 一 一 各 各 生 十 空 故 二 者 有 
X46n0776_004:0195a01	有轉。十有無為。一一各各生十有故。三者位位轉。五	有 轉 十 有 無 為 一 一 各 各 生 十 有 故 三 者 位 位 轉 五 
X46n0776_004:0195a02	十一位。一一各各生五十故。是名為三。取自相生。非	十 一 位 一 一 各 各 生 五 十 故 是 名 為 三 取 自 相 生 非 
X46n0776_004:0195a03	他相故(空生空。有生有。位生位。皆自相生也。前分空有互生。此分空有自生故不同耳)。如偈	他 相 故 空 生 空 有 生 有 位 生 位 皆 自 相 生 也 前 分 空 有 互 生 此 分 空 有 自 生 故 不 同 耳 如 偈 
X46n0776_004:0195a04	山王道路中。前所說量中。增空空有有。位位轉勝生	山 王 道 路 中 前 所 說 量 中 增 空 空 有 有 位 位 轉 勝 生 
X46n0776_004:0195a05	故。餘種種門。轉轉增數。應廣通達。	故 餘 種 種 門 轉 轉 增 數 應 廣 通 達 
X46n0776_004:0195a06	○廣大無盡解脫海海摩訶山王大決擇分第三	 廣 大 無 盡 解 脫 海 海 摩 訶 山 王 大 決 擇 分 第 三 
X46n0776_004:0195a07	十四	十 四 
X46n0776_004:0195a08	如是已說解脫山王大道路大決擇分。次當說廣大	如 是 已 說 解 脫 山 王 大 道 路 大 決 擇 分 次 當 說 廣 大 
X46n0776_004:0195a09	無盡解脫海海摩訶山王大決擇分。其相云何。偈曰。	無 盡 解 脫 海 海 摩 訶 山 王 大 決 擇 分 其相云何 偈 曰 
X46n0776_004:0195a10	　前所說諸轉　　無有窮盡故	 前 所 說 諸 轉 無 有 窮 盡 故 
X46n0776_004:0195a11	論曰。今此偈中為明何義。為欲現示空生自空。無有	論 曰 今 此 偈 中 為 明 何 義 為 欲 現 示 空 生 自 空 無 有 
X46n0776_004:0195a12	窮盡。空生異空。無有窮盡。空生諸有。無有窮盡。有亦	窮 盡 空 生 異 空 無 有 窮 盡 空 生 諸 有 無 有 窮 盡 有 亦 
X46n0776_004:0195a13	如是。無有窮盡。位亦如是。無有窮盡。重重無窮。亂轉	如 是 無 有 窮 盡 位 亦 如 是 無 有 窮 盡 重 重 無 窮 亂 轉 
X46n0776_004:0195a14	無窮。無其邊際。無其始終。甚深甚深。周徧周徧。廣大	無 窮 無 其 邊 際 無 其 始 終 甚 深 甚 深 周 徧 周 徧 廣 大 
X46n0776_004:0195a15	轉行。則是解脫海海山王無礙自在體相用故(空有二門。	轉 行 則 是 解 脫 海 海 山 王 無 礙 自 在 體 相 用 故 空 有 二 門 
X46n0776_004:0195a16	統攝世間出世間一切諸法。重重亂轉二門。統攝次第非次第一切諸位。以無邊際無始終。總括體相用三大。	統 攝 世間出世間 一切諸法 重 重 亂 轉 二 門 統 攝 次 第 非 次 第 一 切 諸 位 以 無 邊 際 無 始 終 總 括 體 相 用 三 大 
X46n0776_004:0195a17	至於究竟圓極果海。無餘蘊矣)。如偈前所說諸轉。無有窮盡故故。	至 於 究 竟 圓 極 果 海 無 餘 蘊 矣 如 偈 前 所 說 諸 轉 無 有 窮 盡 故 故 
X46n0776_004:0195a18	○摩訶空塵海藏王道路大決擇分第三十五	 摩 訶 空 塵 海 藏 王 道 路 大 決 擇 分 第 三 十 五 
X46n0776_004:0195a19	如是已說廣大無盡解脫海海摩訶山王大決擇分。	如 是 已 說 廣 大 無 盡 解 脫 海 海 摩 訶 山 王 大 決 擇 分 
X46n0776_004:0195a20	次當說摩訶空塵海藏王道路大決擇分。其相云何。	次 當 說 摩 訶 空 塵 海 藏 王 道 路 大 決 擇 分 其相云何 
X46n0776_004:0195a21	偈曰。	偈 曰 
X46n0776_004:0195a22	　海王道路中　　具足百自在　　以此因緣故	 海 王 道 路 中 具 足 百 自 在 以 此 因 緣 故 
X46n0776_004:0195a23	　建立海王名	 建 立 海 王 名 
X46n0776_004:0195a24	論曰。今此偈中為明何義。為欲現示海王藏中。無有	論 曰 今 此 偈 中 為 明 何 義 為 欲 現 示 海 王 藏 中 無 有 
X46n0776_004:0195b01	別法。唯有自在故。有幾自在。謂百種故。云何為百。一	別 法 唯 有 自 在 故 有 幾 自 在 謂 百 種 故 云 何 為 百 一 
X46n0776_004:0195b02	者時自在。三十二法。亦一時轉。亦異時轉。亦轉時中	者 時 自 在 三 十 二 法 亦 一 時 轉 亦 異 時 轉 亦 轉 時 中 
X46n0776_004:0195b03	不轉。亦不轉時中轉。亦遠時轉。亦近時轉。乃至無量	不 轉 亦 不 轉 時 中 轉 亦 遠 時 轉 亦 近 時 轉 乃 至 無 量 
X46n0776_004:0195b04	故。二者處自在。一異等處轉。乃至無量故。三者物自	故 二 者 處 自 在 一 異 等 處 轉 乃 至 無 量 故 三 者 物 自 
X46n0776_004:0195b05	在。為同異等用。乃至無量故。四者周徧自在。無所不	在 為 同 異 等 用 乃 至 無 量 故 四 者 周 徧 自 在 無 所 不 
X46n0776_004:0195b06	通等。乃至無量故。五者大小自在。極重極微等。乃至	通 等 乃 至 無 量 故 五 者 大 小 自 在 極 重 極 微 等 乃 至 
X46n0776_004:0195b07	無量故。六者有無自在。亦現亦隱等。乃至無量故。七	無 量 故 六 者 有 無 自 在 亦 現 亦 隱 等 乃 至 無 量 故 七 
X46n0776_004:0195b08	者寂動自在。亦定亦散等。乃至無量故。八者甚深自	者 寂 動 自 在 亦 定 亦 散 等 乃 至 無 量 故 八 者 甚 深 自 
X46n0776_004:0195b09	在。不可思議等事。乃至無量故。九者不自在自在。以	在 不可思議 等 事 乃 至 無 量 故 九 者 不 自 在 自 在 以 
X46n0776_004:0195b10	逆等事。乃至無量故。十者無礙自在。以逆順事等。乃	逆 等 事 乃 至 無 量 故 十 者 無 礙 自 在 以 逆 順 事 等 乃 
X46n0776_004:0195b11	至無量故。乃至第百自在自在。無盡自在等皆悉自	至 無 量 故 乃 至 第 百 自 在 自 在 無 盡 自 在 等 皆 悉 自 
X46n0776_004:0195b12	在。乃至無量故。如前所說三十二法。如是自在。具足	在 乃 至 無 量 故 如前所說 三 十 二 法 如 是 自 在 具 足 
X46n0776_004:0195b13	圓滿。無闕失轉。以此義故。立海王名。應審思擇(自第三分	圓 滿 無 闕 失 轉 以 此 義 故 立 海 王 名 應 審 思 擇 自 第 三 分 
X46n0776_004:0195b14	至此。已說三十二法。今說百種自在。以顯無量法門莫不自在也。第九不自在自在。即一切世間極惡趣中。無	至 此 已 說 三 十 二 法 今 說 百 種 自 在 以 顯 無 量 法 門 莫 不 自 在 也 第 九 不 自 在 自 在 即 一切世間 極 惡 趣 中 無 
X46n0776_004:0195b15	非自在。提婆達多在阿鼻地獄。如處三禪天樂。是真能證此道者矣)。如偈海王道路中。	非 自 在 提 婆 達 多 在 阿鼻地獄 如 處 三 禪 天 樂 是 真 能 證 此 道 者 矣 如 偈 海 王 道 路 中 
X46n0776_004:0195b16	具足百自在。以此因緣故。建立海王名故(引經第四十二)。覺	具 足 百 自 在 以 此 因 緣 故 建 立 海 王 名 故 引 經 第 四 十 二 覺 
X46n0776_004:0195b17	華脩多羅中作如是說。第一廣分大海門中。若廣說	華 脩 多 羅 中 作如是說 第 一 廣 分 大 海 門 中 若 廣 說 
X46n0776_004:0195b18	有一十方世界之塵量自在。若略說有一百自在。乃	有 一 十方世界 之 塵 量 自 在 若 略 說 有 一 百 自 在 乃 
X46n0776_004:0195b19	至廣說故。	至 廣 說 故 
X46n0776_004:0195b20	○大不可思議重重不可稱量阿說本王大決擇	 大 不可思議 重 重 不可稱量 阿 說 本 王 大 決 擇 
X46n0776_004:0195b21	分第三十六	分 第 三 十 六 
X46n0776_004:0195b22	如是已說摩訶空塵海藏王道路大決擇分。次當說	如 是 已 說 摩 訶 空 塵 海 藏 王 道 路 大 決 擇 分 次 當 說 
X46n0776_004:0195b23	大不可思議重重不可稱量阿說本王大決擇分。其	大 不可思議 重 重 不可稱量 阿 說 本 王 大 決 擇 分 其 
X46n0776_004:0195b24	相云何。偈曰。	相 云 何 偈 曰 
X46n0776_004:0195c01	　阿說本王中　　有十方塵量　　十方空塵量	 阿 說 本 王 中 有 十 方 塵 量 十 方 空 塵 量 
X46n0776_004:0195c02	　三十三法海	 三 十 三 法 海 
X46n0776_004:0195c03	論曰。今此偈中為明何義。為欲現示阿說海中。具足	論 曰 今 此 偈 中 為 明 何 義 為 欲 現 示 阿 說 海 中 具 足 
X46n0776_004:0195c04	圓滿十方世界之塵數十方世界之塵數三十三法	圓 滿 十方世界 之 塵 數 十方世界 之 塵 數 三 十 三 法 
X46n0776_004:0195c05	海。十方世界之塵數十方虗空之塵數三十三法海	海 十方世界 之 塵 數 十 方 虗 空 之 塵 數 三 十 三 法 海 
X46n0776_004:0195c06	故。如偈阿說本王中。有十方塵量。十方空塵量。三十	故 如 偈 阿 說 本 王 中 有 十 方 塵 量 十 方 空 塵 量 三 十 
X46n0776_004:0195c07	三法海故(引經第四十三)。本王脩多羅中作如是說。爾時世	三 法 海 故 引 經 第 四 十 三 本 王 脩 多 羅 中 作如是說 爾 時 世 
X46n0776_004:0195c08	尊告大眾言。我以三達智。通達一切法。無所障礙。無	尊 告 大 眾 言 我 以 三 達 智 通達一切法 無所障礙 無 
X46n0776_004:0195c09	所闕失。而有一海。不可思議不可思議不能窮了。謂	所 闕 失 而 有 一 海 不可思議 不可思議 不 能 窮 了 謂 
X46n0776_004:0195c10	空塵本王性德圓滿自在自在無盡藏海。乃至廣說	空 塵 本 王 性 德 圓 滿 自 在 自 在 無 盡 藏 海 乃至廣說 
X46n0776_004:0195c11	故(上文三十三法。統攝無量法門。不可窮盡。如來以無量智。照無量法。智無量。法亦無量。若能窮了。即	故 上 文 三 十 三 法 統 攝 無 量 法 門 不可窮盡 如 來 以 無 量 智 照 無 量 法 智 無 量 法 亦 無 量 若 能 窮 了 即 
X46n0776_004:0195c12	是有量。故說此分。為三十四法之終。猶周易之終於未濟也)	是 有 量 故 說 此 分 為 三 十 四 法 之 終 猶 周 易 之 終 於 未 濟 也 
X46n0776_004:0195c13	(或問自二十七分以來。文中無信住行向地之名。何故以五位釋之。答曰。二十七分在繫縛地。有第	 或 問 自 二 十 七 分 以 來 文 中 無 信 住 行 向 地 之 名 何 故 以 五 位 釋 之 答 曰 二 十 七 分 在 繫 縛 地 有 第 
X46n0776_004:0195c14	一轉門之語。智理事果皆屬有為。非信位而何。二十八分繫縛地中本王出現。有為無為二法齊轉。	一 轉 門 之 語 智 理 事 果 皆 屬 有 為 非 信 位 而 何 二 十 八 分 繫 縛 地 中 本 王 出 現 有 為 無 為 二 法 齊 轉 
X46n0776_004:0195c15	無常眾多。常住微少。非住位而何。二十九分常無常德。皆無量數。且有行薩海中之語。非行位而何。	無 常 眾 多 常 住 微 少 非 住 位 而 何 二 十 九 分 常 無 常 德 皆 無 量 數 且 有 行 薩 海 中 之 語 非 行 位 而 何 
X46n0776_004:0195c16	三十分內常與無常并轉變法皆大無量。以迴向三處稱法界性。非迴向而何三十一分出離繫縛	三 十 分 內 常 與 無 常 并 轉 變 法 皆 大 無 量 以 迴 向 三 處 稱 法 界 性 非 迴 向 而 何 三 十 一 分 出 離 繫 縛 
X46n0776_004:0195c17	清白解脫。十空十有皆是無為常法。非地上而何。以次四分盡三十四。皆是地上菩薩行相。至三十	清 白 解 脫 十 空 十 有 皆 是 無 為 常 法 非 地 上 而 何 以 次 四 分 盡 三 十 四 皆 是 地 上 菩 薩 行 相 至 三 十 
X46n0776_004:0195c18	五分及三十六分。明因圓果滿無法可說。祇引經中性德圓滿自在自在之語結之。賢首所謂因位	五 分 及 三 十 六 分 明 因 圓 果 滿 無 法 可 說 祇 引 經 中 性 德 圓 滿 自 在 自 在 之 語 結 之 賢 首 所 謂 因 位 
X46n0776_004:0195c19	可說果位不可說者此也。自二十七以下八分。詳示無超次第漸轉位。末後二分融歸果海。如是。則	可 說 果 位 不 可 說 者 此 也 自 二 十 七 以 下 八 分 詳 示 無 超 次 第 漸 轉 位 末 後 二 分 融 歸 果 海 如 是 則 
X46n0776_004:0195c20	三十四法無欠無餘矣)	三 十 四 法 無 欠 無 餘 矣 
X46n0776_004:0195c21	(已上正宗分竟已下流通分)。	 已 上 正 宗 分 竟 已 下 流 通 分 
X46n0776_004:0195c22	○校量功德讚歎信行現示利益大決擇分第三	 校 量 功 德 讚 歎 信 行 現 示 利 益 大 決 擇 分 第 三 
X46n0776_004:0195c23	十七	十 七 
X46n0776_004:0195c24	如是已說大不可思議重重不可稱量阿說本王大	如 是 已 說 大 不可思議 重 重 不可稱量 阿 說 本 王 大 
X46n0776_004:0196a01	決擇分。次當說校量功德讚歎信行現示利益大決	決 擇 分 次 當 說 校 量 功 德 讚 歎 信 行 現 示 利 益 大 決 
X46n0776_004:0196a02	擇分。其相云何。偈曰。	擇 分 其相云何 偈 曰 
X46n0776_004:0196a03	　譬如盛火聚　　雖在極遠處　　以光明勢力	 譬 如 盛 火 聚 雖 在 極 遠 處 以 光 明 勢 力 
X46n0776_004:0196a04	　能破遠方闇(一喻)　　此玄文本論　　亦復如如是	 能 破 遠 方 闇 一 喻 此 玄 文 本 論 亦 復 如 如 是 
X46n0776_004:0196a05	　若有眾生類　　同世界共住　　雖未得見學	 若 有 眾 生 類 同 世 界 共 住 雖 未 得 見 學 
X46n0776_004:0196a06	　此論火光明　　能破遠眾生　　心相不覺闇	 此 論 火 光 明 能 破 遠 眾 生 心 相 不 覺 闇 
X46n0776_004:0196a07	　令得覺知明　　隨分伏其染(法合)　　譬如盛火聚	 令 得 覺 知 明 隨 分 伏 其 染 法 合 譬 如 盛 火 聚 
X46n0776_004:0196a08	　轉勝近其處　　光明漸漸了　　能破闇更增(二喻)	 轉 勝 近 其 處 光 明 漸 漸 了 能 破 闇 更 增 二 喻 
X46n0776_004:0196a09	　此玄文本論　　亦復如如是　　若有眾生類	 此 玄 文 本 論 亦 復 如 如 是 若 有 眾 生 類 
X46n0776_004:0196a10	　同一國共住　　雖未得見學　　此論火光明	 同 一 國 共 住 雖 未 得 見 學 此 論 火 光 明 
X46n0776_004:0196a11	　除眾生無知　　轉轉令分明(法合)　　譬如盛火聚	 除 眾 生 無 知 轉 轉 令 分 明 法 合 譬 如 盛 火 聚 
X46n0776_004:0196a12	　轉轉近其處　　光明耀更增(三喻)　　此玄文本論	 轉 轉 近 其 處 光 明 耀 更 增 三 喻 此 玄 文 本 論 
X46n0776_004:0196a13	　亦復如如是　　若有眾生類　　同一城共住	 亦 復 如 如 是 若 有 眾 生 類 同 一 城 共 住 
X46n0776_004:0196a14	　雖未得見學　　此論火光明　　除眾生無知	 雖 未 得 見 學 此 論 火 光 明 除 眾 生 無 知 
