T51n2095_001:1024c03	廬山記序	廬 山 記 序 
T51n2095_005:1048a06	其間廢興盛衰皆有記述。歲月浸久往往亡	其 間 廢 興 盛 衰 皆 有 記 述 歲 月 浸 久 往 往 亡 
T51n2095_005:1048a07	失。若殷仲堪作遠公碑。天祐間猶見於貫休	失 若 殷 仲 堪 作 遠 公 碑 天 祐 間 猶 見 於 貫 休 
T51n2095_005:1048a08	之詩。今無復遺漫矣。今錄太平東林已下五	之 詩 今 無 復 遺 漫 矣 今 錄 太 平 東 林 已 下 五 
T51n2095_005:1048a09	寺觀五代以前人所作碑誌爵里歲月之日。	寺 觀 五 代 以 前 人 所 作 碑 誌 爵 里 歲 月 之 日 
T51n2095_005:1048a10	凡四十一。辭多不載。	凡 四 十 一 辭 多 不 載 
T51n2095_005:1048a11	太平觀	太 平 觀 
T51n2095_005:1048a12	使者靈廟碑	使 者 靈 廟 碑 
T51n2095_005:1048a13	荊州黃梅縣東山衡門之下草茅臣李泚	荊 州 黃 梅 縣 東 山 衡 門 之 下 草 茅 臣 李 泚 
T51n2095_005:1048a14	撰。開元二十年歲次壬申正月乙巳朔二	撰 開 元 二 十 年 歲 次 壬 申 正 月 乙 巳 朔 二 
T51n2095_005:1048a15	十五日己巳樹。	十 五 日 己 巳 樹 
T51n2095_005:1048a16	使者靈驗記	使 者 靈 驗 記 
T51n2095_005:1048a17	宣義郎行彭澤縣尉潘觀篹。開元二十年	宣 義 郎 行 彭 澤 縣 尉 潘 觀 篹 開 元 二 十 年 
T51n2095_005:1048a18	壬申三月八日辛亥立。治平三年重立。	壬 申 三 月 八 日 辛 亥 立 治 平 三 年 重 立 
T51n2095_005:1048a19	張靈官記	張 靈 官 記 
T51n2095_005:1048a20	御史大夫徐鉉撰　右內史舍人集賢殿學	御 史 大 夫 徐 鉉 撰 右 內 史 舍 人 集 賢 殿 學 
T51n2095_005:1048a21	士徐鍇書并篆額。歲次癸酉上元日。	士 徐 鍇 書 并 篆 額 歲 次 癸 酉 上 元 日 
T51n2095_005:1048a22	胡則傳	胡 則 傳 
T51n2095_005:1048a23	太常丞集賢校理通判江州軍州事章岷撰	太 常 丞 集 賢 校 理 通 判 江 州 軍 州 事 章 岷 撰 
T51n2095_005:1048a24	并書載。開寶八年胡則守江州事。	并 書 載 開 寶 八 年 胡 則 守 江 州 事 
T51n2095_005:1048a25	太一觀	太 一 觀 
T51n2095_005:1048a26	真人廟記	真 人 廟 記 
T51n2095_005:1048a27	昇元六年歲在壬寅七月六日。應運匡國	昇 元 六 年 歲 在 壬 寅 七 月 六 日 應 運 匡 國 
T51n2095_005:1048a28	佐聖功臣寧國軍節度宣州營田觀察。	佐 聖 功 臣 寧 國 軍 節 度 宣 州 營 田 觀 察 
T51n2095_005:1048a29	處置等使特進檢校大尉兼中書令持節宣	處 置 等 使 特 進 檢 校 大 尉 兼 中 書 令 持 節 宣 
T51n2095_005:1048b01	州諸軍事宣州刺史上柱國食邑一萬戶。	州 諸 軍 事 宣 州 刺 史 上 柱 國 食 邑 一 萬 戶 
T51n2095_005:1048b02	韓王知證記登仕郎守宣州司戶參軍掌表	韓 王 知 證 記 登 仕 郎 守 宣 州 司 戶 參 軍 掌 表 
T51n2095_005:1048b03	奏試祕書省校書郎賜緋魚袋孟拱辰書并	奏 試 祕 書 省 校 書 郎 賜 緋 魚 袋 孟 拱 辰 書 并 
T51n2095_005:1048b04	額。	額 
T51n2095_005:1048b05	又一本。	又 一 本 
T51n2095_005:1048b06	保大十二年歲在乙亥十一月。南岳朱陵	保 大 十 二 年 歲 在 乙 亥 十 一 月 南 岳 朱 陵 
T51n2095_005:1048b07	道士倪少通撰　道士鍾德載書篆。	道 士 倪 少 通 撰 道 士 鍾 德 載 書 篆 
T51n2095_005:1048b08	東林寺	東 林 寺 
T51n2095_005:1048b09	慧遠法師碑銘	慧 遠 法 師 碑 銘 
T51n2095_005:1048b10	謝靈運撰張野序(無立名年月)	謝 靈 運 撰 張 野 序 無 立 名 年 月 
T51n2095_005:1048b11	宋佛馱跋陀羅禪師碑	宋 佛 馱 跋 陀 羅 禪 師 碑 
T51n2095_005:1048b12	唐開元十七年歲在己巳七月己丑朔十五	唐 開 元 十 七 年 歲 在 己 巳 七 月 己 丑 朔 十 五 
T51n2095_005:1048b13	日癸卯建	日 癸 卯 建 
T51n2095_005:1048b14	兀兀禪師	兀 兀 禪 師 
T51n2095_005:1048b15	中書舍人趙郡李訥文　金紫光祿大夫行	中 書 舍 人 趙 郡 李 訥 文 金 紫 光 祿 大 夫 行 
T51n2095_005:1048b16	同州刺史上柱國范陽縣開國男張廷珪書	同 州 刺 史 上 柱 國 范 陽 縣 開 國 男 張 廷 珪 書 
T51n2095_005:1048b17	江州刺史河東柳貞望樹	江 州 刺 史 河 東 柳 貞 望 樹 
T51n2095_005:1048b18	唐永泰丙午歲顏真卿題碑側凡一百一十	唐 永 泰 丙 午 歲 顏 真 卿 題 碑 側 凡 一 百 一 十 
T51n2095_005:1048b19	六字	六 字 
T51n2095_005:1048b20	東林寺碑并序	東 林 寺 碑 并 序 
T51n2095_005:1048b21	前陳州刺史江夏李邕撰并書。開元十九	前 陳 州 刺 史 江 夏 李 邕 撰 并 書 開 元 十 九 
T51n2095_005:1048b22	年七月十五日建　洪州刺史裴休題云。	年 七 月十五日 建 洪 州 刺 史 裴 休 題 云 
T51n2095_005:1048b23	覽北海之詞翰想風采。	覽 北 海 之 詞 翰 想 風 采 
T51n2095_005:1048b24	碑陰記	碑 陰 記 
T51n2095_005:1048b25	會昌三年。江州刺史張又新撰。大中十年	會 昌 三 年 江 州 刺 史 張 又 新 撰 大 中 十 年 
T51n2095_005:1048b26	四月三十日。裴光遠篆額。	四 月 三 十 日 裴 光 遠 篆 額 
T51n2095_005:1048b27	東林寺遠法師影堂碑(并序)	東 林 寺 遠 法 師 影 堂 碑 并 序 
T51n2095_005:1048b28	隴西李演述　江州錄事參軍王遹篆額。	隴 西 李 演 述 江 州 錄 事 參 軍 王 遹 篆 額 
T51n2095_005:1048b29	鄂州頭陀寺僧惟嵩書。貞元中初建。大中	鄂 州 頭 陀 寺 僧 惟 嵩 書 貞 元 中 初 建 大 中 
T51n2095_005:1048b30	八年七月十五日再立。	八 年 七 月十五日 再 立 
T51n2095_005:1048c01	唐故東林寺律大德熙怡大師碑銘(并序)	唐 故 東 林 寺 律 大 德 熙 怡 大 師 碑 銘 并 序 
T51n2095_005:1048c02	攝都團練推官守虔州司馬許堯佐撰　承	攝 都 團 練 推 官 守 虔 州 司 馬 許 堯 佐 撰 承 
T51n2095_005:1048c03	奉郎前守蔡州真陽縣令李行言書并篆	奉 郎 前 守 蔡 州 真 陽 縣 令 李 行 言 書 并 篆 
T51n2095_005:1048c04	額。貞元十二年丙子歲建。大中八年七月	額 貞 元 十 二 年 丙 子 歲 建 大 中 八 年 七 月 
T51n2095_005:1048c05	二十三日再立。	二 十 三 日 再 立 
T51n2095_005:1048c06	東林寺經藏碑銘(并序)	東 林 寺 經 藏 碑 銘 并 序 
T51n2095_005:1048c07	朝請郎試太常寺協律郎李肇撰。元和七	朝 請 郎 試 太 常 寺 協 律 郎 李 肇 撰 元 和 七 
T51n2095_005:1048c08	年歲次壬辰九月丙辰朔十五日庚午建。	年 歲 次 壬 辰 九 月 丙 辰 朔 十 五 日 庚 午 建 
T51n2095_005:1048c09	大中十三年七月八日。鄉貢進士馮譔再	大 中 十 三 年 七 月 八 日 鄉 貢 進 士 馮 譔 再 
T51n2095_005:1048c10	書并篆額。	書 并 篆 額 
T51n2095_005:1048c11	唐故東林寺律大德粲公碑銘(并序)	唐 故 東 林 寺 律 大 德 粲 公 碑 銘 并 序 
T51n2095_005:1048c12	吉州司戶參軍員外置同正員許堯佐撰。	吉 州 司 戶 參 軍 員 外 置 同 正 員 許 堯 佐 撰 
T51n2095_005:1048c13	吳郡陸蔚之書并篆額。元和癸巳歲端午	吳 郡 陸 蔚 之 書 并 篆 額 元 和 癸 巳 歲 端 午 
T51n2095_005:1048c14	日建。大中八年七月二十二日再立。	日 建 大 中 八 年 七 月 二 十 二 日 再 立 
T51n2095_005:1048c15	廬山東林寺故臨壇大德塔銘(并序)	廬 山 東 林 寺 故 臨 壇 大 德 塔 銘 并 序 
T51n2095_005:1048c16	元和十年冬十月劉軻撰。門弟子雲臯書。	元 和 十 年 冬 十 月 劉 軻 撰 門 弟 子 雲 臯 書 
T51n2095_005:1048c17	大中八年七月十五重立。	大 中 八 年 七 月 十 五 重 立 
T51n2095_005:1048c18	唐廬山興果寺律大德湊公塔碣銘(并序)	唐 廬 山 興 果 寺 律 大 德 湊 公 塔 碣 銘 并 序 
T51n2095_005:1048c19	忠州刺史白居易篹　僧雲臯書。長慶二	忠 州 刺 史 白 居 易 篹 僧 雲 臯 書 長 慶 二 
T51n2095_005:1048c20	年閏十月一日建。大中八年七月十五日	年 閏 十 月 一 日 建 大 中 八 年 七 月十五日 
T51n2095_005:1048c21	重立。	重 立 
T51n2095_005:1048c22	唐故東林寺律大師石墳哀誌銘(并序)	唐 故 東 林 寺 律 大 師 石 墳 哀 誌 銘 并 序 
T51n2095_005:1048c23	上谷侯高篹　僧雲臯書。長慶甲辰歲五	上 谷 侯 高 篹 僧 雲 臯 書 長 慶 甲 辰 歲 五 
T51n2095_005:1048c24	月十三日樹。	月 十 三 日 樹 
T51n2095_005:1048c25	唐栖霞寺故大德玭律師碑(并序)	唐 栖 霞 寺 故 大 德 玭 律 師 碑 并 序 
T51n2095_005:1048c26	福建觀察支使朝議郎監察御史裏行上柱	福 建 觀 察 支 使 朝 議 郎 監 察 御 史 裏 行 上 柱 
T51n2095_005:1048c27	國劉軻篹　沙門雲臯書　攝洪州都督府	國 劉 軻 篹 沙 門 雲 臯 書 攝 洪 州 都 督 府 
T51n2095_005:1048c28	士曹參軍　宣議郎前行舒州懷寧縣尉齊	士 曹 參 軍 宣 議 郎 前 行 舒 州 懷 寧 縣 尉 齊 
T51n2095_005:1048c29	餘篆額。大和四年七月十一日建。大中八	餘 篆 額 大 和 四 年 七 月 十 一 日 建 大 中 八 
T51n2095_005:1049a01	年七月二十三日再立　碑陰有曹汾詩。會	年 七 月 二 十 三 日 再 立 碑 陰 有 曹 汾 詩 會 
T51n2095_005:1049a02	昌三年七月十三日題。	昌 三 年 七 月 十 三 日 題 
T51n2095_005:1049a03	東林寺白氏文集記	東 林 寺 白 氏 文 集 記 
T51n2095_005:1049a04	大和九年夏。太子賓客晉陽縣開國男大	大 和 九 年 夏 太 子 賓 客 晉 陽 縣 開 國 男 大 
T51n2095_005:1049a05	原白居易樂天記　朝散大夫守江州刺史	原 白 居 易 樂 天 記 朝 散 大 夫 守 江 州 刺 史 
T51n2095_005:1049a06	上柱國趙蕃奉侍郎命建碣　僧雲臯書。	上 柱 國 趙 蕃 奉 侍 郎 命 建 碣 僧 雲 臯 書 
T51n2095_005:1049a07	唐廬山東林寺故寶稱大律師塔碑	唐 廬 山 東 林 寺 故 寶 稱 大 律 師 塔 碑 
T51n2095_005:1049a08	朝議郎守祕書丞史館修撰。上柱國劉軻	朝 議 郎 守 祕 書 丞 史 館 修 撰 上 柱 國 劉 軻 
T51n2095_005:1049a09	撰　守江州司戶參軍員外置同正員陳去	撰 守 江 州 司 戶 參 軍 員 外 置 同 正 員 陳 去 
T51n2095_005:1049a10	疾書　前振武節度參謀試太常寺奉禮郎	疾 書 前 振 武 節 度 參 謀 試 太 常 寺 奉 禮 郎 
T51n2095_005:1049a11	李廷彥篆額　開成四年四月二十七日建。	李 廷 彥 篆 額 開 成 四 年 四 月 二 十 七 日 建 
T51n2095_005:1049a12	大中八年七月二十三日再立。	大 中 八 年 七 月 二 十 三 日 再 立 
T51n2095_005:1049a13	廬山東林寺觀音方丈記	廬 山 東 林 寺 觀 音 方 丈 記 
T51n2095_005:1049a14	唐大中六年壬申春二月十五日。江夏僧	唐 大 中 六 年 壬 申 春 二 月十五日 江 夏 僧 
T51n2095_005:1049a15	元楚記　東夷溟島太玄谷冲寂野叟書。	元 楚 記 東 夷 溟 島 太 玄 谷 冲 寂 野 叟 書 
T51n2095_005:1049a16	唐撫州景雲寺故律大德上弘和尚石塔碑銘	唐 撫 州 景 雲 寺 故 律 大 德 上 弘 和 尚 石 塔 碑 銘 
T51n2095_005:1049a17	(并序)	 并 序 
T51n2095_005:1049a18	江州司馬白居易篹　攝淮南觀察試大理	江 州 司 馬 白 居 易 篹 攝 淮 南 觀 察 試 大 理 
T51n2095_005:1049a19	評事兼監察御史李克恭書　淮南節度參	評 事 兼 監 察 御 史 李 克 恭 書 淮 南 節 度 參 
T51n2095_005:1049a20	謀監察御史裏行段全緯篆額　大中八年	謀 監 察 御 史 裏 行 段 全 緯 篆 額 大 中 八 年 
T51n2095_005:1049a21	七月十五日重立。	七 月十五日 重 立 
T51n2095_005:1049a22	復東林寺碑銘	復 東 林 寺 碑 銘 
T51n2095_005:1049a23	湖南都團練觀察處置等使中大夫使持節	湖 南 都 團 練 觀 察 處 置 等 使 中 大 夫 使 持 節 
T51n2095_005:1049a24	都督潭州諸軍事守潭州刺史金紫光祿大	都 督 潭 州 諸 軍 事 守 潭 州 刺 史 金 紫 光 祿 大 
T51n2095_005:1049a25	夫左散騎常侍上柱國河東郡開國公食邑	夫 左 散 騎 常 侍 上 柱 國 河 東 郡 開 國 公 食 邑 
T51n2095_005:1049a26	二千戶柳公權書　唐大中十一年歲次丁	二 千 戶 柳 公 權 書 唐 大 中 十 一 年 歲 次 丁 
T51n2095_005:1049a27	丑四月戊辰朔二十六日癸巳建。	丑 四 月 戊 辰 朔 二 十 六 日 癸 巳 建 
T51n2095_005:1049a28	東林寺經藏碑陰記	東 林 寺 經 藏 碑 陰 記 
T51n2095_005:1049a29	朝議郎撿挍尚書上部郎中使持節撫州諸	朝 議 郎 撿 挍 尚 書 上 部 郎 中 使 持 節 撫 州 諸 
T51n2095_005:1049b01	軍事守撫州刺史兼侍御史柱國賜緋魚袋	軍 事 守 撫 州 刺 史 兼 侍 御 史 柱 國 賜 緋 魚 袋 
T51n2095_005:1049b02	蔡京撰　大中十四年五月二十九日建	蔡 京 撰 大 中 十 四 年 五 月 二 十 九 日 建 
T51n2095_005:1049b03	故江西道觀察使武陽公韋公寫真讚	故 江 西 道 觀 察 使 武 陽 公 韋 公 寫 真 讚 
T51n2095_005:1049b04	從外姪孫攝鎮南軍節度副使朝散大夫使	從 外 姪 孫 攝 鎮 南 軍 節 度 副 使 朝 散 大 夫 使 
T51n2095_005:1049b05	持節江州諸軍事守江州刺史上柱國苗紳	持 節 江 州 諸 軍 事 守 江 州 刺 史 上 柱 國 苗 紳 
T51n2095_005:1049b06	撰　咸通八年四月八日書	撰 咸 通 八 年 四 月 八 日 書 
T51n2095_005:1049b07	大唐廬山重建東林寺故禪大德公碑銘	大 唐 廬 山 重 建 東 林 寺 故 禪 大 德 公 碑 銘 
T51n2095_005:1049b08	(并序)	 并 序 
T51n2095_005:1049b09	朝散大夫使持節江州諸軍事守江州刺史	朝 散 大 夫 使 持 節 江 州 諸 軍 事 守 江 州 刺 史 
T51n2095_005:1049b10	柱國賜紫金魚苗紳撰。朝議郎前行國子	柱 國 賜 紫 金 魚 苗 紳 撰 朝 議 郎 前 行 國 子 
T51n2095_005:1049b11	大學博士柱國裴光遠書并篆額　咸通九	大 學 博 士 柱 國 裴 光 遠 書 并 篆 額 咸 通 九 
T51n2095_005:1049b12	年歲次戊子十二月庚申朔十三日壬申建	年 歲 次 戊 子 十 二 月 庚 申 朔 十 三 日 壬 申 建 
T51n2095_005:1049b13	廣平公舊因紀	廣 平 公 舊 因 紀 
T51n2095_005:1049b14	宣歙節度掌書記將仕郎試大理評事賜緋	宣 歙 節 度 掌 書 記 將 仕 郎 試 大 理 評 事 賜 緋 
T51n2095_005:1049b15	魚袋薛正己撰　銀青光祿大夫前守慶州	魚 袋 薛 正 己 撰 銀 青 光 祿 大 夫 前 守 慶 州 
T51n2095_005:1049b16	司馬兼殿中侍御史劉詢書并篆額　江西	司 馬 兼 殿 中 侍 御 史 劉 詢 書 并 篆 額 江 西 
T51n2095_005:1049b17	監軍使中散大夫行內省內侍員外置同正	監 軍 使 中 散 大 夫 行 內 省 內 侍 員 外 置 同 正 
T51n2095_005:1049b18	員上柱國賜紫金魚袋宋師錫建。光啟二	員 上 柱 國 賜 紫 金 魚 袋 宋 師 錫 建 光 啟 二 
T51n2095_005:1049b19	年六月二十一日	年 六 月 二 十 一 日 
T51n2095_005:1049b20	廬山東林寺大師堂記	廬 山 東 林 寺 大 師 堂 記 
T51n2095_005:1049b21	大和三年。奉化軍節度江州觀察處置等	大 和 三 年 奉 化 軍 節 度 江 州 觀 察 處 置 等 
T51n2095_005:1049b22	使特進撿挍太尉兼侍中使持節江州諸軍	使 特 進 撿 挍 太 尉 兼 侍 中 使 持 節 江 州 諸 軍 
T51n2095_005:1049b23	事守江州刺史上柱國德化王食邑三千戶	事 守 江 州 刺 史 上 柱 國 德 化 王 食 邑 三 千 戶 
T51n2095_005:1049b24	楊澈節度推官通判軍府公事朝議郎撿挍	楊 澈 節 度 推 官 通 判 軍 府 公 事 朝 議 郎 撿 挍 
T51n2095_005:1049b25	尚書禮部員外即兼侍御史雲騎尉賜紫金	尚 書 禮 部 員 外 即 兼 侍 御 史 雲 騎 尉 賜 紫 金 
T51n2095_005:1049b26	魚袋元皓節度巡官將仕郎試大理評事掌	魚 袋 元 皓 節 度 巡 官 將 仕 郎 試 大 理 評 事 掌 
T51n2095_005:1049b27	奏賜緋魚袋倪匡明書并篆額	奏 賜 緋 魚 袋 倪 匡 明 書 并 篆 額 
T51n2095_005:1049b28	德化王於東林寺重置白氏文集記(并序)	德 化 王 於 東 林 寺 重 置 白 氏 文 集 記 并 序 
T51n2095_005:1049b29	攝觀風幕巡吏試蘭臺郎余文貞書。大和	攝 觀 風 幕 巡 吏 試 蘭 臺 郎 余 文 貞 書 大 和 
T51n2095_005:1049c01	六年歲次甲午八月己巳朔十二日庚辰。管	六 年 歲 次 甲 午 八 月 己 巳 朔 十 二 日 庚 辰 管 
T51n2095_005:1049c02	內僧正講經論大德賜紫金沙門匡白記。	內 僧 正 講 經 論 大 德 賜 紫 金 沙 門 匡 白 記 
T51n2095_005:1049c03	節度巡官刺州司公事賜紫金魚袋倪匡明	節 度 巡 官 刺 州 司 公 事 賜 紫 金 魚 袋 倪 匡 明 
T51n2095_005:1049c04	篆額	篆 額 
T51n2095_005:1049c05	彌勒菩薩上生殿記	彌 勒 菩 薩 上 生 殿 記 
T51n2095_005:1049c06	將仕郎守江州司士參軍掌表奏試祕書省	將 仕 郎 守 江 州 司 士 參 軍 掌 表 奏 試 祕 書 省 
T51n2095_005:1049c07	正字楊弼撰　保大三年二月二十日翊聖	正 字 楊 弼 撰 保 大 三 年 二 月 二 十 日 翊 聖 
T51n2095_005:1049c08	功臣江州都團練觀察處置等使金紫光祿	功 臣 江 州 都 團 練 觀 察 處 置 等 使 金 紫 光 祿 
T51n2095_005:1049c09	大夫撿挍太保守刺史京兆縣開國子食邑	大 夫 撿 挍 太 保 守 刺 史 京 兆 縣 開 國 子 食 邑 
T51n2095_005:1049c10	五百戶杜昌業建　功德主講論大德慕莊	五 百 戶 杜 昌 業 建 功 德 主 講 論 大 德 慕 莊 
T51n2095_005:1049c11	書	書 
T51n2095_005:1049c12	上方禪師舍利塔記	上 方 禪 師 舍 利 塔 記 
T51n2095_005:1049c13	朝散大夫行尚書水部員外郎武騎尉彭撰	朝 散 大 夫 行 尚 書 水 部 員 外 郎 武 騎 尉 彭 撰 
T51n2095_005:1049c14	并題額　銀青光祿大夫撿挍國子祭酒兼	并 題 額 銀 青 光 祿 大 夫 撿 挍 國 子 祭 酒 兼 
T51n2095_005:1049c15	監察御史上柱國伊從道書　保大十四年	監 察 御 史 上 柱 國 伊 從 道 書 保 大 十 四 年 
T51n2095_005:1049c16	丙辰十月庚申建	丙 辰 十 月 庚 申 建 
T51n2095_005:1049c17	西林寺	西 林 寺 
T51n2095_005:1049c18	西林寺道場碑文	西 林 寺 道 場 碑 文 
T51n2095_005:1049c19	大隋國太常博士渤海歐陽詢撰　大業十	大 隋 國 太 常 博 士 渤 海 歐 陽 詢 撰 大 業 十 
T51n2095_005:1049c20	三年歲在丁丑十月戊寅朔十五日壬辰樹	三 年 歲 在 丁 丑 十 月 戊 寅 朔 十 五 日 壬 辰 樹 
T51n2095_005:1049c21	永泰丙午歲。顏真卿題其碑額。凡一百二	永 泰 丙 午 歲 顏 真 卿 題 其 碑 額 凡 一 百 二 
T51n2095_005:1049c22	十字。碑陰有大中十年五人題名。	十 字 碑 陰 有 大 中 十 年 五 人 題 名 
T51n2095_005:1049c23	唐故廬山西林寺水閣院律大德齊朗和尚碑	唐 故 廬 山 西 林 寺 水 閣 院 律 大 德 齊 朗 和 尚 碑 
T51n2095_005:1049c24	(并序)	 并 序 
T51n2095_005:1049c25	前廣文館進士鄭素卿篹。安定沙門道真	前 廣 文 館 進 士 鄭 素 卿 篹 安 定 沙 門 道 真 
T51n2095_005:1049c26	書　大和六年歲次壬子三月甲午朔六日	書 大 和 六 年 歲 次 壬 子 三 月 甲 午 朔 六 日 
T51n2095_005:1049c27	己巳樹　太中八年冬十一月二十七日再	己 巳 樹 太 中 八 年 冬 十 一 月 二 十 七 日 再 
T51n2095_005:1049c28	立(刻在碑陰)撿挍司封郎中守江州刺史裴諷。大	立 刻 在 碑 陰 撿 挍 司 封 郎 中 守 江 州 刺 史 裴 諷 大 
T51n2095_005:1049c29	中十四年四月八日。挈累同遊超華從行	中 十 四 年 四 月 八 日 挈 累 同 遊 超 華 從 行 
T51n2095_005:1050a01	(亦題碑陰)	 亦 題 碑 陰 
T51n2095_005:1050a02	簡寂觀	簡 寂 觀 
T51n2095_005:1050a03	廬山簡寂觀之碑	廬 山 簡 寂 觀 之 碑 
T51n2095_005:1050a04	司徒右長史太子僕建昌縣開國侯吳興沈	司 徒 右 長 史 太 子 僕 建 昌 縣 開 國 侯 吳 興 沈 
T51n2095_005:1050a05	旋作　梁天監十四年十一月立　唐保大	旋 作 梁 天 監 十 四 年 十 一 月 立 唐 保 大 
T51n2095_005:1050a06	十二年歲次甲寅正月十五日重建　安定	十 二 年 歲 次 甲 寅 正 月十五日 重 建 安 定 
T51n2095_005:1050a07	胡惟楚書并題額	胡 惟 楚 書 并 題 額 
T51n2095_005:1050a08	有唐廬山簡寂觀熊君尊師碣	有 唐 廬 山 簡 寂 觀 熊 君 尊 師 碣 
T51n2095_005:1050a09	門人三洞弟子朝散大夫使持節杭州諸軍	門 人 三 洞 弟 子 朝 散 大 夫 使 持 節 杭 州 諸 軍 
T51n2095_005:1050a10	事守杭州刺史柱國于德晦撰　范啇皓書。	事 守 杭 州 刺 史 柱 國 于 德 晦 撰 范 啇 皓 書 
