X25n0475_001:0071a03	 金剛鎞序	 金 剛 鎞 序 
X25n0475_002:0097c11	徵意云。來對去言。既曰如來。亦表其去。何以去來	徵 意 云 來 對 去 言 既 曰 如 來 亦 表 其 去 何 以 去 來 
X25n0475_002:0097c12	坐臥。便名不解義耶。釋云。如來者。非有所來。無所	坐 臥 便 名 不 解 義 耶 釋 云 如 來 者 非 有 所 來 無 所 
X25n0475_002:0097c13	從來也。既無從來。亦無所去。來去雙絕。故名如來。	從 來 也 既 無 從 來 亦 無 所 去 來 去 雙 絕 故 名 如 來 
X25n0475_002:0097c14	而以來去為如來者。豈解如來之義乎。如彌勒云。	而 以 來 去 為 如 來 者 豈 解 如 來 之 義 乎 如 彌 勒 云 
X25n0475_002:0097c15	去來化身佛。如來常不動。蓋見去來之動者。應機	去 來 化 身 佛 如 來 常 不 動 蓋 見 去 來 之 動 者 應 機 
X25n0475_002:0097c16	而有之。化身耳。若夫法身如來。亘古亘今。寂然不	而 有 之 化 身 耳 若 夫 法 身 如 來 亘 古 亘 今 寂 然 不 
X25n0475_002:0097c17	動。何去來之有。故上根之士。正對化身之時。如明	動 何 去 來 之 有 故 上 根 之 士 正 對 化 身 之 時 如 明 
X25n0475_002:0097c18	鏡之像。空谷之嚮。迎之莫知其所以來。追之罔識	鏡 之 像 空 谷 之 嚮 迎 之 莫 知 其 所 以 來 追 之 罔 識 
X25n0475_002:0097c19	其所以往。幽微玄渺。寂漠希夷。絕朕忘踪。故心思	其 所 以 往 幽 微 玄 渺 寂 漠 希 夷 絕 朕 忘 踪 故 心 思 
X25n0475_002:0097c20	之不可及。即化即法。非有二也。然則尚無出現之	之 不 可 及 即 化 即 法 非 有 二 也 然 則 尚 無 出 現 之 
X25n0475_002:0097c21	實佛。寧有受用之實事乎。疑可冰釋矣。	實 佛 寧 有 受 用 之 實 事 乎 疑 可 冰 釋 矣 
X25n0475_002:0097c22	△二十五斷法身化身一異疑二。初破所迷之境。	 二 十 五 斷 法 身 化 身 一 異 疑 二 初 破 所 迷 之 境 
X25n0475_002:0097c23	二遣能迷之心。初破所迷之境。	二 遣 能 迷 之 心 初 破 所 迷 之 境 
X25n0475_002:0097c24	須菩提。若善男子．善女人。以三千大千世界碎為微	須 菩 提 若 善 男 子 善 女 人 以 三千大千世界 碎 為 微 
X25n0475_002:0098a01	塵。於意云何。是微塵眾寧為多不。甚多。世尊。何以故。	塵 於意云何 是 微 塵 眾 寧 為 多 不 甚 多 世 尊 何 以 故 
X25n0475_002:0098a02	若是微塵眾實有者。佛則不說是微塵眾。所以者何。	若 是 微 塵 眾 實 有 者 佛 則 不 說 是 微 塵 眾 所以者何 
X25n0475_002:0098a03	佛說。微塵眾。則非微塵眾。是名微塵眾。世尊。如來所	佛 說 微 塵 眾 則 非 微 塵 眾 是 名 微 塵 眾 世 尊 如 來 所 
X25n0475_002:0098a04	說三千大千世界。則非世界。是名世界。何以故。若世	說 三千大千世界 則 非 世 界 是 名 世 界 何 以 故 若 世 
X25n0475_002:0098a05	界實有者。則是一合相。如來說。一合相。則非一合相。	界 實 有 者 則 是 一 合 相 如 來 說 一 合 相 則 非 一 合 相 
X25n0475_002:0098a06	是名一合相。須菩提。一合相者。則是不可說。但凡夫	是 名 一 合 相 須 菩 提 一 合 相 者 則 是 不 可 說 但 凡 夫 
X25n0475_002:0098a07	之人貪著其事。	之 人 貪 著 其 事 
X25n0475_002:0098a08	佛意謂。汝聞不可以相觀如來及佛無去來。則真	佛 意 謂 汝 聞 不 可 以 相 觀 如 來 及 佛 無 去 來 則 真 
X25n0475_002:0098a09	化似異。又聞遮斷滅之念。及顯不失福相。則真應	化 似 異 又 聞 遮 斷 滅 之 念 及 顯 不 失 福 相 則 真 應 
X25n0475_002:0098a10	似一。將無疑於一則不異。異則不一。一異云何兩	似 一 將 無 疑 於 一 則 不 異 異 則 不 一 一 異 云 何 兩 
X25n0475_002:0098a11	存耶。故即物以顯其非一非異。而舉三千大千世	存 耶 故 即 物 以 顯 其 非一非異 而 舉 三千大千 世 
X25n0475_002:0098a12	界等為言也。碎界為塵者。約大乘宗。知色唯識現。	界 等 為 言 也 碎 界 為 塵 者 約 大 乘 宗 知 色 唯 識 現 
X25n0475_002:0098a13	於觀行中。假想分析和合麤色。以至於極微。非若	於 觀 行 中 假 想 分 析 和 合 麤 色 以 至 於 極 微 非 若 
X25n0475_002:0098a14	小乘之實有塵可碎也。何以故者。徵謂何故說微	小 乘 之 實 有 塵 可 碎 也 何 以 故 者 徵 謂 何 故 說 微 
X25n0475_002:0098a15	塵耶。釋謂以無實體故。又徵意云。既微塵是空。又	塵 耶 釋 謂 以 無 實 體 故 又 徵 意 云 既 微 塵 是 空 又 
X25n0475_002:0098a16	說微塵者。何也。釋意云。佛所說者。即非實微塵。是	說 微 塵 者 何 也 釋 意 云 佛 所 說 者 即 非 實 微 塵 是 
X25n0475_002:0098a17	名空微塵也。又非惟所起微塵是空。即能起世界	名 空 微 塵 也 又 非 惟 所 起 微 塵 是 空 即 能 起 世 界 
X25n0475_002:0098a18	亦空。又復徵云。何故空耶。釋云。若世界不空。則是	亦 空 又 復 徵 云 何 故 空 耶 釋 云 若 世 界 不 空 則 是 
X25n0475_002:0098a19	實有一和合相矣。佛說一合相。即非實有之一合	實 有 一 和 合 相 矣 佛 說 一 合 相 即 非 實 有 之 一 合 
X25n0475_002:0098a20	相。是空無之一合相。既是空無。則無體可說。界歸	相 是 空 無 之 一 合 相 既 是 空 無 則 無 體 可 說 界 歸 
X25n0475_002:0098a21	於塵。無界可取。塵歸唯識。無塵可取。四蘊離念。無	於 塵 無 界 可 取 塵 歸 唯 識 無 塵 可 取 四 蘊 離 念 無 
X25n0475_002:0098a22	心可取。但凡夫之人。虗妄分別。取於五蘊之法。和	心 可 取 但 凡 夫 之 人 虗 妄 分 別 取 於 五 蘊 之 法 和 
X25n0475_002:0098a23	合之我。如彌勒云。但隨於音聲。凡夫取顛倒。故云	合 之 我 如 彌 勒 云 但 隨 於 音 聲 凡 夫 取 顛 倒 故 云 
X25n0475_002:0098a24	貪著其事。言迷於其理也。意以界喻真身。塵喻應	貪 著 其 事 言 迷 於 其 理 也 意 以 界 喻 真 身 塵 喻 應 
X25n0475_002:0098b01	身。塵因界碎。如應從真起。故非異。塵細界粗。如真	身 塵 因 界 碎 如 應 從 真 起 故 非 異 塵 細 界 粗 如 真 
X25n0475_002:0098b02	實應假。故非一。良以佛證真如法界。于非一處住。	實 應 假 故 非 一 良 以 佛 證 真 如 法 界 于 非 一 處 住 
X25n0475_002:0098b03	非異處住。如彌勒云。於是法界處。非一亦非異。世	非 異 處 住 如 彌 勒 云 於 是 法 界 處 非 一 亦 非 異 世 
X25n0475_002:0098b04	界作微塵。此喻示彼義。△二破能迷之心。	界 作 微 塵 此 喻 示 彼 義 二 破 能 迷 之 心 
X25n0475_002:0098b05	須菩提。若人言。佛說我見人見眾生見壽者見。須菩	須 菩 提 若 人 言 佛 說 我 見 人 見 眾 生 見 壽 者 見 須 菩 
X25n0475_002:0098b06	提。於意云何。是人解我所說義不。世尊。是人不解如	提 於意云何 是 人 解 我 所 說 義 不 世 尊 是 人 不 解 如 
X25n0475_002:0098b07	來所說義。何以故。世尊說我見人見眾生見壽者見。	來 所 說 義 何 以 故 世 尊 說 我 見 人 見 眾 生 見 壽 者 見 
X25n0475_002:0098b08	則非我見人見眾生見壽者見。是名我見人見眾生	則 非 我 見 人 見 眾 生 見 壽 者 見 是 名 我 見 人 見 眾 生 
X25n0475_002:0098b09	見壽者見。須菩提。發阿耨多羅三藐三菩提心者。於	見 壽 者 見 須 菩 提 發 阿耨多羅三藐三菩提 心 者 於 
X25n0475_002:0098b10	一切法。應如是知。如是見。如是信解。不生法相。須菩	一 切 法 應 如 是 知 如 是 見 如 是 信 解 不 生 法 相 須 菩 
X25n0475_002:0098b11	提。所言法相者。如來說即非法相。是名法相。	提 所 言 法 相 者 如 來 說 即 非 法 相 是 名 法 相 
X25n0475_002:0098b12	不解佛義者。以佛說我人見等。非是實有。但是假	不 解 佛 義 者 以 佛 說 我 人 見 等 非 是 實 有 但 是 假 
X25n0475_002:0098b13	名我人等見。以去我人見等耳。如彌勒云。非無二	名 我 人 等 見 以 去 我 人 見 等 耳 如 彌 勒 云 非 無 二 
X25n0475_002:0098b14	得道。遠離於我法。謂非去無我無法。離此二事而	得 道 遠 離 於 我 法 謂 非 去 無 我 無 法 離 此 二 事 而 
X25n0475_002:0098b15	得菩提也。發心者。應依奢摩他智屏息萬緣。唯心	得 菩 提 也 發 心 者 應 依 奢 摩 他 智 屏 息 萬 緣 唯 心 
X25n0475_002:0098b16	獨存而知。應依毗鉢舍那智觀察一切。微細推求。	獨 存 而 知 應 依 毗 鉢 舍 那 智 觀 察 一 切 微 細 推 求 
X25n0475_002:0098b17	歷歷分明而見。應依三摩提。定慧等持而勝解。如	歷 歷 分 明 而 見 應 依 三 摩 提 定 慧 等 持 而 勝 解 如 
X25n0475_002:0098b18	彌勒云。二智及三昧。如是得遠離。謂遠離我法諸	彌 勒 云 二 智 及 三 昧 如 是 得 遠 離 謂 遠 離 我 法 諸 
X25n0475_002:0098b19	障也。即非法相者。清淨心中。離性離相。如金非器。	障 也 即 非 法 相 者 清 淨 心 中 離 性 離 相 如 金 非 器 
X25n0475_002:0098b20	是名法相者。性起為相。不離於性。如器不離金。然	是 名 法 相 者 性 起 為 相 不 離 於 性 如 器 不 離 金 然 
X25n0475_002:0098b21	佛意是總顯所迷之境。境本非實。能述之心。心元	佛 意 是 總 顯 所 迷 之 境 境 本 非 實 能 述 之 心 心 元 
X25n0475_002:0098b22	是空。心境既已了然。法界自然顯現。真應二身。一	是 空 心 境 既 已 了 然 法 界 自 然 顯 現 真 應 二 身 一 
X25n0475_002:0098b23	異云乎哉。	異 云 乎 哉 
X25n0475_002:0098b24	△二十六斷化身說法無福疑二。初明說法功德。	 二 十 六 斷 化 身 說 法 無 福 疑 二 初 明 說 法 功 德 
X25n0475_002:0098c01	二明說法離染。初明說法功德。	二 明 說 法 離 染 初 明 說 法 功 德 
X25n0475_002:0098c02	須菩提。若有人滿無量阿僧祗世界七寶持用布施。	須 菩 提 若 有 人 滿 無 量 阿 僧 祗 世 界 七 寶 持用布施 
X25n0475_002:0098c03	若有善男子．善女人。發菩薩心者。持於此經。乃至四	若 有 善 男 子 善 女 人 發 菩 薩 心 者 持 於 此 經 乃 至 四 
X25n0475_002:0098c04	句偈等。受持讀誦。為人演說。其福勝彼。	句 偈 等 受持讀誦 為 人 演 說 其 福 勝 彼 
X25n0475_002:0098c05	佛意謂。汝聞真化一異俱非。又將無疑非一則化	佛 意 謂 汝 聞 真 化 一 異 俱 非 又 將 無 疑 非 一 則 化 
X25n0475_002:0098c06	為虗假。非異則冥合歸真。法身既即化身。化身終	為 虗 假 非 異 則 冥 合 歸 真 法 身 既 即 化 身 化 身 終 
X25n0475_002:0098c07	無自體。能說之佛既虗。所說之教寧實。持此不實	無 自 體 能 說 之 佛 既 虗 所 說 之 教 寧 實 持 此 不 實 
X25n0475_002:0098c08	之教。福將安在耶。故顯說法之德。舉滿界寶施。不	之 教 福 將 安 在 耶 故 顯 說 法 之 德 舉 滿 界 寶 施 不 
X25n0475_002:0098c09	足以較其勝也。發菩薩心者。揀非餘人。如是之人。	足 以 較 其 勝 也 發 菩 薩 心 者 揀 非 餘 人 如 是 之 人 
X25n0475_002:0098c10	持說四句偈等。勝彼無量寶施之福。安得無福。如	持 說 四 句 偈 等 勝 彼 無 量 寶 施 之 福 安 得 無 福 如 
X25n0475_002:0098c11	彌勒云。化身示現福。非無無盡福。△二明說法離	彌 勒 云 化 身 示 現 福 非 無 無 盡 福 二 明 說 法 離 
X25n0475_002:0098c12	染。	染 
X25n0475_002:0098c13	云何為人演說。不取於相。如如不動。	云 何 為 人 演 說 不 取 於 相 如 如 不 動 
X25n0475_002:0098c14	承上演說能得勝福。然必如何演說而可以得勝	承 上 演 說 能 得 勝 福 然 必 如 何 演 說 而 可 以 得 勝 
X25n0475_002:0098c15	福耶。故云。不取于相。如如不動。不動者。謂如來說	福 耶 故 云 不 取 于 相 如 如 不 動 不 動 者 謂 如 來 說 
X25n0475_002:0098c16	法。皆如真如之理。遠離生滅之相。寂然不動也。傳	法 皆 如 真 如 之 理 遠 離 生 滅 之 相 寂 然 不 動 也 傳 
X25n0475_002:0098c17	授之人。要皆如是。既如其法。福乃無邊。何疑持說	授 之 人 要 皆 如 是 既 如 其 法 福 乃 無 邊 何 疑 持 說 
X25n0475_002:0098c18	無福德耶。如彌勒云。諸佛說法時。不言是化身。以	無 福 德 耶 如 彌 勒 云 諸 佛 說 法 時 不 言 是 化 身 以 
X25n0475_002:0098c19	不如是說。是故彼說正。意謂若言是化。則人無敬	不 如 是 說 是 故 彼 說 正 意 謂 若 言 是 化 則 人 無 敬 
X25n0475_002:0098c20	心。所說之法。豈肯信受。由不說故。人皆崇奉。所說	心 所 說 之 法 豈 肯 信 受 由 不 說 故 人 皆 崇 奉 所 說 
X25n0475_002:0098c21	之教。咸皆受持。無漏之福。自然無量。夫不言是化。	之 教 咸 皆 受 持 無 漏 之 福 自 然 無 量 夫 不 言 是 化 
X25n0475_002:0098c22	則化全是法可知矣。又如如不動了無分別。即古	則 化 全 是 法 可 知 矣 又 如 如 不 動 了 無 分 別 即 古 
X25n0475_002:0098c23	人所謂却是虗空講得者是也。若夫以生滅心。說	人 所 謂 却 是 虗 空 講 得 者 是 也 若 夫 以 生 滅 心 說 
X25n0475_002:0098c24	實相法。則不勝其妄。不勝其染汙矣。況間以名利	實 相 法 則 不 勝 其 妄 不 勝 其 染 汙 矣 況 間 以 名 利 
X25n0475_002:0099a01	之心乎哉。不惟無福。而害實隨之。曇師黑門之報。	之 心 乎 哉 不 惟 無 福 而 害 實 隨 之 曇 師 黑 門 之 報 
X25n0475_002:0099a02	可懼也已。	可 懼 也 已 
X25n0475_002:0099a03	△二十七斷入寂如何說法疑。	 二 十 七 斷 入 寂 如 何 說 法 疑 
X25n0475_002:0099a04	何以故。一切有為法。如夢幻泡影。如露亦如電。應作	何 以 故 一 切 有 為 法 如 夢 幻 泡 影 如 露 亦 如 電 應 作 
X25n0475_002:0099a05	如是觀。	如 是 觀 
X25n0475_002:0099a06	佛意謂。化身雖有說法。然以無所從來故名如來。	佛 意 謂 化 身 雖 有 說 法 然 以 無所從來 故 名 如 來 
X25n0475_002:0099a07	則佛又常涅槃矣。將無疑涅槃寂靜。說法喧動。動	則 佛 又 常 涅 槃 矣 將 無 疑 涅槃寂靜 說 法 喧 動 動 
X25n0475_002:0099a08	寂相反。云何佛常說法而不礙于涅槃耶。故云一	寂 相 反 云 何 佛 常 說 法 而 不 礙 于 涅 槃 耶 故 云 一 
X25n0475_002:0099a09	切有為法等也。意以佛有妙觀察智。觀諸法空。如	切 有 為 法 等 也 意 以 佛 有 妙觀察智 觀 諸 法 空 如 
X25n0475_002:0099a10	夢幻等。雖現說法。似有為相。而常安住於至寂無	夢 幻 等 雖 現 說 法 似 有 為 相 而 常 安 住 於 至 寂 無 
X25n0475_002:0099a11	為之理。涉有不住於有。觀空不著於空。寂而常用。	為 之 理 涉 有 不 住 於 有 觀 空 不 著 於 空 寂 而 常 用 
X25n0475_002:0099a12	用而常寂。復何礙耶。又夢幻泡影。皆喻本空。如露	用 而 常 寂 復 何 礙 耶 又 夢 幻 泡 影 皆 喻 本 空 如 露 
X25n0475_002:0099a13	如電。同彰迅滅。使悟本空。則不住諸相。俾能知生	如 電 同 彰 迅 滅 使 悟 本 空 則 不 住 諸 相 俾 能 知 生 
X25n0475_002:0099a14	滅。乃警策修行。妙符破相之宗。巧示忘情之觀。亦	滅 乃 警 策 修 行 妙 符 破 相 之 宗 巧 示 忘 情 之 觀 亦 
X25n0475_002:0099a15	可不作斷疑。但是解釋不取相等。以觀諸有為如	可 不 作 斷 疑 但 是 解 釋 不 取 相 等 以 觀 諸 有 為 如 
X25n0475_002:0099a16	夢如幻。自不取不著。契合真如。無有分別動搖矣。	夢 如 幻 自 不 取 不 著 契 合 真 如 無有分別 動 搖 矣 
X25n0475_002:0099a17	雖然。經對凡夫執為一定確有之法。故曰如夢如	雖 然 經 對 凡 夫 執 為 一 定 確 有 之 法 故 曰 如 夢 如 
X25n0475_002:0099a18	幻等耳。若夫據實而談。有為是夢。何以如夢如電	幻 等 耳 若 夫 據 實 而 談 有 為 是 夢 何 以 如 夢 如 電 
X25n0475_002:0099a19	為耶。故曰。何須更見浮生事。秪此浮生是夢中。然	為 耶 故 曰 何 須 更 見 浮 生 事 秪 此 浮 生 是 夢 中 然 
X25n0475_002:0099a20	則三界夢也。十方夢也。迷固夢也。悟亦夢也。三乘	則 三 界 夢 也 十 方 夢 也 迷 固 夢 也 悟 亦 夢 也 三 乘 
X25n0475_002:0099a21	十地菩提涅槃。何往而非夢也耶。唯夢夢者。不可	十 地 菩 提 涅 槃 何 往 而 非 夢 也 耶 唯 夢 夢 者 不 可 
X25n0475_002:0099a22	以夢名耳。說法者常住於一漚未發之先。一念未	以 夢 名 耳 說 法 者 常 住 於 一 漚 未 發 之 先 一 念 未 
X25n0475_002:0099a23	萌之際。因物現形。隨機說法。自然虗靈寂照。不求	萌 之 際 因 物 現 形 隨 機 說 法 自 然 虗 靈 寂 照 不 求 
