T42n1827_001:0232a03	百論序疏	百 論 序 疏 
T42n1827_003:0291a11	外人正舉生相證有法體。是故正破生相	外 人 正 舉 生 相 證 有 法 體 是 故 正 破 生 相 
T42n1827_003:0291a12	明不能生法體。又生者離法體外別有生	明 不 能 生 法 體 又 生 者 離 法 體 外 別 有 生 
T42n1827_003:0291a13	相。如毘曇之流。無生者離法體外無別生	相 如 毘 曇 之 流 無 生 者 離 法 體 外 無 別 生 
T42n1827_003:0291a14	相。如即法沙門之例。又生者計生相是有	相 如 即 法 沙 門 之 例 又 生 者 計 生 相 是 有 
T42n1827_003:0291a15	為也。如數論之流。無生者計生相是無為。	為 也 如 數 論 之 流 無 生 者 計 生 相 是 無 為 
T42n1827_003:0291a16	如毘婆闍婆提之流。此即法離法有為無為	如 毘 婆 闍 婆 提 之 流 此 即 法 離 法 有 為 無 為 
T42n1827_003:0291a17	並不能生法體。文具含此破意。注釋為二。初	並 不 能 生 法 體 文 具 含 此 破 意 注 釋 為 二 初 
T42n1827_003:0291a18	就生相有無不能生法體。次明法體有無生	就 生 相 有 無 不 能 生 法 體 次 明 法 體 有 無 生 
T42n1827_003:0291a19	相不能生。以天親有此二意故前作兩義釋	相 不 能 生 以 天 親 有 此 二 意 故 前 作 兩 義 釋 
T42n1827_003:0291a20	之。若有生者。此牒偈本中生字。因中前有因	之 若 有 生 者 此 牒 偈 本 中 生 字 因 中 前 有 因 
T42n1827_003:0291a21	中前無下此釋偈本中不生字。縱汝有生相。	中 前 無 下 此 釋 偈 本 中 不 生 字 縱 汝 有 生 相 
T42n1827_003:0291a22	因中前有果不須生相生。因中先無果生相	因 中 前 有 果 不 須 生 相 生 因 中 先 無 果 生 相 
T42n1827_003:0291a23	不能生。故無生相也。何況無生下釋偈本	不 能 生 故 無 生 相 也 何 況 無 生 下 釋 偈 本 
T42n1827_003:0291a24	中無生字。以有生相於有果無果尚不能生	中 無 生 字 以 有 生 相 於 有 果 無 果 尚 不 能 生 
T42n1827_003:0291a25	法體。況無生相能生法體也。汝若有瓶生下	法 體 況 無 生 相 能 生 法 體 也 汝 若 有 瓶 生 下 
T42n1827_003:0291a26	第二就法體已有未有生相不能生。就此中	第 二 就 法 體 已 有 未 有 生 相 不 能 生 就 此 中 
T42n1827_003:0291a27	有兩復次。就瓶有二初。泥有二後。顯法體有	有 兩 復 次 就 瓶 有 二 初 泥 有 二 後 顯 法 體 有 
T42n1827_003:0291a28	無。明生相不能生。瓶有二初者。一瓶初成竟	無 明 生 相 不 能 生 瓶 有 二 初 者 一 瓶 初 成 竟 
T42n1827_003:0291a29	名為瓶初。此是已有不須生相生。二始造瓶	名 為 瓶 初 此 是 已 有 不 須 生 相 生 二 始 造 瓶 
T42n1827_003:0291b01	初名之為初。此是未有生相不能生。泥有二	初 名 之 為 初 此 是 未 有 生 相 不 能 生 泥 有 二 
T42n1827_003:0291b02	後者。一是用泥盡竟名為泥後。此是已有不	後 者 一 是 用 泥 盡 竟 名 為 泥 後 此 是 已 有 不 
T42n1827_003:0291b03	須生相生。二是作泥始竟名為泥後。此是未	須 生 相 生 二 是 作 泥 始 竟 名 為 泥 後 此 是 未 
T42n1827_003:0291b04	有生相不能生。而文初復次明一初一後。	有 生 相 不 能 生 而 文 初 復 次 明 一 初 一 後 
T42n1827_003:0291b05	謂瓶初成及造泥始竟。就此二門撿無生瓶	謂 瓶 初 成 及 造 泥 始 竟 就 此 二 門 撿 無 生 瓶 
T42n1827_003:0291b06	之生。第二復次就用泥盡後及始作瓶初。此	之 生 第 二 復 次 就 用 泥 盡 後 及 始 作 瓶 初 此 
T42n1827_003:0291b07	是一已一未。驗無生瓶之生。就初又三。一	是 一 已 一 未 驗 無 生 瓶 之 生 就 初 又 三 一 
T42n1827_003:0291b08	牒二定三破。汝若有瓶生者。縱生牒外人有	牒 二 定 三 破 汝 若 有 瓶 生 者 縱 生 牒 外 人 有 
T42n1827_003:0291b09	生瓶之生也。瓶初瓶時下開二關定也。瓶初	生 瓶 之 生 也 瓶 初 瓶 時 下 開 二 關 定 也 瓶 初 
T42n1827_003:0291b10	者作瓶成初也。瓶時者既是瓶成即是瓶時	者 作 瓶 成 初 也 瓶 時 者 既 是 瓶 成 即 是 瓶 時 
T42n1827_003:0291b11	也。為泥團後者造泥始竟名為泥後。非瓶時	也 為 泥 團 後 者 造 泥 始 竟 名 為 泥 後 非 瓶 時 
T42n1827_003:0291b12	者既是泥團未有於瓶故云非瓶時也。若瓶	者 既 是 泥 團 未 有 於 瓶 故 云 非 瓶 時 也 若 瓶 
T42n1827_003:0291b13	初下第三雙難。即為兩別。初又四。一牒。是事	初 下 第 三 雙 難 即 為 兩 別 初 又 四 一 牒 是 事 
T42n1827_003:0291b14	不然下總非。何以故下正作難。既是瓶竟則	不 然 下 總 非 何 以 故 下 正 作 難 既 是 瓶 竟 則 
T42n1827_003:0291b15	已有不須生相生也。是初中後共相因待者	已 有 不 須 生 相 生 也 是 初 中 後 共 相 因 待 者 
T42n1827_003:0291b16	釋成難也。此用瓶口成為初造。瓶腹成為中。	釋 成 難 也 此 用 瓶 口 成 為 初 造 瓶 腹 成 為 中 
T42n1827_003:0291b17	瓶底成為後。若無中後則無初者。無有底腹	瓶 底 成 為 後 若 無 中 後 則 無 初 者 無 有 底 腹 
T42n1827_003:0291b18	即無口也。若有瓶初必有中後者。既有瓶口	即 無 口 也 若 有 瓶 初 必 有 中 後 者 既 有 瓶 口 
T42n1827_003:0291b19	必有底腹。是故瓶已先有者第四結難。若泥	必 有 底 腹 是 故 瓶 已 先 有 者 第 四 結 難 若 泥 
T42n1827_003:0291b20	團後釋第二亦四。一牒。是亦不然第二總非。	團 後 釋 第 二 亦 四 一 牒 是 亦 不 然 第 二 總 非 
T42n1827_003:0291b21	何以故下第三正難。若瓶無初中後者釋成	何 以 故 下 第 三 正 難 若 瓶 無初中後 者 釋 成 
T42n1827_003:0291b22	難。意泥既始成未有瓶口底腹也。若無瓶下	難 意 泥 既 始 成 未 有 瓶 口 底 腹 也 若 無 瓶 下 
T42n1827_003:0291b23	第四結難。復次下第二就泥後瓶初責無瓶	第 四 結 難 復 次 下 第 二 就 泥 後 瓶 初 責 無 瓶 
T42n1827_003:0291b24	生。又三。一牒能生。若泥團後第二定。泥團後	生 又 三 一 牒 能 生 若 泥 團 後 第 二 定 泥 團 後 
T42n1827_003:0291b25	者用泥盡後也。瓶時者。用泥既盡後瓶則已	者 用 泥 盡 後 也 瓶 時 者 用 泥 既 盡 後 瓶 則 已 
T42n1827_003:0291b26	成故云瓶時。若瓶初泥團時者。始欲造底故	成 故 云 瓶 時 若 瓶 初 泥 團 時 者 始 欲 造 底 故 
T42n1827_003:0291b27	名瓶初。猶是泥團名泥團時。泥團後下第三	名 瓶 初 猶 是 泥 團 名 泥 團 時 泥 團 後 下 第 三 
T42n1827_003:0291b28	作難破二。即二文易見也。外曰生時生故無	作 難 破 二 即 二 文 易 見 也 外 曰 生 時 生 故 無 
T42n1827_003:0291b29	咎。上就二門已未破之。一就生相已未不能	咎 上 就 二 門 已 未 破 之 一 就 生 相 已 未 不 能 
T42n1827_003:0291c01	生法體。次就法體明於已未生相不能生外	生 法 體 次 就 法 體 明 於 已 未 生 相 不 能 生 外 
T42n1827_003:0291c02	今避二種已未立生時有生。正量部人多用	今 避 二 種 已 未 立 生 時 有 生 正 量 部 人 多 用 
T42n1827_003:0291c03	此義。內曰生時亦如是者。點於生時還同已	此 義 內 曰 生 時 亦 如 是 者 點 於 生 時 還 同 已 
T42n1827_003:0291c04	未。生時始起未全。始起謂半有。未全則半	未 生 時 始 起 未 全 始 起 謂 半 有 未 全 則 半 
T42n1827_003:0291c05	空。故還同已未。外生曰成一義故。自上已來	空 故 還 同 已 未 外 生 曰 成 一 義 故 自 上 已 來 
T42n1827_003:0291c06	二問答。初一問答破已未生。次問答破生時	二 問 答 初 一 問 答 破 已 未 生 次 問 答 破 生 時 
T42n1827_003:0291c07	生。都破三時生竟。夫論有生不出三世。三世	生 都 破 三 時 生 竟 夫 論 有 生 不 出 三 世 三 世 
T42n1827_003:0291c08	既無生義盡矣。外理屈辭窮無以能救。但就	既 無 生 義 盡 矣 外 理 屈 辭 窮 無 以 能 救 但 就 
T42n1827_003:0291c09	眼見而立見瓶現成。即是生也。內曰若爾生	眼 見 而 立 見 瓶 現 成 即 是 生 也 內 曰 若 爾 生 
T42n1827_003:0291c10	後破生成一義也。初中後三分滿足方名為	後 破 生 成 一 義 也 初 中 後 三 分 滿 足 方 名 為 
T42n1827_003:0291c11	成。若成是生者。成既在後則生亦在後。初中	成 若 成 是 生 者 成 既 在 後 則 生 亦 在 後 初 中 
T42n1827_003:0291c12	既無成則初中無生。若初中無生則無初中。	既 無 成 則 初 中 無 生 若 初 中 無 生 則 無 初 中 
T42n1827_003:0291c13	初中無故亦無成。若初中有生則初中有成。	初 中 無 故 亦 無 成 若 初 中 有 生 則 初 中 有 成 
T42n1827_003:0291c14	此則未成說成名為顛倒。若未成是成應成	此 則 未 成 說 成 名 為 顛 倒 若 未 成 是 成 應 成 
T42n1827_003:0291c15	是未成。亦是倒也。又初中有成則違前言。前	是 未 成 亦 是 倒 也 又 初 中 有 成 則 違 前 言 前 
T42n1827_003:0291c16	明現成為生故也。又汝本謂瓶不能自生須	明 現 成 為 生 故 也 又 汝 本 謂 瓶 不 能 自 生 須 
T42n1827_003:0291c17	生生瓶。即生應在前瓶應在後。而今瓶成方	生 生 瓶 即 生 應 在 前 瓶 應 在 後 而 今 瓶 成 方 
T42n1827_003:0291c18	名生者。此乃瓶在於前而生居後。此乃是瓶	名 生 者 此 乃 瓶 在 於 前 而 生 居 後 此 乃 是 瓶 
T42n1827_003:0291c19	生生。何關生生瓶也。又若瓶現成而說生者。	生 生 何 關 生 生 瓶 也 又 若 瓶 現 成 而 說 生 者 
T42n1827_003:0291c20	瓶成是已。汝前避於已未。何故更立已耶。外	瓶 成 是 已 汝 前 避 於 已 未 何 故 更 立 已 耶 外 
T42n1827_003:0291c21	曰初中後次第生故無咎。此是外道密悔前	曰 初 中 後 次 第 生 故 無 咎 此 是 外 道 密 悔 前 
T42n1827_003:0291c22	言以通上生後之難也。外云。生通三分。但據	言 以 通 上 生 後 之 難 也 外 云 生 通 三 分 但 據 
T42n1827_003:0291c23	最後成分故說生耳。故無生在後過。又初分	最 後 成 分 故 說 生 耳 故 無 生 在 後 過 又 初 分 
T42n1827_003:0291c24	亦生亦成。後分亦爾。如瓶底生即瓶底成乃	亦 生 亦 成 後 分 亦 爾 如 瓶 底 生 即 瓶 底 成 乃 
T42n1827_003:0291c25	至口生即是口成。故生通三分。成亦如之。故	至 口 生 即 是 口 成 故 生 通 三 分 成 亦 如 之 故 
T42n1827_003:0291c26	無生在後過。注為二。一立三分有生。非泥團	無 生 在 後 過 注 為 二 一 立 三 分 有 生 非 泥 團 
T42n1827_003:0291c27	下舉三種非顯成生義。初非未有法體而有	下 舉 三 種 非 顯 成 生 義 初 非 未 有 法 體 而 有 
T42n1827_003:0291c28	於生。亦非瓶時下非已有法體方有生相。亦	於 生 亦 非 瓶 時 下 非 已 有 法 體 方 有 生 相 亦 
T42n1827_003:0291c29	非無瓶生下非都無法體而有生瓶之生。內	非 無 瓶 生 下 非 都 無 法 體 而 有 生 瓶 之 生 內 
T42n1827_003:0292a01	曰初中後非次第生。十地三十心及一切初	曰 初 中 後 非 次 第 生 十 地 三 十 心 及 一 切 初 
T42n1827_003:0292a02	中後次第亦用今文責之。二偈本破初中後	中 後 次 第 亦 用 今 文 責 之 二 偈 本 破 初 中 後 
T42n1827_003:0292a03	是次第義。初就前後破。次一時破。前後破者。	是 次 第 義 初 就 前 後 破 次 一 時 破 前 後 破 者 
T42n1827_003:0292a04	如中論破相待前定有何法也。若前定有初。	如 中 論 破 相 待 前 定 有 何 法 也 若 前 定 有 初 
T42n1827_003:0292a05	初不因後。云何有初。若初不因後。後亦不因	初 不 因 後 云 何 有 初 若 初 不 因 後 後 亦 不 因 
T42n1827_003:0292a06	初。若後因初而後名後者。初因於後初亦名	初 若 後 因 初 而 後 名 後 者 初 因 於 後 初 亦 名 
T42n1827_003:0292a07	後。既互相因則互為初後。唯是次第。既無次	後 既 互 相 因 則 互 為 初 後 唯 是 次 第 既 無 次 
T42n1827_003:0292a08	第。云何言次第生耶。注為三。初為外作相待	第 云 何 言 次 第 生 耶 注 為 三 初 為 外 作 相 待 
T42n1827_003:0292a09	義。若離云何有下第二正破彼。有初時未有	義 若 離 云 何 有 下 第 二 正 破 彼 有 初 時 未 有 
T42n1827_003:0292a10	中後。即是相離也。是故下第三結。次破一時	中 後 即 是 相 離 也 是 故 下 第 三 結 次 破 一 時 
T42n1827_003:0292a11	者。一時則皆初皆中皆後。又一時並有無初	者 一 時 則 皆 初 皆 中 皆 後 又 一 時 並 有 無 初 
T42n1827_003:0292a12	中後名。外曰如生住壞救上二難也。三相既	中 後 名 外 曰 如 生 住 壞 救 上 二 難 也 三 相 既 
T42n1827_003:0292a13	前後次第。初中後亦然無初過也。既立前後	前 後 次 第 初 中 後 亦 然 無 初 過 也 既 立 前 後 
T42n1827_003:0292a14	不立一時故無一時過也。亦得體同時用前	不 立 一 時 故 無 一 時 過 也 亦 得 體 同 時 用 前 
T42n1827_003:0292a15	後。體同時故離於初過。用前後故離第二過。	後 體 同 時 故 離 於 初 過 用 前 後 故 離 第 二 過 
T42n1827_003:0292a16	亦得用前後離初過。體同時免後失。譬喻部	亦 得 用 前 後 離 初 過 體 同 時 免 後 失 譬 喻 部 
T42n1827_003:0292a17	三相次第。薩婆多即法沙門體同時用前後。	三 相 次 第 薩 婆 多 即 法 沙 門 體 同 時 用 前 後 
T42n1827_003:0292a18	以用前後故有次第。內曰生住壞亦如是。所	以 用 前 後 故 有 次 第 內 曰 生 住 壞 亦 如 是 所 
T42n1827_003:0292a19	以破三相者。六品破有為法體。故今破三相	以 破 三 相 者 六 品 破 有 為 法 體 故 今 破 三 相 
T42n1827_003:0292a20	則體相俱忘有為盡矣。內有二偈本。并天親	則 體 相 俱 忘 有 為 盡 矣 內 有 二 偈 本 并 天 親 
T42n1827_003:0292a21	義破合以為三。初例同破。二無窮破。三取意	義 破 合 以 為 三 初 例 同 破 二 無 窮 破 三 取 意 
T42n1827_003:0292a22	破。例同破者。同上二種。一三相不得前後。二	破 例 同 破 者 同 上 二 種 一 三 相 不 得 前 後 二 
T42n1827_003:0292a23	亦非一時。非前後破譬喻。非一時破毘曇。又	亦 非 一 時 非 前 後 破 譬 喻 非 一 時 破 毘 曇 又 
T42n1827_003:0292a24	非一時破體同時。非前後破用前後。文易知。	非 一 時 破 體 同 時 非 前 後 破 用 前 後 文 易 知 
T42n1827_003:0292a25	復次一切處有一切第二無窮破。一切處者牒	復 次 一 切 處 有 一 切 第 二 無 窮 破 一 切 處 者 牒 
T42n1827_003:0292a26	外義也。三相遍有為法體故云一切處也。有	外 義 也 三 相 遍 有 為 法 體 故 云 一 切 處 也 有 
T42n1827_003:0292a27	一切者。此一切中復有一切。即捉法體破相	一 切 者 此 一 切 中 復 有 一 切 即 捉 法 體 破 相 
T42n1827_003:0292a28	也。法體要須備三相方是有為。若不備三即	也 法 體 要 須 備 三 相 方 是 有 為 若 不 備 三 即 
T42n1827_003:0292a29	非有為。相亦如是。生中若不備三則非有為。	非 有 為 相 亦 如 是 生 中 若 不 備 三 則 非 有 為 
T42n1827_003:0292b01	若生備三便有二過。一相害二無窮。若汝謂	若 生 備 三 便 有 二 過 一 相 害 二 無 窮 若 汝 謂 
T42n1827_003:0292b02	下第三天親義。取意破為三。初取意二總非	下 第 三 天 親 義 取 意 破 為 三 初 取 意 二 總 非 
T42n1827_003:0292b03	三正破。生生共生者。生謂大生。次生是小生。	三 正 破 生 生 共 生 者 生 謂 大 生 次 生 是 小 生 
T42n1827_003:0292b04	大小更互相生故云共生。以小生大通無為	大 小 更 互 相 生 故 云 共 生 以 小 生 大 通 無 為 
T42n1827_003:0292b05	難。以大生小免無窮失。如父子下譬說也。是	難 以 大 生 小 免 無 窮 失 如 父 子 下 譬 說 也 是 
T42n1827_003:0292b06	事不然第二總非。如是生生下第三正破。初	事 不 然 第 二 總 非 如 是 生 生 下 第 三 正 破 初 
T42n1827_003:0292b07	破法次破譬。如是生生者。諸百論師云偏牒	破 法 次 破 譬 如 是 生 生 者 諸 百 論 師 云 偏 牒 
T42n1827_003:0292b08	小生也。今謂不爾。雙牒大小二生故云生生。	小 生 也 今 謂 不 爾 雙 牒 大 小 二 生 故 云 生 生 
