T47n1963_001:0083b03	淨土論序	淨 土 論 序 
T47n1963_003:0102b07	願船。浮生死海。就此娑婆世界。呼喚眾生。令	願 船 浮 生 死 海 就 此 娑婆世界 呼 喚 眾 生 令 
T47n1963_003:0102b08	上大願船。送著西方。若眾生有上大願船者。	上 大 願 船 送 著 西 方 若 眾 生 有 上 大 願 船 者 
T47n1963_003:0102b09	並皆得去。此是易往也。釋迦如來。及十方諸	並 皆 得 去 此 是 易 往 也 釋 迦 如 來 及 十 方 諸 
T47n1963_003:0102b10	佛。普賢文殊天親龍樹或出廣長舌相。或放	佛 普 賢 文 殊 天 親 龍 樹 或 出 廣長舌相 或 放 
T47n1963_003:0102b11	白毫光明。或說五念玄門。或教十二讚禮。慇	白 毫 光 明 或 說 五 念 玄 門 或 教 十 二 讚 禮 慇 
T47n1963_003:0102b12	懃敦勵。令生淨土。而眾生不生信樂。而不肯	懃 敦 勵 令 生 淨 土 而 眾 生 不 生 信 樂 而 不 肯 
T47n1963_003:0102b13	去。此是無人也。又眾生無始已來。造諸惡業。	去 此 是 無 人 也 又 眾 生 無始已來 造 諸 惡 業 
T47n1963_003:0102b14	過於恒沙。一一惡業。感於苦報。亦過恒沙。若	過 於 恒 沙 一 一 惡 業 感 於 苦 報 亦 過 恒 沙 若 
T47n1963_003:0102b15	人能七日。或十日。專心念佛。於一一念中。滅	人 能 七 日 或 十 日 專 心 念 佛 於 一 一 念 中 滅 
T47n1963_003:0102b16	却八十億劫生死重罪。橫截苦流。直生淨土。	却 八 十 億 劫 生 死 重 罪 橫 截 苦 流 直 生 淨 土 
T47n1963_003:0102b17	此是易往。然眾生追逐財色。貪著名利。不早	此 是 易 往 然 眾 生 追 逐 財 色 貪 著 名 利 不 早 
T47n1963_003:0102b18	發心。無常忽至。墮落三途。百千萬劫。無有出	發 心 無 常 忽 至 墮 落 三 途 百千萬劫 無 有 出 
T47n1963_003:0102b19	期。此是無人也。又眾生信佛語諸菩薩語善	期 此 是 無 人 也 又 眾 生 信 佛 語 諸 菩 薩 語 善 
T47n1963_003:0102b20	知識語。不隨惡知識語。乃至信十惡五逆眾	知 識 語 不 隨 惡 知 識 語 乃 至 信 十 惡 五 逆 眾 
T47n1963_003:0102b21	生。臨命終時。十念成就即得往生。此是易往。	生 臨命終時 十 念 成 就 即 得 往 生 此 是 易 往 
T47n1963_003:0102b22	若有眾生。不信佛語諸菩薩語善知識語。隨	若 有 眾 生 不 信 佛 語 諸 菩 薩 語 善 知 識 語 隨 
T47n1963_003:0102b23	須不學問僧無智俗人。詐解大乘。猥引經論。	須 不 學 問 僧 無 智 俗 人 詐 解 大 乘 猥 引 經 論 
T47n1963_003:0102b24	殆亂佛法。誑惑眾生。癡念佛行。退失善根。墮	殆 亂 佛 法 誑 惑 眾 生 癡 念 佛 行 退 失 善 根 墮 
T47n1963_003:0102b25	落三塗。不得往生。此是無人也。若人聞說專	落 三 塗 不 得 往 生 此 是 無 人 也 若 人 聞 說 專 
T47n1963_003:0102b26	念阿彌陀佛。得生淨土。即須懺悔惡業。修習	念 阿 彌 陀 佛 得 生 淨 土 即 須 懺 悔 惡 業 修 習 
T47n1963_003:0102b27	善根。持戒清淨。專念佛名。一心不亂。至百萬	善 根 持 戒 清 淨 專 念 佛 名 一心不亂 至 百 萬 
T47n1963_003:0102b28	遍者。臨命終時。正念現前。佛即來迎。此是即	遍 者 臨命終時 正 念 現 前 佛 即 來 迎 此 是 即 
T47n1963_003:0102b29	易往。若有眾生。聞說阿彌陀佛。仍故造罪。雖	易 往 若 有 眾 生 聞 說 阿 彌 陀 佛 仍 故 造 罪 雖 
T47n1963_003:0102c01	念佛名。心緣五欲。此是雜結使念。臨命終時。	念 佛 名 心 緣 五 欲 此 是 雜 結 使 念 臨命終時 
T47n1963_003:0102c02	心即顛倒。佛不來迎。此是無人也。	心 即 顛 倒 佛 不 來 迎 此 是 無 人 也 
T47n1963_003:0102c03	問曰。經雖說七日念佛即得往生。未知念幾	問 曰 經 雖 說 七 日 念 佛 即 得 往 生 未 知 念 幾 
T47n1963_003:0102c04	許佛名。得往生也。	許 佛 名 得 往 生 也 
T47n1963_003:0102c05	答曰。如綽禪師。撿得經文。但能念佛一心不	答 曰 如 綽 禪 師 撿 得 經 文 但 能 念 佛 一 心 不 
T47n1963_003:0102c06	亂。得百萬遍已去者。定得往生。又綽禪師。依	亂 得 百 萬 遍 已 去 者 定 得 往 生 又 綽 禪 師 依 
T47n1963_003:0102c07	小阿彌陀經七日念佛。撿得百萬遍也。是故	小 阿 彌 陀 經 七 日 念 佛 撿 得 百 萬 遍 也 是 故 
T47n1963_003:0102c08	大集經。藥師經。小阿彌陀經。皆勸七日念佛	大 集 經 藥 師 經 小 阿 彌 陀 經 皆 勸 七 日 念 佛 
T47n1963_003:0102c09	者。此意明矣。	者 此 意 明 矣 
T47n1963_003:0102c10	問曰。眾生罪業甚久積山。云何十念。得滅爾	問 曰 眾 生 罪 業 甚 久 積 山 云 何 十 念 得 滅 爾 
T47n1963_003:0102c11	所許惡業。縱令至百萬遍。終是太少。若不滅	所 許 惡 業 縱 令 至 百 萬 遍 終 是 太 少 若 不 滅 
T47n1963_003:0102c12	盡。云何惡業不滅。而得生淨土。	盡 云 何 惡 業 不 滅 而 得 生 淨 土 
T47n1963_003:0102c13	答曰。此有三義。一者不須滅爾許惡業。但臨	答 曰 此 有 三 義 一 者 不 須 滅 爾 許 惡 業 但 臨 
T47n1963_003:0102c14	命終時。淨土受生者。若臨命終時。正念現前	命 終 時 淨 土 受 生 者 若 臨命終時 正 念 現 前 
T47n1963_003:0102c15	者。此心能引無始已來及一生已來所作善	者 此 心 能 引 無始已來 及 一 生 已 來 所 作 善 
T47n1963_003:0102c16	業。共相資助。即得往生也。二者諸佛名號總	業 共 相 資 助 即 得 往 生 也 二 者 諸 佛 名 號 總 
T47n1963_003:0102c17	萬德成。但能一念念佛者。即一念之中。總念	萬 德 成 但 能 一 念 念 佛 者 即 一 念 之 中 總 念 
T47n1963_003:0102c18	萬德。故維摩經云。此三句義。三千世界眾生。	萬 德 故 維 摩 經 云 此 三 句 義 三千世界 眾 生 
T47n1963_003:0102c19	皆如阿難。多聞第一。以劫之壽。亦不能受也。	皆 如 阿 難 多 聞 第 一 以 劫 之 壽 亦 不 能 受 也 
T47n1963_003:0102c20	三者無始惡業從忘心生。念佛功德從真心	三 者 無 始 惡 業 從 忘 心 生 念 佛 功 德 從 真 心 
T47n1963_003:0102c21	生。真心如日。忘心如闇。真心暫起。忘心即	生 真 心 如 日 忘 心 如 闇 真 心 暫 起 忘 心 即 
T47n1963_003:0102c22	除。如日始出。眾闇悉除。由此三義。乃至臨終	除 如 日 始 出 眾 闇 悉 除 由 此 三 義 乃 至 臨 終 
T47n1963_003:0102c23	十念成就者。定得往生。	十 念 成 就 者 定 得 往 生 
T47n1963_003:0102c24	問曰。淨土殊妙。是法王所居。蓮華臺藏。非凡	問 曰 淨 土 殊 妙 是 法 王 所 居 蓮 華 臺 藏 非 凡 
T47n1963_003:0102c25	夫行處。理須凡行凡地。聖踐聖場。寧得底下	夫 行 處 理 須 凡 行 凡 地 聖 踐 聖 場 寧 得 底 下 
T47n1963_003:0102c26	凡夫。生斯妙處。	凡 夫 生 斯 妙 處 
T47n1963_003:0102c27	答曰。據四十八大願。淨土雖妙。本擬成就凡	答 曰 據 四 十 八 大 願 淨 土 雖 妙 本 擬 成 就 凡 
T47n1963_003:0102c28	夫。蓮花臺藏。元是託生之處。若是凡夫即不	夫 蓮 花 臺 藏 元 是 託 生 之 處 若 是 凡 夫 即 不 
T47n1963_003:0102c29	得遊於淨土。既是法王。何得踐於五濁。雖是	得 遊 於 淨 土 既 是 法 王 何 得 踐 於 五 濁 雖 是 
T47n1963_003:0103a01	法王。為化眾生。故來遊於五濁。亦雖是凡夫。	法 王 為 化 眾 生 故 來 遊 於 五 濁 亦 雖 是 凡 夫 
T47n1963_003:0103a02	為供養佛故。生於淨土。此理明矣。又彼淨土。	為 供 養 佛 故 生 於 淨 土 此 理 明 矣 又 彼 淨 土 
T47n1963_003:0103a03	只是諸佛慈悲方便。別料理一方處。所除却	只 是 諸 佛 慈 悲 方 便 別 料 理 一 方 處 所 除 却 
T47n1963_003:0103a04	女人及五欲境界。令眾生於中修道。於四生	女 人 及 五 欲 境 界 令 眾 生 於 中 修 道 於 四 生 
T47n1963_003:0103a05	中是化生之處。非極妙也。猶如於城邑之中。	中 是 化 生 之 處 非 極 妙 也 猶 如 於 城 邑 之 中 
T47n1963_003:0103a06	別斷理一所。用作伽藍。除去俗事。令僧修	別 斷 理 一 所 用 作 伽 藍 除 去 俗 事 令 僧 修 
T47n1963_003:0103a07	道。但有眾生入伽藍者。悉發善心。彼亦如是。	道 但 有 眾 生 入 伽 藍 者 悉 發 善 心 彼 亦 如 是 
T47n1963_003:0103a08	縱就此方。如六天宮殿。四禪妙宅。依報並是	縱 就 此 方 如 六 天 宮 殿 四 禪 妙 宅 依 報 並 是 
T47n1963_003:0103a09	異寶奇珍。正報即是殊光妙相。衣裳輕殊之	異 寶 奇 珍 正 報 即 是 殊 光 妙 相 衣 裳 輕 殊 之 
T47n1963_003:0103a10	服。食飡百味餚。坐臥即俱華寶宮。遨遊即	服 食 飡 百 味 餚 坐 臥 即 俱 華 寶 宮 遨 遊 即 
T47n1963_003:0103a11	起趣綺苑。如斯之處。豈是法王所居。皆是凡	起 趣 綺 苑 如 斯 之 處 豈 是 法 王 所 居 皆 是 凡 
T47n1963_003:0103a12	夫善因所感。此類顯矣。	夫 善 因 所 感 此 類 顯 矣 
T47n1963_003:0103a13	問曰。如大乘經論。皆說無相無生。何故此經	問 曰 如 大 乘 經 論 皆 說 無 相 無 生 何 故 此 經 
T47n1963_003:0103a14	勸令眾生。觀於相生求乎淨土。	勸 令 眾 生 觀 於 相 生 求 乎 淨 土 
T47n1963_003:0103a15	答曰。此問並是不順理問。應用置答。若欲答	答 曰 此 問 並 是 不 順 理 問 應 用 置 答 若 欲 答 
T47n1963_003:0103a16	者。應反問云。諸佛有八萬四千法門。汝問何	者 應 反 問 云 諸 佛 有 八萬四千法門 汝 問 何 
T47n1963_003:0103a17	者。西方淨土是何收。無相無生是何門攝。彼	者 西方淨土 是 何 收 無 相 無 生 是 何 門 攝 彼 
T47n1963_003:0103a18	若答云。但是一門。此即是愚癡人。不可與語	若 答 云 但 是 一 門 此 即 是 愚 癡 人 不 可 與 語 
T47n1963_003:0103a19	也。彼答云。無相無生是理。有相有生是事者。	也 彼 答 云 無 相 無 生 是 理 有 相 有 生 是 事 者 
T47n1963_003:0103a20	即應答我。汝自解竟。何須問我。故欲令我答	即 應 答 我 汝 自 解 竟 何 須 問 我 故 欲 令 我 答 
T47n1963_003:0103a21	者。應云。諸佛有八萬四千法門。各各差別。不	者 應 云 諸 佛 有 八萬四千法門 各 各 差 別 不 
T47n1963_003:0103a22	相雜亂。若總攝之。即為真俗二諦。此之二諦。	相 雜 亂 若 總 攝 之 即 為 真 俗 二 諦 此 之 二 諦 
T47n1963_003:0103a23	有佛無佛性相常住。非人造也。故中論云。諸	有佛無佛 性相常住 非 人 造 也 故 中 論 云 諸 
T47n1963_003:0103a24	佛說法。常依二諦。又云若人不能知。分別於	佛 說 法 常 依 二 諦 又 云 若 人 不 能 知 分 別 於 
T47n1963_003:0103a25	二諦。即於深佛法。不得真實義。今西方淨土	二 諦 即 於 深 佛 法 不 得 真 實 義 今 西方淨土 
T47n1963_003:0103a26	者。通有三種。一是法身淨土。此即無相無生。	者 通 有 三 種 一 是 法 身 淨 土 此 即 無 相 無 生 
T47n1963_003:0103a27	二是報身淨土。據實亦無相無生。就事即有	二 是 報 身 淨 土 據 實 亦 無 相 無 生 就 事 即 有 
T47n1963_003:0103a28	相有生。三是化身淨土。亦是有相有生。故攝	相 有 生 三 是 化 身 淨 土 亦 是 有 相 有 生 故 攝 
T47n1963_003:0103a29	論云。化身新新出世。數數涅槃。即王宮生。雙	論 云 化 身 新 新 出 世 數 數 涅 槃 即 王 宮 生 雙 
T47n1963_003:0103b01	林滅也。而今勸眾生生者。謂生化身土中。若	林 滅 也 而 今 勸 眾 生 生 者 謂 生 化 身 土 中 若 
T47n1963_003:0103b02	眾生欲往生者。唯須作相生觀。就相生觀中。	眾 生 欲 往 生 者 唯 須 作 相 生 觀 就 相 生 觀 中 
T47n1963_003:0103b03	有假有實。先須作假想觀。使了了分明。然後	有 假 有 實 先 須 作 假 想 觀 使 了 了 分 明 然 後 
T47n1963_003:0103b04	始得作實觀。如十六觀中。日水二觀。是其假	始 得 作 實 觀 如 十 六 觀 中 日 水 二 觀 是 其 假 
T47n1963_003:0103b05	想。地觀已去依三昧成。名為實觀。所以然者。	想 地 觀 已 去 依 三 昧 成 名 為 實 觀 所 以 然 者 
T47n1963_003:0103b06	此是眾生受生處故。是事法故。是俗諦故。是	此 是 眾 生 受 生 處 故 是 事 法 故 是 俗 諦 故 是 
T47n1963_003:0103b07	行法故。是受處故。是分段身故。是此死彼生	行 法 故 是 受 處 故 是 分 段 身 故 是 此 死 彼 生 
T47n1963_003:0103b08	故。是有漏法故。是有為法故。是三界攝故。有	故 是 有 漏 法 故 是 有 為 法 故 是 三 界 攝 故 有 
T47n1963_003:0103b09	往來故。於四生中是化生攝故。若作無相無	往 來 故 於 四 生 中 是 化 生 攝 故 若 作 無 相 無 
T47n1963_003:0103b10	生觀者。即不得往生。以理法身無生也。若欲	生 觀 者 即 不 得 往 生 以 理 法 身 無 生 也 若 欲 
T47n1963_003:0103b11	為教者說。亦為說有生。亦說無生。若理事兼	為 教 者 說 亦 為 說 有 生 亦 說 無 生 若 理 事 兼 
T47n1963_003:0103b12	修。即得上品上生。	修 即 得 上 品 上 生 
T47n1963_003:0103b13	問曰。如金剛般若經云。若以色見我。以音聲	問 曰 如 金 剛 般 若 經 云 若 以 色 見 我 以 音 聲 
T47n1963_003:0103b14	求我。是人行邪道。不能見如來。又佛藏經云。	求 我 是 人 行 邪 道 不 能 見 如 來 又 佛 藏 經 云 
T47n1963_003:0103b15	見佛者是大邪見。今云何教人觀阿彌陀佛。	見 佛 者 是 大 邪 見 今 云 何 教 人 觀 阿 彌 陀 佛 
T47n1963_003:0103b16	有八萬四千相耶。	有 八萬四千 相 耶 
T47n1963_003:0103b17	答曰。此事前已答竟。此等諸經。皆就法身理	答 曰 此 事 前 已 答 竟 此 等 諸 經 皆 就 法 身 理 
T47n1963_003:0103b18	說。故金剛般若經云。彼如來妙體。即法身諸	說 故 金 剛 般 若 經 云 彼 如 來 妙 體 即 法 身 諸 
T47n1963_003:0103b19	佛。法體不可見。彼識不能知也。今觀八萬四	佛 法 體 不 可 見 彼 識 不 能 知 也 今 觀 八 萬 四 
T47n1963_003:0103b20	千相好者。此是應化色身觀也。若作此觀者。	千 相 好 者 此 是 應 化 色 身 觀 也 若 作 此 觀 者 
T47n1963_003:0103b21	即須相相分明。好好別異。不得混為一也。若	即 須 相 相 分 明 好 好 別 異 不 得 混 為 一 也 若 
T47n1963_003:0103b22	有人言萬法皆空。有何理事者。此是大邪見	有 人 言 萬 法 皆 空 有 何 理 事 者 此 是 大 邪 見 
T47n1963_003:0103b23	人。是愚癡人。是不學問人。是誑惑世間人。莫	人 是 愚 癡 人 是 不 學 問 人 是 誑 惑 世 間 人 莫 
T47n1963_003:0103b24	共語也。故中論云。若見有如來。是輕邪見人。	共 語 也 故 中 論 云 若 見 有 如 來 是 輕 邪 見 人 
T47n1963_003:0103b25	若言無如來是。麁重邪見人。是有二種過失。	若 言 無 如 來 是 麁 重 邪 見 人 是 有 二 種 過 失 
T47n1963_003:0103b26	一破世間樂。二破涅槃道。此論並就理說。若	一 破 世 間 樂 二 破 涅 槃 道 此 論 並 就 理 說 若 
T47n1963_003:0103b27	就事說者。見有如來。是正見。定得往生也又	就 事 說 者 見 有 如 來 是 正 見 定 得 往 生 也 又 
T47n1963_003:0103b28	地持論云。寧起有見如須彌山。不起空見如	地 持 論 云 寧 起 有 見 如須彌山 不 起 空 見 如 
T47n1963_003:0103b29	芥子許也。	芥 子 許 也 
T47n1963_003:0103c01	問曰。前云念佛橫截苦流。得生淨土。出何經	問 曰 前 云 念 佛 橫 截 苦 流 得 生 淨 土 出 何 經 
T47n1963_003:0103c02	文。	文 
T47n1963_003:0103c03	答出無量壽經云。橫截五惡趣。惡趣自然閉。	答 出 無 量 壽 經 云 橫 截 五 惡 趣 惡 趣 自 然 閉 
T47n1963_003:0103c04	昇道無窮極。易往而無人也。	昇 道 無 窮 極 易 往 而 無 人 也 
T47n1963_003:0103c05	問曰。前云念佛不入三惡道。出何經文。	問 曰 前 云 念 佛 不 入 三 惡 道 出 何 經 文 
T47n1963_003:0103c06	答曰。如度諸佛境界經說。若諸眾生。緣於如	答 曰 如 度 諸佛境界 經 說 若 諸 眾 生 緣 於 如 
T47n1963_003:0103c07	來。生諸行者。斷無數劫地獄畜生餓鬼。若有	來 生 諸 行 者 斷 無 數 劫 地 獄 畜 生 餓 鬼 若 有 
T47n1963_003:0103c08	眾生。一念作意。緣如來者。所得功德不可稱	眾 生 一 念 作 意 緣 如 來 者 所得功德 不 可 稱 
T47n1963_003:0103c09	量。百千萬億那由他。諸大菩薩。不能計挍知	量 百 千 萬 億 那 由 他 諸 大 菩 薩 不 能 計 挍 知 
T47n1963_003:0103c10	其邊際。	其 邊 際 
T47n1963_003:0103c11	問曰。前云念佛滅罪。出何經文。	問 曰 前 云 念 佛 滅 罪 出 何 經 文 
T47n1963_003:0103c12	答如觀佛三昧經說。若我弟子捨離憒鬧。晝	答 如 觀 佛 三 昧 經 說 若 我 弟 子 捨 離 憒 鬧 晝 
T47n1963_003:0103c13	夜六時。於一時中。分為少分。小分之中。能須	夜 六 時 於 一 時 中 分 為 少 分 小 分 之 中 能 須 
T47n1963_003:0103c14	臾間。念佛白毫相。令心了了。無謬亂相。正住	臾 間 念 佛 白 毫 相 令 心 了 了 無 謬 亂 相 正 住 
T47n1963_003:0103c15	注意。若見相好。若不得見。此人除却九十六	注 意 若 見 相 好 若 不 得 見 此 人 除 却 九 十 六 
T47n1963_003:0103c16	億那由他恒河沙微塵數劫生死之罪。又如	億 那 由 他 恒 河 沙 微 塵 數 劫 生 死 之 罪 又 如 
T47n1963_003:0103c17	大悲經說。阿難若三千大千世界。滿中須陀	大 悲 經 說 阿 難 若 三千大千世界 滿 中 須 陀 
