T85n2755_001:0217b16	華嚴經疏	華 嚴 經 疏 
T85n2755_001:0232b22	行成趣佛不遙故云近見。七得生佛諸受用	行 成 趣 佛 不 遙 故 云 近 見 七 得 生 佛 諸 受 用 
T85n2755_001:0232b23	土中淨土是佛分齊境界。八平等轉離。與諸	土 中 淨 土 是 佛 分 齊 境 界 八 平 等 轉 離 與 諸 
T85n2755_001:0232b24	菩薩同證真如入在彼數。九勝報自在故云	菩 薩 同 證 真 如 入 在 彼 數 九 勝 報 自 在 故 云 
T85n2755_001:0232b25	捨離恐怖。此文有二。初直說後重分別。又此	捨 離 恐 怖 此 文 有 二 初 直 說 後 重 分 別 又 此 
T85n2755_001:0232b26	十中。初二句顯所行顯事不相似。此以佛法	十 中 初 二 句 顯 所 行 顯 事 不 相 似 此 以 佛 法 
T85n2755_001:0232b27	為所行事。不似凡夫取六塵事。次二句顯自	為 所 行 事 不 似 凡 夫 取 六 塵 事 次 二 句 顯 自 
T85n2755_001:0232b28	身不相似。謂此以聖慧為身。不似凡地妄識	身 不 相 似 謂 此 以 聖 慧 為 身 不 似 凡 地 妄 識 
T85n2755_001:0232b29	身故。後六句顯六種不相似。一斷轉得出世	身 故 後 六 句 顯 六 種 不 相 似 一 斷 轉 得 出 世 
T85n2755_001:0232c01	淨行。不似凡夫習惡道行故云行不相似。二	淨 行 不 似 凡 夫 習 惡 道 行 故 云 行 不 相 似 二 
T85n2755_001:0232c02	菩薩大悲。依眾生起還為物依。不似凡夫自	菩薩大悲 依 眾 生 起 還 為 物 依 不 似 凡 夫 自 
T85n2755_001:0232c03	不濟不能作依故。三菩薩見佛得力助行。不	不 濟 不 能 作 依 故 三 菩 薩 見 佛 得 力 助 行 不 
T85n2755_001:0232c04	似凡夫非器不得。四菩薩生於淨佛國土。不	似 凡 夫 非 器 不 得 四 菩 薩 生 於 淨佛國土 不 
T85n2755_001:0232c05	似凡夫生於五趣故云處不似。五證如正智	似 凡 夫 生 於 五 趣 故 云 處 不 似 五 證 如 正 智 
T85n2755_001:0232c06	以資慧。不似凡夫雜業所生。六內心純熟所	以 資 慧 不 似 凡 夫 雜 業 所 生 六 內 心 純 熟 所 
T85n2755_001:0232c07	作無怖畢定成就。不似凡夫帶障恒怖。由此	作 無 怖 畢 定 成 就 不 似 凡 夫 帶 障 恒 怖 由 此 
T85n2755_001:0232c08	不似故名轉離也。言怖畏者。不愛等者。謂不	不 似 故 名 轉 離 也 言 怖 畏 者 不 愛 等 者 謂 不 
T85n2755_001:0232c09	活等五令心憎惡名為不愛。所畏不定便疑	活 等 五 令 心 憎 惡 名 為 不 愛 所 畏 不 定 便 疑 
T85n2755_001:0232c10	慮所畏定者。即生憂想。此是心法與心俱起	慮 所 畏 定 者 即 生 憂 想 此 是 心 法 與 心 俱 起 
T85n2755_001:0232c11	故名想應。此是畏體以心畏故。現相捨身故	故 名 想 應 此 是 畏 體 以 心 畏 故 現 相 捨 身 故 
T85n2755_001:0232c12	有毛竪等事此　第二重分別怖中二。先徵	有 毛 竪 等 事 此 第 二 重 分 別 怖 中 二 先 徵 
T85n2755_001:0232c13	問標。二章門。一怖二離。後釋前二門。先釋	問 標 二 章 門 一 怖 二 離 後 釋 前 二 門 先 釋 
T85n2755_001:0232c14	怖章。釋此五怖作六門。一出體有四法。一	怖 章 釋 此 五 怖 作 六 門 一 出 體 有 四 法 一 
T85n2755_001:0232c15	疑。二慮。慮猶思也。三憂。四想。如前可知。二	疑 二 慮 慮 猶 思 也 三 憂 四 想 如 前 可 知 二 
T85n2755_001:0232c16	明說意。所以者何。徵其意。理實初斷除煩惱	明 說 意 所以者何 徵 其 意 理 實 初 斷 除 煩 惱 
T85n2755_001:0232c17	等障。何故此中乃說離畏。論釋此五怖畏。是	等 障 何 故 此 中 乃 說 離 畏 論 釋 此 五 怖 畏 是 
T85n2755_001:0232c18	初地障故偏在此說。若爾何故唯在釋名處	初 地 障 故 偏 在 此 說 若爾何故 唯 在 釋 名 處 
T85n2755_001:0232c19	說。論云復說地利益勝故。欲明歡喜利益。與	說 論 云 復 說 地 利 益 勝 故 欲 明 歡 喜 利 益 與 
T85n2755_001:0232c20	怖畏相反故。此舉之三依三業分別者。論云。	怖 畏 相 反 故 此 舉 之 三 依 三 業 分 別 者 論 云 
T85n2755_001:0232c21	第一第二第五依身口意者。此有二義。一別	第 一 第 二 第 五 依 身 口 意 者 此 有 二 義 一 別 
T85n2755_001:0232c22	二通。別中不活依身惡名依。口惡名雖發他	二 通 別 中 不 活 依 身 惡 名 依 口 惡 名 雖 發 他 
T85n2755_001:0232c23	口以性是口業故。眾畏依意意無智德故生	口 以 性 是 口 業 故 眾 畏 依 意 意 無 智 德 故 生 
T85n2755_001:0232c24	眾畏。二通不活依三業。謂衣不蓋形食不充	眾 畏 二 通 不 活 依 三 業 謂 衣 不 蓋 形 食 不 充 
T85n2755_001:0232c25	口苦困來逼。餘二通可知。四五唯依身者。善	口 苦 困 來 逼 餘 二 通 可 知 四 五 唯 依 身 者 善 
T85n2755_001:0232c26	道可愛捨故生畏。此是死畏。惡道可憎得故	道 可 愛 捨 故 生 畏 此 是 死 畏 惡 道 可 憎 得 故 
T85n2755_001:0232c27	生畏。此隨惡道畏捨得在身非餘業故。四建	生 畏 此 隨 惡 道 畏 捨 得 在 身 非 餘 業 故 四 建 
T85n2755_001:0232c28	立者。論云。何故但說五怖畏打縛等諸畏。皆	立 者 論 云 何 故 但 說 五 怖 畏 打 縛 等 諸 畏 皆 
T85n2755_001:0232c29	五攝故。五出因者。論說二因。一邪智妄取	五 攝 故 五 出 因 者 論 說 二 因 一 邪 智 妄 取 
T85n2755_001:0233a01	想見愛著故。二善根微少故。初為三畏因邪	想 見 愛 著 故 二 善 根 微 少 故 初 為 三 畏 因 邪 
T85n2755_001:0233a02	智是不活因。由邪智計我懼已不活追求資	智 是 不 活 因 由 邪 智 計 我 懼 已 不 活 追 求 資 
T85n2755_001:0233a03	財妄取想。是惡名畏因。以妄想怖取美名遂	財 妄 取 想 是 惡 名 畏 因 以 妄 想 怖 取 美 名 遂 
T85n2755_001:0233a04	起。此畏見愛著。是死畏因。由見我故愛著自	起 此 畏 見 愛 著 是 死 畏 因 由 見 我 故 愛 著 自 
T85n2755_001:0233a05	身懼其死也。此三同是惡法故合為一。善根	身 懼 其 死 也 此 三 同 是 惡 法 故 合 為 一 善 根 
T85n2755_001:0233a06	少。是餘二因。功德善少畏墮惡道。智慧善少	少 是 餘 二 因 功 德 善 少 畏 墮 惡 道 智 慧 善 少 
T85n2755_001:0233a07	畏於大眾。又過去善少今畏大眾。現在善少	畏 於 大 眾 又 過 去 善 少 今 畏 大 眾 現 在 善 少 
T85n2755_001:0233a08	畏當惡道。此二俱是善少合為一因。六對治	畏 當 惡 道 此 二 俱 是 善 少 合 為 一 因 六 對 治 
T85n2755_001:0233a09	者。離此因故怖畏隨盡。並如經可知。釋名分	者 離 此 因 故 怖 畏 隨 盡 並 如 經 可 知 釋 名 分 
T85n2755_001:0233a10	竟　第三安住地分中有三。初總明安住。二	竟 第 三 安 住 地 分 中 有 三 初 總 明 安 住 二 
T85n2755_001:0233a11	所謂下三十句別辨安住。三成就下一句總	所 謂 下 三 十 句 別 辨 安 住 三 成 就 下 一 句 總 
T85n2755_001:0233a12	結安住。初中亦三。初大悲為首。是安住因菩	結 安 住 初 中 亦 三 初 大 悲 為 首 是 安 住 因 菩 
T85n2755_001:0233a13	薩所行。皆為眾生悲為行本故云悲首。二於	薩 所 行 皆 為 眾 生 悲 為 行 本 故 云 悲 首 二 於 
T85n2755_001:0233a14	眾生心無嫌恨等。是安住觀。此中有二。一	眾 生 心 無 嫌 恨 等 是 安 住 觀 此 中 有 二 一 
T85n2755_001:0233a15	於眾生違惱心不嫌恨者。見非不嫌觸已無	於 眾 生 違 惱 心 不 嫌 恨 者 見 非 不 嫌 觸 已 無 
T85n2755_001:0233a16	恨。此煩惱不能壞故名堅固。二直心者。深悲	恨 此 煩 惱 不 能 壞 故 名 堅 固 二 直 心 者 深 悲 
T85n2755_001:0233a17	愍物為求菩提。小乘不能壞故名堅固。此二	愍 物 為 求 菩 提 小 乘 不 能 壞 故 名 堅 固 此 二 
T85n2755_001:0233a18	不壞故云自然淨。三轉復勤修一切善根者。	不 壞 故 云 自 然 淨 三 轉 復 勤 修 一 切 善 根 者 
T85n2755_001:0233a19	是安住行。如下所說信等善根。一切皆是此	是 安 住 行 如 下 所 說 信 等 善 根 一 切 皆 是 此 
T85n2755_001:0233a20	地攝總勤修也。此勤修有三。初信心。是行所	地 攝 總 勤 修 也 此 勤 修 有 三 初 信 心 是 行 所 
T85n2755_001:0233a21	依。二修行。是依心成行。三迴向。是迴行成	依 二 修 行 是 依 心 成 行 三 迴 向 是 迴 行 成 
T85n2755_001:0233a22	德。初十句明信心成。言信心增上者。隨所有	德 初 十 句 明 信 心 成 言 信 心 增 上 者 隨 所 有 
T85n2755_001:0233a23	事。於中信增上成就。解云。此是總句。隨下	事 於 中 信 增 上 成 就 解 云 此 是 總 句 隨 下 
T85n2755_001:0233a24	別句。所有三寶等境事。於中深信決定名為	別 句 所 有 三 寶 等 境 事 於 中 深 信 決 定 名 為 
T85n2755_001:0233a25	增上。別中有九種信增上。於中初六始起信	增 上 別 中 有 九 種 信 增 上 於 中 初 六 始 起 信 
T85n2755_001:0233a26	心。後三信增成欲。前中初二自行。後四利	心 後 三 信 增 成 欲 前 中 初 二 自 行 後 四 利 
T85n2755_001:0233a27	他。前中初句。上信三寶淨信敬行故云多行	他 前 中 初 句 上 信 三 寶 淨 信 敬 行 故 云 多 行 
T85n2755_001:0233a28	淨心。下句於理證信。謂真智開神故云解心	淨 心 下 句 於 理 證 信 謂 真 智 開 神 故 云 解 心 
T85n2755_001:0233a29	清淨。利他四中。初一化他行。謂說已所證授	清 淨 利 他 四 中 初 一 化 他 行 謂 說 已 所 證 授 
T85n2755_001:0233b01	與眾生名信分別。後三化他心。謂慈悲是化	與 眾 生 名 信 分 別 後 三 化 他 心 謂 慈 悲 是 化 
T85n2755_001:0233b02	心大也。不疲化心常也。後三中初於行離過。	心 大 也 不 疲 化 心 常 也 後 三 中 初 於 行 離 過 
T85n2755_001:0233b03	謂不染著世是慚愧能也。於慳等下辨慚愧	謂 不 染 著 世 是 慚 愧 能 也 於 慳 等 下 辨 慚 愧 
T85n2755_001:0233b04	相。舉慳等取餘五蔽故。由深慚愧六蔽不行	相 舉 慳 等 取 餘 五 蔽 故 由 深 慚 愧 六 蔽 不 行 
T85n2755_001:0233b05	故云莊嚴。二於人將護。三於法敬順。信心	故 云 莊 嚴 二 於 人 將 護 三 於 法 敬 順 信 心 
T85n2755_001:0233b06	竟。第二修行成就中。論經九句。此中八句。	竟 第 二 修 行 成 就 中 論 經 九 句 此 中 八 句 
T85n2755_001:0233b07	論言十句者。授咸數十為名。初句總集諸善	論 言 十 句 者 授 咸 數 十 為 名 初 句 總 集 諸 善 
T85n2755_001:0233b08	根無休息。無休息故。故是常修也。一切善根	根 無 休 息 無 休 息 故 故 是 常 修 也 一 切 善 根 
T85n2755_001:0233b09	是頓修也。別中八內。初七阿含行。後一證入	是 頓 修 也 別 中 八 內 初 七 阿 含 行 後 一 證 入 
T85n2755_001:0233b10	行。前中初二攝法方便。一近善友。略無此	行 前 中 初 二 攝 法 方 便 一 近 善 友 略 無 此 
T85n2755_001:0233b11	句。二愛樂法。謂於直諮直報為問答。說難釋	句 二 愛 樂 法 謂 於 直 諮 直 報 為 問 答 說 難 釋 
T85n2755_001:0233b12	通為論義。分別本文為解釋。於此三時。稱悅	通 為 論 義 分 別 本 文 為 解 釋 於 此 三 時 稱 悅 
T85n2755_001:0233b13	適情心生喜故云常愛樂法。次三成三慧。正	適 情 心 生 喜 故 云 常 愛 樂 法 次 三 成 三 慧 正 
T85n2755_001:0233b14	行於中聞思可知。修於定中不味著故。後二	行 於 中 聞 思 可 知 修 於 定 中 不 味 著 故 後 二 
T85n2755_001:0233b15	是隨緣離著行。於名於利己得不貪。是知足	是 隨 緣 離 著 行 於 名 於 利 己 得 不 貪 是 知 足 
T85n2755_001:0233b16	行也。未得不求是少欲行。未受戒者。有此	行 也 未 得 不 求 是 少 欲 行 未 受 戒 者 有 此 
T85n2755_001:0233b17	貪求不得受故。名障菩薩戒也。已受戒者。起	貪 求 不 得 受 故 名 障 菩 薩 戒 也 已 受 戒 者 起 
T85n2755_001:0233b18	此二種令戒退失。上來阿含行言常寶心等	此 二 種 令 戒 退 失 上 來 阿 含 行 言 常 寶 心 等 
T85n2755_001:0233b19	者。是證行證行可貴。從喻名寶證行超出念	者 是 證 行 證 行 可 貴 從 喻 名 寶 證 行 超 出 念 
T85n2755_001:0233b20	念常現故無厭足。修行竟　第三迴向成就	念 常 現 故 無 厭 足 修 行 竟 第 三 迴 向 成 就 
T85n2755_001:0233b21	中。論中作四翻釋。一顯意釋。二總別釋。三	中 論 中 作 四 翻 釋 一 顯 意 釋 二 總 別 釋 三 
T85n2755_001:0233b22	隨要釋。四就行釋。初中先問以發起。此求一	隨 要 釋 四 就 行 釋 初 中 先 問 以 發 起 此 求 一 
T85n2755_001:0233b23	切智等說何等事。何以有此問者。為文中無	切 智 等 說 何 等 事 何 以 有 此 問 者 為 文 中 無 
T85n2755_001:0233b24	迴向言故。作此問示現迴向成就者。答以顯	迴 向 言 故 作 此 問 示 現 迴 向 成 就 者 答 以 顯 
T85n2755_001:0233b25	示也。以求佛果是迴向義故。二總別解釋。如	示 也 以 求 佛 果 是 迴 向 義 故 二 總 別 解 釋 如 
T85n2755_001:0233b26	論應知。三隨要分別者。此中分三。初求何等	論 應 知 三 隨 要 分 別 者 此 中 分 三 初 求 何 等 
T85n2755_001:0233b27	事。求一切智地故者。此是初句所求果法求	事 求 一切智地 故 者 此 是 初 句 所 求 果 法 求 
T85n2755_001:0233b28	猶樂也。二以何觀求觀諸佛力無畏等故。此	猶 樂 也 二 以 何 觀 求 觀 諸 佛 力 無 畏 等 故 此 
T85n2755_001:0233b29	顯能求觀解。是第二句三云何求。求諸波羅	顯 能 求 觀 解 是 第 二 句 三 云 何 求 求 諸 波 羅 
T85n2755_001:0233c01	密無著法故。此顯以何行求用諸度。離六蔽	密 無 著 法 故 此 顯 以 何 行 求 用 諸 度 離 六 蔽 
T85n2755_001:0233c02	等著求此兼攝。後十句總盡。此三求中家者。	等 著 求 此 兼 攝 後 十 句 總 盡 此 三 求 中 家 者 
T85n2755_001:0233c03	結一切智地。是所求處故云家。依家者。結能	結 一切智地 是 所 求 處 故 云 家 依 家 者 結 能 
T85n2755_001:0233c04	求觀解。謂所觀力無畏等。是一切智中別德	求 觀 解 謂 所 觀 力 無 畏 等 是 一 切 智 中 別 德 
T85n2755_001:0233c05	故。名依家也。無障求者。結能求行離障蔽	故 名 依 家 也 無 障 求 者 結 能 求 行 離 障 蔽 
T85n2755_001:0233c06	故。四就行解釋中。初二句非是此中正所修	故 四 就 行 解 釋 中 初 二 句 非 是 此 中 正 所 修 
T85n2755_001:0233c07	行故不別釋。此唯解前能求之行。論中云何	行 故 不 別 釋 此 唯 解 前 能 求 之 行 論 中 云 何 
T85n2755_001:0233c08	求等總據。前第三門為此總句。下開別故云	求 等 總 據 前 第 三 門 為 此 總 句 下 開 別 故 云 
T85n2755_001:0233c09	差別異求施。二垢中初見乞詐設是語諂也。	差 別 異 求 施 二 垢 中 初 見 乞 詐 設 是 語 諂 也 
T85n2755_001:0233c10	無心許與是心曲也。對治此如經離諂曲故。	無 心 許 與 是 心 曲 也 對 治 此 如 經 離 諂 曲 故 
T85n2755_001:0233c11	此是一向不許。二許而不與有三義。一先許	此 是 一 向 不 許 二 許 而 不 與 有 三 義 一 先 許 
T85n2755_001:0233c12	後不與。二許多與少。三許勝與劣。皆是不隨。	後 不 與 二 許 多 與 少 三 許 勝 與 劣 皆 是 不 隨 
T85n2755_001:0233c13	先言對治。此如經如說能行故。二戒有一垢	先 言 對 治 此 如 經 如 說 能 行 故 二 戒 有 一 垢 
T85n2755_001:0233c14	不護實語有二。一犯戒以違本受時能持之	不 護 實 語 有 二 一 犯 戒 以 違 本 受 時 能 持 之 
T85n2755_001:0233c15	言。二覆藏不露犯。默妄語等對治此故。如	言 二 覆 藏 不 露 犯 默 妄 語 等 對 治 此 故 如 
T85n2755_001:0233c16	經常行實語。菩提資糧論頌云。雖由實語死	經 常 行 實 語 菩提資糧論 頌 云 雖 由 實 語 死 
T85n2755_001:0233c17	退失轉輪王。及以諸天王唯應作實語。三忍	退 失 轉 輪 王 及 以 諸 天 王 唯 應 作 實 語 三 忍 
T85n2755_001:0233c18	一垢。佛家正以利他為業。反此惱他即污佛	一 垢 佛 家 正 以 利 他 為 業 反 此 惱 他 即 污 佛 
T85n2755_001:0233c19	家。對治此如經不污佛家故。四精進一垢。謂	家 對 治 此 如 經 不 污 佛 家 故 四 精 進 一 垢 謂 
T85n2755_001:0233c20	於戒生退。此三種一法廣故退。論云。菩薩戒	於 戒 生 退 此 三 種 一 法 廣 故 退 論 云 菩 薩 戒 
T85n2755_001:0233c21	無量二時久故退。論云。劫數長遠。三深細故	無 量 二 時 久 故 退 論 云 劫 數 長 遠 三 深 細 故 
T85n2755_001:0233c22	退。論云。難持難行。以廣故難可具持。時長	退 論 云 難 持 難 行 以 廣 故 難 可 具 持 時 長 
T85n2755_001:0233c23	故難可常持。深細故難可善持。又律儀戒中	故 難 可 常 持 深 細 故 難 可 善 持 又 律 儀 戒 中 
T85n2755_001:0233c24	惡無不離故難持也。餘二聚中。善無不攝生	惡 無 不 離 故 難 持 也 餘 二 聚 中 善 無 不 攝 生 
T85n2755_001:0233c25	無不度故難行也。由此便生遏墮之心。是此	無 不 度 故 難 行 也 由 此 便 生 遏 墮 之 心 是 此 
