X15n0301_001:0218a04	 釋教總論	 釋 教 總 論 
X15n0301_003:0286c11	吳興曰。後八萬劫。亦合如前。今恐存略。溫陵曰。前	吳 興 曰 後 八 萬 劫 亦 合 如 前 今 恐 存 略 溫 陵 曰 前 
X15n0301_003:0286c12	以不見為有邊。此以無聞為無邊。乃回互倒計也。	以 不 見 為 有 邊 此 以 無 聞 為 無 邊 乃 回 互 倒 計 也 
X15n0301_003:0286c13	三者是人計我徧知(至)不得無邊之心但有邊性。	三 者 是 人 計 我 徧 知 至 不 得 無 邊 之 心 但 有 邊 性 
X15n0301_003:0286c14	(泐潭曰。觀我徧知之性。其知無涯。故名無邊。彼所觀	 泐 潭 曰 觀 我 徧 知 之 性 其 知 無 涯 故 名 無 邊 彼 所 觀 
X15n0301_003:0286c15	者其境有極。故名有邊)。	者 其 境 有 極 故 名 有 邊 
X15n0301_003:0286c16	真際曰。我知彼性。乃與同體。今曾不知。是彼與我	真 際 曰 我 知 彼 性 乃 與 同 體 今 曾 不 知 是 彼 與 我 
X15n0301_003:0286c17	異。則我得無邊。彼但有邊矣。孤山曰。我曾下。謂但	異 則 我 得 無 邊 彼 但 有 邊 矣 孤 山 曰 我 曾 下 謂 但 
X15n0301_003:0286c18	見彼人。現我知中。而不能知。彼人性徧。故計彼性。	見 彼 人 現 我 知 中 而 不 能 知 彼 人 性 徧 故 計 彼 性 
X15n0301_003:0286c19	以為有邊。	以 為 有 邊 
X15n0301_003:0286c20	四者是人窮行陰空(至)一半有邊一半無邊。	四 者 是 人 窮 行 陰 空 至 一 半 有 邊 一 半 無 邊 
X15n0301_003:0286c21	(資中曰。此于密移中。觀造化性。故計一身半生半滅。	 資 中 曰 此 于 密 移 中 觀 造 化 性 故 計 一 身 半 生 半 滅 
X15n0301_003:0286c22	以生為有邊。以滅為無邊)。	以 生 為 有 邊 以 滅 為 無 邊 
X15n0301_003:0286c23	溫陵曰。因窮行空。昔有今無。遂以一陰為半生半	溫 陵 曰 因 窮 行 空 昔 有 今 無 遂 以 一 陰 為 半 生 半 
X15n0301_003:0286c24	滅。而內根外器。一切皆然。以生為有邊。滅為無邊。	滅 而 內 根 外 器 一 切 皆 然 以 生 為 有 邊 滅 為 無 邊 
X15n0301_003:0286c25	由此計度有邊無邊(至)第四外道立有邊論。	由 此 計 度 有邊無邊 至 第 四 外 道 立 有 邊 論 
X15n0301_003:0287a01	(吳興曰。此四有邊。初惟約自。二單約他。三具自他。四	 吳 興 曰 此 四 有 邊 初 惟 約 自 二 單 約 他 三 具 自 他 四 
X15n0301_003:0287a02	重計他一切依正。斯則前狹後廣。以成其次)。	重 計 他 一 切 依 正 斯 則 前 狹 後 廣 以 成 其 次 
X15n0301_003:0287a03	携李曰。諸皆窮道失趣。展轉妄計。所謂禪那狂解。	携 李 曰 諸 皆 窮 道 失 趣 展 轉 妄 計 所 謂 禪 那 狂 解 
X15n0301_003:0287a04	迷謬至此。	迷 謬 至 此 
X15n0301_003:0287a05	又三摩中諸善男子(至)不死矯亂徧計虗論。	又 三 摩 中 諸 善 男 子 至 不 死 矯 亂 徧 計 虗 論 
X15n0301_003:0287a06	(溫陵曰。以邪倒故。於知見中。狂解不决。遂矯亂其語	 溫 陵 曰 以 邪 倒 故 於 知 見 中 狂 解 不 决 遂 矯 亂 其 語 
X15n0301_003:0287a07	也。今之邪人。妄謂得道。而中無主心。矯惑于人者。多	也 今 之 邪 人 妄 謂 得 道 而 中 無 主 心 矯 惑 于 人 者 多 
X15n0301_003:0287a08	類此)。(孤山曰。四種矯論。由分別境相。立知見名字)。	類 此 孤 山 曰 四 種 矯 論 由 分 別 境 相 立 知 見 名 字 
X15n0301_003:0287a09	資中曰。準婆沙論釋。外道計天常住。名為不死。計	資 中 曰 準 婆 沙 論 釋 外 道 計 天 常 住 名 為 不 死 計 
X15n0301_003:0287a10	不亂答。得生彼天。若實不知而輒答者。恐誠矯亂。	不 亂 答 得 生 彼 天 若 實 不 知 而 輒 答 者 恐 誠 矯 亂 
X15n0301_003:0287a11	故有問時。答言秘密言辭。不應皆說。或不定答。佛	故 有 問 時 答 言 秘 密 言 辭 不 應 皆 說 或 不 定 答 佛 
X15n0301_003:0287a12	法訶云。此真矯亂。故名不死。矯亂虗論也。	法 訶 云 此 真 矯 亂 故 名 不 死 矯 亂 虗 論 也 
X15n0301_003:0287a13	一者是人觀變化元(至)今彼前人遺失章句。	一 者 是 人 觀 變 化 元 至 今 彼 前 人 遺 失 章 句 
X15n0301_003:0287a14	(長水曰。于一生滅行陰。分為八義。別見謂變恒生滅。	 長 水 曰 于 一 生 滅 行 陰 分 為 八 義 別 見 謂 變 恒 生 滅 
X15n0301_003:0287a15	增減有無也。答中略舉六義。以不能定其道理。但兩	增 減 有 無 也 答 中 略 舉 六 義 以 不 能 定 其 道 理 但 兩 
X15n0301_003:0287a16	楹而答。故云亦生亦滅等)。(携李曰。總觀八境。知見多	楹 而 答 故 云 亦 生 亦 滅 等 携 李 曰 總 觀 八 境 知 見 多 
X15n0301_003:0287a17	端。報答不定。此觀化迷理矯亂)。	端 報 答 不 定 此 觀 化 迷 理 矯 亂 
X15n0301_003:0287a18	溫陵曰。此觀萬化。見其不齊。遂生異解。用心別見。	溫 陵 曰 此 觀 萬 化 見 其 不 齊 遂 生 異 解 用 心 別 見 
X15n0301_003:0287a19	即異解也。于是不能決擇。矯亂其語。	即 異 解 也 于 是 不 能 決 擇 矯 亂 其 語 
X15n0301_003:0287a20	二者是人諦觀其心(至)除無之餘無所言說。	二 者 是 人 諦 觀 其 心 至 除 無 之 餘 無 所 言 說 
X15n0301_003:0287a21	(孤山曰。此二節觀心執無執有。矯亂徧觀一境。故唯	 孤 山 曰 此 二 節 觀 心 執 無 執 有 矯 亂 徧 觀 一 境 故 唯 
X15n0301_003:0287a22	見一義)。	見 一 義 
X15n0301_003:0287a23	溫陵曰。互互無。即念念滅相也。得證者悟一切法	溫 陵 曰 互 互 無 即 念 念 滅 相 也 得 證 者 悟 一 切 法 
X15n0301_003:0287a24	皆無也。	皆 無 也 
X15n0301_003:0287a25	三者是人諦觀其心(至)除是之餘無所言說。	三 者 是 人 諦 觀 其 心 至 除 是 之 餘 無 所 言 說 
X15n0301_003:0287a26	(真際曰。此觀境亂心矯亂。蓋有無兩觀者)。	 真 際 曰 此 觀 境 亂 心 矯 亂 蓋 有 無 兩 觀 者 
X15n0301_003:0287a27	溫陵曰。各各有即。念念生相也。言無言是。皆不明	溫 陵 曰 各 各 有 即 念 念 生 相 也 言 無 言 是 皆 不 明 
X15n0301_003:0287b01	答。	答 
X15n0301_003:0287b02	四者是人有無俱見(至)一切矯亂無容窮詰。	四 者 是 人 有 無 俱 見 至 一 切 矯 亂 無 容 窮 詰 
X15n0301_003:0287b03	(溫陵曰。枝。如樹枝差互不一)。	 溫 陵 曰 枝 如 樹 枝 差 互 不 一 
X15n0301_003:0287b04	由此計度矯亂虗無(至)不死矯亂徧計虗論。	由 此 計 度 矯 亂 虗 無 至 不 死 矯 亂 徧 計 虗 論 
X15n0301_003:0287b05	(資中曰。今之邪人。妄謂得道。而中無主。正矯惑于人	 資 中 曰 今 之 邪 人 妄 謂 得 道 而 中 無 主 正 矯 惑 于 人 
X15n0301_003:0287b06	者多類此)。	者 多 類 此 
X15n0301_003:0287b07	吳興曰。從二至四。於前入中。有無分出也。二三單	吳 興 曰 從 二 至 四 於 前 入 中 有 無 分 出 也 二 三 單 
X15n0301_003:0287b08	計。第四兩亦。有即是無。如水是水也。無不是有。如	計 第 四 兩 亦 有 即 是 無 如 水 是 水 也 無 不 是 有 如 
X15n0301_003:0287b09	水非氷也。四句之中。但涉三句。未見雙非。其計猶	水 非 氷 也 四 句 之 中 但 涉 三 句 未 見 雙 非 其 計 猶 
X15n0301_003:0287b10	慶。	慶 
X15n0301_003:0287b11	又三摩中諸善男子(至)如是循環有十六相。	又 三 摩 中 諸 善 男 子 至 如 是 循 環 有 十 六 相 
X15n0301_003:0287b12	(携李曰。十六相者。一謂終後生有色有想。二者生無	 携 李 曰 十 六 相 者 一 謂 終 後 生 有 色 有 想 二 者 生 無 
X15n0301_003:0287b13	色有想。三者生亦有色亦無色有想。四者生非有色	色 有 想 三 者 生 亦 有 色 亦 無 色 有 想 四 者 生 非 有 色 
X15n0301_003:0287b14	非無色有想。五者生有邊有想。六者生無邊有想。七	非 無 色 有 想 五 者 生 有 邊 有 想 六 者 生 無 邊 有 想 七 
X15n0301_003:0287b15	者生亦有邊亦無邊有想。八者生非無邊非有邊有	者 生 亦 有 邊 亦 無 邊 有 想 八 者 生 非 無 邊 非 有 邊 有 
X15n0301_003:0287b16	想。九者生有樂有想。十者生有苦有想。十一者生亦	想 九 者 生 有 樂 有 想 十 者 生 有 苦 有 想 十 一 者 生 亦 
X15n0301_003:0287b17	有樂亦有苦有想。十二者生非有樂非有苦想。十三	有 樂 亦 有 苦 有 想 十 二 者 生 非 有 樂 非 有 苦 想 十 三 
X15n0301_003:0287b18	者生有一想。十四者生苦于想十五者生有少想。十	者 生 有 一 想 十 四 者 生 苦 于 想 十 五 者 生 有 少 想 十 
X15n0301_003:0287b19	六者生有無量想)。	六 者 生 有 無 量 想 
X15n0301_003:0287b20	資中曰。無盡流即行陰也。由見無盡。故言死後有	資 中 曰 無 盡 流 即 行 陰 也 由 見 無 盡 故 言 死 後 有 
X15n0301_003:0287b21	相。溫陵曰。或自下。心顛倒故。固執色身。以色是我。	相 溫 陵 曰 或 自 下 心 顛 倒 故 固 執 色 身 以 色 是 我 
X15n0301_003:0287b22	又謂我體圓徧。則色為我有。前緣即目前之色也。	又 謂 我 體 圓 徧 則 色 為 我 有 前 緣 即 目 前 之 色 也 
X15n0301_003:0287b23	行相續。相亦色也。於色作此四計。於受想行亦然。	行 相 續 相 亦 色 也 於 色 作 此 四 計 於 受 想 行 亦 然 
X15n0301_003:0287b24	故成十六相。皆計死後復有也。携李曰。不言識陰	故 成 十 六 相 皆 計 死 後 復 有 也 携 李 曰 不 言 識 陰 
X15n0301_003:0287b25	者。所計之我。即識陰也。吳興曰。不爾外道六法我	者 所 計 之 我 即 識 陰 也 吳 興 曰 不 爾 外 道 六 法 我 
X15n0301_003:0287b26	與識異。今行陰未彼。識未當情。故不言耳。	與 識 異 今 行 陰 未 彼 識 未 當 情 故 不 言 耳 
X15n0301_003:0287b27	從此或計畢竟煩惱(至)死後有相心顛倒論。	從 此 或 計 畢 竟 煩 惱 至 死 後 有 相 心 顛 倒 論 
X15n0301_003:0287c01	(泐潭曰。有為無為諸法也。畢竟並驅者。計煩惱菩提。	 泐 潭 曰 有 為 無 為 諸 法 也 畢 竟 並 驅 者 計 煩 惱 菩 提 
X15n0301_003:0287c02	不□□□皆後有也)。	不 皆 後 有 也 
X15n0301_003:0287c03	吳興曰。上四陰與我。既死後有相。或復妄計。煩惱	吳 興 曰 上 四 陰 與 我 既 死 後 有 相 或 復 妄 計 煩 惱 
X15n0301_003:0287c04	菩提。理亦如是。□煩惱由陰而生。菩提由我而證。	菩 提 理 亦 如 是 煩 惱 由 陰 而 生 菩 提 由 我 而 證 
X15n0301_003:0287c05	言畢竟者。即兩性不相陵滅。入未來際。此皆後有	言 畢 竟 者 即 兩 性 不 相 陵 滅 入 未 來 際 此 皆 後 有 
X15n0301_003:0287c06	也。言五陰者。通結五陰。王在前四。又雖在前四。義	也 言 五 陰 者 通 結 五 陰 王 在 前 四 又 雖 在 前 四 義 
X15n0301_003:0287c07	惟行陰耳。	惟 行 陰 耳 
X15n0301_003:0287c08	又三摩中諸善男子(至)如是循環有八無相。	又 三 摩 中 諸 善 男 子 至 如 是 循 環 有 八 無 相 
X15n0301_003:0287c09	(長水曰。□諸陰滅計度)。(真際曰。于未劫未見。生無想	 長 水 曰 諸 陰 滅 計 度 真 際 曰 于 未 劫 未 見 生 無 想 
X15n0301_003:0287c10	論。是為八見)。	論 是 為 八 見 
X15n0301_003:0287c11	溫陵曰。陰性消散。謂色受想滅也。生理即行也。謂	溫 陵 曰 陰 性 消 散 謂 色 受 想 滅 也 生 理 即 行 也 謂 
X15n0301_003:0287c12	無受想。則行亦滅也。此約四陰。現在因亡。未來果	無 受 想 則 行 亦 滅 也 此 約 四 陰 現 在 因 亡 未 來 果 
X15n0301_003:0287c13	滅。因果合論。故成八相。	滅 因 果 合 論 故 成 八 相 
X15n0301_003:0287c14	從此或計涅槃因果(至)死後無相心顛倒論。	從 此 或 計 涅 槃 因 果 至 死 後 無 相 心 顛 倒 論 
X15n0301_003:0287c15	(長水曰。前旁計諸法。後有此旁計。諸法後無)。	 長 水 曰 前 旁 計 諸 法 後 有 此 旁 計 諸 法 後 無 
X15n0301_003:0287c16	吳興曰。涅槃因果。依現陰而修。後陰而證。陰既恒	吳 興 曰 涅 槃 因 果 依 現 陰 而 修 後 陰 而 證 陰 既 恒 
X15n0301_003:0287c17	則修證何有耶。	則 修 證 何 有 耶 
X15n0301_003:0287c18	又三摩中諸善男子(至)死後俱非起顛倒論。	又 三 摩 中 諸 善 男 子 至 死 後 俱 非 起 顛 倒 論 
X15n0301_003:0287c19	(吳興曰。此存滅計度)。(吳興曰。雙計有無。至死後俱非	 吳 興 曰 此 存 滅 計 度 吳 興 曰 雙 計 有 無 至 死 後 俱 非 
X15n0301_003:0287c20	者。此有二義。一亦有亦無。二非有非無。下文先計雙	者 此 有 二 義 一 亦 有 亦 無 二 非有非無 下 文 先 計 雙 
X15n0301_003:0287c21	亦次計雙非)。	亦 次 計 雙 非 
X15n0301_003:0287c22	溫陵曰。行存則有相也。受想滅則無相也。以前後	溫 陵 曰 行 存 則 有 相 也 受 想 滅 則 無 相 也 以 前 後 
X15n0301_003:0287c23	相例。則存者終無。雖有非有。滅者曾有。雖無不無。	相 例 則 存 者 終 無 雖 有 非 有 滅 者 曾 有 雖 無 不 無 
X15n0301_003:0287c24	四陰雙計。故成今非。	四 陰 雙 計 故 成 今 非 
X15n0301_003:0287c25	色受想中見有非有(至)皆言死後有相無相。	色 受 想 中 見 有 非 有 至 皆 言 死 後 有 相 無 相 
X15n0301_003:0287c26	(吳興曰。此計雙亦也。見有非有。謂色受想無也。觀無	 吳 興 曰 此 計 雙 亦 也 見 有 非 有 謂 色 受 想 無 也 觀 無 
X15n0301_003:0288a01	不無。謂行陰有也。如是循環。等例立雙。亦謂三陰無	不 無 謂 行 陰 有 也 如 是 循 環 等 例 立 雙 亦 謂 三 陰 無 
X15n0301_003:0288a02	亦如行陰之有。行陰亦如三陰之無。四陰各二。故名	亦 如 行 陰 之 有 行 陰 亦 如 三 陰 之 無 四 陰 各 二 故 名 
X15n0301_003:0288a03	八俱非相。言俱非者。對前徧計。有無得名。文意且在。	八 俱 非 相 言 俱 非 者 對 前 徧 計 有 無 得 名 文 意 且 在 
X15n0301_003:0288a04	雙計有無耳。故總結云。有相無相)。	雙 計 有 無 耳 故 總 結 云 有 相 無 相 
X15n0301_003:0288a05	泐潭曰。三陰為滅相。故見有非有。遷流為存相。故	泐 潭 曰 三 陰 為 滅 相 故 見 有 非 有 遷 流 為 存 相 故 
X15n0301_003:0288a06	觀無不無。隨得一緣者。于四陰隨舉。皆生計執。八	觀 無 不 無 隨 得 一 緣 者 于 四 陰 隨 舉 皆 生 計 執 八 
X15n0301_003:0288a07	俱非論。謂于末劫末見。生非想非非想。生有色。非	俱 非 論 謂 于 末 劫 末 見 生 非想非非想 生 有 色 非 
X15n0301_003:0288a08	有想非無想有。生無色。非有想非無想有生。亦有	有 想 非 無 想 有 生 無 色 非 有 想 非 無 想 有 生 亦 有 
X15n0301_003:0288a09	色亦無色。非有想非無想有。生非有色非無色。非	色 亦 無 色 非 有 想 非 無 想 有 生 非 有 色 非 無 色 非 
X15n0301_003:0288a10	有想非無想有。生有邊。非有想非無想有。生無邊。	有 想 非 無 想 有 生 有 邊 非 有 想 非 無 想 有 生 無 邊 
X15n0301_003:0288a11	非有想非無想有。生亦有邊亦無邊。非有想非無	非 有 想 非 無 想 有 生 亦 有 邊 亦 無 邊 非 有 想 非 無 
X15n0301_003:0288a12	想有。生非有邊非無邊。非有想非無想。是為八見。	想 有 生 非 有 邊 非 無 邊 非 有 想 非 無 想 是 為 八 見 
X15n0301_003:0288a13	又計諸行性遷訛故心發通悟有無俱非虗實失措。	又 計 諸 行 性 遷 訛 故 心 發 通 悟 有 無 俱 非 虗 實 失 措 
X15n0301_003:0288a14	(資中曰。諸行一切遷流法也。因見行陰。遷訛不定。遂	 資 中 曰 諸 行 一 切 遷 流 法 也 因 見 行 陰 遷 訛 不 定 遂 
X15n0301_003:0288a15	生邪悟。謂一切法有無俱非。不可定指)。	生 邪 悟 謂 一 切 法 有 無 俱 非 不 可 定 指 
X15n0301_003:0288a16	吳興曰。此計雙非也。色受想等。皆名諸行。悉有遷	吳 興 曰 此 計 雙 非 也 色 受 想 等 皆 名 諸 行 悉 有 遷 
X15n0301_003:0288a17	訛下。文云。甲長髮生。氣消容皺。及念念不停。即其	訛 下 文 云 甲 長 髮 生 氣 消 容 皺 及 念 念 不 停 即 其 
X15n0301_003:0288a18	相也。於前四陰。雙計有無。亦有八俱非義。此見既	相 也 於 前 四 陰 雙 計 有 無 亦 有 八 俱 非 義 此 見 既 
X15n0301_003:0288a19	細。所以的就行陰言之。	細 所 以 的 就 行 陰 言 之 
X15n0301_003:0288a20	由此計度死後俱非(至)死後俱非心顛倒論。	由 此 計 度 死 後 俱 非 至 死 後 俱 非 心 顛 倒 論 
X15n0301_003:0288a21	(真際曰。今人惑于俗論而疑。死後有無者。多矣。皆八	 真 際 曰 今 人 惑 于 俗 論 而 疑 死 後 有 無 者 多 矣 皆 八 
X15n0301_003:0288a22	俱非類也)。	俱 非 類 也 
X15n0301_003:0288a23	溫陵曰。昏瞢無可道者。不能明知死後之事也。	溫 陵 曰 昏 瞢 無 可 道 者 不 能 明 知 死 後 之 事 也 
X15n0301_003:0288a24	又諸摩中諸善男子(至)是人墜入七斷滅論。	又 諸 摩 中 諸 善 男 子 至 是 人 墜 入 七 斷 滅 論 
X15n0301_003:0288a25	(溫陵曰。見行陰念念滅處。名後後無。由是忘計。設生	 溫 陵 曰 見 行 陰 念 念 滅 處 名 後 後 無 由 是 忘 計 設 生 
X15n0301_003:0288a26	人天七處。後皆斷滅。○此後無計度。為七斷滅論)。	人 天 七 處 後 皆 斷 滅 此 後 無 計 度 為 七 斷 滅 論 
X15n0301_003:0288a27	興福曰。婆羅門于末劫末見。起斷滅論。總有七見。	興 福 曰 婆 羅 門 于 末 劫 末 見 起 斷 滅 論 總 有 七 見 
X15n0301_003:0288b01	或計我身從因緣生。必歸磨滅。或計我于欲天斷	或 計 我 身 從因緣生 必 歸 磨 滅 或 計 我 于 欲 天 斷 
