T39n1789_001:0343a04	欽錄	欽 錄 
T39n1789_004:0405b23	說。大慧白佛言。唯然受教。佛告大慧。我說如	說 大 慧 白 佛 言 唯 然 受 教 佛 告 大 慧 我 說 如 
T39n1789_004:0405b24	來非無性。亦非不生不滅。攝一切法。亦不待	來 非 無 性 亦 非 不生不滅 攝 一 切 法 亦 不 待 
T39n1789_004:0405b25	緣故不生不滅。亦非無義　經中言不生不	緣 故 不生不滅 亦 非 無 義 經 中 言 不 生 不 
T39n1789_004:0405b26	滅者非一。其所詮之旨不無同異。如云修多	滅 者 非 一 其 所 詮 之 旨 不 無 同 異 如 云 修 多 
T39n1789_004:0405b27	羅攝受不生不滅。攝受者。謂舍攝其理。又云。	羅 攝 受 不生不滅 攝 受 者 謂 舍 攝 其 理 又 云 
T39n1789_004:0405b28	此是如來異名。大慧以為不生不滅是無性	此 是 如 來 異 名 大 慧 以 為 不生不滅 是 無 性 
T39n1789_004:0405b29	義。云何言是異名。豈如來亦無性耶。佛答以	義 云 何 言 是 異 名 豈 如 來 亦 無 性 耶 佛 答 以 
T39n1789_004:0405c01	不生不滅是離有無故。曰有無品不現。此以	不生不滅 是 離 有 無 故 曰 有 無 品 不 現 此 以 
T39n1789_004:0405c02	一答酬其二請。大慧又以為不現是不生。若	一 答 酬 其 二 請 大 慧 又 以 為 不 現 是 不 生 若 
T39n1789_004:0405c03	一切法不生。豈是如來異名。若是異名。於名	一 切 法 不 生 豈 是 如 來 異 名 若 是 異 名 於 名 
T39n1789_004:0405c04	字中豈亦有不生法義。故又致請。答中言非	字 中 豈 亦 有 不 生 法 義 故 又 致 請 答 中 言 非 
T39n1789_004:0405c05	無性者。謂如來非是無法。亦非攝取不生不	無 性 者 謂 如 來 非 是 無 法 亦 非 攝 取 不 生 不 
T39n1789_004:0405c06	滅。亦不待生滅之緣而非不生不滅。言亦非	滅 亦 不 待 生 滅 之 緣 而 非 不生不滅 言 亦 非 
T39n1789_004:0405c07	無義者。起後正答也。	無 義 者 起 後 正 答 也 
T39n1789_004:0405c08	大慧。我說意生法身如來名號。彼不生者。一	大 慧 我 說 意 生 法 身 如 來 名 號 彼 不 生 者 一 
T39n1789_004:0405c09	切外道聲聞緣覺七住菩薩非其境界。大慧。	切 外 道 聲 聞 緣 覺 七 住 菩 薩 非 其 境 界 大 慧 
T39n1789_004:0405c10	彼不生即如來異名。大慧。譬如因陀羅釋迦	彼 不 生 即 如 來 異 名 大 慧 譬 如 因 陀 羅 釋 迦 
T39n1789_004:0405c11	不蘭陀羅。如是等諸物一一各有多名。亦非	不 蘭 陀 羅 如 是 等 諸 物 一 一 各 有 多 名 亦 非 
T39n1789_004:0405c12	多名而有多性。亦非無自性　言我說意生	多 名 而 有 多 性 亦 非 無 自 性 言 我 說 意 生 
T39n1789_004:0405c13	身等。其文猶略。應云我說不生不滅即不生	身 等 其 文 猶 略 應 云 我 說 不生不滅 即 不 生 
T39n1789_004:0405c14	義不生而生則一切法身異名皆從此出。故	義 不 生 而 生 則 一 切 法 身 異 名 皆 從 此 出 故 
T39n1789_004:0405c15	曰意生法身如來名號。言彼不生者。疊上一	曰 意 生 法 身 如 來 名 號 言 彼 不 生 者 疊 上 一 
T39n1789_004:0405c16	切法不生義也。然此不生是如來究竟之趣。	切 法 不 生 義 也 然 此 不 生 是 如 來 究 竟 之 趣 
T39n1789_004:0405c17	非外道偏乘之所造詣。故云非其境界。七住	非 外 道 偏 乘 之 所 造 詣 故 云 非 其 境 界 七 住 
T39n1789_004:0405c18	即七地。蓋通教菩薩。到八地方證無生故也。	即 七 地 蓋 通 教 菩 薩 到 八 地 方 證 無 生 故 也 
T39n1789_004:0405c19	以此不生為如來異名。即不生不滅名偏義	以 此 不 生 為 如 來 異 名 即 不生不滅 名 偏 義 
T39n1789_004:0405c20	圓。斯之謂也譬如因陀羅等。此引帝釋異名。	圓 斯 之 謂 也 譬 如 因 陀 羅 等 此 引 帝 釋 異 名 
T39n1789_004:0405c21	以況如來異名非一。蓋帝釋所住地。及虛空	以 況 如 來 異 名 非 一 蓋 帝 釋 所 住 地 及 虛 空 
T39n1789_004:0405c22	乃至手足。隨一一物各有異名。其名雖多人	乃 至 手 足 隨 一 一 物 各 有 異 名 其 名 雖 多 人 
T39n1789_004:0405c23	只是一。故無多性隨物顯義。非無自性也。	只 是 一 故 無 多 性 隨 物 顯 義 非 無 自 性 也 
T39n1789_004:0405c24	如是大慧。我於此娑婆世界。有三阿僧祇百	如 是 大 慧 我 於 此 娑婆世界 有 三阿僧祇 百 
T39n1789_004:0405c25	千名號。愚夫悉聞各說我名。而不解我如來	千 名 號 愚 夫 悉 聞 各 說 我 名 而 不 解 我 如 來 
T39n1789_004:0405c26	異名。大慧。或有眾生知我如來者。有知一切	異 名 大 慧 或 有 眾 生 知 我 如 來 者 有 知 一 切 
T39n1789_004:0405c27	智者。有知佛者。有知救世者。有知自覺者。	智 者 有 知 佛 者 有 知 救 世 者 有 知 自 覺 者 
T39n1789_004:0405c28	有知導師者。有知廣導者。有知一切導者。有	有 知 導 師 者 有 知 廣 導 者 有 知 一 切 導 者 有 
T39n1789_004:0405c29	知仙人者。有知梵者。有知毘紐者。有知自	知 仙 人 者 有 知 梵 者 有 知 毘 紐 者 有 知 自 
T39n1789_004:0406a01	在者。有知勝者。有知迦毘羅者。有知真實邊	在 者 有 知 勝 者 有 知 迦 毘 羅 者 有 知 真 實 邊 
T39n1789_004:0406a02	者。有知月者。有知日者。有知主者。有知無生	者 有 知 月 者 有 知 日 者 有 知 主 者 有 知 無 生 
T39n1789_004:0406a03	者。有知無滅者。有知空者。有知如如者。有知	者 有 知 無 滅 者 有 知 空 者 有 知 如 如 者 有 知 
T39n1789_004:0406a04	諦者。有知實際者。有知法性者。有知涅槃者。	諦 者 有 知 實 際 者 有 知 法 性 者 有 知 涅 槃 者 
T39n1789_004:0406a05	有知常者。有知平等者。有知不二者。有知無	有 知 常 者 有 知 平 等 者 有 知 不 二 者 有 知 無 
T39n1789_004:0406a06	相者。有知解脫者。有知道者。有知意生者。大	相 者 有 知 解 脫 者 有 知 道 者 有 知 意 生 者 大 
T39n1789_004:0406a07	慧。如是等三阿僧祇百千名號不增不減。此	慧 如 是 等 三阿僧祇 百 千 名 號 不增不減 此 
T39n1789_004:0406a08	及餘世界。皆悉知我如水中月不出不入	及 餘 世 界 皆 悉 知 我 如水中月 不出不入 
T39n1789_004:0406a09	　我於娑呵世界。等凡例三十三種異名。始言	 我 於 娑 呵 世 界 等 凡 例 三 十 三 種 異 名 始 言 
T39n1789_004:0406a10	愚者悉聞各說我名。謂名各有義也。而不解	愚 者 悉 聞 各 說 我 名 謂 名 各 有 義 也 而 不 解 
T39n1789_004:0406a11	我如來異名。則不知其體一本於不生不滅	我 如 來 異 名 則 不 知 其 體 一 本 於 不生不滅 
T39n1789_004:0406a12	也。乃至云如是等三阿僧祇百千名號。阿僧	也 乃 至 云 如 是 等 三阿僧祇 百 千 名 號 阿 僧 
T39n1789_004:0406a13	祇此云無數時。此乃如來果後施化之迹。言	祇 此 云 無 數 時 此 乃 如 來 果 後 施 化 之 迹 言 
T39n1789_004:0406a14	百千名號不增不減者。蓋隨舉一名則攝諸	百 千 名 號 不增不減 者 蓋 隨 舉 一 名 則 攝 諸 
T39n1789_004:0406a15	法名。在多不增在一不減。此方他界皆知佛	法 名 在 多 不 增 在 一 不 減 此 方 他 界 皆 知 佛 
T39n1789_004:0406a16	名。言如水月不出不入者。月喻應身。水喻眾	名 言 如 水 月 不出不入 者 月 喻 應 身 水 喻 眾 
T39n1789_004:0406a17	生之心眾生心淨如來即應。如月在水。然月	生 之 心 眾 生 心 淨 如 來 即 應 如 月 在 水 然 月 
T39n1789_004:0406a18	在空影現於水。月不下降故云不入。亦不離	在 空 影 現 於 水 月 不 下 降 故 云 不 入 亦 不 離 
T39n1789_004:0406a19	水故云不出也。	水 故 云 不 出 也 
T39n1789_004:0406a20	彼諸愚夫不能知我。墮二邊故。然悉恭敬供	彼 諸 愚 夫 不 能 知 我 墮 二 邊 故 然 悉 恭 敬 供 
T39n1789_004:0406a21	養於我。而不善解知辭句義趣。不分別名不	養 於 我 而 不 善 解 知 辭 句 義 趣 不 分 別 名 不 
T39n1789_004:0406a22	解自通。計著種種言說章句。於不生不滅作	解 自 通 計 著 種 種 言 說 章 句 於 不生不滅 作 
T39n1789_004:0406a23	無性想。不知如來名號差別如因陀羅釋迦	無 性 想 不 知 如 來 名 號 差 別 如 因 陀 羅 釋 迦 
T39n1789_004:0406a24	不蘭陀羅。不解自通會歸終極。於一切法隨	不 蘭 陀 羅 不 解 自 通 會 歸 終 極 於一切法 隨 
T39n1789_004:0406a25	說計著　彼諸愚夫等。重釋彼不知不生不	說 計 著 彼 諸 愚 夫 等 重 釋 彼 不 知 不 生 不 
T39n1789_004:0406a26	滅中道應身之本墮於有無二邊。雖皆能敬	滅 中 道 應 身 之 本 墮 於 有 無 二 邊 雖 皆 能 敬 
T39n1789_004:0406a27	事。而不能善解名字句義。故云不分別名不	事 而 不 能 善 解 名 字 句 義 故 云 不 分 別 名 不 
T39n1789_004:0406a28	解自通。由執著言教昧於實理。謂不生不滅	解 自 通 由 執 著 言 教 昧 於 實 理 謂 不生不滅 
T39n1789_004:0406a29	是無體性。故於如來異名差別而皆不知。如	是 無 體 性 故 於 如 來 異 名 差 別 而 皆 不 知 如 
T39n1789_004:0406b01	不知因陀羅等皆帝釋之異名也。既不解自	不 知 因 陀 羅 等 皆 帝 釋 之 異 名 也 既 不 解 自 
T39n1789_004:0406b02	通之趣歸于至極故。於一切諸法隨語生見	通 之 趣 歸 于 至 極 故 於 一切諸法 隨 語 生 見 
T39n1789_004:0406b03	故云隨說計著也。	故 云 隨 說 計 著 也 
T39n1789_004:0406b04	大慧。彼諸癡人作如是言義。如言說義說無	大 慧 彼 諸 癡 人 作如是言 義 如 言 說 義 說 無 
T39n1789_004:0406b05	異。所以者何。謂義無身故言說之外更無餘	異 所以者何 謂 義 無 身 故 言 說 之 外 更 無 餘 
T39n1789_004:0406b06	義。唯止言說。大慧。彼惡燒智。不知言說自	義 唯 止 言 說 大 慧 彼 惡 燒 智 不 知 言 說 自 
T39n1789_004:0406b07	性。不知言說生滅義不生滅。大慧。一切言說	性 不 知 言 說 生 滅 義 不 生 滅 大 慧 一 切 言 說 
T39n1789_004:0406b08	墮於文字。義則不墮。離性非性故。無受生亦	墮 於 文 字 義 則 不 墮 離 性 非 性 故 無 受 生 亦 
T39n1789_004:0406b09	無身。大慧。如來不說墮文字法。文字有無不	無 身 大 慧 如 來 不 說 墮 文 字 法 文 字 有 無 不 
T39n1789_004:0406b10	可得故。除不墮文字　此段重示迷名失肯。	可 得 故 除 不墮文字 此 段 重 示 迷 名 失 肯 
T39n1789_004:0406b11	義如言說等。夫義有能詮文字之義。有所詮	義 如 言 說 等 夫 義 有 能 詮 文 字 之 義 有 所 詮 
T39n1789_004:0406b12	道理之義。癡人迷於道理。言文字之義如所	道 理 之 義 癡 人 迷 於 道 理 言 文 字 之 義 如 所 
T39n1789_004:0406b13	言說。謂義之所說無有異也。既又徵釋謂義	言 說 謂 義 之 所 說 無 有 異 也 既 又 徵 釋 謂 義 
T39n1789_004:0406b14	無身故。身即體也。言能詮文字之義更無有	無 身 故 身 即 體 也 言 能 詮 文 字 之 義 更 無 有 
T39n1789_004:0406b15	體。蓋不知所詮道理之義出於言說之外。唯	體 蓋 不 知 所 詮 道 理 之 義 出 於 言 說 之 外 唯 
T39n1789_004:0406b16	止於言說而已。由彼惡見燒滅正智。不解如	止 於 言 說 而 已 由 彼 惡 見 燒 滅 正 智 不 解 如 
T39n1789_004:0406b17	來言教。言於生滅義無生滅。然一切言說墮	來 言 教 言 於 生 滅 義 無 生 滅 然 一 切 言 說 墮 
T39n1789_004:0406b18	於文字。義則不墮言離性非性者。是離有無	於 文 字 義 則 不 墮 言 離 性 非 性 者 是 離 有 無 
T39n1789_004:0406b19	之過。既離是過則無受生亦無體相。是為言	之 過 既 離 是 過 則 無 受 生 亦 無 體 相 是 為 言 
T39n1789_004:0406b20	外之旨也。如來不說墮文字法者。謂文字性	外 之 旨 也 如 來 不 說 墮 文 字 法 者 謂 文 字 性 
T39n1789_004:0406b21	離。即是解脫。不可以有無求之是則如來非	離 即 是 解 脫 不 可 以 有 無 求 之 是 則 如 來 非 
T39n1789_004:0406b22	不說法。若有離文字而解者。即為說之。	不 說 法 若 有 離 文 字 而 解 者 即 為 說 之 
T39n1789_004:0406b23	大慧。若有說言如來說墮文字法者。此則妄	大 慧 若 有 說 言 如 來 說 墮 文 字 法 者 此 則 妄 
T39n1789_004:0406b24	說。法離文字故。是故大慧。我等諸佛及諸菩	說 法 離 文 字 故 是 故 大 慧 我 等 諸 佛 及 諸 菩 
T39n1789_004:0406b25	薩。不說一字不答一字。所以者何。法離文字	薩 不 說 一 字 不 答 一 字 所以者何 法 離 文 字 
T39n1789_004:0406b26	故。非不饒益義說。言說者眾生妄想故。大慧。	故 非 不 饒 益 義 說 言 說 者 眾 生 妄 想 故 大 慧 
T39n1789_004:0406b27	若不說一切法者。教法則壞。教法壞者。則無	若 不 說 一 切 法 者 教 法 則 壞 教 法 壞 者 則 無 
T39n1789_004:0406b28	諸佛菩薩緣覺聲聞。若無者誰說為誰　若	諸佛菩薩 緣 覺 聲 聞 若 無 者 誰 說 為 誰 若 
T39n1789_004:0406b29	有不達如來說即無說謂說墮文字法者。則	有 不 達 如 來 說 即 無 說 謂 說 墮 文 字 法 者 則 
T39n1789_004:0406c01	為謗佛謗法。故云此則妄說。既又告大慧云。	為 謗 佛 謗 法 故 云 此 則 妄 說 既 又 告 大 慧 云 
T39n1789_004:0406c02	我及諸佛菩薩。未常說一字答一字。蓋離文	我 及 諸佛菩薩 未 常 說 一 字 答 一 字 蓋 離 文 
T39n1789_004:0406c03	字性故也。非不饒益義說者謂非不隨宜演	字 性 故 也 非 不 饒 益 義 說 者 謂 非 不 隨 宜 演 
T39n1789_004:0406c04	說饒益眾生。然說即無說若謂有說者。凡愚	說 饒 益 眾 生 然 說 即 無 說 若 謂 有 說 者 凡 愚 
T39n1789_004:0406c05	之妄想分別耳。據理絕言被緣可說說即成	之 妄想分別 耳 據 理 絕 言 被 緣 可 說 說 即 成 
T39n1789_004:0406c06	教。若有緣不說。則教法不立。教若不立。則	教 若 有 緣 不 說 則 教 法 不 立 教 若 不 立 則 
T39n1789_004:0406c07	大小乘機無修證之分。如是則孰為能度孰	大 小 乘 機 無 修 證 之 分 如 是 則 孰 為 能 度 孰 
T39n1789_004:0406c08	為所度。而建立機教哉。	為 所 度 而 建 立 機 教 哉 
T39n1789_004:0406c09	是故大慧。菩薩摩訶薩莫著言說。隨宜方便	是 故 大 慧 菩薩摩訶薩 莫 著 言 說 隨 宜 方 便 
T39n1789_004:0406c10	廣說經法。以眾生希望煩惱不一故。我及諸	廣 說 經 法 以 眾 生 希 望 煩 惱 不 一 故 我 及 諸 
T39n1789_004:0406c11	佛為彼種種異解眾生。而說諸法令離心意	佛 為 彼 種 種 異 解 眾 生 而 說 諸 法 令 離 心 意 
T39n1789_004:0406c12	意識故。不為得自覺聖智處　法固不可不	意 識 故 不 為 得 自覺聖智 處 法 固 不 可 不 
T39n1789_004:0406c13	說。若著言說則又成病。故告云莫著言說。然	說 若 著 言 說 則 又 成 病 故 告 云 莫 著 言 說 然 
T39n1789_004:0406c14	隨宜方便而說者。蓋眾生機樂不同煩惱非	隨 宜 方 便 而 說 者 蓋 眾 生 機 樂 不 同 煩 惱 非 
T39n1789_004:0406c15	一。我及諸佛皆如是說。然所彼機固未是欲	一 我 及 諸 佛 皆 如 是 說 然 所 彼 機 固 未 是 欲 
T39n1789_004:0406c16	得自覺聖智處者。凡可以離乎妄想心識者。	得 自覺聖智 處 者 凡 可 以 離 乎 妄 想 心 識 者 
T39n1789_004:0406c17	則為說也。	則 為 說 也 
T39n1789_004:0406c18	大慧。於一切法無所有。覺自心現量離二妄	大 慧 於一切法 無 所 有 覺 自心現量 離 二 妄 
T39n1789_004:0406c19	想諸菩薩摩訶薩。依於義不依文字。若善男	想 諸 菩薩摩訶薩 依 於 義 不 依 文 字 若 善 男 
T39n1789_004:0406c20	子善女人依文字者。自壞第一義。亦不能覺	子 善 女 人 依 文 字 者 自 壞 第 一 義 亦 不 能 覺 
T39n1789_004:0406c21	他。墮惡見相續。而為眾說不善了知一切法	他 墮 惡 見 相 續 而 為 眾 說 不 善 了 知一切法 
T39n1789_004:0406c22	一切地一切相。亦不知章句。若善一切法一	一 切 地 一 切 相 亦 不 知 章 句 若 善 一 切 法 一 
T39n1789_004:0406c23	切地一切相。通達章句具足性義。彼則能以	切 地 一 切 相 通 達 章 句 具 足 性 義 彼 則 能 以 
T39n1789_004:0406c24	正無相樂。而自娛樂。平等大乘建立眾生	正 無 相 樂 而 自 娛 樂 平 等 大 乘 建 立 眾 生 
T39n1789_004:0406c25	　一切法無所有等。入楞伽云。令知諸法自心	 一 切 法 無 所 有 等 入 楞 伽 云 令 知 諸 法 自 心 
T39n1789_004:0406c26	所現無外境界離說所說二種妄想。既又誡	所 現 無 外 境 界 離 說 所 說 二 種 妄 想 既 又 誡 
T39n1789_004:0406c27	學者言。當依於義不依文字。若依文字則害	學 者 言 當 依 於 義 不 依 文 字 若 依 文 字 則 害 
