T52n2113_001:0573a04	北山錄序	北 山 錄 序 
T52n2113_009:0629c18	也。宋君一命而俯。再命而傴。三命而僂循牆而走也)孟之反不伐。得其讓也	也 宋 君 一 命 而 俯 再 命 而 傴 三 命 而 僂 循 牆 而 走 也 孟 之 反 不 伐 得 其 讓 也 
T52n2113_009:0629c19	(孟之庂也。魯與齊戰魯敗。孟之反奔而殿將入國門。國人功之。策其馬曰。非敢後也。馬不進也。不欲取其功。故	 孟 之 庂 也 魯 與 齊 戰 魯 敗 孟 之 反 奔 而 殿 將 入 國 門 國 人 功 之 策 其 馬 曰 非 敢 後 也 馬 不 進 也 不 欲 取 其 功 故 
T52n2113_009:0629c20	云得其讓也)列禦寇不受鄭子陽之粟。得其知難也	云 得 其 讓 也 列 禦 寇 不 受 鄭 子 陽 之 粟 得 其 知 難 也 
T52n2113_009:0629c21	(列禦寇。鄭人。家貧有客言也於鄭子陽。子陽遺之粟。列子再拜而不受。其妻望之拊心曰。妾聞為有道者之妻子	 列 禦 寇 鄭 人 家 貧 有 客 言 也 於 鄭 子 陽 子 陽 遺 之 粟 列 子 再 拜 而 不 受 其 妻 望 之 拊 心 曰 妾 聞 為 有 道 者 之 妻 子 
T52n2113_009:0629c22	皆佚樂。今有飢色。君遺先生何不受。曰君非自知。以人言而遺我罪我也。後子陽果及於難)爰精目	皆 佚 樂 今 有 飢 色 君 遺 先 生 何 不 受 曰 君 非 自 知 以 人 言 而 遺 我 罪 我 也 後 子 陽 果 及 於 難 爰 精 目 
T52n2113_009:0629c23	吐狐丘父之食。得其嫉惡也(爰精目乞食於狐丘父。丘父下壷飡餔	吐 狐 丘 父 之 食 得 其 嫉 惡 也 爰 精 目 乞 食 於 狐 丘 父 丘 父 下 壷 飡 餔 
T52n2113_009:0629c24	之。精目食已曰。子何為者。曰我狐父之人丘也。曰汝非盜也。遂嘔出而死。狐丘之人為盜也。惡其不義也)謝	之 精 目 食 已 曰 子 何 為 者 曰 我 狐 父 之 人 丘 也 曰 汝 非 盜 也 遂 嘔 出 而 死 狐 丘 之 人 為 盜 也 惡 其 不 義 也 謝 
T52n2113_009:0629c25	安喜慍不在色。得其量也(謝安。字安石。相東晉孝武帝。符堅統百萬之眾	安 喜 慍 不 在 色 得 其 量 也 謝 安 字 安 石 相 東 晉 孝 武 帝 符 堅 統 百 萬 之 眾 
T52n2113_009:0629c26	攻晉。安亦無懼。及謝玄等破之。安亦不喜。可知量也)王敬之徐武於焚屋。得	攻 晉 安 亦 無 懼 及 謝 玄 等 破 之 安 亦 不 喜 可 知 量 也 王 敬 之 徐 武 於 焚 屋 得 
T52n2113_009:0629c27	其審也(武步也。王元度。字子敬。晉右軍之子也。其屋遇焚。子敬衣冠從容而出也)戴逵不	其 審 也 武 步 也 王 元 度 字 子 敬 晉 右 軍 之 子 也 其 屋 遇 焚 子 敬 衣 冠 從 容 而 出 也 戴 逵 不 
T52n2113_009:0630a01	鼓琴於王門。得其耿介也(耿介倜儻也。戴逵戴顒兄弟二人皆善琴。兩遊	鼓 琴 於 王 門 得 其 耿 介 也 耿 介 倜 儻 也 戴 逵 戴 顒 兄 弟 二 人 皆 善 琴 兩 遊 
T52n2113_009:0630a02	王氏門。有請顒鼓琴。顒輒鼓之。請於逵。逵謂使者曰。逵所鼓琴非為王門之伶人也。遂對使者碎其琴。即二戴優	王 氏 門 有 請 顒 鼓 琴 顒 輒 鼓 之 請 於 逵 逵 謂 使 者 曰 逵 所 鼓 琴 非 為 王 門 之 伶 人 也 遂 對 使 者 碎 其 琴 即 二 戴 優 
T52n2113_009:0630a03	劣可知也)其能酌一善於身足以光於朽骨。況兼之	劣 可 知 也 其 能 酌 一 善 於 身 足 以 光 於 朽 骨 況 兼 之 
T52n2113_009:0630a04	者乎(君子疾沒世而名不稱焉。學如不及猶恐失之也)孔子謂魯哀公曰。	者 乎 君 子 疾 沒 世 而 名 不 稱 焉 學 如 不 及 猶 恐 失 之 也 孔 子 謂 魯 哀 公 曰 
T52n2113_009:0630a05	人有五儀。有庸人。有士人。有君子人。有賢	人 有 五 儀 有 庸 人 有 士 人 有 君 子 人 有 賢 
T52n2113_009:0630a06	人。有聖人。庸人者心不則慎終之規。口不吐	人 有 聖 人 庸 人 者 心 不 則 慎 終 之 規 口 不 吐 
T52n2113_009:0630a07	格訓之言(格法也。左傳云。心不則德義之經曰頑。口不道忠信之言曰嚚)不擇賢以	格 訓 之 言 格 法 也 左 傳 云 心 不 則 德 義 之 經 曰 頑 口 不 道 忠 信 之 言 曰 嚚 不 擇 賢 以 
T52n2113_009:0630a08	託其身。不力行以定其志。見小暗大而不知	託 其 身 不 力 行 以 定 其 志 見 小 暗 大 而 不 知 
T52n2113_009:0630a09	其所務。從物如流而不知其所執。此庸人也。	其 所 務 從 物 如 流 而 不 知 其 所 執 此 庸 人 也 
T52n2113_009:0630a10	士人者。心有所定。計有所守。雖不能盡道術	士 人 者 心 有 所 定 計 有 所 守 雖 不 能 盡 道 術 
T52n2113_009:0630a11	之本。必有率也(率述也。循也)雖不遍百善之美。必	之 本 必 有 率 也 率 述 也 循 也 雖 不 遍 百 善 之 美 必 
T52n2113_009:0630a12	有處也。是故智不務多。必審其所知。言不務	有 處 也 是 故 智 不 務 多 必 審 其 所 知 言 不 務 
T52n2113_009:0630a13	多。必審其所謂。行不務多。必審其所由。智既	多 必 審 其 所 謂 行 不 務 多 必 審 其 所 由 智 既 
T52n2113_009:0630a14	知之。言既道之。行既由之。則若性命形骸之	知 之 言 既 道 之 行 既 由 之 則 若 性 命 形 骸 之 
T52n2113_009:0630a15	不可易也。富貴不足以益。貧賤不足以損。此	不 可 易 也 富 貴 不 足 以 益 貧 賤 不 足 以 損 此 
T52n2113_009:0630a16	士人也。君子人者。言必忠信而心不妄(無詐妄之情也)	士 人 也 君 子 人 者 言 必 忠 信 而 心 不 妄 無 詐 妄 之 情 也 
T52n2113_009:0630a17	仁義在身而色無伐(無自矜也)思慮通明而辭不	仁 義 在 身 而 色 無 伐 無 自 矜 也 思 慮 通 明 而 辭 不 
T52n2113_009:0630a18	專。篤行信道而自強不息。油然若將可越而	專 篤 行 信 道 而 自 強 不 息 油 然 若 將 可 越 而 
T52n2113_009:0630a19	終不可及者。此君子也(油然不進之貌也。越過也。君子雖能為可貴可信用而	終 不 可 及 者 此 君 子 也 油 然 不 進 之 貌 也 越 過 也 君 子 雖 能 為 可 貴 可 信 用 而 
T52n2113_009:0630a20	不能使必貴己信己用己也。是以恥不信不恥不見信恥不能不恥不見用也。不誘於譽不怨誹率道而行也)賢	不 能 使 必 貴 己 信 己 用 己 也 是 以 恥 不 信 不 恥 不 見 信 恥 不 能 不 恥 不 見 用 也 不 誘 於 譽 不 怨 誹 率 道 而 行 也 賢 
T52n2113_009:0630a21	人者。德不踰閑(閑法也)行中規繩。言足法於天	人 者 德 不 踰 閑 閑 法 也 行 中 規 繩 言 足 法 於 天 
T52n2113_009:0630a22	下而不傷於身。道足化於百姓而不傷於本	下 而 不 傷 於 身 道 足 化 於 百 姓 而 不 傷 於 本 
T52n2113_009:0630a23	(言滿天下無口過。行滿天下無怨惡也)富則天下無苑財(長短經云苑財苑積也。今有	 言 滿 天 下 無 口 過 行 滿 天 下 無 怨 惡 也 富 則 天 下 無 苑 財 長 短 經 云 苑 財 苑 積 也 今 有 
T52n2113_009:0630a24	依怨天下無怨惡也。謂以義得也)施則天下不病貧(病患也)此賢人	依 怨 天 下 無 怨 惡 也 謂 以 義 得 也 施 則 天 下 不 病 貧 病 患 也 此 賢 人 
T52n2113_009:0630a25	也。聖人者。德合天地。變通無方。窮萬事之始	也 聖 人 者 德 合 天 地 變 通 無 方 窮 萬 事 之 始 
T52n2113_009:0630a26	終。協庶品之自然。敷其大道而遂成情性。明	終 協 庶 品 之 自 然 敷 其 大 道 而 遂 成 情 性 明 
T52n2113_009:0630a27	並日月。化行若神。下民不知其德。覩者不識	並 日 月 化 行 若 神 下 民 不 知 其 德 覩 者 不 識 
T52n2113_009:0630a28	其隣(百姓日用而不知也)此聖人也。公曰。善哉非子之賢	其 隣 百 姓 日 用 而 不 知 也 此 聖 人 也 公 曰 善 哉 非 子 之 賢 
T52n2113_009:0630b01	則寡人不聞此言也。今揆茲五儀之人。為五	則 寡 人 不 聞 此 言 也 今 揆 茲 五 儀 之 人 為 五 
T52n2113_009:0630b02	儀之僧。誠則皆不乖其本矣。若使裁其尊卑	儀 之 僧 誠 則 皆 不 乖 其 本 矣 若 使 裁 其 尊 卑 
T52n2113_009:0630b03	勵其情操去此取彼。易庸人為士君子。易士	勵 其 情 操 去 此 取 彼 易 庸 人 為 士 君 子 易 士 
T52n2113_009:0630b04	君子為賢聖。則天下之僧皆高僧也。故斵石	君 子 為 賢 聖 則 天 下 之 僧 皆 高 僧 也 故 斵 石 
T52n2113_009:0630b05	刻木範金之像。石則石矣。木則木矣。金則金	刻 木 範 金 之 像 石 則 石 矣 木 則 木 矣 金 則 金 
T52n2113_009:0630b06	矣。非變化則不能革其本態也。而人有生而	矣 非 變 化 則 不 能 革 其 本 態 也 而 人 有 生 而 
T52n2113_009:0630b07	知之。有學而知之。但有知則不難乎遷(遷庸為智。	知 之 有 學 而 知 之 但 有 知 則 不 難 乎 遷 遷 庸 為 智 
T52n2113_009:0630b08	遷凡為聖)其所難在乎不知矣。世或以槃特不學不	遷 凡 為 聖 其 所 難 在 乎 不 知 矣 世 或 以 槃 特 不 學 不 
T52n2113_009:0630b09	謂無道(平生唯誦半偈而得聖果。偈云。守口攝意身莫犯。如是行者得度也)善星多聞	謂 無 道 平 生 唯 誦 半 偈 而 得 聖 果 偈 云 守 口 攝 意 身 莫 犯 如 是 行 者 得 度 也 善 星 多 聞 
T52n2113_009:0630b10	不謂立一德(善星比丘本釋族。聰明詐作薄俱羅鬼驚佛。而生入地獄也)彼乃不	不 謂 立 一 德 善 星 比 丘 本 釋 族 聰 明 詐 作 薄 俱 羅 鬼 驚 佛 而 生 入 地 獄 也 彼 乃 不 
T52n2113_009:0630b11	達槃特聖人也。善星庸人也。槃特不學而生	達 槃 特 聖 人 也 善 星 庸 人 也 槃 特 不 學 而 生 
T52n2113_009:0630b12	知。善星雖學而不知也。若使槃特無生知則	知 善 星 雖 學 而 不 知 也 若 使 槃 特 無 生 知 則 
T52n2113_009:0630b13	不聖。善星有學知則遷善矣。夫生而知之千	不 聖 善 星 有 學 知 則 遷 善 矣 夫 生 而 知 之 千 
T52n2113_009:0630b14	載無一。學而知之遍於天下。若以千載之一	載 無 一 學 而 知 之 遍 於 天 下 若 以 千 載 之 一 
T52n2113_009:0630b15	而廢乎天下者。非聖人之志也。況學以資生	而 廢 乎 天 下 者 非 聖 人 之 志 也 況 學 以 資 生 
T52n2113_009:0630b16	知。若金之有礪(礪磨石也。金性雖利更假磨之也)舟之有檝(檝棹類也。	知 若 金 之 有 礪 礪 磨 石 也 金 性 雖 利 更 假 磨 之 也 舟 之 有 檝 檝 棹 類 也 
T52n2113_009:0630b17	尚書云。若濟川用汝為舟檝也)惟利與速物莫能加之。昔仲尼	尚 書 云 若 濟 川 用 汝 為 舟 檝 也 惟 利 與 速 物 莫 能 加 之 昔 仲 尼 
T52n2113_009:0630b18	云。君子不可不學。子路曰。南山有竹。不柔	云 君 子 不 可 不 學 子 路 曰 南 山 有 竹 不 柔 
T52n2113_009:0630b19	自直。斬而用射。達於犀革。以此言之。何學之	自 直 斬 而 用 射 達 於 犀 革 以 此 言 之 何 學 之 
T52n2113_009:0630b20	為。孔子曰。括而羽之。鏃而勵之。其入豈不益	為 孔 子 曰 括 而 羽 之 鏃 而 勵 之 其 入 豈 不 益 
T52n2113_009:0630b21	深乎(因鏃羽而彌深)子路再拜曰。故木以繩直。土自	深 乎 因 鏃 羽 而 彌 深 子 路 再 拜 曰 故 木 以 繩 直 土 自 
T52n2113_009:0630b22	水平。王用人器。未有不學而能自致奇功知	水 平 王 用 人 器 未 有 不 學 而 能 自 致 奇 功 知 
T52n2113_009:0630b23	道者也。凡人之不學。其猶牆面(無所見也)人而博	道 者 也 凡 人 之 不 學 其 猶 牆 面 無 所 見 也 人 而 博 
T52n2113_009:0630b24	學。不出戶而知天下。始吾聞之。心存之躬甞	學 不 出 戶 而 知 天 下 始 吾 聞 之 心 存 之 躬 甞 
T52n2113_009:0630b25	之。於所不學實若蔽目。於所遠知誠不由足。	之 於 所 不 學 實 若 蔽 目 於 所 遠 知 誠 不 由 足 
T52n2113_009:0630b26	故有生之域(域涯也)貴乎有學既學矣。貴乎知	故 有 生 之 域 域 涯 也 貴 乎 有 學 既 學 矣 貴 乎 知 
T52n2113_009:0630b27	既知矣。則慕大覺之曠照。成遍知之有日。故	既 知 矣 則 慕 大 覺 之 曠 照 成 遍 知 之 有 日 故 
T52n2113_009:0630b28	日就月將猶患失之。佛陀慷慨。仲舒下幃。恨	日 就 月 將 猶 患 失 之 佛 陀 慷 慨 仲 舒 下 幃 恨 
T52n2113_009:0630b29	光陰之不再也(董仲舒下幃三年讀書。不窺園圃。佛陀如上注)昔黃霸(漢相也)	光 陰 之 不 再 也 董 仲 舒 下 幃 三 年 讀 書 不 窺 園 圃 佛 陀 如 上 注 昔 黃 霸 漢 相 也 
T52n2113_009:0630c01	與夏侯勝同下獄。霸欲從勝受經。勝辭以罪	與 夏 侯 勝 同 下 獄 霸 欲 從 勝 受 經 勝 辭 以 罪 
T52n2113_009:0630c02	當死。霸曰。朝聞道夕死可矣。勝賢其言。遂受	當 死 霸 曰 朝 聞 道 夕 死 可 矣 勝 賢 其 言 遂 受 
T52n2113_009:0630c03	之再更。而講讀不怠也(漢昭帝將議立武帝廟為世宗。勝奏武帝奢侈殺戮不宜	之 再 更 而 講 讀 不 怠 也 漢 昭 帝 將 議 立 武 帝 廟 為 世 宗 勝 奏 武 帝 奢 侈 殺 戮 不 宜 
T52n2113_009:0630c04	立廟。遂坐謗毀先帝。與黃霸同縶。霸乃求從學。會赦俱免也)常啼求法於法勇(般若	立 廟 遂 坐 謗 毀 先 帝 與 黃 霸 同 縶 霸 乃 求 從 學 會 赦 俱 免 也 常 啼 求 法 於 法 勇 般 若 
T52n2113_009:0630c05	經常啼菩薩也)以骨骸致香花。兼俟乎宮門。凡七載。異	經 常 啼 菩 薩 也 以 骨 骸 致 香 花 兼 俟 乎 宮 門 凡 七 載 異 
T52n2113_009:0630c06	有所聞也。於予之眇志。實學知之。不足教知。	有 所 聞 也 於 予 之 眇 志 實 學 知 之 不 足 教 知 
T52n2113_009:0630c07	其困兢兢勤勤慚曠此生(已下北山自敘)嘗撰釋氏年	其 困 兢 兢 勤 勤 慚 曠 此 生 已 下 北 山 自 敘 嘗 撰 釋 氏 年 
T52n2113_009:0630c08	志。編年序事務成林藪(年志三十卷。又撰法華玄箋十卷。二眾初學儀律新疏要	志 編 年 序 事 務 成 林 藪 年 志 三 十 卷 又 撰 法 華 玄 箋 十 卷 二 眾 初 學 儀 律 新 疏 要 
T52n2113_009:0630c09	決十卷。識心澄觀俱舍等論鈔共百餘卷)鄙野一家之言。經郡邑寇亂	決 十 卷 識 心 澄 觀 俱 舍 等 論 鈔 共 百 餘 卷 鄙 野 一 家 之 言 經 郡 邑 寇 亂 
T52n2113_009:0630c10	而亡矣。鄙以學無常師。遂體三教參玄之旨	而 亡 矣 鄙 以 學 無 常 師 遂 體 三 教 參 玄 之 旨 
T52n2113_009:0630c11	趣。裁而錄之。暮年神疲。不盡所志。而有告余	趣 裁 而 錄 之 暮 年 神 疲 不 盡 所 志 而 有 告 余 
T52n2113_009:0630c12	者曰。日月既逝。老之至矣。蓋釋文字乎(蓋何不也。釋	者 曰 日 月 既 逝 老 之 至 矣 蓋 釋 文 字 乎 蓋 何 不 也 釋 
T52n2113_009:0630c13	放也)余莞爾而笑(莞爾笑貌)曰。彼不吾知也。余今自	放 也 余 莞 爾 而 笑 莞 爾 笑 貌 曰 彼 不 吾 知 也 余 今 自 
T52n2113_009:0630c14	欲實腹精於義。何甞計利而進。度齒而廢乎	欲 實 腹 精 於 義 何 甞 計 利 而 進 度 齒 而 廢 乎 
T52n2113_009:0630c15	(齒年也)夫去學而神虛焉。則善有所補。不則聽言	 齒 年 也 夫 去 學 而 神 虛 焉 則 善 有 所 補 不 則 聽 言 
T52n2113_009:0630c16	譁噪。無若誦言為優(聽言塵俗之言也。徒為喧噪。誦言典雅之言。聞之經濟。優	譁 噪 無 若 誦 言 為 優 聽 言 塵 俗 之 言 也 徒 為 喧 噪 誦 言 典 雅 之 言 聞 之 經 濟 優 
T52n2113_009:0630c17	者勝也)然法華誡其親近(法華經不許親近世俗文筆外道文字)華嚴責	者 勝 也 然 法 華 誡 其 親 近 法 華 經 不 許 親 近 世 俗 文 筆 外 道 文 字 華 嚴 責 
T52n2113_009:0630c18	其多聞者。蓋恐封乎所嗜(封滯也)密設其防謂不	其 多 聞 者 蓋 恐 封 乎 所 嗜 封 滯 也 密 設 其 防 謂 不 
T52n2113_009:0630c19	爾者。彼善財童子歷抵一百一十城何為	爾 者 彼 善 財 童 子 歷 抵 一 百 一 十 城 何 為 
T52n2113_009:0630c20	也。	也 
T52n2113_009:0630c21	北山錄卷第九	北 山 錄 卷 第 九 
T52n2113_010:0630c25	北山錄卷第十	北 山 錄 卷 第 十 
T52n2113_010:0630c27	外信第十六(明佛教於外宗有信有不信者)	外 信 第 十 六 明 佛 教 於 外 宗 有 信 有 不 信 者 
T52n2113_010:0630c28	大荒之西(天子王畿五百里甸服。五百里侯服。五百里綏服。五百里要服。五百里荒服。荒服去京	大 荒 之 西 天 子 王 畿 五 百 里 甸 服 五 百 里 侯 服 五 百 里 綏 服 五 百 里 要 服 五 百 里 荒 服 荒 服 去 京 
T52n2113_010:0631a01	師二千五百里。今指大荒之外。極西之境也)申毒殊風(即西天之風化。與震旦有異也)太	師 二 千 五 百 里 今 指 大 荒 之 外 極 西 之 境 也 申 毒 殊 風 即 西 天 之 風 化 與 震 旦 有 異 也 太 
T52n2113_010:0631a02	古之始。至聖未生(所謂如來也)有外道仙。為世宗教	古 之 始 至 聖 未 生 所 謂 如 來 也 有 外 道 仙 為 世 宗 教 
T52n2113_010:0631a03	首。則僧伽衛世(初時有僧伽外道。立二十五諦義。衛世外道。說六句義等也)中則	首 則 僧 伽 衛 世 初 時 有 僧 伽 外 道 立 二十五諦 義 衛 世 外 道 說 六 句 義 等 也 中 則 
T52n2113_010:0631a04	六師(一不蘭迦葉。二阿夷滿。三瞿耶婁。四波休旃。五先比盧持。六尼乾子)終於九十五	六 師 一 不 蘭 迦 葉 二 阿 夷 滿 三 瞿 耶 婁 四 波 休 旃 五 先 比 盧 持 六 尼 乾 子 終 於 九 十 五 
T52n2113_010:0631a05	種(即蘊離蘊計我等外道也)高視巖藪。謀勍吾敵。將危害正	種 即 蘊 離 蘊 計 我 等 外 道 也 高 視 巖 藪 謀 勍 吾 敵 將 危 害 正 
T52n2113_010:0631a06	法。荐食玄侶。侵軼真境。伐毀舟梁。雖怙其	法 荐 食 玄 侶 侵 軼 真 境 伐 毀 舟 梁 雖 怙 其 
T52n2113_010:0631a07	眾。不若吾寡。是以舍利弗一舉勞度差之儔殄	眾 不 若 吾 寡 是 以 舍 利 弗 一 舉 勞 度 差 之 儔 殄 
T52n2113_010:0631a08	瘁矣(彈盡也。即勝論外道也。以此仙人形醜好夜出乞食。故號鵂鶹。為五頂子立六句義。後化為石。為陳	瘁 矣 彈 盡 也 即 勝 論 外 道 也 以 此 仙 人 形 醜 好 夜 出 乞 食 故 號 鵂 鶹 為 五 頂 子 立 六 句 義 後 化 為 石 為 陳 
T52n2113_010:0631a09	那菩薩破之。一吼而石粉碎矣)故以直擊亂薎有不濟。但慢壘	那 菩 薩 破 之 一 吼 而 石 粉 碎 矣 故 以 直 擊 亂 薎 有 不 濟 但 慢 壘 
T52n2113_010:0631a10	既高。邪戈難偃。稠林嘯聚。迷津徒涉。俾苦海	既 高 邪 戈 難 偃 稠 林 嘯 聚 迷 津 徒 涉 俾 苦 海 
T52n2113_010:0631a11	波瀾浩而無際。險道罾繳。綿亘不蔇(繳射鳥器也。罾取	波 瀾 浩 而 無 際 險 道 罾 繳 綿 亘 不 蔇 繳 射 鳥 器 也 罾 取 
T52n2113_010:0631a12	魚器也。蔇至也。修行者不至矣)聖人以是為瘼。群生以是永悼。	魚 器 也 蔇 至 也 修 行 者 不 至 矣 聖 人 以 是 為 瘼 群 生 以 是 永 悼 
