T51n2089_001:0975a09	遊方記抄	遊 方 記 抄 
T51n2089_001:0993a05	都二十四人。所將如來肉舍利三千粒。功德	都 二 十 四 人 所 將 如 來 肉 舍 利 三 千 粒 功 德 
T51n2089_001:0993a06	繡普集變一鋪。阿彌陀如來像一鋪。彫白栴	繡 普 集 變 一 鋪 阿 彌 陀 如 來 像 一 鋪 彫 白 栴 
T51n2089_001:0993a07	檀千手像一軀。繡千手像一鋪。救世觀世音	檀 千 手 像 一 軀 繡 千 手 像 一 鋪 救 世 觀 世 音 
T51n2089_001:0993a08	像一鋪。藥師．彌陀．彌勒菩薩瑞像。各一軀。	像 一 鋪 藥 師 彌 陀 彌 勒 菩 薩 瑞 像 各 一 軀 
T51n2089_001:0993a09	同障子。金字大方廣佛華嚴經八十卷。大佛	同 障 子 金 字 大 方 廣 佛 華 嚴 經 八 十 卷 大 佛 
T51n2089_001:0993a10	名經十六卷。金字大品經一部金字大集經	名 經 十 六 卷 金 字 大 品 經 一 部 金 字 大 集 經 
T51n2089_001:0993a11	一部。南本涅槃經一部四十卷。四分律一部	一 部 南 本 涅 槃 經 一 部 四 十 卷 四 分 律 一 部 
T51n2089_001:0993a12	六十卷。法勵師四分疏五本各十卷。光統	六 十 卷 法 勵 師 四 分 疏 五 本 各 十 卷 光 統 
T51n2089_001:0993a13	律師四分疏百二十紙。鏡中記二本。智周	律 師 四 分 疏 百 二 十 紙 鏡 中 記 二 本 智 周 
T51n2089_001:0993a14	師菩薩戒疏五卷。靈溪釋子菩薩戒疏二卷。	師 菩 薩 戒 疏 五 卷 靈 溪 釋 子 菩 薩 戒 疏 二 卷 
T51n2089_001:0993a15	天台止觀法門。玄義文句各十卷。四教儀	天 台 止 觀 法 門 玄 義 文 句 各 十 卷 四 教 儀 
T51n2089_001:0993a16	十二卷。次第禪門十一卷。行法華懺法一卷。	十 二 卷 次 第 禪 門 十 一 卷 行 法 華 懺 法 一 卷 
T51n2089_001:0993a17	小止觀一卷。六妙門一卷。明了論一卷。定賓	小 止 觀 一 卷 六 妙 門 一 卷 明 了 論 一 卷 定 賓 
T51n2089_001:0993a18	律師飾宗義記九卷。補釋飾宗記一卷。戒疏二	律 師 飾 宗 義 記 九 卷 補 釋 飾 宗 記 一 卷 戒 疏 二 
T51n2089_001:0993a19	本各一卷。觀音寺亮律師義記二本十卷。南	本 各 一 卷 觀 音 寺 亮 律 師 義 記 二 本 十 卷 南 
T51n2089_001:0993a20	山宣律師含注戒本一卷及疏。行事鈔五本。	山 宣 律 師 含 注 戒 本 一 卷 及 疏 行 事 鈔 五 本 
T51n2089_001:0993a21	羯磨疏等二本。懷素律師戒本疏四卷。大	羯 磨 疏 等 二 本 懷 素 律 師 戒 本 疏 四 卷 大 
T51n2089_001:0993a22	覺律師批記十四卷。音訓二本。比丘尼傳二	覺 律 師 批 記 十 四 卷 音 訓 二 本 比 丘 尼 傳 二 
T51n2089_001:0993a23	本四卷玄弉法師西域記一本十二卷。終南	本 四 卷 玄 弉 法 師 西 域 記 一 本 十 二 卷 終 南 
T51n2089_001:0993a24	山宣律師關中創開戒壇圖經一卷。合四	山 宣 律 師 關 中 創 開 戒 壇 圖 經 一 卷 合 四 
T51n2089_001:0993a25	十八部。及玉環水精手幡四口。□□金珠□	十 八 部 及 玉 環 水 精 手 幡 四 口 金 珠 
T51n2089_001:0993a26	西國瑠璃瓶盛□菩提子三斗。青蓮華廿莖。	西 國 瑠 璃 瓶 盛 菩 提 子 三 斗 青 蓮 華 廿 莖 
T51n2089_001:0993a27	玳瑁疊子八面。天竺革履二緉。王右軍真	玳 瑁 疊 子 八 面 天 竺 革 履 二 緉 王 右 軍 真 
T51n2089_001:0993a28	蹟行書一帖。小王真蹟行書三帖。天竺	蹟 行 書 一 帖 小 王 真 蹟 行 書 三 帖 天 竺 
T51n2089_001:0993a29	朱和等雜體書五十帖。□□□□□□□	朱 和 等 雜 體 書 五 十 帖 
T51n2089_001:0993b01	□□□□□。水精手幡已下皆進內裏。又阿	 水 精 手 幡 已 下 皆 進 內 裏 又 阿 
T51n2089_001:0993b02	育王塔樣金銅塔一區。二十三日庚寅大使處	育 王 塔 樣 金 銅 塔 一 區 二 十 三 日 庚 寅 大 使 處 
T51n2089_001:0993b03	分大和上已下分乘副使已下舟畢。後大使	分 大 和 上 已 下 分 乘 副 使 已 下 舟 畢 後 大 使 
T51n2089_001:0993b04	已下共議曰。方今廣陵郡又覺知大和上	已 下 共 議 曰 方 今 廣 陵 郡 又 覺 知 大 和 上 
T51n2089_001:0993b05	向日本國。將欲搜舟。若被搜得為使有妨。	向 日 本 國 將 欲 搜 舟 若 被 搜 得 為 使 有 妨 
T51n2089_001:0993b06	又風被漂還著唐界。不免罪惡。由是眾僧總	又 風 被 漂 還 著 唐 界 不 免 罪 惡 由 是 眾 僧 總 
T51n2089_001:0993b07	下舟留。十一月十日丁未夜。大伴副使竊招	下 舟 留 十 一 月 十 日 丁 未 夜 大 伴 副 使 竊 招 
T51n2089_001:0993b08	大和上及眾僧。納己舟總不令知。十三日普	大 和 上 及 眾 僧 納 己 舟 總 不 令 知 十 三 日 普 
T51n2089_001:0993b09	照師從越餘姚郡來乘吉備副使舟。十五日	照 師 從 越 餘 姚 郡 來 乘 吉 備 副 使 舟 十 五 日 
T51n2089_001:0993b10	壬子四舟同發。有一雉。飛第一舟前。仍下	壬 子 四 舟 同 發 有 一 雉 飛 第 一 舟 前 仍 下 
T51n2089_001:0993b11	矴留。十六日發。二十一日戊午第一第二	矴 留 十 六 日 發 二 十 一 日 戊 午 第 一 第 二 
T51n2089_001:0993b12	兩舟同到阿兒奈波島。在多禰島西南。第	兩 舟 同 到 阿 兒 奈 波 島 在 多 禰 島 西 南 第 
T51n2089_001:0993b13	三舟昨夜已泊同處。十二月六日南風起。	三 舟 昨 夜 已 泊 同 處 十 二 月 六 日 南 風 起 
T51n2089_001:0993b14	第一舟著石不動。第二舟發向多禰去。七	第 一 舟 著 石 不 動 第 二 舟 發 向 多 禰 去 七 
T51n2089_001:0993b15	日至益救島。十八日自益救發。十九日風	日 至 益 救 島 十 八 日 自 益 救 發 十 九 日 風 
T51n2089_001:0993b16	雨大發。不知四方。午時浪上見山頂。二十	雨 大 發 不 知 四 方 午 時 浪 上 見 山 頂 二 十 
T51n2089_001:0993b17	日乙酉午時第二舟着薩摩國阿多郡秋妻	日 乙 酉 午 時 第 二 舟 着 薩 摩 國 阿 多 郡 秋 妻 
T51n2089_001:0993b18	屋浦。二十六日辛卯延慶師引大和上入太	屋 浦 二 十 六 日 辛 卯 延 慶 師 引 大 和 上 入 太 
T51n2089_001:0993b19	宰府。	宰 府 
T51n2089_001:0993b20	天平勝寶六年甲午正月十一日丁未副使	天 平 勝 寶 六 年 甲 午 正 月 十 一 日 丁 未 副 使 
T51n2089_001:0993b21	從四位上大伴宿禰胡麻呂奏大和上到築	從 四 位 上 大 伴 宿 禰 胡 麻 呂 奏 大 和 上 到 築 
T51n2089_001:0993b22	志太宰府。二月一日到難波。唐僧崇道等迎	志 太 宰 府 二 月 一 日 到 難 波 唐 僧 崇 道 等 迎 
T51n2089_001:0993b23	慰供養。三日至河內國。大納言正二位藤原	慰 供 養 三 日 至 河 內 國 大 納 言 正 二 位 藤 原 
T51n2089_001:0993b24	朝臣仲麻呂遣使迎慰。復有道璿律師。遣弟	朝 臣 仲 麻 呂 遣 使 迎 慰 復 有 道 璿 律 師 遣 弟 
T51n2089_001:0993b25	子僧善談等迎勞。復有高行僧志忠。賢璟．靈	子 僧 善 談 等 迎 勞 復 有 高 行 僧 志 忠 賢 璟 靈 
T51n2089_001:0993b26	福．曉貴等三十餘人。迎來禮謁。四日入京。勅	福 曉 貴 等 三 十 餘 人 迎 來 禮 謁 四 日 入 京 勅 
T51n2089_001:0993b27	遣正四位下安宿王。於羅城門外迎慰拜勞。	遣 正 四 位 下 安 宿 王 於 羅 城 門 外 迎 慰 拜 勞 
T51n2089_001:0993b28	引入東大寺安置。五日唐道璿律師婆羅門	引 入 東 大 寺 安 置 五 日 唐 道 璿 律 師 婆 羅 門 
T51n2089_001:0993b29	菩提僧正來慰問。宰相．右大臣．大納言已下	菩 提 僧 正 來 慰 問 宰 相 右 大 臣 大 納 言 已 下 
T51n2089_001:0993c01	官人百餘人來禮拜問訊。後勅使正四位下	官 人 百 餘 人 來 禮 拜 問 訊 後 勅 使 正 四 位 下 
T51n2089_001:0993c02	吉備朝臣真備來口詔曰。大德和上遠涉滄	吉 備 朝 臣 真 備 來 口 詔 曰 大 德 和 上 遠 涉 滄 
T51n2089_001:0993c03	波來投此國。誠副朕意。喜慰無喻。朕造此	波 來 投 此 國 誠 副 朕 意 喜 慰 無 喻 朕 造 此 
T51n2089_001:0993c04	東大寺經十餘年。欲立戒壇傳受戒律。自有	東 大 寺 經 十 餘 年 欲 立 戒 壇 傳 受 戒 律 自 有 
T51n2089_001:0993c05	此心日夜不忘。今諸大德遠來傳戒。冥契朕	此 心 日 夜 不 忘 今 諸 大 德 遠 來 傳 戒 冥 契 朕 
T51n2089_001:0993c06	心。自今以後。受戒傳律。一任大和尚。又勅	心 自 今 以 後 受 戒 傳 律 一 任 大 和 尚 又 勅 
T51n2089_001:0993c07	僧都良辨。令錄諸監壇大德各進禁內。不	僧 都 良 辨 令 錄 諸 監 壇 大 德 各 進 禁 內 不 
T51n2089_001:0993c08	經於日勅授傳燈大法師位。其年四月。初	經 於 日 勅 授 傳 燈 大 法 師 位 其 年 四 月 初 
T51n2089_001:0993c09	於盧遮那殿前立戒壇。天皇初登壇受菩	於 盧 遮 那 殿 前 立 戒 壇 天 皇 初 登 壇 受 菩 
T51n2089_001:0993c10	薩戒。次皇后皇太子亦登壇受戒。尋為沙	薩 戒 次 皇 后 皇 太 子 亦 登 壇 受 戒 尋 為 沙 
T51n2089_001:0993c11	彌證修等四百四十餘人授戒。又舊大僧	彌 證 修 等 四 百 四 十 餘 人 授 戒 又 舊 大 僧 
T51n2089_001:0993c12	靈祐。賢璟．志忠．善頂．道緣．平德．忍基．善	靈 祐 賢 璟 志 忠 善 頂 道 緣 平 德 忍 基 善 
T51n2089_001:0993c13	謝．行潛．行忍．等八十餘人僧。捨舊戒受	謝 行 潛 行 忍 等 八 十 餘 人 僧 捨 舊 戒 受 
T51n2089_001:0993c14	大和上所授之戒。後於大佛殿西。別作戒	大 和 上 所 授 之 戒 後 於 大 佛 殿 西 別 作 戒 
T51n2089_001:0993c15	壇院。即移天皇受戒壇土築作之。大和上從	壇 院 即 移 天 皇 受 戒 壇 土 築 作 之 大 和 上 從 
T51n2089_001:0993c16	天寶二載。始為傳戒五度裝束。渡海艱辛。	天 寶 二 載 始 為 傳 戒 五 度 裝 束 渡 海 艱 辛 
T51n2089_001:0993c17	雖被漂廻。本願不退。至第六度過日本。三	雖 被 漂 廻 本 願 不 退 至 第 六 度 過 日 本 三 
T51n2089_001:0993c18	十六人總無常去。退心道俗二百餘人。唯	十 六 人 總 無 常 去 退 心 道 俗 二 百 餘 人 唯 
T51n2089_001:0993c19	有大和上學問僧普照。天台僧思託。始終	有 大 和 上 學 問 僧 普 照 天 台 僧 思 託 始 終 
T51n2089_001:0993c20	六度。經逾十二年。遂果本願。來傳聖戒。	六 度 經 逾 十 二 年 遂 果 本 願 來 傳 聖 戒 
T51n2089_001:0994a01	方知濟物慈悲宿因深厚。不惜身命。所度	方 知 濟 物 慈 悲 宿 因 深 厚 不惜身命 所 度 
T51n2089_001:0994a02	極多。	極 多 
T51n2089_001:0994a03	時有四方來學戒律者。緣無供養多有退還。	時 有 四 方 來 學 戒 律 者 緣 無 供 養 多 有 退 還 
T51n2089_001:0994a04	此事漏聞于天聽。仍以寶字元年丁酉十一月	此 事 漏 聞 于 天 聽 仍 以 寶 字 元 年 丁 酉 十 一 月 
T51n2089_001:0994a05	二十三日。勅施備前國水田一百町。大和上	二 十 三 日 勅 施 備 前 國 水 田 一 百 町 大 和 上 
T51n2089_001:0994a06	以此田欲立伽藍。時有勅旨。施大和上園地	以 此 田 欲 立 伽 藍 時 有 勅 旨 施 大 和 上 園 地 
T51n2089_001:0994a07	一區。是故一品新田部親王之舊宅。普照．思	一 區 是 故 一 品 新 田 部 親 王 之 舊 宅 普 照 思 
T51n2089_001:0994a08	託請大和上以此地為伽藍。長傳四分律藏。	託 請 大 和 上 以 此 地 為 伽 藍 長 傳 四 分 律 藏 
T51n2089_001:0994a09	法勵四分律疏。鎮國道場飾宗義記。宣律	法 勵 四 分 律 疏 鎮 國 道 場 飾 宗 義 記 宣 律 
T51n2089_001:0994a10	師鈔。以持戒之力。保護國家。大和上言。大	師 鈔 以 持 戒 之 力 保 護 國 家 大 和 上 言 大 
T51n2089_001:0994a11	好。即寶字三年八月一日。私立唐律招提名。	好 即 寶 字 三 年 八 月 一 日 私 立 唐 律 招 提 名 
T51n2089_001:0994a12	後請官額。依此為定。還以此日請善俊師。講	後 請 官 額 依 此 為 定 還 以 此 日 請 善 俊 師 講 
T51n2089_001:0994a13	件疏記等。所立者今唐招提寺是也。初大和	件 疏 記 等 所 立 者 今 唐 招 提 寺 是 也 初 大 和 
T51n2089_001:0994a14	上受中納言從三位氷上真人之延請。就	上 受 中 納 言 從 三 位 氷 上 真 人 之 延 請 就 
T51n2089_001:0994a15	宅竊嘗其土。知可立寺。仍語弟子僧法智。此	宅 竊 嘗 其 土 知 可 立 寺 仍 語 弟 子 僧 法 智 此 
T51n2089_001:0994a16	福地也。可立伽藍。今遂成寺。可謂明鑒之	福 地 也 可 立 伽 藍 今 遂 成 寺 可 謂 明 鑒 之 
T51n2089_001:0994a17	先見也。大和上誕生象季。親為佛使。經云	先 見 也 大 和 上 誕 生 象 季 親 為 佛 使 經 云 
T51n2089_001:0994a18	如來處處度人。汝等亦斆如來。廣行度人。大	如 來 處 處 度 人 汝 等 亦 斆 如 來 廣 行 度 人 大 
T51n2089_001:0994a19	和上既承遺風度人逾於四萬。如上略件及	和 上 既 承 遺 風 度 人 逾 於 四 萬 如 上 略 件 及 
T51n2089_001:0994a20	講遍數。唐道璿律師請大和上門人思託曰	講 遍 數 唐 道 璿 律 師 請 大 和 上 門 人 思 託 曰 
T51n2089_001:0994a21	承學有基緒。璿弟子閑漢語者。令學勵疏并	承 學 有 基 緒 璿 弟 子 閑 漢 語 者 令 學 勵 疏 并 
T51n2089_001:0994a22	鎮國國記。幸見開導。僧思託便受於大安唐	鎮 國 國 記 幸 見 開 導 僧 思 託 便 受 於 大 安 唐 
T51n2089_001:0994a23	院。為忍基等四五年中研磨數遍。寶字三年	院 為 忍 基 等 四 五 年 中 研 磨 數 遍 寶 字 三 年 
T51n2089_001:0994a24	僧忍基於東大唐院講．疏記。僧善俊於唐寺	僧 忍 基 於 東 大 唐 院 講 疏 記 僧 善 俊 於 唐 寺 
T51n2089_001:0994a25	講件疏記。僧忠慧於近江講件。疏記。僧惠新	講 件 疏 記 僧 忠 慧 於 近 江 講 件 疏 記 僧 惠 新 
T51n2089_001:0994a26	於大安塔院講件疏記。僧常巍於大安寺講	於 大 安 塔 院 講 件 疏 記 僧 常 巍 於 大 安 寺 講 
T51n2089_001:0994a27	件疏記。僧真法於興福寺講件疏記。從此以	件 疏 記 僧 真 法 於 興 福 寺 講 件 疏 記 從 此 以 
T51n2089_001:0994a28	來。日本律儀漸漸嚴整。師資相傳。遍於寰	來 日 本 律 儀 漸 漸 嚴 整 師 資 相 傳 遍 於 寰 
T51n2089_001:0994b01	宇。如佛所言。我諸弟子展轉行之。即為如來	宇 如 佛 所 言 我 諸 弟 子 展 轉 行 之 即 為 如 來 
T51n2089_001:0994b02	常在不滅。亦如一燈燃百千燈。暝者皆明明	常 在 不 滅 亦 如 一 燈 燃 百 千 燈 暝 者 皆 明 明 
T51n2089_001:0994b03	不絕。	不 絕 
T51n2089_001:0994b04	寶字七年癸卯春。弟子僧忍基夢見講堂棟	寶 字 七 年 癸 卯 春 弟 子 僧 忍 基 夢 見 講 堂 棟 
T51n2089_001:0994b05	梁摧折。寤而驚懼。欲大和上遷化之相也。仍	梁 摧 折 寤 而 驚 懼 欲 大 和 上 遷 化 之 相 也 仍 
T51n2089_001:0994b06	率諸弟子。模大和上之影。是歲五月六日結	率 諸 弟 子 模 大 和 上 之 影 是 歲 五 月 六 日 結 
T51n2089_001:0994b07	跏趺座面西化。春秋七十六。化後三日頂上	跏 趺 座 面 西 化 春 秋 七 十 六 化 後 三 日 頂 上 
T51n2089_001:0994b08	猶煖。由是久不殯殮。至於闍維香氣滿山。平	猶 煖 由 是 久 不 殯 殮 至 於 闍 維 香 氣 滿 山 平 
T51n2089_001:0994b09	生嘗謂僧思託言。我若終已。願坐死。汝可	生 嘗 謂 僧 思 託 言 我 若 終 已 願 坐 死 汝 可 
T51n2089_001:0994b10	為我於戒壇院別立影堂。舊住房與僧住。	為 我 於 戒 壇 院 別 立 影 堂 舊 住 房 與 僧 住 
T51n2089_001:0994b11	千臂經云。臨終端坐如入禪定。當知此人已	千 臂 經 云 臨 終 端 坐 如 入 禪 定 當 知 此 人 已 
T51n2089_001:0994b12	入初地。以茲驗之。聖凡難測。同八年甲	入 初 地 以 茲 驗 之 聖 凡 難 測 同 八 年 甲 
T51n2089_001:0994b13	辰日本國使遣唐揚州諸寺。皆承大和上之	辰 日 本 國 使 遣 唐 揚 州 諸 寺 皆 承 大 和 上 之 
T51n2089_001:0994b14	凶聞。總著喪服向東舉哀三日。都會龍興寺。	凶 聞 總 著 喪 服 向 東 舉 哀 三 日 都 會 龍 興 寺 
T51n2089_001:0994b15	設大齋會。其龍興寺先是失火皆被燒。大	設 大 齋 會 其 龍 興 寺 先 是 失 火 皆 被 燒 大 
T51n2089_001:0994b16	和上昔住院房。獨不燒損。是亦戒德之餘	和 上 昔 住 院 房 獨 不 燒 損 是 亦 戒 德 之 餘 
T51n2089_001:0994b17	慶也。	慶 也 
T51n2089_001:0994b18	唐大和上東征傳一卷	唐 大 和 上 東 征 傳 一 卷 
T51n2089_001:0994b19	寶龜十年歲次己未二月八日己卯撰。	寶 龜 十 年 歲 次 己 未 二 月 八 日 己 卯 撰 
T51n2089_001:0994b20	初謁　大和上二首并序	初 謁 大 和 上 二 首 并 序 
T51n2089_001:0994b21	聞夫佛法東流。摩騰入於甲洛。真教南被。	聞 夫 佛 法 東 流 摩 騰 入 於 甲 洛 真 教 南 被 
T51n2089_001:0994b22	僧會遊於吳都。未喪斯文。必有命世。將弘	僧 會 遊 於 吳 都 未 喪 斯 文 必 有 命 世 將 弘 
T51n2089_001:0994b23	茲道。實待明賢。我皇帝據此龍圖。濟蒼生	茲 道 實 待 明 賢 我 皇 帝 據 此 龍 圖 濟 蒼 生 
T51n2089_001:0994b24	於八表。受彼佛記。導黔首於三乘。則有負	於 八 表 受 彼 佛 記 導 黔 首 於 三 乘 則 有 負 
T51n2089_001:0994b25	鼎擲鈞。雖比肩於絳闕。而乘盃聽鐸。未	鼎 擲 鈞 雖 比 肩 於 絳 闕 而 乘 盃 聽 鐸 未 
T51n2089_001:0994b26	連影於玄門。爰有鑒真大和上。張戒網而	連 影 於 玄 門 爰 有 鑒 真 大 和 上 張 戒 網 而 
T51n2089_001:0994b27	曾臨。法進闍梨。照智炬而戾止像化多士。	曾 臨 法 進 闍 梨 照 智 炬 而 戾 止 像 化 多 士 
T51n2089_001:0994b28	於斯為盛。玄風不墜。寔賴茲焉。弟子浪跡	於 斯 為 盛 玄 風 不 墜 寔 賴 茲 焉 弟 子 浪 跡 
T51n2089_001:0994c01	囂塵。馳心真際。奉三歸之有地。欣一覺之	囂 塵 馳 心 真 際 奉 三 歸 之 有 地 欣 一 覺 之 
T51n2089_001:0994c02	非遙。欲贊芳猷。奮弱管。云爾。	非 遙 欲 贊 芳 猷 奮 弱 管 云 爾 
T51n2089_001:0994c03	　摩騰遊漢闕　　僧會入吳宮	 摩 騰 遊 漢 闕 僧 會 入 吳 宮 
T51n2089_001:0994c04	　豈若真和上　　含章渡海東	 豈 若 真 和 上 含 章 渡 海 東 
T51n2089_001:0994c05	　禪林戒網密　　慧苑覺華豐	 禪 林 戒 網 密 慧 苑 覺 華 豐 
T51n2089_001:0994c06	　欲識玄津路　　緇門得妙工	 欲 識 玄 津 路 緇 門 得 妙 工 
T51n2089_001:0994c07	　我是無明客　　長迷有漏津	 我 是 無 明 客 長 迷 有 漏 津 
T51n2089_001:0994c08	　今朝蒙善誘　　懷抱絕埃塵	 今 朝 蒙 善 誘 懷 抱 絕 埃 塵 
