X56n0949_001:0865a03	 閑居編序	 閑 居 編 序 
X56n0949_045:0932b24	將之霅溪寄別擇梧師	將 之 霅 溪 寄 別 擇 梧 師 
X56n0949_045:0932c01	　白雲深處草堂閑　　曾伴支公薄暮還	 白 雲 深 處 草 堂 閑 曾 伴 支 公 薄 暮 還 
X56n0949_045:0932c02	　獨上孤舟欲西去　　倚檣迴望只青山	 獨 上 孤 舟 欲 西 去 倚 檣 迴 望 只 青 山 
X56n0949_045:0932c03	寄淨慈寺悟真師	寄 淨 慈 寺 悟 真 師 
X56n0949_045:0932c04	　憶得涼宵宿上方　　靜吟閑話趣何長	 憶 得 涼 宵 宿 上 方 靜 吟 閑 話 趣 何 長 
X56n0949_045:0932c05	　別來音信無由寄　　目斷遙天鴈一行	 別 來 音 信 無 由 寄 目 斷 遙 天 鴈 一 行 
X56n0949_045:0932c06	次韻詶梵天闍梨	次 韻 詶 梵 天 闍 梨 
X56n0949_045:0932c07	　數峰殘雪對閑門　　世態悠悠莫可論	 數 峰 殘 雪 對 閑 門 世 態 悠 悠 莫 可 論 
X56n0949_045:0932c08	　靜室禪餘忽相憶　　劃灰孤坐到黃昏	 靜 室 禪 餘 忽 相 憶 劃 灰 孤 坐 到 黃 昏 
X56n0949_045:0932c09	溪居即事寄梵天闍梨	溪 居 即 事 寄 梵 天 闍 梨 
X56n0949_045:0932c10	　松竹森森獨掩扉　　塵中誰復愛忘機	 松 竹 森 森 獨 掩 扉 塵 中 誰 復 愛 忘 機 
X56n0949_045:0932c11	　蒼苔滿砌無人到　　猶感幽禽夜夜歸	 蒼 苔 滿 砌 無 人 到 猶 感 幽 禽 夜 夜 歸 
X56n0949_045:0932c12	武康溪居即事寄寶印大師四首	武 康 溪 居 即 事 寄 寶 印 大 師 四 首 
X56n0949_045:0932c13	　偶來溪上縱閑吟　　泉石深藏便有心	 偶 來 溪 上 縱 閑 吟 泉 石 深 藏 便 有 心 
X56n0949_045:0932c14	　莫擬他年訪幽跡　　白雲青嶂更難尋	 莫 擬 他 年 訪 幽 跡 白 雲 青 嶂 更 難 尋 
X56n0949_045:0932c15	其一	其 一 
X56n0949_045:0932c16	　月下猿聲水畔山　　臥聽吟望只宜閑	 月 下 猿 聲 水 畔 山 臥 聽 吟 望 只 宜 閑 
X56n0949_045:0932c17	　柴門不掩無來客　　時有精靈暫往還	 柴 門 不 掩 無 來 客 時 有 精 靈 暫 往 還 
X56n0949_045:0932c18	其二	其 二 
X56n0949_045:0932c19	　世路驅驅又白頭　　爭如閑臥絕他求	 世 路 驅 驅 又 白 頭 爭 如 閑 臥 絕 他 求 
X56n0949_045:0932c20	　門前荒隴依依在　　碑折松枯盡列侯	 門 前 荒 隴 依 依 在 碑 折 松 枯 盡 列 侯 
X56n0949_045:0932c21	其三	其 三 
X56n0949_045:0932c22	　禪外相懷雪乍晴　　音書早晚到柴扃	 禪 外 相 懷 雪 乍 晴 音 書 早 晚 到 柴 扃 
X56n0949_045:0932c23	　殘陽獨倚危樓望　　極目山光數點青	 殘 陽 獨 倚 危 樓 望 極 目 山 光 數 點 青 
X56n0949_045:0932c24	其四	其 四 
X56n0949_045:0933a01	瑪瑙院居戲題三首	瑪 瑙 院 居 戲 題 三 首 
X56n0949_045:0933a02	　水邊閑臥萬緣休　　言欲無瑕行欲修	 水 邊 閑 臥 萬 緣 休 言 欲 無 瑕 行 欲 修 
X56n0949_045:0933a03	　草屋衡門任窮困　　屠龍終自勝屠牛	 草 屋 衡 門 任 窮 困 屠 龍 終 自 勝 屠 牛 
X56n0949_045:0933a04	其一	其 一 
X56n0949_045:0933a05	　湖光淡淡涵幽戶　　苔色依依滿破廊	 湖 光 淡 淡 涵 幽 戶 苔 色 依 依 滿 破 廊 
X56n0949_045:0933a06	　寂寞便同夫子廟　　更無流俗入焚香	 寂 寞 便 同 夫 子 廟 更 無 流 俗 入 焚 香 
X56n0949_045:0933a07	其二	其 二 
X56n0949_045:0933a08	　白傳湖西瑪瑙坡　　軒牕蕭灑瀁煙波	 白 傳 湖 西 瑪 瑙 坡 軒 牕 蕭 灑 瀁 煙 波 
X56n0949_045:0933a09	　講餘終日焚香坐　　毀譽榮枯柰我何	 講 餘 終 日 焚 香 坐 毀 譽 榮 枯 柰 我 何 
X56n0949_045:0933a10	其三	其 三 
X56n0949_045:0933a11	予近卜居孤山之下友人元敏以四絕見嘲	予 近 卜 居 孤 山 之 下 友 人 元 敏 以 四 絕 見 嘲 
X56n0949_045:0933a12	遂依韻和詶	遂 依 韻 和 詶 
X56n0949_045:0933a13	　窮居已躡黔婁跡　　孤島徒稱瑪瑙坡	 窮 居 已 躡 黔 婁 跡 孤 島 徒 稱 瑪 瑙 坡 
X56n0949_045:0933a14	　糗飯蔾羮且閑樂　　更無車馬暫經過	 糗 飯 蔾 羮 且 閑 樂 更 無 車 馬 暫 經 過 
X56n0949_045:0933a15	其一	其 一 
X56n0949_045:0933a16	　所棲幽致異人寰　　野艇秋歸碧浪間	 所 棲 幽 致 異 人 寰 野 艇 秋 歸 碧 浪 間 
X56n0949_045:0933a17	　殘日淡煙凝望處　　參差樓閣認孤山	 殘 日 淡 煙 凝 望 處 參 差 樓 閣 認 孤 山 
X56n0949_045:0933a18	其二	其 二 
X56n0949_045:0933a19	　煙波雲木映閑扉　　養病深棲是所宜	 煙 波 雲 木 映 閑 扉 養 病 深 棲 是 所 宜 
X56n0949_045:0933a20	　便欲上生尋內院　　却因泉石住多時	 便 欲 上 生 尋 內 院 却 因 泉 石 住 多 時 
X56n0949_045:0933a21	其三	其 三 
X56n0949_045:0933a22	　虗堂入夏講殘經　　不擊鐘聲擊鼓聲	 虗 堂 入 夏 講 殘 經 不 擊 鐘 聲 擊 鼓 聲 
X56n0949_045:0933a23	　林下唯君問幽趣　　紀陽儀式近方成	 林 下 唯 君 問 幽 趣 紀 陽 儀 式 近 方 成 
X56n0949_045:0933a24	　(後漢董春字紀陽每升講堂鳴鼓三通余近斆焉)	 後 漢 董 春 字 紀 陽 每 升 講 堂 鳴 鼓 三 通 余 近 斆 焉 
X56n0949_045:0933b01	其四	其 四 
X56n0949_045:0933b02	庭鶴	庭 鶴 
X56n0949_045:0933b03	　支遁放君真有意　　衛公憐汝太無端	 支 遁 放 君 真 有 意 衛 公 憐 汝 太 無 端 
X56n0949_045:0933b04	　司晨守禦那堪用　　殷頂霜毛只好看	 司 晨 守 禦 那 堪 用 殷 頂 霜 毛 只 好 看 
X56n0949_045:0933b05	寄天台守能上人	寄 天 台 守 能 上 人 
X56n0949_045:0933b06	　台嶺林泉勝十洲　　忘機長往更無愁	 台 嶺 林 泉 勝 十 洲 忘 機 長 往 更 無 愁 
X56n0949_045:0933b07	　考盤高趣何人識　　招隱新題幾處留	 考 盤 高 趣 何 人 識 招 隱 新 題 幾 處 留 
X56n0949_045:0933b08	　深夜定迴華頂月　　經年書斷海門秋	 深 夜 定 迴 華 頂 月 經 年 書 斷 海 門 秋 
X56n0949_045:0933b09	　誰知抱疾西湖上　　南望雲山想勝游	 誰 知 抱 疾 西 湖 上 南 望 雲 山 想 勝 游 
X56n0949_045:0933b10	寄所知	寄 所 知 
X56n0949_045:0933b11	　寵辱不關念　　揚名日更新　　但憐吾道在	 寵 辱 不 關 念 揚 名 日 更 新 但 憐 吾 道 在 
X56n0949_045:0933b12	　寧顧謫官頻　　故國拋天外　　全家寄水濵	 寧 顧 謫 官 頻 故 國 拋 天 外 全 家 寄 水 濵 
X56n0949_045:0933b13	　堂空巢少鷰　　門冷謁無人　　直氣終干斗	 堂 空 巢 少 鷰 門 冷 謁 無 人 直 氣 終 干 斗 
X56n0949_045:0933b14	　剛腸肯泣麟　　逍遙輕嗣立　　乾沒笑安仁	 剛 腸 肯 泣 麟 逍 遙 輕 嗣 立 乾 沒 笑 安 仁 
X56n0949_045:0933b15	　愛主長思闕　　尋幽且養神　　伴閑初種竹	 愛 主 長 思 闕 尋 幽 且 養 神 伴 閑 初 種 竹 
X56n0949_045:0933b16	　出使舊埋輪　　佞舌終期斷　　民冤必為伸	 出 使 舊 埋 輪 佞 舌 終 期 斷 民 冤 必 為 伸 
X56n0949_045:0933b17	　他年修史傳　　誰可繼清塵	 他 年 修 史 傳 誰 可 繼 清 塵 
X56n0949_045:0933b18	題石壁山紹上人觀風亭	題 石 壁 山 紹 上 人 觀 風 亭 
X56n0949_045:0933b19	　界江千萬山　　石壁惟清幽　　中有忘機人	 界 江 千 萬 山 石 壁 惟 清 幽 中 有 忘 機 人 
X56n0949_045:0933b20	　超然樂巖丘　　創亭號觀風　　嘉景自成收	 超 然 樂 巖 丘 創 亭 號 觀 風 嘉 景 自 成 收 
X56n0949_045:0933b21	　群峯呈晚碧　　長溪瀉寒流　　視聽足怡情	 群 峯 呈 晚 碧 長 溪 瀉 寒 流 視 聽 足 怡 情 
X56n0949_045:0933b22	　萬事安能求　　甞言徂暑天　　登時疑清秋	 萬 事 安 能 求 甞 言 徂 暑 天 登 時 疑 清 秋 
X56n0949_045:0933b23	　雲容既冷淡　　松韻還颼飀　　擾擾九衢塵	 雲 容 既 冷 淡 松 韻 還 颼 飀 擾 擾 九 衢 塵 
X56n0949_045:0933b24	　誰知高靜游	 誰 知 高 靜 游 
X56n0949_045:0933c02	閑居編第四十五	閑 居 編 第 四 十 五 
X56n0949_046:0933c04	閑居編第四十六	閑 居 編 第 四 十 六 
X56n0949_046:0933c06	宋孤山沙門　智圓　著	宋 孤 山 沙 門 智 圓 著 
X56n0949_046:0933c07	昭君辭	昭 君 辭 
X56n0949_046:0933c08	　昭君停車淚暫止　　為把功名奏天子	 昭 君 停 車 淚 暫 止 為 把 功 名 奏 天 子 
X56n0949_046:0933c09	　靜得胡塵唯妾身　　漢家文武合羞死	 靜 得 胡 塵 唯 妾 身 漢 家 文 武 合 羞 死 
X56n0949_046:0933c10	老將	老 將 
X56n0949_046:0933c11	　畫堂升降子孫扶　　白髮毿毿膽尚麤	 畫 堂 升 降 子 孫 扶 白 髮 毿 毿 膽 尚 麤 
X56n0949_046:0933c12	　不省時清身已老　　逢人猶說斬單于	 不 省 時 清 身 已 老 逢 人 猶 說 斬 單 于 
X56n0949_046:0933c13	邊將二首	邊 將 二 首 
X56n0949_046:0933c14	　威聲飛將豈能過　　號令雄師劒始磨	 威 聲 飛 將 豈 能 過 號 令 雄 師 劒 始 磨 
X56n0949_046:0933c15	　雪攪長空馬殭立　　偷營今夜度膠河	 雪 攪 長 空 馬 殭 立 偷 營 今 夜 度 膠 河 
X56n0949_046:0933c16	其一	其 一 
X56n0949_046:0933c17	　百戰依前勇氣成　　窮邊深入耀精兵	 百 戰 依 前 勇 氣 成 窮 邊 深 入 耀 精 兵 
X56n0949_046:0933c18	　穹廬燒盡龍庭破　　却上燕然更勒銘	 穹 廬 燒 盡 龍 庭 破 却 上 燕 然 更 勒 銘 
X56n0949_046:0933c19	其二	其 二 
X56n0949_046:0933c20	貪泉	貪 泉 
X56n0949_046:0933c21	　隱之曾飲肯為非　　今古泓澄照翠微	 隱 之 曾 飲 肯 為 非 今 古 泓 澄 照 翠 微 
X56n0949_046:0933c22	　自是貪夫性貪賄　　便將泉水作因依	 自 是 貪 夫 性 貪 賄 便 將 泉 水 作 因 依 
X56n0949_046:0933c23	夷齊廟	夷 齊 廟 
X56n0949_046:0933c24	　曾聞叩馬犯君顏　　萬古清風滿世間	 曾 聞 叩 馬 犯 君 顏 萬 古 清 風 滿 世 間 
X56n0949_046:0934a01	　若使干戈為揖讓　　夷齊終不死空山	 若 使 干 戈 為 揖 讓 夷 齊 終 不 死 空 山 
X56n0949_046:0934a02	嚴光臺	嚴 光 臺 
X56n0949_046:0934a03	　撥亂方爭汗馬功　　賢才誰肯守窮空	 撥 亂 方 爭 汗 馬 功 賢 才 誰 肯 守 窮 空 
X56n0949_046:0934a04	　嚴光亦是夷齊類　　埀釣碧溪敦讓風	 嚴 光 亦 是 夷 齊 類 埀 釣 碧 溪 敦 讓 風 
X56n0949_046:0934a05	閑田	閑 田 
X56n0949_046:0934a06	　虞芮懷慚觀禮讓　　閑田從此草長生	 虞 芮 懷 慚 觀 禮 讓 閑 田 從 此 草 長 生 
X56n0949_046:0934a07	　而今雖是文王化　　難遣貪夫兩不爭	 而 今 雖 是 文 王 化 難 遣 貪 夫 兩 不 爭 
X56n0949_046:0934a08	讀王通中說	讀 王 通 中 說 
X56n0949_046:0934a09	　孟軻荀況與楊雄　　代異言殊道一同	 孟 軻 荀 況 與 楊 雄 代 異 言 殊 道 一 同 
X56n0949_046:0934a10	　夫子文章天未喪　　又於隋世產王通	 夫 子 文 章 天 未 喪 又 於 隋 世 產 王 通 
X56n0949_046:0934a11	讀毛詩	讀 毛 詩 
X56n0949_046:0934a12	　夫子刪來三百章　　箴規明白佐時王	 夫 子 刪 來 三 百 章 箴 規 明 白 佐 時 王 
X56n0949_046:0934a13	　近來吟詠唯風月　　謗木詩官事久亡	 近 來 吟 詠 唯 風 月 謗 木 詩 官 事 久 亡 
X56n0949_046:0934a14	讀孫郃集	讀 孫 郃 集 
X56n0949_046:0934a15	　唐祚將亡王澤枯　　四明歸隱泣窮塗	 唐 祚 將 亡 王 澤 枯 四 明 歸 隱 泣 窮 塗 
X56n0949_046:0934a16	　而今若撰才名志　　更有閑僧得入無	 而 今 若 撰 才 名 志 更 有 閑 僧 得 入 無 
X56n0949_046:0934a17	　(郃撰四明才名志釋宗亮預焉)	 郃 撰 四 明 才 名 志 釋 宗 亮 預 焉 
X56n0949_046:0934a18	讀禪月集	讀 禪 月 集 
X56n0949_046:0934a19	　屬興難忘水與山　　救時箴戒出其間	 屬 興 難 忘 水 與 山 救 時 箴 戒 出 其 間 
X56n0949_046:0934a20	　讀終翻恨吾生晚　　不得斯人一往還	 讀 終 翻 恨 吾 生 晚 不 得 斯 人 一 往 還 
X56n0949_046:0934a21	觀劒客圖	觀 劒 客 圖 
X56n0949_046:0934a22	　飛劒縱橫乍可驚　　翻疑風俗妄傳聲	 飛 劒 縱 橫 乍 可 驚 翻 疑 風 俗 妄 傳 聲 
X56n0949_046:0934a23	　如今至究在何處　　不出為人平不平	 如 今 至 究 在 何 處 不 出 為 人 平 不 平 
X56n0949_046:0934a24	詩魔	詩 魔 
X56n0949_046:0934b01	　禪心喧撓被詩魔　　月冷風清柰爾何	 禪 心 喧 撓 被 詩 魔 月 冷 風 清 柰 爾 何 
X56n0949_046:0934b02	　一夜欲降降不得　　紛紛徒屬更來多	 一 夜 欲 降 降 不 得 紛 紛 徒 屬 更 來 多 
X56n0949_046:0934b03	謝僧惠蒲扇	謝 僧 惠 蒲 扇 
X56n0949_046:0934b04	　結蒲為扇狀何奇　　助我淳風世罕知	 結 蒲 為 扇 狀 何 奇 助 我 淳 風 世 罕 知 
X56n0949_046:0934b05	　林下靜搖來客笑　　竹牀茆屋恰相宜	 林 下 靜 搖 來 客 笑 竹 牀 茆 屋 恰 相 宜 
X56n0949_046:0934b06	招元羽律師	招 元 羽 律 師 
X56n0949_046:0934b07	　去年相訪宿吾廬　　露滴蒼苔夜話遲	 去 年 相 訪 宿 吾 廬 露 滴 蒼 苔 夜 話 遲 
X56n0949_046:0934b08	　湖水晚來清不極　　今秋又是月圓時	 湖 水 晚 來 清 不 極 今 秋 又 是 月 圓 時 
X56n0949_046:0934b09	貧居	貧 居 
X56n0949_046:0934b10	　山厨竈上苔痕碧　　齋盂生塵無粒食	 山 厨 竈 上 苔 痕 碧 齋 盂 生 塵 無 粒 食 
X56n0949_046:0934b11	　可憐雀鼠未知貧　　穿屋穿墉不暫息	 可 憐 雀 鼠 未 知 貧 穿 屋 穿 墉 不 暫 息 
X56n0949_046:0934b12	詶簡上人見寄	詶 簡 上 人 見 寄 
X56n0949_046:0934b13	　林間病臥懶逢迎　　相識何人最愜情	 林 間 病 臥 懶 逢 迎 相 識 何 人 最 愜 情 
X56n0949_046:0934b14	　唯有簡公閑且僻　　寂寥翻被俗流輕	 唯 有 簡 公 閑 且 僻 寂 寥 翻 被 俗 流 輕 
X56n0949_046:0934b15	送僧歸姑蘇	送 僧 歸 姑 蘇 
X56n0949_046:0934b16	　姑蘇臺畔樹含秋　　蟬噪西風雨乍收	 姑 蘇 臺 畔 樹 含 秋 蟬 噪 西 風 雨 乍 收 
X56n0949_046:0934b17	　閑笑閑吟忽歸去　　月明何處宿孤舟	 閑 笑 閑 吟 忽 歸 去 月 明 何 處 宿 孤 舟 
X56n0949_046:0934b18	寄遠	寄 遠 
X56n0949_046:0934b19	　洞房秋晚更思君　　寶瑟慵彈日又曛	 洞 房 秋 晚 更 思 君 寶 瑟 慵 彈 日 又 曛 
X56n0949_046:0934b20	　鴈過長空書不到　　滿庭黃葉落紛紛	 鴈 過 長 空 書 不 到 滿 庭 黃 葉 落 紛 紛 
X56n0949_046:0934b21	謝仁上人惠茶	謝 仁 上 人 惠 茶 
X56n0949_046:0934b22	　寄我山茶號雨前　　齋餘閑試僕夫泉	 寄 我 山 茶 號 雨 前 齋 餘 閑 試 僕 夫 泉 
X56n0949_046:0934b23	　(予止山居有之)	 予 止 山 居 有 之 
X56n0949_046:0934b24	　睡魔遣得雖相感　　翻引詩魔來眼前	 睡 魔 遣 得 雖 相 感 翻 引 詩 魔 來 眼 前 
X56n0949_046:0934c01	讀項羽傳二首	讀 項 羽 傳 二 首 
X56n0949_046:0934c02	　頻年戰勝恃雄強　　歷數分明在彼蒼	 頻 年 戰 勝 恃 雄 強 歷 數 分 明 在 彼 蒼 
X56n0949_046:0934c03	　堪笑范曾無異識　　不能令主事高皇	 堪 笑 范 曾 無 異 識 不 能 令 主 事 高 皇 
X56n0949_046:0934c04	其一	其 一 
X56n0949_046:0934c05	　發歎虞姬勢已窮　　烏江此夕喪英雄	 發 歎 虞 姬 勢 已 窮 烏 江 此 夕 喪 英 雄 
X56n0949_046:0934c06	　當時若也知天命　　佐漢應居第一功	 當 時 若 也 知 天 命 佐 漢 應 居 第 一 功 
X56n0949_046:0934c07	其二	其 二 
X56n0949_046:0934c08	草堂秋夜	草 堂 秋 夜 
X56n0949_046:0934c09	　雨殺炎光變秋色　　清涼頓在草堂中	 雨 殺 炎 光 變 秋 色 清 涼 頓 在 草 堂 中 
X56n0949_046:0934c10	　幽人一夜坐不睡　　月照閑堦露灑空	 幽 人 一 夜 坐 不 睡 月 照 閑 堦 露 灑 空 
X56n0949_046:0934c11	書荊溪禪師傳後二首	書 荊 溪 禪 師 傳 後 二 首 
X56n0949_046:0934c12	　智者真宗談一性　　相傳六世至荊溪	 智 者 真 宗 談 一 性 相 傳 六 世 至 荊 溪 
X56n0949_046:0934c13	　高揮彩筆示深趣　　來學無窮俱破迷	 高 揮 彩 筆 示 深 趣 來 學 無 窮 俱 破 迷 
X56n0949_046:0934c14	其一	其 一 
X56n0949_046:0934c15	　清風遺句滿人間　　滅後天台跡更閑	 清 風 遺 句 滿 人 間 滅 後 天 台 跡 更 閑 
X56n0949_046:0934c16	　碑折塔摧人不顧　　不堪冥目想空山	 碑 折 塔 摧 人 不 顧 不 堪 冥 目 想 空 山 
X56n0949_046:0934c17	其二	其 二 
X56n0949_046:0934c18	寄題章安禪師塔	寄 題 章 安 禪 師 塔 
X56n0949_046:0934c19	　祖師墳塔在天台　　雨壞風摧事可哀	 祖 師 墳 塔 在 天 台 雨 壞 風 摧 事 可 哀 
X56n0949_046:0934c20	　香火無人空有跡　　夜深明月照蒼苔	 香 火 無 人 空 有 跡 夜 深 明 月 照 蒼 苔 
X56n0949_046:0934c21	寄天台能上人	寄 天 台 能 上 人 
X56n0949_046:0934c22	　天台深隱許誰同　　擾擾浮世萬事空	 天 台 深 隱 許 誰 同 擾 擾 浮 世 萬 事 空 
X56n0949_046:0934c23	　終約携瓶訪師去　　水邊松下嘯清風	 終 約 携 瓶 訪 師 去 水 邊 松 下 嘯 清 風 
X56n0949_046:0934c24	讀秦始本紀	讀 秦 始 本 紀 
X56n0949_046:0935a01	　縱欲勞民殊未已　　阿房望夷相次起	 縱 欲 勞 民 殊 未 已 阿 房 望 夷 相 次 起 
X56n0949_046:0935a02	　後來風俗昧其由　　妄說秦皇能役鬼	 後 來 風 俗 昧 其 由 妄 說 秦 皇 能 役 鬼 
X56n0949_046:0935a03	讀楊子法言	讀 楊 子 法 言 
X56n0949_046:0935a04	　秦焚漢雜道何孤　　蕩蕩皇風豈易圖	 秦 焚 漢 雜 道 何 孤 蕩 蕩 皇 風 豈 易 圖 
X56n0949_046:0935a05	　空有法言為世範　　不知來者肯行無	 空 有 法 言 為 世 範 不 知 來 者 肯 行 無 
X56n0949_046:0935a06	書慈光塔	書 慈 光 塔 
X56n0949_046:0935a07	　靈骨未藏三十載　　我來收得葬孤山	 靈 骨 未 藏 三 十 載 我 來 收 得 葬 孤 山 
X56n0949_046:0935a08	　此中起塔不在大　　已有高名垂世間	 此 中 起 塔 不 在 大 已 有 高 名 垂 世 間 
X56n0949_046:0935a09	苦熱	苦 熱 
X56n0949_046:0935a10	　平湖日炙沸如煑　　庭樹色乾鳥渴死	 平 湖 日 炙 沸 如 煑 庭 樹 色 乾 鳥 渴 死 
X56n0949_046:0935a11	　何人萬里驅征車　　紅塵漲天方入市	 何 人 萬 里 驅 征 車 紅 塵 漲 天 方 入 市 
X56n0949_046:0935a12	古鑑	古 鑑 
X56n0949_046:0935a13	　土蝕菱花有微竅　　懸向秋堂光照耀	 土 蝕 菱 花 有 微 竅 懸 向 秋 堂 光 照 耀 
X56n0949_046:0935a14	　寫出人人妍醜姿　　西施始免嫫母笑	 寫 出 人 人 妍 醜 姿 西 施 始 免 嫫 母 笑 
X56n0949_046:0935a15	寄題終南道宣律師塔	寄 題 終 南 道 宣 律 師 塔 
X56n0949_046:0935a16	　冷碧終南插太虗　　紵麻蘭若舊閑居	 冷 碧 終 南 插 太 虗 紵 麻 蘭 若 舊 閑 居 
X56n0949_046:0935a17	　波離滅後無人繼　　蕭索西風葉滿渠	 波 離 滅 後 無 人 繼 蕭 索 西 風 葉 滿 渠 
X56n0949_046:0935a18	嘲寫真	嘲 寫 真 
X56n0949_046:0935a19	　泡幻吾身元是妄　　丹青汝影豈為真	 泡 幻 吾 身 元 是 妄 丹 青 汝 影 豈 為 真 
X56n0949_046:0935a20	　吾身汝影俱無實　　相伴茆堂作兩人	 吾 身 汝 影 俱 無 實 相 伴 茆 堂 作 兩 人 
X56n0949_046:0935a21	冬日作	冬 日 作 
X56n0949_046:0935a22	　凍撮閑庭土皆裂　　風號門外人來絕	 凍 撮 閑 庭 土 皆 裂 風 號 門 外 人 來 絕 
X56n0949_046:0935a23	　可憐萬事不干身　　凭欄且看千峯雪	 可 憐 萬 事 不 干 身 凭 欄 且 看 千 峯 雪 
X56n0949_046:0935a24	誡後學	誡 後 學 
X56n0949_046:0935b01	　對食須思稼穡勞　　為僧安用事雄豪	 對 食 須 思 稼 穡 勞 為 僧 安 用 事 雄 豪 
X56n0949_046:0935b02	　剃頭本意求成佛　　不為齋筵坐位高	 剃 頭 本 意 求 成 佛 不 為 齋 筵 坐 位 高 
X56n0949_046:0935b03	螢	螢 
X56n0949_046:0935b04	　微蟲稟質有清光　　蹤跡難令暗室藏	 微 蟲 稟 質 有 清 光 蹤 跡 難 令 暗 室 藏 
X56n0949_046:0935b05	　車胤死來人墮學　　秋庭終夜恣飛翔	 車 胤 死 來 人 墮 學 秋 庭 終 夜 恣 飛 翔 
X56n0949_046:0935b06	舟歸詠鴈	舟 歸 詠 鴈 
X56n0949_046:0935b07	　嗷嗷旅鴈滿寒塘　　閑坐歸舟帶夕陽	 嗷 嗷 旅 鴈 滿 寒 塘 閑 坐 歸 舟 帶 夕 陽 
X56n0949_046:0935b08	　一一似能遵禮教　　等閑驚起便成行	 一 一 似 能 遵 禮 教 等 閑 驚 起 便 成 行 
X56n0949_046:0935b09	舟歸	舟 歸 
X56n0949_046:0935b10	　平湖渺渺澄寒水　　孤舟靜泛清光裏	 平 湖 渺 渺 澄 寒 水 孤 舟 靜 泛 清 光 裏 
X56n0949_046:0935b11	　却慙未是狎鷗人　　處處鳧鷖盡驚起	 却 慙 未 是 狎 鷗 人 處 處 鳧 鷖 盡 驚 起 
