X87n1618_001:0144c06	 自序	 自 序 
X87n1618_002:0175c06	母。遂呈偈曰。本來真父母。歷劫不曾離。起坐承他力。	母 遂 呈 偈 曰 本 來 真 父 母 歷 劫 不 曾 離 起 坐 承 他 力 
X87n1618_002:0175c07	寒溫亦共知。相逢不相見。相見不相識。為問今何在。	寒 溫 亦 共 知 相 逢 不 相 見 相 見 不 相 識 為 問 今 何 在 
X87n1618_002:0175c08	分明舉似師。聰云。堪紹吾宗。嗣法三人(伸手不及見非菜。一火焚	分 明 舉 似 師 聰 云 堪 紹 吾 宗 嗣 法 三 人 伸 手 不 及 見 非 菜 一 火 焚 
X87n1618_002:0175c09	之絕無碍。本來父母碎百嚼。七縱八橫渾無罅)。	之 絕 無 碍 本 來 父 母 碎 百 嚼 七 縱 八 橫 渾 無 罅 
X87n1618_002:0175c10	第三十三世荊溪幻有正傳禪師笑巖嗣俗呂氏。溧	第 三 十 三 世 荊 溪 幻 有 正 傳 禪 師 笑 巖 嗣 俗 呂 氏 溧 
X87n1618_002:0175c11	陽人也。年十九。薙髮于樂菴和尚。因嬰勞疾。菴令看	陽 人 也 年 十 九 薙 髮 于 樂 菴 和 尚 因 嬰 勞 疾 菴 令 看 
X87n1618_002:0175c12	父母未生前話。久之無所契繇是克勤精進。歷二七	父 母 未 生 前 話 久 之 無 所 契 繇 是 克 勤 精 進 歷 二 七 
X87n1618_002:0175c13	日餘。一夕經行方坐昏沉。無奈。忽聞琉璃燈花。熚爆	日 餘 一 夕 經 行 方 坐 昏 沉 無 奈 忽 聞 琉 璃 燈 花 熚 爆 
X87n1618_002:0175c14	聲。豁然有省。乃曰。始知古人所謂。直得虗空粉碎。大	聲 豁 然 有 省 乃 曰 始 知 古 人 所 謂 直 得 虗 空 粉 碎 大 
X87n1618_002:0175c15	地平沉十方無壁落。四面亦無門。若有一人。發真歸	地 平 沉 十 方 無 壁 落 四 面 亦 無 門 若 有 一 人 發 真 歸 
X87n1618_002:0175c16	源。十方虗空。悉皆消殞等說。皆非虗語。于是直造燕	源 十 方 虗 空 悉 皆 消 殞 等 說 皆 非 虗 語 于 是 直 造 燕 
X87n1618_002:0175c17	都。參笑巖和尚。求印可。通所得未竟。巖忽趯出隻履	都 參 笑 巖 和 尚 求 印 可 通 所 得 未 竟 巖 忽 趯 出 隻 履 
X87n1618_002:0175c18	曰。向者裏道一句看。師無語。乃通夕不寐。至明旦猶	曰 向 者 裏 道 一 句 看 師 無 語 乃 通 夕 不 寐 至 明 旦 猶 
X87n1618_002:0175c19	立簷下。巖出見喚之。師回首。巖翹一足。作修羅障日	立 簷 下 巖 出 見 喚 之 師 回 首 巖 翹 一 足 作 修 羅 障 日 
X87n1618_002:0175c20	月勢。師有省服勤數載。禮辭南歸。巖書從上源流付	月 勢 師 有 省 服 勤 數 載 禮 辭 南 歸 巖 書 從 上 源 流 付 
X87n1618_002:0175c21	之臨行贈以一笠。曰無露圭角。師初住龍池。次遷五	之 臨 行 贈 以 一 笠 曰 無 露 圭 角 師 初 住 龍 池 次 遷 五 
X87n1618_002:0175c22	臺。秘魔。次北京。普炤。晚歸龍池。上堂。舉文殊三處度	臺 秘 魔 次 北 京 普 炤 晚 歸 龍 池 上 堂 舉 文 殊 三 處 度 
X87n1618_002:0175c23	夏話。師曰。文殊當時太殺神通。迦葉奈何局于智短。	夏 話 師 曰 文 殊 當 時 太 殺 神 通 迦 葉 奈 何 局 于 智 短 
X87n1618_002:0175c24	若作迦葉。應把黃面老子先須擯却。何也。不見道來	若 作 迦 葉 應 把 黃 面 老 子 先 須 擯 却 何 也 不 見 道 來 
X87n1618_002:0176a01	說是非者。便是是非人。上堂。竪起拂子曰。老僧今日	說 是 非 者 便 是 是 非 人 上 堂 竪 起 拂 子 曰 老 僧 今 日 
X87n1618_002:0176a02	借取這拂子。一時說法。直得三世諸佛立地聽。汝等	借 取 這 拂 子 一 時 說 法 直 得 三世諸佛 立 地 聽 汝 等 
X87n1618_002:0176a03	現前俱信得及麼。倘信不及。止止。不須說。我法妙難	現 前 俱 信 得 及 麼 倘 信 不 及 止 止 不 須 說 我 法 妙 難 
X87n1618_002:0176a04	思。題香爐偈曰。有耳聞聲一似聾。無容餘物動乎中。	思 題 香 爐 偈 曰 有 耳 聞 聲 一 似 聾 無 容 餘 物 動 乎 中 
X87n1618_002:0176a05	灰心未必常如此。嬴得清烟便不同。師與士大夫遊	灰 心 未 必 常 如 此 嬴 得 清 烟 便 不 同 師 與 士 大 夫 遊 
X87n1618_002:0176a06	甞舉東坡點琴操語曰。門前冷落。車馬稀。老大嫁作	甞 舉 東 坡 點 琴 操 語 曰 門 前 冷 落 車 馬 稀 老 大 嫁 作 
X87n1618_002:0176a07	商人婦。琴操何所感。便削髮為尼耶。士大夫多不契。	商 人 婦 琴 操 何 所 感 便 削 髮 為 尼 耶 士 大 夫 多 不 契 
X87n1618_002:0176a08	又慮學者見落斷常。著書三篇。曰駁語。曰性住釋。曰	又 慮 學 者 見 落 斷 常 著 書 三 篇 曰 駁 語 曰 性 住 釋 曰 
X87n1618_002:0176a09	物不遷。題旨刻行于世。萬曆甲寅春仲示寂。塔建本	物 不 遷 題 旨 刻 行 于 世 萬 曆 甲 寅 春 仲 示 寂 塔 建 本 
X87n1618_002:0176a10	山。與一源禪師同塔。嗣法三人天童悟。罄山修。淨名	山 與 一 源 禪 師 同 塔 嗣 法 三 人 天 童 悟 罄 山 修 淨 名 
X87n1618_002:0176a11	蓮(燈花報喜話偏長。趯出鞋兒。不覆藏。勘破修羅障月勢爐中猛焰變空霜○眼裏着得百千萬億須彌山。	蓮 燈 花 報 喜 話 偏 長 趯 出 鞋 兒 不 覆 藏 勘 破 修 羅 障 月 勢 爐 中 猛 焰 變 空 霜 眼 裏 着 得 百 千 萬 億 須 彌 山 
X87n1618_002:0176a12	耳裏着得不可思議大海水)。	耳 裏 着 得 不可思議 大 海 水 
X87n1618_002:0176a13	第三十四世明州天童密雲圓悟禪師龍池嗣。宜興	第 三 十 四 世 明 州 天 童 密 雲 圓 悟 禪 師 龍 池 嗣 宜 興 
X87n1618_002:0176a14	蔣氏子。家貧。樵採為業。但于歲歲二三月中。忽動世	蔣 氏 子 家 貧 樵 採 為 業 但 于 歲 歲 二 三 月 中 忽 動 世 
X87n1618_002:0176a15	間無常之想。便欲修行。年二十七。荷擔度山曲。觸路	間 無 常 之 想 便 欲 修 行 年 二 十 七 荷 擔 度 山 曲 觸 路 
X87n1618_002:0176a16	旁積薪。有省。得管帶拘心意。日用甞令昭昭然。越兩	旁 積 薪 有 省 得 管 帶 拘 心 意 日 用 甞 令 昭 昭 然 越 兩 
X87n1618_002:0176a17	年棄室。又明年。從龍池山幻有傳禪師出家。然覺生	年 棄 室 又 明 年 從 龍 池 山 幻 有 傳 禪 師 出 家 然 覺 生 
X87n1618_002:0176a18	死到來。畢竟不穩當。二六時中。看得心境兩立。古	死 到 來 畢 竟 不 穩 當 二 六 時 中 看 得 心 境 兩 立 古 
X87n1618_002:0176a19	人道。天地同根。萬物一體。越看越成兩箇。因舟次請	人 道 天 地 同 根 萬 物 一 體 越 看 越 成 兩 箇 因 舟 次 請 
X87n1618_002:0176a20	益龍池。池曰。你若到者田地。便放身倒臥。師禮拜起。	益 龍 池 池 曰 你 若 到 者 田 地 便 放 身 倒 臥 師 禮 拜 起 
X87n1618_002:0176a21	昏蒙益甚。嗣是惟加罵詈。師慙悶交感。至大病汗流。	昏 蒙 益 甚 嗣 是 惟 加 罵 詈 師 慙 悶 交 感 至 大 病 汗 流 
X87n1618_002:0176a22	二七日方愈遂掩關數載。適傳公入都。舉師監院事。	二 七 日 方 愈 遂 掩 關 數 載 適 傳 公 入 都 舉 師 監 院 事 
X87n1618_002:0176a23	一日自城中歸。過銅棺山頂。忽覺情與無情。煥然等	一 日 自 城 中 歸 過 銅 棺 山 頂 忽 覺 情 與 無 情 煥 然 等 
X87n1618_002:0176a24	現。覓纖毫過患不可得。大端說似人不得。爾時昭昭	現 覓 纖 毫 過 患 不 可 得 大 端 說 似 人 不 得 爾 時 昭 昭 
X87n1618_002:0176b01	靈靈底不知向甚處去了。又自密密舉前所會古人	靈 靈 底 不 知 向 甚 處 去 了 又 自 密 密 舉 前 所 會 古 人 
X87n1618_002:0176b02	因緣。宛爾不同。亦不自疑是與不是。一日。龍池喚師	因 緣 宛 爾 不 同 亦 不 自 疑 是 與 不 是 一 日 龍 池 喚 師 
X87n1618_002:0176b03	及覺宇入室。曰老僧昨夜起來。走一回。把柄都在手	及 覺 宇 入 室 曰 老 僧 昨 夜 起 來 走 一 回 把 柄 都 在 手 
X87n1618_002:0176b04	裏了。汝等為我扶持佛法。師便出呈偈曰。若據某甲	裏 了 汝 等 為 我 扶 持 佛 法 師 便 出 呈 偈 曰 若 據 某 甲 
X87n1618_002:0176b05	扶佛法。任他○○○○○。都來總與三十棒。莫道分	扶 佛 法 任 他 都 來 總 與 三 十 棒 莫 道 分 
X87n1618_002:0176b06	明為賞罰。龍池目之大笑。師接來付火。未幾池示寂。	明 為 賞 罰 龍 池 目 之 大 笑 師 接 來 付 火 未 幾 池 示 寂 
X87n1618_002:0176b07	師依塔三載。萬曆丁巳。眾請繼席開法。次住通玄。金	師 依 塔 三 載 萬 曆 丁 巳 眾 請 繼 席 開 法 次 住 通 玄 金 
X87n1618_002:0176b08	粟。黃檗。育王。天童。凡六巨剎。宗風大振。上堂。禪不在	粟 黃 檗 育 王 天 童 凡 六 巨 剎 宗 風 大 振 上 堂 禪 不 在 
X87n1618_002:0176b09	參。道不在悟。直下了然。超佛越祖。驀拈拄杖曰。即今	參 道 不 在 悟 直 下 了 然 超 佛 越 祖 驀 拈 拄 杖 曰 即 今 
X87n1618_002:0176b10	莫有超佛超祖者麼卓拄杖曰。正好朝打三千。暮打	莫 有 超 佛 超 祖 者 麼 卓 拄 杖 曰 正 好 朝 打 三 千 暮 打 
X87n1618_002:0176b11	八百。擲拄杖曰。為什麼如此。撫掌曰。這裏放過。則不	八 百 擲 拄 杖 曰 為 什 麼 如 此 撫 掌 曰 這 裏 放 過 則 不 
X87n1618_002:0176b12	可。上堂。本來無物可評論。未悟之人妄見分。忽若迸	可 上 堂 本 來 無 物 可 評 論 未 悟 之 人 妄 見 分 忽 若 迸 
X87n1618_002:0176b13	開頂[寧*頁]眼。大地山河一口吞。上堂。樹彫葉落。明明脫	開 頂 [寧頁] 眼 大 地 山 河 一 口 吞 上 堂 樹 彫 葉 落 明 明 脫 
X87n1618_002:0176b14	體全彰。雲散天空。杲杲日輪當午。正恁麼時。霜風劈	體 全 彰 雲 散 天 空 杲 杲 日 輪 當 午 正 恁 麼 時 霜 風 劈 
X87n1618_002:0176b15	面來。諸人還覺寒毛卓竪也無。若也覺得。如龍得水。	面 來 諸 人 還 覺 寒 毛 卓 竪 也 無 若 也 覺 得 如 龍 得 水 
X87n1618_002:0176b16	似虎靠山。日用頭頭全體露。折旋俯仰沒遮攔。喝一	似 虎 靠 山 日 用 頭 頭 全 體 露 折 旋 俯 仰 沒 遮 攔 喝 一 
X87n1618_002:0176b17	喝。上堂。子規啼血滿花枝。口口聲聲祇呌歸。不耐時	喝 上 堂 子 規 啼 血 滿 花 枝 口 口 聲 聲 祇 呌 歸 不 耐 時 
X87n1618_002:0176b18	人猶不省。年年三月又來啼。大眾還委麼。自是不歸	人 猶 不 省 年 年 三 月 又 來 啼 大 眾 還 委 麼 自 是 不 歸 
X87n1618_002:0176b19	歸便得。五湖烟景有誰爭。卓拄杖一下。上堂。太白山	歸 便 得 五 湖 烟 景 有 誰 爭 卓 拄 杖 一 下 上 堂 太 白 山 
X87n1618_002:0176b20	中儘有柴。一株不許眾人搬。老僧不是多護惜。為要	中 儘 有 柴 一 株 不 許 眾 人 搬 老 僧 不 是 多 護 惜 為 要 
X87n1618_002:0176b21	諸人徹骨寒。雖然如是。只如道。三界無安。猶如火宅。	諸 人 徹 骨 寒 雖 然 如 是 只 如 道 三 界 無 安 猶 如 火 宅 
X87n1618_002:0176b22	諸人又向甚麼處迴避。若也迴避得。可以高超三界。	諸 人 又 向 甚 麼 處 迴 避 若 也 迴 避 得 可 以 高 超 三 界 
X87n1618_002:0176b23	獨步大方。其或未然。各各炤顧眉鬚始得。崇禎辛巳。	獨 步 大 方 其 或 未 然 各 各 炤 顧 眉 鬚 始 得 崇 禎 辛 巳 
X87n1618_002:0176b24	國戚田公為皇貴妃齎紫衣入山。請師演法。復得俞	國 戚 田 公 為 皇 貴 妃 齎 紫 衣 入 山 請 師 演 法 復 得 俞 
X87n1618_002:0176c01	旨。住金陵大報恩寺。師以衰邁遜謝。明年春。拂衣上	旨 住 金 陵 大 報 恩 寺 師 以 衰 邁 遜 謝 明 年 春 拂 衣 上 
X87n1618_002:0176c02	通玄。秋七月三日示微疾。七日午時。奄然坐化。流光	通 玄 秋 七 月 三 日 示 微 疾 七 日 午 時 奄 然 坐 化 流 光 
X87n1618_002:0176c03	夜炤。四山變白。壽七十有七。迎全身歸塔于天童幻	夜 炤 四 山 變 白 壽 七 十 有 七 迎 全 身 歸 塔 于 天 童 幻 
X87n1618_002:0176c04	智庵右隴。嗣法一十二人。五峯學。鄧尉藏破山明。徑	智 庵 右 隴 嗣 法 一 十 二 人 五 峯 學 鄧 尉 藏 破 山 明 徑 
X87n1618_002:0176c05	山容。金粟乘。寶峯忍。龍池微。天童忞。雪竇雲。古南門。	山 容 金 粟 乘 寶 峯 忍 龍 池 微 天 童 忞 雪 竇 雲 古 南 門 
X87n1618_002:0176c06	報恩賢。天童奇(杖頭發起燄紅火。佛祖皺眉無處躲。大地山河盡化灰。殺人不用磨刀斧。	報 恩 賢 天 童 奇 杖 頭 發 起 燄 紅 火 佛 祖 皺 眉 無 處 躲 大 地 山 河 盡 化 灰 殺 人 不 用 磨 刀 斧 
X87n1618_002:0176c07	○喧天動地老和尚。徹骨徹髓一條棒。終始不開第二門天上人間作榜樣○中興臨濟之道。萬古法門標格。	 喧 天 動 地 老 和 尚 徹 骨 徹 髓 一 條 棒 終 始 不 開 第 二 門 天 上 人 間 作 榜 樣 中 興 臨 濟 之 道 萬 古 法 門 標 格 
X87n1618_002:0176c08	真一代開闢大宗師)。	真 一 代 開 闢 大 宗 師 
X87n1618_002:0176c09	第三十五世徑山費隱通容禪師密雲嗣。閩之福清	第 三 十 五 世 徑 山 費 隱 通 容 禪 師 密 雲 嗣 閩 之 福 清 
X87n1618_002:0176c10	何氏子。十四。依鎮東慧山祝髮。初參壽昌。博山。及雲	何 氏 子 十 四 依 鎮 東 慧 山 祝 髮 初 參 壽 昌 博 山 及 雲 
X87n1618_002:0176c11	門。皆不能了手。有偈見志云。吾年二十五。氣海吞佛	門 皆 不 能 了 手 有 偈 見 志 云 吾 年 二 十 五 氣 海 吞 佛 
X87n1618_002:0176c12	祖。不過古人關。豈踏今時路。後聞密雲和尚過越寓	祖 不 過 古 人 關 豈 踏 今 時 路 後 聞 密 雲 和 尚 過 越 寓 
X87n1618_002:0176c13	吼山。遂謁。便問覿面相提事若何。雲以番菩提珠便	吼 山 遂 謁 便 問 覿 面 相 提 事 若 何 雲 以 番 菩 提 珠 便 
X87n1618_002:0176c14	打。師云錯。雲又打。師便喝。雲祇管打。師祇管喝。至第	打 師 云 錯 雲 又 打 師 便 喝 雲 祇 管 打 師 祇 管 喝 至 第 
X87n1618_002:0176c15	七打。頭顱幾裂。所有伎倆知見。一切氷釋。一日雲問。	七 打 頭 顱 幾 裂 所 有 伎 倆 知 見 一 切 氷 釋 一 日 雲 問 
X87n1618_002:0176c16	薰風自南來。殿閣生微涼。汝作麼生會。師云。水向石	薰 風 自 南 來 殿 閣 生 微 涼 汝 作 麼 生 會 師 云 水 向 石 
X87n1618_002:0176c17	邊流出冷。風從花裏過來香。雲云離了此。又作麼生。	邊 流 出 冷 風 從 花 裏 過 來 香 雲 云 離 了 此 又 作 麼 生 
X87n1618_002:0176c18	師云放和尚三十棒。雲云。除却棒。又作麼生。師便喝。	師 云 放 和 尚 三 十 棒 雲 云 除 却 棒 又 作 麼 生 師 便 喝 
X87n1618_002:0176c19	雲云。喝後聻師云更要重說偈言。雲便休去。既而雲	雲 云 喝 後 聻 師 云 更 要 重 說 偈 言 雲 便 休 去 既 而 雲 
X87n1618_002:0176c20	主金粟。命職西堂。明年。隨赴黃檗。雲陞座。以源流衣	主 金 粟 命 職 西 堂 明 年 隨 赴 黃 檗 雲 陞 座 以 源 流 衣 
X87n1618_002:0176c21	拂付焉。(拄杖橫肩挑日月拳頭劈面打人天)上堂。全身擔荷。赤體提持。	拂 付 焉 拄 杖 橫 肩 挑 日 月 拳 頭 劈 面 打 人 天 上 堂 全 身 擔 荷 赤 體 提 持 
X87n1618_002:0176c22	要是夙有器骨英靈漢子。於尋嘗日用。活卓卓地。不	要 是 夙 有 器 骨 英 靈 漢 子 於 尋 嘗 日 用 活 卓 卓 地 不 
X87n1618_002:0176c23	將奇特言句。貼于額頭。玄妙理致。蘊于底裏。專用格	將 奇 特 言 句 貼 于 額 頭 玄 妙 理 致 蘊 于 底 裏 專 用 格 
X87n1618_002:0176c24	外鉗鎚。獨奮宗門牙爪。生擒猛虎。活捉獰龍。縱有言	外 鉗 鎚 獨 奮 宗 門 牙 爪 生 擒 猛 虎 活 捉 獰 龍 縱 有 言 
X87n1618_002:0177a01	超佛祖行過舍那入此閫域未免橫身拶出。其餘之	超 佛 祖 行 過 舍 那 入 此 閫 域 未 免 橫 身 拶 出 其 餘 之 
X87n1618_002:0177a02	輩。觀心作念。著意思惟。塵寂光生。而有神頴妙慧。自	輩 觀 心 作 念 著 意 思 惟 塵 寂 光 生 而 有 神 頴 妙 慧 自 
X87n1618_002:0177a03	作去就。畢竟搆他語脈不上。要有者等丁卓。始可別	作 去 就 畢 竟 搆 他 語 脈 不 上 要 有 者 等 丁 卓 始 可 別 
X87n1618_002:0177a04	行教外。單傳直指。主持棒喝。全行正令。而與從上瞎	行 教 外 單 傳 直 指 主 持 棒 喝 全 行 正 令 而 與 從 上 瞎 
X87n1618_002:0177a05	驢蹄角相肖。上堂。句要分明。意須不錯。不錯分明。灑	驢 蹄 角 相 肖 上 堂 句 要 分 明 意 須 不 錯 不 錯 分 明 灑 
X87n1618_002:0177a06	灑落落。隨處降雨騰雲。不比禿帚墮在壁角。所以垂	灑 落 落 隨 處 降 雨 騰 雲 不 比 禿 帚 墮 在 壁 角 所 以 垂 
X87n1618_002:0177a07	鉤四海。只釣獰龍。格外玄機。為尋知己。順治庚寅年。	鉤 四 海 只 釣 獰 龍 格 外 玄 機 為 尋 知 己 順 治 庚 寅 年 
X87n1618_002:0177a08	師受杭州府。餘杭縣。暨守鎮。及諸鄉紳。合山禪德等。	師 受 杭 州 府 餘 杭 縣 暨 守 鎮 及 諸 鄉 紳 合 山 禪 德 等 
X87n1618_002:0177a09	共請住徑山。興聖萬壽禪寺。上堂云高提祖印。須藉	共 請 住 徑 山 興 聖 萬 壽 禪 寺 上 堂 云 高 提 祖 印 須 藉 
X87n1618_002:0177a10	名藍。流通正眼。要有人歸。此山為江南首剎。天下人	名 藍 流 通 正 眼 要 有 人 歸 此 山 為 江 南 首 剎 天 下 人 
X87n1618_002:0177a11	聞莫不仰止。葢有五峯插天。萬松覆屋。兩徑走天衢。	聞 莫 不 仰 止 葢 有 五 峯 插 天 萬 松 覆 屋 兩 徑 走 天 衢 
X87n1618_002:0177a12	三門鎖龍澤。況有八十餘代祖師。於此建大法壇。弘	三 門 鎖 龍 澤 況 有 八 十 餘 代 祖 師 於 此 建 大 法 壇 弘 
X87n1618_002:0177a13	無上道。宗風振遐邇。光明炤古今。龍章聿降。鳳詔頻	無 上 道 宗 風 振 遐 邇 光 明 炤 古 今 龍 章 聿 降 鳳 詔 頻 
X87n1618_002:0177a14	臻。代不乏人。珠聯璧合。赫赫然祖室傳燈。峩峩爾山	臻 代 不 乏 人 珠 聯 璧 合 赫 赫 然 祖 室 傳 燈 峩 峩 爾 山 
X87n1618_002:0177a15	藏龍象。盛哉當年。壯麗可觀。山僧今日到此主席。大	藏 龍 象 盛 哉 當 年 壯 麗 可 觀 山 僧 今 日 到 此 主 席 大 
X87n1618_002:0177a16	似鼠尾續貂。如何得相似去。遂以拂子作圓相云。拾	似 鼠 尾 續 貂 如 何 得 相 似 去 遂 以 拂 子 作 圓 相 云 拾 
X87n1618_002:0177a17	得者顆明珠。特特持來。要與列代祖師。等閒一賽。葢	得 者 顆 明 珠 特 特 持 來 要 與 列 代 祖 師 等 閒 一 賽 葢 
X87n1618_002:0177a18	佛佛道同。祖祖不異。且道此珠。與歷代祖師。是同是	佛 佛 道 同 祖 祖 不 異 且 道 此 珠 與 歷 代 祖 師 是 同 是 
X87n1618_002:0177a19	異。若道是同。古今相隔。作麼生說箇同。若道是異。佛	異 若 道 是 同 古 今 相 隔 作 麼 生 說 箇 同 若 道 是 異 佛 
