T85n2762_001:0261c03	勝鬘經疏	勝 鬘 經 疏 
T85n2762_001:0276c02	世尊如來藏者非我以下明釋異不同外道	世 尊 如 來 藏 者 非 我 以 下 明 釋 異 不 同 外 道 
T85n2762_001:0276c03	也。以如來藏故說本際不可知者。正以如來	也 以 如 來 藏 故 說 本 際 不 可 知 者 正 以 如 來 
T85n2762_001:0276c04	藏在金剛心後故。眾生不能現在辨用。是以	藏 在 金 剛 心 後 故 眾 生 不 能 現 在 辨 用 是 以 
T85n2762_001:0276c05	眾生體不自固念念生死。如是過去無邊未	眾 生 體 不 自 固 念 念 生 死 如 是 過 去 無 邊 未 
T85n2762_001:0276c06	來無極故。言本際不可知也。世尊有如來藏	來 無 極 故 言 本 際 不 可 知 也 世 尊 有 如 來 藏 
T85n2762_001:0276c07	故說生死者。由有如來藏在當眾生現未克	故 說 生 死 者 由 有 如 來 藏 在 當 眾 生 現 未 克 
T85n2762_001:0276c08	故。有眾多生死。此言當理故言善說。自下	故 有 眾 多 生 死 此 言 當 理 故 言 善 說 自 下 
T85n2762_001:0276c09	解生死。第二明如來藏。第三以生死依如來	解 生 死 第 二 明 如 來 藏 第 三 以 生 死 依 如 來 
T85n2762_001:0276c10	藏生死者此中明前身死。今身生次第不受	藏 生 死 者 此 中 明 前 身 死 今 身 生 次 第 不 受 
T85n2762_001:0276c11	根起諸受者。此五陰從業稟得故名諸受。五	根 起 諸 受 者 此 五 陰 從 業 稟 得 故 名 諸 受 五 
T85n2762_001:0276c12	陰敗喪故名沒。次第者解今身生。次第不受	陰 敗 喪 故 名 沒 次 第 者 解 今 身 生 次 第 不 受 
T85n2762_001:0276c13	根起者。今身在於過形之於後故云次第不	根 起 者 今 身 在 於 過 形 之 於 後 故 云 次 第 不 
T85n2762_001:0276c14	從。前身隔形業而得故云不受根起。是名生	從 前 身 隔 形 業 而 得 故 云 不 受 根 起 是 名 生 
T85n2762_001:0276c15	死者今身也。世尊生死者此二法是如來藏	死 者 今 身 也 世 尊 生 死 者 此 二 法 是 如 來 藏 
T85n2762_001:0276c16	者。此生死二法是依如來藏也。世間言說故	者 此 生 死 二 法 是 依 如 來 藏 也 世間言說 故 
T85n2762_001:0276c17	有死有生以下。明今身死未來生得故。三世	有 死 有 生 以 下 明 今 身 死 未 來 生 得 故 三 世 
T85n2762_001:0276c18	明生死。欲明三世相續故本際不可知。今身	明 生 死 欲 明 三 世 相 續 故 本 際 不 可 知 今 身 
T85n2762_001:0276c19	死者是諸根壞。後身生者是新諸根起故。言	死 者 是 諸 根 壞 後 身 生 者 是 新 諸 根 起 故 言 
T85n2762_001:0276c20	死者諸根壞。生者新諸根起也。非如來藏。非	死 者 諸 根 壞 生 者 新 諸 根 起 也 非 如 來 藏 非 
T85n2762_001:0276c21	如來藏有死有生者。欲明如來藏常住體無	如 來 藏 有 死 有 生 者 欲 明 如 來 藏 常 住 體 無 
T85n2762_001:0276c22	代謝也。是故有如來藏常住故。是依者與生	代 謝 也 是 故 有 如 來 藏 常 住 故 是 依 者 與 生 
T85n2762_001:0276c23	死作依也。持者持生死相續不散也。建立者	死 作 依 也 持 者 持 生 死 相 續 不 散 也 建 立 者 
T85n2762_001:0276c24	不合斷也。世尊不離者。藏體常住不可斷離	不 合 斷 也 世 尊 不 離 者 藏 體 常 住 不 可 斷 離 
T85n2762_001:0276c25	也。不脫者不易脫也。不異者不可變易也。如	也 不 脫 者 不 易 脫 也 不 異 者 不 可 變 易 也 如 
T85n2762_001:0276c26	此之法何者是下言不思議佛法是也。此正	此 之 法 何 者 是 下 言 不 思 議 佛 法 是 也 此 正 
T85n2762_001:0276c27	明如來藏體。自下生死來依也。世尊斷脫者。	明 如 來 藏 體 自 下 生 死 來 依 也 世 尊 斷 脫 者 
T85n2762_001:0276c28	生死無常可斷可脫。異者可令變易。外者如	生 死 無 常 可 斷 可 脫 異 者 可 令 變 易 外 者 如 
T85n2762_001:0276c29	來藏體在此斷脫異等有為法之外也。能與	來 藏 體 在 此 斷 脫 異 等 有 為 法 之 外 也 能 與 
T85n2762_001:0277a01	有為法作依持建立者是如來藏也。世尊以	有 為 法 作 依 持 建 立 者 是 如 來 藏 也 世 尊 以 
T85n2762_001:0277a02	下明善惡依如來藏也。欲明善惡法違如來	下 明 善 惡 依 如 來 藏 也 欲 明 善 惡 法 違 如 來 
T85n2762_001:0277a03	藏而生死故。輪轉無窮善法之起順如來藏	藏 而 生 死 故 輪 轉 無 窮 善 法 之 起 順 如 來 藏 
T85n2762_001:0277a04	故返流盡源也。此中將明有藏故。依無解故	故 返 流 盡 源 也 此 中 將 明 有 藏 故 依 無 解 故 
T85n2762_001:0277a05	不依也。若無如來藏者。不得厭苦樂求涅槃。	不 依 也 若 無 如 來 藏 者 不 得 厭 苦 樂 求 涅 槃 
T85n2762_001:0277a06	何以故釋何以無如來藏不得厭苦求涅槃	何 以 故 釋 何 以 無 如 來 藏 不 得 厭 苦 求 涅 槃 
T85n2762_001:0277a07	也　下言於此六識及心法智不種眾苦。以無	也 下 言 於 此 六 識 及 心 法 智 不 種 眾 苦 以 無 
T85n2762_001:0277a08	如來藏故。六識者依六根生心及心者意根	如 來 藏 故 六 識 者 依 六 根 生 心 及 心 者 意 根 
T85n2762_001:0277a09	也。法智者意根中空解也。此七法化化自滅	也 法 智 者 意 根 中 空 解 也 此 七 法 化 化 自 滅 
T85n2762_001:0277a10	剎那不住故云六識及心不種眾苦。法智亦	剎 那 不 住 故 云 六 識 及 心 不 種 眾 苦 法 智 亦 
T85n2762_001:0277a11	不得厭苦樂求涅槃也。此明反解也。世尊以	不 得 厭 苦 樂 求 涅 槃 也 此 明 反 解 也 世 尊 以 
T85n2762_001:0277a12	下順明也。如來藏無前際者不屬未來。不起	下 順 明 也 如 來 藏 無 前 際 者 不 屬 未 來 不 起 
T85n2762_001:0277a13	者不屬現在。不滅者不在過去。此明如來藏	者 不 屬 現 在 不 滅 者 不 在 過 去 此 明 如 來 藏 
T85n2762_001:0277a14	是常故。法種眾苦者六識及心廣起諸惡也。	是 常 故 法 種 眾 苦 者 六 識 及 心 廣 起 諸 惡 也 
T85n2762_001:0277a15	樂求涅槃者。法智得厭苦樂求涅槃也。世尊	樂 求 涅 槃 者 法 智 得 厭 苦 樂 求 涅 槃 也 世 尊 
T85n2762_001:0277a16	以下明異外道外人計身有神我不遷不滅。	以 下 明 異 外 道 外 人 計 身 有 神 我 不 遷 不 滅 
T85n2762_001:0277a17	今明常住如來藏時人謂為同外道故言非我	今 明 常 住 如 來 藏 時 人 謂 為 同 外 道 故 言 非 我 
T85n2762_001:0277a18	眾生。在於金剛心後眾累之外故非人境界。	眾 生 在 於 金 剛 心 後 眾 累 之 外 故 非 人 境 界 
T85n2762_001:0277a19	顛倒眾生者常見。苦亂意者斷見也。世尊以	顛 倒 眾 生 者 常 見 苦 亂 意 者 斷 見 也 世 尊 以 
T85n2762_001:0277a20	下第二段法界藏者。常住佛果異於生死故	下 第 二 段 法 界 藏 者 常 住 佛 果 異 於 生 死 故 
T85n2762_001:0277a21	云界也。體備萬善故名法身藏。超過生死故	云 界 也 體 備 萬 善 故 名 法 身 藏 超 過 生 死 故 
T85n2762_001:0277a22	言上上。不為或染其性光潔故言自性清淨	言 上 上 不 為 或 染 其 性 光 潔 故 言 自 性 清 淨 
T85n2762_001:0277a23	如來藏者。還舉文欲明隱覆之義也。而為客	如 來 藏 者 還 舉 文 欲 明 隱 覆 之 義 也 而 為 客 
T85n2762_001:0277a24	煩惱者。或本理外而生故云客也。上煩惱者	煩 惱 者 或 本 理 外 而 生 故 云 客 也 上 煩 惱 者 
T85n2762_001:0277a25	即此或在萬行之上也。如來藏為二種煩惱	即 此 或 在 萬 行 之 上 也 如 來 藏 為 二 種 煩 惱 
T85n2762_001:0277a26	所染。乃是如來境界非下人能知也。自下以	所 染 乃 是 如來境界 非 下 人 能 知 也 自 下 以 
T85n2762_001:0277a27	淺說深。何以故者欲明剎那若在現時煩惱	淺 說 深 何 以 故 者 欲 明 剎 那 若 在 現 時 煩 惱 
T85n2762_001:0277a28	之心在過去未來故。言非煩惱所染。剎那不	之 心 在 過去未來 故 言 非 煩 惱 所 染 剎 那 不 
T85n2762_001:0277a29	善心亦不煩惱染者。一念不善在現時善心	善 心 亦 不 煩 惱 染 者 一 念 不 善 在 現 時 善 心 
T85n2762_001:0277b01	以謝故。亦不為煩惱所染。煩惱不觸心者。煩	以 謝 故 亦 不 為 煩 惱 所 染 煩 惱 不 觸 心 者 煩 
T85n2762_001:0277b02	惱不及善心心不觸煩惱者。善心不及煩惱。	惱 不 及 善 心 心 不 觸 煩 惱 者 善 心 不 及 煩 惱 
T85n2762_001:0277b03	云何不觸法而能得染心者。不曾相及何由	云 何 不 觸 法 而 能 得 染 心 者 不 曾 相 及 何 由 
T85n2762_001:0277b04	相染污也。上明實法空性當體自滅都無相	相 染 污 也 上 明 實 法 空 性 當 體 自 滅 都 無 相 
T85n2762_001:0277b05	染。從世尊以下就假名相續攬之為一故。有	染 從 世 尊 以 下 就 假 名 相 續 攬 之 為 一 故 有 
T85n2762_001:0277b06	相染百年相續應生中上之善中間生惡心中	相 染 百 年 相 續 應 生 中 上 之 善 中 間 生 惡 心 中 
T85n2762_001:0277b07	上品善不得相續故名前善心。今作惡心故	上 品 善 不 得 相 續 故 名 前 善 心 今 作 惡 心 故 
T85n2762_001:0277b08	言煩惱染心也。欲明生死之中當分空性無	言 煩 惱 染 心 也 欲 明 生 死 之 中 當 分 空 性 無 
T85n2762_001:0277b09	染。何況出世如來藏自性清淨而有染也。難	染 何 況 出 世 如 來 藏 自 性 清 淨 而 有 染 也 難 
T85n2762_001:0277b10	可了知者非下情所惻故。言唯佛世尊實眼	可 了 知 者 非 下 情 所 惻 故 言 唯佛世尊 實 眼 
T85n2762_001:0277b11	者。法眼實智法智為法根本。大乘常住功由	者 法 眼 實 智 法 智 為 法 根 本 大 乘 常 住 功 由 
T85n2762_001:0277b12	佛說故言根本。感悟眾生使修行善法名通	佛 說 故 言 根 本 感 悟 眾 生 使 修 行 善 法 名 通 
T85n2762_001:0277b13	達法。為行善眾生作其蔭覆故名正法依。亦	達 法 為 行 善 眾 生 作 其 蔭 覆 故 名 正 法 依 亦 
T85n2762_001:0277b14	悉知見如是不染之理自性清淨也。勝鬘夫	悉 知 見 如 是 不 染 之 理 自 性 清 淨 也 勝 鬘 夫 
T85n2762_001:0277b15	人以下第三段。問於佛時對佛審理義同問	人 以 下 第 三 段 問 於 佛 時 對 佛 審 理 義 同 問 
T85n2762_001:0277b16	也。如是自性清淨者前如來藏也者。還舉前	也 如 是 自 性 清 淨 者 前 如 來 藏 也 者 還 舉 前 
T85n2762_001:0277b17	剎那善心也。而有染污者上二法也。難可了	剎 那 善 心 也 而 有 染 污 者 上 二 法 也 難 可 了 
T85n2762_001:0277b18	知者二法皆難可了知也。有二法者。一是自	知 者 二 法 皆 難可了知 也 有 二 法 者 一 是 自 
T85n2762_001:0277b19	性清淨。二是剎那善心。謂自性清淨心還舉	性 清 淨 二 是 剎 那 善 心 謂 自 性 清 淨 心 還 舉 
T85n2762_001:0277b20	如來藏。彼心為煩惱所染。還舉上剎那善心	如 來 藏 彼 心 為 煩 惱 所 染 還 舉 上 剎 那 善 心 
T85n2762_001:0277b21	也。如此二法有染者。而實不染者非下情所	也 如 此 二 法 有 染 者 而 實 不 染 者 非 下 情 所 
T85n2762_001:0277b22	測。要八住已上成就大法菩薩乃能信解也。	測 要 八 住 已 上 成就大法 菩 薩 乃 能 信 解 也 
T85n2762_001:0277b23	若我弟子以下第十四章。上來明一乘境行	若 我 弟 子 以 下 第 十 四 章 上 來 明 一 乘 境 行 
T85n2762_001:0277b24	既同。從此以下明受行之人能繼承聖縱故	既 同 從 此 以 下 明 受 行 之 人 能 繼 承 聖 縱 故 
T85n2762_001:0277b25	名真子。若我弟子隨信者。從初住至三住信	名 真 子 若 我 弟 子 隨 信 者 從 初 住 至 三 住 信 
T85n2762_001:0277b26	增上者四住至七住也。依明信者依八地以	增 上 者 四 住 至 七 住 也 依 明 信 者 依 八 地 以 
T85n2762_001:0277b27	上明信作五種巧便觀而得究竟明自性清淨	上 明 信 作 五 種 巧 便 觀 而 得 究 竟 明 自 性 清 淨 
T85n2762_001:0277b28	而有染污也。隨順法智以下。出其五種觀行	而 有 染 污 也 隨 順 法 智 以 下 出 其 五 種 觀 行 
T85n2762_001:0277b29	之法。觀察施設根意解境界者。此是第一施	之 法 觀 察 施 設 根 意 解 境 界 者 此 是 第 一 施 
T85n2762_001:0277c01	設者。五根同名四大所造故名施設正行。修	設 者 五 根 同 名 四 大 所 造 故 名 施 設 正 行 修 
T85n2762_001:0277c02	定力故徹見三千。若爾為更修定。應以大清	定 力 故 徹 見 三 千 若 爾 為 更 修 定 應 以 大 清 
T85n2762_001:0277c03	根徹見十方。如此則解自性清淨也。云何得	根 徹 見 十 方 如 此 則 解 自 性 清 淨 也 云 何 得 
T85n2762_001:0277c04	知。有染由煩惱障故。如是即解而有染義也。	知 有 染 由 煩 惱 障 故 如 是 即 解 而 有 染 義 也 
T85n2762_001:0277c05	意解者如觀少清後時滿閻浮大地。盡皆是	意 解 者 如 觀 少 清 後 時 滿 閻 浮 大 地 盡 皆 是 
T85n2762_001:0277c06	清。若爾更修諸行得大意解徹見十方。大意	清 若 爾 更 修 諸 行 得 大 意 解 徹 見 十 方 大 意 
T85n2762_001:0277c07	解者即如來藏也。何以能知。而有染污往昔	解 者 即 如 來 藏 也 何 以 能 知 而 有 染 污 往 昔 
T85n2762_001:0277c08	不除障故。不解三千者障便得。若爾大意解	不 除 障 故 不 解 三 千 者 障 便 得 若 爾 大 意 解 
T85n2762_001:0277c09	者。何以不得亦由障也。如是能知染污觀察	者 何 以 不 得 亦 由 障 也 如 是 能 知 染 污 觀 察 
T85n2762_001:0277c10	羅漢眼者。此第二巧便。昔時常眼以修行故。	羅 漢 眼 者 此 第 二 巧 便 昔 時 常 眼 以 修 行 故 
T85n2762_001:0277c11	今得不眼。若爾為修萬善應得大不眼。謂如	今 得 不 眼 若 爾 為 修 萬 善 應 得 大 不 眼 謂 如 
T85n2762_001:0277c12	來藏。即解自性清淨。云何能知。有染污以	來 藏 即 解 自 性 清 淨 云 何 能 知 有 染 污 以 
T85n2762_001:0277c13	障故。不得斷障則得也。觀察業報者。無善之	障 故 不 得 斷 障 則 得 也 觀 察 業 報 者 無 善 之 
T85n2762_001:0277c14	時則無天身。修善則有。若爾為修萬善應得	時 則 無 天 身 修 善 則 有 若 爾 為 修 萬 善 應 得 
T85n2762_001:0277c15	清淨身。謂如來藏。如是則解自性清淨。云何	清 淨 身 謂 如 來 藏 如 是 則 解 自 性 清 淨 云 何 
T85n2762_001:0277c16	而有染污天身何以不受。正由此身障故。此	而 有 染 污 天 身 何 以 不 受 正 由 此 身 障 故 此 
T85n2762_001:0277c17	身若滅天報則應受之。如是大清淨身亦以	身 若 滅 天 報 則 應 受 之 如 是 大 清 淨 身 亦 以 
T85n2762_001:0277c18	障故不得。則解者染污此是第三也。觀察羅	障 故 不 得 則 解 者 染 污 此 是 第 三 也 觀 察 羅 
T85n2762_001:0277c19	漢大力菩薩自在通者。第五巧便也。於我滅	漢 大力菩薩 自 在 通 者 第 五 巧 便 也 於 我 滅 
T85n2762_001:0277c20	後若我弟子隨信者。初住至三住。信增上者	後 若 我 弟 子 隨 信 者 初 住 至 三 住 信 增 上 者 
T85n2762_001:0277c21	四住至七住。亦可出所信之事也。依明信八	四 住 至 七 住 亦 可 出 所 信 之 事 也 依 明 信 八 
T85n2762_001:0277c22	住以上隨順八地作此五種觀行自性清淨。	住 以 上 隨 順 八 地 作 此 五 種 觀 行 自 性 清 淨 
T85n2762_001:0277c23	彼剎那善心而有染污而得究竟。此解運載	彼 剎 那 善 心 而 有 染 污 而 得 究 竟 此 解 運 載 
T85n2762_001:0277c24	行人至於佛果故。言入大乘道也　爾時勝	行 人 至 於 佛 果 故 言 入 大 乘 道 也 爾 時 勝 
T85n2762_001:0277c25	鬘白佛言更有大利益者。亦可上求佛說二	鬘 白 佛 言 更 有 大 利 益 者 亦 可 上 求 佛 說 二 
T85n2762_001:0277c26	人勝鬘更說一人也。亦可勝鬘說其護法故	人 勝 鬘 更 說 一 人 也 亦 可 勝 鬘 說 其 護 法 故 
T85n2762_001:0277c27	言大利益也。白佛言三種善男子女人於甚	言 大 利 益 也 白 佛 言 三 種 善 男 子 女 人 於 甚 
T85n2762_001:0277c28	深法者。如來藏得稱理之解故言離目影像	深 法 者 如 來 藏 得 稱 理 之 解 故 言 離 目 影 像 
T85n2762_001:0277c29	也。何等為三以下。明三種真子自成就甚深	也 何 等 為 三 以 下 明 三 種 真 子 自 成 就 甚 深 
T85n2762_001:0278a01	法智者。八住以上也隨順法智者四住以上。	法 智 者 八 住 以 上 也 隨 順 法 智 者 四 住 以 上 
T85n2762_001:0278a02	作前五種巧便觀是也。於諸深法不自了知	作 前 五 種 巧 便 觀 是 也 於 諸 深 法 不 自 了 知 
T85n2762_001:0278a03	者。三住至性地也。不能玄鑒常住故。言仰推	者 三 住 至 性 地 也 不 能 玄 鑒 常 住 故 言 仰 推 
T85n2762_001:0278a04	如來非我境界也。除此諸男善子女人諸餘	如 來 非 我 境 界 也 除 此 諸 男 善 子 女 人 諸 餘 
T85n2762_001:0278a05	眾生。於此常住如來藏深法妄情取著故。言	眾 生 於 此 常 住 如 來 藏 深 法 妄 情 取 著 故 言 
T85n2762_001:0278a06	習諸外道敗種子者。當以王力以設法而調	習 諸 外 道 敗 種 子 者 當 以 王 力 以 設 法 而 調 
T85n2762_001:0278a07	伏之使入性地也。爾時勝鬘以下第十五章。	伏 之 使 入 性 地 也 爾 時 勝 鬘 以 下 第 十 五 章 
