X31n0612_001:0605a04	 妙法蓮華經序	 妙法蓮華 經 序 
X31n0612_002:0643c16	法無非實相。故不相違背。雖說俗事。亦順正法。	法 無 非 實 相 故 不 相 違 背 雖 說 俗 事 亦 順 正 法 
X31n0612_002:0643c17	三千大千世界。六趣眾生。心之所行。心所動作。心所	三千大千世界 六 趣 眾 生 心之所行 心 所 動 作 心 所 
X31n0612_002:0643c18	戲論。皆悉知之。	戲 論 皆 悉 知 之 
X31n0612_002:0643c19	(戒環曰。由意清淨故。他心通也。所行即循常心也。動	 戒 環 曰 由 意 清 淨 故 他 心 通 也 所 行 即 循 常 心 也 動 
X31n0612_002:0643c20	作即感變心也。戲論即分別也)。	作 即 感 變 心 也 戲 論 即 分 別 也 
X31n0612_002:0643c21	雖未得無漏智慧。而其意根清淨如此。是人有所思	雖 未 得 無漏智慧 而 其 意 根 清 淨 如 此 是 人 有 所 思 
X31n0612_002:0643c22	惟籌量言說。皆是佛法。無不真實。亦是先佛經中所	惟 籌 量 言 說 皆 是 佛 法 無 不 真 實 亦 是 先 佛 經 中 所 
X31n0612_002:0643c23	說。	說 
X31n0612_002:0643c24	(戒環曰。為得意根清淨實相。與佛同體故)。	 戒 環 曰 為 得 意 根 清 淨 實 相 與 佛 同 體 故 
X31n0612_002:0643c25	行簡子曰。此經純談諸法實相。開佛知見。故於六	行 簡 子 曰 此 經 純 談 諸法實相 開 佛 知 見 故 於 六 
X31n0612_002:0643c26	根功德。一一發明。儻能脫去情塵。以清淨根。照清	根 功 德 一 一 發 明 儻 能 脫 去 情 塵 以 清 淨 根 照 清 
X31n0612_002:0644a01	淨境。遂見山林周匝。禽獸鳴呼。醭鼻沾唇。殊形異	淨 境 遂 見 山 林 周 匝 禽 獸 鳴 呼 醭 鼻 沾 唇 殊 形 異 
X31n0612_002:0644a02	意。無非實相。無非妙法。即一身而圓證。徧六處而	意 無 非 實 相 無 非 妙 法 即 一 身 而 圓 證 徧 六 處 而 
X31n0612_002:0644a03	常彰。本不欠虧。曾無罣礙。經文方便駢旁開示。行	常 彰 本 不 欠 虧 曾 無 罣 礙 經 文 方 便 駢 旁 開 示 行 
X31n0612_002:0644a04	人應須充擴悟入也。	人 應 須 充 擴 悟 入 也 
X31n0612_002:0644a05	○常不輕菩薩品第二十	 常 不 輕 菩 薩 品 第 二 十 
X31n0612_002:0644a06	常不輕者。釋迦前身。威音王時。精持妙法。廣施利	常 不 輕 者 釋 迦 前 身 威 音 王 時 精 持 妙 法 廣 施 利 
X31n0612_002:0644a07	導之迹也。以佛性義。遍記四眾。於善則拜。逢惡不	導 之 迹 也 以 佛 性 義 遍 記 四 眾 於 善 則 拜 逢 惡 不 
X31n0612_002:0644a08	怒。一切見敬。故號不輕。	怒 一 切 見 敬 故 號 不 輕 
X31n0612_002:0644a09	爾時佛告得大勢菩薩摩訶薩。汝今當知。持法華經	爾 時 佛 告 得 大 勢 菩薩摩訶薩 汝 今 當 知 持 法 華 經 
X31n0612_002:0644a10	者。若有誹謗。獲大罪報。如前所說。其所得功德。如向	者 若 有 誹 謗 獲 大 罪 報 如前所說 其 所得功德 如 向 
X31n0612_002:0644a11	所說。眼耳鼻舌身意清淨。	所 說 眼 耳 鼻 舌 身 意 清 淨 
X31n0612_002:0644a12	(及南曰。將顯精持先□此者。所以警眾。使知持毀之	 及 南 曰 將 顯 精 持 先 此 者 所 以 警 眾 使 知 持 毀 之 
X31n0612_002:0644a13	報不謬。而深信精持廣利也。得大勢。即大勢至也)。	報 不 謬 而 深 信 精 持 廣 利 也 得 大 勢 即 大 勢 至 也 
X31n0612_002:0644a14	戒環曰。謗毀之罪。如喻品末。與法師品說。聞持之	戒 環 曰 謗 毀 之 罪 如 喻 品 末 與 法 師 品 說 聞 持 之 
X31n0612_002:0644a15	福。如法師功德品說。	福 如 法 師 功 德 品 說 
X31n0612_002:0644a16	得大勢。乃往古昔。過無量無邊不可思議阿僧祇劫。	得 大 勢 乃 往 古 昔 過 無量無邊 不可思議 阿僧祇劫 
X31n0612_002:0644a17	有佛名威音王如來。應供正遍知。明行足。善逝。世間	有 佛 名 威 音 王 如 來 應 供 正 遍 知 明 行 足 善 逝 世 間 
X31n0612_002:0644a18	解。無上士。調御丈夫。天人師。佛。世尊。劫名離衰。謂名	解 無 上 士 調御丈夫 天 人 師 佛 世 尊 劫 名 離 衰 謂 名 
X31n0612_002:0644a19	大成。	大 成 
X31n0612_002:0644a20	(祥邁曰。綿歷徃古事千億佛。無相無我。精持廣利。非	 祥 邁 曰 綿 歷 徃 古 事 千 億 佛 無 相 無 我 精 持 廣 利 非 
X31n0612_002:0644a21	具法力大勢。難勝其任。故告得大勢菩薩也)。	具 法 力 大 勢 難 勝 其 任 故 告 得 大 勢 菩 薩 也 
X31n0612_002:0644a22	戒環曰。威音王者。以大音聲。普遍世界。為諸法王	戒 環 曰 威 音 王 者 以 大 音 聲 普 遍 世 界 為 諸 法 王 
X31n0612_002:0644a23	說法無畏也。故不輕既得其道。即能於眾說法。心	說 法 無 畏 也 故 不 輕 既 得 其 道 即 能 於 眾 說 法 心 
X31n0612_002:0644a24	無所畏。劫名離衰。謂世道交興。國名大成。言正化	無 所 畏 劫 名 離 衰 謂 世 道 交 興 國 名 大 成 言 正 化 
X31n0612_002:0644a25	無缺。	無 缺 
X31n0612_002:0644b01	其威音王佛。於彼世中。為天人阿修羅說法。為求聲	其 威 音 王 佛 於 彼 世 中 為 天 人 阿 修 羅 說 法 為 求 聲 
X31n0612_002:0644b02	聞者。說應四諦法。度生老病死。究竟涅槃。為求辟支	聞 者 說 應 四 諦 法 度 生老病死 究竟涅槃 為 求 辟 支 
X31n0612_002:0644b03	佛者。說應十二因緣法。為諸菩薩。因阿耨多羅三藐	佛 者 說 應 十二因緣 法 為 諸 菩 薩 因 阿 耨 多 羅 三 藐 
X31n0612_002:0644b04	三菩提。說應六波羅蜜法。究竟佛慧。	三 菩 提 說 應 六波羅蜜 法 究 竟 佛 慧 
X31n0612_002:0644b05	(戒環曰。此敘威音亦說三乘也。因阿耨菩提者。因無	 戒 環 曰 此 敘 威 音 亦 說 三 乘 也 因 阿耨菩提 者 因 無 
X31n0612_002:0644b06	上道為說六度。使由是而趣證菩提。究竟佛慧)。	上 道 為 說 六 度 使 由 是 而 趣 證 菩 提 究 竟 佛 慧 
X31n0612_002:0644b07	得大勢。是威音王佛。壽四十萬億那由他恒河沙劫。	得 大 勢 是 威 音 王 佛 壽 四 十 萬 億 那 由 他 恒 河 沙 劫 
X31n0612_002:0644b08	正法住世劫數。如一閻浮提微塵。像法住世劫數。如	正法住世 劫 數 如 一 閻 浮 提 微 塵 像 法 住 世 劫 數 如 
X31n0612_002:0644b09	四天下微塵。其佛饒益眾生已。然後滅度。正法像法	四 天 下 微 塵 其 佛 饒 益 眾 生 已 然 後 滅 度 正 法 像 法 
X31n0612_002:0644b10	滅盡之後。於此國土。復有佛出。亦號威音王如來。應	滅 盡 之 後 於 此 國 土 復 有 佛 出 亦 號 威 音 王 如 來 應 
X31n0612_002:0644b11	供。正遍知。明行足。善逝。世間解。無上士。調御丈夫。天	供 正 遍 知 明 行 足 善 逝 世 間 解 無 上 士 調御丈夫 天 
X31n0612_002:0644b12	人師。佛。世尊。如是次第。有二萬億佛。皆同一號。	人 師 佛 世 尊 如 是 次 第 有 二 萬 億 佛 皆 同 一 號 
X31n0612_002:0644b13	(戒環曰。亦如初後燈明二萬。皆同一號。為道同故。所	 戒 環 曰 亦 如 初 後 燈 明 二 萬 皆 同 一 號 為 道 同 故 所 
X31n0612_002:0644b14	敘多佛。明釋迦徃因之曠遠也)。	敘 多 佛 明 釋 迦 徃 因 之 曠 遠 也 
X31n0612_002:0644b15	最初威音王如來既已滅度。正法滅後。於像法中。增	最 初 威 音 王 如 來 既 已 滅 度 正 法 滅 後 於 像 法 中 增 
X31n0612_002:0644b16	上慢比丘。有大勢力。爾時有一菩薩比丘。名常不輕	上 慢 比 丘 有大勢力 爾 時 有 一 菩 薩 比 丘 名 常 不 輕 
X31n0612_002:0644b17	得大勢。以何因緣名常不輕。是比丘。凡有所見。若比	得 大 勢 以何因緣 名 常 不 輕 是 比 丘 凡 有 所 見 若 比 
X31n0612_002:0644b18	丘比丘尼。優婆塞優婆夷。皆悉禮拜讚歎。而作是言。	丘 比 丘 尼 優 婆 塞 優 婆 夷 皆 悉 禮 拜 讚 歎 而 作 是 言 
X31n0612_002:0644b19	我深敬汝等。不敢輕慢。所以者何。汝等皆行菩薩道。	我 深 敬 汝 等 不 敢 輕 慢 所以者何 汝 等 皆 行菩薩道 
X31n0612_002:0644b20	當得作佛。	當 得 作 佛 
X31n0612_002:0644b21	(祥邁曰。眾生佛性。本自圓成。世間業行。皆順正法。凡	 祥 邁 曰 眾 生 佛 性 本 自 圓 成 世 間 業 行 皆 順 正 法 凡 
X31n0612_002:0644b22	能觀一切行。皆菩薩道。知一切人皆當作佛。夫何輕	能 觀 一 切 行 皆 菩 薩 道 知 一 切 人 皆 當 作 佛 夫 何 輕 
X31n0612_002:0644b23	慢之有)。	慢 之 有 
X31n0612_002:0644b24	戒環曰。此以佛性義。遍記四眾也。四眾容行不等	戒 環 曰 此 以 佛 性 義 遍 記 四 眾 也 四 眾 容 行 不 等 
X31n0612_002:0644b25	而不輕以佛性等之。故皆悉禮拜深敬。以謂皆行	而 不 輕 以 佛 性 等 之 故 皆 悉 禮 拜 深 敬 以 謂 皆 行 
X31n0612_002:0644b26	菩薩道。皆當作佛。	菩 薩 道 皆 當 作 佛 
X31n0612_002:0644c01	以其常作是語故。增上慢比丘比丘尼。優婆塞優婆	以 其 常 作 是 語 故 增 上 慢 比 丘 比 丘 尼 優 婆 塞 優 婆 
X31n0612_002:0644c02	夷。號之為常不輕。	夷 號 之 為 常 不 輕 
X31n0612_002:0644c03	(戒環曰。此雙結名行也)。	 戒 環 曰 此 雙 結 名 行 也 
X31n0612_002:0644c04	得大勢。於意云何。爾時常不輕菩薩。豈異人乎。則我	得 大 勢 於意云何 爾 時 常 不 輕 菩 薩 豈 異 人 乎 則 我 
X31n0612_002:0644c05	身是。若我於宿世。不受持讀誦此經。為他人說者。不	身 是 若 我 於 宿 世 不 受持讀誦 此 經 為 他 人 說 者 不 
X31n0612_002:0644c06	能疾得阿耨多羅三藐三菩提。我於先佛所。受持讀	能 疾 得阿耨多羅三藐三菩提 我 於 先 佛 所 受 持 讀 
X31n0612_002:0644c07	誦此經。為人說故。疾得阿耨多羅三藐三菩提。	誦 此 經 為 人 說 故 疾 得阿耨多羅三藐三菩提 
X31n0612_002:0644c08	(戒環曰。此明精持成己之道。以致今日其道愈光)。	 戒 環 曰 此 明 精 持 成 己 之 道 以 致 今 日 其 道 愈 光 
X31n0612_002:0644c09	○如來神力品第二十一	 如來神力 品 第 二 十 一 
X31n0612_002:0644c10	此菩薩申請。如來即現神力。嘉讚經德。以起信心。	此 菩 薩 申 請 如 來 即 現 神 力 嘉 讚 經 德 以 起 信 心 
X31n0612_002:0644c11	使廣流布。故曰如來神力品。	使 廣 流 布 故 曰 如來神力 品 
X31n0612_002:0644c12	爾時千世界微塵等菩薩摩訶薩。從地涌出者。皆白	爾 時 千 世 界 微 塵 等 菩薩摩訶薩 從地涌出 者 皆 白 
X31n0612_002:0644c13	佛言。世尊。我於佛滅後。世尊分身所在國土滅度之	佛 言 世 尊 我 於 佛 滅 後 世 尊 分 身 所 在 國 土 滅 度 之 
X31n0612_002:0644c14	處。當廣說此經。所以者何。我等亦自欲得是真淨大	處 當 廣 說 此 經 所以者何 我 等 亦 自 欲 得 是 真 淨 大 
X31n0612_002:0644c15	法。受持讀誦。解說書寫。而供養之。	法 受持讀誦 解 說 書 寫 而 供 養 之 
X31n0612_002:0644c16	(戒環曰。即涌出品。佛所化眾。於前顯跡勸持。於此伸	 戒 環 曰 即 涌 出 品 佛 所 化 眾 於 前 顯 跡 勸 持 於 此 伸 
X31n0612_002:0644c17	請□通也。廣說即利他。受持即自利)。	請 通 也 廣 說 即 利 他 受 持 即 自 利 
X31n0612_002:0644c18	爾時世尊。於文殊師利等無量百千萬億舊住娑婆	爾 時 世 尊 於 文 殊 師 利 等 無量百千萬億 舊 住 娑 婆 
X31n0612_002:0644c19	世界菩薩摩訶薩。及諸比丘比丘尼優婆塞優婆夷。	世 界 菩薩摩訶薩 及 諸 比 丘 比 丘 尼 優 婆 塞 優 婆 夷 
X31n0612_002:0644c20	天龍夜叉乾闥婆阿脩羅迦樓羅緊那羅摩睺羅伽	天 龍 夜 叉 乾 闥 婆 阿 脩 羅 迦 樓 羅 緊 那 羅 摩睺羅伽 
X31n0612_002:0644c21	人非人等一切眾前。現大神力。出廣長舌。上至梵世。	人 非 人 等 一 切 眾 前 現 大 神 力 出 廣 長 舌 上 至 梵 世 
X31n0612_002:0644c22	一切毛孔。放於無量無數色光。皆悉遍照十方世界。	一 切 毛 孔 放 於 無量無數 色 光 皆 悉 遍照十方 世 界 
X31n0612_002:0644c23	(及南曰。華嚴云。幻師之幻法。能現種種事。修羅變作	 及 南 曰 華 嚴 云 幻 師 之 幻 法 能 現 種 種 事 修 羅 變 作 
X31n0612_002:0644c24	身。齊等須彌山。龍上瞬息雨。悅澤遍天下。彼具貪瞋	身 齊 等 須 彌 山 龍 上 瞬 息 雨 悅 澤 遍 天 下 彼 具 貪 瞋 
X31n0612_002:0644c25	癡。神力尚如是。何况法界慧。具足自在力。然則舌至	癡 神 力 尚 如 是 何 况 法 界 慧 具 足 自 在 力 然 則 舌 至 
X31n0612_002:0645a01	梵世。光遍十方。特法界慧中。一微用耳。舊住菩薩。即	梵 世 光 遍 十 方 特 法 界 慧 中 一 微 用 耳 舊 住 菩 薩 即 
X31n0612_002:0645a02	在此娑婆下方住者。梵世即初禪天)。	在 此 娑 婆 下 方 住 者 梵 世 即 初 禪 天 
X31n0612_002:0645a03	戒環曰。出廣長舌上至梵世者。現辨說之神力也。	戒 環 曰 出 廣 長 舌 上 至 梵 世 者 現 辨 說 之 神 力 也 
X31n0612_002:0645a04	放無量光遍照十方者。現智照之神力也。將讚經	放 無 量 光 遍照十方 者 現 智 照 之 神 力 也 將 讚 經 
X31n0612_002:0645a05	德。先現神力。始自出舌放光。以至震動諸天。通達	德 先 現 神 力 始 自 出 舌 放 光 以 至 震 動 諸 天 通 達 
X31n0612_002:0645a06	佛土。終乃結云。若以如是神力。於億萬劫。說此經	佛 土 終 乃 結 云 若 以 如 是 神 力 於 億 萬 劫 說 此 經 
X31n0612_002:0645a07	德。猶不能盡者。極顯斯勝妙也。如來神力。乃法界	德 猶 不 能 盡 者 極 顯 斯 勝 妙 也 如來神力 乃 法 界 
X31n0612_002:0645a08	體中無作妙用。	體 中 無 作 妙 用 
X31n0612_002:0645a09	眾寶樹下師子座上諸佛。亦復如是。出廣長舌。放無	眾 寶 樹 下 師 子 座 上 諸 佛 亦復如是 出 廣 長 舌 放 無 
X31n0612_002:0645a10	量光。	量 光 
X31n0612_002:0645a11	(此釋迦分身諸佛。亦以同道助發)。	 此 釋 迦 分 身 諸 佛 亦 以 同 道 助 發 
X31n0612_002:0645a12	釋迦牟尼佛。及寶樹下諸佛。現神力時。滿百千歲。然	釋 迦 牟 尼 佛 及 寶 樹 下 諸 佛 現 神 力 時 滿 百 千 歲 然 
X31n0612_002:0645a13	後還攝舌相。一時謦欬。俱共彈指。是二音聲。遍至十	後 還 攝 舌 相 一 時 謦 欬 俱 共 彈 指 是 二 音 聲 遍 至 十 
X31n0612_002:0645a14	方諸佛世界。地皆六種震動。	方 諸 佛 世 界 地 皆 六種震動 
X31n0612_002:0645a15	(戒環曰。於數寸之舌。現至梵世。一會之頃。現百千歲。	 戒 環 曰 於 數 寸 之 舌 現 至 梵 世 一 會 之 頃 現 百 千 歲 
X31n0612_002:0645a16	又一警欬彈指。而其聲能遍十方。震大地。皆顯神力	又 一 警 欬 彈 指 而 其 聲 能 遍 十 方 震 大 地 皆 顯 神 力 
X31n0612_002:0645a17	勝妙)。	勝 妙 
X31n0612_002:0645a18	以要言之。如來一切所有之法。如來一切自在神力。	以要言之 如 來 一 切 所 有 之 法 如 來 一 切 自在神力 
X31n0612_002:0645a19	如來一切秘要之藏。如來一切甚深之事。皆於此經。	如 來 一 切 秘 要 之 藏 如 來 一 切 甚 深 之 事 皆 於 此 經 
X31n0612_002:0645a20	宣示顯說。	宣 示 顯 說 
X31n0612_002:0645a21	(戒環曰。所有之法。即道場所得者。自在神力。即稱性	 戒 環 曰 所 有 之 法 即 道 場 所 得 者 自在神力 即 稱 性 
X31n0612_002:0645a22	示現者。秘要之藏。即法之不可示者。甚深之事。即心	示 現 者 秘 要 之 藏 即 法 之 不 可 示 者 甚 深 之 事 即 心 
X31n0612_002:0645a23	之不可傳者。皆於此經)。	之 不 可 傳 者 皆 於 此 經 
X31n0612_002:0645a24	是故汝等。於如來滅後。應一心受持讀誦解說書寫。	是 故 汝 等 於 如來滅後 應 一 心 受持讀誦 解 說 書 寫 
X31n0612_002:0645a25	如說修行。所在國土。若有受持讀誦解說書寫如說	如說修行 所 在 國 土 若 有 受持讀誦 解 說 書 寫 如 說 
X31n0612_002:0645a26	修行。若經卷所住之處。若於園中。若於林中。若於樹	修 行 若 經 卷 所 住 之 處 若 於 園 中 若 於 林 中 若 於 樹 
X31n0612_002:0645a27	下。若於僧坊。若白衣舍。若在殿堂。若山谷曠野。是中	下 若 於 僧 坊 若 白 衣 舍 若 在 殿 堂 若 山 谷 曠 野 是 中 
X31n0612_002:0645b01	皆應起塔供養。所以者何。當知是處即是道場。諸佛	皆 應 起 塔 供 養 所以者何 當 知 是 處 即 是 道 場 諸 佛 
X31n0612_002:0645b02	於此得阿耨多羅三藐三菩提。諸佛於此轉于法輪。	於 此 得阿耨多羅三藐三菩提 諸 佛 於 此 轉 于 法 輪 
X31n0612_002:0645b03	諸佛於此而般涅槃。	諸 佛 於 此 而 般 涅 槃 
X31n0612_002:0645b04	(當知是處已下。明諸佛修證。始終不離此法。故所在	 當 知 是 處 已 下 明 諸 佛 修 證 始 終 不 離 此 法 故 所 在 
X31n0612_002:0645b05	之處。皆應欽奉)。	之 處 皆 應 欽 奉 
X31n0612_002:0645b06	○囑累品第二十二	 囑 累 品 第 二 十 二 
X31n0612_002:0645b07	以言託之曰囑。以法系之曰累。盖此經。以智立體。	以 言 託 之 曰 囑 以 法 系 之 曰 累 盖 此 經 以 智 立 體 
X31n0612_002:0645b08	以行成德。前之開佛知見。立體之法既備。故說囑	以 行 成 德 前 之 開 佛 知 見 立 體 之 法 既 備 故 說 囑 
X31n0612_002:0645b09	累以明之。	累 以 明 之 
X31n0612_002:0645b10	爾時釋迦牟尼佛。從法座起。現大神力。以右手摩無	爾 時 釋 迦 牟 尼 佛 從 法 座 起 現 大 神 力 以 右 手 摩 無 
X31n0612_002:0645b11	量菩薩摩訶薩頂。而作是言。我於無量百千萬億阿	量 菩薩摩訶薩 頂 而 作 是 言 我 於 無量百千萬億 阿 
X31n0612_002:0645b12	僧祇劫。修習是難得阿耨多羅三藐三菩提法。今以	僧 祇 劫 修 習 是 難 得阿耨多羅三藐三菩提 法 今 以 
