T42n1824_001:0001a03	中論序疏	中 論 序 疏 
T42n1824_010:0155c12	四住惑。滅分段身名二涅槃。大乘斷五住惑。	四 住 惑 滅 分 段 身 名 二 涅 槃 大 乘 斷 五 住 惑 
T42n1824_010:0155c13	滅二生死名大涅槃。今既言無生無滅。則無	滅 二 生 死 名 大 涅 槃 今 既 言 無生無滅 則 無 
T42n1824_010:0155c14	此大小二種涅槃。是為邪見。問上品已云一	此 大 小 二 種 涅 槃 是 為 邪 見 問 上 品 已 云 一 
T42n1824_010:0155c15	切無生滅。今何故復問。答畢竟空義難解難	切 無 生 滅 今 何 故 復 問 答 畢 竟 空 義 難 解 難 
T42n1824_010:0155c16	入。作論將竟故數數論之。如大品下帙已去	入 作 論 將 竟 故 數 數 論 之 如 大 品 下 帙 已 去 
T42n1824_010:0155c17	說般若將竟。善吉頻問。若諸法畢竟空云	說 般 若 將 竟 善 吉 頻 問 若 諸 法 畢 竟 空 云 
T42n1824_010:0155c18	何有六道。若諸法畢竟空云何有三乘。今亦	何 有 六 道 若 諸 法 畢 竟 空 云 何 有 三 乘 今 亦 
T42n1824_010:0155c19	然矣。答曰下第二就論主。破有非涅槃。上	然 矣 答 曰 下 第 二 就 論 主 破 有 非 涅 槃 上 
T42n1824_010:0155c20	半牒有。下半破有。若爾大小內外裁有一毫	半 牒 有 下 半 破 有 若 爾 大 小 內 外 裁 有 一 毫 
T42n1824_010:0155c21	法即是定性。不可斷滅。故亦無二涅槃也。	法 即 是 定 性 不 可 斷 滅 故 亦 無 二 涅 槃 也 
T42n1824_010:0155c22	長行云。所名涅槃者發下略示正涅槃。然前	長 行 云 所 名 涅 槃 者 發 下 略 示 正 涅 槃 然 前 
T42n1824_010:0155c23	破邪亦即是申正。以破有無二見得脫二見。	破 邪 亦 即 是 申 正 以 破 有無二見 得 脫 二 見 
T42n1824_010:0155c24	即是解脫。名為涅槃。今申正涅槃亦是破邪	即 是 解 脫 名 為 涅 槃 今 申 正 涅 槃 亦 是 破 邪 
T42n1824_010:0155c25	涅槃。所以然者。正涅槃既成邪涅槃即破。	涅 槃 所 以 然 者 正 涅 槃 既 成 邪 涅 槃 即 破 
T42n1824_010:0155c26	如諸方等經直明因緣無所得義。而有所得	如 諸 方 等 經 直 明 因 緣 無 所 得 義 而 有 所 得 
T42n1824_010:0155c27	即破。又上是就緣假破。就其覓有無涅槃皆	即 破 又 上 是 就 緣 假 破 就 其 覓 有 無 涅 槃 皆 
T42n1824_010:0155c28	不成。今是對緣假破。申正涅槃對破邪說。	不 成 今 是 對 緣 假 破 申 正 涅 槃 對 破 邪 說 
T42n1824_010:0155c29	在邪既去正亦不留也。又前破其有涅槃故	在 邪 既 去 正 亦 不 留 也 又 前 破 其 有 涅 槃 故 
T42n1824_010:0156a01	言無。即無汝所見。今破其無。是故言有。皆	言 無 即 無 汝 所 見 今 破 其 無 是 故 言 有 皆 
T42n1824_010:0156a02	是對緣假破也。無得亦無至者就小乘義。	是 對 緣 假 破 也 無 得 亦 無 至 者 就 小 乘 義 
T42n1824_010:0156a03	有為果名得。無為果名至。盡相續為斷。不	有 為 果 名 得 無 為 果 名 至 盡 相 續 為 斷 不 
T42n1824_010:0156a04	遷名常。諸行始起為生。諸行終為滅。今皆	遷 名 常 諸 行 始 起 為 生 諸 行 終 為 滅 今 皆 
T42n1824_010:0156a05	不爾。故云無得無至乃至不生不滅也。若	不 爾 故 云 無 得 無 至 乃 至 不生不滅 也 若 
T42n1824_010:0156a06	破大乘者如來是能得之人。三德涅槃為所	破 大 乘 者 如 來 是 能 得 之 人 三 德 涅 槃 為 所 
T42n1824_010:0156a07	得之法。金剛心道諦因為能至。佛果為所至。	得 之 法 金 剛 心 道 諦 因 為 能 至 佛 果 為 所 至 
T42n1824_010:0156a08	五住惑斷為斷。常樂果為常。二死盡前心為	五 住 惑 斷 為 斷 常 樂 果 為 常 二 死 盡 前 心 為 
T42n1824_010:0156a09	滅。佛果起為生。涅槃皆悉不爾。是故云無	滅 佛 果 起 為 生 涅 槃 皆 悉 不 爾 是 故 云 無 
T42n1824_010:0156a10	得無至等也。涅槃既橫絕百非。亦應云非餘	得 無 至 等 也 涅 槃 既 橫 絕 百 非 亦 應 云 非 餘 
T42n1824_010:0156a11	非無餘。非性淨非不性淨。非本非始。今但非	非 無 餘 非 性 淨 非 不 性 淨 非 本 非 始 今 但 非 
T42n1824_010:0156a12	此六破病略周。類如八不也。復次經說涅槃	此 六 破 病 略 周 類 如 八 不 也 復 次 經 說 涅 槃 
T42n1824_010:0156a13	下。第二廣破邪涅槃申正涅槃。前長行發起。	下 第 二 廣 破 邪 涅 槃 申 正 涅 槃 前 長 行 發 起 
T42n1824_010:0156a14	即引經為章門。下偈釋經即釋章門。所以引	即 引 經 為 章 門 下 偈 釋 經 即 釋 章 門 所 以 引 
T42n1824_010:0156a15	經者。以一切外人不信論主之言故也。具二	經 者 以 一 切 外 人 不 信 論 主 之 言 故 也 具 二 
T42n1824_010:0156a16	意。一明涅槃絕四句。即是破四句邪涅槃。	意 一 明 涅 槃 絕 四 句 即 是 破 四 句 邪 涅 槃 
T42n1824_010:0156a17	申絕四句正涅槃也。二者內滅者依楞伽。云	申 絕 四 句 正 涅 槃 也 二 者 內 滅 者 依 楞 伽 云 
T42n1824_010:0156a18	實無外有無四境可滅。但自由內起四句心。	實 無 外 有 無 四 境 可 滅 但 自 由 內 起 四 句 心 
T42n1824_010:0156a19	見外境有四耳。今息內心四見。即是涅槃。	見 外 境 有 四 耳 今 息 內 心 四 見 即 是 涅 槃 
T42n1824_010:0156a20	故名內滅也。偈文二意。一對前略破邪涅槃。	故 名 內 滅 也 偈 文 二 意 一 對 前 略 破 邪 涅 槃 
T42n1824_010:0156a21	今明廣破邪涅槃。二者對前略申正涅槃。	今 明 廣 破 邪 涅 槃 二 者 對 前 略 申 正 涅 槃 
T42n1824_010:0156a22	今廣申正涅槃。今此二門常具二義。破邪中	今 廣 申 正 涅 槃 今 此 二 門 常 具 二 義 破 邪 中 
T42n1824_010:0156a23	即申正。申正中即破邪。無別有申正文也。	即 申 正 申 正 中 即 破 邪 無 別 有 申 正 文 也 
T42n1824_010:0156a24	所以然者。此論破有二門。一逈破門。二破	所 以 然 者 此 論 破 有 二 門 一 逈 破 門 二 破 
T42n1824_010:0156a25	邪即申正門。申正門中亦有二門。一逈申門。	邪 即 申 正 門 申 正 門 中 亦 有 二 門 一 逈 申 門 
T42n1824_010:0156a26	二申正即破邪門。上來多就逈破申門。此品	二 申 正 即 破 邪 門 上 來 多 就 逈 破 申 門 此 品 
T42n1824_010:0156a27	帶破申門。若不信此門意尋文自見也。所以	帶 破 申 門 若 不 信 此 門 意 尋 文 自 見 也 所 以 
T42n1824_010:0156a28	破四句者。上辨橫絕百非。今明竪超四句。	破 四 句 者 上 辨 橫 絕 百 非 今 明 竪 超 四 句 
T42n1824_010:0156a29	則於破申略盡。破四句應為四別。今以類例	則 於 破 申 略 盡 破 四 句 應 為 四 別 今 以 類 例 
T42n1824_010:0156b01	分為三章。初七偈破有無是涅槃。第二四偈	分 為 三 章 初 七 偈 破 有 無 是 涅 槃 第 二 四 偈 
T42n1824_010:0156b02	破亦有亦無是涅槃。第三二偈破非有非無	破 亦 有 亦 無 是 涅 槃 第 三 二 偈 破 非有非無 
T42n1824_010:0156b03	是涅槃。初七偈為二。前五偈別破有無是涅	是 涅 槃 初 七 偈 為 二 前 五 偈 別 破 有 無 是 涅 
T42n1824_010:0156b04	槃。第二兩偈合破有無是涅槃。五偈為二。初	槃 第 二 兩 偈 合 破 有 無 是 涅 槃 五 偈 為 二 初 
T42n1824_010:0156b05	三偈破有是涅槃。次兩偈破無是涅槃。三偈	三 偈 破 有 是 涅 槃 次 兩 偈 破 無 是 涅 槃 三 偈 
T42n1824_010:0156b06	即為三別。第一偈作老死相破。第二偈作有	即 為 三 別 第 一 偈 作 老 死 相 破 第 二 偈 作 有 
T42n1824_010:0156b07	為破。第三作有受破。老死相破者。若破外道	為 破 第 三 作 有 受 破 老 死 相 破 者 若 破 外 道 
T42n1824_010:0156b08	者此破三有涅槃。如上三師檀提欲有為涅	者 此 破 三 有 涅 槃 如 上 三 師 檀 提 欲 有 為 涅 
T42n1824_010:0156b09	槃。乃至計非想以無色有為涅槃。涅槃既是	槃 乃 至 計 非 想 以 無 色 有 為 涅 槃 涅 槃 既 是 
T42n1824_010:0156b10	三有。便是老死。若破內法有所得義者。必	三 有 便 是 老 死 若 破 內 法 有 所 得 義 者 必 
T42n1824_010:0156b11	言有於涅槃則是有得義。有所得義便是二	言 有 於 涅 槃 則 是 有 得 義 有 所 得 義 便 是 二 
T42n1824_010:0156b12	十五有。故有老死也。若破地論師亦麁可是	十 五 有 故 有 老 死 也 若 破 地 論 師 亦 麁 可 是 
T42n1824_010:0156b13	有。妙可非有。又若有而非老死應老死而非	有 妙 可 非 有 又 若 有 而 非 老 死 應 老 死 而 非 
T42n1824_010:0156b14	有。若老死必有亦有必老死。又佛果有生有	有 若 老 死 必 有 亦 有 必 老 死 又 佛 果 有 生 有 
T42n1824_010:0156b15	生必有滅。則是有老死。彼若云佛果生是常	生 必 有 滅 則 是 有 老 死 彼 若 云 佛 果 生 是 常 
T42n1824_010:0156b16	生非三相中生。亦應常老非三相中老。若言	生 非 三 相 中 生 亦 應 常 老 非 三 相 中 老 若 言 
T42n1824_010:0156b17	老是衰謝之法故無老者。亦應生是起動之	老 是 衰 謝 之 法 故 無 老 者 亦 應 生 是 起 動 之 
T42n1824_010:0156b18	法便無有生。若言常生非起動。亦應常老非	法 便 無 有 生 若 言 常 生 非 起 動 亦 應 常 老 非 
T42n1824_010:0156b19	衰謝。次地論師云。我性淨涅槃古今常定不	衰 謝 次 地 論 師 云 我 性 淨 涅 槃 古 今 常 定 不 
T42n1824_010:0156b20	起不滅。故無上過。問既不起滅有隱顯不。答	起 不 滅 故 無 上 過 問 既 不 起 滅 有 隱 顯 不 答 
T42n1824_010:0156b21	有隱顯。問既其不生。亦應不顯。若取無惑妄	有 隱 顯 問 既 其 不 生 亦 應 不 顯 若 取 無 惑 妄 
T42n1824_010:0156b22	為顯。亦取無惑妄為生。若生論體生亦顯論	為 顯 亦 取 無 惑 妄 為 生 若 生 論 體 生 亦 顯 論 
T42n1824_010:0156b23	體顯。既是有所得義。設有言通而理致終屈。	體 顯 既 是 有 所 得 義 設 有 言 通 而 理 致 終 屈 
T42n1824_010:0156b24	問此中但逈破有是涅槃。何處明申正涅槃	問 此 中 但 逈 破 有 是 涅 槃 何 處 明 申 正 涅 槃 
T42n1824_010:0156b25	非是有耶。答宜細詳偈文。偈云。涅槃不名	非 是 有 耶 答 宜 細 詳 偈 文 偈 云 涅 槃 不 名 
T42n1824_010:0156b26	有。此則帶申正而破邪也。長行意亦然。第	有 此 則 帶 申 正 而 破 邪 也 長 行 意 亦 然 第 
T42n1824_010:0156b27	二偈有為破者。若破外道義既是三有。便是	二 偈 有 為 破 者 若 破 外 道 義 既 是 三 有 便 是 
T42n1824_010:0156b28	有為。破內義者。若執涅槃是有則是有所得。	有 為 破 內 義 者 若 執 涅 槃 是 有 則 是 有 所 得 
T42n1824_010:0156b29	有所得故不離有為。智度論三十一卷云。有	有 所 得 故 不 離 有 為 智 度 論 三 十 一 卷 云 有 
T42n1824_010:0156c01	人捨有為著無為。以著無為即成有為。五十	人 捨 有 為 著 無 為 以 著 無 為 即 成 有 為 五 十 
T42n1824_010:0156c02	五卷云。汝無為從何而得。若因有為而得無	五 卷 云 汝 無 為 從 何 而 得 若 因 有 為 而 得 無 
T42n1824_010:0156c03	為。亦因無為而得有為。若爾此兩相因。即更	為 亦 因 無 為 而 得 有 為 若 爾 此 兩 相 因 即 更 
T42n1824_010:0156c04	相為故皆是有為。若破常義者既稱妙有。應	相 為 故 皆 是 有 為 若 破 常 義 者 既 稱 妙 有 應 
T42n1824_010:0156c05	是妙為。若妙故非為亦妙故非有。彼云。有	是 妙 為 若 妙 故 非 為 亦 妙 故 非 有 彼 云 有 
T42n1824_010:0156c06	是法體。為即是相。佛果是法體之有。已離生	是 法 體 為 即 是 相 佛 果 是 法 體 之 有 已 離 生 
T42n1824_010:0156c07	滅之相。故非是為。並云。若涅槃離相故非為	滅 之 相 故 非 是 為 並 云 若 涅 槃 離 相 故 非 為 
T42n1824_010:0156c08	者。亦應涅槃離始故非生。若始起故名生。	者 亦 應 涅 槃 離 始 故 非 生 若 始 起 故 名 生 
T42n1824_010:0156c09	亦始起故名為。又並。若有而非為亦為而非	亦 始 起 故 名 為 又 並 若 有 而 非 為 亦 為 而 非 
T42n1824_010:0156c10	有。長行云。以理推以無常法尚不有者。現	有 長 行 云 以 理 推 以 無 常 法 尚 不 有 者 現 
T42n1824_010:0156c11	無常求尚無蹤。何呪常不可見。而是有耶。當	無 常 求 尚 無 蹤 何 呪 常 不 可 見 而 是 有 耶 當 
T42n1824_010:0156c12	知。即是破有所得常義。舊人不應怪今難也。	知 即 是 破 有 所 得 常 義 舊 人 不 應 怪 今 難 也 
T42n1824_010:0156c13	第三偈有受破者。若涅槃是有則是有受。受	第 三 偈 有 受 破 者 若 涅 槃 是 有 則 是 有 受 受 
T42n1824_010:0156c14	是煩惱根。何名涅槃。問涅槃是有云何名受。	是 煩 惱 根 何 名 涅 槃 問 涅 槃 是 有 云 何 名 受 
T42n1824_010:0156c15	答汝若作有解即受著有。若不作有解不應	答 汝 若 作 有 解 即 受 著 有 若 不 作 有 解 不 應 
T42n1824_010:0156c16	言有是涅槃。唯有此二義。下半明無第三。無	言 有 是 涅 槃 唯 有 此 二 義 下 半 明 無 第 三 無 
T42n1824_010:0156c17	第三者無有不作受著而是有者。下諸受著	第 三 者 無 有 不 作 受 著 而 是 有 者 下 諸 受 著 
T42n1824_010:0156c18	門並作此三意也。大品云。菩薩得無受三	門 並 作 此 三 意 也 大 品 云 菩 薩 得 無 受 三 
T42n1824_010:0156c19	昧。行亦不受乃至不受亦不受。汝今乃受於	昧 行 亦 不 受 乃 至 不 受 亦 不 受 汝 今 乃 受 於 
T42n1824_010:0156c20	有。此是受中之受。何謂無受。問我妙有涅	有 此 是 受 中 之 受 何 謂 無 受 問 我 妙 有 涅 
T42n1824_010:0156c21	槃絕百非故是不受。答雖絕百非心有此有。	槃 絕 百 非 故 是 不 受 答 雖 絕 百 非 心 有 此 有 
T42n1824_010:0156c22	故終是受也。問曰下生第二無是涅槃。前問	故 終 是 受 也 問 曰 下 生 第 二 無 是 涅 槃 前 問 
T42n1824_010:0156c23	次答。問中前領有非。次立無是。若作二外道	次 答 問 中 前 領 有 非 次 立 無 是 若 作 二 外 道 
T42n1824_010:0156c24	義者。前三外道同立有是涅槃。今一外道立	義 者 前 三 外 道 同 立 有 是 涅 槃 今 一 外 道 立 
T42n1824_010:0156c25	無是涅槃。故百論云。外曰。有涅槃是無。	無 是 涅 槃 故 百 論 云 外 曰 有 涅 槃 是 無 
T42n1824_010:0156c26	若就內外義者。前明外道立三有為涅槃。今	若 就 內 外 義 者 前 明 外 道 立 三 有 為 涅 槃 今 
T42n1824_010:0156c27	是內法數論小乘立滅三有為涅槃。若作大	是 內 法 數 論 小 乘 立 滅 三 有 為 涅 槃 若 作 大 
T42n1824_010:0156c28	小乘論者。前是小乘立事斷無為。即是世諦	小 乘 論 者 前 是 小 乘 立 事 斷 無 為 即 是 世 諦 
T42n1824_010:0156c29	名之為有。今立真空第一義諦名為涅槃。	名 之 為 有 今 立 真 空 第一義諦 名 為 涅 槃 
T42n1824_010:0157a01	若今昔明之前執今妙有。此執昔斷無。又外	若 今 昔 明 之 前 執 今 妙 有 此 執 昔 斷 無 又 外 
T42n1824_010:0157a02	云。麁有妙有既非涅槃。無麁無妙應是涅槃	云 麁 有 妙 有 既 非 涅 槃 無 麁 無 妙 應 是 涅 槃 
T42n1824_010:0157a03	也。答中兩偈為二。初相呪破次有受破。相	也 答 中 兩 偈 為 二 初 相 呪 破 次 有 受 破 相 
T42n1824_010:0157a04	況破者有之與無並是諸見。有見既非無見	況 破 者 有 之 與 無 並 是 諸 見 有 見 既 非 無 見 
T42n1824_010:0157a05	寧是。又有是初無是後。則有是無本。本尚	寧 是 又 有 是 初 無 是 後 則 有 是 無 本 本 尚 
T42n1824_010:0157a06	非況末是耶。又有是妙有尚非。無是小乘斷	非 況 末 是 耶 又 有 是 妙 有 尚 非 無 是 小 乘 斷 
T42n1824_010:0157a07	無寧是。又有中有涅槃法尚非。無中無有法	無 寧 是 又 有 中 有 涅 槃 法 尚 非 無 中 無 有 法 
T42n1824_010:0157a08	云何是涅槃。又有是無本。本尚無。而無是有	云 何 是 涅 槃 又 有 是 無 本 本 尚 無 而 無 是 有 
T42n1824_010:0157a09	末。末寧有耶。又直云。有涅槃尚不可。況用無	末 末 寧 有 耶 又 直 云 有 涅 槃 尚 不 可 況 用 無 
T42n1824_010:0157a10	為涅槃耶。上半借有況無。即是以邪破邪。	為 涅 槃 耶 上 半 借 有 況 無 即 是 以 邪 破 邪 
T42n1824_010:0157a11	下半明涅槃俱離有無。則申正破邪。第二偈	下 半 明 涅 槃 俱 離 有 無 則 申 正 破 邪 第 二 偈 
T42n1824_010:0157a12	受著破者還同前也。上受著有今受著無。問	受 著 破 者 還 同 前 也 上 受 著 有 今 受 著 無 問 
T42n1824_010:0157a13	曰下生第二合破有無是涅槃。問有無二句	曰 下 生 第 二 合 破 有 無 是 涅 槃 問 有 無 二 句 
T42n1824_010:0157a14	何故具離合二種破耶。答有無是眾見之根。	何 故 具 離 合 二 種 破 耶 答 有 無 是 眾 見 之 根 
T42n1824_010:0157a15	障正觀之本。斯病難破。故須二門。又小乘	障 正 觀 之 本 斯 病 難 破 故 須 二 門 又 小 乘 
T42n1824_010:0157a16	人謂無三有為涅槃。外道執三有是涅槃。此	人 謂 無 三 有 為 涅 槃 外 道 執 三 有 是 涅 槃 此 
T42n1824_010:0157a17	內外巨患宜具離合二門。次答。問意云。外	內 外 巨 患 宜 具 離 合 二 門 次 答 問 意 云 外 
