X59n1084_001:0324b06	 纂要序	 纂 要 序 
X59n1084_002:0346a25	汝等。將此淨食。分為三分。一施水族。令獲人空。二施	汝 等 將 此 淨 食 分 為 三 分 一 施 水 族 令 獲 人 空 二 施 
X59n1084_002:0346a26	毛羣。令獲法寂。三施他方。稟識陶形。悉令充足。獲無	毛 羣 令 獲 法 寂 三 施 他 方 稟 識 陶 形 悉 令 充 足 獲 無 
X59n1084_002:0346b01	生忍。	生 忍 
X59n1084_002:0346b02	　神呪加持淨法食　　普施河沙眾鬼神	 神 呪 加 持 淨 法 食 普 施 河 沙 眾 鬼 神 
X59n1084_002:0346b03	　願皆飽滿捨慳貪　　速脫幽冥生淨土	 願 皆 飽 滿 捨 慳 貪 速 脫 幽 冥 生 淨 土 
X59n1084_002:0346b04	次結普供養印	次 結 普 供 養 印 
X59n1084_002:0346b05	唵葛葛納三婆斡斡資囉(二合)斛	唵 葛 葛 納 三 婆 斡 斡 資 囉 二 合 斛 
X59n1084_002:0346b07	(師印呪可知。應想屈	 師 印 呪 可 知 應 想 屈 
X59n1084_002:0346b08	中指處。想白色唵 	中 指 處 想 白 色 唵 
X59n1084_002:0346b09	字。明點中流出無盡	字 明 點 中 流 出 無 盡 
X59n1084_002:0346b10	供養。具足莊嚴平等	供 養 具 足 莊 嚴 平 等 
X59n1084_002:0346b11	供養。同聲念普供養	供 養 同 聲 念 普 供 養 
X59n1084_002:0346b12	真言或五遍或七遍。	真 言 或 五 遍 或 七 遍 
X59n1084_002:0346b13	問。最初既奉献三寶施食已竟。今復何故作此供養。	問 最 初 既 奉 献 三 寶 施 食 已 竟 今 復 何 故 作 此 供 養 
X59n1084_002:0346b14	答。前來所作。由揀聖凡。故奉献三寶後施鬼眾。今融	答 前 來 所 作 由 揀 聖 凡 故 奉 献 三 寶 後 施 鬼 眾 今 融 
X59n1084_002:0346b15	以平等故。聖凡交徹。所以普供養也。維那白從來所	以 平 等 故 聖 凡 交 徹 所 以 普 供 養 也 維 那 白 從 來 所 
X59n1084_002:0346b16	受飲食文畢。師應作五供養施寶錯。念斯麻囉等呪)。	受 飲 食 文 畢 師 應 作 五 供 養 施 寶 錯 念 斯 麻 囉 等 呪 
X59n1084_002:0346b17	(無量壽如來儀軌云。次結大虗空菩薩印。二手合掌。	 無 量 壽 如 來 儀 軌 云 次 結 大 虗 空 菩 薩 印 二 手 合 掌 
X59n1084_002:0346b18	二中指。右押左。外相叉。博著手背。二頭指相蹙如寶	二 中 指 右 押 左 外 相 叉 博 著 手 背 二 頭 指 相 蹙 如 寶 
X59n1084_002:0346b19	形。即成想從印中流出。無量諸供養具。衣服飲食等)。	形 即 成 想 從 印 中 流 出 無 量 諸 供 養 具 衣 服 飲 食 等 
X59n1084_002:0346b20	諸佛子等。從來所受飲食。皆是人間販鬻生命。酒脯	諸 佛 子 等 從 來 所 受 飲 食 皆 是 人 間 販 鬻 生 命 酒 脯 
X59n1084_002:0346b21	錢財。血肉腥羶。葷辛臭穢。雖復受得。如是飲食。譬如	錢 財 血 肉 腥 羶 葷 辛 臭 穢 雖 復 受 得 如 是 飲 食 譬 如 
X59n1084_002:0346b22	毒藥。損壞於身。但增苦木。沉淪苦海。無解脫時。我今	毒 藥 損 壞 於 身 但 增 苦 木 沉 淪 苦 海 無 解 脫 時 我 今 
X59n1084_002:0346b23	依如來教。精誠罄捨。設此無遮。廣大法會。汝等今日。	依 如 來 教 精 誠 罄 捨 設 此 無 遮 廣 大 法 會 汝 等 今 日 
X59n1084_002:0346b24	遇茲勝事。戒品沾身。于過去世。廣事諸佛。親近善友。	遇 茲 勝 事 戒 品 沾 身 于 過 去 世 廣 事 諸 佛 親近善友 
X59n1084_002:0346b25	供養三寶。由此因緣。值善知識。發菩提心。誓願成佛。	供養三寶 由此因緣 值 善 知 識 發菩提心 誓 願 成 佛 
X59n1084_002:0346b26	不求餘果。先得道者。遞相度脫。又願汝等。晝夜恒常。	不 求 餘 果 先 得 道 者 遞 相 度 脫 又 願 汝 等 晝 夜 恒 常 
X59n1084_002:0346b27	擁護于我。滿我所願。以此施食。所生功德。普將回施。	擁 護 于 我 滿 我 所 願 以 此 施 食 所 生 功 德 普 將 回 施 
X59n1084_002:0346c01	法界有情。共諸有情。同將此福。盡皆回施。無上菩提。	法 界 有 情 共 諸 有 情 同 將 此 福 盡 皆 回 施 無上菩提 
X59n1084_002:0346c02	一切智智。勿招餘果。願速成佛。	一切智智 勿 招 餘 果 願 速 成 佛 
X59n1084_002:0346c03	尊勝呪	尊 勝 呪 
X59n1084_002:0346c04	唵[口*普][口*(隆一)](二合)莎訶唵捺謨癹葛斡諦薩哩斡(二合)得囉盧	唵 [口普][口隆一] 二 合 莎 訶 唵 捺 謨 癹 葛 斡 諦 薩 哩 斡 二 合 得 囉 盧 
X59n1084_002:0346c05	迦卜囉(二合)諦月涉瑟吒(二合)耶勃塔耶爹捺麻答的牙	迦 卜 囉 二 合 諦 月 涉 瑟 吒 二 合 耶 勃 塔 耶 爹 捺 麻 答 的 牙 
X59n1084_002:0346c06	(二合)塔唵[口*普][口*(隆一)](二合)[口*普][口*(隆一)](二合)[口*普][口*(隆一)](二合)杓訛(二合)塔耶杓訛(二合)	 二 合 塔 唵 [口普][口隆一]二合[口普][口隆一]二合[口普][口隆一] 二 合 杓 訛 二 合 塔 耶 杓 訛 二 合 
X59n1084_002:0346c07	塔耶月杓訛(二合)塔耶月杓訛(二合)塔耶啞薩麻薩蠻達	塔 耶 月 杓 訛 二 合 塔 耶 月 杓 訛 二 合 塔 耶 啞 薩 麻 薩 蠻 達 
X59n1084_002:0346c08	啞斡癹薩思葩(二合)囉拿葛諦葛葛拿莎癹斡月述提	啞 斡 癹 薩 思 葩 二 合 囉 拿 葛 諦 葛 葛 拿 莎 癹 斡 月 述 提 
X59n1084_002:0346c09	啞撇羶[口/貲]都[羊*含]薩哩斡(二合)答塔葛達蘇葛答瓦囉斡	啞 撇 羶 [口貲]都[羊含] 薩 哩 斡 二 合 答 塔 葛 達 蘇 葛 答 瓦 囉 斡 
X59n1084_002:0346c10	拶拿啞密哩(二合)達啞撇釋該而(二合)馬曷木得囉(二合)曼	拶 拿 啞 密 哩 二 合 達 啞 撇 釋 該 而 二 合 馬 曷 木 得 囉 二 合 曼 
X59n1084_002:0346c11	特囉(二合)叭[(ㄇ@(企止))/木]啞曷囉啞曷囉馬麻藹由而(二合)傘塔囉	特 囉 二 合 叭 [ㄇ企止木] 啞 曷 囉 啞 曷 囉 馬 麻 藹 由 而 二 合 傘 塔 囉 
X59n1084_002:0346c12	尼杓訛(二合)塔耶杓訛(二合)塔耶月杓訛(二合)塔耶月杓訛	尼 杓 訛 二 合 塔 耶 杓 訛 二 合 塔 耶 月 杓 訛 二 合 塔 耶 月 杓 訛 
X59n1084_002:0346c13	(二合)塔耶葛葛拿娑癹斡月述提烏失尼沙身拶耶巴	 二 合 塔 耶 葛 葛 拿 娑 癹 斡 月 述 提 烏 失 尼 沙 身 拶 耶 巴 
X59n1084_002:0346c14	哩述鐵薩曷思囉(二合)囉思彌(二合)傘租爹敵薩哩斡(二合)	哩 述 鐵 薩 曷 思 囉 二 合 囉 思 彌 二 合 傘 租 爹 敵 薩 哩 斡 二 合 
X59n1084_002:0346c15	答塔葛達啞斡嚕結尼煞吒(二合)巴囉密達巴哩卜囉	答 塔 葛 達 啞 斡 嚕 結 尼 煞 吒 二 合 巴 囉 密 達 巴 哩 卜 囉 
X59n1084_002:0346c16	尼薩哩斡(二合)答塔葛達麻諦答攝蒲密卜囉(二合)牒瑟	尼 薩 哩 斡 二 合 答 塔 葛 達 麻 諦 答 攝 蒲 密 卜 囉 二 合 牒 瑟 
X59n1084_002:0346c17	吒(二合)諦薩哩斡(二合)答塔葛達赫哩(二合)達耶啞牒瑟吒	吒 二 合 諦 薩 哩 斡 二 合 答 塔 葛 達 赫 哩 二 合 達 耶 啞 牒 瑟 吒 
X59n1084_002:0346c18	(二合)拿啞牒瑟吒(二合)諦木得哩(二合)木得哩(二合)馬曷木得	 二 合 拿 啞 牒 瑟 吒 二 合 諦 木 得 哩 二 合 木 得 哩 二 合 馬 曷 木 得 
X59n1084_002:0346c19	哩(二合)斡資囉(二合)葛耶三曷達拿叭哩述鐵薩哩斡(二合)	哩 二 合 斡 資 囉 二 合 葛 耶 三 曷 達 拿 叭 哩 述 鐵 薩 哩 斡 二 合 
X59n1084_002:0346c20	葛哩麻(二合)啞斡囉拿月述鐵卜囉牒聶斡而達(二合)耶	葛 哩 麻 二 合 啞 斡 囉 拿 月 述 鐵 卜 囉 牒 聶 斡 而 達 二 合 耶 
X59n1084_002:0346c21	馬麻藹由而(二合)月述提(二合)薩哩斡(二合)答塔葛達(二合)薩	馬 麻 藹 由 而 二 合 月 述 提 二 合 薩 哩 斡 二 合 答 塔 葛 達 二 合 薩 
X59n1084_002:0346c22	麻耶啞牒瑟吒(二合)拿啞牒瑟吒(二合)諦唵摩尼摩尼馬	麻 耶 啞 牒 瑟 吒 二 合 拿 啞 牒 瑟 吒 二 合 諦 唵 摩 尼 摩 尼 馬 
X59n1084_002:0346c23	曷摩尼月摩尼月摩尼摩曷月摩尼麻諦麻諦馬曷	曷 摩 尼 月 摩 尼 月 摩 尼 摩 曷 月 摩 尼 麻 諦 麻 諦 馬 曷 
X59n1084_002:0346c24	麻諦麻麻諦莎麻諦答塔葛達蒲達戈遣巴哩述提	麻 諦 麻 麻 諦 莎 麻 諦 答 塔 葛 達 蒲 達 戈 遣 巴 哩 述 提 
X59n1084_002:0347a01	月思蒲吒卜鐵述鐵希希拶耶拶耶月拶耶月拶耶	月 思 蒲 吒 卜 鐵 述 鐵 希 希 拶 耶 拶 耶 月 拶 耶 月 拶 耶 
X59n1084_002:0347a02	思麻(二合)囉思麻(二合)囉思葩(二合)囉思葩(二合)囉思葩(二合)囉	思 麻 二 合 囉 思 麻 二 合 囉 思 葩 二 合 囉 思 葩 二 合 囉 思 葩 二 合 囉 
X59n1084_002:0347a03	耶思葩(二合)囉耶薩哩斡(二合)勃塔啞牒吒(二合)拿啞牒	耶 思 葩 二 合 囉 耶 薩 哩 斡 二 合 勃 塔 啞 牒 吒 二 合 拿 啞 牒 
X59n1084_002:0347a04	瑟吒(二合)諦述鐵述鐵卜鐵卜鐵斡資哩(二合)斡資哩(二合)	瑟 吒 二 合 諦 述 鐵 述 鐵 卜 鐵 卜 鐵 斡 資 哩 二 合 斡 資 哩 二 合 
X59n1084_002:0347a05	馬曷斡資哩(二合)莎斡資哩(二合)斡資囉(二合)葛而(二合)毗拶	馬 曷 斡 資 哩 二 合 莎 斡 資 哩 二 合 斡 資 囉 二 合 葛 而 二 合 毗 拶 
X59n1084_002:0347a06	耶葛而(二合)毗月拶耶葛而(二合)毗斡資囉(二合)左辣葛而	耶 葛 而 二 合 毗 月 拶 耶 葛 而 二 合 毗 斡 資 囉 二 合 左 辣 葛 而 
X59n1084_002:0347a07	(二合)毗斡資囉(二合)忒葩微斡資囉(二合)三葩微斡資囉(二合)	 二 合 毗 斡 資 囉 二 合 忒 葩 微 斡 資 囉 二 合 三 葩 微 斡 資 囉 二 合 
X59n1084_002:0347a08	斡資哩尼斡資[口*藍](二合)癹斡都麻麻攝哩[口*藍]薩哩斡(二合)	斡 資 哩 尼 斡 資 [口藍]二合癹斡都麻麻攝哩[口藍] 薩 哩 斡 二 合 
X59n1084_002:0347a09	薩埵喃拶葛耶巴哩述提癹斡都薩埵彌薩哩斡(二合)	薩 埵 喃 拶 葛 耶 巴 哩 述 提 癹 斡 都 薩 埵 彌 薩 哩 斡 二 合 
X59n1084_002:0347a10	葛諦巴哩述提釋哲(二合)薩哩斡(二合)答塔葛達釋哲(二合)	葛 諦 巴 哩 述 提 釋 哲 二 合 薩 哩 斡 二 合 答 塔 葛 達 釋 哲 二 合 
X59n1084_002:0347a11	[羊*含]薩麻刷薩顏都卜鐵卜鐵悉鐵悉鐵勃塔耶勃塔	[羊含] 薩 麻 刷 薩 顏 都 卜 鐵 卜 鐵 悉 鐵 悉 鐵 勃 塔 耶 勃 塔 
X59n1084_002:0347a12	耶月勃塔耶月勃塔耶謨拶耶謨拶耶月謨拶耶月	耶 月 勃 塔 耶 月 勃 塔 耶 謨 拶 耶 謨 拶 耶 月 謨 拶 耶 月 
X59n1084_002:0347a13	謨拶耶杓訛(二合)塔耶杓訛(二合)塔耶月杓訛(二合)塔耶月	謨 拶 耶 杓 訛 二 合 塔 耶 杓 訛 二 合 塔 耶 月 杓 訛 二 合 塔 耶 月 
X59n1084_002:0347a14	杓訛(二合)塔耶薩蠻答謨拶耶謨拶耶薩蠻答囉思彌	杓 訛 二 合 塔 耶 薩 蠻 答 謨 拶 耶 謨 拶 耶 薩 蠻 答 囉 思 彌 
X59n1084_002:0347a15	(二合)巴哩述提薩哩斡(二合)答塔葛達赫哩(二合)達耶啞牒	 二 合 巴 哩 述 提 薩 哩 斡 二 合 答 塔 葛 達 赫 哩 二 合 達 耶 啞 牒 
X59n1084_002:0347a16	瑟吒(二合)拿啞牒瑟吒(二合)諦木得哩(二合)木得哩(二合)馬曷	瑟 吒 二 合 拿 啞 牒 瑟 吒 二 合 諦 木 得 哩 二 合 木 得 哩 二 合 馬 曷 
X59n1084_002:0347a17	木得哩(二合)馬曷木得哩(二合)曼特囉(二合)叭諦莎訶	木 得 哩 二 合 馬 曷 木 得 哩 二 合 曼 特 囉 二 合 叭 諦 莎 訶 
X59n1084_002:0347a18	(佛頂尊勝陀羅尼經云。此呪能破一切地獄。琰魔王	 佛 頂 尊 勝 陀 羅 尼 經 云 此 呪 能 破 一 切 地 獄 琰 魔 王 
X59n1084_002:0347a19	界。旁生之苦。迴趨善道。此呪不可思議。有大神力等)。	界 旁 生 之 苦 迴 趨 善 道 此 呪 不可思議 有 大 神 力 等 
X59n1084_002:0347a20	(舉徃生呪三遍。此圓滿加持復有二種。一神呪圓滿。	 舉 徃 生 呪 三 遍 此 圓 滿 加 持 復 有 二 種 一 神 呪 圓 滿 
X59n1084_002:0347a21	二善根圓滿。神呪圓滿者。謂侍者當取花米俵與大	二 善 根 圓 滿 神 呪 圓 滿 者 謂 侍 者 當 取 花 米 俵 與 大 
X59n1084_002:0347a22	眾俵已師資同聲誦尊勝呪。想彼成光明種。加持花	眾 俵 已 師 資 同 聲 誦 尊 勝 呪 想 彼 成 光 明 種 加 持 花 
X59n1084_002:0347a23	米已。侍者以小楪取花米出外拋撒師想鬼神等。觸	米 已 侍 者 以 小 楪 取 花 米 出 外 拋 撒 師 想 鬼 神 等 觸 
X59n1084_002:0347a24	此光明者。皆得徃生極樂國土。上品上生也。侍者傾	此 光 明 者 皆 得 徃 生 極樂國土 上 品 上 生 也 侍 者 傾 
X59n1084_002:0347a25	施食淨水。師資等同念六字大明真言。一百八遍畢	施 食 淨 水 師 資 等 同 念 六 字 大 明 真 言 一百八遍 畢 
X59n1084_002:0347b01	上師振鈴。眾和法樂。誦六趣偈)。	上 師 振 鈴 眾 和 法 樂 誦 六 趣 偈 
X59n1084_002:0347b02	六字大明真言	六 字 大 明 真 言 
X59n1084_002:0347b03	唵嘛呢叭[口*彌]吽(一百八遍)	唵 嘛 呢 叭 [口彌] 吽 一百八遍 
X59n1084_002:0347b04	(佛說大乘莊嚴寶王經云。此六字大明是觀自在菩	 佛 說 大 乘 莊 嚴 寶 王 經 云 此 六 字 大 明 是 觀 自 在 菩 
X59n1084_002:0347b05	薩微妙本心。若人誦持此呪。于誦持時。有九十九殑	薩 微 妙 本 心 若 人 誦 持 此 呪 于 誦 持 時 有 九 十 九 殑 
X59n1084_002:0347b06	伽河沙數如來集會復有如微塵數菩薩集會。乃至	伽 河 沙 數 如 來 集 會 復 有 如 微 塵 數 菩 薩 集 會 乃 至 
X59n1084_002:0347b07	復有地中。藥叉。虗空神等而來衛護。七代種族。皆得	復 有 地 中 藥 叉 虗 空 神 等 而 來 衛 護 七 代 種 族 皆 得 
X59n1084_002:0347b08	解脫。云云)。	解 脫 云 云 
X59n1084_002:0347b09	六趣偈	六 趣 偈 
X59n1084_002:0347b10	承斯善利。地獄受苦有情者。刀山劒樹變化皆成如	承 斯 善 利 地 獄 受 苦 有 情 者 刀 山 劒 樹 變 化 皆 成 如 
X59n1084_002:0347b11	意樹。火團鐵丸變成蓮花。而為寶吉祥。地獄解脫而	意 樹 火 團 鐵 丸 變 成 蓮 花 而 為 寶 吉 祥 地 獄 解 脫 而 
X59n1084_002:0347b12	能成正覺。	能 成 正 覺 
X59n1084_002:0347b13	承斯善利餓鬼受苦有情者。口中烟燄燒身。速願得	承 斯 善 利 餓 鬼 受 苦 有 情 者 口 中 烟 燄 燒 身 速 願 得 
X59n1084_002:0347b14	清凉。觀音手內甘露自然常飽滿吉祥。餓鬼解脫而	清 凉 觀 音 手 內 甘 露 自 然 常 飽 滿 吉 祥 餓 鬼 解 脫 而 
X59n1084_002:0347b15	能成正覺。	能 成 正 覺 
X59n1084_002:0347b16	承斯善利畜生受苦有情者。殺害燒煑楚毒等苦皆	承 斯 善 利 畜 生 受 苦 有 情 者 殺 害 燒 煑 楚 毒 等 苦 皆 
X59n1084_002:0347b17	遠離。遠離乘騎愚癡。速得大智慧吉祥。畜生解脫而	遠 離 遠 離 乘 騎 愚 癡 速 得 大 智 慧 吉 祥 畜 生 解 脫 而 
X59n1084_002:0347b18	能成正覺。	能 成 正 覺 
X59n1084_002:0347b19	承斯善利人間受苦有情者。生時猶如摩耶。右脇而	承 斯 善 利 人 間 受 苦 有 情 者 生 時 猶 如 摩 耶 右 脇 而 
X59n1084_002:0347b20	降誕。願具六根。永離八難。修福慧吉祥。人間解脫而	降 誕 願 具 六 根 永 離 八 難 修 福 慧 吉 祥 人 間 解 脫 而 
X59n1084_002:0347b21	能成正覺。	能 成 正 覺 
X59n1084_002:0347b22	承斯善利修羅受苦有情者。我慢顛狂。拙樸速疾。令	承 斯 善 利 修 羅 受 苦 有 情 者 我 慢 顛 狂 拙 樸 速 疾 令 
X59n1084_002:0347b23	柔軟惡心嫉妬瞋恚鬬爭自調伏吉祥。修羅解脫而	柔 軟 惡 心 嫉 妬 瞋 恚 鬬 爭 自 調 伏 吉 祥 修 羅 解 脫 而 
X59n1084_002:0347b24	能成正覺。	能 成 正 覺 
X59n1084_002:0347b25	承斯善利天中受樂有情者。欲樂策勤速發廣大菩	承 斯 善 利 天 中 受 樂 有 情 者 欲 樂 策 勤 速 發 廣 大 菩 
X59n1084_002:0347c01	提心。天中受盡憂苦。自然生歡悅吉祥。天中解脫而	提 心 天 中 受 盡 憂 苦 自 然 生 歡 悅 吉 祥 天 中 解 脫 而 
X59n1084_002:0347c02	能成正覺。	能 成 正 覺 
X59n1084_002:0347c03	承斯善利十方獨覺聲聞者。棄捨小乘四諦十二因	承 斯 善 利 十 方 獨 覺 聲 聞 者 棄 捨 小 乘 四 諦 十 二 因 
X59n1084_002:0347c04	緣行。進趨大乘四攝六度。修萬行吉祥。二乘解脫而	緣 行 進 趨 大 乘 四 攝 六 度 修 萬 行 吉 祥 二 乘 解 脫 而 
X59n1084_002:0347c05	能成正覺。	能 成 正 覺 
X59n1084_002:0347c06	承斯善利初地菩薩勇識者。百福莊嚴。一切行願皆	承 斯 善 利 初 地 菩 薩 勇 識 者 百 福 莊 嚴 一 切 行 願 皆 
X59n1084_002:0347c07	圓滿。頓超十地。證入一生補處位吉祥大乘。速證究	圓 滿 頓 超 十 地 證 入 一生補處 位 吉 祥 大 乘 速 證 究 
X59n1084_002:0347c08	竟成正覺。	竟 成 正 覺 
X59n1084_002:0347c09	發願迴向偈	發 願 迴 向 偈 
X59n1084_002:0347c10	　現世之中未證菩提間　　願無內外障難惡緣等	 現 世 之 中 未 證 菩 提 間 願 無 內 外 障 難 惡 緣 等 
X59n1084_002:0347c11	　恒常遇逢最妙善知識　　所修善事行願速成就	 恒 常 遇 逢 最 妙 善 知 識 所 修 善 事 行 願 速 成 就 
X59n1084_002:0347c12	最上三寶	最 上 三 寶 
X59n1084_002:0347c13	　臨命終時識性無迷惑　　願生西方淨土如來前	 臨命終時 識 性 無 迷 惑 願 生 西方淨土 如 來 前 
X59n1084_002:0347c14	　依于慧日發光聞思修　　斷惑證真愍念于有情	 依 于 慧 日 發 光 聞 思 修 斷 惑 證 真 愍 念 于 有 情 
X59n1084_002:0347c15	最上三寶	最 上 三 寶 
X59n1084_002:0347c16	　能迴施人迴施迴施善　　所獲一切一切諸功德	 能 迴 施 人 迴 施 迴 施 善 所 獲 一切一切 諸 功 德 
X59n1084_002:0347c17	　猶如幻化幻化似夢境　　三輪體空體空悉清淨	 猶 如 幻 化 幻 化 似 夢 境 三 輪 體 空 體 空 悉 清 淨 
X59n1084_002:0347c18	最上三寶	最 上 三 寶 
X59n1084_002:0347c19	吉祥偈	吉 祥 偈 
X59n1084_002:0347c20	　願晝吉祥吉祥夜吉祥　　晝夜六時六時恒吉祥	 願 晝 吉 祥 吉 祥 夜 吉 祥 晝 夜 六 時 六 時 恒 吉 祥 
X59n1084_002:0347c21	　一切時中時中吉祥者　　願諸上師上師哀攝授	 一 切 時 中 時 中 吉 祥 者 願 諸 上 師 上 師 哀 攝 授 
X59n1084_002:0347c22	　願晝吉祥吉祥夜吉祥　　晝夜六時六時恒吉祥	 願 晝 吉 祥 吉 祥 夜 吉 祥 晝 夜 六 時 六 時 恒 吉 祥 
X59n1084_002:0347c23	　一切時中時中吉祥者　　願諸三寶三寶哀攝授	 一 切 時 中 時 中 吉 祥 者 願 諸 三 寶 三 寶 哀 攝 授 
