T52n2118_001:0794b19	折疑論敘	折 疑 論 敘 
T52n2118_004:0813a18	能允哉(藻淨也。鑑鏡也。叢音從。今之有人。縱然明達如淨鏡。評論詣至於真實無妄之處。而叢叢之	能 允 哉 藻 淨 也 鑑 鏡 也 叢 音 從 今 之 有 人 縱 然 明 達 如 淨 鏡 評 論 詣 至 於 真 實 無 妄 之 處 而 叢 叢 之 
T52n2118_004:0813a19	眾皆以迷惑。何能允信至於聖人之大道哉)。	眾 皆 以 迷 惑 何 能 允 信 至 於 聖 人 之 大 道 哉 
T52n2118_004:0813a20	居吾將告汝(令客坐而告語之)。	居 吾 將 告 汝 令 客 坐 而 告 語 之 
T52n2118_004:0813a21	夫騰蘭之為僧也。道窮四諦。智皎三明(其智慧皎	夫 騰 蘭 之 為 僧 也 道 窮 四 諦 智 皎 三 明 其 智 慧 皎 
T52n2118_004:0813a22	然明白有三。一宿住智正明。二生死智正明。三漏盡智正明也)。	然 明 白 有 三 一 宿 住 智 正 明 二 生 死 智 正 明 三 漏 盡 智 正 明 也 
T52n2118_004:0813a23	獲六神通。具八解脫。能飛行往來改易形體	獲 六 神 通 具 八 解 脫 能 飛 行 往 來 改 易 形 體 
T52n2118_004:0813a24	(飛行往來者神通也。改易者。變化也。形體乃身形體貌也)。	 飛 行 往 來 者 神 通 也 改 易 者 變 化 也 形 體 乃 身 形 體 貌 也 
T52n2118_004:0813a25	或成老耄(說文曰。七十曰老。曲禮曰。八十九十歲曰耄)。	或 成 老 耄 說 文 曰 七 十 曰 老 曲 禮 曰 八 十 九 十 歲 曰 耄 
T52n2118_004:0813a26	或示孺孩(說文曰。會行而食乳曰孺始生曰孩)。	或 示 孺 孩 說 文 曰 會 行 而 食 乳 曰 孺 始 生 曰 孩 
T52n2118_004:0813b01	或滅或生(或現死滅或現生存)。	或 滅 或 生 或 現 死 滅 或 現 生 存 
T52n2118_004:0813b02	延促自在(延長也。促短也。既有神通。長短隨意也)。	延 促 自 在 延 長 也 促 短 也 既 有 神 通 長 短 隨 意 也 
T52n2118_004:0813b03	又能撼天地(搖撼則動於天地)。	又 能 撼 天 地 搖 撼 則 動 於 天 地 
T52n2118_004:0813b04	移山嶽(改變遷移山嶽)。	移 山 嶽 改 變 遷 移 山 嶽 
T52n2118_004:0813b05	覆江海(飜江覆海)。	覆 江 海 飜 江 覆 海 
T52n2118_004:0813b06	入水火(入水不溺。入火不燒)。	入 水 火 入 水 不 溺 入 火 不 燒 
T52n2118_004:0813b07	千變萬化。不可窮極(荀子云。改其舊質。謂之變。易其形貌謂之化如此千變萬化	千 變 萬 化 不 可 窮 極 荀 子 云 改 其 舊 質 謂 之 變 易 其 形 貌 謂 之 化 如 此 千 變 萬 化 
T52n2118_004:0813b08	無有窮盡)。	無 有 窮 盡 
T52n2118_004:0813b09	以定力所資。無施不克(克能也。其神通妙用。蓋由定慧之力。無施為而無有	以 定 力 所 資 無 施 不 克 克 能 也 其 神 通 妙 用 蓋 由 定 慧 之 力 無 施 為 而 無 有 
T52n2118_004:0813b10	不能)。	不 能 
T52n2118_004:0813b11	頗有生逢供養者。而於見世能財能壽能貴	頗 有 生 逢 供 養 者 而 於 見 世 能 財 能 壽 能 貴 
T52n2118_004:0813b12	矣(若摩騰竺法蘭之妙用。一切有生逢之而供養。則現世今生與之財寶。乃至長壽尊貴矣)。	矣 若 摩 騰 竺 法 蘭 之 妙 用 一 切 有 生 逢 之 而 供 養 則 現 世 今 生 與 之 財 寶 乃 至 長 壽 尊 貴 矣 
T52n2118_004:0813b13	豈直與乘鳧跨鳳者。同日而語也(如此神聖。豈直與駕鳧鳥騎	豈 直 與 乘 鳧 跨 鳳 者 同 日 而 語 也 如 此 神 聖 豈 直 與 駕 鳧 鳥 騎 
T52n2118_004:0813b14	鸞鳳千年不死之鬼。比類而論哉)。	鸞 鳳 千 年 不 死 之 鬼 比 類 而 論 哉 
T52n2118_004:0813b15	夫三桓之與三王(以此比之。史記。三桓者孟孫季孫叔孫也。皆桓公之後也。三王者夏	夫 三 桓 之 與 三 王 以 此 比 之 史 記 三 桓 者 孟 孫 季 孫 叔 孫 也 皆 桓 公 之 後 也 三 王 者 夏 
T52n2118_004:0813b16	商周三代聖君也。以王喬簫史喻三桓。摩騰竺法喻三王也)。	商 周 三 代 聖 君 也 以 王 喬 簫 史 喻 三 桓 摩 騰 竺 法 喻 三 王 也 
T52n2118_004:0813b17	五霸之與五帝(史記。五霸者。齊桓晉文秦穆宋襄楚莊是也。五帝者。少昊顓頊高辛唐堯	五 霸 之 與 五 帝 史 記 五 霸 者 齊 桓 晉 文 秦 穆 宋 襄 楚 莊 是 也 五 帝 者 少 昊 顓 頊 高 辛 唐 堯 
T52n2118_004:0813b18	虞舜是也。以五帝喻摩騰法蘭。五霸喻王喬簫史也)。	虞 舜 是 也 以 五 帝 喻 摩 騰 法 蘭 五 霸 喻 王 喬 簫 史 也 
T52n2118_004:0813b19	是皆君也。而無階乎(然五霸五帝。皆即君位。高低豈無階級乎)。	是 皆 君 也 而 無 階 乎 然 五 霸 五 帝 皆 即 君 位 高 低 豈 無 階 級 乎 
T52n2118_004:0813b20	陽貨之與仲尼(陽貨季氏家臣也。孔子乃千古文章之祖。萬代帝王之師也)。	陽 貨 之 與 仲 尼 陽 貨 季 氏 家 臣 也 孔 子 乃 千 古 文 章 之 祖 萬 代 帝 王 之 師 也 
T52n2118_004:0813b21	楊墨之與荀孟(孟子曰。楊朱但知愛身而不知有致身之義。故無君也。墨翟兼愛而無差	楊 墨 之 與 荀 孟 孟 子 曰 楊 朱 但 知 愛 身 而 不 知 有 致 身 之 義 故 無 君 也 墨 翟 兼 愛 而 無 差 
T52n2118_004:0813b22	等。視親亦於眾人無異。是無父也。故無父無君則人道絕滅也)。	等 視 親 亦 於 眾 人 無 異 是 無 父 也 故 無 父 無 君 則 人 道 絕 滅 也 
T52n2118_004:0813b23	是皆儒也。而無梯乎。徐福之與河上(秦紀。徐福為道士	是 皆 儒 也 而 無 梯 乎 徐 福 之 與 河 上 秦 紀 徐 福 為 道 士 
T52n2118_004:0813b24	習僊。秦始皇令齎童男童女海上求神僊不死之藥。舟於海中巡致湮溺。河上者。河上公也。漢文帝。以師禮之)。	習 僊 秦 始 皇 令 齎 童 男 童 女 海 上 求 神 僊 不 死 之 藥 舟 於 海 中 巡 致 湮 溺 河 上 者 河 上 公 也 漢 文 帝 以 師 禮 之 
T52n2118_004:0813b25	關尹之與老聃(史記。列僊傳。函谷關令尹喜。乃周之大夫老子西遊至關受道德二篇)。	關 尹 之 與 老 聃 史 記 列 僊 傳 函 谷 關 令 尹 喜 乃 周 之 大 夫 老 子 西 遊 至 關 受 道 德 二 篇 
T52n2118_004:0813b26	是皆道也。而無降乎(徐福尹喜比河上公。老子者皆言有道之士。豈無階降者乎)。	是 皆 道 也 而 無 降 乎 徐 福 尹 喜 比 河 上 公 老 子 者 皆 言 有 道 之 士 豈 無 階 降 者 乎 
T52n2118_004:0813c01	丘垤之與泰山(垤從結切螻蟻出土之[塚豖+(一/豖)]也。泰山者。五嶽之一也。以喬史之道。比之騰	丘 垤 之 與 泰 山 垤 從 結 切 螻 蟻 出 土 之 [塚豖一豖] 也 泰 山 者 五 嶽 之 一 也 以 喬 史 之 道 比 之 騰 
T52n2118_004:0813c02	蘭。亦若螘蛭之[塚豖+(一/豖)]比於泰山)。	蘭 亦 若 螘 蛭 之 [塚豖一豖] 比 於 泰 山 
T52n2118_004:0813c03	行潦之與江海(行潦道上無源之水。豈能比於江海水)。	行 潦 之 與 江 海 行 潦 道 上 無 源 之 水 豈 能 比 於 江 海 水 
T52n2118_004:0813c04	走獸之與麒麟(麞鹿等獸。豈能比於麒麟)。	走 獸 之 與 麒 麟 麞 鹿 等 獸 豈 能 比 於 麒 麟 
T52n2118_004:0813c05	飛鳥之與鳳凰(鴉雀等禽。豈能比於鳳凰)。	飛 鳥 之 與 鳳 凰 鴉 雀 等 禽 豈 能 比 於 鳳 凰 
T52n2118_004:0813c06	是皆類也。而無異乎。羊皮之與虎鞟(鞟音廓皮去毛曰鞟)。	是 皆 類 也 而 無 異 乎 羊 皮 之 與 虎 鞟 鞟 音 廓 皮 去 毛 曰 鞟 
T52n2118_004:0813c07	斑紵之與綿繡(斑紵者布文斑白者。錦繡者。考工記曰。金線織文為之錦。五色綵備為	斑 紵 之 與 綿 繡 斑 紵 者 布 文 斑 白 者 錦 繡 者 考 工 記 曰 金 線 織 文 為 之 錦 五 色 綵 備 為 
T52n2118_004:0813c08	之繡)。	之 繡 
T52n2118_004:0813c09	是皆文也。而無殊乎。夫聖也凡也。凡聖二途	是 皆 文 也 而 無 殊 乎 夫 聖 也 凡 也 凡 聖 二 途 
T52n2118_004:0813c10	不可濫也(孟子曰。大而化之謂之聖。韻義曰。輕微常俗謂之凡。故凡聖二途不可相濫而混同也)。	不 可 濫 也 孟 子 曰 大 而 化 之 謂 之 聖 韻 義 曰 輕 微 常 俗 謂 之 凡 故 凡 聖 二 途 不 可 相 濫 而 混 同 也 
T52n2118_004:0813c11	故有大聖小聖上凡下凡(凡聖各有等級)。	故 有 大 聖 小 聖 上 凡 下 凡 凡 聖 各 有 等 級 
T52n2118_004:0813c12	大聖則歸乎覺皇(覺皇即佛也故稱為大聖)。	大 聖 則 歸 乎 覺 皇 覺 皇 即 佛 也 故 稱 為 大 聖 
T52n2118_004:0813c13	小聖則存乎應真(即四果小聖也)。	小 聖 則 存 乎 應 真 即 四 果 小 聖 也 
T52n2118_004:0813c14	蘭騰則吾宗小聖矣(摩騰竺法蘭。乃釋門之小聖也)。	蘭 騰 則 吾 宗 小 聖 矣 摩 騰 竺 法 蘭 乃 釋 門 之 小 聖 也 
T52n2118_004:0813c15	凡者非聖之稱也。上凡則該乎天眾(上凡者。乃天民眾也)。	凡 者 非 聖 之 稱 也 上 凡 則 該 乎 天 眾 上 凡 者 乃 天 民 眾 也 
T52n2118_004:0813c16	下凡則稱乎兆民(十億曰兆。下凡乃世間之民也)。	下 凡 則 稱 乎 兆 民 十 億 曰 兆 下 凡 乃 世 間 之 民 也 
T52n2118_004:0813c17	雖簫史之徒白日輕舉。未必與乎天眾也(與去聲參	雖 簫 史 之 徒 白 日 輕 舉 未 必 與 乎 天 眾 也 與 去 聲 參 
T52n2118_004:0813c18	與也)。	與 也 
T52n2118_004:0813c19	設與亦非聖也。敢以此道而擬於聖人乎。若	設 與 亦 非 聖 也 敢 以 此 道 而 擬 於 聖 人 乎 若 
T52n2118_004:0813c20	果以乘鸞跨鳳稱之為聖。則仲尼老聃不為	果 以 乘 鸞 跨 鳳 稱 之 為 聖 則 仲 尼 老 聃 不 為 
T52n2118_004:0813c21	聖也。夫聖者通也(夫聖人者一切通達也。非乘鸞跨鳳之稱也)。	聖 也 夫 聖 者 通 也 夫 聖 人 者 一 切 通 達 也 非 乘 鸞 跨 鳳 之 稱 也 
T52n2118_004:0813c22	凡者常也(凡常者尋常流俗也)。	凡 者 常 也 凡 常 者 尋 常 流 俗 也 
T52n2118_004:0813c23	寂然不動。感而遂通。變化無方。威靈莫測。	寂 然 不 動 感 而 遂 通 變 化 無 方 威 靈 莫 測 
T52n2118_004:0813c24	謂之為聖(繫辭云。寂然不動心之理也。感而遂通體之用也)。	謂 之 為 聖 繫 辭 云 寂 然 不 動 心 之 理 也 感 而 遂 通 體 之 用 也 
T52n2118_004:0813c25	懵然而生(謂生不知來處)。	懵 然 而 生 謂 生 不 知 來 處 
T52n2118_004:0813c26	惛然而死(謂死不知去處)。	惛 然 而 死 謂 死 不 知 去 處 
T52n2118_004:0814a01	營營於衣食(營營者。往來不已之貌。謂貪衣食之人也)。	營 營 於 衣 食 營 營 者 往 來 不 已 之 貌 謂 貪 衣 食 之 人 也 
T52n2118_004:0814a02	戚戚於名利(論語云君子坦蕩蕩小人常戚戚。憂慮不遂之貌。謂貪名貪利之人也)。	戚 戚 於 名 利 論 語 云 君 子 坦 蕩 蕩 小 人 常 戚 戚 憂 慮 不 遂 之 貌 謂 貪 名 貪 利 之 人 也 
T52n2118_004:0814a03	皆死皆生(世之常俗為貪名利衣食。皆在生死之中)。	皆 死 皆 生 世 之 常 俗 為 貪 名 利 衣 食 皆 在 生 死 之 中 
T52n2118_004:0814a04	常於生死(以生死為尋常之事)。	常 於 生 死 以 生 死 為 尋 常 之 事 
T52n2118_004:0814a05	謂之曰凡(由此謂之凡也)。	謂 之 曰 凡 由 此 謂 之 凡 也 
T52n2118_004:0814a06	且天人垂死。五衰相現而有破面之忿(因果經云。天人	且 天 人 垂 死 五 衰 相 現 而 有 破 面 之 忿 因 果 經 云 天 人 
T52n2118_004:0814a07	身淨。不受塵垢。有大光明。心常歡悅。無不適意。福盡之時。五衰相現。一華冠萎脫。二兩腋汗流。三不樂本座。四	身 淨 不 受 塵 垢 有 大 光 明 心 常 歡 悅 無 不 適 意 福 盡 之 時 五 衰 相 現 一 華 冠 萎 脫 二 兩 腋 汗 流 三 不 樂 本 座 四 
T52n2118_004:0814a08	眷屬離散。五身光自絕故破面之忿。謂煩惱忿怒現於面也)。	眷 屬 離 散 五 身 光 自 絕 故 破 面 之 忿 謂 煩 惱 忿 怒 現 於 面 也 
T52n2118_004:0814a09	皆謂之貪其名利而不易棄也(一切天人。皆因貪其天上之名利快	皆 謂 之 貪 其 名 利 而 不 易 棄 也 一 切 天 人 皆 因 貪 其 天 上 之 名 利 快 
T52n2118_004:0814a10	樂而不能容易棄捨也)。	樂 而 不 能 容 易 棄 捨 也 
T52n2118_004:0814a11	安得不為夫凡乎。嗚呼彼寡聞陋智者(禮記曰。獨學無	安 得 不 為 夫 凡 乎 嗚 呼 彼 寡 聞 陋 智 者 禮 記 曰 獨 學 無 
T52n2118_004:0814a12	友。則孤陋寡聞)。	友 則 孤 陋 寡 聞 
T52n2118_004:0814a13	統以上天所居之眾。例為聖者(若上天所居人眾。例為大聖人)。	統 以 上 天 所 居 之 眾 例 為 聖 者 若 上 天 所 居 人 眾 例 為 大 聖 人 
T52n2118_004:0814a14	而吾宗脫白小衲。莫不抵掌而嗤其謬也已	而 吾 宗 脫 白 小 衲 莫 不 抵 掌 而 嗤 其 謬 也 已 
T52n2118_004:0814a15	矣(我釋門中。纔脫去俗人白衣而初著緇衣者。無不拍手嗤咲為狂謬之譚也已)。	矣 我 釋 門 中 纔 脫 去 俗 人 白 衣 而 初 著 緇 衣 者 無 不 拍 手 嗤 咲 為 狂 謬 之 譚 也 已 
T52n2118_004:0814a16	先知第十七(此篇預明西域生佛。故曰先知)	先 知 第 十 七 此 篇 預 明 西 域 生 佛 故 曰 先 知 
T52n2118_004:0814a17	客曰。子之言佛。其道大矣。敢問漢夢以前。	客 曰 子 之 言 佛 其 道 大 矣 敢 問 漢 夢 以 前 
T52n2118_004:0814a18	還有知之者乎(漢明帝夢見金人飛入殿庭前。此曾有知西方有佛者也)。	還 有 知 之 者 乎 漢 明 帝 夢 見 金 人 飛 入 殿 庭 前 此 曾 有 知 西 方 有 佛 者 也 
T52n2118_004:0814a19	妙明曰。遼哉問也(遼者遠也)。	妙 明 曰 遼 哉 問 也 遼 者 遠 也 
T52n2118_004:0814a20	在昔周昭王甲寅二十四年四月八日。夜有	在 昔 周 昭 王 甲 寅 二 十 四 年 四 月 八 日 夜 有 
T52n2118_004:0814a21	大光明。來照殿庭。王問太史蘇由曰(太史通天象之官。	大 光 明 來 照 殿 庭 王 問 太 史 蘇 由 曰 太 史 通 天 象 之 官 
T52n2118_004:0814a22	蘇由姓名)。	蘇 由 姓 名 
T52n2118_004:0814a23	昨夜有光。來照殿庭。是何祥瑞。蘇由對曰。	昨 夜 有 光 來 照 殿 庭 是 何 祥 瑞 蘇 由 對 曰 
T52n2118_004:0814a24	西方有聖人生。此所現之靈瑞也。王曰。於國	西 方 有 聖 人 生 此 所 現 之 靈 瑞 也 王 曰 於 國 
T52n2118_004:0814a25	何如(於我國家。不知善惡何如)。	何 如 於 我 國 家 不 知 善 惡 何 如 
T52n2118_004:0814a26	由曰。即今無事。後一千年聲教被於此土	由 曰 即 今 無 事 後 一 千 年 聲 教 被 於 此 土 
T52n2118_004:0814a27	(由謂。一千年後所談經教流傳此土)。	 由 謂 一 千 年 後 所 談 經 教 流 傳 此 土 
T52n2118_004:0814b01	遂以此事。記勒諸石(彼時遂用此事載記勒石)。	遂 以 此 事 記 勒 諸 石 彼 時 遂 用 此 事 載 記 勒 石 
T52n2118_004:0814b02	埋於南郊(埋於祭天之南郊。以待驗)。	埋 於 南 郊 埋 於 祭 天 之 南 郊 以 待 驗 
T52n2118_004:0814b03	至後漢明帝甲子永平七年。僅千歲矣(僅纔也。緝事記	至 後 漢 明 帝 甲 子 永 平 七 年 僅 千 歲 矣 僅 纔 也 緝 事 記 
T52n2118_004:0814b04	永平四年辛酉。明帝夢佛。至戊辰十一年至此)。	永 平 四 年 辛 酉 明 帝 夢 佛 至 戊 辰 十 一 年 至 此 
T52n2118_004:0814b05	此先知之一也(已上所明。乃先知一也)。	此 先 知 之 一 也 已 上 所 明 乃 先 知 一 也 
T52n2118_004:0814b06	又周穆王壬申五十二年二月中。有白虹一	又 周 穆 王 壬 申 五 十 二 年 二 月 中 有 白 虹 一 
T52n2118_004:0814b07	十二道。南北貫通。連宵不滅(虹橋光也。其光相貫徹南北。日夜不滅)。	十 二 道 南 北 貫 通 連 宵 不 滅 虹 橋 光 也 其 光 相 貫 徹 南 北 日 夜 不 滅 
T52n2118_004:0814b08	王問太史扈多曰。是何瑞也。扈對曰。此西方	王 問 太 史 扈 多 曰 是 何 瑞 也 扈 對 曰 此 西 方 
T52n2118_004:0814b09	大聖人入滅所現相也(緝事記。穆王名滿。昭王之子。在位五十五年。壬申五	大 聖 人 入 滅 所 現 相 也 緝 事 記 穆 王 名 滿 昭 王 之 子 在 位 五 十 五 年 壬 申 五 
T52n2118_004:0814b10	十二年二月十五日世尊涅槃)。	十 二 年 二 月十五日 世 尊 涅 槃 
T52n2118_004:0814b11	王曰。吾常以此為患。今既滅矣。吾何患	王 曰 吾 常 以 此 為 患 今 既 滅 矣 吾 何 患 
T52n2118_004:0814b12	哉。扈多曰。王何必患。前代太史蘇由嘗誌勒	哉 扈 多 曰 王 何 必 患 前 代 太 史 蘇 由 嘗 誌 勒 
T52n2118_004:0814b13	于石曰。千年之後。聲教流被此土。方今七十	于 石 曰 千 年 之 後 聲 教 流 被 此 土 方 今 七 十 
T52n2118_004:0814b14	九年矣。王奚患哉。此先知之二也。商太宰問	九 年 矣 王 奚 患 哉 此 先 知 之 二 也 商 太 宰 問 
T52n2118_004:0814b15	孔子曰。夫子聖者歟(問孔子聖人歟)。	孔 子 曰 夫 子 聖 者 歟 問 孔 子 聖 人 歟 
T52n2118_004:0814b16	孔子曰。聖則丘何敢然(丘夫子名。何敢然者謙辭也)。	孔 子 曰 聖 則 丘 何 敢 然 丘 夫 子 名 何 敢 然 者 謙 辭 也 
T52n2118_004:0814b17	丘則博學多識者也。又曰。三王聖者歟。孔子	丘 則 博 學 多 識 者 也 又 曰 三 王 聖 者 歟 孔 子 
T52n2118_004:0814b18	曰。三王善任智勇者(善能任用智勇。以治世者也)。	曰 三 王 善 任 智 勇 者 善 能 任 用 智 勇 以 治 世 者 也 
T52n2118_004:0814b19	聖則丘不知(聖不聖丘不知也)。	聖 則 丘 不 知 聖 不 聖 丘 不 知 也 
T52n2118_004:0814b20	曰。五帝聖者歟。孔子曰。五帝善任仁義者(善能	曰 五 帝 聖 者 歟 孔 子 曰 五 帝 善 任 仁 義 者 善 能 
T52n2118_004:0814b21	任用仁義。以治天下)。	任 用 仁 義 以 治 天 下 
T52n2118_004:0814b22	聖則丘不知(聖不聖丘不知也)。	聖 則 丘 不 知 聖 不 聖 丘 不 知 也 
T52n2118_004:0814b23	曰。三皇聖者歟(伏羲神農軒轅)。	曰 三 皇 聖 者 歟 伏 羲 神 農 軒 轅 
T52n2118_004:0814b24	孔子曰。三皇善任因時者(善能任用因順於時)。	孔 子 曰 三 皇 善 任 因 時 者 善 能 任 用 因 順 於 時 
T52n2118_004:0814b25	聖則丘不知(聖不聖丘不知也)。	聖 則 丘 不 知 聖 不 聖 丘 不 知 也 
T52n2118_004:0814b26	商太宰大駭曰。然則孰為聖乎(太宰謂。三皇五帝三王皆非聖人孰	商 太 宰 大 駭 曰 然 則 孰 為 聖 乎 太 宰 謂 三 皇 五 帝 三 王 皆 非 聖 人 孰 
T52n2118_004:0814b27	為聖人乎。所以大驚駭也)。	為 聖 人 乎 所 以 大 驚 駭 也 
T52n2118_004:0814b28	孔子動容有間(動容者。默而心想。眉目動而形容之貌)。	孔 子 動 容 有 間 動 容 者 默 而 心 想 眉 目 動 而 形 容 之 貌 
T52n2118_004:0814c01	曰。西方有聖者焉。不治而不亂(此明如來無為之大端也。謂	曰 西 方 有 聖 者 焉 不 治 而 不 亂 此 明 如 來 無 為 之 大 端 也 謂 
T52n2118_004:0814c02	不以法度所治自不作亂也)。	不 以 法 度 所 治 自 不 作 亂 也 
T52n2118_004:0814c03	不言而自信(非言教勸化。而自敬信也)。	不 言 而 自 信 非 言 教 勸 化 而 自 敬 信 也 
T52n2118_004:0814c04	不化而自行(非教化。而自行其道也)。	不 化 而 自 行 非 教 化 而 自 行 其 道 也 
T52n2118_004:0814c05	蕩蕩乎民無能名焉(蕩蕩廣遠之貌。故如來之道妙。民不能稱名焉)。	蕩 蕩 乎 民 無 能 名 焉 蕩 蕩 廣 遠 之 貌 故 如 來 之 道 妙 民 不 能 稱 名 焉 
