X26n0575_001:0965c04	略移	略 移 
X26n0575_002:0988a01	諸佛&;慈心發弘願&;狐疑不信背了思&;	諸 佛 慈 心 發 弘 願 狐 疑 不 信 背 了 思 
X26n0575_002:0988a02	菩薩&;	菩 薩 
X26n0575_002:0988a03	祖師&;	祖 師 
X26n0575_002:0988a04	護善遮惡&;難酬報&;謬誦此經墮沉淪&;	護 善 遮 惡 難 酬 報 謬 誦 此 經 墮 沉 淪 
X26n0575_002:0988a05	棄恩背德&;	棄 恩 背 德 
X26n0575_002:0988a06	粉骨碎身&;	粉 骨 碎 身 
X26n0575_002:0988a07	波羅揭諦者。到空無所空是也。仙師云。既無所空徹	波 羅 揭 諦 者 到 空 無 所 空 是 也 仙 師 云 既 無 所 空 徹 
X26n0575_002:0988a08	底淨。虎眼禪師云。不識亦空著所空。若是既無所空。	底 淨 虎 眼 禪 師 云 不 識 亦 空 著 所 空 若 是 既 無 所 空 
X26n0575_002:0988a09	得到彼岸。若到彼岸。其彼岸。亦須離而再進。古云。百	得 到 彼 岸 若 到 彼 岸 其 彼 岸 亦 須 離 而 再 進 古 云 百 
X26n0575_002:0988a10	尺竿頭進一步。諸佛菩薩現全身。且道是箇甚麼物。	尺 竿 頭 進 一 步 諸佛菩薩 現 全 身 且 道 是 箇 甚 麼 物 
X26n0575_002:0988a11	○認得麼。他也轉。你也轉。對著面尋不見。若得見成	 認 得 麼 他 也 轉 你 也 轉 對 著 面 尋 不 見 若 得 見 成 
X26n0575_002:0988a12	一片。	一 片 
X26n0575_002:0988a13	　波羅揭諦復重徵　　寸心不昧見金容	 波 羅 揭 諦 復 重 徵 寸 心 不 昧 見 金 容 
X26n0575_002:0988a14	　觸目對揚真般若　　山河全露法王身	 觸 目 對 揚 真 般 若 山 河 全 露 法 王 身 
X26n0575_002:0988a15	十方照徹&;&;華藏世界&;&;	十 方 照 徹 華藏世界 
X26n0575_002:0988a16	百草頭邊&;&;翠竹黃華&;我現身&;	百 草 頭 邊 翠 竹 黃 華 我 現 身 
X26n0575_002:0988a17	多寶佛塔&;&;無縫寶塔&;&;	多 寶 佛 塔 無 縫 寶 塔 
X26n0575_002:0988a18	淨土就是&;本來面&;西方就是&;本來人&;	淨 土 就 是 本 來 面 西 方 就 是 本 來 人 
X26n0575_002:0988a19	極樂就是&;&;家鄉就是&;&;	極 樂 就 是 家 鄉 就 是 
X26n0575_002:0988a20	安身就是&;&;立命就是&;&;	安 身 就 是 立 命 就 是 
X26n0575_002:0988a21	不生不滅&;本來面&;不垢不淨&;本來人&;	不生不滅 本 來 面 不垢不淨 本 來 人 
X26n0575_002:0988a22	不增不減&;&;無量壽佛&;&;	不增不減 無 量 壽 佛 
X26n0575_002:0988a23	　這些便是假名號　　除了假名得縱橫	 這 些 便 是 假 名 號 除 了 假 名 得 縱 橫 
X26n0575_002:0988a24	　豁開透地通天眼　　眼目就是本來人	 豁 開 透 地 通 天 眼 眼 目 就 是 本 來 人 
X26n0575_002:0988b01	金剛寶劒&;本來面&;能掃萬法&;本來人&;	金 剛 寶 劒 本 來 面 能 掃 萬 法 本 來 人 
X26n0575_002:0988b02	真經就是&;無字就是&;	真 經 就 是 無 字 就 是 
X26n0575_002:0988b03	本來面目無名號&;無名就是&;	本 來 面 目 無 名 號 無 名 就 是 
X26n0575_002:0988b04	還見四句親切處&;四句原是&;	還 見 四 句 親 切 處 四 句 原 是 
X26n0575_002:0988b05	　本來面目無四句　　萬法歸一無二門	 本 來 面 目 無 四 句 萬 法 歸 一 無 二 門 
X26n0575_002:0988b06	　一切萬物心變化　　本無一物得安寧	 一 切 萬 物 心 變 化 本 無 一 物 得 安 寧 
X26n0575_002:0988b07	波羅僧揭諦者。是諸佛清淨境界也。五慾塵勞染污	波 羅 僧 揭 諦 者 是 諸 佛 清 淨 境 界 也 五 慾 塵 勞 染 污 
X26n0575_002:0988b08	不得。如仙佛慈愍眾生。隨機應化。救度群迷。在異類	不 得 如 仙 佛 慈 愍 眾 生 隨 機 應 化 救 度 群 迷 在 異 類 
X26n0575_002:0988b09	中。真假不辨。凡聖同居。逆行順行。不能測量。如月在	中 真 假 不 辨 凡 聖 同 居 逆 行 順 行 不 能 測 量 如 月 在 
X26n0575_002:0988b10	水。應現千江。本是一月普攝。豈有二也。故經云。合光	水 應 現 千 江 本 是 一 月 普 攝 豈 有 二 也 故 經 云 合 光 
X26n0575_002:0988b11	塵不染。三界獨為尊。清淨境界沒思量。不染纖塵是	塵 不 染 三 界 獨 為 尊 清 淨 境 界 沒 思 量 不 染 纖 塵 是 
X26n0575_002:0988b12	道場。試觀十五三更月。影現千江百不妨。	道 場 試 觀 十 五 三 更 月 影 現 千 江 百 不 妨 
X26n0575_002:0988b13	波羅僧揭&;盡解脫&;今日學好&;業消磨&;	波 羅 僧 揭 盡 解 脫 今 日 學 好 業 消 磨 
X26n0575_002:0988b14	廣行方便&;多積陰隲&;	廣 行 方 便 多 積 陰 隲 
X26n0575_002:0988b15	公道平等&;常懷仁義&;	公 道 平 等 常 懷 仁 義 
X26n0575_002:0988b16	聽其天命&;迴頭訪賢&;	聽 其 天 命 迴 頭 訪 賢 
X26n0575_002:0988b17	修心養性&;悟入玄門&;	修 心 養 性 悟 入 玄 門 
X26n0575_002:0988b18	敬奉朝延&;遵守法度&;	敬 奉 朝 延 遵 守 法 度 
X26n0575_002:0988b19	孝順爺娘&;和陸鄉親&;	孝 順 爺 娘 和 陸 鄉 親 
X26n0575_002:0988b20	存心忍耐&;凡事儘讓&;	存 心 忍 耐 凡 事 儘 讓 
X26n0575_002:0988b21	弟兄和美&;安分守己&;	弟 兄 和 美 安 分 守 己 
X26n0575_002:0988b22	守真志滿&;不殺生靈&;	守 真 志 滿 不 殺 生 靈 
X26n0575_002:0988b23	齊戒久遠&;不退道心&;	齊 戒 久 遠 不 退 道 心 
X26n0575_002:0988b24	菩提薩婆訶者。菩提為初。薩婆訶是末。且修行人起	菩 提 薩 婆 訶 者 菩 提 為 初 薩 婆 訶 是 末 且 修 行 人 起 
X26n0575_002:0988c01	初先須發菩提心。勇猛精進。日夜為道。古云。道念若	初 先 須 發菩提心 勇猛精進 日 夜 為 道 古 云 道 念 若 
X26n0575_002:0988c02	還比雜念。成仙作佛已多時。只是學人不肯驀直便	還 比 雜 念 成 仙 作 佛 已 多 時 只 是 學 人 不 肯 驀 直 便 
X26n0575_002:0988c03	行。三心二意故不能到。仙師云。數他堠子却不行。口	行 三 心 二 意 故 不 能 到 仙 師 云 數 他 堠 子 却 不 行 口 
X26n0575_002:0988c04	念長安心不徹。若是有志底人。一刀兩段修道學佛。	念 長 安 心 不 徹 若 是 有 志 底 人 一 刀 兩 段 修 道 學 佛 
X26n0575_002:0988c05	更無退轉。久守不怠。忽然悟道達本性空。即得菩提。	更 無 退 轉 久 守 不 怠 忽 然 悟 道 達 本 性 空 即 得 菩 提 
X26n0575_002:0988c06	超出三界。了無所了。得無所得。蕩然清淨。則到極樂	超出三界 了 無 所 了 得 無 所 得 蕩 然 清 淨 則 到 極 樂 
X26n0575_002:0988c07	之所。受用無盡。故曰薩婆訶。且道行到甚地面。是徹	之 所 受 用 無 盡 故 曰 薩 婆 訶 且 道 行 到 甚 地 面 是 徹 
X26n0575_002:0988c08	頭處。水窮山處盡。寸草不生時。省得麼。先發菩提一	頭 處 水 窮 山 處 盡 寸 草 不 生 時 省 得 麼 先 發 菩 提 一 
X26n0575_002:0988c09	片心。次教萬慮不相侵。直教鑽透虗空髓。拔出從前	片 心 次 教 萬 慮 不 相 侵 直 教 鑽 透 虗 空 髓 拔 出 從 前 
X26n0575_002:0988c10	治病針。	治 病 針 
X26n0575_002:0988c11	　菩提發心初開華　　薩婆結果甚堪誇	 菩 提 發 心 初 開 華 薩 婆 結 果 甚 堪 誇 
X26n0575_002:0988c12	　滿盤拖出舍利子　　箇箇天生瑞氣發	 滿 盤 拖 出 舍 利 子 箇 箇 天 生 瑞 氣 發 
X26n0575_002:0988c13	　牟尼清淨離凡世　　神機威力越塵剎	 牟 尼 清 淨 離 凡 世 神 機 威 力 越 塵 剎 
X26n0575_002:0988c14	　祖居元是無相國	 祖 居 元 是 無 相 國 
X26n0575_002:0988c15	諸佛&;行行先結果&;歸家入會赴龍華&;	諸 佛 行 行 先 結 果 歸 家 入 會 赴 龍 華 
X26n0575_002:0988c16	菩薩&;	菩 薩 
X26n0575_002:0988c17	祖師&;	祖 師 
X26n0575_002:0988c18	聖賢&;	聖 賢 
X26n0575_002:0988c19	上人&;	上 人 
X26n0575_002:0988c20	報恩&;	報 恩 
X26n0575_002:0988c21	知因&;	知 因 
X26n0575_002:0988c22	僧尼&;	僧 尼 
X26n0575_002:0988c23	男女&;	男 女 
X26n0575_002:0988c24	惡人&;	惡 人 
X26n0575_002:0989a01	善人&;	善 人 
X26n0575_002:0989a02	學好行行&;先結果&;歸家入會赴龍華&;	學 好 行 行 先 結 果 歸 家 入 會 赴 龍 華 
X26n0575_002:0989a03	經商行行&;	經 商 行 行 
X26n0575_002:0989a04	念佛行行&;	念 佛 行 行 
X26n0575_002:0989a05	誦經行行&;	誦 經 行 行 
X26n0575_002:0989a06	知根達本&;	知 根 達 本 
X26n0575_002:0989a07	參透無法&;	參 透 無 法 
X26n0575_002:0989a08	心經註解。三教言談。妙義無物安。撥開萬法。直指單	心 經 註 解 三 教 言 談 妙 義 無 物 安 撥 開 萬 法 直 指 單 
X26n0575_002:0989a09	傳。明心見性。返本還源。不離方寸。法身廣無邊。	傳 明 心 見 性 返 本 還 源 不 離 方 寸 法 身 廣 無 邊 
X26n0575_002:0989a10	註經已畢更留一篇。請晚學同志。詳覽研窮。	註 經 已 畢 更 留 一 篇 請 晚 學 同 志 詳 覽 研 窮 
X26n0575_002:0989a11	　修行且要自分明　　莫把身心枉用工	 修 行 且 要 自 分 明 莫 把 身 心 枉 用 工 
X26n0575_002:0989a12	　平生若不洗心地　　坐斷山根總是空	 平 生 若 不 洗 心 地 坐 斷 山 根 總 是 空 
X26n0575_002:0989a13	　是心是法心是佛　　是佛是法佛是心	 是 心 是 法 心 是 佛 是 佛 是 法 佛 是 心 
X26n0575_002:0989a14	　天堂地獄由心造　　萬法不出主人公	 天 堂 地 獄 由 心 造 萬 法 不 出 主 人 公 
X26n0575_002:0989a15	　凡不減退聖不增　　分明八兩是半斤	 凡 不 減 退 聖 不 增 分 明 八 兩 是 半 斤 
X26n0575_002:0989a16	　堂前無草休掃地　　鏡上無塵莫用工	 堂 前 無 草 休 掃 地 鏡 上 無 塵 莫 用 工 
X26n0575_002:0989a17	　有人會得真實意　　休去他方問別人	 有 人 會 得 真 實 意 休 去 他 方 問 別 人 
X26n0575_002:0989a18	祖師心性訣。證盟功德云。一切罪業根。即是由心造。	祖 師 心 性 訣 證 盟 功 德 云 一 切 罪 業 根 即 是 由 心 造 
X26n0575_002:0989a19	學道不修性。萬年無究竟。通看世上人。幾箇分邪正。	學 道 不 修 性 萬 年 無 究 竟 通 看 世 上 人 幾 箇 分 邪 正 
X26n0575_002:0989a20	口即說無為。心裏懷詛侫。不信真空法。執著修持行。	口 即 說 無 為 心 裏 懷 詛 侫 不 信 真 空 法 執 著 修 持 行 
X26n0575_002:0989a21	欲成聖賢身。先去貪嗔病。說心不識心。說性不識性。	欲 成 聖 賢 身 先 去 貪 嗔 病 說 心 不 識 心 說 性 不 識 性 
X26n0575_002:0989a22	假使共商量。舉意要爭競。為勸善緣人。堅心須諦聽。	假 使 共 商 量 舉 意 要 爭 競 為 勸 善 緣 人 堅 心 須 諦 聽 
X26n0575_002:0989a23	念却五車書。不如修心性。性是真空心。心是妙覺性。	念 却 五 車 書 不 如 修 心 性 性 是 真 空 心 心 是 妙 覺 性 
X26n0575_002:0989a24	妙性與空心。本性元清淨。清淨無人我。人我豈識性。	妙 性 與 空 心 本 性 元 清 淨 清 淨 無 人 我 人 我 豈 識 性 
X26n0575_002:0989b01	思量四大色身。幾箇得知來去。從根至本思量。實即	思 量 四 大 色 身 幾 箇 得 知 來 去 從 根 至 本 思 量 實 即 
X26n0575_002:0989b02	令人思慮。來即隨緣而來。去即隨緣而去。死即四大	令 人 思 慮 來 即 隨 緣 而 來 去 即 隨 緣 而 去 死 即 四 大 
X26n0575_002:0989b03	分張。生即依前積聚。積聚地水火風。輪迴生來死去。	分 張 生 即 依 前 積 聚 積 聚 地水火風 輪 迴 生 來 死 去 
X26n0575_002:0989b04	修心漸近真空。平等名為甘露。若能迴換身心。便是	修 心 漸 近 真 空 平 等 名 為 甘 露 若 能 迴 換 身 心 便 是 
X26n0575_002:0989b05	修行門戶。思量上古先賢。盡是從迷入悟。依隨道德	修 行 門 戶 思 量 上 古 先 賢 盡 是 從 迷 入 悟 依 隨 道 德 
X26n0575_002:0989b06	為師。瞻仰虔誠父母。痴心若入輪迴。永無生天道路。	為 師 瞻 仰 虔 誠 父 母 痴 心 若 入 輪 迴 永 無 生 天 道 路 
X26n0575_002:0989b07	真智微妙真空。更不迴頭譬喻。心中自有真佛。尋覔	真 智 微 妙 真 空 更 不 迴 頭 譬 喻 心 中 自 有 真 佛 尋 覔 
X26n0575_002:0989b08	何須遠去。其間言語是誰。行步是誰行步。耳內誰聽	何 須 遠 去 其 間 言 語 是 誰 行 步 是 誰 行 步 耳 內 誰 聽 
X26n0575_002:0989b09	音聲。眼內是誰觀覷。鼻內誰嗅誰香。口裏誰分甜苦。	音 聲 眼 內 是 誰 觀 覷 鼻 內 誰 嗅 誰 香 口 裏 誰 分 甜 苦 
X26n0575_002:0989b10	是誰愛衣羨食。阿誰嫌貧戀富。行住坐臥由誰。靈性	是 誰 愛 衣 羨 食 阿 誰 嫌 貧 戀 富 行住坐臥 由 誰 靈 性 
X26n0575_002:0989b11	溫柔四句。色身即是舍房。五眼廳堂門戶。若能不壞	溫 柔 四 句 色 身 即 是 舍 房 五 眼 廳 堂 門 戶 若 能 不 壞 
X26n0575_002:0989b12	不崩。我即中間且住。安樂無害無灾。是我神明防護。	不 崩 我 即 中 間 且 住 安 樂 無 害 無 灾 是 我 神 明 防 護 
X26n0575_002:0989b13	有我早道僂儸。無我便無憑據。聞得如是強徤。勸汝	有 我 早 道 僂 儸 無 我 便 無 憑 據 聞 得 如 是 強 徤 勸 汝 
X26n0575_002:0989b14	早須省悟。思量四大色身。實為不能堅固。須是自己	早 須 省 悟 思 量 四 大 色 身 實 為 不 能 堅 固 須 是 自 己 
X26n0575_002:0989b15	勤修。道即從師而悟。佛即不度眾生。究竟眾生自度。	勤 修 道 即 從 師 而 悟 佛 即 不 度 眾 生 究 竟 眾 生 自 度 
X26n0575_002:0989b16	人生向死便死。死後知歸何處。四大當下分張。骨肉	人 生 向 死 便 死 死 後 知 歸 何 處 四 大 當 下 分 張 骨 肉 
X26n0575_002:0989b17	化為泥土。聞我未去中間。便好修心覺悟。覺取真空	化 為 泥 土 聞 我 未 去 中 間 便 好 修 心 覺 悟 覺 取 真 空 
X26n0575_002:0989b18	妙道。更莫輪迴受苦。若能得知本源。性是西方佛祖。	妙 道 更 莫 輪 迴 受 苦 若 能 得 知 本 源 性 是 西 方 佛 祖 
X26n0575_002:0989b19	　妙法源流古至今　　眾生自染受諸塵	 妙 法 源 流 古 至 今 眾 生 自 染 受 諸 塵 
X26n0575_002:0989b20	　修善若無出世法　　枉念彌陀過一生	 修 善 若 無 出 世 法 枉 念 彌 陀 過 一 生 
X26n0575_002:0989b21	　天上天下無物比　　包天裹地獨為尊	 天 上 天 下 無 物 比 包 天 裹 地 獨 為 尊 
X26n0575_002:0989b22	　不是聰明伶俐漢　　愚痴眾生不得惺	 不 是 聰 明 伶 俐 漢 愚 痴 眾 生 不 得 惺 
X26n0575_002:0989b23	　法寶傳流救十方　　佛言佛語細參詳	 法 寶 傳 流 救 十 方 佛 言 佛 語 細 參 詳 
X26n0575_002:0989b24	　救度大眾皈淨土　　休入陰司受恓惶	 救 度 大 眾 皈 淨 土 休 入 陰 司 受 恓 惶 
X26n0575_002:0989c01	　人身得處最為難　　莫把浮生當等閑	 人 身 得 處 最 為 難 莫 把 浮 生 當 等 閑 
X26n0575_002:0989c02	　須藉心經三昧力　　直教打破死生關	 須 藉 心 經 三 昧 力 直 教 打 破 死 生 關 
X26n0575_002:0989c03	又曰心經者。是諸佛之骨髓。菩薩之命脉。祖師之大	又 曰 心 經 者 是 諸 佛 之 骨 髓 菩 薩 之 命 脉 祖 師 之 大 
X26n0575_002:0989c04	義。三教之道理。修行之門戶。萬物之根基。一切法中	義 三 教 之 道 理 修 行 之 門 戶 萬 物 之 根 基 一 切 法 中 
X26n0575_002:0989c05	之王。藏經之母。人能虔誠念此心經。勝看一覽大藏。	之 王 藏 經 之 母 人 能 虔 誠 念 此 心 經 勝 看 一 覽 大 藏 
X26n0575_002:0989c06	解其義者。超生越死。兔地獄。脫輪迴。皈本源。入無為。	解 其 義 者 超 生 越 死 兔 地 獄 脫 輪 迴 皈 本 源 入 無 為 
X26n0575_002:0989c07	譬喻天平真假相對。不錯毫釐。明心見性。真實不虗。	譬 喻 天 平 真 假 相 對 不 錯 毫 釐 明 心 見 性 真 實 不 虗 
X26n0575_002:0989c08	　上和下睦心中處　　左達右對自心呈	 上 和 下 睦 心 中 處 左 達 右 對 自 心 呈 
X26n0575_002:0989c09	　前瞻後視心中盻　　應遍十方自心明	 前 瞻 後 視 心 中 盻 應 遍 十 方 自 心 明 
X26n0575_002:0989c10	　腔裏無物神通現　　斯即涅槃心非心	 腔 裏 無 物 神 通 現 斯 即 涅 槃 心 非 心 
X26n0575_002:0989c11	　這是吾師傳妙法　　餘外並無一點情	 這 是 吾 師 傳 妙 法 餘 外 並 無 一 點 情 
X26n0575_002:0989c12	老君曰。若夫修道。先觀其心。心為神主。動靜從心。心	老 君 曰 若 夫 修 道 先 觀 其 心 心 為 神 主 動 靜 從 心 心 
X26n0575_002:0989c13	動無靜。不動了真。心為禍本。心為道宗。不動不靜。無	動 無 靜 不 動 了 真 心 為 禍 本 心 為 道 宗 不 動 不 靜 無 
X26n0575_002:0989c14	想無存。無心無動。有動從心。了心真性。了性真心。心	想 無 存 無 心 無 動 有 動 從 心 了 心 真 性 了 性 真 心 心 
X26n0575_002:0989c15	無所住。住無所心。了無執住。無執轉真。空無空處。空	無 所 住 住 無 所 心 了 無 執 住 無 執 轉 真 空 無 空 處 空 
X26n0575_002:0989c16	處了真。五從無量劫來。觀心得道。乃至虗無。有何所	處 了 真 五 從 無 量 劫 來 觀 心 得 道 乃 至 虗 無 有 何 所 
X26n0575_002:0989c17	得。為諸眾生。強名得道。吾觀眾生。不了其心。徒勞浩	得 為 諸 眾 生 強 名 得 道 吾 觀 眾 生 不 了 其 心 徒 勞 浩 
X26n0575_002:0989c18	劫。虗役其神。於心無了。永劫沉淪。依吾經教。逍遙抱	劫 虗 役 其 神 於 心 無 了 永 劫 沉 淪 依 吾 經 教 逍 遙 抱 
X26n0575_002:0989c19	真。	真 
X26n0575_002:0989c20	　釋迦七七表此義　　三十三代無別因	 釋 迦 七 七 表 此 義 三 十 三 代 無 別 因 
X26n0575_002:0989c21	　六祖以後無接續　　廣傳雜念當修行	 六 祖 以 後 無 接 續 廣 傳 雜 念 當 修 行 
X26n0575_002:0989c22	　不明心性非道理　　我師苦行直搜根	 不 明 心 性 非 道 理 我 師 苦 行 直 搜 根 
X26n0575_002:0989c23	　參透虗空不放捨　　劈破玄門針對針	 參 透 虗 空 不 放 捨 劈 破 玄 門 針 對 針 
X26n0575_002:0989c24	　初立世界佛掌教　　毗婆尸佛早留心	 初 立 世 界 佛 掌 教 毗 婆 尸 佛 早 留 心 
X26n0575_002:0990a01	　直至如今不得妙　　吾乃杳冥續慧燈	 直 至 如 今 不 得 妙 吾 乃 杳 冥 續 慧 燈 
X26n0575_002:0990a02	　慧燈不滅魔難入　　智鏡常明夢不侵	 慧 燈 不 滅 魔 難 入 智 鏡 常 明 夢 不 侵 
