X88n1646_001:0180a04	 居士傳序	 居 士 傳 序 
X88n1646_044:0264a18	戮。而諸受害之倫又不能覺知自性。起容受想。起平	戮 而 諸 受 害 之 倫 又 不 能 覺 知 自 性 起 容 受 想 起 平 
X88n1646_044:0264a19	等想。起慈憫想。於是欺者還欺。虐者還虐。屠戮者還	等 想 起 慈 憫 想 於 是 欺 者 還 欺 虐 者 還 虐 屠 戮 者 還 
X88n1646_044:0264a20	屠戮。合千百劫怨讐報施之慘禍。聖人大悲覺體了	屠 戮 合 千 百 劫 怨 讐 報 施 之 慘 禍 聖 人 大 悲 覺 體 了 
X88n1646_044:0264a21	了盡知盡見。譬如祖父見子孫殘殺無已。安能禁其	了 盡 知 盡 見 譬 如 祖 父 見 子 孫 殘 殺 無 已 安 能 禁 其 
X88n1646_044:0264a22	焦腸輪轉乎。是故聖人或以王法明吉凶之影響。或	焦 腸 輪 轉 乎 是 故 聖 人 或 以 王 法 明 吉 凶 之 影 響 或 
X88n1646_044:0264a23	以天網昭禍福之不漏。或以三世因緣決因果之不	以 天 網 昭 禍 福 之 不 漏 或 以 三 世 因 緣 決 因 果 之 不 
X88n1646_044:0264a24	昧。燦然明備矣。然憂世之君子。惟恐眾生聾聵易安。	昧 燦 然 明 備 矣 然 憂 世 之 君 子 惟 恐 眾 生 聾 聵 易 安 
X88n1646_044:0264b01	猶必隨其見之所到時有著述。而吾友小有起而輯	猶 必 隨 其 見 之 所 到 時 有 著 述 而 吾 友 小 有 起 而 輯 
X88n1646_044:0264b02	其大成。曰廣仁品。小有慧根深厚一腔愷悌。先有仁	其 大 成 曰 廣 仁 品 小 有 慧 根 深 厚 一 腔 愷 悌 先 有 仁 
X88n1646_044:0264b03	品行世。本以妙生戒殺為宗。自後但見忠孝慈廉之	品 行 世 本 以 妙 生 戒 殺 為 宗 自 後 但 見 忠 孝 慈 廉 之 
X88n1646_044:0264b04	事。則曰此其生機之布護也。但見貪饕淫縱之事。則	事 則 曰 此 其 生 機 之 布 護 也 但 見 貪 饕 淫 縱 之 事 則 
X88n1646_044:0264b05	曰此其殺機之橫流也。而廣仁品又因以出焉。向使	曰 此 其 殺 機 之 橫 流 也 而 廣 仁 品 又 因 以 出 焉 向 使 
X88n1646_044:0264b06	小有非二十年至靜中討求。恍然得法界往來之路。	小 有 非 二 十 年 至 靜 中 討 求 恍 然 得 法 界 往 來 之 路 
X88n1646_044:0264b07	何以為眾生之心如此。其焦腸輪轉乎宜之。他所著	何 以 為 眾 生 之 心 如 此 其 焦 腸 輪 轉 乎 宜 之 他 所 著 
X88n1646_044:0264b08	有蓮華世界書．如來香頻迦音等書刻行於世。甞自	有 蓮 華 世 界 書 如 來 香 頻 迦 音 等 書 刻 行 於 世 甞 自 
X88n1646_044:0264b09	營生壙。旋捨之棲霞寺中。遺言死後必用茶毗法。臨	營 生 壙 旋 捨 之 棲 霞 寺 中 遺 言 死 後 必 用 茶 毗 法 臨 
X88n1646_044:0264b10	終現諸瑞相。正念而逝(金剛持驗記．淨土晨鐘．廣仁品序)。	終 現 諸 瑞 相 正 念 而 逝 金 剛 持 驗 記 淨 土 晨 鐘 廣 仁 品 序 
X88n1646_044:0264b11	瞿元立名汝稷。蘇州常熟人。以父文懿公蔭為官。歷	瞿 元 立 名 汝 稷 蘇 州 常 熟 人 以 父 文 懿 公 蔭 為 官 歷 
X88n1646_044:0264b12	黃州知府。徙邵武。再守辰州。遷長蘆鹽運使。其在官	黃 州 知 府 徙 邵 武 再 守 辰 州 遷 長 蘆 鹽 運 使 其 在 官 
X88n1646_044:0264b13	以名節自厲。清望歸之。以太僕少卿致仕歸。元立受	以 名 節 自 厲 清 望 歸 之 以 太 僕 少 卿 致 仕 歸 元 立 受 
X88n1646_044:0264b14	業於管東溟。學通內外。尤盡心於佛法。時徑山刻大	業 於 管 東 溟 學 通 內 外 尤 盡 心 於 佛 法 時 徑 山 刻 大 
X88n1646_044:0264b15	藏。元立為文導諸眾信。破除異論。其言曰。世之誕佛	藏 元 立 為 文 導 諸 眾 信 破 除 異 論 其 言 曰 世 之 誕 佛 
X88n1646_044:0264b16	者皆比於范縝之神滅也。而神滅非聖人所立教也。	者 皆 比 於 范 縝 之 神 滅 也 而 神 滅 非 聖 人 所 立 教 也 
X88n1646_044:0264b17	夫神也者。妙萬物而為言者也。即心也。即道也。範圍	夫 神 也 者 妙 萬 物 而 為 言 者 也 即 心 也 即 道 也 範 圍 
X88n1646_044:0264b18	天地。曲成萬物。聖人所以參贊化育者也。是豈形之	天 地 曲 成 萬 物 聖 人 所 以 參 贊 化 育 者 也 是 豈 形 之 
X88n1646_044:0264b19	所及也。唯聖人為能窮神。而庸愚固未甞亡。特不知	所 及 也 唯 聖 人 為 能 窮 神 而 庸 愚 固 未 甞 亡 特 不 知 
X88n1646_044:0264b20	其即道耳。故曰百姓日用而不知。不知則一狥於形。	其 即 道 耳 故 曰 百 姓 日 用 而 不 知 不 知 則 一 狥 於 形 
X88n1646_044:0264b21	於是遺範圍天地之廣大而自局。棄曲成萬物之微	於 是 遺 範 圍 天 地 之 廣 大 而 自 局 棄 曲 成 萬 物 之 微 
X88n1646_044:0264b22	妙而自穢。終日役役不過耳目口腹。聖人愍焉。故喻	妙 而 自 穢 終 日 役 役 不 過 耳 目 口 腹 聖 人 愍 焉 故 喻 
X88n1646_044:0264b23	之曰形而上者謂之道。形而下者謂之器。謂之道。復	之 曰 形 而 上 者 謂 之 道 形 而 下 者 謂 之 器 謂 之 道 復 
X88n1646_044:0264b24	慮人之自畫。而高遠之謂非己所及也。故曰利用出	慮 人 之 自 畫 而 高 遠 之 謂 非 己 所 及 也 故 曰 利 用 出 
X88n1646_044:0264c01	入民咸用之謂之神。堯之所以堯窮此神也。桀之所	入 民 咸 用 之 謂 之 神 堯 之 所 以 堯 窮 此 神 也 桀 之 所 
X88n1646_044:0264c02	以桀昧此神也。是神者遡之無始。推之無終。豈形生	以 桀 昧 此 神 也 是 神 者 遡 之 無 始 推 之 無 終 豈 形 生 
X88n1646_044:0264c03	而始生。形滅而隨滅哉。形有盡而神無窮。故曰原始	而 始 生 形 滅 而 隨 滅 哉 形 有 盡 而 神 無 窮 故 曰 原 始 
X88n1646_044:0264c04	反終。故知死生之說精氣為物。游魂為變。是故知鬼	反 終 故 知 死 生 之 說 精 氣 為 物 游 魂 為 變 是 故 知 鬼 
X88n1646_044:0264c05	神之情狀。而縝之言曰。形即神也。神即形也。形生而	神 之 情 狀 而 縝 之 言 曰 形 即 神 也 神 即 形 也 形 生 而 
X88n1646_044:0264c06	神生。形滅而神滅。藉如縝言。操則存者存形與舍。則	神 生 形 滅 而 神 滅 藉 如 縝 言 操 則 存 者 存 形 與 舍 則 
X88n1646_044:0264c07	亡者形亡。與出入無時莫知其鄉。百髓九竅六臟誰	亡 者 形 亡 與 出 入 無 時 莫 知 其 鄉 百 髓 九 竅 六 臟 誰 
X88n1646_044:0264c08	為然與。心不在焉。視而不見。夢說築巖。豈目所矚。處	為 然 與 心 不 在 焉 視 而 不 見 夢 說 築 巖 豈 目 所 矚 處 
X88n1646_044:0264c09	今而憶昔。在吳而知越。何形之能然。縝亦不思甚矣。	今 而 憶 昔 在 吳 而 知 越 何 形 之 能 然 縝 亦 不 思 甚 矣 
X88n1646_044:0264c10	縝之言。使人重形而遺神。淪胥以溺者也。謂形即神。	縝 之 言 使 人 重 形 而 遺 神 淪 胥 以 溺 者 也 謂 形 即 神 
X88n1646_044:0264c11	則舍形無我。舍形無我則凡形之所欲皆我之所欲。	則 舍 形 無 我 舍 形 無 我 則 凡 形 之 所 欲 皆 我 之 所 欲 
X88n1646_044:0264c12	而以禮義維之。是強也。是外鑠也。神不滅而謂滅。則	而 以 禮 義 維 之 是 強 也 是 外 鑠 也 神 不 滅 而 謂 滅 則 
X88n1646_044:0264c13	堯桀均盡。顏跖均生。均生則縱逸者自適。均盡則好	堯 桀 均 盡 顏 跖 均 生 均 生 則 縱 逸 者 自 適 均 盡 則 好 
X88n1646_044:0264c14	修者徒勞。於是示之以餘慶。戒之以百殃。則見以為	修 者 徒 勞 於 是 示 之 以 餘 慶 戒 之 以 百 殃 則 見 以 為 
X88n1646_044:0264c15	茫昧而難徵也。揭之以仁義。則以為仁義攖人心。揭	茫 昧 而 難 徵 也 揭 之 以 仁 義 則 以 為 仁 義 攖 人 心 揭 
X88n1646_044:0264c16	之以性善。則以為性惡。則以為善惡混幾何。其能信	之 以 性 善 則 以 為 性 惡 則 以 為 善 惡 混 幾 何 其 能 信 
X88n1646_044:0264c17	之。於是聿皇得喪徽纏。貪毒惡積而不可掩。罪大而	之 於 是 聿 皇 得 喪 徽 纏 貪 毒 惡 積 而 不 可 掩 罪 大 而 
X88n1646_044:0264c18	不可解。沉瀹昏衢莫能自出。旋復流浪為苦無已。如	不 可 解 沉 瀹 昏 衢 莫 能 自 出 旋 復 流 浪 為 苦 無 已 如 
X88n1646_044:0264c19	來智入三世。圓應眾機。五時說法。海墨不可勝紀。其	來 智 入 三 世 圓 應 眾 機 五 時 說 法 海 墨 不 可 勝 紀 其 
X88n1646_044:0264c20	流入震旦者。纔海墨之一滴。是為今一大藏。其語報	流 入 震 旦 者 纔 海 墨 之 一 滴 是 為 今 一 大 藏 其 語 報 
X88n1646_044:0264c21	則徵之三世。其語性則盡之妙覺。知三世之報則堯	則 徵 之 三 世 其 語 性 則 盡 之 妙 覺 知 三 世 之 報 則 堯 
X88n1646_044:0264c22	桀不均盡。知性覺之妙則性善無所疑。故下焉者得	桀 不 均 盡 知 性 覺 之 妙 則 性 善 無 所 疑 故 下 焉 者 得 
X88n1646_044:0264c23	其說必惕於三世之報。惡不俟懲而革。善不俟勸而	其 說 必 惕 於 三 世 之 報 惡 不 俟 懲 而 革 善 不 俟 勸 而 
X88n1646_044:0264c24	行矣。上焉者得其說。則妙契性善之真。居仁由義若	行 矣 上 焉 者 得 其 說 則 妙 契 性 善 之 真 居 仁 由 義 若 
X88n1646_044:0265a01	耳聽目視。何有攖我心哉。是以聖賢之教得如來而	耳 聽 目 視 何 有 攖 我 心 哉 是 以 聖 賢 之 教 得 如 來 而 
X88n1646_044:0265a02	大暢。惜哉縝之不講。謂神滅形滅而誕佛也。惟如來	大 暢 惜 哉 縝 之 不 講 謂 神 滅 形 滅 而 誕 佛 也 惟 如 來 
X88n1646_044:0265a03	之教能窮此神之廣大微妙。語其大則天地者無盡	之 教 能 窮 此 神 之 廣大微妙 語 其 大 則 天 地 者 無 盡 
X88n1646_044:0265a04	大海之一漚耳。元會運世者無盡時劫之一瞬耳。語	大 海 之 一 漚 耳 元 會 運 世 者 無 盡 時 劫 之 一 瞬 耳 語 
X88n1646_044:0265a05	其妙則無聲無臭。此之空諦也。精一執中此之尸波	其 妙 則 無 聲 無 臭 此 之 空 諦 也 精 一 執 中 此 之 尸 波 
X88n1646_044:0265a06	羅密也。一言演為無量義。竟古今而推之莫能竟也。	羅 密 也 一 言 演 為 無 量 義 竟 古 今 而 推 之 莫 能 竟 也 
X88n1646_044:0265a07	儒佛之是非。黃老之秘密。與夫百家之雄辨。一言蔽	儒 佛 之 是 非 黃 老 之 秘 密 與 夫 百 家 之 雄 辨 一 言 蔽 
X88n1646_044:0265a08	之而有餘也。佐堯而堯。佐舜而舜。父以之而慈。子以	之 而 有 餘 也 佐 堯 而 堯 佐 舜 而 舜 父 以 之 而 慈 子 以 
X88n1646_044:0265a09	之而孝。護法以之而護諸眾生。帝釋以之而離愛。梵	之 而 孝 護 法 以 之 而 護 諸 眾 生 帝 釋 以 之 而 離 愛 梵 
X88n1646_044:0265a10	天以之而勝慧。二乘以之而回向真乘。菩薩以之而	天 以 之 而 勝 慧 二 乘 以 之 而 回 向 真 乘 菩 薩 以 之 而 
X88n1646_044:0265a11	證入妙覺。四聖六凡無根不被。故其言必至於海墨	證 入 妙 覺 四 聖 六 凡 無 根 不 被 故 其 言 必 至 於 海 墨 
X88n1646_044:0265a12	也。河沙妙德罔越窮神。故其要必歸於一乘也。世出	也 河 沙 妙 德 罔 越 窮 神 故 其 要 必 歸 於 一 乘 也 世 出 
X88n1646_044:0265a13	世法莫不竭盡無餘矣。是以世之興。王莫不尊尚。我	世 法 莫 不 竭 盡 無 餘 矣 是 以 世 之 興 王 莫 不 尊 尚 我 
X88n1646_044:0265a14	太祖太宗彌極紹隆。太祖既刻大藏於留都。太宗復	太 祖 太 宗 彌 極 紹 隆 太 祖 既 刻 大 藏 於 留 都 太 宗 復 
X88n1646_044:0265a15	刻大藏於京師。列聖纘緒底今無替。至於列代名卿	刻 大 藏 於 京 師 列 聖 纘 緒 底 今 無 替 至 於 列 代 名 卿 
X88n1646_044:0265a16	宿儒。或行峻一世。或文雄百代。龍翰鳳雛之彥。蘭薰	宿 儒 或 行 峻 一 世 或 文 雄 百 代 龍 翰 鳳 雛 之 彥 蘭 薰 
X88n1646_044:0265a17	雪白之賢。歸命法流頤真靈筏者。數之更僕未易終	雪 白 之 賢 歸 命 法 流 頤 真 靈 筏 者 數 之 更 僕 未 易 終 
X88n1646_044:0265a18	也。嗟乎四大假合也。百年旦暮也。昔之所歷於今奚	也 嗟 乎 四 大 假 合 也 百 年 旦 暮 也 昔 之 所 歷 於 今 奚 
X88n1646_044:0265a19	存。今之所存又何可恃。至愛終離。大業終棄。神之未	存 今 之 所 存 又 何 可 恃 至 愛 終 離 大 業 終 棄 神 之 未 
X88n1646_044:0265a20	窮。茫茫安托。適百里而不得其所托。則皇皇焉浩劫	窮 茫 茫 安 托 適 百 里 而 不 得 其 所 托 則 皇 皇 焉 浩 劫 
X88n1646_044:0265a21	之適。何翅百里七趣紛沓。所托非定。狃百年之得喪	之 適 何 翅 百 里 七 趣 紛 沓 所 托 非 定 狃 百 年 之 得 喪 
X88n1646_044:0265a22	而輕萬劫之流浪。可不謂大哀耶。故濟我於一時者	而 輕 萬 劫 之 流 浪 可 不 謂 大 哀 耶 故 濟 我 於 一 時 者 
X88n1646_044:0265a23	不及濟我於一世者也。俾我一世得所安者不如使	不 及 濟 我 於 一 世 者 也 俾 我 一 世 得 所 安 者 不 如 使 
X88n1646_044:0265a24	我浩劫得所安者也。求濟我於浩劫者非如來之教	我 浩 劫 得 所 安 者 也 求 濟 我 於 浩 劫 者 非 如 來 之 教 
X88n1646_044:0265b01	而何。姑未敢論受果登地第。能汎瀾覺海。少溉餘潤。	而 何 姑 未 敢 論 受 果 登 地 第 能 汎 瀾 覺 海 少 溉 餘 潤 
X88n1646_044:0265b02	則契根根塵塵。靡不周徧法界。於是纏盖不能縻。陰	則 契 根 根 塵 塵 靡 不 周 徧 法 界 於 是 纏 盖 不 能 縻 陰 
X88n1646_044:0265b03	陽不能控。翛兮其翔。汩兮其集。究曠劫於剎那。拔九	陽 不 能 控 翛 兮 其 翔 汩 兮 其 集 究 曠 劫 於 剎 那 拔 九 
X88n1646_044:0265b04	類於半偈。莫尚於是矣。密藏．幻余二上人。以南北二	類 於 半 偈 莫 尚 於 是 矣 密 藏 幻 余 二 上 人 以 南 北 二 
X88n1646_044:0265b05	藏皆梵筴。流通不易。思刻方冊。廣其流通。拯溺之慈	藏 皆 梵 筴 流 通 不 易 思 刻 方 冊 廣 其 流 通 拯 溺 之 慈 
X88n1646_044:0265b06	甚盛。諸龍象敷美其事盡矣。予特恐世之誕佛者或	甚 盛 諸 龍 象 敷 美 其 事 盡 矣 予 特 恐 世 之 誕 佛 者 或 
X88n1646_044:0265b07	沮之。遂書此以輔韋駄氏之跋折羅杵云。又於佛前	沮 之 遂 書 此 以 輔 韋 駄 氏 之 跋 折 羅 杵 云 又 於 佛 前 
X88n1646_044:0265b08	說誓曰。願畢我形壽。力荷此法藏。苟可效我力。靡所	說 誓 曰 願 畢 我 形 壽 力 荷 此 法 藏 苟 可 效 我 力 靡 所 
X88n1646_044:0265b09	不自竭。念昔佛菩薩。以此法藏故。剝皮以為紙。析骨	不 自 竭 念 昔 佛 菩 薩 以 此 法 藏 故 剝 皮 以 為 紙 析 骨 
X88n1646_044:0265b10	以為筆。書寫此經卷。積如須彌山。今此真丹國。陟釐	以 為 筆 書 寫 此 經 卷 積 如須彌山 今 此 真 丹 國 陟 釐 
X88n1646_044:0265b11	瑩於玉。無事以我皮。充此法藏用。使我皮可用。剝所	瑩 於 玉 無 事 以 我 皮 充 此 法 藏 用 使 我 皮 可 用 剝 所 
X88n1646_044:0265b12	不敢辭。域有蒙氏筆。無事析我骨。使我骨可用。析所	不 敢 辭 域 有 蒙 氏 筆 無 事 析 我 骨 使 我 骨 可 用 析 所 
X88n1646_044:0265b13	不敢辭。我今雖食貧。檀貲當勉具。歷仕及歸農。隨緣	不 敢 辭 我 今 雖 食 貧 檀 貲 當 勉 具 歷 仕 及 歸 農 隨 緣 
X88n1646_044:0265b14	力為辦。不直此一生。願盡未來際。常以此法藏。普度	力 為 辦 不 直 此 一 生 願 盡未來際 常 以 此 法 藏 普 度 
X88n1646_044:0265b15	諸眾生。同時發願者又有曾乾亨．傅光宅．唐文献．曾	諸 眾 生 同 時 發 願 者 又 有 曾 乾 亨 傅 光 宅 唐 文 献 曾 
X88n1646_044:0265b16	鳳儀．徐琰．于立玉．吳惟明．王宇泰．袁了凡共九人。其	鳳 儀 徐 琰 于 立 玉 吳 惟 明 王 宇 泰 袁 了 凡 共 九 人 其 
X88n1646_044:0265b17	文俱刻徑山藏中。元立甞上溯諸佛。下逮宗門。撮其	文 俱 刻 徑 山 藏 中 元 立 甞 上 溯 諸 佛 下 逮 宗 門 撮 其 
X88n1646_044:0265b18	語要為指月錄。盛行於世。後終老於家。於時士大夫	語 要 為 指 月 錄 盛 行 於 世 後 終 老 於 家 於 時 士 大 夫 
X88n1646_044:0265b19	學佛者所在多有。其不列於傳者並著其大概如左。	學 佛 者 所 在 多 有 其 不 列 於 傳 者 並 著 其 大 概 如 左 
X88n1646_044:0265b20	朱兆隆。名國祚。秀水人。萬歷十一年登進士第第一。	朱 兆 隆 名 國 祚 秀 水 人 萬 歷 十 一 年 登 進 士 第 第 一 
X88n1646_044:0265b21	天啟朝拜武英殿大學士。在官侃侃持大體。進退以	天 啟 朝 拜 武 英 殿 大 學 士 在 官 侃 侃 持 大 體 進 退 以 
X88n1646_044:0265b22	禮。事具明史傳中。居常自奉淡泊。日必闔戶閱一卷	禮 事 具 明 史 傳 中 居 常 自 奉 淡 泊 日 必 闔 戶 閱 一 卷 
X88n1646_044:0265b23	書。又靜坐久之乃出。既乞休歸。舟中人見之。知所閱	書 又 靜 坐 久 之 乃 出 既 乞 休 歸 舟 中 人 見 之 知 所 閱 
X88n1646_044:0265b24	者乃金剛經也。已而謂其子曰。我生平榮枯不較。順	者 乃 金 剛 經 也 已 而 謂 其 子 曰 我 生 平 榮 枯 不 較 順 
X88n1646_044:0265c01	逆一如。只得金剛經中無我相無人相六字之力。又	逆 一 如 只 得 金 剛 經 中 無 我 相 無 人 相 六 字 之 力 又 
X88n1646_044:0265c02	時呼老鄰說經中大意。天啟四年預知將終。命酒自	時 呼 老 鄰 說 經 中 大 意 天 啟 四 年 預 知 將 終 命 酒 自 
X88n1646_044:0265c03	酌。端坐而逝。鼻中玉筯下垂。久之乃隱。諡文恪。鍾伯	酌 端 坐 而 逝 鼻 中 玉 筯 下 垂 久 之 乃 隱 諡 文 恪 鍾 伯 
X88n1646_044:0265c04	敬。名惺。竟陵人。萬歷中進士。官禮部主事。出為福建	敬 名 惺 竟 陵 人 萬 歷 中 進 士 官 禮 部 主 事 出 為 福 建 
X88n1646_044:0265c05	提學。一年以父憂歸。服除不出。年將五十。自念人生	提 學 一 年 以 父 憂 歸 服 除 不 出 年 將 五 十 自 念 人 生 
X88n1646_044:0265c06	無常。佛性漸失。不覺悲淚。乃專精首楞嚴經。眠食造	無 常 佛 性 漸 失 不 覺 悲 淚 乃 專 精 首 楞 嚴 經 眠 食 造 
X88n1646_044:0265c07	次皆執卷熟思。與永新賀中男往復參訂。成楞嚴如	次 皆 執 卷 熟 思 與 永 新 賀 中 男 往 復 參 訂 成 楞 嚴 如 
X88n1646_044:0265c08	說十卷。將歿前三日。告於佛。請大僧授五戒。法名斷	說 十 卷 將 歿 前 三 日 告 於 佛 請 大 僧 授 五 戒 法 名 斷 
