T48n2003_001:0139a03	碧巖錄序	碧 巖 錄 序 
T48n2003_010:0215c07	錯就錯)石霜云。若還和尚即無也(道什麼。撞着鼻孔)雪竇	錯 就 錯 石 霜 云 若 還 和 尚 即 無 也 道 什 麼 撞 着 鼻 孔 雪 竇 
T48n2003_010:0215c08	拈云。犀牛兒猶在(嶮。洎乎錯認。收頭去)資福畫一圓	拈 云 犀 牛 兒 猶 在 嶮 洎 乎 錯 認 收 頭 去 資 福 畫 一 圓 
T48n2003_010:0215c09	相。於中書一牛字(草[葶丁+呆]不勞拈出。弄影漢)雪竇拈云。適	相 於 中 書 一 牛 字 草 [葶丁呆] 不 勞 拈 出 弄 影 漢 雪 竇 拈 云 適 
T48n2003_010:0215c10	來為什麼不將出(金鍮不辨。也是草裏漢)保福云。和尚年	來 為 什 麼 不 將 出 金 鍮 不 辨 也 是 草 裏 漢 保 福 云 和 尚 年 
T48n2003_010:0215c11	尊。別請人好(僻地裏罵官人。辭辛道苦作什麼)雪竇拈云。可惜	尊 別 請 人 好 僻 地 裏 罵 官 人 辭 辛 道 苦 作 什 麼 雪 竇 拈 云 可 惜 
T48n2003_010:0215c12	勞而無功(兼身在內。也好與三十棒。灼然)。	勞 而 無 功 兼 身 在 內 也 好 與 三 十 棒 灼 然 
T48n2003_010:0215c13	鹽官一日喚侍者。與我將犀牛扇子來。此事	鹽 官 一 日 喚 侍 者 與 我 將 犀 牛 扇 子 來 此 事 
T48n2003_010:0215c14	雖不在言句上。且要驗人平生意氣作略。又	雖 不 在 言 句 上 且 要 驗 人 平 生 意 氣 作 略 又 
T48n2003_010:0215c15	須得如此藉言而顯。於臘月三十日著得力。	須 得 如 此 藉 言 而 顯 於 臘 月 三 十 日 著 得 力 
T48n2003_010:0215c16	作得主。萬境摐然。覩之不動。可謂無功之	作 得 主 萬 境 摐 然 覩 之 不 動 可 謂 無 功 之 
T48n2003_010:0215c17	功。無力之力。鹽官廼齊安禪師。古時以犀牛	功 無 力 之 力 鹽 官 廼 齊 安 禪 師 古 時 以 犀 牛 
T48n2003_010:0215c18	角為扇。時鹽官豈不知犀牛扇子破。故問侍	角 為 扇 時 鹽 官 豈 不 知 犀 牛 扇 子 破 故 問 侍 
T48n2003_010:0215c19	者。侍者云。扇子破也。看他古人。十二時中常	者 侍 者 云 扇 子 破 也 看 他 古 人 十 二 時 中 常 
T48n2003_010:0215c20	在裏許撞著磕著。鹽官云。扇子既破。還我犀	在 裏 許 撞 著 磕 著 鹽 官 云 扇 子 既 破 還 我 犀 
T48n2003_010:0215c21	牛兒來。且道他要犀牛兒作什麼。也只要驗	牛 兒 來 且 道 他 要 犀 牛 兒 作 什 麼 也 只 要 驗 
T48n2003_010:0215c22	人知得落處也無。投子云。不辭將出。恐頭角	人 知 得 落 處 也 無 投 子 云 不 辭 將 出 恐 頭 角 
T48n2003_010:0215c23	不全。雪竇云。我要不全底頭角。亦向句下便	不 全 雪 竇 云 我 要 不 全 底 頭 角 亦 向 句 下 便 
T48n2003_010:0215c24	投機。石霜云。若還和尚即無也。雪竇云。犀牛	投 機 石 霜 云 若 還 和 尚 即 無 也 雪 竇 云 犀 牛 
T48n2003_010:0215c25	兒猶在。資福畫一圓相。於中書一牛字。為他	兒 猶 在 資 福 畫 一 圓 相 於 中 書 一 牛 字 為 他 
T48n2003_010:0215c26	承嗣仰山。平生愛以境致接人明此事。雪竇	承 嗣 仰 山 平 生 愛 以 境 致 接 人 明 此 事 雪 竇 
T48n2003_010:0215c27	云。適來為什麼不將出。又穿他鼻孔了也。保	云 適 來 為 什 麼 不 將 出 又 穿 他 鼻 孔 了 也 保 
T48n2003_010:0216a01	福云。和尚年尊。別請人好。此語道得穩當。前	福 云 和 尚 年 尊 別 請 人 好 此 語 道 得 穩 當 前 
T48n2003_010:0216a02	三則語却易見。此一句語有遠意。雪竇亦打。	三 則 語 却 易 見 此 一 句 語 有 遠 意 雪 竇 亦 打 
T48n2003_010:0216a03	破了也。山僧舊日在慶藏主處理會。道。和尚	破 了 也 山 僧 舊 日 在 慶 藏 主 處 理 會 道 和 尚 
T48n2003_010:0216a04	年尊老耄。得頭忘尾。適來索扇子。如今索犀	年 尊 老 耄 得 頭 忘 尾 適 來 索 扇 子 如 今 索 犀 
T48n2003_010:0216a05	牛兒。難為執侍。故云。別請人好。雪竇云。可	牛 兒 難 為 執 侍 故 云 別 請 人 好 雪 竇 云 可 
T48n2003_010:0216a06	惜勞而無功。此皆是下語格式。古人見徹此	惜 勞 而 無 功 此 皆 是 下 語 格 式 古 人 見 徹 此 
T48n2003_010:0216a07	事。各各雖不同。道得出來。百發百中。須有出	事 各 各 雖 不 同 道 得 出 來 百 發 百 中 須 有 出 
T48n2003_010:0216a08	身之路。句句不失血脈。如今人問著。只管作	身 之 路 句 句 不 失 血 脈 如 今 人 問 著 只 管 作 
T48n2003_010:0216a09	道理計較。所以十二時中。要人咬嚼教滴水	道 理 計 較 所 以 十 二 時 中 要 人 咬 嚼 教 滴 水 
T48n2003_010:0216a10	滴凍。求箇證悟處。看他雪竇頌一串云。摐	滴 凍 求 箇 證 悟 處 看 他 雪 竇 頌 一 串 云 摐 
T48n2003_010:0216a11	(七恭切撞也)。	 七 恭 切 撞 也 
T48n2003_010:0216a12	犀牛扇子用多時(遇夏則涼遇冬則暖。人人具足。為甚不知。阿誰不曾用)	犀 牛 扇 子 用 多 時 遇 夏 則 涼 遇 冬 則 暖 人 人 具 足 為 甚 不 知 阿 誰 不 曾 用 
T48n2003_010:0216a13	　問著元來總不知(知則知。會則不會。莫瞞人好。也怪別人不得)　無限	 問 著 元 來 總 不 知 知 則 知 會 則 不 會 莫 瞞 人 好 也 怪 別 人 不 得 無 限 
T48n2003_010:0216a14	清風與頭角(在什麼處。不向自己上會。向什麼處會。天上天下。頭角重生。是什	清 風 與 頭 角 在 什 麼 處 不 向 自 己 上 會 向 什 麼 處 會 天 上 天 下 頭 角 重 生 是 什 
T48n2003_010:0216a15	麼。無風起浪)　　盡同雲雨去難追(蒼天蒼天。也是失錢遭罪)。雪竇復	麼 無 風 起 浪 盡 同 雲 雨 去 難 追 蒼 天 蒼 天 也 是 失 錢 遭 罪 雪 竇 復 
T48n2003_010:0216a16	云。若要清風再復。頭角重生(人人有箇犀牛扇子。十二時	云 若 要 清 風 再 復 頭 角 重 生 人 人 有 箇 犀 牛 扇 子 十 二 時 
T48n2003_010:0216a17	中全得他力。因什麼問着總不知。還道得麼)請禪客各下一轉語(鹽官	中 全 得 他 力 因 什 麼 問 着 總 不 知 還 道 得 麼 請 禪 客 各 下 一 轉 語 鹽 官 
T48n2003_010:0216a18	猶在。三轉了也)問云。扇子既破。還我犀牛兒來(也有	猶 在 三 轉 了 也 問 云 扇 子 既 破 還 我 犀 牛 兒 來 也 有 
T48n2003_010:0216a19	一箇半箇。咄。也好推倒禪床)時有僧出云。大眾參堂去(賊過	一 箇 半 箇 咄 也 好 推 倒 禪 床 時 有 僧 出 云 大 眾 參 堂 去 賊 過 
T48n2003_010:0216a20	後張弓。被奪却槍。前不搆村。後不迭店)雪竇喝云。拋鉤釣鯤鯨。	後 張 弓 被 奪 却 槍 前 不 搆 村 後 不 迭 店 雪 竇 喝 云 拋 鉤 釣 鯤 鯨 
T48n2003_010:0216a21	釣得箇蝦蟆。便下座(招得他恁麼地。賊過後張弓。佛果自徵此語云。又	釣 得 箇 蝦 蟆 便 下 座 招 得 他 恁 麼 地 賊 過 後 張 弓 佛 果 自 徵 此 語 云 又 
T48n2003_010:0216a22	直問爾諸人。這僧道。大眾參堂去。是會不會。若是不會。爭解恁麼道。若道會時。雪竇又道。拋鉤	直 問 爾 諸 人 這 僧 道 大 眾 參 堂 去 是 會 不 會 若 是 不 會 爭 解 恁 麼 道 若 道 會 時 雪 竇 又 道 拋 鉤 
T48n2003_010:0216a23	釣鯤鯨。只釣得箇蝦蟆。便下座。且道。誵訛在什麼處。試請參詳看)。	釣 鯤 鯨 只 釣 得 箇 蝦 蟆 便 下 座 且 道 誵 訛 在 什 麼 處 試 請 參 詳 看 
T48n2003_010:0216a24	犀牛扇子用多時。問著元來總不知。人人有	犀 牛 扇 子 用 多 時 問 著 元 來 總 不 知 人 人 有 
T48n2003_010:0216a25	箇犀牛扇子。十二時中。全得他力。為什麼問	箇 犀 牛 扇 子 十 二 時 中 全 得 他 力 為 什 麼 問 
T48n2003_010:0216a26	著總不知去著。侍者投子。乃至保福。亦總不	著 總 不 知 去 著 侍 者 投 子 乃 至 保 福 亦 總 不 
T48n2003_010:0216a27	知。且道雪竇還知麼。不見無著訪文殊。喫	知 且 道 雪 竇 還 知 麼 不 見 無 著 訪 文 殊 喫 
T48n2003_010:0216b01	茶次。文殊舉起玻璃盞子云。南方還有這箇	茶 次 文 殊 舉 起 玻 璃 盞 子 云 南 方 還 有 這 箇 
T48n2003_010:0216b02	麼。著云。無殊云。尋常用什麼喫茶。著無語。	麼 著 云 無 殊 云 尋 常 用 什 麼 喫 茶 著 無 語 
T48n2003_010:0216b03	若知得這箇公案落處。便知得犀牛扇子有	若 知 得 這 箇 公 案 落 處 便 知 得 犀 牛 扇 子 有 
T48n2003_010:0216b04	無限清風。亦見犀牛頭角崢嶸。四箇老漢恁	無 限 清 風 亦 見 犀 牛 頭 角 崢 嶸 四 箇 老 漢 恁 
T48n2003_010:0216b05	麼道。如朝雲暮雨一去難追。雪竇復云。若要	麼 道 如 朝 雲 暮 雨 一 去 難 追 雪 竇 復 云 若 要 
T48n2003_010:0216b06	清風再復頭角重生。請禪客各下一轉語。問	清 風 再 復 頭 角 重 生 請 禪 客 各 下 一 轉 語 問 
T48n2003_010:0216b07	云。扇子既破。還我犀牛兒來。時有一禪客出	云 扇 子 既 破 還 我 犀 牛 兒 來 時 有 一 禪 客 出 
T48n2003_010:0216b08	云。大眾參堂去。這僧奪得主家權柄。道得也	云 大 眾 參 堂 去 這 僧 奪 得 主 家 權 柄 道 得 也 
T48n2003_010:0216b09	殺道。只道得八成。若要十成。便與掀倒禪床。	殺 道 只 道 得 八 成 若 要 十 成 便 與 掀 倒 禪 床 
T48n2003_010:0216b10	爾且道。這僧會犀牛兒不會。若不會却解恁	爾 且 道 這 僧 會 犀 牛 兒 不 會 若 不 會 却 解 恁 
T48n2003_010:0216b11	麼道。若會雪竇因何不肯伊。為什麼道。拋鉤	麼 道 若 會 雪 竇 因 何 不 肯 伊 為 什 麼 道 拋 鉤 
T48n2003_010:0216b12	釣鯤鯨。只釣得箇蝦蟆。且道畢竟作麼生。諸	釣 鯤 鯨 只 釣 得 箇 蝦 蟆 且 道 畢 竟 作 麼 生 諸 
T48n2003_010:0216b13	人無事。試拈掇看。	人 無 事 試 拈 掇 看 
T48n2003_010:0216b14	垂示云。動絃別曲。千載難逢。見兔放鷹。一時	垂 示 云 動 絃 別 曲 千 載 難 逢 見 兔 放 鷹 一 時 
T48n2003_010:0216b15	取俊。總一切語言為一句。攝大千沙界為一	取 俊 總 一 切 語 言 為 一 句 攝 大 千 沙 界 為 一 
T48n2003_010:0216b16	塵。同死同生。七穿八穴。還有證據者麼。試舉	塵 同 死 同 生 七 穿 八 穴 還 有 證 據 者 麼 試 舉 
T48n2003_010:0216b17	看。	看 
T48n2003_010:0216b18	【九二】舉。世尊一日陞座(賓主俱失。不是一回漏逗)文殊白槌云。	 九 二 舉 世 尊 一 日 陞 座 賓 主 俱 失 不 是 一 回 漏 逗 文 殊 白 槌 云 
T48n2003_010:0216b19	諦觀法王法。法王法如是(一子親得)世尊便下座	諦 觀 法 王 法 法 王 法 如 是 一 子 親 得 世 尊 便 下 座 
T48n2003_010:0216b20	(愁人莫向愁人說。說向愁人愁殺人。打鼓弄琵琶。相逢兩會家)。	 愁 人 莫 向 愁 人 說 說 向 愁 人 愁 殺 人 打 鼓 弄 琵 琶 相 逢 兩 會 家 
T48n2003_010:0216b21	世尊未拈花已前。早有這箇消息。始從鹿野	世 尊 未 拈 花 已 前 早 有 這 箇 消 息 始 從 鹿 野 
T48n2003_010:0216b22	苑。終至拔提河。幾曾用著金剛王寶劍。當	苑 終 至 拔 提 河 幾 曾 用 著 金 剛 王 寶 劍 當 
T48n2003_010:0216b23	時眾中。若有衲僧氣息底漢。綽得去。免得他	時 眾 中 若 有 衲 僧 氣 息 底 漢 綽 得 去 免 得 他 
T48n2003_010:0216b24	末後拈花。一場狼藉。世尊良久間。被文殊一	末 後 拈 花 一 場 狼 藉 世 尊 良 久 間 被 文 殊 一 
T48n2003_010:0216b25	拶。便下座。那時也有這箇消息。釋迦掩室。淨	拶 便 下 座 那 時 也 有 這 箇 消 息 釋 迦 掩 室 淨 
T48n2003_010:0216b26	名杜口。皆似此這箇。則已說了也。如肅宗問	名 杜 口 皆 似 此 這 箇 則 已 說 了 也 如 肅 宗 問 
T48n2003_010:0216b27	忠國師。造無縫塔話。又如外道問佛。不問有	忠 國 師 造 無 縫 塔 話 又 如 外 道 問 佛 不 問 有 
T48n2003_010:0216b28	言。不問無言之語。看他向上人行履。幾曾入	言 不 問 無 言 之 語 看 他 向 上 人 行 履 幾 曾 入 
T48n2003_010:0216b29	鬼窟裏作活計。有者道。意在默然處。有者道。	鬼 窟 裏 作 活 計 有 者 道 意 在 默 然 處 有 者 道 
T48n2003_010:0216c01	在良久處。有言明無言底事。無言明有言底	在 良 久 處 有 言 明 無 言 底 事 無 言 明 有 言 底 
T48n2003_010:0216c02	事。永嘉道。默時說說時默。總恁麼會。三生	事 永 嘉 道 默 時 說 說 時 默 總 恁 麼 會 三 生 
T48n2003_010:0216c03	六十劫。也未夢見在。爾若便直下承當得去。	六 十 劫 也 未 夢 見 在 爾 若 便 直 下 承 當 得 去 
T48n2003_010:0216c04	更不見有凡有聖。是法平等無有高下。日日	更 不 見 有 凡 有 聖 是 法 平 等 無有高下 日 日 
T48n2003_010:0216c05	與三世諸佛。把手共行。後面看雪竇自然見	與 三世諸佛 把 手 共 行 後 面 看 雪 竇 自 然 見 
T48n2003_010:0216c06	得頌出。	得 頌 出 
T48n2003_010:0216c07	列聖叢中作者知(莫謗釋迦老子好。還他臨濟德山。千箇萬箇中難得一箇半箇)	列 聖 叢 中 作 者 知 莫 謗 釋 迦 老 子 好 還 他 臨 濟 德 山 千 箇 萬 箇 中 難 得 一 箇 半 箇 
T48n2003_010:0216c08	　法王法令不如斯(隨他走底。如麻似粟。三頭兩面。灼然能有幾人到這裏)	 法 王 法 令 不 如 斯 隨 他 走 底 如 麻 似 粟 三 頭 兩 面 灼 然 能 有 幾 人 到 這 裏 
T48n2003_010:0216c09	　會中若有仙陀客(就中難得伶俐人。文殊不是作家。闍黎定不是)　何必	 會 中 若 有 仙 陀 客 就 中 難 得 伶 俐 人 文 殊 不 是 作 家 闍 黎 定 不 是 何 必 
T48n2003_010:0216c10	文殊下一槌(更下一槌。又何妨。第二第三槌總不要。當機一句作麼生道。嶮)。	文 殊 下 一 槌 更 下 一 槌 又 何 妨 第二第三 槌 總 不 要 當 機 一 句 作 麼 生 道 嶮 
T48n2003_010:0216c11	列聖叢中作者知。靈山八萬大眾。皆是列聖。	列 聖 叢 中 作 者 知 靈 山 八 萬 大 眾 皆 是 列 聖 
T48n2003_010:0216c12	文殊普賢。乃至彌勒。主伴同會。須是巧中之	文 殊 普 賢 乃 至 彌 勒 主 伴 同 會 須 是 巧 中 之 
T48n2003_010:0216c13	巧。奇中之奇。方知他落處。雪竇意謂。列聖叢	巧 奇 中 之 奇 方 知 他 落 處 雪 竇 意 謂 列 聖 叢 
T48n2003_010:0216c14	中。無一箇人知有。若有箇作家者。方知不恁	中 無 一 箇 人 知 有 若 有 箇 作 家 者 方 知 不 恁 
T48n2003_010:0216c15	麼。何故文殊白槌云。諦觀法王法。法王法	麼 何 故 文 殊 白 槌 云 諦 觀 法 王 法 法 王 法 
T48n2003_010:0216c16	如是。雪竇道。法王法令不如斯。何故如此。當	如 是 雪 竇 道 法 王 法 令 不 如 斯 何 故 如 此 當 
T48n2003_010:0216c17	時會中。若有箇漢。頂門具眼。肘後有符。向世	時 會 中 若 有 箇 漢 頂 門 具 眼 肘 後 有 符 向 世 
T48n2003_010:0216c18	尊未陞座已前。覻得破。更何必文殊白槌。涅	尊 未 陞 座 已 前 覻 得 破 更 何 必 文 殊 白 槌 涅 
T48n2003_010:0216c19	槃經云。仙陀婆一名四實。一者鹽。二者水。三	槃 經 云 仙 陀 婆 一 名 四 實 一 者 鹽 二 者 水 三 
T48n2003_010:0216c20	者器。四者馬。有一智臣。善會四義。王若欲灑	者 器 四 者 馬 有 一 智 臣 善 會 四 義 王 若 欲 灑 
T48n2003_010:0216c21	洗。要仙陀婆。臣即奉水。食索奉鹽。食訖奉	洗 要 仙 陀 婆 臣 即 奉 水 食 索 奉 鹽 食 訖 奉 
T48n2003_010:0216c22	器飲漿。欲出奉馬。隨意應用無差。灼然須是	器 飲 漿 欲 出 奉 馬 隨 意 應 用 無 差 灼 然 須 是 
T48n2003_010:0216c23	箇伶俐漢始得。只如僧問香嚴。如何是王索	箇 伶 俐 漢 始 得 只 如 僧 問 香 嚴 如 何 是 王 索 
T48n2003_010:0216c24	仙陀婆。嚴云。過這邊來。僧過嚴云。鈍置殺	仙 陀 婆 嚴 云 過 這 邊 來 僧 過 嚴 云 鈍 置 殺 
T48n2003_010:0216c25	人。又問趙州。如何是王索仙陀婆。州下禪床。	人 又 問 趙 州 如 何 是 王 索 仙 陀 婆 州 下 禪 床 
T48n2003_010:0216c26	曲躬叉手。當時若有箇仙陀婆。向世尊未陞	曲 躬 叉 手 當 時 若 有 箇 仙 陀 婆 向 世 尊 未 陞 
T48n2003_010:0216c27	座已前透去。猶較些子。世尊更陞座。便下	座 已 前 透 去 猶 較 些 子 世 尊 更 陞 座 便 下 
T48n2003_010:0216c28	去。已是不著便了也。那堪文殊更白槌。不妨	去 已 是 不 著 便 了 也 那 堪 文 殊 更 白 槌 不 妨 
T48n2003_010:0216c29	鈍置他世尊一上提唱。且作麼生是鈍置處。	鈍 置 他 世 尊 一 上 提 唱 且 作 麼 生 是 鈍 置 處 
T48n2003_010:0217a01	【九三】舉。僧問大光。長慶道。因齋慶讚。意旨如	 九 三 舉 僧 問 大 光 長 慶 道 因 齋 慶 讚 意 旨 如 
T48n2003_010:0217a02	何(重光這漆桶。不妨疑着。不問不知)大光作舞(莫賺殺人。依舊從前恁麼來)僧禮	何 重 光 這 漆 桶 不 妨 疑 着 不 問 不 知 大 光 作 舞 莫 賺 殺 人 依 舊 從 前 恁 麼 來 僧 禮 
T48n2003_010:0217a03	拜(又恁麼去也。是則是恐錯會)光云。見箇什麼。便禮拜	拜 又 恁 麼 去 也 是 則 是 恐 錯 會 光 云 見 箇 什 麼 便 禮 拜 
T48n2003_010:0217a04	(也好一拶。須辨過始得)僧作舞(依樣畫猫兒。果然錯會。弄光影漢)光云。這	 也 好 一 拶 須 辨 過 始 得 僧 作 舞 依 樣 畫 猫 兒 果 然 錯 會 弄 光 影 漢 光 云 這 
T48n2003_010:0217a05	野狐精(此恩難報。三十二祖只傳這箇)。	野 狐 精 此 恩 難 報 三 十 二 祖 只 傳 這 箇 
T48n2003_010:0217a06	西天四七。唐土二三。只傳這箇些子。諸人還	西 天 四 七 唐 土 二 三 只 傳 這 箇 些 子 諸 人 還 
T48n2003_010:0217a07	知落處麼。若知免得此過。若不知。依舊只是	知 落 處 麼 若 知 免 得 此 過 若 不 知 依 舊 只 是 
T48n2003_010:0217a08	野狐精。有者道。是裂轉他鼻孔來瞞人。若真	野 狐 精 有 者 道 是 裂 轉 他 鼻 孔 來 瞞 人 若 真 
T48n2003_010:0217a09	箇恁麼。成何道理。大光善能為人。他句中有	箇 恁 麼 成 何 道 理 大 光 善 能 為 人 他 句 中 有 
T48n2003_010:0217a10	出身之路。大凡宗師。須與人抽釘拔楔。去粘	出 身 之 路 大 凡 宗 師 須 與 人 抽 釘 拔 楔 去 粘 
T48n2003_010:0217a11	解縛。方謂之善知識。大光作舞。這僧禮拜。末	解 縛 方 謂 之 善 知 識 大 光 作 舞 這 僧 禮 拜 末 
T48n2003_010:0217a12	後僧却作舞。大光云。這野狐精。不是轉這	後 僧 却 作 舞 大 光 云 這 野 狐 精 不 是 轉 這 
