T13n0402_001:0536c03	寶星經序	寶 星 經 序 
T13n0402_010:0580c20	羅門、毘舍首陀，乃至國土。「復次，善男子！隨所	羅 門 毘 舍 首 陀 乃 至 國 土 復 次 善 男 子 隨 所 
T13n0402_010:0580c21	有處，若城邑、州縣，若王宮內，乃至庶民家，此	有 處 若 城 邑 州 縣 若 王 宮 內 乃 至 庶 民 家 此 
T13n0402_010:0580c22	金剛佉婆娑履諸鬼心大暴惡明呪，隨處開	金 剛 佉 婆 娑 履 諸 鬼 心 大 暴 惡 明 呪 隨 處 開 
T13n0402_010:0580c23	示。時彼處所有惡夜叉、迦吒富單那等，往昔	示 時 彼 處 所 有 惡 夜 叉 迦 吒 富 單 那 等 往 昔 
T13n0402_010:0580c24	已來憎嫉隨逐，不善業者願令悉捨，生於慈	已 來 憎 嫉 隨 逐 不 善 業 者 願 令 悉 捨 生 於 慈 
T13n0402_010:0580c25	悲柔軟之心，於一切眾生起利益心。若一切	悲 柔 軟 之 心 於 一 切 眾 生 起 利 益 心 若 一 切 
T13n0402_010:0580c26	聚落家宅，為天、龍、夜叉、迦吒富單那等之所	聚 落 家 宅 為 天 龍 夜 叉 迦 吒 富 單 那 等 之 所 
T13n0402_010:0580c27	擾亂，一切日月星宿災怪，毒氣等之所加	擾 亂 一 切 日月星宿 災 怪 毒 氣 等 之 所 加 
T13n0402_010:0580c28	害，厭蠱擾亂，及身中風病黃病陰病瘧病，	害 厭 蠱 擾 亂 及 身 中 風 病 黃 病 陰 病 瘧 病 
T13n0402_010:0580c29	若日日發，或二日、三日、四日發，癩病癬疥，欬	若 日 日 發 或 二 日 三 日 四 日 發 癩 病 癬 疥 欬 
T13n0402_010:0581a01	嗽丁瘡，腹痛支節等病之所擾亂，皆得除滅。	嗽 丁 瘡 腹 痛 支 節 等 病 之 所 擾 亂 皆 得 除 滅 
T13n0402_010:0581a02	願令人非人等乃至禽獸，勤修白業斷諸怖	願 令 人 非 人 等 乃 至 禽 獸 勤 修 白 業 斷 諸 怖 
T13n0402_010:0581a03	畏，具足喜樂晝夜受樂，布施調伏攝護身口	畏 具 足 喜 樂 晝 夜 受 樂 布 施 調 伏 攝 護 身 口 
T13n0402_010:0581a04	而無懈怠，勤修樂求助菩提道。」又作如是言：	而 無 懈 怠 勤 修 樂 求 助 菩 提 道 又 作如是言 
T13n0402_010:0581a05	「善男子！諸佛世尊隨喜加護，與我此呪成就	 善 男 子 諸佛世尊 隨 喜 加 護 與 我 此 呪 成 就 
T13n0402_010:0581a06	業句，能除一切擾亂惡法，遮斷一切不善之	業 句 能 除 一 切 擾 亂 惡 法 遮 斷 一 切 不 善 之 
T13n0402_010:0581a07	分，增長一切善法之分。我今欲說此一切諸	分 增 長 一 切 善 法 之 分 我 今 欲 說 此 一 切 諸 
T13n0402_010:0581a08	惡金剛佉婆娑履大明呪句，釋迦如來當	惡 金 剛 佉 婆 娑 履 大 明 呪 句 釋 迦 如 來 當 
T13n0402_010:0581a09	加護我圓音演說。若我圓音演說此文字，聲	加 護 我 圓 音 演 說 若 我 圓 音 演 說 此 文 字 聲 
T13n0402_010:0581a10	滿一切佛剎者，如是諸來大眾，聞此圓音演	滿 一 切 佛 剎 者 如 是 諸 來 大 眾 聞 此 圓 音 演 
T13n0402_010:0581a11	說句義文字皆令歡喜。」	說 句 義 文 字 皆 令 歡 喜 
T13n0402_010:0581a12	爾時，世尊釋迦如來告阿吒薄俱大夜叉軍	爾 時 世 尊 釋 迦 如 來 告 阿 吒 薄 俱 大 夜 叉 軍 
T13n0402_010:0581a13	將言：「善男子！我等諸佛已加護汝此圓音演	將 言 善 男 子 我 等 諸 佛 已 加 護 汝 此 圓 音 演 
T13n0402_010:0581a14	說金剛佉婆娑履諸鬼心大暴惡陀羅尼呪，	說 金 剛 佉 婆 娑 履 諸 鬼 心 大 暴 惡 陀羅尼呪 
T13n0402_010:0581a15	破壞黑黨熾然白法。善男子！汝當勇猛，說	破 壞 黑 黨 熾 然 白 法 善 男 子 汝 當 勇 猛 說 
T13n0402_010:0581a16	此能除一切擾亂金剛佉婆娑履諸鬼心大暴	此 能 除 一 切 擾 亂 金 剛 佉 婆 娑 履 諸 鬼 心 大 暴 
T13n0402_010:0581a17	惡明呪，遮斷一切諸惡呪句。」是時，阿吒薄	惡 明 呪 遮 斷 一 切 諸 惡 呪 句 是 時 阿 吒 薄 
T13n0402_010:0581a18	俱大夜叉軍將，即從坐起，曲躬合掌向釋迦	俱 大 夜 叉 軍 將 即 從 坐 起 曲 躬 合 掌 向 釋 迦 
T13n0402_010:0581a19	如來，以大音聲，盡此佛剎普皆告知，即於佛	如 來 以 大 音 聲 盡 此 佛 剎 普 皆 告 知 即 於 佛 
T13n0402_010:0581a20	前說此呪句：	前 說 此 呪 句 
T13n0402_010:0581a21	「多地也他豆(上音)摩豆摩(一)　駄摩駄摩(二)　豆摩	 多 地 也 他 豆 上 音 摩 豆 摩 一 駄 摩 駄 摩 二 豆 摩 
T13n0402_010:0581a22	豆摩(三)　儞履娜(四)　娜羅努羅儞羅(五)　鳩吒儞鳩	豆 摩 三 儞 履 娜 四 娜 羅 努 羅 儞 羅 五 鳩 吒 儞 鳩 
T13n0402_010:0581a23	吒儞(六)　摩訶鳩吒泥(七)　吒吒吒株(八)　摩訶吒吒(九)	吒 儞 六 摩 訶 鳩 吒 泥 七 吒 吒 吒 株 八 摩 訶 吒 吒 九 
T13n0402_010:0581a24	　阿婆娑(十)　阿毘阿毘(十一)　履尼履尼(十二)　摩訶履尼	 阿 婆 娑 十 阿 毘 阿 毘 十 一 履 尼 履 尼 十 二 摩 訶 履 尼 
T13n0402_010:0581a25	履尼(十三)　履弭履弭履弭(十四)　陀履彌(十五)　履簁(平音)摩	履 尼 十 三 履 弭 履 弭 履 弭 十 四 陀 履 彌 十 五 履 簁 平 音 摩 
T13n0402_010:0581a26	訶履簁(十六)　首樓首樓(十七)　摩訶首樓首樓(十八)　首樓	訶 履 簁 十 六 首 樓 首 樓 十 七 摩 訶 首 樓 首 樓 十 八 首 樓 
T13n0402_010:0581a27	首樓陀(十九)　摩訶首樓首樓(二十)　嘔舅摩舅摩(二十一)　舅	首 樓 陀 十 九 摩 訶 首 樓 首 樓 二 十 嘔 舅 摩 舅 摩 二 十 一 舅 
T13n0402_010:0581a28	摩那(二十二)　履弭履弭(二十三)　醯履醯履(二十四)　醯履醯	摩 那 二 十 二 履 弭 履 弭 二 十 三 醯 履 醯 履 二 十 四 醯 履 醯 
T13n0402_010:0581a29	履(二十五)　醯履醯履(二十六)　醯履醯履(二十七)　醯履(二十八)　儞	履 二 十 五 醯 履 醯 履 二 十 六 醯 履 醯 履 二 十 七 醯 履 二 十 八 儞 
T13n0402_010:0581b01	弭儞弭(二十九)　醯儞醯儞(三十)　母儞母儞(三十一)　部地	弭 儞 弭 二 十 九 醯 儞 醯 儞 三 十 母 儞 母 儞 三 十 一 部 地 
T13n0402_010:0581b02	(上音)(三十二)　履跛囉婆囉(三十三)　所吒(上音)所吒路	 上 音 三 十 二 履 跛 囉 婆 囉 三 十 三 所 吒 上 音 所 吒 路 
T13n0402_010:0581b03	迦(三十四)　柘履耶視泥視泥(三十五)　視娜履所婆(三	迦 三 十 四 柘 履 耶 視 泥 視 泥 三 十 五 視 娜 履 所 婆 三 
T13n0402_010:0581b04	十六)　視娜視娜履所婆(三十七)　娑婆呵(三十八)」	十 六 視 娜 視 娜 履 所 婆 三 十 七 娑 婆 呵 三 十 八 
T13n0402_010:0581b05	是時，阿吒薄俱大夜叉軍將說此呪已，即白	是 時 阿 吒 薄 俱 大 夜 叉 軍 將 說 此 呪 已 即 白 
T13n0402_010:0581b06	佛言：「世尊！隨所有處，若城邑乃至庶民家，	佛 言 世 尊 隨 所 有 處 若 城 邑 乃 至 庶 民 家 
T13n0402_010:0581b07	說此金剛佉婆娑履耶大明呪句時，若有夜	說 此 金 剛 佉 婆 娑 履 耶 大 明 呪 句 時 若 有 夜 
T13n0402_010:0581b08	叉乃至迦吒富單那心不淨信，及身口意不	叉 乃 至 迦 吒 富 單 那 心 不 淨 信 及 身 口 意 不 
T13n0402_010:0581b09	受教戒，不於眾生起慈悲心，以是故，我今	受 教 戒 不 於 眾 生 起 慈 悲 心 以 是 故 我 今 
T13n0402_010:0581b10	更說倍復嚴迅大明呪句。」即於佛前而說呪曰：	更 說 倍 復 嚴 迅 大 明 呪 句 即 於 佛 前 而 說 呪 曰 
T13n0402_010:0581b11	「多地也他阿(上音)眵(一)　阿眵(二)　母泥母泥(三)　阿(上)	 多 地 也 他 阿 上 音 眵 一 阿 眵 二 母 泥 母 泥 三 阿 上 
T13n0402_010:0581b12	耆(上)泥朽朽(四)　母泥母泥(五)　歷娜履所婆(上音)	耆 上 泥 朽 朽 四 母 泥 母 泥 五 歷 娜 履 所 婆 上 音 
T13n0402_010:0581b13	朽朽(六)　阿迦囉檀池(七)　阿哆檀池(八)　阿哆阿	朽 朽 六 阿 迦 囉 檀 池 七 阿 哆 檀 池 八 阿 哆 阿 
T13n0402_010:0581b14	哆(九)　阿底(十)　嘔吒(十一)　醯(上音)儞(十二)　醯儞(十三)　醯履醯	哆 九 阿 底 十 嘔 吒 十 一 醯 上 音 儞 十 二 醯 儞 十 三 醯 履 醯 
T13n0402_010:0581b15	履醯履醯履醯履醯履醯履(十四)　哆哆囉舅歷	履 醯 履 醯 履 醯 履 醯 履 醯 履 十 四 哆 哆 囉 舅 歷 
T13n0402_010:0581b16	(十五)　舅歷舅歷舅歷(十六)　醯履醯履(十七)　儞里儞里	 十 五 舅 歷 舅 歷 舅 歷 十 六 醯 履 醯 履 十 七 儞 里 儞 里 
T13n0402_010:0581b17	(十八)　摩呵儞里(十九)　三母陀羅儞(去音)佉(二十)　呵吒呵吒	 十 八 摩 呵 儞 里 十 九 三 母 陀 羅 儞 去 音 佉 二 十 呵 吒 呵 吒 
T13n0402_010:0581b18	呵吒(二十一)　阿囉拏彌(去音)佉(二十二)　叉婆佉(二十三)　比	呵 吒 二 十 一 阿 囉 拏 彌 去 音 佉 二 十 二 叉 婆 佉 二 十 三 比 
T13n0402_010:0581b19	履地毘(二十四)　阿(去音)跛(二十五)　帝(多易反)殊(二十六)　婆由(二十	履 地 毘 二 十 四 阿 去 音 跛 二 十 五 帝 多 易 反 殊 二 十 六 婆 由 二 十 
T13n0402_010:0581b20	七)　阿迦捨(二十八)　[口*陀][口*陀]陀窮脾(二十九)　朋窮脾(三十)　惡	七 阿 迦 捨 二 十 八 [口陀][口陀] 陀 窮 脾 二 十 九 朋 窮 脾 三 十 惡 
T13n0402_010:0581b21	差(初飢反)窮脾(三十一)　視許婆窮脾薩傍(去音)伽窮脾	差 初 飢 反 窮 脾 三 十 一 視 許 婆 窮 脾 薩 傍 去 音 伽 窮 脾 
T13n0402_010:0581b22	(三十二)　囉袪窮脾(三十三)　娑陀娑斗窮脾(三十四)　娑婆呵	 三 十 二 囉 袪 窮 脾 三 十 三 娑 陀 娑 斗 窮 脾 三 十 四 娑 婆 呵 
T13n0402_010:0581b23	(三十五)」	 三 十 五 
T13n0402_010:0581b24	爾時，阿吒薄俱夜叉大將說此呪時，應時無	爾 時 阿 吒 薄 俱 夜 叉 大 將 說 此 呪 時 應 時 無 
T13n0402_010:0581b25	間，一切天、龍、夜叉、迦吒富單那皆大驚怖。此	間 一 切 天 龍 夜 叉 迦 吒 富 單 那 皆 大 驚 怖 此 
T13n0402_010:0581b26	佛剎土地及虛空住者悉皆戰怖，一剎那頃	佛 剎 土 地 及 虛 空 住 者 悉 皆 戰 怖 一 剎 那 頃 
T13n0402_010:0581b27	如是一切諸鬼，即於佛前合掌敬仰，作如是	如是一切 諸 鬼 即 於 佛 前 合 掌 敬 仰 作 如 是 
T13n0402_010:0581b28	言：「南無一切諸佛！南無南無一切諸佛！最	言 南 無 一切諸佛 南 無 南 無 一切諸佛 最 
T13n0402_010:0581b29	勝大悲願悲愍我，阿吒薄俱夜叉大將，說入	勝 大 悲 願 悲 愍 我 阿 吒 薄 俱 夜 叉 大 將 說 入 
T13n0402_010:0581c01	一切鬼心呪句。」	一 切 鬼 心 呪 句 
T13n0402_010:0581c02	寶星陀羅尼經諸佛還國品第十三	寶 星 陀 羅 尼 經 諸 佛 還 國 品 第 十 三 
T13n0402_010:0581c03	爾時，一切諸佛世尊從十方來者，各從坐起	爾 時 一切諸佛 世 尊 從 十 方 來 者 各 從 坐 起 
T13n0402_010:0581c04	現還國相。是時，大眾地及虛空住者悉皆戰	現 還 國 相 是 時 大 眾 地 及 虛 空 住 者 悉 皆 戰 
T13n0402_010:0581c05	怖，一切大地悉皆震動，從空雨華，於虛空	怖 一 切 大 地 悉 皆 震 動 從 空 雨 華 於 虛 空 
T13n0402_010:0581c06	中作百億樂，燒香末香從空而下，光明遍照	中 作 百 億 樂 燒 香 末 香 從 空 而 下 光明遍照 
T13n0402_010:0581c07	此佛剎內，一切大眾皆悉合掌。爾時，娑婆世	此 佛 剎 內 一 切 大 眾 皆 悉 合 掌 爾 時 娑 婆 世 
T13n0402_010:0581c08	界主梵天王問大栴檀香佛言：「世尊！是諸眾	界 主 梵 天 王 問 大 栴 檀 香 佛 言 世 尊 是 諸 眾 
T13n0402_010:0581c09	生以何善根當得具足？諸佛世尊以幾種	生 以 何 善 根 當 得 具 足 諸佛世尊 以 幾 種 
T13n0402_010:0581c10	法加護眾生，於未來世得此法門，當受當持	法 加 護 眾 生 於未來世 得 此 法 門 當 受 當 持 
T13n0402_010:0581c11	當讀當溫誦，及為餘人，當廣開示，書寫此	當 讀 當 溫 誦 及 為 餘 人 當 廣 開 示 書 寫 此 
T13n0402_010:0581c12	經，書寫已安置家中？」	經 書 寫 已 安 置 家 中 
T13n0402_010:0581c13	爾時，世尊大栴檀香如來告梵天王言：「如是，	爾 時 世 尊 大 栴 檀 香 如 來 告 梵 天 王 言 如 是 
T13n0402_010:0581c14	梵王！一切諸佛加護眾生六界之身，調伏	梵 王 一切諸佛 加 護 眾 生 六 界 之 身 調 伏 
T13n0402_010:0581c15	魔黨故，息滅鬪亂故，成熟眾生故，妙法久住	魔 黨 故 息 滅 鬪 亂 故 成 熟 眾 生 故 妙 法 久 住 
T13n0402_010:0581c16	故，淨無上道故。如是一切諸佛世尊、諸大菩	故 淨 無 上 道 故 如是一切 諸佛世尊 諸 大 菩 
T13n0402_010:0581c17	薩，有十種法加護眾生，於未來世得此法門，	薩 有 十 種 法 加 護 眾 生 於未來世 得 此 法 門 
T13n0402_010:0581c18	當受持讀誦，書寫經已安置家中。「何等為十？	當 受持讀誦 書 寫 經 已 安 置 家 中 何 等 為 十 
T13n0402_010:0581c19	一者、一切諸佛諸大菩薩，慇懃付囑一切天、	一 者 一切諸佛 諸 大 菩 薩 慇 懃 付 囑 一 切 天 
T13n0402_010:0581c20	龍、夜叉、乾闥婆、阿修羅、伽樓羅、緊那羅、摩呼	龍 夜 叉 乾 闥 婆 阿 修 羅 伽 樓 羅 緊 那 羅 摩 呼 
T13n0402_010:0581c21	羅伽等，常令擁護受持法人，不起非法身口	羅 伽 等 常 令 擁 護 受 持 法 人 不 起 非 法 身 口 
T13n0402_010:0581c22	意業，示誨善法，隨所受用衣服飲食，常令	意 業 示 誨 善 法 隨 所 受 用 衣 服 飲 食 常 令 
T13n0402_010:0581c23	豐足無病安隱，乃至捨己身命護持法人令	豐 足 無 病 安 隱 乃 至 捨 己 身 命 護 持 法 人 令 
T13n0402_010:0581c24	無過失。二者、彼人所得念慧樂說，趣巧方	無 過 失 二 者 彼 人 所 得 念 慧 樂 說 趣 巧 方 
T13n0402_010:0581c25	便得無過失，及彼欲樂相應意覺深忍具足，	便 得 無 過 失 及 彼 欲 樂 相 應 意 覺 深 忍 具 足 
T13n0402_010:0581c26	隨所住心如空如地。三者、以四攝法勸諸四	隨 所 住 心 如 空 如 地 三 者 以 四 攝 法 勸 諸 四 
T13n0402_010:0581c27	眾及餘眾生，得住善法取堅固身，三事清淨	眾 及 餘 眾 生 得 住 善 法 取 堅 固 身 三 事 清 淨 
T13n0402_010:0581c28	行菩提道。四者、得寶幢三昧，得是三昧巧能	行 菩 提 道 四 者 得 寶 幢 三 昧 得 是 三 昧 巧 能 
T13n0402_010:0581c29	觀察諸三昧門。五者、彼持法人隨處命終，無	觀 察 諸 三 昧 門 五 者 彼 持 法 人 隨 處 命 終 無 
T13n0402_010:0582a01	量無數諸佛世尊、諸比丘眾、諸菩薩眾，常現	量 無 數 諸佛世尊 諸 比 丘 眾 諸 菩 薩 眾 常 現 
T13n0402_010:0582a02	在前將養說法。六者、諸佛世尊所說成就句	在 前 將 養 說 法 六 者 諸佛世尊 所 說 成 就 句 
T13n0402_010:0582a03	義文字法時，悉皆得聞，即得一切最勝聖法	義 文 字 法 時 悉 皆 得 聞 即 得 一切最勝 聖 法 
T13n0402_010:0582a04	無受喜樂；彼一切業障，隨彼命終最後剎那，	無 受 喜 樂 彼 一 切 業 障 隨 彼 命 終 最 後 剎 那 
T13n0402_010:0582a05	捨壽死識得如法滅，猶如死法阿羅漢滅。七	捨 壽 死 識 得 如 法 滅 猶 如 死 法 阿 羅 漢 滅 七 
T13n0402_010:0582a06	者、如所悕望清淨佛剎隨意化生，彼諸世尊	者 如 所 悕 望 清 淨 佛 剎 隨 意 化 生 彼 諸 世 尊 
T13n0402_010:0582a07	住世將養，常說清淨大乘教法；彼持法人，於	住 世 將 養 常 說 清 淨 大 乘 教 法 彼 持 法 人 於 
T13n0402_010:0582a08	此大乘無障礙智，具足如虛空心而住。八者、	此 大 乘 無障礙智 具 足 如 虛 空 心 而 住 八 者 
T13n0402_010:0582a09	不久於此功德，悉得具足。九者、彼持法人，穢	不 久 於 此 功 德 悉 得 具 足 九 者 彼 持 法 人 穢 
T13n0402_010:0582a10	濁佛土不復受生，除自本願。十者、速疾當得	濁 佛 土 不 復 受 生 除 自 本 願 十 者 速 疾 當 得 
T13n0402_010:0582a11	阿耨多羅三藐三菩提。是為十法。「諸佛世尊	阿耨多羅三藐三菩提 是 為 十 法 諸佛世尊 
T13n0402_010:0582a12	以此十法加持法人，若於今時、若未來世，此	以 此 十 法 加 持 法 人 若 於 今 時 若 未 來 世 此 
T13n0402_010:0582a13	妙正法當得熾然，若有受持此陀羅尼法門，	妙 正 法 當 得 熾 然 若 有 受 持 此 陀 羅 尼 法 門 
T13n0402_010:0582a14	乃至但書寫此經安置家中，一切諸佛諸大	乃 至 但 書 寫 此 經 安 置 家 中 一切諸佛 諸 大 
T13n0402_010:0582a15	菩薩當擁護彼持法之人，一切煩惱悉得	菩 薩 當 擁 護 彼 持 法 之 人 一切煩惱 悉 得 
T13n0402_010:0582a16	解脫，即是菩薩摩訶薩也。」	解 脫 即 是 菩薩摩訶薩 也 
T13n0402_010:0582a17	爾時，世尊釋迦如來告釋梵護世：「諸善男子！	爾 時 世 尊 釋 迦 如 來 告 釋 梵 護 世 諸 善 男 子 
T13n0402_010:0582a18	此諸世尊，皆從十方普來會者，憐愍汝等諸	此 諸 世 尊 皆 從 十 方 普 來 會 者 憐 愍 汝 等 諸 
T13n0402_010:0582a19	眾生故，令此世界外物清淨故，成熟一切眾	眾 生 故 令 此 世 界 外 物 清 淨 故 成 熟 一 切 眾 
T13n0402_010:0582a20	生故，顯示菩提行故，退魔黨故，建立法幢	生 故 顯 示 菩 提 行 故 退 魔 黨 故 建 立 法 幢 
T13n0402_010:0582a21	故，顯示一切佛事故，三寶種不斷故，滅一	故 顯 示 一 切 佛 事 故 三 寶 種 不 斷 故 滅 一 
T13n0402_010:0582a22	切病故，遮一切惡故，擁護一切怖畏故，斷	切 病 故 遮 一 切 惡 故 擁 護 一 切 怖 畏 故 斷 
T13n0402_010:0582a23	一切惡見故，入菩提道故，滿足如來十力故，	一 切 惡 見 故 入 菩 提 道 故 滿 足 如來十力 故 
T13n0402_010:0582a24	盡一切煩惱業故，說此希有大希有相。昔未	盡 一切煩惱 業 故 說 此 希 有 大 希 有 相 昔 未 
T13n0402_010:0582a25	曾有昔所未聞，甚深句義陀羅尼，擁護家宅	曾 有 昔 所 未 聞 甚 深 句 義陀羅尼 擁 護 家 宅 
T13n0402_010:0582a26	城邑國土，乃至擁護此四天下，天、龍、人、非	城 邑 國 土 乃 至 擁 護 此 四 天 下 天 龍 人 非 
T13n0402_010:0582a27	人等，穀藥花果，護說法師及聽法者，為得	人 等 穀 藥 花 果 護 說 法 師 及 聽 法 者 為 得 
T13n0402_010:0582a28	無著陀羅尼故，入如虛空智故，以一法式得	無 著 陀 羅 尼 故 入 如 虛 空 智 故 以 一 法 式 得 
T13n0402_010:0582a29	一切智智故。	一切智智 故 
T13n0402_010:0582b01	「復次，善男子！以此法門故，一切諸佛依入大	 復 次 善 男 子 以 此 法 門 故 一切諸佛 依 入 大 
T13n0402_010:0582b02	悲智，以十種法護此佛剎中一一諸物增長	悲 智 以 十 種 法 護 此 佛 剎 中 一 一 諸 物 增 長 
T13n0402_010:0582b03	不壞。善男子！一切諸佛菩薩，於此佛剎遍	不 壞 善 男 子 一切諸佛 菩 薩 於 此 佛 剎 遍 
T13n0402_010:0582b04	皆受用無空缺處，護持一切善法故。一切佛	皆 受 用 無 空 缺 處 護 持 一 切 善 法 故 一 切 佛 
T13n0402_010:0582b05	土所受生者，於此佛剎當起尊重禮拜，如塔	土 所 受 生 者 於 此 佛 剎 當 起 尊 重 禮 拜 如 塔 
