X88n1645_001:0107a03	 六道集敘	 六 道 集 敘 
X88n1645_005:0173b24	時。語男女云。吾且將閏玉去。使在地獄。看吾受罪。苦	時 語 男 女 云 吾 且 將 閏 玉 去 使 在 地 獄 看 吾 受 罪 苦 
X88n1645_005:0173c01	痛如何。經五六日。還放回來。令汝男女。知吾受罪苦	痛 如 何 經 五 六 日 還 放 回 來 令 汝 男 女 知 吾 受 罪 苦 
X88n1645_005:0173c02	痛虗實。作此語已。閏玉即死。惟心上暖。餘分並冷身	痛 虗 實 作 此 語 已 閏 玉 即 死 惟 心 上 暖 餘 分 並 冷 身 
X88n1645_005:0173c03	臥在地。不敢埋之。此婢即至地獄。見一大殿院門。嚴	臥 在 地 不 敢 埋 之 此 婢 即 至 地 獄 見 一 大 殿 院 門 嚴 
X88n1645_005:0173c04	兵守衛。云。是王殿。不敢窺窬。行至東院。別見一廳。上	兵 守 衛 云 是 王 殿 不 敢 窺 窬 行 至 東 院 別 見 一 廳 上 
X88n1645_005:0173c05	有大官人。云是斷罪官。復過廳院東。有地獄。種種苦	有 大 官 人 云 是 斷 罪 官 復 過 廳 院 東 有 地 獄 種 種 苦 
X88n1645_005:0173c06	具。一如世間圖畫地獄之狀。夫人語婢云。汝看吾受	具 一 如 世 間 圖 畫 地 獄 之 狀 夫 人 語 婢 云 汝 看 吾 受 
X88n1645_005:0173c07	罪之苦。作此語已。即有種種獄卒羅剎。撲擲夫人。屠	罪 之 苦 作 此 語 已 即 有 種 種 獄 卒 羅 剎 撲 擲 夫 人 屠 
X88n1645_005:0173c08	割身肉。鑊湯煎煑。煑已還活。活已復歷諸獄。鐵鉗抽	割 身 肉 鑊 湯 煎 煑 煑 已 還 活 活 已 復 歷 諸 獄 鐵 鉗 抽 
X88n1645_005:0173c09	舌。鐵鳥啄之。復臥鐵牀。飛鳥猛火。一時著身。死已還	舌 鐵 鳥 啄 之 復 臥 鐵 牀 飛 鳥 猛 火 一 時 著 身 死 已 還 
X88n1645_005:0173c10	活。活已復受諸苦。不可具陳。夫人甦已。即見其父蕭	活 活 已 復 受 諸 苦 不 可 具 陳 夫 人 甦 已 即 見 其 父 蕭 
X88n1645_005:0173c11	鏗。乘紫金蓮華座。騰空而來。鏗生平已來。及歷任諸	鏗 乘 紫 金 蓮 華 座 騰 空 而 來 鏗 生 平 已 來 及 歷 任 諸 
X88n1645_005:0173c12	官。皆不食酒肉葷辛。常誦法華經。日別一徧。恭敬三	官 皆 不 食 酒 肉 葷 辛 常 誦 法 華 經 日 別 一 徧 恭 敬 三 
X88n1645_005:0173c13	寶。晝夜六時。禮誦無闕。今生善處。見女受苦。故來相	寶 晝 夜 六 時 禮 誦 無 闕 今 生 善 處 見 女 受 苦 故 來 相 
X88n1645_005:0173c14	救。即語女云。吾生平之日。每勸汝生信止怒。汝不用	救 即 語 女 云 吾 生 平 之 日 每 勸 汝 生 信 止 怒 汝 不 用 
X88n1645_005:0173c15	吾語。今致其殃。汝復何因。將此婢來。女報父言。為兒	吾 語 今 致 其 殃 汝 復 何 因 將 此 婢 來 女 報 父 言 為 兒 
X88n1645_005:0173c16	生平不信。今受罪苦。故將此婢看兒受罪輕重。令傳	生 平 不 信 今 受 罪 苦 故 將 此 婢 看 兒 受 罪 輕 重 令 傳 
X88n1645_005:0173c17	向家內男女。使其生信。父聞印可。即語女言。吾雖生	向 家 內 男 女 使 其 生 信 父 聞 印 可 即 語 女 言 吾 雖 生 
X88n1645_005:0173c18	善處。未能全救汝苦。汝努力自勵發心。兼藉家內福	善 處 未 能 全 救 汝 苦 汝 努 力 自 勵 發 心 兼 藉 家 內 福 
X88n1645_005:0173c19	善。共相助佐。決望得出。上升人天。作此語已。忽有一	善 共 相 助 佐 決 望 得 出 上 升 人 天 作 此 語 已 忽 有 一 
X88n1645_005:0173c20	婆羅門師。年少端正。亦乘空而來。語夫人曰。由汝不	婆 羅 門 師 年 少 端 正 亦 乘 空 而 來 語 夫 人 曰 由 汝 不 
X88n1645_005:0173c21	信因果。今受罪苦。未知此婢性識如何。吾欲教誦經。	信 因 果 今 受 罪 苦 未 知 此 婢 性 識 如 何 吾 欲 教 誦 經 
X88n1645_005:0173c22	使傳家內。令世人生信。夫人報云。請師但教。此婢聰	使 傳 家 內 令 世 人 生 信 夫 人 報 云 請 師 但 教 此 婢 聰 
X88n1645_005:0173c23	明。誦經可得。師即先教誦金剛般若。初授二三行。有	明 誦 經 可 得 師 即 先 教 誦 金 剛 般 若 初 授 二 三 行 有 
X88n1645_005:0173c24	忘一二句者。後續授之。漸得半紙一紙。少時誦得不	忘 一 二 句 者 後 續 授 之 漸 得 半 紙 一 紙 少 時 誦 得 不 
X88n1645_005:0174a01	忘。後教誦藥師。法華。一授不忘。此之三部。皆作梵音。	忘 後 教 誦 藥 師 法 華 一 授 不 忘 此 之 三 部 皆 作 梵 音 
X88n1645_005:0174a02	不作漢語。文詞典正。音韻清亮。文句皆熟。即便放歸	不 作 漢 語 文 詞 典 正 音 韻 清 亮 文 句 皆 熟 即 便 放 歸 
X88n1645_005:0174a03	臨別語云。汝至家內。逢人為誦。漢人道俗。不別汝音。	臨 別 語 云 汝 至 家 內 逢 人 為 誦 漢 人 道 俗 不 別 汝 音 
X88n1645_005:0174a04	令覓婆羅門。善梵語者。試看誦之。始知善惡。世人多	令 覓 婆 羅 門 善 梵 語 者 試 看 誦 之 始 知 善 惡 世 人 多 
X88n1645_005:0174a05	有信邪事道。不樂佛法。既見汝獠婢。尚能誦得三本	有 信 邪 事 道 不 樂 佛 法 既 見 汝 獠 婢 尚 能 誦 得 三 本 
X88n1645_005:0174a06	梵經。豈可不生信心。儻得一人迴邪入正。非但夫人	梵 經 豈 可 不生信心 儻 得 一 人 迴 邪 入 正 非 但 夫 人 
X88n1645_005:0174a07	得福。亦令汝後報。不入三途。既受此語已。放出至家。	得 福 亦 令 汝 後 報 不 入 三 途 既 受 此 語 已 放 出 至 家 
X88n1645_005:0174a08	惺了如舊。即集家內尊卑。具說夫人地獄受苦事。猶	惺 了 如 舊 即 集 家 內 尊 卑 具 說 夫 人 地 獄 受 苦 事 猶 
X88n1645_005:0174a09	恐汝兒郎等不信。即臥在地。作夫人在地獄受苦之	恐 汝 兒 郎 等 不 信 即 臥 在 地 作 夫 人 在 地 獄 受 苦 之 
X88n1645_005:0174a10	事。或云。看夫人吞熱鐵丸。開口咽之。口赤腹熱如火。	事 或 云 看 夫 人 吞 熱 鐵 丸 開 口 咽 之 口 赤 腹 熱 如 火 
X88n1645_005:0174a11	或云。看夫人受鐵犂耕舌。出舌二三尺餘。或云。看夫	或 云 看 夫 人 受 鐵 犂 耕 舌 出 舌 二 三 尺 餘 或 云 看 夫 
X88n1645_005:0174a12	人受鐵牀苦身體紅赤。熱氣如火。如是變現種種苦	人 受 鐵 牀 苦 身 體 紅 赤 熱 氣 如 火 如 是 變 現 種 種 苦 
X88n1645_005:0174a13	痛之相已。然後甦醒。復說。見夫人父誡敕之事。又說	痛 之 相 已 然 後 甦 醒 復 說 見 夫 人 父 誡 敕 之 事 又 說 
X88n1645_005:0174a14	見婆羅門教誦經意。夫人得出地獄。上升天報。此婢	見 婆 羅 門 教 誦 經 意 夫 人 得 出 地 獄 上 升 天 報 此 婢 
X88n1645_005:0174a15	即為家內正坐。而誦經文。文文句句。皆作梵音。聲氣	即 為 家 內 正 坐 而 誦 經 文 文 文 句 句 皆 作 梵 音 聲 氣 
X88n1645_005:0174a16	清亮。令人樂聞。室家大小。見此善惡靈驗。罕所未聞。	清 亮 令 人 樂 聞 室 家 大 小 見 此 善 惡 靈 驗 罕 所 未 聞 
X88n1645_005:0174a17	男女大小。五體自撲。號哭哀慟。逾痛初亡。道俗郡官	男 女 大 小 五 體 自 撲 號 哭 哀 慟 逾 痛 初 亡 道 俗 郡 官 
X88n1645_005:0174a18	聞者。皆勸易心歸信。齋戒不絕。麟德二年。有西域四	聞 者 皆 勸 易 心 歸 信 齋 戒 不 絕 麟 德 二 年 有 西 域 四 
X88n1645_005:0174a19	婆羅門來。獻佛頂骨。因親眷屬。將軍薛仁軌。家內設	婆 羅 門 來 獻 佛 頂 骨 因 親 眷 屬 將 軍 薛 仁 軌 家 內 設 
X88n1645_005:0174a20	齋。諸親聚集。諸官人共議云。此婢雖誦得梵經。某等	齋 諸 親 聚 集 諸 官 人 共 議 云 此 婢 雖 誦 得 梵 經 某 等 
X88n1645_005:0174a21	皆不別之。故邀屈請得此四婆羅門。至將軍舍齋。復	皆 不 別 之 故 邀 屈 請 得 此 四 婆 羅 門 至 將 軍 舍 齋 復 
X88n1645_005:0174a22	喚此婢來。不語四僧云。在地獄中誦得。誑云。別有婆	喚 此 婢 來 不 語 四 僧 云 在 地 獄 中 誦 得 誑 云 別 有 婆 
X88n1645_005:0174a23	羅門。教誦得此三部經。密試虗實。即對四僧令婢誦	羅 門 教 誦 得 此 三 部 經 密 試 虗 實 即 對 四 僧 令 婢 誦 
X88n1645_005:0174a24	之。且誦金剛般若訖。此四婆羅門。一時皆起合掌。怪	之 且 誦 金 剛 般 若 訖 此 四 婆 羅 門 一 時 皆 起 合 掌 怪 
X88n1645_005:0174b01	歎希奇。未曾有也。何因漢人。能得如此。更為誦藥師	歎 希 奇 未 曾 有 也 何 因 漢 人 能 得 如 此 更 為 誦 藥 師 
X88n1645_005:0174b02	法華訖。彌加歡喜。恭敬如師。即譯語。問云。此女何因	法 華 訖 彌 加 歡 喜 恭 敬 如 師 即 譯 語 問 云 此 女 何 因 
X88n1645_005:0174b03	得如此善巧音詞。文句典正。經熟不錯。吾西域善能	得 如 此 善 巧 音 詞 文 句 典 正 經 熟 不 錯 吾 西 域 善 能 
X88n1645_005:0174b04	誦者。未能如是。此非凡人。能得如此。諸官人等。始為	誦 者 未 能 如 是 此 非 凡 人 能 得 如 此 諸 官 人 等 始 為 
X88n1645_005:0174b05	說實。四僧泣淚。非是聖力冥加。豈能如是言詞典正。	說 實 四 僧 泣 淚 非 是 聖 力 冥 加 豈 能 如 是 言 詞 典 正 
X88n1645_005:0174b06	諸官道俗見者悲歎。深信佛法。不敢輕慢。將軍因見	諸 官 道 俗 見 者 悲 歎 深 信 佛 法 不 敢 輕 慢 將 軍 因 見 
X88n1645_005:0174b07	此事奏上。聞徹皇帝。敕語百官。信知佛法。眾聖之上。	此 事 奏 上 聞 徹 皇 帝 敕 語 百 官 信 知 佛 法 眾 聖 之 上 
X88n1645_005:0174b08	冥祐所資。孰敢不信。百官拜謝。慶所未聞。良由三寶	冥 祐 所 資 孰 敢 不 信 百 官 拜 謝 慶 所 未 聞 良 由 三 寶 
X88n1645_005:0174b09	景福恩重。慈蔭四生。非臣下愚所能籌度。聖凡受益。	景 福 恩 重 慈 蔭 四 生 非 臣 下 愚 所 能 籌 度 聖 凡 受 益 
X88n1645_005:0174b10	豈得不信(出續高僧傳)。	豈 得 不 信 出 續 高 僧 傳 
X88n1645_005:0174b11	西京○法海寺。英禪師。咸亨中。夢泰山府君。召往說	西 京 法 海 寺 英 禪 師 咸 亨 中 夢 泰 山 府 君 召 往 說 
X88n1645_005:0174b12	法。後獨坐方丈。見一異人。衣冠甚偉。前告之曰。弟子	法 後 獨 坐 方 丈 見 一 異 人 衣 冠 甚 偉 前 告 之 曰 弟 子 
X88n1645_005:0174b13	向於泰山府君處。竊覩尊容。且知慈德及物甚多。弟	向 於 泰 山 府 君 處 竊 覩 尊 容 且 知 慈 德 及 物 甚 多 弟 
X88n1645_005:0174b14	子聞世有水陸大齋。可以利益幽品。其文是梁武所	子 聞 世 有 水 陸 大 齋 可 以 利 益 幽 品 其 文 是 梁 武 所 
X88n1645_005:0174b15	集。今大覺寺。吳僧義濟得之。願師往求。如法修設。英	集 今 大 覺 寺 吳 僧 義 濟 得 之 願 師 往 求 如 法 修 設 英 
X88n1645_005:0174b16	師許之。尋詣大覺。果得其文。遂於月望修齋已畢。復	師 許 之 尋 詣 大 覺 果 得 其 文 遂 於 月 望 修 齋 已 畢 復 
X88n1645_005:0174b17	見向異人。與屬十數。前至謝曰。弟子即秦莊襄王也。	見 向 異 人 與 屬 十 數 前 至 謝 曰 弟 子 即 秦 莊 襄 王 也 
X88n1645_005:0174b18	又指其徒曰。此范睢。穰侯。白起。王翦。張儀。陳軫。皆秦	又 指 其 徒 曰 此 范 睢 穰 侯 白 起 王 翦 張 儀 陳 軫 皆 秦 
X88n1645_005:0174b19	臣也。咸坐本罪。幽囚陰府。昔梁武於金山設此齋時。	臣 也 咸 坐 本 罪 幽 囚 陰 府 昔 梁 武 於 金 山 設 此 齋 時 
X88n1645_005:0174b20	前代紂王之臣。皆免得脫。弟子是時。亦暫息苦。但以	前 代 紂 王 之 臣 皆 免 得 脫 弟 子 是 時 亦 暫 息 苦 但 以 
X88n1645_005:0174b21	獄情未決。故未獲脫。今蒙師齋懺罪。弟子與此輩。并	獄 情 未 決 故 未 獲 脫 今 蒙 師 齋 懺 罪 弟 子 與 此 輩 并 
X88n1645_005:0174b22	列國君臣。皆承法力。得生人間。慮世異國殊。故此來	列 國 君 臣 皆 承 法 力 得 生 人 間 慮 世 異 國 殊 故 此 來 
X88n1645_005:0174b23	謝。言訖而隱。自是英公。常設此齋。流行天下(出統紀并水陸	謝 言 訖 而 隱 自 是 英 公 常 設 此 齋 流 行 天 下 出 統 紀 并 水 陸 
X88n1645_005:0174b24	齋儀○莊襄。是秦始皇父。至唐咸亨九百四十年)。	齋 儀 莊 襄 是 秦 始 皇 父 至 唐 咸 亨 九 百 四 十 年 
X88n1645_005:0174c01	汾州○調露元年。啟福寺主惠澄。染患牛吼而終。寺	汾 州 調 露 元 年 啟 福 寺 主 惠 澄 染 患 牛 吼 而 終 寺 
X88n1645_005:0174c02	僧長寧。夜見澄來。形色顦顇。云。為互用三寶物。受苦	僧 長 寧 夜 見 澄 來 形 色 顦 顇 云 為 互 用 三 寶 物 受 苦 
X88n1645_005:0174c03	難言。諸罪稍輕。惟用寺物為至重。願賜救濟。寧即為	難 言 諸 罪 稍 輕 惟 用 寺 物 為 至 重 願 賜 救 濟 寧 即 為 
X88n1645_005:0174c04	誦經懺罪。月餘復來云。承利益。已得息苦。別居一處。	誦 經 懺 罪 月 餘 復 來 云 承 利 益 已 得 息 苦 別 居 一 處 
X88n1645_005:0174c05	但未知得脫之日。	但 未 知 得 脫 之 日 
X88n1645_005:0174c06	華陰○鄧元英。有親故暴亡。七日復甦。報元英曰。見	華 陰 鄧 元 英 有 親 故 暴 亡 七 日 復 甦 報 元 英 曰 見 
X88n1645_005:0174c07	冥道官吏。將追君父。宜急修功德以禳之。元英驚問。	冥 道 官 吏 將 追 君 父 宜 急 修 功 德 以 禳 之 元 英 驚 問 
X88n1645_005:0174c08	修何功德。可免此事。曰急寫華嚴經一部。元英遽買	修 何 功 德 可 免 此 事 曰 急 寫 華 嚴 經 一 部 元 英 遽 買 
X88n1645_005:0174c09	紙。向鄰寺。多召經生。未逾旬日。經已寫畢。竟免斯戹。	紙 向 鄰 寺 多 召 經 生 未 逾 旬 日 經 已 寫 畢 竟 免 斯 戹 
X88n1645_005:0174c10	復於母墳地。產一蓮華。武后異之。敕賜立孝門。以加	復 於 母 墳 地 產 一 蓮 華 武 后 異 之 敕 賜 立 孝 門 以 加 
X88n1645_005:0174c11	旌表。	旌 表 
X88n1645_005:0174c12	御史○馮忠。於景隆三年暴亡。有二童子。領至庭。對	御 史 馮 忠 於 景 隆 三 年 暴 亡 有 二 童 子 領 至 庭 對 
X88n1645_005:0174c13	判官案覆罪籍。見亡舅張思義曰。汝可發願寫涅槃	判 官 案 覆 罪 籍 見 亡 舅 張 思 義 曰 汝 可 發 願 寫 涅 槃 
X88n1645_005:0174c14	疏。并鑄鐘。庶消往過。疏是禮宗禪師所述者。此師親	疏 并 鑄 鐘 庶 消 往 過 疏 是 禮 宗 禪 師 所 述 者 此 師 親 
X88n1645_005:0174c15	見智者傳授。每有天神守護。忠依舅誡。遂獲放回。尋	見 智 者 傳 授 每 有 天 神 守 護 忠 依 舅 誡 遂 獲 放 回 尋 
X88n1645_005:0174c16	疏未獲。再被冥譴。忠乞三日尋寫。復俾其返。誠意搜	疏 未 獲 再 被 冥 譴 忠 乞 三 日 尋 寫 復 俾 其 返 誠 意 搜 
X88n1645_005:0174c17	求。果得其本。遂急為經理。後以壽終(右三出統紀)。	求 果 得 其 本 遂 急 為 經 理 後 以 壽 終 右 三 出 統 紀 
X88n1645_005:0174c18	武功○縣丞蘇珪。常誦金剛經。合家五十口。皆蔬食	武 功 縣 丞 蘇 珪 常 誦 金 剛 經 合 家 五 十 口 皆 蔬 食 
X88n1645_005:0174c19	妻崔氏。以瘦悴。竊食肉。變為骨骾氣絕。殮十日復甦。	妻 崔 氏 以 瘦 悴 竊 食 肉 變 為 骨 骾 氣 絕 殮 十 日 復 甦 
X88n1645_005:0174c20	言見閻王責曰。汝夫是肉身菩薩。何盜食肉。賴有誦	言 見 閻 王 責 曰 汝 夫 是 肉 身 菩 薩 何 盜 食 肉 賴 有 誦 
X88n1645_005:0174c21	經之功。延壽二十年。可歸。以語諸人。時玄宗皇帝聞	經 之 功 延 壽 二 十 年 可 歸 以 語 諸 人 時 玄 宗 皇 帝 聞 
X88n1645_005:0174c22	之。亦發心持經。從化者甚眾。	之 亦 發 心 持 經 從 化 者 甚 眾 
X88n1645_005:0174c23	南唐(姓李)	南 唐 姓 李 
X88n1645_005:0174c24	江南○金陵上元縣。一民暴死。三日復甦。詣唐主具	江 南 金 陵 上 元 縣 一 民 暴 死 三 日 復 甦 詣 唐 主 具 
X88n1645_005:0175a01	奏。入冥見先帝。被五木甚嚴。民駭問帝。何以如此。帝	奏 入 冥 見 先 帝 被 五 木 甚 嚴 民 駭 問 帝 何 以 如 此 帝 
X88n1645_005:0175a02	言。吾為宋齊丘所悞。殺和州降者千餘人。以冤被訴。	言 吾 為 宋 齊 丘 所 悞 殺 和 州 降 者 千 餘 人 以 冤 被 訴 
X88n1645_005:0175a03	仗汝歸語嗣君。凡寺院鳴鐘。令延久其聲。吾受苦。惟	仗 汝 歸 語 嗣 君 凡 寺 院 鳴 鐘 令 延 久 其 聲 吾 受 苦 惟 
X88n1645_005:0175a04	聞鐘。則暫休息。或能為造一鐘尤善。民曰。何以取驗。	聞 鐘 則 暫 休 息 或 能 為 造 一 鐘 尤 善 民 曰 何 以 取 驗 
X88n1645_005:0175a05	帝曰。吾在位日。曾以于闐國。遺我玉天王像。藏於瓦	帝 曰 吾 在 位 日 曾 以 于 闐 國 遺 我 玉 天 王 像 藏 於 瓦 
X88n1645_005:0175a06	官寺佛左膝。人無知者。汝以此為驗。唐主親詣瓦官	官 寺 佛 左 膝 人 無 知 者 汝 以 此 為 驗 唐 主 親 詣 瓦 官 
X88n1645_005:0175a07	寺。剖佛膝。果得玉像。感泣。即造一鐘於清涼寺。鐫其	寺 剖 佛 膝 果 得 玉 像 感 泣 即 造 一 鐘 於 清 涼 寺 鐫 其 
X88n1645_005:0175a08	上曰。薦烈祖考高皇帝脫幽出厄。以玉像建塔。葬蔣	上 曰 薦 烈 祖 考 高 皇 帝 脫 幽 出 厄 以 玉 像 建 塔 葬 蔣 
X88n1645_005:0175a09	山(出通塞志)。	山 出 通 塞 志 
X88n1645_005:0175a10	後周(姓柴)	後 周 姓 柴 
X88n1645_005:0175a11	世宗○毀天下寺觀鍾磬。鈸鐸。佛像。鑄周通錢。時鎮	世 宗 毀 天 下 寺 觀 鍾 磬 鈸 鐸 佛 像 鑄 周 通 錢 時 鎮 
X88n1645_005:0175a12	州大悲像。極靈應。詔下。人莫敢近。帝聞之。自往持斧	州 大 悲 像 極 靈 應 詔 下 人 莫 敢 近 帝 聞 之 自 往 持 斧 
X88n1645_005:0175a13	鑱破面胸。觀者為之悚慄。帝遂疽發於胸殂。汴都有	鑱 破 面 胸 觀 者 為 之 悚 慄 帝 遂 疽 發 於 胸 殂 汴 都 有 
X88n1645_005:0175a14	將士周百勝。年老家居蔬食念佛。一夕夢黃衣吏。追	將 士 周 百 勝 年 老 家 居 蔬 食 念 佛 一 夕 夢 黃 衣 吏 追 
X88n1645_005:0175a15	入大城。至官府處。主者。令吏引觀地獄。見一人黑色。	入 大 城 至 官 府 處 主 者 令 吏 引 觀 地 獄 見 一 人 黑 色 
