T52n2110_001:0489c14	辯正論序	辯 正 論 序 
T52n2110_008:0546c24	色。今輒集之。彼將何據。笑道論云。妄注	色 今 輒 集 之 彼 將 何 據 笑 道 論 云 妄 注 
T52n2110_008:0546c25	諸子三百五十卷為道經也。若有依據。何以	諸 子 三 百 五 十 卷 為 道 經 也 若 有 依 據 何 以 
T52n2110_008:0546c26	前後注列不同乎。且人之有惡恐人知之。己	前 後 注 列 不 同 乎 且 人 之 有 惡 恐 人 知 之 己 
T52n2110_008:0546c27	若有善慮人不見。所以道士自書云。不受道	若 有 善 慮 人 不 見 所 以 道 士 自 書 云 不 受 道 
T52n2110_008:0546c28	戒者不得轉讀。道經即如此狀。道有何醜慮	戒 者 不 得 轉 讀 道 經 即 如 此 狀 道 有 何 醜 慮 
T52n2110_008:0546c29	人知乎。若道士所注。以諸子為道書者。民中	人 知 乎 若 道 士 所 注 以 諸 子 為 道 書 者 民 中 
T52n2110_008:0547a01	諸子悉須追入已不。案陶朱者即是范蠡	諸 子 悉 須 追 入 已 不 案 陶 朱 者 即 是 范 蠡 
T52n2110_008:0547a02	也。范蠡親事越王勾踐。君臣悉囚於吳堂。	也 范 蠡 親 事 越 王 勾 踐 君 臣 悉 囚 於 吳 堂 
T52n2110_008:0547a03	食屎飲尿亦以甚矣。又復范蠡之子被戮於	食 屎 飲 尿 亦 以 甚 矣 又 復 范 蠡 之 子 被 戮 於 
T52n2110_008:0547a04	齊父。既有變化之術。何以不能變化免之。	齊 父 既 有 變 化 之 術 何 以 不 能 變 化 免 之 
T52n2110_008:0547a05	案造立天地記。稱老子託生幽王皇后腹中。	案 造 立 天 地 記 稱 老 子 託 生 幽 王 皇 后 腹 中 
T52n2110_008:0547a06	即是幽王之子。又身為柱史。復是幽王之臣。	即 是 幽 王 之 子 又 身 為 柱 史 復 是 幽 王 之 臣 
T52n2110_008:0547a07	化胡經言。老子在漢為東方朔。若審爾者。知	化 胡 經 言 老 子 在 漢 為 東 方 朔 若 審 爾 者 知 
T52n2110_008:0547a08	幽王為犬戎所殺。豈可不愛君父與神符令	幽 王 為 犬 戎 所 殺 豈 可 不 愛 君 父 與 神 符 令 
T52n2110_008:0547a09	君父不死耶。又漢武窮兵疲弊中國天下戶	君 父 不 死 耶 又 漢 武 窮 兵 疲 弊 中 國 天 下 戶 
T52n2110_008:0547a10	口至減太半。老子何忍不與其符令用辟兵。	口 至 減 太 半 老 子 何 忍 不 與 其 符 令 用 辟 兵 
T52n2110_008:0547a11	以此驗之呪厭之方。何其謬歟。何其謬歟。玄	以 此 驗 之 呪 厭 之 方 何 其 謬 歟 何 其 謬 歟 玄 
T52n2110_008:0547a12	都舘經目錄云。道經記符圖論。凡六千三百	都 舘 經 目 錄 云 道 經 記 符 圖 論 凡 六 千 三 百 
T52n2110_008:0547a13	六十三卷。二千四十卷。已有本見行。其四	六 十 三 卷 二 千 四 十 卷 已 有 本 見 行 其 四 
T52n2110_008:0547a14	千三百二十三卷。指陸修靜目錄。既無正本。	千 三 百 二 十 三 卷 指 陸 修 靜 目 錄 既 無 正 本 
T52n2110_008:0547a15	何謬之甚也。然修靜為目已是大偽。今玄都	何 謬 之 甚 也 然 修 靜 為 目 已 是 大 偽 今 玄 都 
T52n2110_008:0547a16	錄復是偽中之偽。	錄 復 是 偽 中 之 偽 
T52n2110_008:0547a17	歷代相承篇第十一	歷 代 相 承 篇 第 十 一 
T52n2110_008:0547a18	道家無金剛密迹師子釋老形服異道	道 家 無 金 剛 密 迹 師 子 釋 老 形 服 異 道 
T52n2110_008:0547a19	家節日鍾幡不同器名不同不合行城	家 節 日 鍾 幡 不 同 器 名 不 同 不 合 行 城 
T52n2110_008:0547a20	依法朝拜請立經目玄都東華非觀	依 法 朝 拜 請 立 經 目 玄 都 東 華 非 觀 
T52n2110_008:0547a21	梁武捨道詔文	梁 武 捨 道 詔 文 
T52n2110_008:0547a22	道家無金剛密迹師子	道 家 無 金 剛 密 迹 師 子 
T52n2110_008:0547a23	案道家四見論。凡有二十一條大義。一曰序	案 道 家 四 見 論 凡 有 二 十 一 條 大 義 一 曰 序 
T52n2110_008:0547a24	致。二曰列名。三曰釋名。四曰辯色。五曰氣	致 二 曰 列 名 三 曰 釋 名 四 曰 辯 色 五 曰 氣 
T52n2110_008:0547a25	數。六曰里數。七曰重數。八曰異名。九曰出	數 六 曰 里 數 七 曰 重 數 八 曰 異 名 九 曰 出 
T52n2110_008:0547a26	體。十曰多少。十一異同。十二廣釋。十三增	體 十 曰 多 少 十 一 異 同 十 二 廣 釋 十 三 增 
T52n2110_008:0547a27	減。十四麁細。十五三縛。十六七惡。十七乘	減 十 四 麁 細 十 五 三 縛 十 六 七 惡 十 七 乘 
T52n2110_008:0547a28	劫。十八壽命。十九事相。二十五岳。二十一問	劫 十 八 壽 命 十 九 事 相 二 十 五 岳 二 十 一 問 
T52n2110_008:0547a29	答總明道家三十六天。從初皇曾訖無上大	答 總 明 道 家 三 十 六 天 從 初 皇 曾 訖 無 上 大 
T52n2110_008:0547b01	羅備序諸天及道神等所住宮殿樓閣金闕玉	羅 備 序 諸 天 及 道 神 等 所 住 宮 殿 樓 閣 金 闕 玉 
T52n2110_008:0547b02	城寶樹瓊枝祥禽瑞鳥羅列其中。唯有仙童	城 寶 樹 瓊 枝 祥 禽 瑞 鳥 羅 列 其 中 唯 有 仙 童 
T52n2110_008:0547b03	玉女侍衛太上。本無金剛之神。不見密迹力	玉 女 侍 衛 太 上 本 無 金 剛 之 神 不 見 密 迹 力 
T52n2110_008:0547b04	士之像。案道家玄妙內篇。大真科九天生神	士 之 像 案 道 家 玄 妙 內 篇 大 真 科 九 天 生 神 
T52n2110_008:0547b05	章。渾成圖。無上真人傳。五岳神仙圖。清虛	章 渾 成 圖 無 上 真 人 傳 五 岳 神 仙 圖 清 虛 
T52n2110_008:0547b06	傳。左仙公傳。玄都律。瓊文帝章。登真隱決	傳 左 仙 公 傳 玄 都 律 瓊 文 帝 章 登 真 隱 決 
T52n2110_008:0547b07	太平真科眾經。讚誦諸天內音大霄隱書。無	太 平 真 科 眾 經 讚 誦 諸 天 內 音 大 霄 隱 書 無 
T52n2110_008:0547b08	上真書等。並無金剛力士之神。案三天正法	上 真 書 等 並 無 金剛力士 之 神 案 三 天 正 法 
T52n2110_008:0547b09	經。外國放品經。玉緯經。三道順行經。洞玄	經 外 國 放 品 經 玉 緯 經 三 道 順 行 經 洞 玄 
T52n2110_008:0547b10	經。洞神經。洞真經。靈書經。玄丹經。觀身大	經 洞 神 經 洞 真 經 靈 書 經 玄 丹 經 觀 身 大 
T52n2110_008:0547b11	戒經。定志經。度人經。寶玄經等。具序太玄	戒 經 定 志 經 度 人 經 寶 玄 經 等 具 序 太 玄 
T52n2110_008:0547b12	之都。玉光之州。金真之郡天寶之縣。元明之	之 都 玉 光 之 州 金 真 之 郡 天 寶 之 縣 元 明 之 
T52n2110_008:0547b13	鄉。定志之里。金闕玉京及清靈宮極真宮紫	鄉 定 志 之 里 金 闕 玉 京 及 清 靈 宮 極 真 宮 紫 
T52n2110_008:0547b14	陽宮等並是道家尊神所坐之處。但有騏驎	陽 宮 等 並 是 道 家 尊 神 所 坐 之 處 但 有 騏 驎 
T52n2110_008:0547b15	鳳凰白雀朱鶚鵾雞靈鵠赤烏青雀等。羅布	鳳 凰 白 雀 朱 鶚 鵾 雞 靈 鵠 赤 烏 青 雀 等 羅 布 
T52n2110_008:0547b16	苑囿之中。散在宮臺之內。亦無金剛之神及	苑 囿 之 中 散 在 宮 臺 之 內 亦 無 金 剛 之 神 及 
T52n2110_008:0547b17	密迹力士之像。今道士改金剛名天岡者。案	密迹力士 之 像 今 道 士 改 金 剛 名 天 岡 者 案 
T52n2110_008:0547b18	曹氏太一式經云。黃帝遭蚩尤喪亂之世。有	曹 氏 太 一 式 經 云 黃 帝 遭 蚩 尤 喪 亂 之 世 有 
T52n2110_008:0547b19	神女明陰陽開闔之節。以達旋璣迴行之度。	神 女 明 陰 陽 開 闔 之 節 以 達 旋 璣 迴 行 之 度 
T52n2110_008:0547b20	通六甲屈申之徵。探鬼神盈縮之應。以推天	通 六 甲 屈 申 之 徵 探 鬼 神 盈 縮 之 應 以 推 天 
T52n2110_008:0547b21	地。窮精入微。故設日月星辰四時五行六律	地 窮 精 入 微 故 設 日 月 星 辰 四 時 五 行 六 律 
T52n2110_008:0547b22	七變八節九宮十二辰。上以神將立號。下以	七 變 八 節 九 宮 十 二 辰 上 以 神 將 立 號 下 以 
T52n2110_008:0547b23	日辰為名。宿合之辰以為月。神月建之氣以	日 辰 為 名 宿 合 之 辰 以 為 月 神 月 建 之 氣 以 
T52n2110_008:0547b24	為辰。名天岡者八月之神月建在酉。言萬物	為 辰 名 天 岡 者 八 月 之 神 月 建 在 酉 言 萬 物 
T52n2110_008:0547b25	強固。柯葉以定穟。實堅剛故曰天岡。諸書並	強 固 柯 葉 以 定 穟 實 堅 剛 故 曰 天 岡 諸 書 並 
T52n2110_008:0547b26	云。天岡是月將名也。非道家神洞房內經。有	云 天 岡 是 月 將 名 也 非 道 家 神 洞 房 內 經 有 
T52n2110_008:0547b27	金剛力士神呪經。有密迹力士三萬億者。悉	金剛力士 神 呪 經 有 密迹力士 三 萬 億 者 悉 
T52n2110_008:0547b28	是浪語。	是 浪 語 
T52n2110_008:0547b29	按九流百氏之書。羽虫三百六十。鳳為其	按 九 流 百 氏 之 書 羽 虫 三 百 六 十 鳳 為 其 
T52n2110_008:0547c01	上。毛蟲三百六十。麟為其上。甲蟲三百六	上 毛 蟲 三 百 六 十 麟 為 其 上 甲 蟲 三 百 六 
T52n2110_008:0547c02	十。龍為其上。春秋云。麟鳳五靈王者之嘉瑞。	十 龍 為 其 上 春 秋 云 麟 鳳 五 靈 王 者 之 嘉 瑞 
T52n2110_008:0547c03	未論師子不道辟邪在此典墳無所不述。自	未 論 師 子 不 道 辟 邪 在 此 典 墳 無 所 不 述 自 
T52n2110_008:0547c04	漢已還。唯傳西域曾有獻者。以今驗昔。即事	漢 已 還 唯 傳 西 域 曾 有 獻 者 以 今 驗 昔 即 事 
T52n2110_008:0547c05	可知。若言道家先來有者。甚大河漢不近人	可 知 若 言 道 家 先 來 有 者 甚 大 河 漢 不 近 人 
T52n2110_008:0547c06	情。彼三天神仙大道儀有金剛力士。度人經	情 彼 三 天 神 仙 大 道 儀 有 金剛力士 度 人 經 
T52n2110_008:0547c07	有五色師子。本相經有七色師子。本相經云。	有 五 色 師 子 本 相 經 有 七 色 師 子 本 相 經 云 
T52n2110_008:0547c08	天尊門內有師子猛虎守門左右。拒天力士	天 尊 門 內 有 師 子 猛 虎 守 門 左 右 拒 天 力 士 
T52n2110_008:0547c09	威赫前後者。案漢魏及晉三都兩京江南淮	威 赫 前 後 者 案 漢 魏 及 晉 三 都 兩 京 江 南 淮 
T52n2110_008:0547c10	北諸道士觀。唯以瓠[盧*瓜]成經本。無天尊形像	北 諸 道 士 觀 唯 以 瓠 [盧瓜] 成 經 本 無 天 尊 形 像 
T52n2110_008:0547c11	及金剛神。今日作者悉是修靜張賓等偽經	及 金 剛 神 今 日 作 者 悉 是 修 靜 張 賓 等 偽 經 
T52n2110_008:0547c12	所說。然金剛師子乃是護法善神。自晉已前。	所 說 然 金 剛 師 子 乃 是 護 法 善 神 自 晉 已 前 
T52n2110_008:0547c13	道士觀內亦未曾有。乃至碑頌贊詠皆所	道 士 觀 內 亦 未 曾 有 乃 至 碑 頌 贊 詠 皆 所 
T52n2110_008:0547c14	不論。史籍文典之所不載。請問多識前古即	不 論 史 籍 文 典 之 所 不 載 請 問 多 識 前 古 即 
T52n2110_008:0547c15	世。通儒考校正典自知虛實。若依度人本相	世 通 儒 考 校 正 典 自 知 虛 實 若 依 度 人 本 相 
T52n2110_008:0547c16	經等。天尊須乘師子。不坐蓮花。	經 等 天 尊 須 乘 師 子 不 坐 蓮 花 
T52n2110_008:0547c17	釋老形服異	釋 老 形 服 異 
T52n2110_008:0547c18	如來有紅爪紺髮果脣花目萬字千輞月面日	如 來 有 紅 爪 紺 髮 果 脣 花 目 萬 字 千 輞 月 面 日 
T52n2110_008:0547c19	輪三十二相八十種好。所著之衣金縷織成。	輪 三十二相 八十種好 所 著 之 衣 金 縷 織 成 
T52n2110_008:0547c20	坐千葉蓮花之上。有形可圖有相可彩。	坐 千 葉 蓮 花 之 上 有 形 可 圖 有 相 可 彩 
T52n2110_008:0547c21	老子鼻有雙柱兩耳參漏頭尖口高厚脣疎	老 子 鼻 有 雙 柱 兩 耳 參 漏 頭 尖 口 高 厚 脣 疎 
T52n2110_008:0547c22	齒。脚蹈二五之畫。手把十字之文。戴法天之	齒 脚 蹈 二 五 之 畫 手 把 十 字 之 文 戴 法 天 之 
T52n2110_008:0547c23	冠。曳像地之履。髮白面皺顏老色衰。陶隱居	冠 曳 像 地 之 履 髮 白 面 皺 顏 老 色 衰 陶 隱 居 
T52n2110_008:0547c24	內傳云。在茅山中立佛道二堂隔日朝禮。佛	內 傳 云 在 茅 山 中 立 佛 道 二 堂 隔 日 朝 禮 佛 
T52n2110_008:0547c25	堂有像道堂無像。所以然者。道本無形但是	堂 有 像 道 堂 無 像 所 以 然 者 道 本 無 形 但 是 
T52n2110_008:0547c26	元氣。養生經云。道者氣也。保氣則謂得道。古	元 氣 養 生 經 云 道 者 氣 也 保 氣 則 謂 得 道 古 
T52n2110_008:0547c27	來通儒以氣為道。無別道神。若言有者。古來	來 通 儒 以 氣 為 道 無 別 道 神 若 言 有 者 古 來 
T52n2110_008:0547c28	書籍曾所不載。今作道形依何取則。如其有	書 籍 曾 所 不 載 今 作 道 形 依 何 取 則 如 其 有 
T52n2110_008:0547c29	者昔所未傳。	者 昔 所 未 傳 
T52n2110_008:0548a01	道家節日	道 家 節 日 
T52n2110_008:0548a02	案道家金錄玉錄黃錄等齋儀。及洞神自然	案 道 家 金 錄 玉 錄 黃 錄 等 齋 儀 及 洞 神 自 然 
T52n2110_008:0548a03	等八齋之法。唯有三元之節。言功舉遷上言	等 八 齋 之 法 唯 有 三 元 之 節 言 功 舉 遷 上 言 
T52n2110_008:0548a04	功章三會男女具序鄉居戶屬以請保護。正	功 章 三 會 男 女 具 序 鄉 居 戶 屬 以 請 保 護 正 
T52n2110_008:0548a05	月五日為上元節。七月五日為中元節。十月	月 五 日 為 上 元 節 七 月 五 日 為 中 元 節 十 月 
T52n2110_008:0548a06	五日為下元節。恰到此日道士奏章上言天	五 日 為 下 元 節 恰 到 此 日 道 士 奏 章 上 言 天 
T52n2110_008:0548a07	曹。冀得遷達延年益。算七月十五日非道家	曹 冀 得 遷 達 延 年 益 算 七 月十五日 非 道 家 
T52n2110_008:0548a08	節。	節 
T52n2110_008:0548a09	道家鍾幡不同	道 家 鍾 幡 不 同 
T52n2110_008:0548a10	依道家法。尋常六時不合打鍾。何者案道士	依 道 家 法 尋 常 六 時 不 合 打 鍾 何 者 案 道 士 
T52n2110_008:0548a11	所尚。備在三大齋法。如金錄黃錄等齊儀種	所 尚 備 在 三 大 齋 法 如 金 錄 黃 錄 等 齊 儀 種 
T52n2110_008:0548a12	種備設。本不論鍾亦不鳴鼓。但言安施既訖	種 備 設 本 不 論 鍾 亦 不 鳴 鼓 但 言 安 施 既 訖 
T52n2110_008:0548a13	尊卑相次。從外壇入至自天門。先叩齒進入	尊 卑 相 次 從 外 壇 入 至 自 天 門 先 叩 齒 進 入 
T52n2110_008:0548a14	中壇。三上香竟然後上啟。玉京山經步虛詞	中 壇 三 上 香 竟 然 後 上 啟 玉 京 山 經 步 虛 詞 
T52n2110_008:0548a15	云。長齋會玄都。鳴玉扣瓊鍾。法鼓會群神。	云 長 齋 會 玄 都 鳴 玉 扣 瓊 鍾 法 鼓 會 群 神 
T52n2110_008:0548a16	靈唱靡不周。此言眾仙集會。於是設樂乃鳴	靈 唱 靡 不 周 此 言 眾 仙 集 會 於 是 設 樂 乃 鳴 
T52n2110_008:0548a17	鼓擊磬。瓊鍾只是玉磬。歌唱以樂道君。故諸	鼓 擊 磬 瓊 鍾 只 是 玉 磬 歌 唱 以 樂 道 君 故 諸 
T52n2110_008:0548a18	天內音又云。鳴樓都之鼓長牙擊鍾。言備九	天 內 音 又 云 鳴 樓 都 之 鼓 長 牙 擊 鍾 言 備 九 
T52n2110_008:0548a19	成之樂。朝宴玉京非如佛家。六時打鍾集眾	成 之 樂 朝 宴 玉 京 非 如 佛 家 六 時 打 鍾 集 眾 
T52n2110_008:0548a20	行道。請檢齋儀取分皂白。又依道法不合竪	行 道 請 檢 齋 儀 取 分 皂 白 又 依 道 法 不 合 竪 
T52n2110_008:0548a21	剎懸幡。案金錄黃錄大齋儀。及玄都律諸天	剎 懸 幡 案 金 錄 黃 錄 大 齋 儀 及 玄 都 律 諸 天 
T52n2110_008:0548a22	內音等種種羅列。並不道幡。如步虛詞讚詠	內 音 等 種 種 羅 列 並 不 道 幡 如 步 虛 詞 讚 詠 
T52n2110_008:0548a23	玉京。但云煌煌耀景迢迢寶臺。金剎金姿龍	玉 京 但 云 煌 煌 耀 景 迢 迢 寶 臺 金 剎 金 姿 龍 
T52n2110_008:0548a24	駕欻來。鳴鳳應節靈風扇華。紫烟成宮天樂	駕 欻 來 鳴 鳳 應 節 靈 風 扇 華 紫 烟 成 宮 天 樂 
T52n2110_008:0548a25	相娛。絕無幡事。請依彼義。洞房內經有十絕	相 娛 絕 無 幡 事 請 依 彼 義 洞 房 內 經 有 十 絕 
T52n2110_008:0548a26	靈幡連書九尺素書命魔置五方也。隨方為	靈 幡 連 書 九 尺 素 書 命 魔 置 五 方 也 隨 方 為 
T52n2110_008:0548a27	色。以白土書青繒上。作東方神名(以白粉作古字書東方神	色 以 白 土 書 青 繒 上 作 東 方 神 名 以 白 粉 作 古 字 書 東 方 神 
T52n2110_008:0548a28	名)當方安之。以護命也。若山居則書五色繒	名 當 方 安 之 以 護 命 也 若 山 居 則 書 五 色 繒 
T52n2110_008:0548a29	上作符文。九天風氣玄丘真書。但有兩脚都	上 作 符 文 九 天 風 氣 玄 丘 真 書 但 有 兩 脚 都 
T52n2110_008:0548b01	不雜色。更無大幡。其金錄等齋文。不列鍾幡。	不 雜 色 更 無 大 幡 其 金 錄 等 齋 文 不 列 鍾 幡 
T52n2110_008:0548b02	亦無制罰之儀。	亦 無 制 罰 之 儀 
T52n2110_008:0548b03	明真科云。拔贖死魂常以正月三月五月七	明 真 科 云 拔 贖 死 魂 常 以 正 月 三 月 五 月 七 
T52n2110_008:0548b04	月九月十一月。又以月一日八日十四十五	月 九 月 十 一 月 又 以 月 一 日 八 日 十 四 十 五 
T52n2110_008:0548b05	十八二十三二十四二十八二十九三十日。	十 八 二 十 三 二 十 四 二 十 八 二 十 九 三 十 日 
T52n2110_008:0548b06	及以八節甲子庚申為明真齋。春九日九夜。	及 以 八 節 甲 子 庚 申 為 明 真 齋 春 九 日 九 夜 
T52n2110_008:0548b07	夏三日三夜。秋七日七夜。冬五日五夜。四季	夏 三 日 三 夜 秋 七日七夜 冬 五 日 五 夜 四 季 
T52n2110_008:0548b08	之月十二日十二夜。於中庭燃一長燈。高九	之 月 十 二 日 十 二 夜 於 中 庭 燃 一 長 燈 高 九 
T52n2110_008:0548b09	尺。啟請天仙地仙真人飛仙日月九宮五帝	尺 啟 請 天 仙 地 仙 真 人 飛 仙 日 月 九 宮 五 帝 
T52n2110_008:0548b10	五岳三河四瀆鬼神。晝燃香夜燃燈。道士	五 岳 三 河 四 瀆 鬼 神 晝 燃 香 夜 燃 燈 道 士 
