X68n1319_001:0523c06	 御製總序	 御 製 總 序 
X68n1319_019:0741c03	圓兆看。眾無語。師云。累我累我。便下座。	圓 兆 看 眾 無 語 師 云 累 我 累 我 便 下 座 
X68n1319_019:0741c04	上堂。師云。唵啞吽。口字傍邊。添一奄字。名曰唵。左口	上 堂 師 云 唵 啞 吽 口 字 傍 邊 添 一 奄 字 名 曰 唵 左 口 
X68n1319_019:0741c05	字。右亞字。名曰啞。口牛相並。名曰吽。梵語唵啞吽。此	字 右 亞 字 名 曰 啞 口 牛 相 並 名 曰 吽 梵 語 唵 啞 吽 此 
X68n1319_019:0741c06	云。阿耶阿耶。吃嘹舌頭。註脚不來。慚愧慚愧。便下座。	云 阿 耶 阿 耶 吃 嘹 舌 頭 註 脚 不 來 慚 愧 慚 愧 便 下 座 
X68n1319_019:0741c07	上堂。師據座。良久。大眾啟請說法。師袖中取心經一	上 堂 師 據 座 良 久 大 眾 啟 請 說 法 師 袖 中 取 心 經 一 
X68n1319_019:0741c08	部。高聲朗誦一遍。下座。	部 高 聲 朗 誦 一 遍 下 座 
X68n1319_019:0741c09	上堂。拈一瓣香云。將此一粒金丹布施大眾。但只可	上 堂 拈 一 瓣 香 云 將 此 一 粒 金 丹 布 施 大 眾 但 只 可 
X68n1319_019:0741c10	吐。不可吞。眾中還有領受底也無。若不肯領受。老僧	吐 不 可 吞 眾 中 還 有 領 受 底 也 無 若 不 肯 領 受 老 僧 
X68n1319_019:0741c11	只得取入三十三天寶藏庫去也。爇向於爐。	只 得 取 入 三十三天 寶 藏 庫 去 也 爇 向 於 爐 
X68n1319_019:0741c12	天寧章禪師過訪。師門迎。才見。指面前案山云。老僧	天 寧 章 禪 師 過 訪 師 門 迎 才 見 指 面 前 案 山 云 老 僧 
X68n1319_019:0741c13	日來高掛孤峰頂上。何以相救。天寧向地作舞钁鋤	日 來 高 掛 孤 峰 頂 上 何 以 相 救 天 寧 向 地 作 舞 钁 鋤 
X68n1319_019:0741c14	勢。師曰。橛放橛埋。天寧云。百消丸一任咬嚼。師大笑。	勢 師 曰 橛 放 橛 埋 天 寧 云 百 消 丸 一 任 咬 嚼 師 大 笑 
X68n1319_019:0741c15	攜手歸丈室。	攜 手 歸 丈 室 
X68n1319_019:0741c16	西江月十首	西 江 月 十 首 
X68n1319_019:0741c17	堪笑多年鈍置。把磚作鏡研磨。百千關鍵指彈過。袖	堪 笑 多 年 鈍 置 把 磚 作 鏡 研 磨 百 千 關 鍵 指 彈 過 袖 
X68n1319_019:0741c18	裏乾坤粟大。　放開山河大地。揑聚大地山河。而今	裏 乾 坤 粟 大 放 開 山 河 大 地 揑 聚 大 地 山 河 而 今 
X68n1319_019:0741c19	任我樂高歌。囫圇劈開一箇。	任 我 樂 高 歌 囫 圇 劈 開 一 箇 
X68n1319_019:0741c20	太古鴻濛前後。威音彌勒始終。誰論九夏與三冬。秋	太 古 鴻 濛 前 後 威 音 彌 勒 始 終 誰 論 九 夏 與 三 冬 秋 
X68n1319_019:0741c21	春一任接踵。　色即是空空色。同中有異異同。色空	春 一 任 接 踵 色 即 是 空 空 色 同 中 有 異 異 同 色 空 
X68n1319_019:0741c22	同異自縱橫。妙用隨宜定動。	同 異 自 縱 橫 妙 用 隨 宜 定 動 
X68n1319_019:0741c23	本元豈容造作。心田那有涯垠。渾忘彼岸和迷津。踏	本 元 豈 容 造 作 心 田 那 有 涯 垠 渾 忘 彼 岸 和 迷 津 踏 
X68n1319_019:0741c24	著無勞更問。　佛曰離名離相。法云非假非真。森羅	著 無 勞 更 問 佛 曰 離 名 離 相 法 云 非 假 非 真 森 羅 
X68n1319_019:0742a01	萬象露全身。物物各彰妙性。	萬 象 露 全 身 物 物 各 彰 妙 性 
X68n1319_019:0742a02	打開凡聖關鎖。霎時徹透玄微。無心何是復何非。貴	打 開 凡 聖 關 鎖 霎 時 徹 透 玄 微 無 心 何 是 復 何 非 貴 
X68n1319_019:0742a03	在當人自會。　戴角大蟲穩臥。落毛鐵鷂翻飛。一塵	在 當 人 自 會 戴 角 大 蟲 穩 臥 落 毛 鐵 鷂 翻 飛 一 塵 
X68n1319_019:0742a04	劈破露真機。吞吐三賢十地。	劈 破 露 真 機 吞 吐 三 賢 十 地 
X68n1319_019:0742a05	千仞須彌不廣。萬丈香水非深。覓心不得是安心。可	千 仞 須 彌 不 廣 萬 丈 香 水 非 深 覓 心 不 得 是 安 心 可 
X68n1319_019:0742a06	把雙丸作餅。　覓佛不在聲色。求法何用搜尋。本來	把 雙 丸 作 餅 覓 佛 不 在 聲 色 求 法 何 用 搜 尋 本 來 
X68n1319_019:0742a07	不昧一虗靈。自怡還須自證。	不 昧 一 虗 靈 自 怡 還 須 自 證 
X68n1319_019:0742a08	九秋黃菊冉冉。三春芳草菲菲。西來祖意是耶非。箇	九 秋 黃 菊 冉 冉 三 春 芳 草 菲 菲 西 來 祖 意 是 耶 非 箇 
X68n1319_019:0742a09	事急須領會。　兩手拍成一響。兩隻孤雁同飛。打開	事 急 須 領 會 兩 手 拍 成 一 響 兩 隻 孤 雁 同 飛 打 開 
X68n1319_019:0742a10	權實自知歸。穩穩脚跟點地。	權 實 自 知 歸 穩 穩 脚 跟 點 地 
X68n1319_019:0742a11	古鏡本雖具照。然須假借揩磨。云何歲月枉蹉跎。自	古 鏡 本 雖 具 照 然 須 假 借 揩 磨 云 何 歲 月 枉 蹉 跎 自 
X68n1319_019:0742a12	愧浮生老大。　能達一塵不立。却然大地山河。空手	愧 浮 生 老 大 能 達 一 塵 不 立 却 然 大 地 山 河 空 手 
X68n1319_019:0742a13	行拳舞娑婆。何妨將錯就錯。	行 拳 舞 娑 婆 何 妨 將 錯 就 錯 
X68n1319_019:0742a14	迷本苦連根蒂。悟時甜合邊中。分疏一點枉勞工。休	迷 本 苦 連 根 蒂 悟 時 甜 合 邊 中 分 疏 一 點 枉 勞 工 休 
X68n1319_019:0742a15	把葛藤播種。　聞見非聲非色。心佛非異非同。萬象	把 葛 藤 播 種 聞 見 非 聲 非 色 心 佛 非 異 非 同 萬 象 
X68n1319_019:0742a16	不著即空空。皎月澄潭不動。	不 著 即 空 空 皎 月 澄 潭 不 動 
X68n1319_019:0742a17	有念山頭鼓浪。無心海底揚塵。悟迷迷悟總非真。生	有 念 山 頭 鼓 浪 無 心 海 底 揚 塵 悟 迷 迷 悟 總 非 真 生 
X68n1319_019:0742a18	佛何修何證。　太虗純清絕點。寒潭皓月一輪。百花	佛 何 修 何 證 太 虗 純 清 絕 點 寒 潭 皓 月 一 輪 百 花 
X68n1319_019:0742a19	叢裏不沾身。許汝明心見性。	叢 裏 不 沾 身 許 汝 明 心 見 性 
X68n1319_019:0742a20	勘破色香味觸。了無知見覺聞。空空色色露天真。[囗@力]	勘 破 色香味觸 了 無 知 見 覺 聞 空 空 色 色 露 天 真 [囗力] 
X68n1319_019:0742a21	地一聲方恁。　明明百草叢裏。普現自己家珍。頂門	地 一 聲 方 恁 明 明 百 草 叢 裏 普 現 自 己 家 珍 頂 門 
X68n1319_019:0742a22	豁眼覰方真。此眼人人有分。	豁 眼 覰 方 真 此 眼 人 人 有 分 
X68n1319_019:0742a23	妙正真人婁近垣三臣	妙 正 真 人 婁 近 垣 三 臣 
X68n1319_019:0742a24	性地頌四首	性 地 頌 四 首 
X68n1319_019:0742b01	輝輝大圓鏡。物我具此照。彌勒與威音。一身兼兩號。	輝 輝 大 圓 鏡 物 我 具 此 照 彌 勒 與 威 音 一 身 兼 兩 號 
X68n1319_019:0742b02	心本無可明。因明啟其奧。性本無可見。因見顯其妙。	心 本 無 可 明 因 明 啟 其 奧 性 本 無 可 見 因 見 顯 其 妙 
X68n1319_019:0742b03	惟茲心性中。同含真常道。妙體恒湛然。光華六門耀。	惟 茲 心 性 中 同 含 真 常 道 妙 體 恒 湛 然 光 華 六 門 耀 
X68n1319_019:0742b04	紛紜處本靜。寂歷中原閙。忘機泯取捨。歸根無老少。	紛 紜 處 本 靜 寂 歷 中 原 閙 忘 機 泯 取 捨 歸 根 無 老 少 
X68n1319_019:0742b05	欲知佛仙理。祇這玄關竅。	欲 知 佛 仙 理 祇 這 玄 關 竅 
X68n1319_019:0742b06	三千金世界。即此方寸壺。毫端顯真性。大地驗幻軀。	三 千 金 世 界 即 此 方 寸 壺 毫 端 顯 真 性 大 地 驗 幻 軀 
X68n1319_019:0742b07	心無因境有。境有因心無。心如不逐物。何處更尋吾。	心 無 因 境 有 境 有 因 心 無 心 如 不 逐 物 何 處 更 尋 吾 
X68n1319_019:0742b08	仙凡分頃刻。表裏別精麤。萬象任紛紜。真心迥峭孤。	仙 凡 分 頃 刻 表 裏 別 精 麤 萬 象 任 紛 紜 真 心 迥 峭 孤 
X68n1319_019:0742b09	於焉契妙理。一滴隱江湖。	於 焉 契 妙 理 一 滴 隱 江 湖 
X68n1319_019:0742b10	天心一輪月。清淨印我心。我心與明月。互印光轉深。	天 心 一 輪 月 清 淨 印 我 心 我 心 與 明 月 互 印 光 轉 深 
X68n1319_019:0742b11	有光便有相。焉能免物侵。何如泯其光。萬境任浮沈。	有 光 便 有 相 焉 能 免 物 侵 何 如 泯 其 光 萬 境 任 浮 沈 
X68n1319_019:0742b12	此之謂至明。翛然出五陰。若箇金丹訣。多少錯推尋。	此 之 謂 至 明 翛 然 出 五 陰 若 箇 金 丹 訣 多 少 錯 推 尋 
X68n1319_019:0742b13	從天本無降。從地本無出。其間此一事。自在而自適。	從 天 本 無 降 從 地 本 無 出 其 間 此 一 事 自 在 而 自 適 
X68n1319_019:0742b14	如珠在虗空。光華不染色。如露滴荷盤。圓轉不落跡。	如 珠 在 虗 空 光 華 不 染 色 如 露 滴 荷 盤 圓 轉 不 落 跡 
X68n1319_019:0742b15	應現諸剎塵。遊戲仙佛土。幻化雖異形。如千燈一室。	應 現 諸 剎 塵 遊 戲 仙 佛 土 幻 化 雖 異 形 如 千 燈 一 室 
X68n1319_019:0742b16	在智本非智。言得却無得。前聖本無說。後學強傳述。	在 智 本 非 智 言 得 却 無 得 前 聖 本 無 說 後 學 強 傳 述 
X68n1319_019:0742b17	諸佛與眾生。同仁不同德。若作分別想。歷劫迷邪惑。	諸 佛 與 眾 生 同 仁 不 同 德 若 作 分 別 想 歷 劫 迷 邪 惑 
X68n1319_019:0742b18	如月印千潭。含元萬而一。說與智愚人。共證波羅密。	如 月 印 千 潭 含 元 萬 而 一 說 與 智 愚 人 共 證 波 羅 密 
X68n1319_019:0742b19	心佛歌	心 佛 歌 
X68n1319_019:0742b20	心與佛。等虗空。空中之物妙難窮。碧海光涵輝萬狀。	心 與 佛 等 虗 空 空 中 之 物 妙 難 窮 碧 海 光 涵 輝 萬 狀 
X68n1319_019:0742b21	青山色霽聳千峰。休摸索。莫施功。無形無象迥絕踪。	青 山 色 霽 聳 千 峰 休 摸 索 莫 施 功 無 形 無 象 迥 絕 踪 
X68n1319_019:0742b22	真如妙相原非相。六通解慧亦非通。塵塵起處佛佛	真 如 妙 相 原 非 相 六 通 解 慧 亦 非 通 塵 塵 起 處 佛 佛 
X68n1319_019:0742b23	現。剎剎隱時心心空。了知真佛住無心。始悟無心是	現 剎 剎 隱 時 心 心 空 了 知 真 佛 住 無 心 始 悟 無 心 是 
X68n1319_019:0742b24	真佛。如是心。如是佛。心兮佛兮皆妄說。認得摩尼一	真 佛 如 是 心 如 是 佛 心 兮 佛 兮 皆 妄 說 認 得 摩 尼 一 
X68n1319_019:0742c01	粒珠。恒河沙界光常徹。寒兮暑兮侵不侵。赤條條地	粒 珠 恒 河 沙 界 光 常 徹 寒 兮 暑 兮 侵 不 侵 赤 條 條 地 
X68n1319_019:0742c02	滅非滅。	滅 非 滅 
X68n1319_019:0742c03	快活歌	快 活 歌 
X68n1319_019:0742c04	快活快活真快活。一切葛藤都擺脫。如今不用覓真	快 活 快 活 真 快 活 一 切 葛 藤 都 擺 脫 如 今 不 用 覓 真 
X68n1319_019:0742c05	詮。任我去來活潑潑。時人不解真實義。只待遇緣參	詮 任 我 去 來 活 潑 潑 時 人 不 解 真 實 義 只 待 遇 緣 參 
X68n1319_019:0742c06	活佛。誰知活佛眼睛前。爭奈凡夫愚不識。此心何異	活 佛 誰 知 活 佛 眼 睛 前 爭 奈 凡 夫 愚 不 識 此 心 何 異 
X68n1319_019:0742c07	頑石頭。此身不殊樗櫟質。	頑 石 頭 此 身 不 殊 樗 櫟 質 
X68n1319_019:0742c08	聖恩一指髑髏碎。恰似盲人見日月。見見之中絕見	聖 恩 一 指 髑 髏 碎 恰 似 盲 人 見 日 月 見 見 之 中 絕 見 
X68n1319_019:0742c09	聞。方得名為大休歇。眼聞耳見也尋常。不動週行八	聞 方 得 名 為 大 休 歇 眼 聞 耳 見 也 尋 常 不 動 週 行 八 
X68n1319_019:0742c10	萬億。舊時窠臼潑生涯。一一於今都掉脫。我非我兮	萬 億 舊 時 窠 臼 潑 生 涯 一 一 於 今 都 掉 脫 我 非 我 兮 
X68n1319_019:0742c11	彼不知。彼非彼兮我却識。大地原來真是我。一切非	彼 不 知 彼 非 彼 兮 我 却 識 大 地 原 來 真 是 我 一 切 非 
X68n1319_019:0742c12	我是真說。不知往古與來今。誰道長生及寂滅。憑他	我 是 真 說 不 知 往 古 與 來 今 誰 道 長 生 及 寂 滅 憑 他 
X68n1319_019:0742c13	春夏與秋冬。任聽炎蒸寒徹骨。東西南北懶拈名。懵	春 夏 與 秋 冬 任 聽 炎 蒸 寒 徹 骨 東 西 南 北 懶 拈 名 懵 
X68n1319_019:0742c14	懵懂懂忘分別。自在縱橫無定體。即是天仙三世佛。	懵 懂 懂 忘 分 別 自 在 縱 橫 無 定 體 即 是 天 仙 三 世 佛 
X68n1319_019:0742c15	閒跨泥牛海底行。或乘木鳳雲中涉。千峰頂上弄瘋	閒 跨 泥 牛 海 底 行 或 乘 木 鳳 雲 中 涉 千 峰 頂 上 弄 瘋 
X68n1319_019:0742c16	顛。十字街頭打鶻突。穿衣喫飯只尋常。混俗同塵應	顛 十 字 街 頭 打 鶻 突 穿 衣 喫 飯 只 尋 常 混 俗 同 塵 應 
X68n1319_019:0742c17	時節。有酒一杯復一杯。有歌一闋復一闋。愚人笑我	時 節 有 酒 一 杯 復 一 杯 有 歌 一 闋 復 一 闋 愚 人 笑 我 
X68n1319_019:0742c18	是誑言。誰解我言真老實。由他笑我非笑我。我只如	是 誑 言 誰 解 我 言 真 老 實 由 他 笑 我 非 笑 我 我 只 如 
X68n1319_019:0742c19	今且快活。	今 且 快 活 
X68n1319_019:0742c20	闡真篇	闡 真 篇 
X68n1319_019:0742c21	原夫道本無名。因名立名。道本無形。因形成形。名者	原 夫 道 本 無 名 因 名 立 名 道 本 無 形 因 形 成 形 名 者 
X68n1319_019:0742c22	道之用。形者道之體。至道之體。本無定位。沖然漠然。	道 之 用 形 者 道 之 體 至 道 之 體 本 無 定 位 沖 然 漠 然 
X68n1319_019:0742c23	而住於無所住也。非空非有。非來非去。非始非末。非	而 住 於 無 所 住 也 非 空 非 有 非 來 非 去 非 始 非 末 非 
X68n1319_019:0742c24	向非背。明明而非照。歷歷而不知。融空有。合真妄。萬	向 非 背 明 明 而 非 照 歷 歷 而 不 知 融 空 有 合 真 妄 萬 
X68n1319_019:0743a01	象紛紜。而自不適閒者。我為法轉也。一鏡圓明。而物	象 紛 紜 而 自 不 適 閒 者 我 為 法 轉 也 一 鏡 圓 明 而 物 
X68n1319_019:0743a02	無遁形者。法為我用也。真妄相待。迷悟相因。融妄即	無 遁 形 者 法 為 我 用 也 真 妄 相 待 迷 悟 相 因 融 妄 即 
X68n1319_019:0743a03	真。猶冰之於水。轉迷就悟。猶影之於形。夫鑑覺之功。	真 猶 冰 之 於 水 轉 迷 就 悟 猶 影 之 於 形 夫 鑑 覺 之 功 
X68n1319_019:0743a04	不至於圓滿者。心有照也。欲泯照而覺圓。須無心而	不 至 於 圓 滿 者 心 有 照 也 欲 泯 照 而 覺 圓 須 無 心 而 
X68n1319_019:0743a05	應運。故曰天地同根。物我一如。明並日月而普被其	應 運 故 曰 天 地 同 根 物 我 一 如 明 並 日 月 而 普 被 其 
X68n1319_019:0743a06	光輝。功高二儀而均受其陶鎔。非至人之無心。孰能	光 輝 功 高 二 儀 而 均 受 其 陶 鎔 非 至 人 之 無 心 孰 能 
X68n1319_019:0743a07	一至於此乎。是以世尊覩明星而起悟。太上跨青牛	一 至 於 此 乎 是 以 世 尊 覩 明 星 而 起 悟 太 上 跨 青 牛 
X68n1319_019:0743a08	而觀化。至聖樂沂水以徜徉。皆灼知萬物之備於我。	而 觀 化 至 聖 樂 沂 水 以 徜 徉 皆 灼 知 萬 物 之 備 於 我 
X68n1319_019:0743a09	而未嘗有心於萬物也。無心於物。故心心皆佛心。無	而 未 嘗 有 心 於 萬 物 也 無 心 於 物 故 心 心 皆 佛 心 無 
X68n1319_019:0743a10	心於道。故處處是道體。水燥火濕。陽靜陰騰。一來一	心 於 道 故 處 處 是 道 體 水 燥 火 濕 陽 靜 陰 騰 一 來 一 
X68n1319_019:0743a11	往。互為出入。化母孕其靈胎真君宰其堅骨。是以丹	往 互 為 出 入 化 母 孕 其 靈 胎 真 君 宰 其 堅 骨 是 以 丹 
X68n1319_019:0743a12	汞成焉。谷神養焉。內外明徹。表裏洞達。內其神而神	汞 成 焉 谷 神 養 焉 內 外 明 徹 表 裏 洞 達 內 其 神 而 神 
X68n1319_019:0743a13	固。外其身而身存。然後易彼幻形。成其真體。出此真	固 外 其 身 而 身 存 然 後 易 彼 幻 形 成 其 真 體 出 此 真 
X68n1319_019:0743a14	體。轉彼幻形。是知大地山河。無非我體。蟲魚鸞鶴。悉	體 轉 彼 幻 形 是 知 大 地 山 河 無 非 我 體 蟲 魚 鸞 鶴 悉 
X68n1319_019:0743a15	成我身。可以翱翔六合。放曠八表。泠泠然。御景風。乘	成 我 身 可 以 翱 翔 六 合 放 曠 八 表 泠 泠 然 御 景 風 乘 
X68n1319_019:0743a16	慶雲。逍遙於	慶 雲 逍 遙 於 
X68n1319_019:0743a17	聖人之世。觀瞻舜日堯天。又何必蓬瀛閬苑。更問壺	聖 人 之 世 觀 瞻 舜 日 堯 天 又 何 必 蓬 瀛 閬 苑 更 問 壺 
X68n1319_019:0743a18	中天地乎。雖然。非參無悟。非悟無修。非修無證。含萬	中 天 地 乎 雖 然 非 參 無 悟 非 悟 無 修 非 修 無 證 含 萬 
X68n1319_019:0743a19	法於一空。納一空於萬法。不空即空。空即不空。是之	法 於 一 空 納 一 空 於 萬 法 不 空 即 空 空 即 不 空 是 之 
X68n1319_019:0743a20	謂妙有真空。真空妙有。即真空而顯妙有。即妙有以	謂 妙 有 真 空 真 空 妙 有 即 真 空 而 顯 妙 有 即 妙 有 以 
X68n1319_019:0743a21	證真空。於參而實無所參。於悟而實無所悟。於修而	證 真 空 於 參 而 實 無 所 參 於 悟 而 實 無 所 悟 於 修 而 
X68n1319_019:0743a22	實無所修。於證而實無所證。是謂之真參真悟。真修	實 無 所 修 於 證 而 實 無 所 證 是 謂 之 真 參 真 悟 真 修 
X68n1319_019:0743a23	真證。所謂沖然漠然。而住於無所住者此也。	真 證 所 謂 沖 然 漠 然 而 住 於 無 所 住 者 此 也 
X68n1319_019:0743a24	西江月十二首	西 江 月 十 二 首 
