X54n0873_001:0330a03	 肇論序	 肇 論 序 
X54n0873_006:0364c18	無異指南為北也。	無 異 指 南 為 北 也 
X54n0873_006:0364c19	動寂第十五	動 寂 第 十 五 
X54n0873_006:0364c20	前名家譏動。今答以動寂。而不言寂動者。以問家	前 名 家 譏 動 今 答 以 動 寂 而 不 言 寂 動 者 以 問 家 
X54n0873_006:0364c21	但譏其動。謂動則違寂。不知動時全寂。故云動寂。	但 譏 其 動 謂 動 則 違 寂 不 知 動 時 全 寂 故 云 動 寂 
X54n0873_006:0364c22	無名曰。經稱聖人無為而無所不為。	無 名 曰 經 稱 聖 人 無 為 而 無 所 不 為 
X54n0873_006:0364c23	此引證聖人動靜一如。總答難意也。經即放光云。	此 引 證 聖 人 動 靜 一 如 總 答 難 意 也 經 即 放 光 云 
X54n0873_006:0364c24	佛言。適無所為。故行般若波羅蜜。無所為。寂也。無	佛 言 適 無 所 為 故 行 般 若 波 羅 蜜 無 所 為 寂 也 無 
X54n0873_006:0365a01	所不為。動也。即寂而動。故雖動而常寂。故下廣明	所 不 為 動 也 即 寂 而 動 故 雖 動 而 常 寂 故 下 廣 明 
X54n0873_006:0365a02	進修無取捨。	進 修 無 取 捨 
X54n0873_006:0365a03	無為。故雖動而常寂。無所不為。故雖寂而常動。雖寂	無 為 故 雖 動 而 常 寂 無 所 不 為 故 雖 寂 而 常 動 雖 寂 
X54n0873_006:0365a04	而常動。故物(心也)莫能一。(以體用雙彰。故莫能一)雖動而常寂。故	而 常 動 故 物 心 也 莫 能 一 以 體 用 雙 彰 故 莫 能 一 雖 動 而 常 寂 故 
X54n0873_006:0365a05	物(境也)莫能二。(以心境一如。故莫能二)物(境也)莫能二。故逾動逾寂。	物 境 也 莫 能 二 以 心 境 一 如 故 莫 能 二 物 境 也 莫 能 二 故 逾 動 逾 寂 
X54n0873_006:0365a06	物(心也)莫能一。故逾寂逾動。	物 心 也 莫 能 一 故 逾 寂 逾 動 
X54n0873_006:0365a07	此言聖心寂照雙流。體用雙彰。故心境一如。動靜	此 言 聖 心 寂 照 雙 流 體 用 雙 彰 故 心 境 一 如 動 靜 
X54n0873_006:0365a08	不二。豈可動靜而二其聖心哉。	不 二 豈 可 動 靜 而 二 其 聖 心 哉 
X54n0873_006:0365a09	所以為即無為。無為即為。動寂雖殊。而莫之可異也。	所 以 為 即 無 為 無 為 即 為 動 寂 雖 殊 而 莫 之 可 異 也 
X54n0873_006:0365a10	此證經義以明動靜不二之所以也○下明聖心	此 證 經 義 以 明 動 靜 不 二 之 所 以 也 下 明 聖 心 
X54n0873_006:0365a11	絕待。答前積德。	絕 待 答 前 積 德 
X54n0873_006:0365a12	道行曰。心亦不有亦不無。	道 行 曰 心 亦 不 有 亦 不 無 
X54n0873_006:0365a13	此引經證聖心不涉有無。以明積德非有心也。雖	此 引 經 證 聖 心 不 涉 有 無 以 明 積 德 非 有 心 也 雖 
X54n0873_006:0365a14	好尚涉求。似分身心。而總攝於心。故言積德雖涉	好 尚 涉 求 似 分 身 心 而 總 攝 於 心 故 言 積 德 雖 涉 
X54n0873_006:0365a15	求。亦非有心。亦非無心。任運而已。	求 亦 非 有 心 亦 非 無 心 任 運 而 已 
X54n0873_006:0365a16	不有者。不若有心之有。不無者。不若無心之無。	不 有 者 不 若 有 心 之 有 不 無 者 不 若 無 心 之 無 
X54n0873_006:0365a17	此釋經義。揀非斷常也。言不有者。不是絕無。但不	此 釋 經 義 揀 非 斷 常 也 言 不 有 者 不 是 絕 無 但 不 
X54n0873_006:0365a18	似眾生之有心耳。言不無者。不是實有。但不比無	似 眾 生 之 有 心 耳 言 不 無 者 不 是 實 有 但 不 比 無 
X54n0873_006:0365a19	情之無耳。	情 之 無 耳 
X54n0873_006:0365a20	何者。有心則眾庶是也。無心則太虗是也。眾庶止於	何 者 有 心 則 眾 庶 是 也 無 心 則 太 虗 是 也 眾 庶 止 於 
X54n0873_006:0365a21	妄想。太虗絕於靈照。豈可止於妄想。絕於靈照。標其	妄 想 太 虗 絕 於 靈 照 豈 可 止 於 妄 想 絕 於 靈 照 標 其 
X54n0873_006:0365a22	神道。(指涅槃)而語聖心者乎。	神 道 指 涅 槃 而 語 聖 心 者 乎 
X54n0873_006:0365a23	此重明聖心不有不無之所以也。若有心則是凡	此 重 明 聖 心 不 有 不 無 之 所 以 也 若 有 心 則 是 凡 
X54n0873_006:0365a24	夫。無心則是太虗。凡夫則所止於妄想。太虗則絕	夫 無 心 則 是 太 虗 凡 夫 則 所 止 於 妄 想 太 虗 則 絕 
X54n0873_006:0365b01	然無知。豈可以妄想無知。以擬涅槃妙道。以語聖	然 無 知 豈 可 以 妄 想 無 知 以 擬 涅 槃 妙 道 以 語 聖 
X54n0873_006:0365b02	心為有無哉。	心 為 有 無 哉 
X54n0873_006:0365b03	是以聖心不有。不可謂之無。(絕無)聖心不無。不可謂之	是 以 聖 心 不 有 不 可 謂 之 無 絕 無 聖 心 不 無 不 可 謂 之 
X54n0873_006:0365b04	有。(實有)。	有 實 有 
X54n0873_006:0365b05	此雙遮聖心不屬有無。以遣妄見。	此 雙 遮 聖 心 不 屬 有 無 以 遣 妄 見 
X54n0873_006:0365b06	不有。故心想都滅。(不比凡夫)不無。故理無不契。(不比太虗)理無	不 有 故 心 想 都 滅 不 比 凡 夫 不 無 故 理 無 不 契 不 比 太 虗 理 無 
X54n0873_006:0365b07	不契。故萬德斯弘。心想都滅。故功成非我。	不 契 故 萬 德 斯 弘 心 想 都 滅 故 功 成 非 我 
X54n0873_006:0365b08	以明離過顯德。以彰聖心本無涉求也。以滅妄想。	以 明 離 過 顯 德 以 彰 聖 心 本 無 涉 求 也 以 滅 妄 想 
X54n0873_006:0365b09	又非無知。乃離二邊之過。故能證一真之理。故云	又 非 無 知 乃 離 二 邊 之 過 故 能 證 一 真 之 理 故 云 
X54n0873_006:0365b10	理無不契。以證一真法界。則恒沙性德。總在心源。	理 無 不 契 以 證 一 真 法 界 則 恒 沙 性 德 總 在 心 源 
X54n0873_006:0365b11	故萬德斯弘。以妄想盡滅。則永絕貪求。故雖功成	故 萬 德 斯 弘 以 妄 想 盡 滅 則 永 絕 貪 求 故 雖 功 成 
X54n0873_006:0365b12	而非我證。如此。又何好尚涉求之有哉。	而 非 我 證 如 此 又 何 好 尚 涉 求 之 有 哉 
X54n0873_006:0365b13	所以應化無方。未嘗有為。寂然不動。未嘗不為。經曰。	所 以 應 化 無 方 未 嘗 有 為 寂 然 不 動 未 嘗 不 為 經 曰 
X54n0873_006:0365b14	心無所行。無所不行。信矣。	心 無 所 行 無 所 不 行 信 矣 
X54n0873_006:0365b15	此總結答難意。謂聖心無為而為。寂然而應。如此。	此 總 結 答 難 意 謂 聖 心 無 為 而 為 寂 然 而 應 如 此 
X54n0873_006:0365b16	豈有為好尚涉求之心。而以動擾譏之哉。引經證	豈 有 為 好 尚 涉 求 之 心 而 以 動 擾 譏 之 哉 引 經 證 
X54n0873_006:0365b17	一致可知。	一 致 可 知 
X54n0873_006:0365b18	儒僮曰。昔我於無數劫。國財身命。施人無數。以妄想	儒 僮 曰 昔 我 於 無 數 劫 國 財 身 命 施 人 無 數 以 妄 想 
X54n0873_006:0365b19	心施。非為施也。今以無生心。五華施佛。始名施耳。	心 施 非 為 施 也 今 以 無 生 心 五 華 施 佛 始 名 施 耳 
X54n0873_006:0365b20	儒僮義引智論事。謂以身命等施。出妄想心。求五	儒 僮 義 引 智 論 事 謂 以 身 命 等 施 出 妄 想 心 求 五 
X54n0873_006:0365b21	波羅蜜。未有所得。今見然燈。以五華供佛。布髮掩	波 羅 蜜 未 有 所 得 今 見 然 燈 以 五 華 供 佛 布 髮 掩 
X54n0873_006:0365b22	泥。即得無生法忍。滿足波羅蜜等。謂七地以前。有	泥 即 得無生法忍 滿 足 波 羅 蜜 等 謂 七 地 以 前 有 
X54n0873_006:0365b23	相觀多。未達三輪體空。名住相布施。非真施也。至	相 觀 多 未 達 三 輪 體 空 名 住 相 布 施 非 真 施 也 至 
X54n0873_006:0365b24	第八無相地。證平等真如。三輪空寂。故即得受記。	第 八 無 相 地 證 平 等 真 如 三 輪 空 寂 故 即 得 受 記 
X54n0873_006:0365c01	故云始是施耳。意謂聖心果有好尚涉求。豈能證	故 云 始 是 施 耳 意 謂 聖 心 果 有 好 尚 涉 求 豈 能 證 
X54n0873_006:0365c02	無為之理乎。	無 為 之 理 乎 
X54n0873_006:0365c03	又空行菩薩。入空解脫門。方言今是行時。非為證時。	又 空 行 菩 薩 入 空解脫門 方 言 今 是 行 時 非 為 證 時 
X54n0873_006:0365c04	此引放光義。言菩薩已入空解脫門。方言乃是行	此 引 放 光 義 言 菩 薩 已 入 空解脫門 方 言 乃 是 行 
X54n0873_006:0365c05	時。非為證時。意謂單空尚不能證。況動心乎。顯寂	時 非 為 證 時 意 謂 單 空 尚 不 能 證 況 動 心 乎 顯 寂 
X54n0873_006:0365c06	用同時。為真行耳。	用 同 時 為 真 行 耳 
X54n0873_006:0365c07	然則心彌虗。行彌廣。終日行。不乖於無行者也。	然 則 心 彌 虗 行 彌 廣 終 日 行 不 乖 於 無 行 者 也 
X54n0873_006:0365c08	謂菩薩已入空解脫門。依空起行。則寂而常照。故	謂 菩 薩 已 入 空解脫門 依 空 起 行 則 寂 而 常 照 故 
X54n0873_006:0365c09	心心寂滅。行行契真。所以動而常寂也。	心 心 寂 滅 行 行 契 真 所 以 動 而 常 寂 也 
X54n0873_006:0365c10	是以賢劫稱無捨之檀。成具美不為之為。禪典唱無	是 以 賢 劫 稱 無 捨 之 檀 成 具 美 不 為 之 為 禪 典 唱 無 
X54n0873_006:0365c11	緣之慈。思益演不知之知。聖旨虗玄。殊文同辯。	緣 之 慈 思 益 演 不 知 之 知 聖 旨 虗 玄 殊 文 同 辯 
X54n0873_006:0365c12	連引四經以證不為而為之義。梵語檀那。此云布	連 引 四 經 以 證 不 為 而 為 之 義 梵 語 檀 那 此 云 布 
X54n0873_006:0365c13	施。賢劫經說一切諸法無有與者。是名布施。成具	施 賢 劫 經 說 一切諸法 無 有 與 者 是 名 布 施 成 具 
X54n0873_006:0365c14	云不為而過為。禪經說慈心三昧。有無緣之慈。思	云 不 為 而 過 為 禪 經 說 慈 心 三 昧 有 無 緣 之 慈 思 
X54n0873_006:0365c15	益云無取捨之知方為知。此上四義。皆言不為而	益 云 無 取 捨 之 知 方 為 知 此 上 四 義 皆 言 不 為 而 
X54n0873_006:0365c16	為之旨。故云殊文同辯。	為 之 旨 故 云 殊 文 同 辯 
X54n0873_006:0365c17	豈可以有為便有為。無為便無為哉。菩薩住盡不盡	豈 可 以 有 為 便 有 為 無 為 便 無 為 哉 菩 薩 住 盡 不 盡 
X54n0873_006:0365c18	平等法門。不盡有為。不住無為。即其事也。而以南北	平 等 法 門 不 盡 有 為 不 住 無 為 即 其 事 也 而 以 南 北 
X54n0873_006:0365c19	為喻。殊非領會之唱。	為 喻 殊 非 領 會 之 唱 
X54n0873_006:0365c20	此責其動靜異見。而引經證義也。菩薩下。即義引	此 責 其 動 靜 異 見 而 引 經 證 義 也 菩 薩 下 即 義 引 
X54n0873_006:0365c21	淨名經略云。上方香積世界菩薩。欲還本國。向佛	淨 名 經 略 云 上 方 香 積 世 界 菩 薩 欲 還 本 國 向 佛 
X54n0873_006:0365c22	求法。佛言。有盡無盡法門。汝等當學云云。如菩薩	求 法 佛 言 有 盡 無 盡 法 門 汝 等 當 學 云 云 如 菩 薩 
X54n0873_006:0365c23	者。不盡有為。不住無為。彼疏云。有為雖偽。捨之而	者 不 盡 有 為 不 住 無 為 彼 疏 云 有 為 雖 偽 捨 之 而 
X54n0873_006:0365c24	大業不成。無為雖實。住之而慧心不朗。即其事者。	大 業 不 成 無 為 雖 實 住 之 而 慧 心 不 朗 即 其 事 者 
X54n0873_006:0366a01	正同前動寂無礙之旨也。若有無異見。動寂殊觀。	正 同 前 動 寂 無 礙 之 旨 也 若 有 無 異 見 動 寂 殊 觀 
X54n0873_006:0366a02	而以南北為喻。豈能領會聖心哉。	而 以 南 北 為 喻 豈 能 領 會 聖 心 哉 
X54n0873_006:0366a03	窮源第十六	窮 源 第 十 六 
X54n0873_006:0366a04	窮謂窮討。源謂根源。由聞前說。已知動靜不二。今	窮 謂 窮 討 源 謂 根 源 由 聞 前 說 已 知 動 靜 不 二 今 
X54n0873_006:0366a05	則行成必證。未審能證之人。與所證之法。誰先誰	則 行 成 必 證 未 審 能 證 之 人 與 所 證 之 法 誰 先 誰 
X54n0873_006:0366a06	後。	後 
X54n0873_006:0366a07	有名曰。非眾生無以御(控進也)三乘。非三乘無以成涅	有 名 曰 非 眾 生 無 以 御 控 進 也 三 乘 非 三 乘 無 以 成 涅 
X54n0873_006:0366a08	槃。然必先有眾生。後有涅槃。是則涅槃有始。有始必	槃 然 必 先 有 眾 生 後 有 涅 槃 是 則 涅 槃 有 始 有 始 必 
X54n0873_006:0366a09	有終。(約人。則人先法後。約法。則法先人後)而經云。涅槃無始無終。湛若	有 終 約 人 則 人 先 法 後 約 法 則 法 先 人 後 而 經 云 涅 槃 無 始 無 終 湛 若 
X54n0873_006:0366a10	虗空。則涅槃先有。非復學而後成者也。	虗 空 則 涅 槃 先 有 非 復 學 而 後 成 者 也 
X54n0873_006:0366a11	此難涅槃與人兩異。設難若先有眾生。是眾生證	此 難 涅 槃 與 人 兩 異 設 難 若 先 有 眾 生 是 眾 生 證 
X54n0873_006:0366a12	得。則涅槃有始終。若先有涅槃。則不屬修得。何言	得 則 涅 槃 有 始 終 若 先 有 涅 槃 則 不 屬 修 得 何 言 
X54n0873_006:0366a13	眾生得涅槃耶。此難似不易通。下答以涅槃無始	眾 生 得 涅 槃 耶 此 難 似 不 易 通 下 答 以 涅 槃 無 始 
X54n0873_006:0366a14	無終。無古無今。浩然大均。物我無二。唯會物為己。	無 終 無 古 無 今 浩 然 大 均 物 我 無 二 唯 會 物 為 己 
X54n0873_006:0366a15	即是聖人。亦無始得。	即 是 聖 人 亦 無 始 得 
X54n0873_006:0366a16	通古第十七	通 古 第 十 七 
X54n0873_006:0366a17	意謂涅槃之體。性自常然。無古無今。何有始終。萬	意 謂 涅 槃 之 體 性 自 常 然 無 古 無 今 何 有 始 終 萬 
X54n0873_006:0366a18	法本寂。當體涅槃。三乘悟此。即為證得。亦無先後。	法 本 寂 當 體 涅 槃 三 乘 悟 此 即 為 證 得 亦 無 先 後 
X54n0873_006:0366a19	但以智契理。理智冥一。唯心契會。故無始終。	但 以 智 契 理 理 智 冥 一 唯 心 契 會 故 無 始 終 
X54n0873_006:0366a20	無名曰。夫至人空洞無象。而萬物無非我造。會萬物	無 名 曰 夫 至 人 空 洞 無 象 而 萬 物 無 非 我 造 會 萬 物 
X54n0873_006:0366a21	以成己者。其唯聖人乎。	以 成 己 者 其 唯 聖 人 乎 
X54n0873_006:0366a22	言聖人一心寂滅。空洞無象。以隨緣成事。故三界	言 聖 人 一 心 寂 滅 空 洞 無 象 以 隨 緣 成 事 故 三 界 
X54n0873_006:0366a23	萬法唯心所現。故云無非我造。以諸法寂滅之體。	萬 法 唯 心 所 現 故 云 無 非 我 造 以 諸 法 寂 滅 之 體 
X54n0873_006:0366a24	即是涅槃。若能了達萬法唯心。法法皆歸自己。是	即 是 涅 槃 若 能 了 達 萬 法 唯 心 法 法 皆 歸 自 己 是 
X54n0873_006:0366b01	名聖人證得涅槃。但是以如如智。照如如理。理智	名 聖 人 證得涅槃 但 是 以 如 如 智 照 如 如 理 理 智 
X54n0873_006:0366b02	冥一。是為涅槃。豈有先後始終於其間哉。即此一	冥 一 是 為 涅 槃 豈 有 先 後 始 終 於 其 間 哉 即 此 一 
X54n0873_006:0366b03	語。盡破其疑。	語 盡 破 其 疑 
X54n0873_006:0366b04	何則。(徵釋理智一如)非理不聖。非聖不理。理而為聖者。聖不	何 則 徵 釋 理 智 一 如 非 理 不 聖 非 聖 不 理 理 而 為 聖 者 聖 不 
X54n0873_006:0366b05	異理也。	異 理 也 
X54n0873_006:0366b06	理即萬法一真之理。聖謂照理之智。謂非契理不	理 即 萬 法 一 真 之 理 聖 謂 照 理 之 智 謂 非 契 理 不 
X54n0873_006:0366b07	足以彰聖智。故云非理不聖。非智不足以證理。故	足 以 彰 聖 智 故 云 非 理 不 聖 非 智 不 足 以 證 理 故 
X54n0873_006:0366b08	云非聖不理。以證理而為智。故智不異理。平等一	云 非 聖 不 理 以 證 理 而 為 智 故 智 不 異 理 平 等 一 
X54n0873_006:0366b09	心。是為證得涅槃。	心 是 為 證得涅槃 
X54n0873_006:0366b10	故天帝曰。般若當於何求。善吉曰。般若不可於色中	故 天 帝 曰 般 若 當 於 何 求 善 吉 曰 般 若 不 可 於 色 中 
X54n0873_006:0366b11	求。亦不離色中求。又曰。見緣起為見法。見法為見佛。	求 亦 不 離 色 中 求 又 曰 見 緣 起 為 見 法 見 法 為 見 佛 
X54n0873_006:0366b12	斯則物我不異之效也。	斯 則 物 我 不 異 之 效 也 
X54n0873_006:0366b13	由上云一心成萬法。照萬法唯一心。名為涅槃。萬	由 上 云 一 心 成 萬 法 照 萬 法 唯 一 心 名 為 涅 槃 萬 
X54n0873_006:0366b14	法境寬。今就五蘊中舉一色法以明。則法法皆然。	法 境 寬 今 就 五 蘊 中 舉 一 色 法 以 明 則 法 法 皆 然 
X54n0873_006:0366b15	故引天帝之問。乃大品經散華品文。謂般若乃能	故 引 天 帝 之 問 乃 大 品 經 散 華 品 文 謂 般 若 乃 能 
X54n0873_006:0366b16	照之智。萬法乃所照之境。今但舉色法以例餘。言	照 之 智 萬 法 乃 所 照 之 境 今 但 舉 色 法 以 例 餘 言 
X54n0873_006:0366b17	心境非一。故不可於色中求。以心境非異。故不離	心 境 非 一 故 不 可 於 色 中 求 以 心 境 非 異 故 不 離 
X54n0873_006:0366b18	色中求。以色即是空。空即如如。無如外智能證於	色 中 求 以 色 即 是 空 空 即 如 如 無 如 外 智 能 證 於 
