X14n0295_001:0624b03	 勸持敘	 勸 持 敘 
X14n0295_009:0666a04	身心妙圓威儀不缺(至)如是一類名大梵天。	身 心 妙 圓 威 儀 不 缺 至 如 是 一 類 名 大 梵 天 
X14n0295_009:0666a05	前由淨心威儀。戒行而進。至于妙圓清淨。又加以	前 由 淨 心 威 儀 戒 行 而 進 至 于 妙 圓 清 淨 又 加 以 
X14n0295_009:0666a06	明悟超達。則盛德之至。故為梵王。	明 悟 超 達 則 盛 德 之 至 故 為 梵 王 
X14n0295_009:0666a07	阿難此三勝流一切苦惱(至)諸漏不動名為初禪。	阿 難 此 三 勝 流 一 切 苦 惱 至 諸 漏 不 動 名 為 初 禪 
X14n0295_009:0666a08	欲流則趨於生死。雖六天未足為勝。此天已出欲。	欲 流 則 趨 於 生 死 雖 六 天 未 足 為 勝 此 天 已 出 欲 
X14n0295_009:0666a09	流背生死。而趨勝淨。故四禪皆稱勝流。已離欲界	流 背 生 死 而 趨 勝 淨 故 四 禪 皆 稱 勝 流 已 離 欲 界 
X14n0295_009:0666a10	八苦。故曰。煩惱不逼。已離散動欲心。故曰。諸漏不	八 苦 故 曰 煩 惱 不 逼 已 離 散 動 欲 心 故 曰 諸 漏 不 
X14n0295_009:0666a11	動。	動 
X14n0295_009:0666a12	△二禪三天少光無量光光音	 二禪三天 少 光 無 量 光 光 音 
X14n0295_009:0666a13	阿難其次梵天統攝梵人(至)如是一類名少光天。	阿 難 其 次 梵 天 統 攝 梵 人 至 如 是 一 類 名 少 光 天 
X14n0295_009:0666a14	此躡大梵之行而升進者。具戒定慧。故曰圓滿。以	此 躡 大 梵 之 行 而 升 進 者 具 戒 定 慧 故 曰 圓 滿 以 
X14n0295_009:0666a15	圓滿故。能澄凝其心。不隨境動。而寂湛生光。然此	圓 滿 故 能 澄 凝 其 心 不 隨 境 動 而 寂 湛 生 光 然 此 
X14n0295_009:0666a16	初能脫粘復湛。其光尚劣。故名少光。二禪以上無	初 能 脫 粘 復 湛 其 光 尚 劣 故 名 少 光 二 禪 以 上 無 
X14n0295_009:0666a17	有語言。但以定心發光。光有勝劣。分其高下。	有 語 言 但 以 定 心 發 光 光 有 勝 劣 分 其 高 下 
X14n0295_009:0666a18	光光相然照耀無盡(至)如是一類名無量光天。	光 光 相 然 照 耀 無 盡 至 如 是 一 類 名 無量光天 
X14n0295_009:0666a19	定力轉明。妙光迭發。境隨光淨。徧成琉璃。	定 力 轉 明 妙 光 迭 發 境 隨 光 淨 徧 成 琉 璃 
X14n0295_009:0666a20	吸持圓光成就教體(至)如是一類名光音天。	吸 持 圓 光 成 就 教 體 至 如 是 一 類 名 光 音 天 
X14n0295_009:0666a21	諸世界中。教體不同。故娑婆以文字香積無文字	諸 世 界 中 教 體 不 同 故 娑 婆 以 文 字 香 積 無 文 字 
X14n0295_009:0666a22	言說。但以眾香。此天以圓光成音。而發宣化法。故	言 說 但 以 眾 香 此 天 以 圓 光 成 音 而 發 宣 化 法 故 
X14n0295_009:0666a23	名光音。	名 光 音 
X14n0295_009:0666a24	阿難此三勝流一切憂懸(至)粗漏已伏名為二禪。	阿 難 此 三 勝 流 一 切 憂 懸 至 粗 漏 已 伏 名 為 二 禪 
X14n0295_009:0666b01	初禪方得漏心不動。而未能伏。此天已伏粗漏。則	初 禪 方 得 漏 心 不 動 而 未 能 伏 此 天 已 伏 粗 漏 則 
X14n0295_009:0666b02	業漸劣行。漸勝而憂懸。較之苦惱。則竟輕矣。	業 漸 劣 行 漸 勝 而 憂 懸 較 之 苦 惱 則 竟 輕 矣 
X14n0295_009:0666b03	△三禪三天少淨無量淨徧淨	 三禪三天 少 淨 無 量 淨 徧 淨 
X14n0295_009:0666b04	阿難如是天人圓光成音(至)如是一類名少淨天。	阿 難 如 是 天 人 圓 光 成 音 至 如 是 一 類 名 少 淨 天 
X14n0295_009:0666b05	由上圓光教體。披露妙理。發成精行。離前喜動。而	由 上 圓 光 教 體 披 露 妙 理 發 成 精 行 離 前 喜 動 而 
X14n0295_009:0666b06	生淨樂。是樂非境。乃出乎淨性。恬泊寂靜。名寂滅	生 淨 樂 是 樂 非 境 乃 出 乎 淨 性 恬 泊 寂 靜 名 寂 滅 
X14n0295_009:0666b07	樂。而淨力猶劣。則但能通而已。未能成也。以猶劣	樂 而 淨 力 猶 劣 則 但 能 通 而 已 未 能 成 也 以 猶 劣 
X14n0295_009:0666b08	故。曰少淨。	故 曰 少 淨 
X14n0295_009:0666b09	淨空現前引發無際(至)如是一類名無量淨天。	淨 空 現 前 引 發 無 際 至 如 是 一 類 名 無量淨天 
X14n0295_009:0666b10	淨空者。離諸喜動。不緣物境之定相也。由是擴充。	淨 空 者 離 諸 喜 動 不 緣 物 境 之 定 相 也 由 是 擴 充 
X14n0295_009:0666b11	使淨相無際。恊乎妙性。故身心輕安。而性樂成矣。	使 淨 相 無 際 恊 乎 妙 性 故 身心輕安 而 性 樂 成 矣 
X14n0295_009:0666b12	以無際故。名無量淨。	以 無 際 故 名 無 量 淨 
X14n0295_009:0666b13	世界身心一切圓淨(至)如是一類名徧淨天。	世 界 身 心 一 切 圓 淨 至 如 是 一 類 名 徧 淨 天 
X14n0295_009:0666b14	淨空無際。故世界身心一切圓淨。淨德成就。則性	淨 空 無 際 故 世 界 身 心 一 切 圓 淨 淨 德 成 就 則 性 
X14n0295_009:0666b15	歸託于是矣。托謂托此以歸寂。	歸 託 于 是 矣 托 謂 托 此 以 歸 寂 
X14n0295_009:0666b16	阿難此三勝流具大隨順(至)歡喜畢具名為三禪。	阿 難 此 三 勝 流 具 大 隨 順 至 歡 喜 畢 具 名 為 三 禪 
X14n0295_009:0666b17	△四禪九天四根本福生福愛廣果	 四 禪 九 天 四 根 本 福 生 福 愛 廣 果 
X14n0295_009:0666b18	無想五不還無煩無熱善見善現	無 想 五 不 還 無 煩 無 熱 善 見 善 現 
X14n0295_009:0666b19	色究竟	色 究 竟 
X14n0295_009:0666b20	△四根本天	 四 根 本 天 
X14n0295_009:0666b21	前之禪行。但能自利。未能利他。至四禪乃兼修慈	前 之 禪 行 但 能 自 利 未 能 利 他 至 四 禪 乃 兼 修 慈 
X14n0295_009:0666b22	悲喜捨利他之心。名曰無量善。無漏觀慧諸禪三	悲 喜 捨 利 他 之 心 名 曰 無 量 善 無 漏 觀 慧 諸 禪 三 
X14n0295_009:0666b23	昧。悉從此出。故名四根本天。	昧 悉 從 此 出 故 名 四 根 本 天 
X14n0295_009:0666b24	阿難復次天人不逼身心(至)如是一類名福生天。	阿 難 復 次 天 人 不 逼 身 心 至 如 是 一 類 名 福 生 天 
X14n0295_009:0666c01	苦樂頓捨。名為粗重相滅。捨念清淨。故淨福性生。	苦 樂 頓 捨 名 為 粗 重 相 滅 捨 念 清 淨 故 淨 福 性 生 
X14n0295_009:0666c02	捨心圓融勝解清淨(至)如是一類名福愛天。	捨 心 圓 融 勝 解 清 淨 至 如 是 一 類 名 福 愛 天 
X14n0295_009:0666c03	苦樂二忘。故捨心圓融。心無所累。故勝解清淨。由	苦 樂 二 忘 故 捨 心 圓 融 心 無 所 累 故 勝 解 清 淨 由 
X14n0295_009:0666c04	是福無遮礙。而得妙隨順。自有漏禪定。而發無漏	是 福 無 遮 礙 而 得 妙 隨 順 自 有 漏 禪 定 而 發 無 漏 
X14n0295_009:0666c05	行。至于究竟。故曰。窮未來際定福如此。為可愛樂。	行 至 于 究 竟 故 曰 窮未來際 定 福 如 此 為 可 愛 樂 
X14n0295_009:0666c06	故天名福愛。	故 天 名 福 愛 
X14n0295_009:0666c07	阿難從是天中有二岐路(至)如是一類名廣果天。	阿 難 從 是 天 中 有 二 岐 路 至 如 是 一 類 名 廣 果 天 
X14n0295_009:0666c08	從福愛天。分為二岐。一直往道趨廣果。一迂僻道	從 福 愛 天 分 為 二 岐 一 直 往 道 趨 廣 果 一 迂 僻 道 
X14n0295_009:0666c09	趨無想。苦于先心不帶異執。直修禪定。使自無量	趨 無 想 苦 于 先 心 不 帶 異 執 直 修 禪 定 使 自 無 量 
X14n0295_009:0666c10	光天至福愛。所修福德圓明而住。則此天定福彌	光 天 至 福 愛 所 修 福 德 圓 明 而 住 則 此 天 定 福 彌 
X14n0295_009:0666c11	廣。故名廣果。	廣 故 名 廣 果 
X14n0295_009:0666c12	若於先心雙厭苦樂(至)如是一類名無想天。	若 於 先 心 雙 厭 苦 樂 至 如 是 一 類 名 無 想 天 
X14n0295_009:0666c13	無想天乃岐路所分。先心雖能伏惑修禪。而涉妄	無 想 天 乃 岐 路 所 分 先 心 雖 能 伏 惑 修 禪 而 涉 妄 
X14n0295_009:0666c14	帶異。以有心為生滅。以無想為涅槃。於是雙厭苦	帶 異 以 有 心 為 生 滅 以 無 想 為 涅 槃 於 是 雙 厭 苦 
X14n0295_009:0666c15	樂。專研捨心。以趨無想。由物泊身。以至心想。一切	樂 專 研 捨 心 以 趨 無 想 由 物 泊 身 以 至 心 想 一 切 
X14n0295_009:0666c16	皆捨。心慮灰凝。成無想定。以是感報生無想天。壽	皆 捨 心 慮 灰 凝 成 無 想 定 以 是 感 報 生 無 想 天 壽 
X14n0295_009:0666c17	五百劫。初生此天。未全無想。經半劫始無。及報將	五 百 劫 初 生 此 天 未 全 無 想 經 半 劫 始 無 及 報 將 
X14n0295_009:0666c18	盡。復經半劫有想。然後報謝。	盡 復 經 半 劫 有 想 然 後 報 謝 
X14n0295_009:0666c19	阿難此四勝流一切世間(至)功用純熟名為四禪。	阿 難 此 四 勝 流 一切世間 至 功 用 純 熟 名 為 四 禪 
X14n0295_009:0666c20	想念之心。粗曰尋。細曰伺。初禪三天兼之。大梵無	想 念 之 心 粗 曰 尋 細 曰 伺 初禪三天 兼 之 大 梵 無 
X14n0295_009:0666c21	尋惟伺。二禪無尋伺。有喜樂。三禪離喜樂。有出入	尋 惟 伺 二 禪 無 尋 伺 有 喜 樂 三 禪 離 喜 樂 有 出 入 
X14n0295_009:0666c22	息。尋伺感火。喜樂感水。出入息感風。四禪兼而離	息 尋 伺 感 火 喜 樂 感 水 出 入 息 感 風 四 禪 兼 而 離 
X14n0295_009:0666c23	之。故不為三災所動。名不動地。然彼器非真常。情	之 故 不 為 三 災 所 動 名 不 動 地 然 彼 器 非 真 常 情 
X14n0295_009:0666c24	俱生滅。雖非無為真境。而有為功用至此已純熟	俱 生 滅 雖 非 無 為 真 境 而 有 為 功 用 至 此 已 純 熟 
X14n0295_009:0667a01	矣。	矣 
X14n0295_009:0667a02	△五不還天	 五 不 還 天 
X14n0295_009:0667a03	阿難此中復有五不還天(至)眾同分中安立居處。	阿 難 此 中 復 有 五 不 還 天 至 眾 同 分 中 安 立 居 處 
X14n0295_009:0667a04	第三果人。斷欲界惑盡。即生此天。不復欲界受生。	第 三 果 人 斷 欲 界 惑 盡 即 生 此 天 不 復 欲 界 受 生 
X14n0295_009:0667a05	故名不還。亦名天淨居。習氣種子惑也。與現行俱	故 名 不 還 亦 名 天 淨 居 習 氣 種 子 惑 也 與 現 行 俱 
X14n0295_009:0667a06	盡。此指欲界無續生業也。苦樂雙忘。兼指四禪。以	盡 此 指 欲 界 無 續 生 業 也 苦 樂 雙 忘 兼 指 四 禪 以 
X14n0295_009:0667a07	下無欲滅業也。此五天自四禪別立。通名捨念清	下 無 欲 滅 業 也 此 五 天 自 四 禪 別 立 通 名 捨 念 清 
X14n0295_009:0667a08	淨地。	淨 地 
X14n0295_009:0667a09	阿難苦樂兩滅鬬心不交如是一類名無煩天。	阿 難 苦 樂 兩 滅 鬬 心 不 交 如 是 一 類 名 無 煩 天 
X14n0295_009:0667a10	有厭有捨。猶是心與境鬬。不能無煩。惟心境兩釋。	有 厭 有 捨 猶 是 心 與 境 鬬 不 能 無 煩 惟 心 境 兩 釋 
X14n0295_009:0667a11	煩惱斯斷。	煩 惱 斯 斷 
X14n0295_009:0667a12	機括獨行研交無地如是一類名無熱天。	機 括 獨 行 研 交 無 地 如 是 一 類 名 無 熱 天 
X14n0295_009:0667a13	盛熱曰煩。微煩曰熱。上雖鬪心不交。猶有交地。此	盛 熱 曰 煩 微 煩 曰 熱 上 雖 鬪 心 不 交 猶 有 交 地 此 
X14n0295_009:0667a14	則心機無對。故研交無地。能滅緣影。故得無熱。	則 心 機 無 對 故 研 交 無 地 能 滅 緣 影 故 得 無 熱 
X14n0295_009:0667a15	十方世界妙見圓成(至)如是一類名善見天。	十方世界 妙 見 圓 成 至 如 是 一 類 名 善 見 天 
X14n0295_009:0667a16	能滅緣影。故妙見圓澄。而染心塵像。累性沉垢。一	能 滅 緣 影 故 妙 見 圓 澄 而 染 心 塵 像 累 性 沉 垢 一 
X14n0295_009:0667a17	切俱無。圓見十方。故名善見。	切 俱 無 圓 見 十 方 故 名 善 見 
X14n0295_009:0667a18	精見現前陶鑄無礙如是一類名善現天。	精 見 現 前 陶 鑄 無 礙 如 是 一 類 名 善 現 天 
X14n0295_009:0667a19	定慧精明。融鍊自在。	定 慧 精 明 融 鍊 自 在 
X14n0295_009:0667a20	究竟羣幾窮色性性(至)如是一類名色究竟天。	究 竟 羣 幾 窮 色 性 性 至 如 是 一 類 名 色 究 竟 天 
X14n0295_009:0667a21	幾者色之微。性者相之本。未能究了。則局於色相。	幾 者 色 之 微 性 者 相 之 本 未 能 究 了 則 局 於 色 相 
X14n0295_009:0667a22	自為限礙。此能究而窮之。故出乎形礙。入無邊際。	自 為 限 礙 此 能 究 而 窮 之 故 出 乎 形 礙 入 無 邊 際 
X14n0295_009:0667a23	名色究竟。	名 色 究 竟 
X14n0295_009:0667a24	阿難此不還天彼諸四禪(至)自此以還名為色界。	阿 難 此 不 還 天 彼 諸 四 禪 至 自 此 以 還 名 為 色 界 
X14n0295_009:0667b01	下天修有漏凡定。此天修無漏聖業。粗細有異。故	下 天 修 有 漏 凡 定 此 天 修 無 漏 聖 業 粗 細 有 異 故 
X14n0295_009:0667b02	不能得見。獨行無交者。離欲染也。未盡形累者。尚	不 能 得 見 獨 行 無 交 者 離 欲 染 也 未 盡 形 累 者 尚 
X14n0295_009:0667b03	有色質也。	有 色 質 也 
X14n0295_009:0667b04	△無色界四天空處識處無所有處	 無色界四天 空 處 識 處 無所有處 
X14n0295_009:0667b05	非想非非想處	非想非非想處 
X14n0295_009:0667b06	無業果色。有定果色。依正皆然。乃滅身歸無。定性	無 業 果 色 有 定 果 色 依 正 皆 然 乃 滅 身 歸 無 定 性 
X14n0295_009:0667b07	聲聞所居。或無想外道之別報。或捨厭天人之雜	聲 聞 所 居 或 無 想 外 道 之 別 報 或 捨 厭 天 人 之 雜 
X14n0295_009:0667b08	處。其類不一。皆無色蘊。	處 其 類 不 一 皆 無 色 蘊 
X14n0295_009:0667b09	△分岐超出	 分 岐 超 出 
X14n0295_009:0667b10	復次阿難從是有頂(至)名為迴心大阿羅漢。	復 次 阿 難 從 是 有 頂 至 名 為 迴 心 大阿羅漢 
X14n0295_009:0667b11	色究竟天居有色頂。與無色隣。名色邊際。二岐。一	色 究 竟 天 居 有 色 頂 與 無 色 隣 名 色 邊 際 二 岐 一 
X14n0295_009:0667b12	出三界。即此科也。一入無色。即次科也。四禪皆依	出 三 界 即 此 科 也 一 入 無 色 即 次 科 也 四 禪 皆 依 
X14n0295_009:0667b13	捨念修定。此言捨心。指有頂因心也。因心能發無	捨 念 修 定 此 言 捨 心 指 有 頂 因 心 也 因 心 能 發 無 
X14n0295_009:0667b14	漏智慧。斷盡塵惑。至於圓明。即出三界。不住小果。	漏 智 慧 斷 盡 塵 惑 至 於 圓 明 即 出 三 界 不 住 小 果 
X14n0295_009:0667b15	入菩薩乘。是名回心大阿羅漢。	入 菩 薩 乘 是 名 回 心 大阿羅漢 
X14n0295_009:0667b16	△隨定趣入	 隨 定 趣 入 
X14n0295_009:0667b17	此有四天。皆依偏空修進。初厭色依空。二厭空依	此 有 四 天 皆 依 偏 空 修 進 初 厭 色 依 空 二 厭 空 依 
X14n0295_009:0667b18	識。三色空識等都滅。而依識性。四依識性以滅窮	識 三 色 空 識 等 都 滅 而 依 識 性 四 依 識 性 以 滅 窮 
X14n0295_009:0667b19	研。而不得真滅。是皆有為增上善果。未出輪迴。不	研 而 不 得 真 滅 是 皆 有 為 增 上 善 果 未 出 輪 迴 不 
X14n0295_009:0667b20	成聖道。	成 聖 道 
X14n0295_009:0667b21	若在捨心捨厭成就(至)如是一類名為空處。	若 在 捨 心 捨 厭 成 就 至 如 是 一 類 名 為 空 處 
X14n0295_009:0667b22	此等依捨不修智慧。厭己形礙。堅修空觀。滅身歸	此 等 依 捨 不 修 智 慧 厭 己 形 礙 堅 修 空 觀 滅 身 歸 
X14n0295_009:0667b23	無。即厭色依空者也。名空處定。	無 即 厭 色 依 空 者 也 名 空 處 定 
X14n0295_009:0667b24	諸礙既消無礙無滅(至)如是一類名為識處。	諸 礙 既 消 無 礙 無 滅 至 如 是 一 類 名 為 識 處 
X14n0295_009:0667c01	諸礙既消而無。則不依于色。無礙之無亦滅。則不	諸 礙 既 消 而 無 則 不 依 于 色 無 礙 之 無 亦 滅 則 不 
X14n0295_009:0667c02	依于空。唯留阿賴末那。即厭空依識者也。名識處	依 于 空 唯 留 阿 賴 末 那 即 厭 空 依 識 者 也 名 識 處 
X14n0295_009:0667c03	定。故報生識處。賴耶第八識也。末那第七識也。身	定 故 報 生 識 處 賴 耶 第 八 識 也 末 那 第 七 識 也 身 
X14n0295_009:0667c04	根既消。無復六識。故唯二者獨留。而末那所緣色	根 既 消 無 復 六 識 故 唯 二 者 獨 留 而 末 那 所 緣 色 
X14n0295_009:0667c05	空識三。此位厭色空而依識。則色空粗緣已無。故	空 識 三 此 位 厭 色 空 而 依 識 則 色 空 粗 緣 已 無 故 
X14n0295_009:0667c06	唯全半分微細。	唯 全 半 分 微 細 
X14n0295_009:0667c07	空色既亡識心都滅(至)如是一類名無所有處。	空 色 既 亡 識 心 都 滅 至 如 是 一 類 名 無所有處 
X14n0295_009:0667c08	前位能亡空色。而未滅識心。此則都滅故。十方寂	前 位 能 亡 空 色 而 未 滅 識 心 此 則 都 滅 故 十 方 寂 
X14n0295_009:0667c09	然。逈無所往。此雖亡識心。未亡識性。今之行人見	然 逈 無 所 往 此 雖 亡 識 心 未 亡 識 性 今 之 行 人 見 
X14n0295_009:0667c10	性不深。多滯于此。雖能洞了色空。灰滅心慮。逮無	性 不 深 多 滯 于 此 雖 能 洞 了 色 空 灰 滅 心 慮 逮 無 
X14n0295_009:0667c11	所有。而終于識性。幽幽綿綿不能自脫生死窟穴。	所 有 而 終 于 識 性 幽 幽 綿 綿 不 能 自 脫 生 死 窟 穴 
X14n0295_009:0667c12	實存乎此。	實 存 乎 此 
X14n0295_009:0667c13	識性不動以滅窮研(至)迷漏無聞便入輪轉。	識 性 不 動 以 滅 窮 研 至 迷 漏 無 聞 便 入 輪 轉 
X14n0295_009:0667c14	識性者。識心幽本也。不動者。寂無攸往也。既能不	識 性 者 識 心 幽 本 也 不 動 者 寂 無 攸 往 也 既 能 不 
X14n0295_009:0667c15	動。復窮研使滅。然依識滅之。竟非真滅。是強于無	動 復 窮 研 使 滅 然 依 識 滅 之 竟 非 真 滅 是 強 于 無 
X14n0295_009:0667c16	盡中發明盡性。所以似存不存。似盡不盡。似存不	盡 中 發 明 盡 性 所 以 似 存 不 存 似 盡 不 盡 似 存 不 
