T85n2767_001:0310c17	藥師經疏	藥 師 經 疏 
T85n2767_001:0325b18	經。依前至如來　四宜修上供。謂依前法七	經 依 前 至 如 來 四 宜 修 上 供 謂 依 前 法 七 
T85n2767_001:0325b19	日七夜自受齋戒等。	日 七 夜 自 受 齋 戒 等 
T85n2767_001:0325b20	經。時灌頂至即得安隱　五肅清役勵文分	經 時 灌 頂 至 即 得 安 隱 五 肅 清 役 勵 文 分 
T85n2767_001:0325b21	為四。一除他方反逆難。二除非時風雲難。三	為 四 一 除 他 方 反 逆 難 二 除 非 時 風 雲 難 三 
T85n2767_001:0325b22	除人民疾疫難。四除惡星變怪難。此則初也。	除 人 民 疾 疫 難 四 除 惡 星 變 怪 難 此 則 初 也 
T85n2767_001:0325b23	其王境界即得安隱者。明他方侵逼難自界	其 王 境 界 即 得 安 隱 者 明 他 方 侵 逼 難 自 界 
T85n2767_001:0325b24	反逆難得除之相。	反 逆 難 得 除 之 相 
T85n2767_001:0325b25	經。風雨至豐熟　二除非時風雨難。風雨以	經 風 雨 至 豐 熟 二 除 非 時 風 雨 難 風 雨 以 
T85n2767_001:0325b26	時禾稼成就國土豐熟者。明非時風雨難。過	時 禾 稼 成 就 國 土 豐 熟 者 明 非 時 風 雨 難 過 
T85n2767_001:0325b27	時不雨難得除之相。	時 不 雨 難 得 除 之 相 
T85n2767_001:0325b28	經。一切國界至擾亂眾生　三除人民疾疫	經 一 切 國 界 至 擾 亂 眾 生 三 除 人 民 疾 疫 
T85n2767_001:0325b29	難。一切國界所有眾生無病安樂多生歡喜。	難 一 切 國 界 所 有 眾 生 無 病 安 樂 多 生 歡 喜 
T85n2767_001:0325c01	於其國界亦無夜叉羅剎毘舍闍等諸惡鬼神	於 其 國 界 亦 無 夜 叉 羅 剎 毘 舍 闍 等 諸 惡 鬼 神 
T85n2767_001:0325c02	擾亂眾生者。明人民疾疫難得除之相。	擾 亂 眾 生 者 明 人 民 疾 疫 難 得 除 之 相 
T85n2767_001:0325c03	經。所有惡相皆即不現　四除惡星變怪難。	經 所 有 惡 相 皆 即 不 現 四 除 惡 星 變 怪 難 
T85n2767_001:0325c04	所有惡相皆即不現者。明星宿變怪難日月	所 有 惡 相 皆 即 不 現 者 明 星 宿 變 怪 難 日 月 
T85n2767_001:0325c05	薄蝕難得除之相。	薄 蝕 難 得 除 之 相 
T85n2767_001:0325c06	經。彼灌頂至並得增益　六帝壽遐延。謂帝	經 彼 灌 頂 至 並 得 增 益 六 帝 壽 遐 延 謂 帝 
T85n2767_001:0325c07	王自身壽命色力等皆得增益。	王 自 身 壽 命 色 力 等 皆 得 增 益 
T85n2767_001:0325c08	經。爾時慧命至而可更延　六令延遐壽文	經 爾 時 慧 命 至 而 可 更 延 六 令 延 遐 壽 文 
T85n2767_001:0325c09	分為三。一難。二通。三辨。此則初也。明阿難	分 為 三 一 難 二 通 三 辨 此 則 初 也 明 阿 難 
T85n2767_001:0325c10	設難前救脫云。於未來世當有眾生身嬰重	設 難 前 救 脫 云 於未來世 當 有 眾 生 身 嬰 重 
T85n2767_001:0325c11	病。乃至此人神識得迴還時。既言死相現前	病 乃 至 此 人 神 識 得 迴 還 時 既 言 死 相 現 前 
T85n2767_001:0325c12	則是壽命已盡。復言親屬為歸三寶等。即得	則 是 壽 命 已 盡 復 言 親 屬 為 歸 三 寶 等 即 得 
T85n2767_001:0325c13	還復壽命更增故。令難言云何已盡之命而	還 復 壽 命 更 增 故 令 難 言 云 何 已 盡 之 命 而 
T85n2767_001:0325c14	可更延。	可 更 延 
T85n2767_001:0325c15	經。救脫至九橫死耶　二通文分為二。一返	經 救 脫 至 九 橫 死 耶 二 通 文 分 為 二 一 返 
T85n2767_001:0325c16	質。二順成。此則初也。語阿難言。汝豈不聞。	質 二 順 成 此 則 初 也 語 阿 難 言 汝 豈 不 聞 
T85n2767_001:0325c17	如來所說九橫死耶。	如 來 所 說 九 橫 死 耶 
T85n2767_001:0325c18	經。是故至方便　二順成。是故教以呪藥方	經 是 故 至 方 便 二 順 成 是 故 教 以 呪 藥 方 
T85n2767_001:0325c19	便是除橫法故。唐本云是故勸造續命幡燈	便 是 除 橫 法 故 唐 本 云 是 故 勸 造 續 命 幡 燈 
T85n2767_001:0325c20	修諸福德以修福故。盡其壽命不經苦患。宋	修 諸 福 德 以 修 福 故 盡 其 壽 命 不 經 苦 患 宋 
T85n2767_001:0325c21	本復云。我聞世尊說有諸橫。勸造幡燈令其	本 復 云 我 聞 世 尊 說 有 諸 橫 勸 造 幡 燈 令 其 
T85n2767_001:0325c22	修福。又言昔沙彌救蟻已修福故。盡其壽命	修 福 又 言 昔 沙 彌 救 蟻 已 修 福 故 盡 其 壽 命 
T85n2767_001:0325c23	不更苦患。身體安寧福德力強使之然也。此	不 更 苦 患 身 體 安 寧 福 德 力 強 使 之 然 也 此 
T85n2767_001:0325c24	答意云何夫橫死者。皆是不定業。此業若有	答 意 云 何 夫 橫 死 者 皆 是 不 定 業 此 業 若 有 
T85n2767_001:0325c25	順緣資助則得延長。若無順緣資助則便短	順 緣 資 助 則 得 延 長 若 無 順 緣 資 助 則 便 短 
T85n2767_001:0325c26	促。是故勸造幡燈修敬三寶等福德。以修福	促 是 故 勸 造 幡 燈 修 敬 三 寶 等 福 德 以 修 福 
T85n2767_001:0325c27	德為資助順緣故。遂使是人盡彼先業所感	德 為 資 助 順 緣 故 遂 使 是 人 盡 彼 先 業 所 感 
T85n2767_001:0325c28	壽命。終不中逢更經枉橫苦患也。	壽 命 終 不 中 逢 更 經 枉 橫 苦 患 也 
T85n2767_001:0325c29	經。或有眾生至是為初橫　三辨文分為二。	經 或 有 眾 生 至 是 為 初 橫 三 辨 文 分 為 二 
T85n2767_001:0326a01	一徵。二結。就初文中文分為九。一醫治失	一 徵 二 結 就 初 文 中 文 分 為 九 一 醫 治 失 
T85n2767_001:0326a02	御。二柱被王刑。三放逸亡魂。四火來焚燒。	御 二 柱 被 王 刑 三 放 逸 亡 魂 四 火 來 焚 燒 
T85n2767_001:0326a03	五津流所溺。六逢獸亡生。七飢餒受終八起	五 津 流 所 溺 六 逢 獸 亡 生 七 飢 餒 受 終 八 起 
T85n2767_001:0326a04	屍相損。九山崖墜落。此則初也。得病非重	屍 相 損 九 山 崖 墜 落 此 則 初 也 得 病 非 重 
T85n2767_001:0326a05	等者。以無資緣故而便致死。或後醫人療治	等 者 以 無 資 緣 故 而 便 致 死 或 後 醫 人 療 治 
T85n2767_001:0326a06	失所者。依金光明經第七卷說。流水問父。云	失 所 者 依 金 光 明 經 第 七 卷 說 流 水 問 父 云 
T85n2767_001:0326a07	何當知四大諸根衰損代謝而得諸病。時父	何 當 知 四 大 諸 根 衰 損 代 謝 而 得 諸 病 時 父 
T85n2767_001:0326a08	持水而答其子。三月是夏。三月是秋。三月是	持 水 而 答 其 子 三 月 是 夏 三 月 是 秋 三 月 是 
T85n2767_001:0326a09	冬。三月是春。是十二月三月而說。從如是	冬 三 月 是 春 是 十 二 月 三 月 而 說 從 如 是 
T85n2767_001:0326a10	數一歲四時。若二二說足滿六時三三本攝	數 一 歲 四 時 若 二 二 說 足 滿 六 時 三 三 本 攝 
T85n2767_001:0326a11	二二現時隨是時節消息飲食是能益身。醫	二 二 現 時 隨 是 時 節 消 息 飲 食 是 能 益 身 醫 
T85n2767_001:0326a12	方所說隨是歲中諸根四大代謝增損令身得	方 所 說 隨 是 歲 中 諸 根 四 大 代 謝 增 損 令 身 得 
T85n2767_001:0326a13	病。有善醫師隨順四時。三月將養調和六大	病 有 善 醫 師 隨 順 四 時 三 月 將 養 調 和 六 大 
T85n2767_001:0326a14	隨病飲食及以湯藥。問如是諸病何時當發。	隨 病 飲 食 及 以 湯 藥 問 如 是 諸 病 何 時 當 發 
T85n2767_001:0326a15	答多風病者憂則發動。其熱病者秋則發動。	答 多 風 病 者 憂 則 發 動 其 熱 病 者 秋 則 發 動 
T85n2767_001:0326a16	等分病者冬則發動。其肺病者春則增劇。問。	等 分 病 者 冬 則 發 動 其 肺 病 者 春 則 增 劇 問 
T85n2767_001:0326a17	諸病若增云何對治。答。有風病者。憂則應	諸 病 若 增 云 何 對 治 答 有 風 病 者 憂 則 應 
T85n2767_001:0326a18	服肥膩醎酢及以熱食。有熱病者。秋服冷甜。	服 肥 膩 醎 酢 及 以 熱 食 有 熱 病 者 秋 服 冷 甜 
T85n2767_001:0326a19	等分分服甜酢肥膩。肺病春服肥膩辛熱。問。	等 分 分 服 甜 酢 肥 膩 肺 病 春 服 肥 膩 辛 熱 問 
T85n2767_001:0326a20	諸病源由因何而起。答。飽食然後則發肺病。	諸 病 源 由 因 何 而 起 答 飽 食 然 後 則 發 肺 病 
T85n2767_001:0326a21	於食消時則發熱病。食消已後則發風病。如	於 食 消 時 則 發 熱 病 食 消 已 後 則 發 風 病 如 
T85n2767_001:0326a22	是四大隨三時發。問。諸病相多食復當云何。	是 四 大 隨 三 時 發 問 諸 病 相 多 食 復 當 云 何 
T85n2767_001:0326a23	答。風病羸損補以蘇膩。熱病下藥服呵梨勒。	答 風 病 羸 損 補 以 蘇 膩 熱 病 下 藥 服 呵 梨 勒 
T85n2767_001:0326a24	等分應服三種妙藥。所謂甜辛及以蘇膩。肺	等 分 應 服 三 種 妙 藥 所 謂 甜 辛 及 以 蘇 膩 肺 
T85n2767_001:0326a25	病應服隨能吐藥。問。若風熱病肺病等分違	病 應 服 隨 能 吐 藥 問 若 風 熱 病 肺 病 等 分 違 
T85n2767_001:0326a26	時而發當何療治。答。應當任師籌量隨病飲	時 而 發 當 何 療 治 答 應 當 任 師 籌 量 隨 病 飲 
T85n2767_001:0326a27	食湯藥。由師失疫不順醫方遇違緣故非時	食 湯 藥 由 師 失 疫 不 順 醫 方 遇 違 緣 故 非 時 
T85n2767_001:0326a28	而死。故宋本云。有病不治。又不修福湯藥不	而 死 故 宋 本 云 有 病 不 治 又 不 修 福 湯 藥 不 
T85n2767_001:0326a29	順針灸失疫不值良醫為病所困於是滅亡。	順 針 灸 失 疫 不 值 良 醫 為 病 所 困 於 是 滅 亡 
T85n2767_001:0326b01	又法華經第二卷說。若修醫道順方治病。更	又 法 華 經 第 二 卷 說 若 修 醫 道 順 方 治 病 更 
T85n2767_001:0326b02	增他疾。或復致死。若自有病無人救療。設服	增 他 疾 或 復 致 死 若 自 有 病 無 人 救 療 設 服 
T85n2767_001:0326b03	良藥而復增劇。所患雖輕實不應死而便橫	良 藥 而 復 增 劇 所 患 雖 輕 實 不 應 死 而 便 橫 
T85n2767_001:0326b04	死。是為初橫。	死 是 為 初 橫 
T85n2767_001:0326b05	經。第二橫者王法所殺　二枉被王刑。此人	經 第 二 橫 者 王 法 所 殺 二 枉 被 王 刑 此 人 
T85n2767_001:0326b06	壽命是不定業。亦是殺生增上果故。涅槃經	壽 命 是 不 定 業 亦 是 殺 生 增 上 果 故 涅 槃 經 
T85n2767_001:0326b07	云。殺生之人得兩種報。一者短命。二者多	云 殺 生 之 人 得 兩 種 報 一 者 短 命 二 者 多 
T85n2767_001:0326b08	病。若遇順緣修福等資助不受王戮得壽命	病 若 遇 順 緣 修 福 等 資 助 不 受 王 戮 得 壽 命 
T85n2767_001:0326b09	長。若不修福曩昔殺緣則被王害不得長壽	長 若 不 修 福 曩 昔 殺 緣 則 被 王 害 不 得 長 壽 
T85n2767_001:0326b10	故名橫死。	故 名 橫 死 
T85n2767_001:0326b11	經。第三至害其魂魄　三放逸亡魂。言放逸	經 第 三 至 害 其 魂 魄 三 放 逸 亡 魂 言 放 逸 
T85n2767_001:0326b12	者。依涅槃經第八卷說。謹慎無放逸。是處名	者 依 涅 槃 經 第 八 卷 說 謹 慎 無 放 逸 是 處 名 
T85n2767_001:0326b13	甘露。放逸不謹慎是名為死句。若不放逸者。	甘 露 放 逸 不 謹 慎 是 名 為 死 句 若 不 放 逸 者 
T85n2767_001:0326b14	則得不死處。如其放逸者。常趣於死路。若放	則 得 不 死 處 如 其 放 逸 者 常 趣 於 死 路 若 放 
T85n2767_001:0326b15	逸者。名為有法。是有為法為第一苦。不放逸	逸 者 名 為 有 法 是 有 為 法 為 第 一 苦 不 放 逸 
T85n2767_001:0326b16	者。則名涅槃。彼涅槃者名為甘露。第一最	者 則 名 涅 槃 彼 涅 槃 者 名 為 甘 露 第 一 最 
T85n2767_001:0326b17	樂。若趣諸行是名死處。婬無度者雖復自妻	樂 若 趣 諸 行 是 名 死 處 婬 無 度 者 雖 復 自 妻 
T85n2767_001:0326b18	須避。三長月六及八王日。謂立春春分立夏	須 避 三 長 月 六 及 八 王 日 謂 立 春 春 分 立 夏 
T85n2767_001:0326b19	夏至立秋秋分立冬冬至。亦名八節。曰臨產	夏 至 立 秋 秋 分 立 冬 冬 至 亦 名 八 節 曰 臨 產 
T85n2767_001:0326b20	一月產後一月。及三明下若有犯者名為邪	一 月 產 後 一 月 及 三 明 下 若 有 犯 者 名 為 邪 
T85n2767_001:0326b21	婬。問。人守人瞋法守破法應名邪婬。人自有	婬 問 人 守 人 瞋 法 守 破 法 應 名 邪 婬 人 自 有 
T85n2767_001:0326b22	妻。何以為邪。答。既聽受一日一夜。戒墮於	妻 何 以 為 邪 答 既 聽 受 一 日 一 夜 戒 墮 於 
T85n2767_001:0326b23	法中。本雖是婦。今不自在。過受戒時則非法	法 中 本 雖 是 婦 今 不 自 在 過 受 戒 時 則 非 法 
T85n2767_001:0326b24	守。又為傷身乳兒時婬母乳則竭。又以心著	守 又 為 傷 身 乳 兒 時 婬 母 乳 則 竭 又 以 心 著 
T85n2767_001:0326b25	婬欲不復護兒非道之處故名邪婬。醉無度	婬 欲 不 復 護 兒 非 道 之 處 故 名 邪 婬 醉 無 度 
T85n2767_001:0326b26	者。如鴦崛魔羅飲酒荒亂婬匿其母。其母復	者 如 鴦 崛 魔 羅 飲 酒 荒 亂 婬 匿 其 母 其 母 復 
T85n2767_001:0326b27	與外人交通。持刀殺之。如智度論。佛語難提	與 外 人 交 通 持 刀 殺 之 如 智 度 論 佛 語 難 提 
T85n2767_001:0326b28	迦優婆塞。酒有三十五失。何等三十五。一者	迦 優 婆 塞 酒 有 三 十 五 失 何 等 三 十 五 一 者 
T85n2767_001:0326b29	現世財物產竭。何以故。人飲酒醉心無節限	現 世 財 物 產 竭 何 以 故 人 飲 酒 醉 心 無 節 限 
T85n2767_001:0326c01	用費無度故。二者眾病之門。三者鬪諍之本。	用 費 無 度 故 二 者 眾 病 之 門 三 者 鬪 諍 之 本 
T85n2767_001:0326c02	四者裸露無恥。五者醜名惡聲人所不敬。六	四 者 裸 露 無 恥 五 者 醜 名 惡 聲 人 所 不 敬 六 
T85n2767_001:0326c03	者覆智慧。七者應所得物而不得已所得物	者 覆 智 慧 七 者 應 所 得 物 而 不 得 已 所 得 物 
T85n2767_001:0326c04	而散失。八者伏匿之事盡為人說。九者種種	而 散 失 八 者 伏 匿 之 事 盡 為 人 說 九 者 種 種 
T85n2767_001:0326c05	事業廢不成辨。十者醉為態本。何以故。醉時	事 業 廢 不 成 辨 十 者 醉 為 態 本 何 以 故 醉 時 
T85n2767_001:0326c06	多失。醉已慚愧憂愁。十一者身力轉少。十二	多 失 醉 已 慚 愧 憂 愁 十 一 者 身 力 轉 少 十 二 
T85n2767_001:0326c07	者身色壞。十三者不知敬父。十四者不知敬	者 身 色 壞 十 三 者 不 知 敬 父 十 四 者 不 知 敬 
T85n2767_001:0326c08	母。十五者不敬沙門。十六者不敬婆羅門。十	母 十 五 者 不 敬 沙 門 十 六 者 不 敬 婆 羅 門 十 
T85n2767_001:0326c09	七者不敬伯叔及尊長。何以故。醉悶恍忽無	七 者 不 敬 伯 叔 及 尊 長 何 以 故 醉 悶 恍 忽 無 
T85n2767_001:0326c10	所別故。十八者不尊敬仙。十九者不敬法。二	所 別 故 十 八 者 不 尊 敬 仙 十 九 者 不 敬 法 二 
T85n2767_001:0326c11	十者不敬僧。二十一者朋黨惡人。二十二者	十 者 不 敬 僧 二 十 一 者 朋 黨 惡 人 二 十 二 者 
T85n2767_001:0326c12	疎遠賢善。二十三者作破戒人。二十四者無	疎 遠 賢 善 二 十 三 者 作 破 戒 人 二 十 四 者 無 
T85n2767_001:0326c13	慚愧。二十五者不守六情。二十六者從色放	慚 愧 二 十 五 者 不 守 六 情 二 十 六 者 從 色 放 
T85n2767_001:0326c14	逸。二十七者人所憎惡不喜見之。二十八者	逸 二 十 七 者 人 所 憎 惡 不 喜 見 之 二 十 八 者 
T85n2767_001:0326c15	貴重親屬及知識所共儐棄。二十九者行不	貴 重 親 屬 及 知 識 所 共 儐 棄 二 十 九 者 行 不 
T85n2767_001:0326c16	善法。三十者棄捨善法。三十一者明智人士	善 法 三 十 者 棄 捨 善 法 三 十 一 者 明 智 人 士 
T85n2767_001:0326c17	所不信用。何以故。酒放逸故。三十二者遠離	所 不 信 用 何 以 故 酒 放 逸 故 三 十 二 者 遠 離 
T85n2767_001:0326c18	涅槃。三十三者種狂癡因緣。三十四者身壞	涅 槃 三 十 三 者 種 狂 癡 因 緣 三 十 四 者 身 壞 
T85n2767_001:0326c19	命終墮惡埿梨中。三十五者若得為人所生	命 終 墮 惡 埿 梨 中 三 十 五 者 若 得 為 人 所 生 
T85n2767_001:0326c20	之處。常當狂騃。由婬醉無度惱亂眾生。為	之 處 常 當 狂 騃 由 婬 醉 無 度 惱 亂 眾 生 為 
T85n2767_001:0326c21	諸非人害。其魂魄不得長壽故為橫死。	諸 非 人 害 其 魂 魄 不 得 長 壽 故 為 橫 死 
T85n2767_001:0326c22	經。第四橫者為火所燒　四火來焚燒此人	經 第 四 橫 者 為 火 所 燒 四 火 來 焚 燒 此 人 
T85n2767_001:0326c23	不定壽業。是焚燒眾生增上果。若遇順緣資	不 定 壽 業 是 焚 燒 眾 生 增 上 果 若 遇 順 緣 資 
T85n2767_001:0326c24	助。則不為火焚。壽命延長。如其不爾則為火	助 則 不 為 火 焚 壽 命 延 長 如 其 不 爾 則 為 火 
T85n2767_001:0326c25	燒壽命短促故為橫死。	燒 壽 命 短 促 故 為 橫 死 
T85n2767_001:0326c26	經。第五橫者為水所溺　五津流所溺此人	經 第 五 橫 者 為 水 所 溺 五 津 流 所 溺 此 人 
T85n2767_001:0326c27	不定壽業。是沈溺眾生增上果。若遇順緣修	不 定 壽 業 是 沈 溺 眾 生 增 上 果 若 遇 順 緣 修 
T85n2767_001:0326c28	福等資助。則不為水溺。壽命延長如其不爾	福 等 資 助 則 不 為 水 溺 壽 命 延 長 如 其 不 爾 
T85n2767_001:0326c29	則為水溺。壽命短促故為橫死。	則 為 水 溺 壽 命 短 促 故 為 橫 死 
T85n2767_001:0327a01	第六橫者入師子虎豹諸惡獸中　六逢獸。	第 六 橫 者 入 師 子 虎 豹 諸 惡 獸 中 六 逢 獸 
