X16n0308_001:0012a03	 續夢始末	 續 夢 始 末 
X16n0308_008:0255a15	槃海。陰字當作去聲。言慈陰妙雲者。謂菩薩於功	槃 海 陰 字 當 作 去 聲 言 慈 陰 妙 雲 者 謂 菩 薩 於 功 
X16n0308_008:0255a16	德圓滿之後。重起真慈。陰覆眾生。如萬里青天。頓	德 圓 滿 之 後 重 起 真 慈 陰 覆 眾 生 如 萬 里 青 天 頓 
X16n0308_008:0255a17	興微妙之雲。陰覆世間。同沐清涼之樂。由此所以	興 微 妙 之 雲 陰 覆 世 間 同 沐 清 涼 之 樂 由 此 所 以 
X16n0308_008:0255a18	能障佛果。不得取證。故云覆涅槃海。結名法雲地	能 障 佛 果 不 得 取 證 故 云 覆 涅 槃 海 結 名 法 雲 地 
X16n0308_008:0255a19	者。正以其真慈如雲。覆障涅槃法故。十地竟。	者 正 以 其 真 慈 如 雲 覆 障 涅 槃 法 故 十 地 竟 
X16n0308_008:0255a20	九等覺位二。一正明本位。二結後證前。初。	九 等 覺 位 二 一 正 明 本 位 二 結 後 證 前 初 
X16n0308_008:0255a21	如來逆流。如是菩薩順行而至。覺際入交名為等覺。	如 來 逆 流 如 是 菩 薩 順 行 而 至 覺 際 入 交 名 為 等 覺 
X16n0308_008:0255a22	上位以利益有情。覆障涅槃。若已出慈門。即入果	上 位 以 利 益 有 情 覆 障 涅 槃 若 已 出 慈 門 即 入 果 
X16n0308_008:0255a23	海。所以不稱妙覺者。以如來逆流。菩薩順至。言逆	海 所 以 不 稱 妙 覺 者 以 如 來 逆 流 菩 薩 順 至 言 逆 
X16n0308_008:0255a24	流者。謂已至果海。倒駕慈航。出涅槃入生死也。言	流 者 謂 已 至 果 海 倒 駕 慈 航 出 涅 槃 入 生 死 也 言 
X16n0308_008:0255b01	順至者。謂將窮果海。急棹智舟。違生死向涅槃也。	順 至 者 謂 將 窮 果 海 急 棹 智 舟 違 生 死 向 涅 槃 也 
X16n0308_008:0255b02	此約斷果言之。若就智果。則佛出菩提覺際。菩薩	此 約 斷 果 言 之 若 就 智 果 則 佛 出 菩 提 覺 際 菩 薩 
X16n0308_008:0255b03	入菩提覺際。正相交會。故云入交。正脈云。譬如入	入 菩 提 覺 際 正 相 交 會 故 云 入 交 正 脈 云 譬 如 入 
X16n0308_008:0255b04	海採寶者。前商已得眾寶逆流而出。到於海門。後	海 採 寶 者 前 商 已 得 眾 寶 逆 流 而 出 到 於 海 門 後 
X16n0308_008:0255b05	商方以進取順流而入。亦到海門。是二舡恰齊。但	商 方 以 進 取 順 流 而 入 亦 到 海 門 是 二 舡 恰 齊 但 
X16n0308_008:0255b06	船頭向外向內為不同耳。瓔珞經云。等覺照寂。妙	船 頭 向 外 向 內 為 不 同 耳 瓔 珞 經 云 等 覺 照 寂 妙 
X16n0308_008:0255b07	覺寂照。亦斯義也。結名等覺者。義取與妙覺齊等。	覺 寂 照 亦 斯 義 也 結 名 等 覺 者 義 取 與 妙 覺 齊 等 
X16n0308_008:0255b08	或有言去妙覺位。餘有一等。非今經意(問。此上五十五位。應	或 有 言 去 妙 覺 位 餘 有 一 等 非 今 經 意 問 此 上 五 十 五 位 應 
X16n0308_008:0255b09	出斷惑分齊。庶得階降分明。今惟依文釋義。固為簡便。但此經十行十向中。境界有似十地。不有斷惑分	出 斷 惑 分 齊 庶 得 階 降 分 明 今 惟 依 文 釋 義 固 為 簡 便 但 此 經 十 行 十 向 中 境 界 有 似 十 地 不 有 斷 惑 分 
X16n0308_008:0255b10	齊。而取證淺深。何所依憑。答。愚以凡心。測度聖境。誠難自信。亦只好以聖言為定量。經之所有敢不發揮。	齊 而 取 證 淺 深 何 所 依 憑 答 愚 以 凡 心 測 度 聖 境 誠 難 自 信 亦 只 好 以 聖 言 為 定 量 經 之 所 有 敢 不 發 揮 
X16n0308_008:0255b11	經之所無誰許擅益。詳觀本經位次。不唯與惟識不同。即華嚴瓔珞等經前後淺深。與此亦不相類。蓋以	經 之 所 無 誰 許 擅 益 詳 觀 本 經 位 次 不 唯 與 惟 識 不 同 即 華 嚴 瓔 珞 等 經 前 後 淺 深 與 此 亦 不 相 類 蓋 以 
X16n0308_008:0255b12	圓人因該果海。果徹因源。如華嚴十信滿心。攝位證覺。此經等覺深位。獲乾慧心。詎可以前後而論淺深。	圓 人 因 該 果 海 果 徹 因 源 如 華 嚴 十 信 滿 心 攝 位 證 覺 此 經 等 覺 深 位 獲 乾 慧 心 詎 可 以 前 後 而 論 淺 深 
X16n0308_008:0255b13	然佛於圓融之中。亦自寓有行布之意。故今唯依現文銷釋。所謂經中所有。敢不發揮是也。至於斷惑分	然 佛 於 圓 融 之 中 亦 自 寓 有 行 布 之 意 故 今 唯 依 現 文 銷 釋 所 謂 經 中 所 有 敢 不 發 揮 是 也 至 於 斷 惑 分 
X16n0308_008:0255b14	齊。唯於信位略顯。如初信則曰一切妄想滅盡無餘。此斷現種也。二信則曰一切習氣。皆現在前。憶念無	齊 唯 於 信 位 略 顯 如 初 信 則 曰 一 切 妄 想 滅 盡 無 餘 此 斷 現 種 也 二 信 則 曰 一 切 習 氣 皆 現 在 前 憶 念 無 
X16n0308_008:0255b15	忘。此伏習氣也。三信則曰無始習氣。通一精明。此盡習氣也。良以理由頓悟。乘悟併銷。但以欲習初乾。未	忘 此 伏 習 氣 也 三 信 則 曰 無 始 習 氣 通 一 精 明 此 盡 習 氣 也 良 以 理 由 頓 悟 乘 悟 併 銷 但 以 欲 習 初 乾 未 
X16n0308_008:0255b16	遇法流。對境起念者。時乎有之。乃重以增上信力。圓伏圓斷。至三信則如木成灰。永不再燄。故自四信以	遇 法 流 對 境 起 念 者 時 乎 有 之 乃 重 以 增 上 信 力 圓 伏 圓 斷 至 三 信 則 如 木 成 灰 永 不 再 燄 故 自 四 信 以 
X16n0308_008:0255b17	去。文中不涉斷惑一語。愚又何敢妄贅。所謂經之所無。誰許擅益是也。或曰斷既如木成灰。證即如金出	去 文 中 不 涉 斷 惑 一 語 愚 又 何 敢 妄 贅 所 謂 經 之 所 無 誰 許 擅 益 是 也 或 曰 斷 既 如 木 成 灰 證 即 如 金 出 
X16n0308_008:0255b18	鑛。似亦不應復存後位。今何位次依然。照常俱列耶。答曰。金既出鑛。便可作器。作之已精。而益求其精。有	鑛 似 亦 不 應 復 存 後 位 今 何 位 次 依 然 照 常 俱 列 耶 答 曰 金 既 出 鑛 便 可 作 器 作 之 已 精 而 益 求 其 精 有 
X16n0308_008:0255b19	作功用是也。不求其精。而自無不精。無作功用是也。動帝王。陳宗廟。貯黃流。盛甘露。敬天地。享神明。全體	作 功 用 是 也 不 求 其 精 而 自 無 不 精 無 作 功 用 是 也 動 帝 王 陳 宗 廟 貯 黃 流 盛 甘 露 敬 天 地 享 神 明 全 體 
X16n0308_008:0255b20	大用是也。社稷保之。兆民福之。慈陰妙雲是也。倣古玩類極珍。覺齊佛覺是也。成至寶。鎮庫藏。妙覺究竟	大 用 是 也 社 稷 保 之 兆 民 福 之 慈 陰 妙 雲 是 也 倣 古 玩 類 極 珍 覺 齊 佛 覺 是 也 成 至 寶 鎮 庫 藏 妙 覺 究 竟 
X16n0308_008:0255b21	是也。知此喻者。則斷後立位。不無理據。然亦諸經論中之所不見。而此經僅見之者。蓋為接漸入頓。接偏	是 也 知 此 喻 者 則 斷 後 立 位 不 無 理 據 然 亦 諸 經 論 中 之 所 不 見 而 此 經 僅 見 之 者 蓋 為 接 漸 入 頓 接 偏 
X16n0308_008:0255b22	入圓。此出自世尊靈智妙辨。彼謬柱皷瑟者。豈足以語此哉)。二結後證前。	入 圓 此 出 自 世 尊 靈 智 妙 辨 彼 謬 柱 皷 瑟 者 豈 足 以 語 此 哉 二 結 後 證 前 
X16n0308_008:0255b23	阿難。從乾慧心至等覺已。是覺始獲金剛心中初乾	阿 難 從 乾 慧 心 至 等 覺 已 是 覺 始 獲 金 剛 心 中 初 乾 
X16n0308_008:0255b24	慧地。	慧 地 
X16n0308_008:0255c01	從乾至等已者。明由淺入深。是覺始獲等者。顯後	從 乾 至 等 已 者 明 由 淺 入 深 是 覺 始 獲 等 者 顯 後 
X16n0308_008:0255c02	唯證前。良以初乾慧心。即具後後位中一切功德。	唯 證 前 良 以 初 乾 慧 心 即 具 後 後 位 中 一切功德 
X16n0308_008:0255c03	但未經歷事造修。唯是性具而非修成。今乃由淺	但 未 經 歷 事 造 修 唯 是 性 具 而 非 修 成 今 乃 由 淺 
X16n0308_008:0255c04	入深。漸次修習。以至等覺。而於乾慧心中。所具一	入 深 漸 次 修 習 以 至 等 覺 而 於 乾 慧 心 中 所 具 一 
X16n0308_008:0255c05	切功德。方以親證。故曰是覺始獲等也。金剛心即	切 功 德 方 以 親 證 故 曰 是 覺 始 獲 等 也 金 剛 心 即 
X16n0308_008:0255c06	指圓通妙心。以前從根解結。如來即名其為金剛	指 圓 通 妙 心 以 前 從 根 解 結 如 來 即 名 其 為 金 剛 
X16n0308_008:0255c07	王寶覺。如幻三摩提。而觀音自陳。亦言聞熏聞修	王 寶 覺 如 幻 三 摩 提 而 觀 音 自 陳 亦 言 聞 熏 聞 修 
X16n0308_008:0255c08	金剛三昧。至文殊揀選。又謂宣說金剛王。如幻不	金 剛 三 昧 至 文 殊 揀 選 又 謂 宣 說 金 剛 王 如 幻 不 
X16n0308_008:0255c09	思議。佛母真三昧等。據此仍是最初乾慧。但於等	思 議 佛 母 真 三 昧 等 據 此 仍 是 最 初 乾 慧 但 於 等 
X16n0308_008:0255c10	覺位中始得親證實到。清涼云。起明東廟。智滿不	覺 位 中 始 得 親 證 實 到 清 涼 云 起 明 東 廟 智 滿 不 
X16n0308_008:0255c11	異於初心。古德云。末後牢關。不離最初一步。皆此	異 於 初 心 古 德 云 末 後 牢 關 不 離 最 初 一 步 皆 此 
X16n0308_008:0255c12	意也。等覺位竟。十妙覺位。	意 也 等 覺 位 竟 十 妙 覺 位 
X16n0308_008:0255c13	如是重重單複十二。方盡妙覺成無上道。	如 是 重 重 單 複 十 二 方 盡 妙 覺 成 無 上 道 
X16n0308_008:0255c14	如是重重者。通指乾慧已來說也。言始自乾慧已	如 是 重 重 者 通 指 乾 慧 已 來 說 也 言 始 自 乾 慧 已 
X16n0308_008:0255c15	來。如是一重一重。有單有複。至十二重。方盡妙覺。	來 如 是 一 重 一 重 有 單 有 複 至 十 二 重 方 盡 妙 覺 
X16n0308_008:0255c16	意顯位位皆覺。但加前不妙。登地妙而未盡。佛地	意 顯 位 位 皆 覺 但 加 前 不 妙 登 地 妙 而 未 盡 佛 地 
X16n0308_008:0255c17	方盡。乃原始要終而總言之。正脈以一重。但局一	方 盡 乃 原 始 要 終 而 總 言 之 正 脈 以 一 重 但 局 一 
X16n0308_008:0255c18	位為單。總包十位為複。極是。但彼依溫陵取一乾。	位 為 單 總 包 十 位 為 複 極 是 但 彼 依 溫 陵 取 一 乾 
X16n0308_008:0255c19	(單)二信。三住。四行。五向。(複)六暖。七頂。八忍。九世。(單)	 單 二 信 三 住 四 行 五 向 複 六 暖 七 頂 八 忍 九 世 單 
X16n0308_008:0255c20	十地。(複)十一等。十二金。(單)今本疏。乃除金剛。足妙	十 地 複 十 一 等 十 二 金 單 今 本 疏 乃 除 金 剛 足 妙 
X16n0308_008:0255c21	覺也。成無上道者。以既盡妙覺。道極究竟。無有能	覺 也 成 無 上 道 者 以 既 盡 妙 覺 道 極 究 竟 無 有 能 
X16n0308_008:0255c22	駕於其上者矣。結上正明諸位竟。二結顯修法。	駕 於 其 上 者 矣 結 上 正 明 諸 位 竟 二 結 顯 修 法 
X16n0308_008:0255c23	是種種地。皆以金剛觀察如幻十種深喻。奢摩他中。	是 種 種 地 皆 以 金 剛 觀 察 如 幻 十 種 深 喻 奢 摩 他 中 
X16n0308_008:0255c24	用諸如來毗婆舍那。清淨修證漸次深入。	用 諸 如 來 毗 婆 舍 那 清 淨 修 證 漸 次 深 入 
X16n0308_008:0256a01	是種種地者。通指已上因地與果地也。皆以等者。	是 種 種 地 者 通 指 已 上 因 地 與 果 地 也 皆 以 等 者 
X16n0308_008:0256a02	顯已上因地果地。皆不離圓通妙心。以耳根圓通	顯 已 上 因 地 果 地 皆 不 離 圓 通 妙 心 以 耳 根 圓 通 
X16n0308_008:0256a03	即是金剛王三昧故。言觀察等者。謂每歷一位。必	即 是 金 剛 王 三 昧 故 言 觀 察 等 者 謂 每 歷 一 位 必 
X16n0308_008:0256a04	有一位功業。若不觀察。恐生愛著。故須依彼金剛	有 一 位 功 業 若 不 觀 察 恐 生 愛 著 故 須 依 彼 金 剛 
X16n0308_008:0256a05	三昧而觀察之。如幻十喻者。如大品云。觀一切業	三 昧 而 觀 察 之 如 幻 十 喻 者 如 大 品 云 觀 一 切 業 
X16n0308_008:0256a06	如幻。一切法如燄。一切身如水月。妙色如空。妙音	如 幻 一切法如 燄 一 切 身 如 水 月 妙 色 如 空 妙 音 
X16n0308_008:0256a07	如響。諸佛國土如乾城。佛事如夢。佛身如影。報身	如 響 諸 佛 國 土 如 乾 城 佛 事 如 夢 佛 身 如 影 報 身 
X16n0308_008:0256a08	如像。法身如化。不可取不可捨。一切空故。此中喻	如 像 法 身 如 化 不 可 取 不 可 捨 一 切 空 故 此 中 喻 
X16n0308_008:0256a09	雖有十。而所喻之法。不出度生說法嚴土供佛而	雖 有 十 而 所 喻 之 法 不 出 度 生 說 法 嚴 土 供 佛 而 
X16n0308_008:0256a10	已。然既曰不可取。則無生可度。無法可說。無土可	已 然 既 曰 不 可 取 則 無 生 可 度 無 法 可 說 無 土 可 
X16n0308_008:0256a11	嚴。無佛可供。既曰不可捨。則任運度生。任運說法。	嚴 無 佛 可 供 既 曰 不 可 捨 則 任 運 度 生 任 運 說 法 
X16n0308_008:0256a12	任運嚴土。任運供佛。既曰一切空。則取捨雙忘。忘	任 運 嚴 土 任 運 供 佛 既 曰 一 切 空 則 取 捨 雙 忘 忘 
X16n0308_008:0256a13	心亦寂。此依觀成止也。止久沉滯。遮於勝進。故又	心 亦 寂 此 依 觀 成 止 也 止 久 沉 滯 遮 於 勝 進 故 又 
X16n0308_008:0256a14	於奢摩他中用諸如來毗婆舍那。奢摩他。義翻為	於 奢 摩 他 中 用 諸 如 來 毗 婆 舍 那 奢 摩 他 義 翻 為 
X16n0308_008:0256a15	止。毗婆舍那。義翻為觀。如莊嚴論云。安心於正定。	止 毗 婆 舍 那 義 翻 為 觀 如 莊 嚴 論 云 安 心 於 正 定 
X16n0308_008:0256a16	此即名為止。所謂奢摩他。正住法分別。是名為觀	此 即 名 為 止 所 謂 奢 摩 他 正 住 法 分 別 是 名 為 觀 
X16n0308_008:0256a17	相。謂毗鉢舍那。起信論云。所言止者。謂止一切境	相 謂 毗 鉢 舍 那 起 信 論 云 所 言 止 者 謂 止 一 切 境 
X16n0308_008:0256a18	界相。隨順奢摩他義故。所言觀者。謂分別因緣生	界 相 隨 順 奢 摩 他 義 故 所 言 觀 者 謂 分 別 因 緣 生 
X16n0308_008:0256a19	滅相。隨順毗鉢舍那義故。今則唯以觀法體寂。不	滅 相 隨 順 毗 鉢 舍 那 義 故 今 則 唯 以 觀 法 體 寂 不 
X16n0308_008:0256a20	住本位。名奢摩他。進觀前途功德。引發勝進。名毗	住 本 位 名 奢 摩 他 進 觀 前 途 功 德 引 發 勝 進 名 毗 
X16n0308_008:0256a21	婆舍那。此依止成觀也。止觀雙運。不即不離。故云	婆 舍 那 此 依 止 成 觀 也 止 觀 雙 運 不 即 不 離 故 云 
X16n0308_008:0256a22	清淨修證。從因至果。位位徧歷。故云漸次深入。知	清 淨 修 證 從 因 至 果 位 位 徧 歷 故 云 漸 次 深 入 知 
X16n0308_008:0256a23	此法者。既無中止之弊。亦無過高之行。位後顯此。	此 法 者 既 無 中 止 之 弊 亦 無 過 高 之 行 位 後 顯 此 
X16n0308_008:0256a24	良有以焉。三推重初心。	良 有 以 焉 三 推 重 初 心 
X16n0308_008:0256b01	阿難。如是皆以三增進故。善能成就五十五位真菩	阿 難 如 是 皆 以 三 增 進 故 善 能 成 就 五 十 五 位 真 菩 
X16n0308_008:0256b02	提路。	提 路 
X16n0308_008:0256b03	承上因地果地。皆以金剛觀察。如是則功歸第三	承 上 因 地 果 地 皆 以 金 剛 觀 察 如 是 則 功 歸 第 三 
X16n0308_008:0256b04	漸次。以三種漸次。結文雖具稱增進。而標章惟第	漸 次 以 三 種 漸 次 結 文 雖 具 稱 增 進 而 標 章 惟 第 
X16n0308_008:0256b05	三受增進之名。且第三增進。即是耳根圓通。亦即	三 受 增 進 之 名 且 第 三 增 進 即 是 耳 根 圓 通 亦 即 
X16n0308_008:0256b06	金剛三昧。若不憑此觀察。後位難成。故曰皆以三	金 剛 三 昧 若 不 憑 此 觀 察 後 位 難 成 故 曰 皆 以 三 
X16n0308_008:0256b07	增進故。善能成就等。又且第三漸末。乃云從是漸	增 進 故 善 能 成 就 等 又 且 第 三 漸 末 乃 云 從 是 漸 
X16n0308_008:0256b08	修。隨所發行。安立聖位。故知善能成就。唯指第三	修 隨 所 發 行 安 立 聖 位 故 知 善 能 成 就 唯 指 第 三 
X16n0308_008:0256b09	漸次。若論由淺入深。通指亦可。五十五位。正脈謂	漸 次 若 論 由 淺 入 深 通 指 亦 可 五 十 五 位 正 脈 謂 
X16n0308_008:0256b10	前除乾慧。後除妙覺。信住行向地為五十。四加等	前 除 乾 慧 後 除 妙 覺 信 住 行 向 地 為 五 十 四 加 等 
X16n0308_008:0256b11	覺為五。故言五十五位。以經中明言真菩提路。乾	覺 為 五 故 言 五 十 五 位 以 經 中 明 言 真 菩 提 路 乾 
X16n0308_008:0256b12	慧非真。妙覺非路。故除之也。灌頂云。亦可信住行	慧 非 真 妙 覺 非 路 故 除 之 也 灌 頂 云 亦 可 信 住 行 
