X57n0975_001:0509a06	 隨緣集敘	 隨 緣 集 敘 
X57n0975_004:0533a01	益。所謂踢斛淋尖。斗斗過滿之法也。今言三平兩滿。	益 所 謂 踢 斛 淋 尖 斗 斗 過 滿 之 法 也 今 言 三 平 兩 滿 
X57n0975_004:0533a02	則五斗中。但取兩斗滿盈三斗平口。方是適中知足	則 五 斗 中 但 取 兩 斗 滿 盈 三 斗 平 口 方 是 適 中 知 足 
X57n0975_004:0533a03	之道。如念菴詩云。與其十事九如意。不若三平兩滿	之 道 如 念 菴 詩 云 與 其 十 事 九 如 意 不 若 三 平 兩 滿 
X57n0975_004:0533a04	休。葢以人道忌盈。鬼神惡盈。高明之家。鬼瞰其室。故	休 葢 以 人 道 忌 盈 鬼 神 惡 盈 高 明 之 家 鬼 瞰 其 室 故 
X57n0975_004:0533a05	凡功名富貴者。皆當自知止足。急流勇退。如三平兩	凡 功 名 富 貴 者 皆 當 自 知 止 足 急 流 勇 退 如 三 平 兩 
X57n0975_004:0533a06	滿。適可而止。不當十事九快貪祿妄求也。然檢念菴	滿 適 可 而 止 不 當 十 事 九 快 貪 祿 妄 求 也 然 檢 念 菴 
X57n0975_004:0533a07	集內。元無此詩。想後人託重念菴。而為之者耳。又張	集 內 元 無 此 詩 想 後 人 託 重 念 菴 而 為 之 者 耳 又 張 
X57n0975_004:0533a08	素臣珊瑚鈎詩話內。載劉仲原得二銅斛。於左馮翊。	素 臣 珊 瑚 鈎 詩 話 內 載 劉 仲 原 得 二 銅 斛 於 左 馮 翊 
X57n0975_004:0533a09	皆容十斗者。此偶然之物。非官倉收米常斛也。其十	皆 容 十 斗 者 此 偶 然 之 物 非 官 倉 收 米 常 斛 也 其 十 
X57n0975_004:0533a10	問。人言夫子斥魯非禮。及云婿之父母死。乃辭女令	問 人 言 夫 子 斥 魯 非 禮 及 云 婿 之 父 母 死 乃 辭 女 令 
X57n0975_004:0533a11	別嫁他人。有諸否乎。何所出也。答有之。一出禮記第	別 嫁 他 人 有 諸 否 乎 何 所 出 也 答 有 之 一 出 禮 記 第 
X57n0975_004:0533a12	三卷。禮運篇中云。魯用郊禘非禮也。一出禮記二卷	三 卷 禮 運 篇 中 云 魯 用 郊 禘 非 禮 也 一 出 禮 記 二 卷 
X57n0975_004:0533a13	曾子問篇內云。昏禮既定。吉期婿之父母死。乃辭女	曾 子 問 篇 內 云 昏 禮 既 定 吉 期 婿 之 父 母 死 乃 辭 女 
X57n0975_004:0533a14	令別嫁他人。恐誤女之吉期。此其所出也。然孔子生	令 別 嫁 他 人 恐 誤 女 之 吉 期 此 其 所 出 也 然 孔 子 生 
X57n0975_004:0533a15	於魯。居於魯。雖知非禮。必不如此明斥。況令女別嫁	於 魯 居 於 魯 雖 知 非 禮 必 不 如 此 明 斥 況 令 女 別 嫁 
X57n0975_004:0533a16	則婿家如何出諸口哉。正左氏所謂非君子之言有	則 婿 家 如 何 出 諸 口 哉 正 左 氏 所 謂 非 君 子 之 言 有 
X57n0975_004:0533a17	謂言之也。況此經既由門人記錄。於中不無紕繆。此	謂 言 之 也 況 此 經 既 由 門 人 記 錄 於 中 不 無 紕 繆 此 
X57n0975_004:0533a18	紕繆之尤甚者也。不可執此數語。便謂夫子有斥魯	紕 繆 之 尤 甚 者 也 不 可 執 此 數 語 便 謂 夫 子 有 斥 魯 
X57n0975_004:0533a19	之非可耳。其十一問。詩中夢眾維魚矣。何故實維豐	之 非 可 耳 其 十 一 問 詩 中 夢 眾 維 魚 矣 何 故 實 維 豐 
X57n0975_004:0533a20	年者。蓋春三月間。鯉魚生子於岸。不及出生。明年春	年 者 蓋 春 三 月 間 鯉 魚 生 子 於 岸 不 及 出 生 明 年 春 
X57n0975_004:0533a21	水復至此岸。則子皆遇濕而生。所謂魚子不經鹽漬。	水 復 至 此 岸 則 子 皆 遇 濕 而 生 所 謂 魚 子 不 經 鹽 漬 
X57n0975_004:0533a22	三年猶可復活。故魚多則雨水調均。豐年兆也。若次	三 年 猶 可 復 活 故 魚 多 則 雨 水 調 均 豐 年 兆 也 若 次 
X57n0975_004:0533a23	年之春。水少不能及岸。則魚子悉化生成蝗。子書所	年 之 春 水 少 不 能 及 岸 則 魚 子 悉 化 生 成 蝗 子 書 所 
X57n0975_004:0533a24	謂魚子化為蝗。是也。故魚少則蝗多。歲祲矣。雨水不	謂 魚 子 化 為 蝗 是 也 故 魚 少 則 蝗 多 歲 祲 矣 雨 水 不 
X57n0975_004:0533b01	調。年糓又焉得而豐哉。是以有國有家者。夢魚多即	調 年 糓 又 焉 得 而 豐 哉 是 以 有 國 有 家 者 夢 魚 多 即 
X57n0975_004:0533b02	豐稔兆也。出陸師農。埤雅推此。即知魚一類耳。乃具	豐 稔 兆 也 出 陸 師 農 埤 雅 推 此 即 知 魚 一 類 耳 乃 具 
X57n0975_004:0533b03	三生凡魚生子後。母魚不想其子。子即爛壞。子生由	三 生 凡 魚 生 子 後 母 魚 不 想 其 子 子 即 爛 壞 子 生 由 
X57n0975_004:0533b04	於母想。此想生也。化蝗化生也。逢水濕生也。引申類	於 母 想 此 想 生 也 化 蝗 化 生 也 逢 水 濕 生 也 引 申 類 
X57n0975_004:0533b05	長。天下之能事畢矣。其十二問。惡口車匿。梵王法治。	長 天 下 之 能 事 畢 矣 其 十 二 問 惡 口 車 匿 梵 王 法 治 
X57n0975_004:0533b06	此何說也。答此無說也。昔梵王甞以四十二字。教化	此 何 說 也 答 此 無 說 也 昔 梵 王 甞 以 四 十 二 字 教 化 
X57n0975_004:0533b07	天下。嗣後人多蔽惡。不受教化。梵王即收四十二字	天 下 嗣 後 人 多 蔽 惡 不 受 教 化 梵 王 即 收 四 十 二 字 
X57n0975_004:0533b08	入口。總不語言。佛臨涅槃。慶喜問。惡口車匿。何法治	入 口 總 不 語 言 佛 臨 涅 槃 慶 喜 問 惡 口 車 匿 何 法 治 
X57n0975_004:0533b09	之。佛意謂。惡口之人。多諸惡辯。若與言論。轉增惡見。	之 佛 意 謂 惡 口 之 人 多 諸 惡 辯 若 與 言 論 轉 增 惡 見 
X57n0975_004:0533b10	當如梵王。總不與言。默而擯之。足以治之矣。是為梵	當 如 梵 王 總 不 與 言 默 而 擯 之 足 以 治 之 矣 是 為 梵 
X57n0975_004:0533b11	王法治。即律中之默擯也。昔孔子三緘金人之口。而	王 法 治 即 律 中 之 默 擯 也 昔 孔 子 三 緘 金 人 之 口 而 
X57n0975_004:0533b12	銘之謂。之磨兜堅者。亦無說之意也。已上隨問擇答。	銘 之 謂 之 磨 兜 堅 者 亦 無 說 之 意 也 已 上 隨 問 擇 答 
X57n0975_004:0533b13	計十二條。皆經書中稍隱賾。義異者略為書出。倘能	計 十 二 條 皆 經 書 中 稍 隱 賾 義 異 者 略 為 書 出 倘 能 
X57n0975_004:0533b14	挹流尋源。即可博通儒釋矣。書倦且止。	挹 流 尋 源 即 可 博 通 儒 釋 矣 書 倦 且 止 
X57n0975_004:0533b15	復可中師	復 可 中 師 
X57n0975_004:0533b16	承諭云云。弟謂不然。覆講一道。雖從正座。語氣大貴。	承 諭 云 云 弟 謂 不 然 覆 講 一 道 雖 從 正 座 語 氣 大 貴 
X57n0975_004:0533b17	各出神襟。非但咫步繩趨。効鸚鵡學語。為得也。故每	各 出 神 襟 非 但 咫 步 繩 趨 効 鸚 鵡 學 語 為 得 也 故 每 
X57n0975_004:0533b18	輪次及弟。必稍出經意。翊贊師門。而眾口狺狺吠。弟	輪 次 及 弟 必 稍 出 經 意 翊 贊 師 門 而 眾 口 狺 狺 吠 弟 
X57n0975_004:0533b19	狂妄國狂。矣予焉得而不狂哉。無足恤也。至云當回	狂 妄 國 狂 矣 予 焉 得 而 不 狂 哉 無 足 恤 也 至 云 當 回 
X57n0975_004:0533b20	避頭首。職事稍損。辯才為明哲保身之誡。敢不拜嘉。	避 頭 首 職 事 稍 損 辯 才 為 明 哲 保 身 之 誡 敢 不 拜 嘉 
X57n0975_004:0533b21	但嘗及講時。意之所至。信口而出。如箭之在弦。不得	但 嘗 及 講 時 意 之 所 至 信 口 而 出 如 箭 之 在 弦 不 得 
X57n0975_004:0533b22	不發。不惟都忘尊諭。又犯頭首之忌。此溫庭筠多。讀	不 發 不 惟 都 忘 尊 諭 又 犯 頭 首 之 忌 此 溫 庭 筠 多 讀 
X57n0975_004:0533b23	南華第二篇。不免遭黜下第之同罪也。鮑照累句。參	南 華 第 二 篇 不 免 遭 黜 下 第 之 同 罪 也 鮑 照 累 句 參 
X57n0975_004:0533b24	軍垂首。竟不能學。柰何柰何。	軍 垂 首 竟 不 能 學 柰 何 柰 何 
X57n0975_004:0533c01	與龍媒護法	與 龍 媒 護 法 
X57n0975_004:0533c02	門下以不世出之才。宰煩劇之縣。而事皆迎刃異。日	門 下 以 不 世 出 之 才 宰 煩 劇 之 縣 而 事 皆 迎 刃 異 日 
X57n0975_004:0533c03	者地以人滋重矣。有人自維揚來。即問新江都治態。	者 地 以 人 滋 重 矣 有 人 自 維 揚 來 即 問 新 江 都 治 態 
X57n0975_004:0533c04	莫不岐舌。交口以頌駱清天廉能政績。夫讀書數十	莫 不 岐 舌 交 口 以 頌 駱 清 天 廉 能 政 績 夫 讀 書 數 十 
X57n0975_004:0533c05	年。而用在今日。如此錚錚卓卓。真足與聖賢心事。頡	年 而 用 在 今 日 如 此 錚 錚 卓 卓 真 足 與 聖 賢 心 事 頡 
X57n0975_004:0533c06	頑照映矣。百練剛而為柔指繞者。謂夫易始而難終	頑 照 映 矣 百 練 剛 而 為 柔 指 繞 者 謂 夫 易 始 而 難 終 
X57n0975_004:0533c07	也。能不以他日窮窶為念。則盛德大業。自然炳耀千	也 能 不 以 他 日 窮 窶 為 念 則 盛 德 大 業 自 然 炳 耀 千 
X57n0975_004:0533c08	古矣。眼鏡寄上。亦知比來有十倍佳於此者矣。第不	古 矣 眼 鏡 寄 上 亦 知 比 來 有 十 倍 佳 於 此 者 矣 第 不 
X57n0975_004:0533c09	敢侵疇昔然諾。聊以塞責餘無所云。	敢 侵 疇 昔 然 諾 聊 以 塞 責 餘 無 所 云 
X57n0975_004:0533c10	與沈輝東	與 沈 輝 東 
X57n0975_004:0533c11	秋窓牢落。每憶此君。清蔭分來。惄如頓解。但圃久就	秋 窓 牢 落 每 憶 此 君 清 蔭 分 來 惄 如 頓 解 但 圃 久 就 
X57n0975_004:0533c12	荒。尚多餘地。更欲請益。成林竟忘。一之為甚矣。想藥	荒 尚 多 餘 地 更 欲 請 益 成 林 竟 忘 一 之 為 甚 矣 想 藥 
X57n0975_004:0533c13	欄中。列前後左右。無非君子不靳。再遣數名。慰我相	欄 中 列 前 後 左 右 無 非 君 子 不 靳 再 遣 數 名 慰 我 相 
X57n0975_004:0533c14	思。他日猗猗滿徑。仍可遣歸杏林奉侍孝子也。	思 他 日 猗 猗 滿 徑 仍 可 遣 歸 杏 林 奉 侍 孝 子 也 
X57n0975_004:0533c15	與戚朗園護法	與 戚 朗 園 護 法 
X57n0975_004:0533c16	門下美才天授。年少登庸。此於天地間。無少缺陷事。	門 下 美 才 天 授 年 少 登 庸 此 於 天 地 間 無 少 缺 陷 事 
X57n0975_004:0533c17	獨庭虗謝玉掌失韋珠。為不豫耳。今幸舉子。氣便食	獨 庭 虗 謝 玉 掌 失 韋 珠 為 不 豫 耳 今 幸 舉 子 氣 便 食 
X57n0975_004:0533c18	牛。萬事足矣。睟期伊邇。提戈奪印。時大宜戒殺放生。	牛 萬 事 足 矣 睟 期 伊 邇 提 戈 奪 印 時 大 宜 戒 殺 放 生 
X57n0975_004:0533c19	以廣生生之道。法名馳上。聊當五色絲繫。郎君臂助	以 廣 生 生 之 道 法 名 馳 上 聊 當 五 色 絲 繫 郎 君 臂 助 
X57n0975_004:0533c20	間。且祝步武天衢也。不一。	間 且 祝 步 武 天 衢 也 不 一 
X57n0975_004:0533c21	又	又 
X57n0975_004:0533c22	賁臨遽別。不勝歉恧。知留亦無以永客歡也。稽康入	賁 臨 遽 別 不 勝 歉 恧 知 留 亦 無 以 永 客 歡 也 稽 康 入 
X57n0975_004:0533c23	座左右生光門下。惠然可與匹休千古矣。比遇諸同	座 左 右 生 光 門 下 惠 然 可 與 匹 休 千 古 矣 比 遇 諸 同 
X57n0975_004:0533c24	人。皆承惠愛。慇慇知門下為我先容。或為緩頰福田	人 皆 承 惠 愛 慇 慇 知 門 下 為 我 先 容 或 為 緩 頰 福 田 
X57n0975_004:0534a01	利益間也。謝謝榮授。既定中元後。祈嗣懺集。訂朔日	利 益 間 也 謝 謝 榮 授 既 定 中 元 後 祈 嗣 懺 集 訂 朔 日 
X57n0975_004:0534a02	宜矣。領知年復。	宜 矣 領 知 年 復 
X57n0975_004:0534a03	復曹石閭護法	復 曹 石 閭 護 法 
X57n0975_004:0534a04	西郊別業。在不肖原屬無可無不可者耳。過承門下。	西 郊 別 業 在 不 肖 原 屬 無 可 無 不 可 者 耳 過 承 門 下 
X57n0975_004:0534a05	與諸公鼎力贊成。且爾應允。今已復渠自住。即沛老	與 諸 公 鼎 力 贊 成 且 爾 應 允 今 已 復 渠 自 住 即 沛 老 
X57n0975_004:0534a06	數金。亦已酬彼口頰之勞矣。身外物耳。不足言也。但	數 金 亦 已 酬 彼 口 頰 之 勞 矣 身 外 物 耳 不 足 言 也 但 
X57n0975_004:0534a07	際此可笑人境。令人益千峯萬峯之想耳。	際 此 可 笑 人 境 令 人 益 千 峯 萬 峯 之 想 耳 
X57n0975_004:0534a08	又	又 
X57n0975_004:0534a09	憶去歲中秋。弟於府中。商酌尊那懺法竟。則海上翱	憶 去 歲 中 秋 弟 於 府 中 商 酌 尊 那 懺 法 竟 則 海 上 翱 
X57n0975_004:0534a10	翔而歸。一大快也。今歲中秋。駕來荒院。修禮懺法。三	翔 而 歸 一 大 快 也 今 歲 中 秋 駕 來 荒 院 修 禮 懺 法 三 
X57n0975_004:0534a11	日清心。兩夜話月。亦一大快也。即奉和八日拙詩明	日 清 心 兩 夜 話 月 亦 一 大 快 也 即 奉 和 八 日 拙 詩 明 
X57n0975_004:0534a12	日黃花蕊正肥之句。不意又為門下燃黎佳讖。謂之	日 黃 花 蕊 正 肥 之 句 不 意 又 為 門 下 燃 黎 佳 讖 謂 之 
X57n0975_004:0534a13	不快。得乎承招河魚之疾未瘳。而四肢輒復。不佳勿	不 快 得 乎 承 招 河 魚 之 疾 未 瘳 而 四 肢 輒 復 不 佳 勿 
X57n0975_004:0534a14	克奔命。因知快事不可多得。非敢援政黃牛國土筵	克 奔 命 因 知 快 事 不 可 多 得 非 敢 援 政 黃 牛 國 土 筵 
X57n0975_004:0534a15	中甚不宜之語自高也。宥之。	中 甚 不 宜 之 語 自 高 也 宥 之 
X57n0975_004:0534a16	又	又 
X57n0975_004:0534a17	小品之說。從密邇眾信之請也。門下白香山蘇端明	小 品 之 說 從 密 邇 眾 信 之 請 也 門 下 白 香 山 蘇 端 明 
X57n0975_004:0534a18	儕輩。故以一柬相招。毋靳朱履破苔痕。且屈惠文為	儕 輩 故 以 一 柬 相 招 毋 靳 朱 履 破 苔 痕 且 屈 惠 文 為 
X57n0975_004:0534a19	操杵將軍耳。張陸諸公拉之偕來。天龍八部不可少	操 杵 將 軍 耳 張 陸 諸 公 拉 之 偕 來 天 龍 八 部 不 可 少 
X57n0975_004:0534a20	也。一噱。	也 一 噱 
X57n0975_004:0534a21	與汪天真	與 汪 天 真 
X57n0975_004:0534a22	余自落[髟/采]以來。滿意十畝之間。衡門泌樂。了此生矣。	余 自 落 [髟采] 以 來 滿 意 十 畝 之 間 衡 門 泌 樂 了 此 生 矣 
X57n0975_004:0534a23	不意。天溪道中。荳麥糜爛。家老人門下學子歸投。嗸	不 意 天 溪 道 中 荳 麥 糜 爛 家 老 人 門 下 學 子 歸 投 嗸 
X57n0975_004:0534a24	嗸待哺。余為飢驅出門。此項又不得不為眾人屈矣。	嗸 待 哺 余 為 飢 驅 出 門 此 項 又 不 得 不 為 眾 人 屈 矣 
X57n0975_004:0534b01	足下向有此志。當不靳傾筐輸。我論其數。要如韓信	足 下 向 有 此 志 當 不 靳 傾 筐 輸 我 論 其 數 要 如 韓 信 
X57n0975_004:0534b02	將兵。問其予願。如枚皐作文。	將 兵 問 其 予 願 如 枚 皐 作 文 
X57n0975_004:0534b03	又	又 
X57n0975_004:0534b04	損米多斛。殊覺有待之為煩。菓餌見詒。復愧口腹之	損 米 多 斛 殊 覺 有 待 之 為 煩 菓 餌 見 詒 復 愧 口 腹 之 
X57n0975_004:0534b05	微累故人也。謝謝。承諭作書。通某某寄去。久無報章。	微 累 故 人 也 謝 謝 承 諭 作 書 通 某 某 寄 去 久 無 報 章 
X57n0975_004:0534b06	亦無用報章也。昔王修齡飢。向謝仁祖乞食。不從陶	亦 無 用 報 章 也 昔 王 修 齡 飢 向 謝 仁 祖 乞 食 不 從 陶 
X57n0975_004:0534b07	胡奴索米者。葢以小丈夫不必勉與作緣耳。天真知	胡 奴 索 米 者 葢 以 小 丈 夫 不 必 勉 與 作 緣 耳 天 真 知 
X57n0975_004:0534b08	我。當不罪我氣傲也。	我 當 不 罪 我 氣 傲 也 
X57n0975_004:0534b09	與門人	與 門 人 
X57n0975_004:0534b10	馮巨區與達觀大師書云。俗人愛錢。甚於骨髓。檀信	馮 巨 區 與 達 觀 大 師 書 云 俗 人 愛 錢 甚 於 骨 髓 檀 信 
X57n0975_004:0534b11	善根。大須將護。緣簿不可輕發。化主不可輕遣。予住	善 根 大 須 將 護 緣 簿 不 可 輕 發 化 主 不 可 輕 遣 予 住 
X57n0975_004:0534b12	院以來。拳拳奉教。故雖兩處興建。斷不出一梆一板。	院 以 來 拳 拳 奉 教 故 雖 兩 處 興 建 斷 不 出 一 梆 一 板 
X57n0975_004:0534b13	取憎世人。汝輩繼席守成。決不可起意外希須之念。	取 憎 世 人 汝 輩 繼 席 守 成 決 不 可 起 意 外 希 須 之 念 
X57n0975_004:0534b14	葢比丘閉戶修行。自有天龍呵護。即天龍恭敬。不以	葢 比 丘 閉 戶 修 行 自 有 天 龍 呵 護 即 天 龍 恭 敬 不 以 
X57n0975_004:0534b15	為喜。何必僕僕闤闠。玷辱法門耶。	為 喜 何 必 僕 僕 闤 闠 玷 辱 法 門 耶 
X57n0975_004:0534b16	又	又 
X57n0975_004:0534b17	若輩守成院子立身行事。皆貴乎正。行事苟正不惟	若 輩 守 成 院 子 立 身 行 事 皆 貴 乎 正 行 事 苟 正 不 惟 
X57n0975_004:0534b18	無恭於佛□。抑且不忤於常人。余屢更菴院。至則同	無 恭 於 佛 抑 且 不 忤 於 常 人 余 屢 更 菴 院 至 則 同 
X57n0975_004:0534b19	袍必側目交憎。如馮巨區。所謂鄉學究乍遇衣冠偉	袍 必 側 目 交 憎 如 馮 巨 區 所 謂 鄉 學 究 乍 遇 衣 冠 偉 
X57n0975_004:0534b20	人。輒生驚懼。不暇與之施揖讓。通姓氏而避之。惟恐	人 輒 生 驚 懼 不 暇 與 之 施 揖 讓 通 姓 氏 而 避 之 惟 恐 
X57n0975_004:0534b21	不遠絕之。惟恐不深意。謂其必奪吾子弟而去也。吾	不 遠 絕 之 惟 恐 不 深 意 謂 其 必 奪 吾 子 弟 而 去 也 吾 
X57n0975_004:0534b22	子弟或俱舍吾就彼也。及住之年日。則送禮慶喜。吾	子 弟 或 俱 舍 吾 就 彼 也 及 住 之 年 日 則 送 禮 慶 喜 吾 
X57n0975_004:0534b23	不閑也。盤盒扳援。吾不能也。歲時貢獻。吾不行也。然	不 閑 也 盤 盒 扳 援 吾 不 能 也 歲 時 貢 獻 吾 不 行 也 然 
X57n0975_004:0534b24	亦有一二本色道友。稍稍慰藉。不致餓死。而有為善	亦 有 一 二 本 色 道 友 稍 稍 慰 藉 不 致 餓 死 而 有 為 善 
X57n0975_004:0534c01	舉。亦往往以成善舉。雖成而眾人交結之檀信猶在	舉 亦 往 往 以 成 善 舉 雖 成 而 眾 人 交 結 之 檀 信 猶 在 
X57n0975_004:0534c02	也。然後知吾不與雞騖爭食者。故比比相容。而不肆	也 然 後 知 吾 不 與 雞 騖 爭 食 者 故 比 比 相 容 而 不 肆 
