X13n0284_001:0196a06	 重刻	 重 刻 
X13n0284_002:0216a11	可歎也然藏性威力不可思議如來教法不可思	可 歎 也 然 藏 性 威 力 不可思議 如 來 教 法 不 可 思 
X13n0284_002:0216a12	議密呪功能不可思議庶幾見聞隨喜聊種遠因	議 密 呪 功 能 不可思議 庶 幾 見 聞 隨 喜 聊 種 遠 因 
X13n0284_002:0216a13	云耳明徧為諸行體竟。	云 耳 明 徧 為 諸 行 體 竟 
X13n0284_002:0216a14	十明徧為一切法體者既如來藏性清淨本然不	十 明 徧 為 一 切 法 體 者 既 如 來 藏 性 清 淨 本 然 不 
X13n0284_002:0216a15	變隨緣隨緣不變則一切世出世法何非全體如	變 隨 緣 隨 緣 不 變 則 一 切 世 出 世 法 何 非 全 體 如 
X13n0284_002:0216a16	來藏性經云如水成氷喻佛界即九界也又云氷	來 藏 性 經 云 如 水 成 氷 喻 佛 界 即 九 界 也 又 云 氷 
X13n0284_002:0216a17	還成水喻九界即佛界也氷水雖異性何殊十界	還 成 水 喻 九 界 即 佛 界 也 氷 水 雖 異 性 何 殊 十 界 
X13n0284_002:0216a18	雖分藏性奚別經云譬如虗空體非羣相而不拒	雖 分 藏 性 奚 別 經 云 譬 如 虗 空 體 非 羣 相 而 不 拒 
X13n0284_002:0216a19	彼諸相發揮今謂諸相決定不從虗空外來空無	彼 諸 相 發 揮 今 謂 諸 相 決 定 不 從 虗 空 外 來 空 無 
X13n0284_002:0216a20	外故則知諸相即是虗空虗空即是諸相既虗空	外 故 則 知 諸 相 即 是 虗 空 虗 空 即 是 諸 相 既 虗 空 
X13n0284_002:0216a21	體非羣相則諸相亦體非羣相矣既虗空不拒諸	體 非 羣 相 則 諸 相 亦 體 非 羣 相 矣 既 虗 空 不 拒 諸 
X13n0284_002:0216a22	相發揮則諸相亦不拒諸相發揮矣虗空喻藏性	相 發 揮 則 諸 相 亦 不 拒 諸 相 發 揮 矣 虗 空 喻 藏 性 
X13n0284_002:0216a23	諸相喻七大等即當以法合云藏性體非七大即	諸 相 喻 七 大 等 即 當 以 法 合 云 藏 性 體 非 七 大 即 
X13n0284_002:0216a24	七大亦體非七大矣藏性不拒七大發揮即七大	七 大 亦 體 非 七 大 矣 藏 性 不 拒 七 大 發 揮 即 七 大 
X13n0284_002:0216b01	亦不拒七大發揮矣是故藏性即十界七大也十	亦 不 拒 七 大 發 揮 矣 是 故 藏 性 即 十 界 七 大 也 十 
X13n0284_002:0216b02	界七大即藏性也是故精研七趣詳辨五魔皆是	界 七 大 即 藏 性 也 是 故 精 研 七 趣 詳 辨 五 魔 皆 是 
X13n0284_002:0216b03	如來藏性循業發現隨緣之用皆即如來藏性清	如 來 藏 性 循 業 發 現 隨 緣 之 用 皆 即 如 來 藏 性 清 
X13n0284_002:0216b04	淨本然不變之體設無如來藏性則無世出世間	淨 本 然 不 變 之 體 設 無 如 來 藏 性 則 無 世出世間 
X13n0284_002:0216b05	一切諸法設有微塵許法當知即是如來藏性全	一切諸法 設 有 微 塵 許 法 當 知 即 是 如 來 藏 性 全 
X13n0284_002:0216b06	體大用經云乃至大地草木蝡動含靈本元真如	體 大 用 經 云 乃 至 大 地 草 木 蝡 動 含 靈 本 元 真 如 
X13n0284_002:0216b07	即是如來成佛真體普賢觀云毗盧遮那徧一切	即 是 如 來 成 佛 真 體 普 賢 觀 云 毗 盧 遮 那 徧 一 切 
X13n0284_002:0216b08	處此之謂也二顯體竟。	處 此 之 謂 也 二 顯 體 竟 
X13n0284_002:0216b09	第三明宗宗者修行之綱領顯體之要樞釋此為	第 三 明 宗 宗 者 修 行 之 綱 領 顯 體 之 要 樞 釋 此 為 
X13n0284_002:0216b10	四一簡宗體二正明宗三諸教同異四結成因果。	四 一 簡 宗 體 二 正 明 宗 三 諸 教 同 異 四 結 成 因 果 
X13n0284_002:0216b11	一簡宗體者妙玄云有人言宗即是體體即是	一 簡 宗 體 者 妙 玄 云 有 人 言 宗 即 是 體 體 即 是 
X13n0284_002:0216b12	宗今所不用何者宗致既是因果因果即二體非	宗 今 所 不 用 何 者 宗 致 既 是 因 果 因 果 即 二 體 非 
X13n0284_002:0216b13	因非果體即不二體若是二體即非體體若不二	因 非 果 體 即 不 二 體 若 是 二 體 即 非 體 體 若 不 二 
X13n0284_002:0216b14	體即非宗宗若不二宗即非宗宗若是二宗即非	體 即 非 宗 宗 若 不 二 宗 即 非 宗 宗 若 是 二 宗 即 非 
X13n0284_002:0216b15	體云何而言體即是宗宗即是體如梁柱是屋之	體 云 何 而 言 體 即 是 宗 宗 即 是 體 如 梁 柱 是 屋 之 
X13n0284_002:0216b16	綱維屋空是梁柱所取不應以梁柱是屋空屋空	綱 維 屋 空 是 梁 柱 所 取 不 應 以 梁 柱 是 屋 空 屋 空 
X13n0284_002:0216b17	是梁柱宗體若一其過如是又宗體異者則二法	是 梁 柱 宗 體 若 一 其 過 如 是 又 宗 體 異 者 則 二 法 
X13n0284_002:0216b18	孤調宗非顯體之宗宗則邪倒無印體非宗家之	孤 調 宗 非 顯 體 之 宗 宗 則 邪 倒 無 印 體 非 宗 家 之 
X13n0284_002:0216b19	體則體狹不周離法性外別有因果宗體若異其	體 則 體 狹 不 周 離 法 性 外 別 有 因 果 宗 體 若 異 其 
X13n0284_002:0216b20	過如是今言不異約非因非果而論因果故有宗	過 如 是 今 言 不 異 約 非 因 非 果 而 論 因 果 故 有 宗 
X13n0284_002:0216b21	體之別耳。二正明宗者有云圓通妙定為宗有	體 之 別 耳 二 正 明 宗 者 有 云 圓 通 妙 定 為 宗 有 
X13n0284_002:0216b22	云楞嚴妙定為宗一則別指耳門通該諸聖一則	云 楞 嚴 妙 定 為 宗 一 則 別 指 耳 門 通 該 諸 聖 一 則 
X13n0284_002:0216b23	泛指三止總成一名雖復理皆可通而實文無的	泛 指 三 止 總 成 一 名 雖 復 理 皆 可 通 而 實 文 無 的 
X13n0284_002:0216b24	又雖復通因徹果而因果之義未彰今所不用復	又 雖 復 通 因 徹 果 而 因 果 之 義 未 彰 今 所 不 用 復 
X13n0284_002:0216c01	有以佛之知見為宗者若指知見本體即是體非	有 以 佛 之 知 見 為 宗 者 若 指 知 見 本 體 即 是 體 非 
X13n0284_002:0216c02	宗若取能知見用既係之以佛復無開示等文則	宗 若 取 能 知 見 用 既 係 之 以 佛 復 無 開 示 等 文 則 
X13n0284_002:0216c03	與眾生何與縱令佛通六即不隔眾生將何以顯	與 眾 生 何 與 縱 令 佛 通 六 即 不 隔 眾 生 將 何 以 顯 
X13n0284_002:0216c04	從因至果一期修證要途又彼雖引經中三處明	從 因 至 果 一 期 修 證 要 途 又 彼 雖 引 經 中 三 處 明 
X13n0284_002:0216c05	言入佛知見然既云入佛知見則佛知見的屬於	言 入 佛 知 見 然 既 云 入 佛 知 見 則 佛 知 見 的 屬 於 
X13n0284_002:0216c06	體入之一字方為宗致而所以入之之要何不拈	體 入 之 一 字 方 為 宗 致 而 所 以 入 之 之 要 何 不 拈 
X13n0284_002:0216c07	出今亦不用今據第一決定義云應當審觀因地	出 今 亦 不 用 今 據 第 一 決 定 義 云 應 當 審 觀 因 地 
X13n0284_002:0216c08	發心與果地覺為同為異若於因地以生滅心為	發 心 與 果 地 覺 為 同 為 異 若 於 因 地 以 生 滅 心 為 
X13n0284_002:0216c09	本修因而求佛乘不生不滅無有是處又云依不	本 修 因 而 求 佛 乘 不生不滅 無 有 是 處 又 云 依 不 
X13n0284_002:0216c10	生滅圓湛性成以湛旋其虗妄滅生復還元覺得	生 滅 圓 湛 性 成 以 湛 旋 其 虗 妄 滅 生 復 還 元 覺 得 
X13n0284_002:0216c11	元明覺無生滅性為因地心然後圓成果地修證	元 明 覺 無 生 滅 性 為 因 地 心 然 後 圓 成 果 地 修 證 
X13n0284_002:0216c12	此則明文彰灼豈有異途的的當取不生不滅因	此 則 明 文 彰 灼 豈 有 異 途 的 的 當 取 不生不滅 因 
X13n0284_002:0216c13	果為宗又經初即云一切眾生生死相續皆由不	果 為 宗 又 經 初 即 云 一 切 眾 生 生 死 相 續 皆 由 不 
X13n0284_002:0216c14	知常住真心性淨明體用諸妄想此想不真故有	知 常 住 真 心 性 淨 明 體 用 諸 妄 想 此 想 不 真 故 有 
X13n0284_002:0216c15	輪轉第二卷云若能遠離諸和合緣及不和合則	輪 轉 第 二 卷 云 若 能 遠 離 諸 和 合 緣 及 不 和 合 則 
X13n0284_002:0216c16	復滅除諸生死因圓滿菩提不生滅性第四卷云	復 滅 除 諸 生 死 因 圓 滿 菩 提 不 生 滅 性 第 四 卷 云 
X13n0284_002:0216c17	若棄生滅守於真常常光現前乃至云何不成無	若 棄 生 滅 守 於 真 常 常 光 現 前 乃 至 云 何 不 成 無 
X13n0284_002:0216c18	上知覺第七卷云顛倒不生斯則如來真三摩地	上 知 覺 第 七 卷 云 顛 倒 不 生 斯 則 如 來 真 三 摩 地 
X13n0284_002:0216c19	如此明文不一而足皆顯示經宗之誠證也葢因	如 此 明 文 不 一 而 足 皆 顯 示 經 宗 之 誠 證 也 葢 因 
X13n0284_002:0216c20	若生滅則不能該於果海果若生滅則不能徹於	若 生 滅 則 不 能 該 於 果 海 果 若 生 滅 則 不 能 徹 於 
X13n0284_002:0216c21	因源今以二決定義為初心方便令其去濁以就	因 源 今 以 二 決 定 義 為 初 心 方 便 令 其 去 濁 以 就 
X13n0284_002:0216c22	清從心以解結方為修證了義方得畢竟堅固又	清 從 心 以 解 結 方 為 修 證 了 義 方 得 畢 竟 堅 固 又 
X13n0284_002:0216c23	耳根圓通即是不生不滅因果謂此眾生現前聞	耳 根 圓 通 即 是 不生不滅 因 果 謂 此 眾 生 現 前 聞 
X13n0284_002:0216c24	性本圓本通本常名為不生滅因依此修證便成	性 本 圓 本 通 本 常 名 為 不 生 滅 因 依 此 修 證 便 成 
X13n0284_002:0217a01	不生滅果若別就時機則獨有耳門稱勝若通論	不 生 滅 果 若 別 就 時 機 則 獨 有 耳 門 稱 勝 若 通 論 
X13n0284_002:0217a02	至理則二十五門並同但取別則似遺通取通則	至 理 則 二 十 五 門 並 同 但 取 別 則 似 遺 通 取 通 則 
X13n0284_002:0217a03	必該別今云不生不滅因果任運攝得圓通妙定	必 該 別 今 云 不生不滅 因 果 任 運 攝 得 圓 通 妙 定 
X13n0284_002:0217a04	矣又首楞嚴定即是一心圓妙止觀稱性之修故	矣 又 首 楞 嚴 定 即 是 一 心 圓 妙 止 觀 稱 性 之 修 故 
X13n0284_002:0217a05	阿難首請十方如來得成菩提妙奢摩他三摩禪	阿 難 首 請 十 方 如 來 得 成 菩 提 妙 奢 摩 他 三 摩 禪 
X13n0284_002:0217a06	那最初方便佛即首告之曰有三摩提名大佛頂	那 最 初 方 便 佛 即 首 告 之 曰 有 三 摩 提 名 大 佛 頂 
X13n0284_002:0217a07	首楞嚴王具足萬行十方如來一門超出妙莊嚴	首 楞 嚴 王 具 足 萬 行 十 方 如 來 一 門 超 出 妙 莊 嚴 
X13n0284_002:0217a08	路夫明首楞嚴王三昧而必先冠之以大佛頂者	路 夫 明 首 楞 嚴 王 三 昧 而 必 先 冠 之 以 大 佛 頂 者 
X13n0284_002:0217a09	正顯全依性德而修止觀方稱三昧中王惟其性	正 顯 全 依 性 德 而 修 止 觀 方 稱 三 昧 中 王 惟 其 性 
X13n0284_002:0217a10	中無法不具故稱性所起妙修亦無法不具又萬	中 無 法 不 具 故 稱 性 所 起 妙 修 亦 無 法 不 具 又 萬 
X13n0284_002:0217a11	行既皆性具則萬行一一皆王三昧一行一切行	行 既 皆 性 具 則 萬 行 一 一 皆 王 三 昧 一 行 一 切 行 
X13n0284_002:0217a12	一切行一行一門一切門一切門一門故名一門	一 切 行 一 行 一 門 一 切 門 一 切 門 一 門 故 名 一 門 
X13n0284_002:0217a13	超出妙莊嚴路也所以必須先悟大佛頂不生滅	超 出 妙 莊 嚴 路 也 所 以 必 須 先 悟 大 佛 頂 不 生 滅 
X13n0284_002:0217a14	性以為修因則正行助行事儀理觀若顯若密一	性 以 為 修 因 則 正 行 助 行 事 儀 理 觀 若 顯 若 密 一 
X13n0284_002:0217a15	一皆不生滅若未悟妙體那成妙修今以不生不	一 皆 不 生 滅 若 未 悟 妙 體 那 成 妙 修 今 以 不 生 不 
X13n0284_002:0217a16	滅因果為宗又任運攝得楞嚴妙定矣。三諸教	滅 因 果 為 宗 又 任 運 攝 得 楞 嚴 妙 定 矣 三 諸 教 
X13n0284_002:0217a17	同異者藏教依生滅四諦修析空觀成灰斷果則	同 異 者 藏 教 依 生 滅 四 諦 修 析 空 觀 成 灰 斷 果 則 
X13n0284_002:0217a18	因果皆屬生滅通教依無生四諦修體空觀成偏	因 果 皆 屬 生 滅 通 教 依 無 生 四 諦 修 體 空 觀 成 偏 
X13n0284_002:0217a19	真果則因果雖皆無生亦非不生不滅別教依無	真 果 則 因 果 雖 皆 無 生 亦 非 不生不滅 別 教 依 無 
X13n0284_002:0217a20	量四諦修次第三觀成報身果則因帶生滅果方	量 四 諦 修 次 第 三 觀 成 報 身 果 則 因 帶 生 滅 果 方 
X13n0284_002:0217a21	分證不生不滅若以教道奪之涅槃為了因所了	分 證 不生不滅 若 以 教 道 奪 之 涅 槃 為 了 因 所 了 
X13n0284_002:0217a22	可云不生不滅菩提為生因所生便非不生滅性	可 云 不生不滅 菩 提 為 生 因 所 生 便 非 不 生 滅 性 
X13n0284_002:0217a23	則果中猶是半生半不生耳圓教初心悟此不生	則 果 中 猶 是 半 生 半 不 生 耳 圓 教 初 心 悟 此 不 生 
X13n0284_002:0217a24	不滅之理即名字不生不滅以湛旋其虗妄滅生	不 滅 之 理 即 名 字 不生不滅 以 湛 旋 其 虗 妄 滅 生 
X13n0284_002:0217b01	復還元覺即觀行及相似不生不滅得元明覺無	復 還 元 覺 即 觀 行 及 相 似 不生不滅 得 元 明 覺 無 
X13n0284_002:0217b02	生滅性為因地心即分證不生不滅圓成果地修	生 滅 性 為 因 地 心 即 分 證 不生不滅 圓 成 果 地 修 
X13n0284_002:0217b03	證即究竟不生不滅今經正是圓教妙宗也。四	證 即 究 竟 不生不滅 今 經 正 是 圓 教 妙 宗 也 四 
X13n0284_002:0217b04	結成因果者有局有通局者初發心住以真方便	結 成 因 果 者 有 局 有 通 局 者 初 發 心 住 以 真 方 便 
X13n0284_002:0217b05	發此十心心精發暉十用涉入圓成一心名之為	發 此 十 心 心 精 發 暉 十 用 涉 入 圓 成 一 心 名 之 為 
X13n0284_002:0217b06	因重重單複十二方盡妙覺成無上道名之為果	因 重 重 單 複 十 二 方 盡 妙 覺 成 無 上 道 名 之 為 果 
X13n0284_002:0217b07	從二住乃至等覺中間諸位名為亦因亦因因亦	從 二 住 乃 至 等 覺 中 間 諸 位 名 為 亦 因 亦 因 因 亦 
X13n0284_002:0217b08	果亦果果位位用無礙道伏一分無明名之為因	果 亦 果 果 位 位 用 無 礙 道 伏 一 分 無 明 名 之 為 因 
X13n0284_002:0217b09	用解脫道斷一分無明名之為果約此解脫復修	用 解 脫 道 斷 一 分 無 明 名 之 為 果 約 此 解 脫 復 修 
X13n0284_002:0217b10	無礙故云因因從此無礙復得解脫故言果果又	無 礙 故 云 因 因 從 此 無 礙 復 得 解 脫 故 言 果 果 又 
X13n0284_002:0217b11	十住為因十行為果十行為因十向為果十向加	十 住 為 因 十 行 為 果 十 行 為 因 十 向 為 果 十 向 加 
X13n0284_002:0217b12	行為因十地為果十地為因等覺為果等覺為因	行 為 因 十 地 為 果 十 地 為 因 等 覺 為 果 等 覺 為 因 
X13n0284_002:0217b13	妙覺為果妙覺惟果惟解脫不得名因名無礙初	妙 覺 為 果 妙 覺 惟 果 惟 解 脫 不 得 名 因 名 無 礙 初 
X13n0284_002:0217b14	住惟因性無礙不得名果名解脫何以故初住見	住 惟 因 性 無 礙 不 得 名 果 名 解 脫 何 以 故 初 住 見 
X13n0284_002:0217b15	真以真為因住前相似非是真因故不取也通者	真 以 真 為 因 住 前 相 似 非 是 真 因 故 不 取 也 通 者 
X13n0284_002:0217b16	正取性德以為初因經云譬如人靜居十方俱擊	正 取 性 德 以 為 初 因 經 云 譬 如 人 靜 居 十 方 俱 擊 
X13n0284_002:0217b17	鼓十處一時聞此則圓真實隔垣聽音響遐邇俱	鼓 十 處 一 時 聞 此 則 圓 真 實 隔 垣 聽 音 響 遐 邇 俱 
X13n0284_002:0217b18	可聞是則通真實聲無既無滅聲有亦非生生滅	可 聞 是 則 通 真 實 聲 無 既 無 滅 聲 有 亦 非 生 生 滅 
X13n0284_002:0217b19	二圓離是則常真實皆就吾人現前聞性本自如	二 圓 離 是 則 常 真 實 皆 就 吾 人 現 前 聞 性 本 自 如 
X13n0284_002:0217b20	此此即不生不滅真因又通者聞性既爾見性亦	此 此 即 不生不滅 真 因 又 通 者 聞 性 既 爾 見 性 亦 
X13n0284_002:0217b21	然盲人睹暗觀河不遷築牆非斷穿竇無續入室	然 盲 人 睹 暗 觀 河 不 遷 築 牆 非 斷 穿 竇 無 續 入 室 
X13n0284_002:0217b22	非縮觀日非舒又通者見聞既爾六用並同根性	非 縮 觀 日 非 舒 又 通 者 見 聞 既 爾 六 用 並 同 根 性 
X13n0284_002:0217b23	既爾塵識亦然故曰陰入處界本如來藏性無生	既 爾 塵 識 亦 然 故 曰 陰 入 處 界 本 如 來 藏 性 無 生 
X13n0284_002:0217b24	滅又曰十方如來於十八界一一修行皆得圓滿	滅 又 曰 十 方 如 來 於 十 八 界 一 一 修 行 皆 得 圓 滿 
X13n0284_002:0217c01	無上菩提於其中間亦無優劣又曰彼等修行實	無上菩提 於其中間 亦 無 優 劣 又 曰 彼 等 修 行 實 
X13n0284_002:0217c02	無優劣又曰聖性無不通順逆皆方便也略明宗	無 優 劣 又 曰 聖 性 無 不 通 順 逆 皆 方 便 也 略 明 宗 
X13n0284_002:0217c03	竟。	竟 
X13n0284_002:0217c04	第四辨用用者力用也即如來之妙能此經之功	第 四 辨 用 用 者 力 用 也 即 如 來 之 妙 能 此 經 之 功 
X13n0284_002:0217c05	德滅惡名力生善名用滅惡名功生善名德此皆	德 滅 惡 名 力 生 善 名 用 滅 惡 名 功 生 善 名 德 此 皆 
X13n0284_002:0217c06	偏舉具論必備復為三意一簡宗用二出舊解三	偏 舉 具 論 必 備 復 為 三 意 一 簡 宗 用 二 出 舊 解 三 
X13n0284_002:0217c07	正明用。一簡宗用者妙玄云宗亦有用用亦有	正 明 用 一 簡 宗 用 者 妙 玄 云 宗 亦 有 用 用 亦 有 
