X67n1304_001:0322c06	 虗堂錄序	 虗 堂 錄 序 
X67n1304_005:0361c13	迷真執妄認奴作郎。甘受輪回虗生浪死。所以荷玉	迷 真 執 妄 認 奴 作 郎 甘 受 輪 回 虗 生 浪 死 所 以 荷 玉 
X67n1304_005:0361c14	按牛頭喫草。嗔不知恩故云不禮拜更待何時。可謂	按 牛 頭 喫 草 嗔 不 知 恩 故 云 不 禮 拜 更 待 何 時 可 謂 
X67n1304_005:0361c15	赤心片片知人少。覿面堆堆覩者稀。要知至理一言。	赤 心 片 片 知 人 少 覿 面 堆 堆 覩 者 稀 要 知 至 理 一 言 
X67n1304_005:0361c16	請問丹霞和尚。頌曰。	請 問 丹 霞 和 尚 頌 曰 
X67n1304_005:0361c17	虗堂寂寂夜深寒(凍殺法身。清損漁父)。携得瑤琴月下彈(清音	虗 堂 寂 寂 夜 深 寒 凍 殺 法 身 清 損 漁 父 携 得 瑤 琴 月 下 彈 清 音 
X67n1304_005:0361c18	無間斷。誰肯暫來聽)。不是知音徒側耳(枉費精神)。悲風流水豈相	無 間 斷 誰 肯 暫 來 聽 不 是 知 音 徒 側 耳 枉 費 精 神 悲 風 流 水 豈 相 
X67n1304_005:0361c19	干(一曲兩曲無人會。雨過夜塘秋水深)。	干 一 曲 兩 曲 無 人 會 雨 過 夜 塘 秋 水 深 
X67n1304_005:0361c20	師云。情存一念悟。寧越昔時迷。雖則寒灰枯木一念	師 云 情 存 一 念 悟 寧 越 昔 時 迷 雖 則 寒 灰 枯 木 一 念 
X67n1304_005:0361c21	萬年。明月堂前虗閑寬廓。寂兮寥兮肌生於粟。杳兮	萬 年 明 月 堂 前 虗 閑 寬 廓 寂 兮 寥 兮 肌 生 於 粟 杳 兮 
X67n1304_005:0361c22	冥兮眼布於花。是故宗師深愍此輩。携瑤琴於月下。	冥 兮 眼 布 於 花 是 故 宗 師 深 愍 此 輩 携 瑤 琴 於 月 下 
X67n1304_005:0361c23	整絃索於星前。休沐龍池探拔鳳沼。定金徽之遠近。	整 絃 索 於 星 前 休 沐 龍 池 探 拔 鳳 沼 定 金 徽 之 遠 近 
X67n1304_005:0361c24	理玉軫之幽微。節奏合宜吟猱得所。悲風流水乃琴	理 玉 軫 之 幽 微 節 奏 合 宜 吟 猱 得 所 悲 風 流 水 乃 琴 
X67n1304_005:0362a01	操之佳名。洛浦離騷亦玄音之雅號。若非叡思凝神。	操 之 佳 名 洛 浦 離 騷 亦 玄 音 之 雅 號 若 非 叡 思 凝 神 
X67n1304_005:0362a02	端的徒勞側耳。未委何人達斯妙趣。伯牙與子期。不	端 的 徒 勞 側 耳 未 委 何 人 達 斯 妙 趣 伯 牙 與 子 期 不 
X67n1304_005:0362a03	是閑相識。	是 閑 相 識 
X67n1304_005:0362a04	第七十五則　阿育家風(家風)	第 七 十 五 則 阿 育 家 風 家 風 
X67n1304_005:0362a05	示眾云。富有萬德。樂不過身安。蕩無纖塵。喜不過無	示 眾 云 富 有 萬 德 樂 不 過 身 安 蕩 無 纖 塵 喜 不 過 無 
X67n1304_005:0362a06	事。我衲僧家。懶修精進定。愛作吉祥眠。莫有知此況	事 我 衲 僧 家 懶 修 精 進 定 愛 作 吉 祥 眠 莫 有 知 此 況 
X67n1304_005:0362a07	味者麼。	味 者 麼 
X67n1304_005:0362a08	舉僧問阿育通禪師。如何是和尚家風(徤則經行困則眠)。	舉 僧 問 阿 育 通 禪 師 如 何 是 和 尚 家 風 徤 則 經 行 困 則 眠 
X67n1304_005:0362a09	育云渾身不直五文錢(已太多生)。僧云恁麼則太貧寒	育 云 渾 身 不 直 五 文 錢 已 太 多 生 僧 云 恁 麼 則 太 貧 寒 
X67n1304_005:0362a10	生(莫向言中取則)。育云祖代如此(累及先宗)。僧云如何施設(直須	生 莫 向 言 中 取 則 育 云 祖 代 如 此 累 及 先 宗 僧 云 如 何 施 設 直 須 
X67n1304_005:0362a11	句外明宗)。育云隨家豐儉(既能窮對副。必解掌門風)。	句 外 明 宗 育 云 隨 家 豐 儉 既 能 窮 對 副 必 解 掌 門 風 
X67n1304_005:0362a12	師舉香嚴智閑禪師云。去年貧未是貧。今年貧始是	師 舉 香 嚴 智 閑 禪 師 云 去 年 貧 未 是 貧 今 年 貧 始 是 
X67n1304_005:0362a13	貧。去年無卓錐之地。今年和錐也無。林泉道。猶有這	貧 去 年 無 卓 錐 之 地 今 年 和 錐 也 無 林 泉 道 猶 有 這 
X67n1304_005:0362a14	箇在。據香嚴恁般說道家門。若比阿育似乎更甚。於	箇 在 據 香 嚴 恁 般 說 道 家 門 若 比 阿 育 似 乎 更 甚 於 
X67n1304_005:0362a15	衲僧分上當合如是。所以道渾身不直五文錢。灌溪	衲 僧 分 上 當 合 如 是 所 以 道 渾 身 不 直 五 文 錢 灌 溪 
X67n1304_005:0362a16	閑禪師頌云。抖擻多年穿破衲。[監*毛]毿一片逐雲飛。拈	閑 禪 師 頌 云 抖 擻 多 年 穿 破 衲 [監毛] 毿 一 片 逐 雲 飛 拈 
X67n1304_005:0362a17	來搭向肩頭上。也勝時人著錦衣。林泉道。少賣弄好。	來 搭 向 肩 頭 上 也 勝 時 人 著 錦 衣 林 泉 道 少 賣 弄 好 
X67n1304_005:0362a18	昔須菩提華房百寶。憍陳如弊服五錢。或曰迦葉波	昔 須 菩 提 華 房 百 寶 憍 陳 如 弊 服 五 錢 或 曰 迦 葉 波 
X67n1304_005:0362a19	亦爾。乞食貧里習糞掃衣。行頭陁行故如是也。這僧	亦 爾 乞 食 貧 里 習 糞 掃 衣 行 頭 陁 行 故 如 是 也 這 僧 
X67n1304_005:0362a20	見恁麼道。不免隨言生解逐語分宗。識情礙塞。作可	見 恁 麼 道 不 免 隨 言 生 解 逐 語 分 宗 識 情 礙 塞 作 可 
X67n1304_005:0362a21	怜愍道太貧寒生。阿育便以本分事相為道。祖代如	怜 愍 道 太 貧 寒 生 阿 育 便 以 本 分 事 相 為 道 祖 代 如 
X67n1304_005:0362a22	此。非是養子不及父家門一世衰。亦非舉條攀例敗	此 非 是 養 子 不 及 父 家 門 一 世 衰 亦 非 舉 條 攀 例 敗 
X67n1304_005:0362a23	辱門風。待要這僧向實際理地不受纖塵抄直處疾	辱 門 風 待 要 這 僧 向 實 際 理 地 不 受 纖 塵 抄 直 處 疾 
X67n1304_005:0362a24	會。其奈轉生疑慮。審問根由道如何施設。阿育須索	會 其 奈 轉 生 疑 慮 審 問 根 由 道 如 何 施 設 阿 育 須 索 
X67n1304_005:0362b01	將無作有。打發這僧道隨家豐儉。可謂老作家手段	將 無 作 有 打 發 這 僧 道 隨 家 豐 儉 可 謂 老 作 家 手 段 
X67n1304_005:0362b02	終別。俗諺云。待客不可不豐。治家不可不儉。豐儉合	終 別 俗 諺 云 待 客 不 可 不 豐 治 家 不 可 不 儉 豐 儉 合 
X67n1304_005:0362b03	宜果能施設。還委悉麼。更窮須道搊搜字。爭肯教人	宜 果 能 施 設 還 委 悉 麼 更 窮 須 道 搊 搜 字 爭 肯 教 人 
X67n1304_005:0362b04	下眼看。頌曰。	下 眼 看 頌 曰 
X67n1304_005:0362b05	祖代家風沒一文(豈知〔皮被〕裹珍珠)。清貧終是更清貧(早是	祖 代 家 風 沒 一 文 豈 知 皮 被 裹 珍 珠 清 貧 終 是 更 清 貧 早 是 
X67n1304_005:0362b06	那堪)。著衣喫飯隨豐儉(要不悶依本分)。物物頭頭用最親(信手	那 堪 著 衣 喫 飯 隨 豐 儉 要 不 悶 依 本 分 物 物 頭 頭 用 最 親 信 手 
X67n1304_005:0362b07	拈來無非恰好)。	拈 來 無 非 恰 好 
X67n1304_005:0362b08	師舉釋迦如來傳法偈云。法本法無法。無法法亦法。	師 舉 釋 迦 如 來 傳 法 偈 云 法 本 法 無 法 無 法 法 亦 法 
X67n1304_005:0362b09	今付無法時。法法何曾法。所以道釋迦慳無物與人	今 付 無 法 時 法 法 何 曾 法 所 以 道 釋 迦 慳 無 物 與 人 
X67n1304_005:0362b10	也。論至於斯何至五文。端的一文也無。龍牙居遁禪	也 論 至 於 斯 何 至 五 文 端 的 一 文 也 無 龍 牙 居 遁 禪 
X67n1304_005:0362b11	師頌云。學道先須且學貧。學貧貧後道方親。一朝體	師 頌 云 學 道 先 須 且 學 貧 學 貧 貧 後 道 方 親 一 朝 體 
X67n1304_005:0362b12	得成貧道。道用還如貧底人。此豈非清貧終是更清	得 成 貧 道 道 用 還 如 貧 底 人 此 豈 非 清 貧 終 是 更 清 
X67n1304_005:0362b13	貧。汝但二六時中著衣喫飯。隨家豐儉甚生次第。不	貧 汝 但 二 六 時 中 著 衣 喫 飯 隨 家 豐 儉 甚 生 次 第 不 
X67n1304_005:0362b14	見道萬事信緣安樂法。不須費力強追求。若然則隨	見 道 萬 事 信 緣 安 樂 法 不 須 費 力 強 追 求 若 然 則 隨 
X67n1304_005:0362b15	富隨貧且歡樂。不開口笑是癡人。若解如斯放下。不	富 隨 貧 且 歡 樂 不 開 口 笑 是 癡 人 若 解 如 斯 放 下 不 
X67n1304_005:0362b16	教塵境相謾。物物頭頭皆堪使用。恁麼看來且道有	教 塵 境 相 謾 物 物 頭 頭 皆 堪 使 用 恁 麼 看 來 且 道 有 
X67n1304_005:0362b17	一文沒一文。把住放行全在我。拈來拋去更由誰。足	一 文 沒 一 文 把 住 放 行 全 在 我 拈 來 拋 去 更 由 誰 足 
X67n1304_005:0362b18	知阿育能施設。美語甜言不皺眉。	知 阿 育 能 施 設 美 語 甜 言 不 皺 眉 
X67n1304_005:0362b19	第七十六則　四海晏清(對機)	第 七 十 六 則 四 海 晏 清 對 機 
X67n1304_005:0362b20	示眾云。一心不生萬法無咎。二障永斷六國安寧。子	示 眾 云 一 心 不 生 萬 法 無 咎 二 障 永 斷 六 國 安 寧 子 
X67n1304_005:0362b21	細看來由未勦絕。有了幹者麼。	細 看 來 由 未 勦 絕 有 了 幹 者 麼 
X67n1304_005:0362b22	舉僧問金峰志禪師。四海晏清時如何(且莫無風起浪)。峰	舉 僧 問 金 峰 志 禪 師 四 海 晏 清 時 如 何 且 莫 無 風 起 浪 峰 
X67n1304_005:0362b23	云猶是堦下漢(舉頭盡是兒孫事。祖父從來不出門)。	云 猶 是 堦 下 漢 舉 頭 盡 是 兒 孫 事 祖 父 從 來 不 出 門 
X67n1304_005:0362b24	師云。撫州金峰玄明從志禪師。嗣曹山。僧問如何是	師 云 撫 州 金 峰 玄 明 從 志 禪 師 嗣 曹 山 僧 問 如 何 是 
X67n1304_005:0362c01	金峰正主。曰。此去鎮縣不遙。闍棃莫造次。云何不道	金 峰 正 主 曰 此 去 鎮 縣 不 遙 闍 棃 莫 造 次 云 何 不 道 
X67n1304_005:0362c02	取。曰口如磉盤。林泉道。深談實相善說法要。又問千	取 曰 口 如 磉 盤 林 泉 道 深 談 實 相 善 說 法 要 又 問 千 
X67n1304_005:0362c03	峰萬峰那箇是金峰。峰乃斫額。林泉道。遠觀不審。近	峰 萬 峰 那 箇 是 金 峰 峰 乃 斫 額 林 泉 道 遠 觀 不 審 近 
X67n1304_005:0362c04	覩分明。復問四海晏清時如何。汝豈不聞道皇道太	覩 分 明 復 問 四 海 晏 清 時 如 何 汝 豈 不 聞 道 皇 道 太 
X67n1304_005:0362c05	平無忌諱。縱橫何處不風流。非止河清海晏其由國	平 無 忌 諱 縱 橫 何 處 不 風 流 非 止 河 清 海 晏 其 由 國 
X67n1304_005:0362c06	泰民安。六賊歸降四臣不昧。雖是一了百當。難逃萬	泰 民 安 六 賊 歸 降 四 臣 不 昧 雖 是 一 了 百 當 難 逃 萬 
X67n1304_005:0362c07	別千差。皆不出乎建化玄門。安得不為堦下漢邪。汝	別 千 差 皆 不 出 乎 建 化 玄 門 安 得 不 為 堦 下 漢 邪 汝 
X67n1304_005:0362c08	還欲識至尊金容麼。東宮雖至的。不面舜堯顏。寂寂	還 欲 識 至 尊 金 容 麼 東 宮 雖 至 的 不 面 舜 堯 顏 寂 寂 
X67n1304_005:0362c09	簾垂處。丹墀費仰攀。頌曰。	簾 垂 處 丹 墀 費 仰 攀 頌 曰 
X67n1304_005:0362c10	四海烟塵已晏然(至道無為)。當軒明月照人寒(靜極光通達)。	四 海 烟 塵 已 晏 然 至 道 無 為 當 軒 明 月 照 人 寒 靜 極 光 通 達 
X67n1304_005:0362c11	大功不賜將軍賞(聖情難測)。寶馬金槍頓懶觀(成而不處)。	大 功 不 賜 將 軍 賞 聖 情 難 測 寶 馬 金 槍 頓 懶 觀 成 而 不 處 
X67n1304_005:0362c12	師云。這邊冷淡那畔相應。應須坐斷十方。莫使迷惑	師 云 這 邊 冷 淡 那 畔 相 應 應 須 坐 斷 十 方 莫 使 迷 惑 
X67n1304_005:0362c13	三界。不有纖毫堪介意。了無一法可當情。頓弃萬緣	三 界 不 有 纖 毫 堪 介 意 了 無 一 法 可 當 情 頓 弃 萬 緣 
X67n1304_005:0362c14	勦絕諸趣。何止四海烟塵晏然而已哉。直得回光返	勦 絕 諸 趣 何 止 四 海 烟 塵 晏 然 而 已 哉 直 得 回 光 返 
X67n1304_005:0362c15	照擺手歸來。披透戶清風對當軒皓月。蕭條侵骨冷	照 擺 手 歸 來 披 透 戶 清 風 對 當 軒 皓 月 蕭 條 侵 骨 冷 
X67n1304_005:0362c16	皎潔逼人寒。機盡功忘。控寶馬而孰能賞鑑。神疲意	皎 潔 逼 人 寒 機 盡 功 忘 控 寶 馬 而 孰 能 賞 鑑 神 疲 意 
X67n1304_005:0362c17	懶。擲金鏘而誰解觀瞻。堦下漢浪得其名。寰中旨豈	懶 擲 金 鏘 而 誰 解 觀 瞻 堦 下 漢 浪 得 其 名 寰 中 旨 豈 
X67n1304_005:0362c18	容觸犯。莫有再敢當風者麼。若解塵中能作主。須知	容 觸 犯 莫 有 再 敢 當 風 者 麼 若 解 塵 中 能 作 主 須 知 
X67n1304_005:0362c19	化外自來賓。	化 外 自 來 賓 
X67n1304_005:0362c20	第七十七則　非思量處(對機)	第 七 十 七 則 非 思 量 處 對 機 
X67n1304_005:0362c21	示眾云。口談辭喪。胸中空有五車書。心緣慮忘。言外	示 眾 云 口 談 辭 喪 胸 中 空 有 五 車 書 心 緣 慮 忘 言 外 
X67n1304_005:0362c22	不知三昧法。有會領略者麼。	不 知 三 昧 法 有 會 領 略 者 麼 
X67n1304_005:0362c23	舉僧問蜀州西禪禪師。如何是非思量處(勘破了也)。禪	舉 僧 問 蜀 州 西 禪 禪 師 如 何 是 非 思 量 處 勘 破 了 也 禪 
X67n1304_005:0362c24	云誰見虗空夜點頭(除是丹霞)。	云 誰 見 虗 空 夜 點 頭 除 是 丹 霞 
X67n1304_005:0363a01	師舉三祖大師信心銘云。非思量處。識情難測。真如	師 舉 三 祖 大 師 信 心 銘 云 非 思 量 處 識 情 難 測 真 如 
X67n1304_005:0363a02	法界。無自無他。這僧只知非思量處。豈知識情難測。	法 界 無 自 無 他 這 僧 只 知 非 思 量 處 豈 知 識 情 難 測 
X67n1304_005:0363a03	由是西禪於真如境內法界其間。離分別心無自他	由 是 西 禪 於 真 如 境 內 法 界 其 間 離 分 別 心 無 自 他 
X67n1304_005:0363a04	想。以虗空夜點頭為酬。看誰可見。只如西禪恁麼道。	想 以 虗 空 夜 點 頭 為 酬 看 誰 可 見 只 如 西 禪 恁 麼 道 
X67n1304_005:0363a05	是思量非思量。識情可測不可測。具眼者辨看。若此	是 思 量 非 思 量 識 情 可 測 不 可 測 具 眼 者 辨 看 若 此 
X67n1304_005:0363a06	一句語下見諦明白。不枉拖條竹杖著緉草鞋。出一	一 句 語 下 見 諦 明 白 不 枉 拖 條 竹 杖 著 緉 草 鞋 出 一 
X67n1304_005:0363a07	叢林入一保社。於禪床脚拂子邊窮玄究妙。息慮忘	叢 林 入 一 保 社 於 禪 床 脚 拂 子 邊 窮 玄 究 妙 息 慮 忘 
X67n1304_005:0363a08	緣離心意識處參。出凡聖路處學。自然心燈晃晃智	緣 離 心 意 識 處 參 出 凡 聖 路 處 學 自 然 心 燈 晃 晃 智 
X67n1304_005:0363a09	炬煌煌。儻能達本還源。自解回光返照。何必區區更	炬 煌 煌 儻 能 達 本 還 源 自 解 回 光 返 照 何 必 區 區 更 
X67n1304_005:0363a10	問林泉老漢。頌曰。	問 林 泉 老 漢 頌 曰 
X67n1304_005:0363a11	一點靈明六不收(千自由百自在)。昭然何用更凝眸(眨眼蹉過)。	一 點 靈 明 六 不 收 千 自 由 百 自 在 昭 然 何 用 更 凝 眸 眨 眼 蹉 過 
X67n1304_005:0363a12	箇中消息人難委(且休歇過)。獨有虗空暗點頭(泄漏天機)。	箇 中 消 息 人 難 委 且 休 歇 過 獨 有 虗 空 暗 點 頭 泄 漏 天 機 
X67n1304_005:0363a13	師云。本來佛性亘古亘今。妙覺真心無蹤無影。背之	師 云 本 來 佛 性 亘 古 亘 今 妙 覺 真 心 無 蹤 無 影 背 之 
X67n1304_005:0363a14	則昏昏蒙蒙。向之則明明了了。飜手覆手不在他人。	則 昏 昏 蒙 蒙 向 之 則 明 明 了 了 飜 手 覆 手 不 在 他 人 
X67n1304_005:0363a15	舉足下足只由自己。但肯寸心不昧。自然萬法皆明。	舉 足 下 足 只 由 自 己 但 肯 寸 心 不 昧 自 然 萬 法 皆 明 
X67n1304_005:0363a16	非唯照見五蘊皆空。欲使洞達十虗頓現。此點靈明	非 唯 照 見 五 蘊 皆 空 欲 使 洞 達 十 虗 頓 現 此 點 靈 明 
X67n1304_005:0363a17	何六門而之可攝也。既恁昭然無間。何消更用凝眸。	何 六 門 而 之 可 攝 也 既 恁 昭 然 無 間 何 消 更 用 凝 眸 
X67n1304_005:0363a18	不見一法即如來。方得名為觀自在。若論箇中消息。	不 見 一 法 即 如 來 方 得 名 為 觀 自 在 若 論 箇 中 消 息 
X67n1304_005:0363a19	就裏行藏。非是人。難委悉。蓋由汝善熒惑。被無始劫	就 裏 行 藏 非 是 人 難 委 悉 蓋 由 汝 善 熒 惑 被 無 始 劫 
X67n1304_005:0363a20	來妄情埋沒。不識家珍。唯認茫茫業識。甘受輪回。見	來 妄 情 埋 沒 不 識 家 珍 唯 認 茫 茫 業 識 甘 受 輪 回 見 
X67n1304_005:0363a21	道虗空點頭。不解飜為揑恠。可謂是寒山逢拾得。拍	道 虗 空 點 頭 不 解 飜 為 揑 恠 可 謂 是 寒 山 逢 拾 得 拍 
X67n1304_005:0363a22	手咲呵呵。	手 咲 呵 呵 
X67n1304_005:0363a23	第七十八則　白眉晒熱(歲時)	第 七 十 八 則 白 眉 晒 熱 歲 時 
X67n1304_005:0363a24	示眾云。一片老婆心。為人無間歇。不惜兩莖眉。磨唇	示 眾 云 一 片 老 婆 心 為 人 無 間 歇 不 惜 兩 莖 眉 磨 唇 
X67n1304_005:0363b01	哈呾舌。嚼飯喂嬰兒。舉措知時節。有知恩報恩風流	哈 呾 舌 嚼 飯 喂 嬰 兒 舉 措 知 時 節 有 知 恩 報 恩 風 流 
X67n1304_005:0363b02	如雅者麼。	如 雅 者 麼 
X67n1304_005:0363b03	舉僧侍立白眉霞禪師次(少當努力)。眉云可晒熱(尋常語裏	舉 僧 侍 立 白 眉 霞 禪 師 次 少 當 努 力 眉 云 可 晒 熱 尋 常 語 裏 
X67n1304_005:0363b04	指示分明)。僧云是(具實祇對)。眉云祇如熱向甚麼處迴避(入草	指 示 分 明 僧 云 是 具 實 祇 對 眉 云 祇 如 熱 向 甚 麼 處 迴 避 入 草 
X67n1304_005:0363b05	求人)。僧云鑊湯爐炭裏迴避(大丈夫須猛烈)。眉云鑊湯爐炭	求 人 僧 云 鑊 湯 爐 炭 裏 迴 避 大 丈 夫 須 猛 烈 眉 云 鑊 湯 爐 炭 
X67n1304_005:0363b06	裏又作麼生迴避(要識真金火裏看)。僧云眾苦不能到(真師	裏 又 作 麼 生 迴 避 要 識 真 金 火 裏 看 僧 云 眾 苦 不 能 到 真 師 
X67n1304_005:0363b07	子兒善能哮吼)。	子 兒 善 能 哮 吼 
X67n1304_005:0363b08	師云。撫州曹山慧霞了悟禪師。嗣先曹山本寂禪師。	師 云 撫 州 曹 山 慧 霞 了 悟 禪 師 嗣 先 曹 山 本 寂 禪 師 
X67n1304_005:0363b09	僧問佛未出世及出世。答曹山不如。不如曹山。是此	僧 問 佛 未 出 世 及 出 世 答 曹 山 不 如 不 如 曹 山 是 此 
X67n1304_005:0363b10	曹山之語。非先曹山答也。白眉老漢慈悲心重利物	曹 山 之 語 非 先 曹 山 答 也 白 眉 老 漢 慈 悲 心 重 利 物 
X67n1304_005:0363b11	情深。於十二時動轉施為。莫不入[廓享+墨]垂手開發學徒。	情 深 於 十 二 時 動 轉 施 為 莫 不 入 [廓享墨] 垂 手 開 發 學 徒 
X67n1304_005:0363b12	見僧才侍立次。猛然提挈道可晒熱。他豈不知人人	見 僧 才 侍 立 次 猛 然 提 挈 道 可 晒 熱 他 豈 不 知 人 人 
