X51n0825_001:0454b06	 序〔龍省〕	 序 龍 省 
X51n0825_002:0506a67	初牒前問後(如)	初 牒 前 問 後 如 
X51n0825_002:0506a68	次如次答釋(二)	次 如 次 答 釋 二 
X51n0825_002:0506a69	初標	初 標 
X51n0825_002:0506a70	次釋(二)	次 釋 二 
X51n0825_002:0506a71	初明二種種性(何)	初 明 二 種 種 性 何 
X51n0825_002:0506a72	次明五位悟入(何)	次 明 五 位 悟 入 何 
X51n0825_002:0507a01	三明漸次悟入(云)	三 明 漸 次 悟 入 云 
X51n0825_002:0507a02	次廣明五種行位(五)	次 廣 明 五 種 行 位 五 
X51n0825_002:0507a03	初資糧位(三)	初 資 糧 位 三 
X51n0825_002:0507a04	初末論設問(初)	初 末 論 設 問 初 
X51n0825_002:0507a05	次舉本頌答(頌)	次 舉 本 頌 答 頌 
X51n0825_002:0507a06	三末論釋成(三)	三 末 論 釋 成 三 
X51n0825_002:0507a07	初正釋頌文(二)	初 正 釋 頌 文 二 
X51n0825_002:0507a08	初明位即前二句(論)	初 明 位 即 前 二 句 論 
X51n0825_002:0507a09	次明惑即後二句(二)	次 明 惑 即 後 二 句 二 
X51n0825_002:0507a10	初略釋(此)	初 略 釋 此 
X51n0825_002:0507a11	次廣釋(二)	次 廣 釋 二 
X51n0825_002:0507a12	初釋二取隨眠(二)	初 釋 二 取 隨 眠 二 
X51n0825_002:0507a13	初正釋頌義(此)	初 正 釋 頌 義 此 
X51n0825_002:0507a14	次轉解二障(二)	次 轉 解 二 障 二 
X51n0825_002:0507a15	初正釋(二)	初 正 釋 二 
X51n0825_002:0507a16	初煩惱障(煩)	初 煩 惱 障 煩 
X51n0825_002:0507a17	次所知障(二)	次 所 知 障 二 
X51n0825_002:0507a18	初正釋(所)	初 正 釋 所 
X51n0825_002:0507a19	次料簡(五)	次 料 簡 五 
X51n0825_002:0507a20	初分對諸識(此)	初 分 對 諸 識 此 
X51n0825_002:0507a21	二對三性心(此)	二 對 三 性 心 此 
X51n0825_002:0507a22	三二障辯異(煩)	三 二 障 辯 異 煩 
X51n0825_002:0507a23	四對四無記(此)	四 對 四 無 記 此 
X51n0825_002:0507a24	五問答釋妨(二)	五 問 答 釋 妨 二 
X51n0825_002:0507a25	初問(若)	初 問 若 
X51n0825_002:0507a26	次答(無)	次 答 無 
X51n0825_002:0507a27	次結判(如)	次 結 判 如 
X51n0825_002:0507a28	次釋未能伏滅(菩)	次 釋 未 能 伏 滅 菩 
X51n0825_002:0507a29	次明地所攝(此)	次 明 地 所 攝 此 
X51n0825_002:0507a30	三所修行相(二)	三 所 修 行 相 二 
X51n0825_002:0507a31	初正釋行相(三)	初 正 釋 行 相 三 
X51n0825_002:0507a32	初標徵(所)	初 標 徵 所 
X51n0825_002:0507a33	次別釋(二)	次 別 釋 二 
X51n0825_002:0507a34	初躡智行(略)	初 躡 智 行 略 
X51n0825_002:0507a35	次二利行(復)	次 二 利 行 復 
X51n0825_002:0507a36	三結示(如)	三 結 示 如 
X51n0825_002:0507a37	次明退不退(三)	次 明 退 不 退 三 
X51n0825_002:0507a38	初標(此)	初 標 此 
X51n0825_002:0507a39	次釋(三)	次 釋 三 
X51n0825_002:0507a40	初菩提廣大屈引何他己練(一)	初 菩 提 廣 大 屈 引 何 他 己 練 一 
X51n0825_002:0507a41	次萬行難修屈省己增修練(二)	次 萬 行 難 修 屈 省 己 增 修 練 二 
X51n0825_002:0507a42	三轉依難證屈引粗况妙練(三)	三 轉 依 難 證 屈 引 粗 况 妙 練 三 
X51n0825_002:0507a43	三結(由)	三 結 由 
X51n0825_002:0507a44	二加行位○	二 加 行 位 
X51n0825_002:0507a45	三通達位○	三 通 達 位 
X51n0825_002:0507a46	四修習位○	四 修 習 位 
X51n0825_002:0507a47	五究竟位○	五 究 竟 位 
X51n0825_002:0507a49	○二加行位(三)	 二 加 行 位 三 
X51n0825_002:0507a50	初末論設問(次)	初 末 論 設 問 次 
X51n0825_002:0507a51	次舉本頌答(頌)	次 舉 本 頌 答 頌 
X51n0825_002:0507a52	三末論釋成(三)	三 末 論 釋 成 三 
X51n0825_002:0507a53	初正釋頌文(三)	初 正 釋 頌 文 三 
X51n0825_002:0507a54	初結前標列(論)	初 結 前 標 列 論 
X51n0825_002:0507a55	次釋總別名(二)	次 釋 總 別 名 二 
X51n0825_002:0507a56	初釋加行總名(此)	初 釋 加 行 總 名 此 
X51n0825_002:0507a57	次釋煖等別名(三)	次 釋 煖 等 別 名 三 
X51n0825_002:0507a58	初標(煖)	初 標 煖 
X51n0825_002:0507a59	次釋(二)	次 釋 二 
X51n0825_002:0507a60	初總明(四)	初 總 明 四 
X51n0825_002:0507a61	次別釋(四)	次 別 釋 四 
X51n0825_002:0507a62	初煖位(依)	初 煖 位 依 
X51n0825_002:0507a63	二頂位(依)	二 頂 位 依 
X51n0825_002:0508a01	三忍位(依)	三 忍 位 依 
X51n0825_002:0508a02	四世第一位(依)	四 世第一位 依 
X51n0825_002:0508a03	三結(如)	三 結 如 
X51n0825_002:0508a04	三結屬頌文(二)	三 結 屬 頌 文 二 
X51n0825_002:0508a05	初正結(皆)	初 正 結 皆 
X51n0825_002:0508a06	次引證(依)	次 引 證 依 
X51n0825_002:0508a07	次復申頌義(三)	次 復 申 頌 義 三 
X51n0825_002:0508a08	初伏惑義別(此)	初 伏 惑 義 別 此 
X51n0825_002:0508a09	次所觀二諦(此)	次 所 觀 二 諦 此 
X51n0825_002:0508a10	三所依界地(二)	三 所 依 界 地 二 
X51n0825_002:0508a11	初明成滿定在第四靜慮(菩)	初 明 成 滿 定 在 第四靜慮 菩 
X51n0825_002:0508a12	次明初起唯依欲界善趣(唯)	次 明 初 起 唯 依 欲 界 善 趣 唯 
X51n0825_002:0508a13	三明地所攝(此)	三 明 地 所 攝 此 
X51n0825_002:0508a15	○三通達位(三)	 三 通 達 位 三 
X51n0825_002:0508a16	初末論設問(次)	初 末 論 設 問 次 
X51n0825_002:0508a17	次舉本頌答(頌)	次 舉 本 頌 答 頌 
X51n0825_002:0508a18	三末論釋成(二)	三 末 論 釋 成 二 
X51n0825_002:0508a19	初略釋(二)	初 略 釋 二 
X51n0825_002:0508a20	初總釋頌文(論)	初 總 釋 頌 文 論 
X51n0825_002:0508a21	次別解本智(三)	次 別 解 本 智 三 
X51n0825_002:0508a22	初師相見俱無(有)	初 師 相 見 俱 無 有 
X51n0825_002:0508a23	次師相見俱有(有)	次 師 相 見 俱 有 有 
X51n0825_002:0508a24	三師唯見無相(有)	三 師 唯 見 無 相 有 
X51n0825_002:0508a25	次廣釋(二)	次 廣 釋 二 
X51n0825_002:0508a26	初釋位名(加)	初 釋 位 名 加 
X51n0825_002:0508a27	次釋見道(三)	次 釋 見 道 三 
X51n0825_002:0508a28	初總標(然)	初 總 標 然 
X51n0825_002:0508a29	次別釋(二)	次 別 釋 二 
X51n0825_002:0508a30	初釋二見道(二)	初 釋 二 見 道 二 
X51n0825_002:0508a31	初釋二道義(二)	初 釋 二 道 義 二 
X51n0825_002:0508a32	初真見道(一)	初 真 見 道 一 
X51n0825_002:0508a33	次相見道(二)	次 相 見 道 二 
X51n0825_002:0508a34	初正釋相見道(二)	初 正 釋 相 見 道 二 
X51n0825_002:0508a35	初標(二)	初 標 二 
X51n0825_002:0508a36	次釋(二)	次 釋 二 
X51n0825_002:0508a37	初明緣非安立諦三心(二)	初 明 緣 非 安 立 諦 三 心 二 
X51n0825_002:0508a38	初正釋(一)	初 正 釋 一 
X51n0825_002:0508a39	次簡名(有)	次 簡 名 有 
X51n0825_002:0508a40	次明緣安立諦十六心(二)	次 明 緣 安 立 諦 十 六 心 二 
X51n0825_002:0508a41	初正明二種十六心相見道(二)	初 正 明 二 種 十 六 心 相 見 道 二 
X51n0825_002:0508a42	初標(二)	初 標 二 
X51n0825_002:0508a43	次釋(二)	次 釋 二 
X51n0825_002:0508a44	初依能所取以立十六(一)	初 依 能 所 取 以 立 十 六 一 
X51n0825_002:0508a45	次依下上諦以立十六(二)	次 依 下 上 諦 以 立 十 六 二 
X51n0825_002:0508a46	次兼辨九心相見道(若)	次 兼 辨 九 心 相 見 道 若 
X51n0825_002:0508a47	次結示唯假立(諸)	次 結 示 唯 假 立 諸 
X51n0825_002:0508a48	次簡二道別(二)	次 簡 二 道 別 二 
X51n0825_002:0508a49	初明證性相別(前)	初 明 證 性 相 別 前 
X51n0825_002:0508a50	次明本後攝別(二)	次 明 本 後 攝 別 二 
X51n0825_002:0508a51	初正明二智攝二見道(前)	初 正 明 二 智 攝 二 見 道 前 
X51n0825_002:0508a52	次別簡後得智有二分(二)	次 別 簡 後 得 智 有 二 分 二 
X51n0825_002:0508a53	初徵(諸)	初 徵 諸 
X51n0825_002:0508a54	次釋(三)	次 釋 三 
X51n0825_002:0508a55	初師二分俱無(有)	初 師 二 分 俱 無 有 
X51n0825_002:0508a56	次師有見無相(有)	次 師 有 見 無 相 有 
X51n0825_002:0509a01	三師二分俱有(有)	三 師 二 分 俱 有 有 
X51n0825_002:0509a02	次攝六現觀(二)	次 攝 六 現 觀 二 
X51n0825_002:0509a03	初徵(此)	初 徵 此 
X51n0825_002:0509a04	次釋(二)	次 釋 二 
X51n0825_002:0509a05	初明現觀體(六)	初 明 現 觀 體 六 
X51n0825_002:0509a06	次明相攝義(此)	次 明 相 攝 義 此 
X51n0825_002:0509a07	三結益(菩)	三 結 益 菩 
X51n0825_002:0509a09	○四修習位(三)	 四 修 習 位 三 
X51n0825_002:0509a10	初末論設問(次)	初 末 論 設 問 次 
X51n0825_002:0509a11	次舉本頌答(頌)	次 舉 本 頌 答 頌 
X51n0825_002:0509a12	三末論釋成(二)	三 末 論 釋 成 二 
X51n0825_002:0509a13	初略釋頌文(四)	初 略 釋 頌 文 四 
X51n0825_002:0509a14	初釋第一句(論)	初 釋 第 一 句 論 
X51n0825_002:0509a15	二釋第二句(是)	二 釋 第 二 句 是 
X51n0825_002:0509a16	三釋第三句(數)	三 釋 第 三 句 數 
X51n0825_002:0509a17	四釋第四句(二)	四 釋 第 四 句 二 
X51n0825_002:0509a18	初牒頌總標(此)	初 牒 頌 總 標 此 
X51n0825_002:0509a19	次釋成轉依(二)	次 釋 成 轉 依 二 
X51n0825_002:0509a20	初轉持種依得二果(依)	初 轉 持 種 依 得 二 果 依 
X51n0825_002:0509a21	次轉迷悟依得涅槃(三)	次 轉 迷 悟 依 得 涅 槃 三 
X51n0825_002:0509a22	初正釋(或)	初 正 釋 或 
X51n0825_002:0509a23	次通妨(如)	次 通 妨 如 
X51n0825_002:0509a24	三簡示(雖)	三 簡 示 雖 
X51n0825_002:0509a25	次廣釋頌義(三)	次 廣 釋 頌 義 三 
X51n0825_002:0509a26	初徵標(云)	初 徵 標 云 
X51n0825_002:0509a27	次正釋(二)	次 正 釋 二 
X51n0825_002:0509a28	初總標(謂)	初 總 標 謂 
X51n0825_002:0509a29	次別釋(二)	次 別 釋 二 
X51n0825_002:0509a30	初明十地因(四)	初 明 十 地 因 四 
X51n0825_002:0509a31	初釋十地名義(三)	初 釋 十 地 名 義 三 
X51n0825_002:0509a32	初標(言)	初 標 言 
X51n0825_002:0509a33	次釋(十)	次 釋 十 
X51n0825_002:0509a34	初極喜地(一)	初 極 喜 地 一 
X51n0825_002:0509a35	二離垢地(二)	二 離 垢 地 二 
X51n0825_002:0509a36	三發光地(三)	三 發 光 地 三 
X51n0825_002:0509a37	四燄慧地(四)	四 燄 慧 地 四 
X51n0825_002:0509a38	五難勝地(五)	五 難 勝 地 五 
X51n0825_002:0509a39	六現前地(六)	六 現 前 地 六 
X51n0825_002:0509a40	七遠行地(七)	七 遠 行 地 七 
X51n0825_002:0509a41	八不動地(八)	八 不 動 地 八 
X51n0825_002:0509a42	九善慈地(九)	九 善 慈 地 九 
X51n0825_002:0509a43	十法雲地(十)	十 法 雲 地 十 
X51n0825_002:0509a44	三結(如)	三 結 如 
X51n0825_002:0509a45	二釋修十勝行(三)	二 釋 修 十 勝 行 三 
X51n0825_002:0509a46	初總標行名(十)	初 總 標 行 名 十 
X51n0825_002:0509a47	次正釋行義(十二)	次 正 釋 行 義 十 二 
X51n0825_002:0509a48	初明數門(施)	初 明 數 門 施 
X51n0825_002:0509a49	二出體門(此)	二 出 體 門 此 
X51n0825_002:0509a50	三明相門(此)	三 明 相 門 此 
X51n0825_002:0509a51	四無增減門(三)	四 無 增 減 門 三 
X51n0825_002:0509a52	初明十無增減(此)	初 明 十 無 增 減 此 
X51n0825_002:0509a53	次明六無增減(三)	次 明 六 無 增 減 三 
X51n0825_002:0509a54	初標(復)	初 標 復 
X51n0825_002:0509a55	次釋(六)	次 釋 六 
X51n0825_002:0509a56	初對治六蔽門(為)	初 對 治 六 蔽 門 為 
X51n0825_002:0509a57	二漸修佛法門(漸)	二 漸 修 佛 法 門 漸 
X51n0825_002:0509a58	三漸熟有情門(漸)	三 漸 熟 有 情 門 漸 
X51n0825_002:0509a59	四二道之因門(又)	四 二 道 之 因 門 又 
X51n0825_002:0510a01	五利生斷惑門(又)	五 利 生 斷 惑 門 又 
X51n0825_002:0510a02	六為無住涅槃因門(又)	六 為 無住涅槃 因 門 又 
X51n0825_002:0510a03	三結(由)	三 結 由 
X51n0825_002:0510a04	三重顯十義(後)	三 重 顯 十 義 後 
X51n0825_002:0510a05	五次第門(十)	五 次 第 門 十 
X51n0825_002:0510a06	六依止五修門(此)	六 依 止 五 修 門 此 
X51n0825_002:0510a07	七自類相攝門(此)	七 自 類 相 攝 門 此 
X51n0825_002:0510a08	八六十互攝門(此)	八 六 十 互 攝 門 此 
X51n0825_002:0510a09	九感果門(此)	九 感 果 門 此 
X51n0825_002:0510a10	十三學相攝門(二)	十 三 學 相 攝 門 二 
X51n0825_002:0510a11	初標(十)	初 標 十 
X51n0825_002:0510a12	次釋(二)	次 釋 二 
X51n0825_002:0510a13	初釋三學(三)	初 釋 三 學 三 
X51n0825_002:0510a14	初戒學(戒)	初 戒 學 戒 
X51n0825_002:0510a15	次定學(定)	次 定 學 定 
X51n0825_002:0510a16	三慧學(二)	三 慧 學 二 
X51n0825_002:0510a17	初正明三慧相(慧)	初 正 明 三 慧 相 慧 
X51n0825_002:0510a18	次約位明具闕(如)	次 約 位 明 具 闕 如 
X51n0825_002:0510a19	次明相攝(若)	次 明 相 攝 若 
X51n0825_002:0510a20	十一五位具修門(此)	十 一 五 位 具 修 門 此 
X51n0825_002:0510a21	十二因位名異門(此)	十 二 因 位 名 異 門 此 
X51n0825_002:0510a22	三結要簡修(此)	三 結 要 簡 修 此 
X51n0825_002:0510a23	三釋斷十重障○	三 釋 斷 十 重 障 
X51n0825_002:0510a24	四釋證十真如○	四 釋 證 十 真 如 
X51n0825_002:0510a25	次明轉依果○	次 明 轉 依 果 
X51n0825_002:0510a26	三簡示○	三 簡 示 
X51n0825_002:0510a28	○三釋斷十重障(二)	 三 釋 斷 十 重 障 二 
X51n0825_002:0510a29	初標(十)	初 標 十 
X51n0825_002:0510a30	次釋(二)	次 釋 二 
X51n0825_002:0510a31	初正明十障(十)	初 正 明 十 障 十 
X51n0825_002:0510a32	初異生性障(三)	初 異 生 性 障 三 
X51n0825_002:0510a33	初正釋(二)	初 正 釋 二 
X51n0825_002:0510a34	初略釋障(一)	初 略 釋 障 一 
X51n0825_002:0510a35	次正明斷(三)	次 正 明 斷 三 
X51n0825_002:0510a36	初對小明斷二種(二)	初 對 小 明 斷 二 種 二 
X51n0825_002:0510a37	初正釋(二)	初 正 釋 二 
X51n0825_002:0510a38	次釋妨(二)	次 釋 妨 二 
X51n0825_002:0510a39	次簡明二道用別(二)	次 簡 明 二 道 用 別 二 
X51n0825_002:0510a40	初問(無)	初 問 無 
X51n0825_002:0510a41	次釋(斷)	次 釋 斷 
X51n0825_002:0510a42	三釋不說業果疑(雖)	三 釋 不 說 業 果 疑 雖 
X51n0825_002:0510a43	次引證(由)	次 引 證 由 
X51n0825_002:0510a44	三料簡(二)	三 料 簡 二 
X51n0825_002:0510a45	初簡異二乘所斷(雖)	初 簡 異 二 乘 所 斷 雖 
X51n0825_002:0510a46	次簡初地亦斷俱生(理)	次 簡 初 地 亦 斷 俱 生 理 
X51n0825_002:0510a47	二邪行障(二)	二 邪 行 障 二 
X51n0825_002:0510a48	初正釋(二)	初 正 釋 二 
X51n0825_002:0510a49	次引證(由)	次 引 證 由 
X51n0825_002:0510a50	三闇鈍障(二)	三 闇 鈍 障 二 
X51n0825_002:0510a51	初正釋(三)	初 正 釋 三 
X51n0825_002:0510a52	次引證(由)	次 引 證 由 
X51n0825_002:0510a53	四微細煩惱現行障(二)	四 微 細 煩 惱 現 行 障 二 
X51n0825_002:0510a54	初正釋(三)	初 正 釋 三 
X51n0825_002:0510a55	初略釋障(四)	初 略 釋 障 四 
X51n0825_002:0510a56	次正明斷(彼)	次 正 明 斷 彼 
X51n0825_002:0510a57	三復料簡(二)	三 復 料 簡 二 
X51n0825_002:0510a58	初簡第六識俱(二)	初 簡 第 六 識 俱 二 
X51n0825_002:0510a59	初問(寧)	初 問 寧 
X51n0825_002:0510a60	次釋(第)	次 釋 第 
X51n0825_002:0510a61	次簡身見等言(身)	次 簡 身 見 等 言 身 
X51n0825_002:0510a62	次引證(由)	次 引 證 由 
X51n0825_002:0510a63	五於下乘般涅槃障(二)	五 於 下 乘 般 涅 槃 障 二 
X51n0825_002:0510a64	初正釋(五)	初 正 釋 五 
X51n0825_002:0510a65	次引證(由)	次 引 證 由 
X51n0825_002:0510a66	六麤相現行障(二)	六 麤 相 現 行 障 二 
X51n0825_002:0510a67	初正釋(六)	初 正 釋 六 
X51n0825_002:0511a01	次引證(由)	次 引 證 由 
X51n0825_002:0511a02	七細相現行障(二)	七 細 相 現 行 障 二 
X51n0825_002:0511a03	初正釋(七)	初 正 釋 七 
X51n0825_002:0511a04	次引證(由)	次 引 證 由 
X51n0825_002:0511a05	八無相作加行障(二)	八 無 相 作 加 行 障 二 
X51n0825_002:0511a06	初正釋(八)	初 正 釋 八 
X51n0825_002:0511a07	次引證(由)	次 引 證 由 
X51n0825_002:0511a08	九利他不欲行障(二)	九 利 他 不 欲 行 障 二 
X51n0825_002:0511a09	初正釋(九)	初 正 釋 九 
X51n0825_002:0511a10	次引證(由)	次 引 證 由 
X51n0825_002:0511a11	十於諸法中未得自在障(二)	十 於 諸 法 中 未 得 自 在 障 二 
X51n0825_002:0511a12	初本地所斷未自在障(二)	初 本 地 所 斷 未 自 在 障 二 
X51n0825_002:0511a13	初正釋(十)	初 正 釋 十 
X51n0825_002:0511a14	次引證(由)	次 引 證 由 
X51n0825_002:0511a15	次十地滿心所斷餘障(二)	次 十 地 滿 心 所 斷 餘 障 二 
X51n0825_002:0511a16	初正釋(此)	初 正 釋 此 
X51n0825_002:0511a17	次引證(由)	次 引 證 由 
X51n0825_002:0511a18	次結屬二障○	次 結 屬 二 障 
X51n0825_002:0511a20	第十卷	第 十 卷 
X51n0825_002:0511a22	○次結屬二障(二)	 次 結 屬 二 障 二 
X51n0825_002:0511a23	初正結二障攝(此)	初 正 結 二 障 攝 此 
X51n0825_002:0511a24	次明二障斷義(二)	次 明 二 障 斷 義 二 
X51n0825_002:0511a25	初斷種現位(二)	初 斷 種 現 位 二 
X51n0825_002:0511a26	初正釋(二)	初 正 釋 二 
X51n0825_002:0511a27	初煩惱障(煩)	初 煩 惱 障 煩 
X51n0825_002:0511a28	次所知障(所)	次 所 知 障 所 
X51n0825_002:0511a29	次釋妨(雖)	次 釋 妨 雖 
X51n0825_002:0511a30	次斷種漸頓(二)	次 斷 種 漸 頓 二 
X51n0825_002:0511a31	初徵(斷)	初 徵 斷 
X51n0825_002:0511a32	次釋(二)	次 釋 二 
X51n0825_002:0511a33	初釋所斷障(二)	初 釋 所 斷 障 二 
X51n0825_002:0511a34	初第七識俱二障種(第)	初 第 七 識 俱 二 障 種 第 
X51n0825_002:0511a35	次餘六識俱二障種(二)	次 餘 六 識 俱 二 障 種 二 
X51n0825_002:0511a36	初煩惱障種(餘)	初 煩 惱 障 種 餘 
X51n0825_002:0511a37	次所知障種(所)	次 所 知 障 種 所 
X51n0825_002:0511a38	次明能斷道(二)	次 明 能 斷 道 二 
X51n0825_002:0511a40	○四釋證十真如(二)	 四 釋 證 十 真 如 二 
X51n0825_002:0511a41	初標(十)	初 標 十 
X51n0825_002:0511a42	次釋(二)	次 釋 二 
X51n0825_002:0511a43	初正釋義(十)	初 正 釋 義 十 
X51n0825_002:0511a44	初徧行真如(一)	初 徧 行 真 如 一 
X51n0825_002:0511a45	二最勝真如(二)	二 最 勝 真 如 二 
X51n0825_002:0511a46	三勝流真如(三)	三 勝 流 真 如 三 
X51n0825_002:0511a47	四無攝受真如(四)	四 無 攝 受 真 如 四 
X51n0825_002:0511a48	五類無別真如(五)	五 類 無 別 真 如 五 
X51n0825_002:0511a49	六無染淨真如(六)	六 無 染 淨 真 如 六 
X51n0825_002:0511a50	七法無別真如(七)	七 法 無 別 真 如 七 
X51n0825_002:0512a01	八不增減真如(八)	八 不 增 減 真 如 八 
X51n0825_002:0512a02	九智自在所依真如(九)	九 智 自 在 所 依 真 如 九 
X51n0825_002:0512a03	十業自在所依真如(十)	十 業 自 在 所 依 真 如 十 
X51n0825_002:0512a04	次明立意(雖)	次 明 立 意 雖 
X51n0825_002:0512a06	○次明轉依果(二)	 次 明 轉 依 果 二 
X51n0825_002:0512a07	初承前起後(如)	初 承 前 起 後 如 
X51n0825_002:0512a08	次正釋轉依(二)	次 正 釋 轉 依 二 
X51n0825_002:0512a09	初釋轉依位別(三)	初 釋 轉 依 位 別 三 
X51n0825_002:0512a10	初總標(轉)	初 總 標 轉 
X51n0825_002:0512a11	次別釋(六)	次 別 釋 六 
X51n0825_002:0512a12	初損益轉(一)	初 損 益 轉 一 
X51n0825_002:0512a13	二通達轉(二)	二 通 達 轉 二 
X51n0825_002:0512a14	三修習轉(三)	三 修 習 轉 三 
X51n0825_002:0512a15	四圓滿轉(四)	四 圓 滿 轉 四 
